corpus,method,W,rule,dens,whiten,tstart,det,phase_p50,phase_p25,phase_p75,t_p50,arl0,arl1,arl1_mean_alarm_t,t_dip,frac_early,delay_p50,fa_lo,fa_hi,peak_auc
B,sequential,1,cusum,gauss,ar1,1,0.21848148148148147,0.5734102564102563,0.5157179487179487,0.6118717948717949,29.817333333333334,522.5836666666667,119.01994853801169,28.40386432748538,0.6904985437796471,,,0.0472972972972973,0.0675675675675675,0.6653386454183267
B,sequential,1,cusum,gauss,ar1,8,0.24387407407407408,0.5496307692307693,0.4798461538461538,0.5921230769230769,28.5808,526.8662290598289,104.57655786096257,27.70992598930481,0.269031807248101,,,0.0439189189189189,0.0608108108108108,0.6673306772908366
B,sequential,1,cusum,gauss,ar1,16,0.3564814814814814,0.5384615384615384,0.5192307692307693,0.5769230769230769,28.0,529.1431338345864,69.57338181818182,27.833122077922077,0.040889219570698,,,0.0472972972972973,0.0641891891891891,0.7380478087649402
B,sequential,1,cusum,gauss,ar1,20,0.41175308641975317,0.5644102564102564,0.5384615384615384,0.6346153846153846,29.349333333333334,542.8483346828606,62.13315469879516,30.040902168674698,0.055556708526101825,,,0.0439189189189189,0.0641891891891891,0.7495019920318725
B,sequential,1,cusum,gauss,none,1,0.3548333333333334,0.5279230769230768,0.4466538461538461,0.5961538461538461,27.451999999999998,518.717214285714,69.21951589743588,27.098457435897437,0.007410766067567788,,,0.0472972972972973,0.054054054054054,0.674800796812749
B,sequential,1,cusum,gauss,none,8,0.33157407407407413,0.5668461538461538,0.5283846153846153,0.6053076923076923,29.476,524.950696832579,76.25213787700743,28.72292518605562,0.3628662459946443,,,0.0439189189189189,0.0574324324324324,0.7111553784860558
B,sequential,1,cusum,gauss,none,16,0.3525185185185185,0.5677692307692308,0.5283846153846153,0.620423076923077,29.524,531.2125972850677,72.34256563204438,29.631590775099706,0.0639737641610105,,,0.0439189189189189,0.0574324324324324,0.7410358565737052
B,sequential,1,cusum,gauss,none,20,0.3784259259259259,0.5769230769230769,0.5384615384615384,0.6276346153846154,30.0,530.5069523809524,67.59911250177784,30.049074100412458,0.0167504086548013,,,0.0472972972972973,0.0608108108108108,0.7604581673306773
B,sequential,1,cusum,kde,ar1,1,0.16958518518518523,0.6003692307692308,0.5769230769230769,0.6388307692307692,31.2192,520.6392180451127,158.64076521739128,30.919852685421997,0.9649158272176301,,,0.0472972972972973,0.0641891891891891,0.6603585657370518
B,sequential,1,cusum,kde,none,1,0.3784567901234568,0.5576923076923077,0.4423076923076923,0.6346153846153846,29.0,539.5847989203775,65.20094117647058,27.79896470588235,0.4817247206214871,,,0.0439189189189189,0.0641891891891891,0.6957171314741036
B,sequential,1,cusum,tvd,ar1,1,0.49344444444444596,0.6153846153846154,0.6144615384615383,0.6346153846153846,32.0,525.4950274509797,53.0092753623187,32.1039536231884,0.3577728572169079,,,0.0506756756756756,0.0574324324324324,0.7559760956175299
B,sequential,1,cusum,tvd,ar1,8,0.4401111111111131,0.6153846153846154,0.6144615384615383,0.6355384615384617,32.0,524.1142274509798,60.09789120809594,32.33992536369386,0.3730054239346094,,,0.0506756756756756,0.0574324324324324,0.7450199203187251
B,sequential,1,cusum,tvd,ar1,16,0.7090370370370377,0.5961538461538461,0.5634871794871794,0.6211794871794871,31.0,531.1347179487175,35.55995833333329,30.9851900406504,0.09188876586548,,,0.0439189189189189,0.054054054054054,0.7425298804780877
B,sequential,1,cusum,tvd,ar1,20,0.6585370370370373,0.6053076923076923,0.576,0.6245384615384615,31.476,535.9198733031672,38.88000849256899,31.38324416135881,,,,0.0439189189189189,0.0574324324324324,0.7340637450199203
B,sequential,1,cusum,tvd,none,1,0.696666666666667,0.6004999999999999,0.5769230769230769,0.6197307692307692,31.225999999999996,532.5355833333327,36.00293142174431,31.117357228195935,0.1431557042675443,,,0.0405405405405405,0.054054054054054,0.7669322709163346
B,sequential,1,cusum,tvd,none,8,0.6716172839506177,0.6019487179487178,0.5827179487179486,0.6346153846153846,31.30133333333333,530.231179487179,37.90527920576633,31.475472596219227,0.1077971991174228,,,0.0439189189189189,0.054054054054054,0.7584661354581673
B,sequential,1,cusum,tvd,none,16,0.7049135802469141,0.5961538461538461,0.5692820512820511,0.6211794871794871,31.0,531.0732564102559,35.59485400589745,30.973175857958463,0.0386765837945607,,,0.0439189189189189,0.054054054054054,0.7569721115537849
B,sequential,1,cusum,tvd,none,20,0.7501481481481482,0.596,0.5576923076923077,0.6153846153846154,30.991999999999997,527.0813714285708,32.669709123757904,30.676733514001807,,,,0.0506756756756756,0.0709459459459459,0.7539840637450199
B,sequential,1,sprt,gauss,ar1,1,0.23570987654320982,0.5576923076923077,0.5039294871794872,0.5926410256410256,29.0,523.9319809523809,108.67136242424242,27.96829333333333,0.45985387773402053,,,0.0472972972972973,0.0675675675675675,0.6045816733067729
B,sequential,1,sprt,gauss,ar1,8,0.19622222222222255,0.5567692307692306,0.5366153846153842,0.5943076923076919,28.95199999999999,512.2172235294112,132.15551999999977,28.364799999999985,0.48583403424698,,,0.0506756756756756,0.0574324324324324,0.599601593625498
B,sequential,1,sprt,gauss,ar1,16,0.3022592592592595,0.5384615384615384,0.517384615384615,0.5947692307692305,28.0,517.049066666666,83.71110226244333,28.368028959276,0.20067607926380493,,,0.0506756756756756,0.054054054054054,0.6668326693227091
B,sequential,1,sprt,gauss,ar1,20,0.3481375661375662,0.5384615384615384,0.5192307692307693,0.5927857142857142,28.0,544.1947164835162,72.35398000197999,28.75333372933373,0.0007233434334011,,,0.0439189189189189,0.0675675675675675,0.7330677290836654
B,sequential,1,sprt,gauss,none,1,0.3664074074074074,0.5041153846153846,0.4129999999999999,0.5792115384615384,26.214,525.4302262443437,65.68359050064184,25.888951219512194,0.25516855907361075,,,0.0439189189189189,0.0574324324324324,0.6364541832669323
B,sequential,1,sprt,gauss,none,8,0.3599703703703704,0.5576923076923077,0.4909769230769231,0.6153846153846154,29.0,523.2968781954886,69.31913784461152,28.1842686716792,0.25945439029030715,,,0.0472972972972973,0.0641891891891891,0.6499003984063745
B,sequential,1,sprt,gauss,none,16,0.3275308641975309,0.5576923076923077,0.5192307692307693,0.5961538461538461,29.0,536.874893387314,77.26237263350305,28.735651129390256,0.096379335214252,,,0.0439189189189189,0.0641891891891891,0.6982071713147411
B,sequential,1,sprt,gauss,none,20,0.32451851851851854,0.5576923076923077,0.5192307692307693,0.5914384615384616,29.0,522.7627733333328,78.12862628571426,28.920982857142853,0.0190534478275787,,,0.0506756756756756,0.0675675675675675,0.7260956175298805
B,sequential,1,sprt,kde,ar1,1,0.1880740740740746,0.5961538461538461,0.5750769230769226,0.6391923076923076,31.0,514.4526745098033,140.65913962264113,30.575728301886787,0.8867751212356841,,,0.0506756756756756,0.0574324324324324,0.5906374501992032
B,sequential,1,sprt,kde,none,1,0.33840740740740743,0.49907692307692303,0.4230769230769231,0.6153846153846154,25.951999999999998,527.8929773755654,72.22968262910797,26.384400375586853,0.4626486995062544,,,0.0439189189189189,0.0574324324324324,0.6568725099601593
B,sequential,1,sprt,tvd,ar1,1,0.5044444444444446,0.6083589743589743,0.5891282051282051,0.6315641025641026,31.634666666666668,529.4999215686274,52.04306547619047,31.62842261904762,0.3544822811098426,,,0.0472972972972973,0.0574324324324324,0.7654382470119522
B,sequential,1,sprt,tvd,ar1,8,0.4361111111111123,0.6144615384615383,0.5961538461538461,0.6346153846153846,31.95199999999999,524.2129254901954,60.1772990705302,32.10534718425369,0.3940734409837246,,,0.0506756756756756,0.0574324324324324,0.7654382470119522
B,sequential,1,sprt,tvd,ar1,16,0.682271604938272,0.5961538461538461,0.5634871794871794,0.6211794871794871,31.0,531.3325641025637,36.623174603174576,30.85112265512265,0.3407839683044559,,,0.0439189189189189,0.054054054054054,0.7823705179282868
B,sequential,1,sprt,tvd,ar1,20,0.5957037037037043,0.5955384615384614,0.5763076923076921,0.6339999999999998,30.967999999999993,526.8636444444438,42.84088674496639,31.483876677852344,,,,0.0506756756756756,0.0608108108108108,0.7704183266932271
B,sequential,1,sprt,tvd,none,1,0.6378000000000001,0.5961538461538461,0.5650153846153846,0.6227076923076923,31.0,541.0565176470585,39.51659279693485,30.986341762452106,0.174754634659362,,,0.0405405405405405,0.0574324324324324,0.7415338645418327
B,sequential,1,sprt,tvd,none,8,0.6529074074074076,0.6048461538461538,0.5769230769230769,0.6346153846153846,31.451999999999998,527.8306428571426,38.93845337392185,31.522080771182143,0.0708876263284016,,,0.0472972972972973,0.054054054054054,0.7624501992031872
B,sequential,1,sprt,tvd,none,16,0.6838240740740744,0.5961538461538461,0.5620384615384615,0.6197307692307692,31.0,534.3173333333327,36.59203759398494,30.984864661654132,0.0340588013256837,,,0.0405405405405405,0.054054054054054,0.7778884462151394
B,sequential,1,sprt,tvd,none,20,0.7086296296296297,0.5961538461538461,0.5576923076923077,0.6153846153846154,31.0,527.3445333333327,34.864056950168596,30.761948295241666,,,,0.0506756756756756,0.0709459459459459,0.7853585657370518
B,sequential,2,cusum,gauss,ar1,1,0.16830370370370373,0.4708615384615384,0.3846153846153846,0.5496307692307693,24.484799999999996,526.6466461538461,152.61916097560973,24.34731707317073,0.7643773300781849,,,0.0439189189189189,0.0608108108108108,0.5766932270916335
B,sequential,2,cusum,gauss,none,1,0.3640925925925926,0.5192307692307693,0.4396730769230769,0.5987884615384615,27.0,519.2916071428568,67.10942727272727,26.92562987012987,0.026237619681013378,,,0.0472972972972973,0.054054054054054,0.6588645418326693
B,sequential,2,cusum,kde,ar1,1,0.32485185185185195,0.49953846153846143,0.40338461538461523,0.591,25.975999999999996,515.2797754385958,74.96822857142853,25.83571948051948,0.16536186295977026,,,0.0506756756756756,0.0641891891891891,0.6100597609561753
B,sequential,2,cusum,kde,none,1,0.31821481481481484,0.5192307692307693,0.4423076923076923,0.6119076923076924,27.0,532.9133090909083,78.39757714285712,27.4096,0.27308393804425113,,,0.0371621621621621,0.054054054054054,0.6683266932270916
B,sequential,2,sprt,gauss,ar1,1,0.30154814814814823,0.4223384615384614,0.38295384615384576,0.5570461538461537,21.96159999999999,511.1463466666661,79.23492102564099,23.67932717948717,0.6330695746552178,,,0.0506756756756756,0.0675675675675675,0.5607569721115537
B,sequential,2,sprt,gauss,none,1,0.42004938271604936,0.4807692307692308,0.4038461538461538,0.5769230769230769,25.0,520.2349803921568,55.56482962962963,25.2794731078905,0.27554431095202253,,,0.0472972972972973,0.0574324324324324,0.6349601593625498
B,sequential,2,sprt,kde,ar1,1,0.35274074074074085,0.4038461538461538,0.36492307692307674,0.5383076923076923,21.0,513.6748444444439,65.71089602053911,23.153730423620022,0.0868251102208255,,,0.0506756756756756,0.0608108108108108,0.5796812749003984
B,sequential,2,sprt,kde,none,1,0.3177962962962963,0.4754999999999999,0.4230769230769231,0.5742884615384615,24.726,515.7963928571426,75.99797782515991,24.99751044776119,0.08080939618899104,,,0.0472972972972973,0.054054054054054,0.6245019920318725
B,sequential,4,cusum,gauss,ar1,1,0.21164444444444447,0.4134615384615384,0.4038461538461538,0.4615384615384615,21.5,528.9047372549016,116.66923333333331,22.559633333333334,0.4105873042409466,,,0.0405405405405405,0.0574324324324324,0.5687250996015937
B,sequential,4,cusum,gauss,none,1,0.34136296296296303,0.5384615384615384,0.42568461538461533,0.5856692307692307,28.0,524.9025454545448,71.15709301960781,25.94984219607843,0.0213088363285234,,,0.0371621621621621,0.054054054054054,0.670816733067729
B,sequential,4,cusum,kde,ar1,1,0.393604938271605,0.4807692307692308,0.3968205128205128,0.5961538461538461,25.0,525.065725490196,60.09785364108069,25.242897119341563,0.2497535158423263,,,0.0472972972972973,0.0574324324324324,0.7300796812749004
B,sequential,4,cusum,kde,none,1,0.365361111111111,0.5,0.46022115384615386,0.5821923076923077,26.0,521.887507936508,66.60042857142857,26.58957142857143,0.13911867917262893,,,0.0472972972972973,0.0608108108108108,0.6668326693227091
B,sequential,4,sprt,gauss,ar1,1,0.24416666666666678,0.4038461538461538,0.3846153846153846,0.4305192307692308,21.0,521.4166666666661,99.65021010101002,22.288464646464647,0.6602902242378293,,,0.0405405405405405,0.054054054054054,0.5602589641434262
B,sequential,4,sprt,gauss,none,1,0.32937037037037054,0.5381538461538461,0.43253846153846154,0.5769230769230769,27.983999999999998,514.0073904761899,73.53789859154925,25.54490704225352,0.09975528474815823,,,0.0506756756756756,0.0709459459459459,0.6424302788844621
B,sequential,4,sprt,kde,ar1,1,0.44577777777777805,0.4523846153846155,0.3646923076923075,0.5961538461538461,23.524000000000004,519.8166588235288,50.659651960784274,24.081181372549022,0.6140638209277436,,,0.0506756756756756,0.0574324324324324,0.6643426294820717
B,sequential,4,sprt,kde,none,1,0.31075661375661384,0.5,0.4612747252747252,0.5577582417582417,26.0,516.251615584415,79.0708553473235,26.167445180114463,0.6452063752722902,,,0.0506756756756756,0.0743243243243243,0.6020916334661355
B,sequential,8,cusum,gauss,ar1,1,0.19637962962962974,0.4038461538461538,0.2692307692307692,0.4615384615384615,21.0,518.8575833333327,124.11152334152325,19.898855036855036,0.8005082390707375,,,0.0405405405405405,0.054054054054054,0.5886454183266933
B,sequential,8,cusum,gauss,ar1,8,0.19637962962962974,0.4038461538461538,0.2692307692307692,0.4615384615384615,21.0,518.8575833333327,124.11152334152325,19.898855036855036,0.8005082390707375,,,0.0405405405405405,0.054054054054054,0.5886454183266933
B,sequential,8,cusum,gauss,ar1,16,0.18122222222222223,0.48328846153846156,0.4615384615384615,0.5718846153846153,25.131,541.3389084249083,143.75654166666664,26.367541666666668,0.22830472310093422,,,0.0439189189189189,0.0709459459459459,0.6344621513944223
B,sequential,8,cusum,gauss,ar1,20,0.25044444444444447,0.5017384615384615,0.46501538461538455,0.5419384615384615,26.0904,531.0308363636357,100.46051781818178,26.507016727272724,0.06995959471988546,,,0.0371621621621621,0.054054054054054,0.6643426294820717
B,sequential,8,cusum,gauss,none,1,0.25904444444444447,0.5769230769230769,0.38920000000000005,0.6153846153846154,30.0,529.9375686274507,96.91501016949148,26.163064406779657,0.8895909651606226,,,0.0405405405405405,0.0574324324324324,0.6678286852589641
B,sequential,8,cusum,gauss,none,8,0.25904444444444447,0.5769230769230769,0.38920000000000005,0.6153846153846154,30.0,529.9375686274507,96.91501016949148,26.163064406779657,0.8895909651606226,,,0.0405405405405405,0.0574324324324324,0.6678286852589641
B,sequential,8,cusum,gauss,none,16,0.2011216931216931,0.5769230769230769,0.5299560439560439,0.6090054945054945,30.0,545.2445914786961,129.44356871035941,29.178986408939895,0.14354204882796348,,,0.0405405405405405,0.0641891891891891,0.712898406374502
B,sequential,8,cusum,gauss,none,20,0.3157037037037039,0.5576923076923077,0.5192307692307693,0.6153846153846154,29.0,520.7997176470582,80.61466666666662,29.078666666666667,0.0056418990611261,,,0.0506756756756756,0.0574324324324324,0.763695219123506
B,sequential,8,cusum,kde,ar1,1,0.2874814814814815,0.5576923076923077,0.4230769230769231,0.6153846153846154,29.0,518.8021333333328,86.22915859412612,26.299421473278766,0.25519979091207673,,,0.0506756756756756,0.0675675675675675,0.6837649402390438
B,sequential,8,cusum,kde,none,1,0.18070370370370364,0.610423076923077,0.5862307692307692,0.6248461538461538,31.742,540.6209999999998,146.43535789473682,30.921294736842103,0.5287240120810431,,,0.0405405405405405,0.0608108108108108,0.6235059760956175
B,sequential,8,cusum,tvd,ar1,1,0.4481296296296301,0.624076923076923,0.5943076923076922,0.6433076923076922,32.452,524.8062142857141,59.40609756097554,31.938461848288203,0.31065132198038814,,,0.0472972972972973,0.054054054054054,0.7216135458167331
B,sequential,8,cusum,tvd,ar1,8,0.4481296296296301,0.624076923076923,0.5943076923076922,0.6433076923076922,32.452,524.8062142857141,59.40609756097554,31.938461848288203,0.31065132198038814,,,0.0472972972972973,0.054054054054054,0.7216135458167331
B,sequential,8,cusum,tvd,ar1,16,0.5112592592592597,0.6153846153846154,0.5958461538461538,0.6535384615384615,32.0,525.5023999999994,51.04312886529525,32.19212846715329,0.35788415539482527,,,0.0506756756756756,0.0709459459459459,0.7066733067729084
B,sequential,8,cusum,tvd,ar1,20,0.566592592592593,0.6153846153846154,0.5958461538461538,0.6535384615384615,32.0,525.2964571428566,45.87064091623622,32.19309139905681,0.543345386146091,,,0.0506756756756756,0.0709459459459459,0.7181274900398407
B,sequential,8,cusum,tvd,none,1,0.588851851851852,0.6153846153846154,0.5955384615384614,0.6346153846153846,32.0,524.8458666666661,43.63514013379905,31.780172636315193,0.9956857720560034,,,0.0506756756756756,0.0608108108108108,0.7370517928286853
B,sequential,8,cusum,tvd,none,8,0.588851851851852,0.6153846153846154,0.5955384615384614,0.6346153846153846,32.0,524.8458666666661,43.63514013379905,31.780172636315193,0.9956857720560034,,,0.0506756756756756,0.0608108108108108,0.7370517928286853
B,sequential,8,cusum,tvd,none,16,0.657851851851852,0.6153846153846154,0.5766593406593405,0.6346153846153846,32.0,526.9234770562765,38.35596413379606,31.31200307887594,0.1091587995617883,,,0.0506756756756756,0.0743243243243243,0.7796314741035857
B,sequential,8,cusum,tvd,none,20,0.6688370370370372,0.6153846153846154,0.5803999999999999,0.6346153846153846,32.0,537.7615999999994,38.005256569996405,31.576738417472253,,,,0.0371621621621621,0.054054054054054,0.7955677290836654
B,sequential,8,sprt,gauss,ar1,1,0.2214629629629632,0.4038461538461538,0.2692307692307692,0.4615384615384615,21.0,518.0352083333328,109.72283624801256,19.59117329093799,0.7392389228583758,,,0.0405405405405405,0.054054054054054,0.579183266932271
B,sequential,8,sprt,gauss,ar1,8,0.2214629629629632,0.4038461538461538,0.2692307692307692,0.4615384615384615,21.0,518.0352083333328,109.72283624801256,19.59117329093799,0.7392389228583758,,,0.0405405405405405,0.054054054054054,0.579183266932271
B,sequential,8,sprt,gauss,ar1,16,0.14881481481481482,0.4807692307692308,0.4615384615384615,0.5576923076923077,25.0,526.6577737556559,174.48143842364527,25.44282561576355,0.13023359983245764,,,0.0439189189189189,0.0574324324324324,0.5732071713147411
B,sequential,8,sprt,gauss,ar1,20,0.2513333333333333,0.5384615384615384,0.46851923076923074,0.5646730769230769,28.0,525.2809523809524,101.35949766573297,26.974690943043885,0.08821955181523992,,,0.0472972972972973,0.0608108108108108,0.6185258964143426
B,sequential,8,sprt,gauss,none,1,0.2169851851851852,0.5576923076923077,0.2853538461538462,0.6265538461538461,29.0,527.2664205128204,117.98609596452326,24.92039379157428,0.872576275306454,,,0.0439189189189189,0.0608108108108108,0.602589641434263
B,sequential,8,sprt,gauss,none,8,0.2169851851851852,0.5576923076923077,0.2853538461538462,0.6265538461538461,29.0,527.2664205128204,117.98609596452326,24.92039379157428,0.872576275306454,,,0.0439189189189189,0.0608108108108108,0.602589641434263
B,sequential,8,sprt,gauss,none,16,0.17567283950617288,0.5961538461538461,0.5413589743589743,0.6346153846153846,31.0,532.4654166666659,150.0903055555555,29.623305555555557,0.23433663284033243,,,0.0337837837837837,0.054054054054054,0.702191235059761
B,sequential,8,sprt,gauss,none,20,0.2967407407407408,0.5764615384615384,0.5192307692307693,0.6153846153846154,29.975999999999996,520.7164862745092,86.32988636363633,29.337431818181816,0.0155127169593098,,,0.0506756756756756,0.0574324324324324,0.7016932270916335
B,sequential,8,sprt,kde,ar1,1,0.3446666666666671,0.4615384615384615,0.2692307692307692,0.5769230769230769,24.0,516.9441777777771,66.85582309582301,22.44623095823096,0.7837015363881182,,,0.0506756756756756,0.0608108108108108,0.62300796812749
B,sequential,8,sprt,kde,none,1,0.1654629629629631,0.6175576923076923,0.5801826923076923,0.6538461538461539,32.113,523.4140833333328,162.60025939849606,30.739056390977442,0.6715519161762967,,,0.0405405405405405,0.054054054054054,0.5672310756972112
B,sequential,8,sprt,tvd,ar1,1,0.46740740740740777,0.6048461538461538,0.5856153846153845,0.6305961538461538,31.451999999999998,524.4656785714283,55.645987878787835,31.302424242424234,0.0728832936063705,,,0.0472972972972973,0.054054054054054,0.7375498007968128
B,sequential,8,sprt,tvd,ar1,8,0.46740740740740777,0.6048461538461538,0.5856153846153845,0.6305961538461538,31.451999999999998,524.4656785714283,55.645987878787835,31.302424242424234,0.0728832936063705,,,0.0472972972972973,0.054054054054054,0.7375498007968128
B,sequential,8,sprt,tvd,ar1,16,0.4830370370370373,0.6149230769230769,0.5956923076923076,0.6346153846153846,31.975999999999996,524.8413754385958,53.75878226857884,31.841535853976527,0.34229152082752035,,,0.0506756756756756,0.0641891891891891,0.7455179282868526
B,sequential,8,sprt,tvd,ar1,20,0.45906481481481504,0.6197307692307692,0.6004999999999999,0.6389615384615384,32.226,532.0994583333328,57.44870873786404,32.297823210657036,0.8012308470780773,,,0.0405405405405405,0.054054054054054,0.7664342629482072
B,sequential,8,sprt,tvd,none,1,0.5654814814814816,0.6153846153846154,0.5956923076923076,0.6341538461538461,32.0,524.6809263157888,45.32049999999999,31.570999999999998,0.9950726004969334,,,0.0506756756756756,0.0641891891891891,0.6907370517928287
B,sequential,8,sprt,tvd,none,8,0.5654814814814816,0.6153846153846154,0.5956923076923076,0.6341538461538461,32.0,524.6809263157888,45.32049999999999,31.570999999999998,0.9950726004969334,,,0.0506756756756756,0.0641891891891891,0.6907370517928287
B,sequential,8,sprt,tvd,none,16,0.6211851851851853,0.6153846153846154,0.5624230769230769,0.6346153846153846,32.0,526.9440761904756,40.758155841482235,31.288594956253217,0.0010506178557992,,,0.0506756756756756,0.0709459459459459,0.6992031872509961
B,sequential,8,sprt,tvd,none,20,0.6246419753086421,0.6153846153846154,0.5769230769230769,0.6346153846153846,32.0,548.9347736185379,40.944496466973874,31.581650384024577,0.0016363873222123,,,0.0371621621621621,0.0574324324324324,0.7370517928286853
