detector,gate,group,threshold,tp,fp,risk_n,timely_n,recall,precision,timely_fpr,median_lead_chunks
loso_l2,phase,libero_long,0.5,49,8,274,3726,0.17883211678832117,0.8596491228070176,0.0021470746108427268,36.0
loso_l2,phase,libero_long,0.6,28,2,274,3726,0.10218978102189781,0.9333333333333333,0.0005367686527106817,40.5
loso_l2,budget,libero_object,0.0,19,3,44,3556,0.4318181818181818,0.8636363636363636,0.000843644544431946,6.0
loso_l2,budget,libero_object,1.0,18,3,44,3556,0.4090909090909091,0.8571428571428571,0.000843644544431946,6.0
loso_l2,budget,libero_object,2.0,17,3,44,3556,0.38636363636363635,0.85,0.000843644544431946,6.0
loso_l2,budget,libero_object,3.0,17,3,44,3556,0.38636363636363635,0.85,0.000843644544431946,6.0
loso_l2,budget,libero_object,4.0,16,3,44,3556,0.36363636363636365,0.8421052631578947,0.000843644544431946,6.5
loso_l2,budget,libero_object,5.0,15,3,44,3556,0.3409090909090909,0.8333333333333334,0.000843644544431946,7.0
loso_l2,budget,libero_object,6.0,10,2,44,3556,0.22727272727272727,0.8333333333333334,0.0005624296962879641,9.0
loso_l2,budget,libero_object,7.0,8,2,44,3556,0.18181818181818182,0.8,0.0005624296962879641,9.5
loso_l2,budget,libero_object,8.0,7,2,44,3556,0.1590909090909091,0.7777777777777778,0.0005624296962879641,10.0
loso_l2,budget,libero_object,9.0,6,2,44,3556,0.13636363636363635,0.75,0.0005624296962879641,11.0
loso_l2,budget,libero_object,10.0,4,0,44,3556,0.09090909090909091,1.0,0.0,12.0
loso_l2,budget,libero_object,11.0,3,0,44,3556,0.06818181818181818,1.0,0.0,12.0
loso_l2,budget,libero_object,12.0,3,0,44,3556,0.06818181818181818,1.0,0.0,12.0
loso_l2,budget,libero_object,13.0,1,0,44,3556,0.022727272727272728,1.0,0.0,13.0
loso_l2,budget,libero_object,14.0,0,0,44,3556,0.0,,0.0,
loso_l2,budget,libero_object,15.0,0,0,44,3556,0.0,,0.0,
loso_l2,budget,libero_object,16.0,0,0,44,3556,0.0,,0.0,
loso_l2,budget,libero_object,17.0,0,0,44,3556,0.0,,0.0,
loso_l2,budget,libero_object,18.0,0,0,44,3556,0.0,,0.0,
loso_l2,budget,libero_object,19.0,0,0,44,3556,0.0,,0.0,
loso_l2,budget,libero_object,20.0,0,0,44,3556,0.0,,0.0,
loso_l2,budget,libero_object,21.0,0,0,44,3556,0.0,,0.0,
loso_l2,budget,libero_object,22.0,0,0,44,3556,0.0,,0.0,
loso_l2,budget,libero_object,23.0,0,0,44,3556,0.0,,0.0,
loso_l2,budget,libero_object,24.0,0,0,44,3556,0.0,,0.0,
loso_l2,phase,libero_object,0.0,19,3,44,3556,0.4318181818181818,0.8636363636363636,0.000843644544431946,6.0
loso_l2,phase,libero_object,0.05,17,2,44,3556,0.38636363636363635,0.8947368421052632,0.0005624296962879641,6.0
loso_l2,phase,libero_object,0.1,17,2,44,3556,0.38636363636363635,0.8947368421052632,0.0005624296962879641,6.0
loso_l2,phase,libero_object,0.15,15,1,44,3556,0.3409090909090909,0.9375,0.00028121484814398203,7.0
loso_l2,phase,libero_object,0.2,10,0,44,3556,0.22727272727272727,1.0,0.0,9.0
loso_l2,phase,libero_object,0.25,8,0,44,3556,0.18181818181818182,1.0,0.0,9.5
loso_l2,phase,libero_object,0.3,6,0,44,3556,0.13636363636363635,1.0,0.0,11.0
loso_l2,phase,libero_object,0.4,3,0,44,3556,0.06818181818181818,1.0,0.0,12.0
loso_l2,phase,libero_object,0.5,0,0,44,3556,0.0,,0.0,
loso_l2,phase,libero_object,0.6,0,0,44,3556,0.0,,0.0,
loso_l2,budget,libero_spatial,0.0,80,2,140,3860,0.5714285714285714,0.975609756097561,0.0005181347150259067,1.0
loso_l2,budget,libero_spatial,1.0,58,2,140,3860,0.4142857142857143,0.9666666666666667,0.0005181347150259067,2.0
loso_l2,budget,libero_spatial,2.0,30,2,140,3860,0.21428571428571427,0.9375,0.0005181347150259067,3.5
loso_l2,budget,libero_spatial,3.0,19,2,140,3860,0.1357142857142857,0.9047619047619048,0.0005181347150259067,4.0
loso_l2,budget,libero_spatial,4.0,15,1,140,3860,0.10714285714285714,0.9375,0.00025906735751295336,4.0
loso_l2,budget,libero_spatial,5.0,6,1,140,3860,0.04285714285714286,0.8571428571428571,0.00025906735751295336,5.0
loso_l2,budget,libero_spatial,6.0,1,1,140,3860,0.007142857142857143,0.5,0.00025906735751295336,6.0
loso_l2,budget,libero_spatial,7.0,0,0,140,3860,0.0,,0.0,
loso_l2,budget,libero_spatial,8.0,0,0,140,3860,0.0,,0.0,
loso_l2,budget,libero_spatial,9.0,0,0,140,3860,0.0,,0.0,
loso_l2,budget,libero_spatial,10.0,0,0,140,3860,0.0,,0.0,
loso_l2,budget,libero_spatial,11.0,0,0,140,3860,0.0,,0.0,
loso_l2,budget,libero_spatial,12.0,0,0,140,3860,0.0,,0.0,
loso_l2,budget,libero_spatial,13.0,0,0,140,3860,0.0,,0.0,
loso_l2,budget,libero_spatial,14.0,0,0,140,3860,0.0,,0.0,
loso_l2,budget,libero_spatial,15.0,0,0,140,3860,0.0,,0.0,
loso_l2,budget,libero_spatial,16.0,0,0,140,3860,0.0,,0.0,
loso_l2,budget,libero_spatial,17.0,0,0,140,3860,0.0,,0.0,
loso_l2,budget,libero_spatial,18.0,0,0,140,3860,0.0,,0.0,
loso_l2,budget,libero_spatial,19.0,0,0,140,3860,0.0,,0.0,
loso_l2,budget,libero_spatial,20.0,0,0,140,3860,0.0,,0.0,
loso_l2,budget,libero_spatial,21.0,0,0,140,3860,0.0,,0.0,
loso_l2,budget,libero_spatial,22.0,0,0,140,3860,0.0,,0.0,
loso_l2,budget,libero_spatial,23.0,0,0,140,3860,0.0,,0.0,
loso_l2,budget,libero_spatial,24.0,0,0,140,3860,0.0,,0.0,
loso_l2,phase,libero_spatial,0.0,80,2,140,3860,0.5714285714285714,0.975609756097561,0.0005181347150259067,1.0
loso_l2,phase,libero_spatial,0.05,30,2,140,3860,0.21428571428571427,0.9375,0.0005181347150259067,3.5
loso_l2,phase,libero_spatial,0.1,19,2,140,3860,0.1357142857142857,0.9047619047619048,0.0005181347150259067,4.0
loso_l2,phase,libero_spatial,0.15,15,1,140,3860,0.10714285714285714,0.9375,0.00025906735751295336,4.0
loso_l2,phase,libero_spatial,0.2,6,1,140,3860,0.04285714285714286,0.8571428571428571,0.00025906735751295336,5.0
loso_l2,phase,libero_spatial,0.25,1,0,140,3860,0.007142857142857143,1.0,0.0,6.0
loso_l2,phase,libero_spatial,0.3,0,0,140,3860,0.0,,0.0,
loso_l2,phase,libero_spatial,0.4,0,0,140,3860,0.0,,0.0,
loso_l2,phase,libero_spatial,0.5,0,0,140,3860,0.0,,0.0,
loso_l2,phase,libero_spatial,0.6,0,0,140,3860,0.0,,0.0,
