metric,representation,direction,quantile,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift
flow_path,L2,low,0.5,7,173,0.014373716632443531,0.012086913994270943,0.03888888888888889,7,170,0.03954802259887006,1.0,0.05185910352232608,0.7498951244335851
flow_path,L2,low,0.6,4,76,0.008213552361396304,0.005309858170893593,0.05,4,76,0.05,1.0,0.046477406731237327,1.075791519288772
flow_path,L2,low,0.7,1,22,0.002053388090349076,0.001537064207363935,0.043478260869565216,1,22,0.043478260869565216,1.0,0.0464553251666476,0.9359155428058493
flow_path,L2,low,0.75,1,14,0.002053388090349076,0.000978131768322504,0.06666666666666667,1,14,0.06666666666666667,1.0,0.05070507871353384,1.3147926866125241
flow_path,L2,low,0.8,1,7,0.002053388090349076,0.000489065884161252,0.125,1,7,0.125,1.0,0.06664316507490593,1.8756612153624734
flow_path,L2,low,0.85,0,4,0.0,0.00027946621952071543,0.0,0,4,0.0,0.0,0.028836706405373794,0.0
flow_path,L2,low,0.9,0,2,0.0,0.00013973310976035772,0.0,0,2,0.0,0.0,0.03177569432660218,0.0
flow_path,L2,low,0.925,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L2,low,0.95,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L2,low,0.96,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L2,low,0.975,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L2,low,0.98,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L2,low,0.99,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L2,low,0.995,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L2,high,0.5,356,708,0.731006160164271,0.04946552085516663,0.33458646616541354,125,673,0.15664160401002505,0.351123595505618,0.21989132229512365,1.521599227623697
flow_path,L2,high,0.6,329,502,0.675564681724846,0.035073010549849785,0.39590854392298436,106,471,0.18370883882149047,0.3221884498480243,0.2648199046116175,1.4950105223533718
flow_path,L2,high,0.7,300,339,0.6160164271047228,0.023684762104380634,0.4694835680751174,83,310,0.21119592875318066,0.27666666666666667,0.3167239722184166,1.4823114423159482
flow_path,L2,high,0.75,280,279,0.5749486652977412,0.019492768811569902,0.5008944543828264,73,250,0.2260061919504644,0.26071428571428573,0.33955158910955635,1.4751645123981816
flow_path,L2,high,0.8,252,210,0.5174537987679672,0.01467197652483756,0.5454545454545454,62,185,0.25101214574898784,0.24603174603174602,0.3745068004758657,1.4564609901915415
flow_path,L2,high,0.85,221,146,0.4537987679671458,0.010200517012506113,0.6021798365122616,49,124,0.2832369942196532,0.22171945701357465,0.4170452089196777,1.443919804455158
flow_path,L2,high,0.9,173,89,0.35523613963039014,0.006218123384335918,0.6603053435114504,34,69,0.3300970873786408,0.19653179190751446,0.479501415269752,1.3770665163521656
flow_path,L2,high,0.925,151,68,0.31006160164271046,0.004750925731852163,0.6894977168949772,28,50,0.358974358974359,0.18543046357615894,0.5259145753702699,1.311045080675957
flow_path,L2,high,0.95,117,42,0.2402464065708419,0.002934395304967512,0.7358490566037735,21,27,0.4375,0.1794871794871795,0.5820468002655788,1.264243796663803
flow_path,L2,high,0.96,104,34,0.2135523613963039,0.0023754628659260813,0.7536231884057971,19,20,0.48717948717948717,0.18269230769230768,0.602655234892064,1.250504674601842
flow_path,L2,high,0.975,82,20,0.16837782340862423,0.0013973310976035773,0.803921568627451,15,12,0.5555555555555556,0.18292682926829268,0.6409292992666624,1.2543061606752584
flow_path,L2,high,0.98,69,12,0.14168377823408623,0.0008383986585621463,0.8518518518518519,13,6,0.6842105263157895,0.18840579710144928,0.6608830090236576,1.2889601339733614
flow_path,L2,high,0.99,29,4,0.059548254620123205,0.00027946621952071543,0.8787878787878788,4,1,0.8,0.13793103448275862,0.7392476405293926,1.1887598020043164
flow_path,L2,high,0.995,11,0,0.022587268993839837,0.0,1.0,2,0,1.0,0.18181818181818182,0.7672168268995047,1.3034124968833445
flow_path,L3,low,0.5,4,81,0.008213552361396304,0.005659190945294487,0.047058823529411764,4,80,0.047619047619047616,1.0,0.06953682592786667,0.6767467870654287
flow_path,L3,low,0.6,2,29,0.004106776180698152,0.002026130091525187,0.06451612903225806,2,29,0.06451612903225806,1.0,0.07066619411346146,0.9129701951780668
flow_path,L3,low,0.7,0,12,0.0,0.0008383986585621463,0.0,0,12,0.0,0.0,0.07860515250393624,0.0
flow_path,L3,low,0.75,0,5,0.0,0.0003493327744008943,0.0,0,5,0.0,0.0,0.06775119383974663,0.0
flow_path,L3,low,0.8,0,3,0.0,0.00020959966464053657,0.0,0,3,0.0,0.0,0.08266291317467081,0.0
flow_path,L3,low,0.85,0,1,0.0,6.986655488017886e-05,0.0,0,1,0.0,0.0,0.08433734939759036,0.0
flow_path,L3,low,0.9,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L3,low,0.925,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L3,low,0.95,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L3,low,0.96,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L3,low,0.975,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L3,low,0.98,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L3,low,0.99,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L3,low,0.995,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L3,high,0.5,392,598,0.8049281314168378,0.04178019981834696,0.39595959595959596,118,569,0.1717612809315866,0.3010204081632653,0.2624575132009542,1.5086616920599416
flow_path,L3,high,0.6,380,473,0.7802874743326489,0.0330468804583246,0.4454865181711606,105,443,0.19160583941605838,0.27631578947368424,0.30402781176418725,1.4652821252967896
flow_path,L3,high,0.7,366,355,0.7515400410677618,0.024802626982463494,0.507628294036061,91,326,0.2182254196642686,0.24863387978142076,0.35598848422789964,1.4259683010169604
flow_path,L3,high,0.75,358,281,0.7351129363449692,0.01963250192133026,0.5602503912363067,86,254,0.2529411764705882,0.24022346368715083,0.39196475993282387,1.4293386766002234
flow_path,L3,high,0.8,339,224,0.6960985626283368,0.015650108293160065,0.6021314387211367,79,199,0.2841726618705036,0.23303834808259588,0.42637957077094907,1.4121957992321388
flow_path,L3,high,0.85,297,153,0.6098562628336756,0.010689582896667365,0.66,69,128,0.350253807106599,0.23232323232323232,0.4688282360900883,1.4077650388642056
flow_path,L3,high,0.9,247,103,0.5071868583162218,0.007196255152658423,0.7057142857142857,61,77,0.4420289855072464,0.24696356275303644,0.5061413929972124,1.394302650362707
flow_path,L3,high,0.925,207,71,0.42505133470225875,0.004960525396492699,0.7446043165467626,52,52,0.5,0.25120772946859904,0.5347022000113335,1.3925589169653314
flow_path,L3,high,0.95,156,42,0.3203285420944558,0.002934395304967512,0.7878787878787878,40,29,0.5797101449275363,0.2564102564102564,0.5608503747196081,1.404793191540044
flow_path,L3,high,0.96,139,32,0.28542094455852157,0.0022357297561657235,0.8128654970760234,38,20,0.6551724137931034,0.2733812949640288,0.5744326107680097,1.4150754707140176
flow_path,L3,high,0.975,106,17,0.21765913757700206,0.0011877314329630407,0.8617886178861789,26,8,0.7647058823529411,0.24528301886792453,0.6174475537744909,1.3957276413486743
flow_path,L3,high,0.98,87,12,0.17864476386036962,0.0008383986585621463,0.8787878787878788,20,4,0.8333333333333334,0.22988505747126436,0.6781149167815578,1.2959276621708118
flow_path,L3,high,0.99,39,4,0.08008213552361396,0.00027946621952071543,0.9069767441860465,7,1,0.875,0.1794871794871795,0.7420488648236906,1.222260132965155
flow_path,L3,high,0.995,21,3,0.043121149897330596,0.00020959966464053657,0.875,0,0,0.0,0.0,0.8766110367894369,0.9981621988295547
flow_path,L4,low,0.5,7,43,0.014373716632443531,0.0030042618598476907,0.14,6,43,0.12244897959183673,0.8571428571428571,0.07708323418632182,1.8162185522937306
flow_path,L4,low,0.6,2,24,0.004106776180698152,0.0016767973171242926,0.07692307692307693,2,24,0.07692307692307693,1.0,0.06965979890173327,1.104267858016497
flow_path,L4,low,0.7,0,12,0.0,0.0008383986585621463,0.0,0,12,0.0,0.0,0.07945921120063267,0.0
flow_path,L4,low,0.75,0,7,0.0,0.000489065884161252,0.0,0,7,0.0,0.0,0.08005834944366762,0.0
flow_path,L4,low,0.8,0,4,0.0,0.00027946621952071543,0.0,0,4,0.0,0.0,0.0807806357470071,0.0
flow_path,L4,low,0.85,0,3,0.0,0.00020959966464053657,0.0,0,3,0.0,0.0,0.08106964535886044,0.0
flow_path,L4,low,0.9,0,1,0.0,6.986655488017886e-05,0.0,0,1,0.0,0.0,0.08164766458256711,0.0
flow_path,L4,low,0.925,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L4,low,0.95,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L4,low,0.96,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L4,low,0.975,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L4,low,0.98,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L4,low,0.99,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L4,low,0.995,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L4,high,0.5,384,680,0.7885010266940452,0.047509257318521625,0.3609022556390977,125,641,0.16318537859007834,0.3255208333333333,0.24627719579390794,1.465431074426848
flow_path,L4,high,0.6,364,532,0.7474332648870636,0.037169007196255155,0.40625,111,498,0.18226600985221675,0.30494505494505497,0.2784987154393819,1.4587140890724304
flow_path,L4,high,0.7,336,374,0.6899383983572895,0.02613009152518689,0.4732394366197183,93,340,0.21478060046189376,0.2767857142857143,0.3318416143004368,1.4261003328873192
flow_path,L4,high,0.75,317,310,0.6509240246406571,0.021658632012855446,0.5055821371610846,82,274,0.2303370786516854,0.2586750788643533,0.3619838460605131,1.3966980644671256
flow_path,L4,high,0.8,292,238,0.5995893223819302,0.016628240061482568,0.5509433962264151,71,208,0.25448028673835127,0.24315068493150685,0.3899199422945111,1.4129654230669768
flow_path,L4,high,0.85,259,171,0.5318275154004107,0.011947180884510585,0.6023255813953489,65,147,0.30660377358490565,0.25096525096525096,0.4200095278488215,1.4340759946096993
flow_path,L4,high,0.9,216,109,0.44353182751540043,0.007615454481939496,0.6646153846153846,60,89,0.40268456375838924,0.2777777777777778,0.4474425126863931,1.485364858661084
flow_path,L4,high,0.925,180,75,0.36960985626283366,0.005239991616013414,0.7058823529411765,53,58,0.4774774774774775,0.29444444444444445,0.464174580346432,1.520726000149229
flow_path,L4,high,0.95,121,43,0.24845995893223818,0.0030042618598476907,0.7378048780487805,43,31,0.581081081081081,0.35537190082644626,0.4512310290409489,1.6350934013046898
flow_path,L4,high,0.96,106,33,0.21765913757700206,0.002305596311045902,0.762589928057554,37,22,0.6271186440677966,0.3490566037735849,0.47673148006539084,1.599621505911364
flow_path,L4,high,0.975,75,19,0.1540041067761807,0.0013274645427233983,0.7978723404255319,20,10,0.6666666666666666,0.26666666666666666,0.5606667775824153,1.4230776145965747
flow_path,L4,high,0.98,59,14,0.12114989733059549,0.000978131768322504,0.8082191780821918,14,5,0.7368421052631579,0.23728813559322035,0.600390007185729,1.3461569453339877
flow_path,L4,high,0.99,29,5,0.059548254620123205,0.0003493327744008943,0.8529411764705882,6,1,0.8571428571428571,0.20689655172413793,0.6422428237214547,1.3280664959839472
flow_path,L4,high,0.995,13,3,0.026694045174537988,0.00020959966464053657,0.8125,0,0,0.0,0.0,0.8591212660182883,0.9457337772182491
flow_path,L5,low,0.5,1,41,0.002053388090349076,0.0028645287500873333,0.023809523809523808,1,41,0.023809523809523808,1.0,0.03950122060273472,0.6027541287641993
flow_path,L5,low,0.6,0,23,0.0,0.0016069307622441137,0.0,0,23,0.0,0.0,0.03466703316661522,0.0
flow_path,L5,low,0.7,0,7,0.0,0.000489065884161252,0.0,0,7,0.0,0.0,0.02898278829604131,0.0
flow_path,L5,low,0.75,0,5,0.0,0.0003493327744008943,0.0,0,5,0.0,0.0,0.029150602409638553,0.0
flow_path,L5,low,0.8,0,1,0.0,6.986655488017886e-05,0.0,0,1,0.0,0.0,0.03162650602409638,0.0
flow_path,L5,low,0.85,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L5,low,0.9,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L5,low,0.925,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L5,low,0.95,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L5,low,0.96,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L5,low,0.975,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L5,low,0.98,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L5,low,0.99,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L5,low,0.995,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L5,high,0.5,392,583,0.8049281314168378,0.040732201495144275,0.40205128205128204,116,542,0.1762917933130699,0.29591836734693877,0.2770697161834687,1.4510834586666037
flow_path,L5,high,0.6,383,471,0.7864476386036962,0.032907147348564245,0.4484777517564403,99,430,0.18714555765595464,0.2584856396866841,0.31844254950279033,1.4083474474648072
flow_path,L5,high,0.7,357,347,0.7330595482546202,0.024243694543422064,0.5071022727272727,91,313,0.22524752475247525,0.2549019607843137,0.3557862498678453,1.425300367610139
flow_path,L5,high,0.75,332,285,0.6817248459958932,0.019911968140850975,0.5380875202593193,79,253,0.23795180722891565,0.23795180722891565,0.38075308568110594,1.4132190663583655
flow_path,L5,high,0.8,310,237,0.6365503080082136,0.01655837350660239,0.56672760511883,76,213,0.2629757785467128,0.24516129032258063,0.39524954448228267,1.4338475857351278
flow_path,L5,high,0.85,271,181,0.5564681724845996,0.012645846433312373,0.5995575221238938,70,157,0.30837004405286345,0.25830258302583026,0.41876946413952826,1.4317126091221624
flow_path,L5,high,0.9,208,125,0.4271047227926078,0.008733319360022357,0.6246246246246246,57,107,0.3475609756097561,0.27403846153846156,0.4251522653272283,1.4691786344919693
flow_path,L5,high,0.925,170,85,0.3490759753593429,0.005938657164815203,0.6666666666666666,47,70,0.4017094017094017,0.27647058823529413,0.43603543652263477,1.528927721983577
flow_path,L5,high,0.95,120,51,0.2464065708418891,0.0035631942988891218,0.7017543859649122,38,37,0.5066666666666667,0.31666666666666665,0.4406361550299333,1.5925937487295854
flow_path,L5,high,0.96,103,35,0.21149897330595482,0.00244532942080626,0.7463768115942029,30,21,0.5882352941176471,0.2912621359223301,0.4767077992721543,1.5656903720345754
flow_path,L5,high,0.975,84,18,0.17248459958932238,0.0012575979878432194,0.8235294117647058,23,7,0.7666666666666667,0.27380952380952384,0.5414574612175767,1.52094942031611
flow_path,L5,high,0.98,72,12,0.14784394250513347,0.0008383986585621463,0.8571428571428571,18,3,0.8571428571428571,0.25,0.5645302192757559,1.5183294496484143
flow_path,L5,high,0.99,43,6,0.08829568788501027,0.00041919932928107315,0.8775510204081632,7,0,1.0,0.16279069767441862,0.6942205905530414,1.2640809453794422
flow_path,L5,high,0.995,22,3,0.045174537987679675,0.00020959966464053657,0.88,0,0,0.0,0.0,0.8870156940741203,0.9920906764998748
flow_path,L12,low,0.5,9,90,0.018480492813141684,0.006287989939216097,0.09090909090909091,6,90,0.0625,0.6666666666666666,0.06354128992974935,1.4307089297305602
flow_path,L12,low,0.6,8,45,0.01642710472279261,0.0031439949696080486,0.1509433962264151,6,45,0.11764705882352941,0.75,0.07827650144722446,1.928336006792333
flow_path,L12,low,0.7,6,21,0.012320328542094456,0.001467197652483756,0.2222222222222222,5,21,0.19230769230769232,0.8333333333333334,0.09713314940971764,2.2878103260593967
flow_path,L12,low,0.75,6,9,0.012320328542094456,0.0006287989939216097,0.4,5,9,0.35714285714285715,0.8333333333333334,0.14860433325708727,2.6917115485992946
flow_path,L12,low,0.8,6,5,0.012320328542094456,0.0003493327744008943,0.5454545454545454,5,5,0.5,0.8333333333333334,0.18878438363667813,2.88929907732353
flow_path,L12,low,0.85,6,0,0.012320328542094456,0.0,1.0,5,0,1.0,0.8333333333333334,0.31836088107856575,3.1410894347701532
flow_path,L12,low,0.9,6,0,0.012320328542094456,0.0,1.0,5,0,1.0,0.8333333333333334,0.31836088107856575,3.1410894347701532
flow_path,L12,low,0.925,6,0,0.012320328542094456,0.0,1.0,5,0,1.0,0.8333333333333334,0.31836088107856575,3.1410894347701532
flow_path,L12,low,0.95,5,0,0.01026694045174538,0.0,1.0,4,0,1.0,0.8,0.33988429696370037,2.942177702628021
flow_path,L12,low,0.96,5,0,0.01026694045174538,0.0,1.0,4,0,1.0,0.8,0.33988429696370037,2.942177702628021
flow_path,L12,low,0.975,5,0,0.01026694045174538,0.0,1.0,4,0,1.0,0.8,0.33988429696370037,2.942177702628021
flow_path,L12,low,0.98,5,0,0.01026694045174538,0.0,1.0,4,0,1.0,0.8,0.33988429696370037,2.942177702628021
flow_path,L12,low,0.99,5,0,0.01026694045174538,0.0,1.0,4,0,1.0,0.8,0.3437720813683834,2.9089040506707353
flow_path,L12,low,0.995,3,0,0.006160164271047228,0.0,1.0,1,0,1.0,0.3333333333333333,0.47134033773586576,2.121609206637412
flow_path,L12,high,0.5,376,895,0.7720739219712526,0.06253056661776007,0.2958300550747443,171,845,0.16830708661417323,0.45478723404255317,0.17942143003499902,1.6488000068723
flow_path,L12,high,0.6,355,661,0.728952772073922,0.046181792775798224,0.3494094488188976,146,611,0.1928665785997358,0.4112676056338028,0.22119307707998057,1.5796581585261624
flow_path,L12,high,0.7,335,495,0.6878850102669405,0.03458394466568854,0.4036144578313253,118,448,0.20848056537102475,0.3522388059701492,0.264059422007998,1.5284986036934536
flow_path,L12,high,0.75,310,397,0.6365503080082136,0.027737022287431006,0.43847241867043846,104,360,0.22413793103448276,0.33548387096774196,0.28751878328613917,1.5250218217363212
flow_path,L12,high,0.8,275,318,0.5646817248459959,0.022217564451896876,0.463743676222597,97,288,0.2519480519480519,0.3527272727272727,0.30211950596305026,1.5349676769275322
flow_path,L12,high,0.85,250,241,0.5133470225872689,0.016837839726123106,0.5091649694501018,83,213,0.28040540540540543,0.332,0.33555889873871425,1.5173639303381055
flow_path,L12,high,0.9,226,145,0.46406570841889117,0.010130650457625935,0.6091644204851752,63,118,0.34806629834254144,0.27876106194690264,0.4117930548460336,1.479297460985439
flow_path,L12,high,0.925,202,96,0.41478439425051333,0.00670718926849717,0.6778523489932886,52,78,0.4,0.25742574257425743,0.4638964015050651,1.4612149324591979
flow_path,L12,high,0.95,165,64,0.33880903490759756,0.004471459512331447,0.7205240174672489,36,50,0.4186046511627907,0.21818181818181817,0.5025268175809758,1.433802122114897
flow_path,L12,high,0.96,144,48,0.29568788501026694,0.003353594634248585,0.75,32,35,0.47761194029850745,0.2222222222222222,0.5136462859076456,1.46014878443967
flow_path,L12,high,0.975,114,23,0.23408624229979466,0.0016069307622441137,0.8321167883211679,26,14,0.65,0.22807017543859648,0.5433920648749387,1.5313377616448611
flow_path,L12,high,0.98,86,17,0.17659137577002054,0.0011877314329630407,0.8349514563106796,17,10,0.6296296296296297,0.19767441860465115,0.5452009707690374,1.5314562905728735
flow_path,L12,high,0.99,51,6,0.10472279260780287,0.00041919932928107315,0.8947368421052632,4,1,0.8,0.0784313725490196,0.6772402106117433,1.3211513848196603
flow_path,L12,high,0.995,30,3,0.061601642710472276,0.00020959966464053657,0.9090909090909091,0,0,0.0,0.0,0.8038563090301452,1.1309122026892215
flow_path,L13,low,0.5,15,103,0.030800821355236138,0.007196255152658423,0.1271186440677966,11,97,0.10185185185185185,0.7333333333333333,0.08350362217999216,1.522312933848453
flow_path,L13,low,0.6,13,41,0.026694045174537988,0.0028645287500873333,0.24074074074074073,9,37,0.1956521739130435,0.6923076923076923,0.12562895421608533,1.916283887284932
flow_path,L13,low,0.7,8,15,0.01642710472279261,0.0010479983232026828,0.34782608695652173,4,15,0.21052631578947367,0.5,0.15545144584249385,2.237522366366057
flow_path,L13,low,0.75,7,11,0.014373716632443531,0.0007685321036819675,0.3888888888888889,4,10,0.2857142857142857,0.5714285714285714,0.18726809740629113,2.076642494237379
flow_path,L13,low,0.8,7,6,0.014373716632443531,0.00041919932928107315,0.5384615384615384,4,5,0.4444444444444444,0.5714285714285714,0.2632785118342771,2.0452164314893944
flow_path,L13,low,0.85,5,1,0.01026694045174538,6.986655488017886e-05,0.8333333333333334,4,1,0.8,0.8,0.27622314760003097,3.0168845028874762
flow_path,L13,low,0.9,5,0,0.01026694045174538,0.0,1.0,4,0,1.0,0.8,0.3398842969637003,2.9421777026280216
flow_path,L13,low,0.925,5,0,0.01026694045174538,0.0,1.0,4,0,1.0,0.8,0.3398842969637003,2.9421777026280216
flow_path,L13,low,0.95,4,0,0.008213552361396304,0.0,1.0,3,0,1.0,0.75,0.3721694207914023,2.6869483201321134
flow_path,L13,low,0.96,4,0,0.008213552361396304,0.0,1.0,3,0,1.0,0.75,0.3741595461549237,2.67265665215967
flow_path,L13,low,0.975,4,0,0.008213552361396304,0.0,1.0,3,0,1.0,0.75,0.3741595461549237,2.67265665215967
flow_path,L13,low,0.98,4,0,0.008213552361396304,0.0,1.0,3,0,1.0,0.75,0.3741595461549237,2.67265665215967
flow_path,L13,low,0.99,2,0,0.004106776180698152,0.0,1.0,2,0,1.0,1.0,0.21648301193755737,4.619300106044539
