metric,representation,direction,quantile,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift
flow_path,L14,high,0.98,91,17,0.1868583162217659,0.0011877314329630407,0.8425925925925926,12,9,0.5714285714285714,0.13186813186813187,0.6126010781583047,1.3754343938239935
flow_path,L14,high,0.99,51,6,0.10472279260780287,0.00041919932928107315,0.8947368421052632,6,1,0.8571428571428571,0.11764705882352941,0.674214419742866,1.3270805487169803
flow_path,L14,high,0.995,27,0,0.055441478439425054,0.0,1.0,1,0,1.0,0.037037037037037035,0.8604619028855943,1.1621665022547296
flow_path,L15,low,0.5,26,72,0.053388090349075976,0.0050303919513728776,0.2653061224489796,18,51,0.2608695652173913,0.6923076923076923,0.17757686091831695,1.4940354338790625
flow_path,L15,low,0.6,22,31,0.045174537987679675,0.0021658632012855447,0.41509433962264153,18,22,0.45,0.8181818181818182,0.17773464920496027,2.3354722417909777
flow_path,L15,low,0.7,15,12,0.030800821355236138,0.0008383986585621463,0.5555555555555556,14,7,0.6666666666666666,0.9333333333333333,0.21268879933264373,2.6120583561462998
flow_path,L15,low,0.75,15,6,0.030800821355236138,0.00041919932928107315,0.7142857142857143,14,6,0.7,0.9333333333333333,0.17938581703760675,3.981840516053564
flow_path,L15,low,0.8,15,3,0.030800821355236138,0.00020959966464053657,0.8333333333333334,14,3,0.8235294117647058,0.9333333333333333,0.20509949747090556,4.063068625760754
flow_path,L15,low,0.85,13,1,0.026694045174537988,6.986655488017886e-05,0.9285714285714286,12,1,0.9230769230769231,0.9230769230769231,0.23851624178249095,3.893116131765218
flow_path,L15,low,0.9,12,0,0.024640657084188913,0.0,1.0,11,0,1.0,0.9166666666666666,0.2592453403963389,3.8573499468541352
flow_path,L15,low,0.925,12,0,0.024640657084188913,0.0,1.0,11,0,1.0,0.9166666666666666,0.25990871551751266,3.847504682591608
flow_path,L15,low,0.95,10,0,0.02053388090349076,0.0,1.0,10,0,1.0,1.0,0.20437540048962424,4.892956772704982
flow_path,L15,low,0.96,10,0,0.02053388090349076,0.0,1.0,10,0,1.0,1.0,0.20437540048962424,4.892956772704982
flow_path,L15,low,0.975,6,0,0.012320328542094456,0.0,1.0,6,0,1.0,1.0,0.2041100504411547,4.8993177839045305
flow_path,L15,low,0.98,6,0,0.012320328542094456,0.0,1.0,6,0,1.0,1.0,0.20543680068350226,4.867677050425882
flow_path,L15,low,0.99,1,0,0.002053388090349076,0.0,1.0,1,0,1.0,1.0,0.2222222222222222,4.5
flow_path,L15,low,0.995,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,0.3388704318936877,2.950980392156863
flow_path,L15,high,0.5,363,879,0.7453798767967146,0.061412701739677215,0.2922705314009662,146,815,0.15192507804370448,0.4022038567493113,0.1833601027149459,1.593970155303272
flow_path,L15,high,0.6,357,661,0.7330595482546202,0.046181792775798224,0.3506876227897839,132,600,0.18032786885245902,0.3697478991596639,0.21894400967047165,1.6017228483099262
flow_path,L15,high,0.7,343,493,0.704312114989733,0.034444211555928174,0.4102870813397129,117,446,0.20781527531083482,0.34110787172011664,0.2529315987925799,1.6221266275083903
flow_path,L15,high,0.75,325,425,0.6673511293634496,0.029693285824076016,0.43333333333333335,111,383,0.22469635627530365,0.3415384615384615,0.27021394311673563,1.6036675544389958
flow_path,L15,high,0.8,301,351,0.6180698151950719,0.02452316076294278,0.4616564417177914,106,314,0.2523809523809524,0.3521594684385382,0.2874523441438833,1.6060277507659175
flow_path,L15,high,0.85,275,270,0.5646817248459959,0.01886396981764829,0.5045871559633027,96,238,0.2874251497005988,0.3490909090909091,0.3207954955527389,1.5729246917693969
flow_path,L15,high,0.9,231,186,0.47433264887063653,0.012995179207713268,0.5539568345323741,78,159,0.3291139240506329,0.33766233766233766,0.35422394386374534,1.5638605016081504
flow_path,L15,high,0.925,197,151,0.40451745379876797,0.010549849786907008,0.5660919540229885,65,128,0.33678756476683935,0.3299492385786802,0.36714339979611627,1.5418824207036086
flow_path,L15,high,0.95,156,95,0.3203285420944558,0.006637322713616991,0.6215139442231076,55,80,0.4074074074074074,0.3525641025641026,0.37948729560178834,1.6377727302768201
flow_path,L15,high,0.96,139,71,0.28542094455852157,0.004960525396492699,0.6619047619047619,46,57,0.44660194174757284,0.33093525179856115,0.4053552372424536,1.632900481088047
flow_path,L15,high,0.975,116,28,0.23819301848049282,0.001956263536645008,0.8055555555555556,33,18,0.6470588235294118,0.28448275862068967,0.509813820254307,1.5800975249233646
flow_path,L15,high,0.98,104,17,0.2135523613963039,0.0011877314329630407,0.859504132231405,27,8,0.7714285714285715,0.25961538461538464,0.55682445111232,1.5435818784797397
flow_path,L15,high,0.99,53,5,0.10882956878850103,0.0003493327744008943,0.9137931034482759,6,2,0.75,0.11320754716981132,0.7475404103591609,1.2223996064764415
flow_path,L15,high,0.995,27,2,0.055441478439425054,0.00013973310976035772,0.9310344827586207,2,0,1.0,0.07407407407407407,0.8143765404599492,1.1432481616339103
flow_path,front_median,low,0.5,0,60,0.0,0.004191993292810731,0.0,0,60,0.0,0.0,0.055300213985219546,0.0
flow_path,front_median,low,0.6,0,26,0.0,0.0018165304268846503,0.0,0,26,0.0,0.0,0.06677337450364179,0.0
flow_path,front_median,low,0.7,0,11,0.0,0.0007685321036819675,0.0,0,11,0.0,0.0,0.06624390528750088,0.0
flow_path,front_median,low,0.75,0,8,0.0,0.0005589324390414309,0.0,0,8,0.0,0.0,0.07391805857774433,0.0
flow_path,front_median,low,0.8,0,6,0.0,0.00041919932928107315,0.0,0,6,0.0,0.0,0.08108840464885382,0.0
flow_path,front_median,low,0.85,0,5,0.0,0.0003493327744008943,0.0,0,5,0.0,0.0,0.08132336419633518,0.0
flow_path,front_median,low,0.9,0,3,0.0,0.00020959966464053657,0.0,0,3,0.0,0.0,0.08098847695175126,0.0
flow_path,front_median,low,0.925,0,1,0.0,6.986655488017886e-05,0.0,0,1,0.0,0.0,0.08433734939759036,0.0
flow_path,front_median,low,0.95,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,front_median,low,0.96,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,front_median,low,0.975,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,front_median,low,0.98,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,front_median,low,0.99,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,front_median,low,0.995,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,front_median,high,0.5,396,646,0.813141683778234,0.04513379445259554,0.3800383877159309,129,614,0.17362045760430686,0.32575757575757575,0.25203933441242415,1.5078534808938024
flow_path,front_median,high,0.6,377,504,0.7741273100616016,0.03521274365961014,0.4279228149829739,106,473,0.18307426597582038,0.28116710875331563,0.2989653974297394,1.431345629500622
flow_path,front_median,high,0.7,355,379,0.728952772073922,0.026479424299587787,0.48365122615803813,89,349,0.20319634703196346,0.2507042253521127,0.3439900952411983,1.406003349657241
flow_path,front_median,high,0.75,343,311,0.704312114989733,0.021728498567735625,0.5244648318042814,85,282,0.23160762942779292,0.2478134110787172,0.3730836176890222,1.40575679804156
flow_path,front_median,high,0.8,318,253,0.6529774127310062,0.017676238384685253,0.5569176882661997,77,225,0.25496688741721857,0.24213836477987422,0.3956045585539426,1.407763576592511
flow_path,front_median,high,0.85,288,181,0.5913757700205339,0.012645846433312373,0.6140724946695096,68,152,0.3090909090909091,0.2361111111111111,0.4406555053850236,1.393543226319078
flow_path,front_median,high,0.9,241,115,0.4948665297741273,0.008034653811220569,0.6769662921348315,52,92,0.3611111111111111,0.2157676348547718,0.4987092529089555,1.3574367994700485
flow_path,front_median,high,0.925,188,77,0.3860369609856263,0.0053797247257737725,0.7094339622641509,44,60,0.4230769230769231,0.23404255319148937,0.5077044544758974,1.3973364937215267
flow_path,front_median,high,0.95,139,39,0.28542094455852157,0.0027247956403269754,0.7808988764044944,35,27,0.5645161290322581,0.2517985611510791,0.5573365151216889,1.4011263486548928
flow_path,front_median,high,0.96,121,33,0.24845995893223818,0.002305596311045902,0.7857142857142857,31,21,0.5961538461538461,0.256198347107438,0.5533137064629474,1.4200159449093657
flow_path,front_median,high,0.975,87,20,0.17864476386036962,0.0013973310976035773,0.8130841121495327,21,12,0.6363636363636364,0.2413793103448276,0.5763416954630985,1.410767464075644
flow_path,front_median,high,0.98,66,13,0.13552361396303902,0.0009082652134423251,0.8354430379746836,15,5,0.75,0.22727272727272727,0.6101030640838627,1.3693473892467558
flow_path,front_median,high,0.99,32,5,0.06570841889117043,0.0003493327744008943,0.8648648648648649,4,0,1.0,0.125,0.6997938594757702,1.2358851869788523
flow_path,front_median,high,0.995,17,3,0.03490759753593429,0.00020959966464053657,0.85,0,0,0.0,0.0,0.8778571486026984,0.9682668773079548
flow_path,back_median,low,0.5,8,60,0.01642710472279261,0.004191993292810731,0.11764705882352941,6,56,0.0967741935483871,0.75,0.0680647141837416,1.7284588679229536
flow_path,back_median,low,0.6,5,26,0.01026694045174538,0.0018165304268846503,0.16129032258064516,4,25,0.13793103448275862,0.8,0.08875612157088807,1.8172304031088742
flow_path,back_median,low,0.7,5,7,0.01026694045174538,0.000489065884161252,0.4166666666666667,4,7,0.36363636363636365,0.8,0.15900432371885898,2.620473814305763
flow_path,back_median,low,0.75,4,3,0.008213552361396304,0.00020959966464053657,0.5714285714285714,3,3,0.5,0.75,0.2281668562631755,2.504432855793332
flow_path,back_median,low,0.8,4,1,0.008213552361396304,6.986655488017886e-05,0.8,2,1,0.6666666666666666,0.5,0.33005296297209796,2.4238534106649743
flow_path,back_median,low,0.85,4,0,0.008213552361396304,0.0,1.0,2,0,1.0,0.5,0.4061912037151224,2.461894769886102
flow_path,back_median,low,0.9,4,0,0.008213552361396304,0.0,1.0,1,0,1.0,0.25,0.5017610672553877,1.9929804547609855
flow_path,back_median,low,0.925,4,0,0.008213552361396304,0.0,1.0,1,0,1.0,0.25,0.6553612162913115,1.5258760743563664
flow_path,back_median,low,0.95,3,0,0.006160164271047228,0.0,1.0,0,0,0.0,0.0,0.8035670211707845,1.2444512699675203
flow_path,back_median,low,0.96,3,0,0.006160164271047228,0.0,1.0,0,0,0.0,0.0,0.8035670211707845,1.2444512699675203
flow_path,back_median,low,0.975,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,0.9714285714285714,1.0294117647058825
flow_path,back_median,low,0.98,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,0.9714285714285714,1.0294117647058825
flow_path,back_median,low,0.99,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,0.9902912621359223,1.0098039215686274
flow_path,back_median,low,0.995,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,1.0,1.0
flow_path,back_median,high,0.5,381,860,0.7823408624229979,0.06008523719695382,0.30701047542304594,173,809,0.17617107942973523,0.4540682414698163,0.18167580184608828,1.6898809434353752
flow_path,back_median,high,0.6,369,675,0.757700205338809,0.04715992454412073,0.35344827586206895,148,623,0.191958495460441,0.4010840108401084,0.22041830707265916,1.6035341190854782
flow_path,back_median,high,0.7,335,483,0.6878850102669405,0.03374554600712639,0.4095354523227384,120,441,0.21390374331550802,0.3582089552238806,0.2596692425594441,1.5771427077236018
flow_path,back_median,high,0.75,316,408,0.648870636550308,0.028505554391112974,0.43646408839779005,103,369,0.21822033898305085,0.3259493670886076,0.28669893972757354,1.5223777556084652
flow_path,back_median,high,0.8,298,326,0.6119096509240246,0.02277649689093831,0.4775641025641026,97,290,0.25064599483204136,0.32550335570469796,0.3102126342809268,1.5394734120713576
flow_path,back_median,high,0.85,254,243,0.5215605749486653,0.016977572835883463,0.5110663983903421,85,211,0.28716216216216217,0.3346456692913386,0.32985106141995274,1.5493853383108367
flow_path,back_median,high,0.9,223,152,0.45790554414784396,0.010619716341787187,0.5946666666666667,65,121,0.34946236559139787,0.2914798206278027,0.40538873839713124,1.4669047517647442
flow_path,back_median,high,0.925,211,106,0.433264887063655,0.007405854817298959,0.6656151419558359,55,87,0.3873239436619718,0.26066350710900477,0.4499628810679619,1.479266779464198
flow_path,back_median,high,0.95,160,71,0.32854209445585214,0.004960525396492699,0.6926406926406926,44,56,0.44,0.275,0.45802106661756375,1.5122463640281212
flow_path,back_median,high,0.96,139,52,0.28542094455852157,0.0036330608537693005,0.7277486910994765,39,37,0.5131578947368421,0.2805755395683453,0.4618824347740651,1.5756145640296169
flow_path,back_median,high,0.975,113,22,0.23203285420944558,0.001537064207363935,0.837037037037037,31,12,0.7209302325581395,0.2743362831858407,0.5129947455083619,1.6316678569632508
flow_path,back_median,high,0.98,89,14,0.18275154004106775,0.000978131768322504,0.8640776699029126,20,5,0.8,0.2247191011235955,0.5688948301574868,1.5188706665935259
flow_path,back_median,high,0.99,54,6,0.11088295687885011,0.00041919932928107315,0.9,11,1,0.9166666666666666,0.2037037037037037,0.6367805210739171,1.4133598158470184
flow_path,back_median,high,0.995,26,2,0.053388090349075976,0.00013973310976035772,0.9285714285714286,0,0,0.0,0.0,0.8519136400949469,1.0899830509439175
flow_path,all_median,low,0.5,9,72,0.018480492813141684,0.0050303919513728776,0.1111111111111111,9,72,0.1111111111111111,1.0,0.050866972063806186,2.184346867978229
flow_path,all_median,low,0.6,6,30,0.012320328542094456,0.0020959966464053656,0.16666666666666666,5,30,0.14285714285714285,0.8333333333333334,0.07091240004042078,2.350317667596429
flow_path,all_median,low,0.7,4,9,0.008213552361396304,0.0006287989939216097,0.3076923076923077,3,9,0.25,0.75,0.13426944881804334,2.291603267913017
flow_path,all_median,low,0.75,4,3,0.008213552361396304,0.00020959966464053657,0.5714285714285714,3,3,0.5,0.75,0.21192972520987305,2.696311576220317
flow_path,all_median,low,0.8,4,1,0.008213552361396304,6.986655488017886e-05,0.8,3,1,0.75,0.75,0.2865016152938223,2.792305373844257
flow_path,all_median,low,0.85,3,0,0.006160164271047228,0.0,1.0,2,0,1.0,0.6666666666666666,0.40140825875676805,2.491229261443638
flow_path,all_median,low,0.9,3,0,0.006160164271047228,0.0,1.0,2,0,1.0,0.6666666666666666,0.40140825875676805,2.491229261443638
flow_path,all_median,low,0.925,3,0,0.006160164271047228,0.0,1.0,2,0,1.0,0.6666666666666666,0.40406175924146326,2.474869192960203
flow_path,all_median,low,0.95,2,0,0.004106776180698152,0.0,1.0,2,0,1.0,1.0,0.21074380165289255,4.745098039215686
flow_path,all_median,low,0.96,2,0,0.004106776180698152,0.0,1.0,1,0,1.0,0.5,0.28054632705795496,3.5644736842105265
flow_path,all_median,low,0.975,2,0,0.004106776180698152,0.0,1.0,1,0,1.0,0.5,0.4076227390180879,2.4532488114104596
flow_path,all_median,low,0.98,2,0,0.004106776180698152,0.0,1.0,0,0,0.0,0.0,0.4659468438538206,2.1461675579322637
flow_path,all_median,low,0.99,2,0,0.004106776180698152,0.0,1.0,0,0,0.0,0.0,0.4659468438538206,2.1461675579322637
flow_path,all_median,low,0.995,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,all_median,high,0.5,385,721,0.7905544147843943,0.050373786068608956,0.34810126582278483,167,668,0.2,0.43376623376623374,0.20527657649229705,1.6957671049032097
flow_path,all_median,high,0.6,372,570,0.7638603696098563,0.03982393628170195,0.39490445859872614,147,525,0.21875,0.3951612903225806,0.23728406266893307,1.664268784666379
flow_path,all_median,high,0.7,345,416,0.7084188911704312,0.029064486830154404,0.4533508541392904,122,379,0.2435129740518962,0.3536231884057971,0.27762320117147465,1.6329717841531448
flow_path,all_median,high,0.75,328,355,0.6735112936344969,0.024802626982463494,0.4802342606149341,106,322,0.24766355140186916,0.3231707317073171,0.30170941352827163,1.5917112263715758
flow_path,all_median,high,0.8,300,300,0.6160164271047228,0.020959966464053657,0.5,93,272,0.2547945205479452,0.31,0.3174262422335949,1.575169073866453
flow_path,all_median,high,0.85,264,213,0.5420944558521561,0.014881576189478097,0.5534591194968553,80,188,0.29850746268656714,0.30303030303030304,0.35021596209809486,1.5803366476535197
flow_path,all_median,high,0.9,235,138,0.48254620123203285,0.009641584573464682,0.6300268096514745,63,116,0.35195530726256985,0.2680851063829787,0.41127023453110956,1.5319047107062587
flow_path,all_median,high,0.925,214,102,0.4394250513347023,0.0071263885977782436,0.6772151898734177,57,85,0.4014084507042254,0.26635514018691586,0.4474526393548851,1.5134902117233966
flow_path,all_median,high,0.95,173,66,0.35523613963039014,0.004611192622091804,0.7238493723849372,39,52,0.42857142857142855,0.2254335260115607,0.5018285331306279,1.4424237057013185
flow_path,all_median,high,0.96,142,43,0.2915811088295688,0.0030042618598476907,0.7675675675675676,37,30,0.5522388059701493,0.2605633802816901,0.5017076354377253,1.5299100778043515
flow_path,all_median,high,0.975,112,22,0.2299794661190965,0.001537064207363935,0.835820895522388,31,11,0.7380952380952381,0.2767857142857143,0.5292964140737147,1.5791168677858902
flow_path,all_median,high,0.98,88,14,0.1806981519507187,0.000978131768322504,0.8627450980392157,21,5,0.8076923076923077,0.23863636363636365,0.5641969225237022,1.5291559801143213
flow_path,all_median,high,0.99,48,7,0.09856262833675565,0.000489065884161252,0.8727272727272727,5,1,0.8333333333333334,0.10416666666666667,0.7019715668897494,1.2432515986282704
flow_path,all_median,high,0.995,28,3,0.057494866529774126,0.00020959966464053657,0.9032258064516129,0,0,0.0,0.0,0.8522863910239102,1.0597679558939168
flow_endpoint,L2,low,0.5,18,419,0.03696098562628337,0.029274086494794942,0.041189931350114416,10,416,0.023474178403755867,0.5555555555555556,0.059509135023833246,0.6921614863603371
flow_endpoint,L2,low,0.6,12,235,0.024640657084188913,0.016418640396842033,0.048582995951417005,6,233,0.02510460251046025,0.5,0.06870168160805101,0.7071587596441549
flow_endpoint,L2,low,0.7,7,112,0.014373716632443531,0.007825054146580033,0.058823529411764705,3,110,0.02654867256637168,0.42857142857142855,0.07938220313787368,0.7410165891918875
flow_endpoint,L2,low,0.75,5,65,0.01026694045174538,0.004541326067211626,0.07142857142857142,2,64,0.030303030303030304,0.4,0.08928977340081684,0.7999636319820471
flow_endpoint,L2,low,0.8,3,30,0.006160164271047228,0.0020959966464053656,0.09090909090909091,0,30,0.0,0.0,0.1152314786142213,0.7889258386889376
flow_endpoint,L2,low,0.85,2,9,0.004106776180698152,0.0006287989939216097,0.18181818181818182,0,9,0.0,0.0,0.22124391599827148,0.8217996910685775
flow_endpoint,L2,low,0.9,2,0,0.004106776180698152,0.0,1.0,0,0,0.0,0.0,0.9717811450866527,1.0290382819794586
flow_endpoint,L2,low,0.925,2,0,0.004106776180698152,0.0,1.0,0,0,0.0,0.0,0.9717811450866527,1.0290382819794586
flow_endpoint,L2,low,0.95,2,0,0.004106776180698152,0.0,1.0,0,0,0.0,0.0,0.9717811450866527,1.0290382819794586
flow_endpoint,L2,low,0.96,2,0,0.004106776180698152,0.0,1.0,0,0,0.0,0.0,0.9808599167822469,1.0195135746606334
flow_endpoint,L2,low,0.975,2,0,0.004106776180698152,0.0,1.0,0,0,0.0,0.0,1.0,1.0
flow_endpoint,L2,low,0.98,2,0,0.004106776180698152,0.0,1.0,0,0,0.0,0.0,1.0,1.0
flow_endpoint,L2,low,0.99,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_endpoint,L2,low,0.995,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_endpoint,L2,high,0.5,292,763,0.5995893223819302,0.05330818137357647,0.27677725118483415,121,725,0.1430260047281324,0.4143835616438356,0.17466461766046423,1.5846211722334613
flow_endpoint,L2,high,0.6,247,480,0.5071868583162218,0.03353594634248585,0.33975240715268223,92,448,0.17037037037037037,0.3724696356275304,0.22289044749173767,1.5243022344655508
flow_endpoint,L2,high,0.7,210,304,0.43121149897330596,0.021239432683574373,0.4085603112840467,69,277,0.1994219653179191,0.32857142857142857,0.26930744496579934,1.5170776706003495
flow_endpoint,L2,high,0.75,187,219,0.3839835728952772,0.01530077551875917,0.4605911330049261,59,200,0.2277992277992278,0.3155080213903743,0.29695419126081235,1.551051126940966
flow_endpoint,L2,high,0.8,159,161,0.3264887063655031,0.011248515335708796,0.496875,52,144,0.2653061224489796,0.3270440251572327,0.3219578017025924,1.543292311515367
flow_endpoint,L2,high,0.85,118,109,0.24229979466119098,0.007615454481939496,0.5198237885462555,39,97,0.2867647058823529,0.3305084745762712,0.33430546786216925,1.5549365431275974
flow_endpoint,L2,high,0.9,88,61,0.1806981519507187,0.00426185984769091,0.5906040268456376,29,50,0.3670886075949367,0.32954545454545453,0.38717757698568317,1.525408654715241
flow_endpoint,L2,high,0.925,74,44,0.15195071868583163,0.00307412841472787,0.6271186440677966,23,34,0.40350877192982454,0.3108108108108108,0.41933473195937604,1.4955084715676499
flow_endpoint,L2,high,0.95,47,25,0.09650924024640657,0.0017466638720044715,0.6527777777777778,18,18,0.5,0.3829787234042553,0.38719684336822957,1.6859067654045337
flow_endpoint,L2,high,0.96,42,18,0.08624229979466119,0.0012575979878432194,0.7,17,13,0.5666666666666667,0.40476190476190477,0.3930880840382407,1.7807713548800987
flow_endpoint,L2,high,0.975,32,12,0.06570841889117043,0.0008383986585621463,0.7272727272727273,12,7,0.631578947368421,0.375,0.4384132576829872,1.658874850446726
flow_endpoint,L2,high,0.98,28,9,0.057494866529774126,0.0006287989939216097,0.7567567567567568,8,5,0.6153846153846154,0.2857142857142857,0.4734717663873992,1.5983144307227204
flow_endpoint,L2,high,0.99,11,6,0.022587268993839837,0.00041919932928107315,0.6470588235294118,1,3,0.25,0.09090909090909091,0.5230121977324872,1.2371773093146339
flow_endpoint,L2,high,0.995,4,2,0.008213552361396304,0.00013973310976035772,0.6666666666666666,0,0,0.0,0.0,0.6603045413233328,1.0096351379479889
flow_endpoint,L3,low,0.5,4,97,0.008213552361396304,0.0067770558233773495,0.039603960396039604,4,97,0.039603960396039604,1.0,0.03728180297574558,1.0622866179997987
flow_endpoint,L3,low,0.6,1,51,0.002053388090349076,0.0035631942988891218,0.019230769230769232,1,51,0.019230769230769232,1.0,0.03424493420142859,0.5615653724914147
flow_endpoint,L3,low,0.7,1,23,0.002053388090349076,0.0016069307622441137,0.041666666666666664,1,23,0.041666666666666664,1.0,0.025886061074594947,1.6096178768410268
flow_endpoint,L3,low,0.75,1,14,0.002053388090349076,0.000978131768322504,0.06666666666666667,1,14,0.06666666666666667,1.0,0.02583759656268603,2.5802193522498484
flow_endpoint,L3,low,0.8,0,9,0.0,0.0006287989939216097,0.0,0,9,0.0,0.0,0.026832549524037647,0.0
flow_endpoint,L3,low,0.85,0,5,0.0,0.0003493327744008943,0.0,0,5,0.0,0.0,0.029334991008115992,0.0
flow_endpoint,L3,low,0.9,0,1,0.0,6.986655488017886e-05,0.0,0,1,0.0,0.0,0.0255,0.0
flow_endpoint,L3,low,0.925,0,1,0.0,6.986655488017886e-05,0.0,0,1,0.0,0.0,0.0255,0.0
flow_endpoint,L3,low,0.95,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_endpoint,L3,low,0.96,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_endpoint,L3,low,0.975,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_endpoint,L3,low,0.98,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_endpoint,L3,low,0.99,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_endpoint,L3,low,0.995,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_endpoint,L3,high,0.5,298,587,0.6119096509240246,0.04101166771466499,0.3367231638418079,101,562,0.15233785822021115,0.3389261744966443,0.21556914124160634,1.562019321978994
flow_endpoint,L3,high,0.6,285,405,0.5852156057494866,0.028295954726472436,0.41304347826086957,90,385,0.18947368421052632,0.3157894736842105,0.2665847821937113,1.549388809300958
flow_endpoint,L3,high,0.7,262,285,0.5379876796714579,0.019911968140850975,0.4789762340036563,85,262,0.24495677233429394,0.3244274809160305,0.3082247464029444,1.553983706997644
flow_endpoint,L3,high,0.75,253,233,0.5195071868583162,0.016278907287081673,0.5205761316872428,81,210,0.27835051546391754,0.3201581027667984,0.3352703395662144,1.5527055938225378
flow_endpoint,L3,high,0.8,235,180,0.48254620123203285,0.012575979878432194,0.5662650602409639,73,160,0.3133047210300429,0.31063829787234043,0.3724949376826961,1.52019531799202
flow_endpoint,L3,high,0.85,208,141,0.4271047227926078,0.009851184238105219,0.5959885386819485,62,122,0.33695652173913043,0.2980769230769231,0.4013460312074202,1.484974292355553
flow_endpoint,L3,high,0.9,156,102,0.3203285420944558,0.0071263885977782436,0.6046511627906976,54,84,0.391304347826087,0.34615384615384615,0.39255051855235384,1.5403142632966775
flow_endpoint,L3,high,0.925,135,76,0.27720739219712526,0.005309858170893593,0.6398104265402843,48,57,0.45714285714285713,0.35555555555555557,0.40986837404798654,1.5610143818156037
flow_endpoint,L3,high,0.95,115,44,0.23613963039014374,0.00307412841472787,0.7232704402515723,36,29,0.5538461538461539,0.3130434782608696,0.5051781976584719,1.4317134896239971
flow_endpoint,L3,high,0.96,98,34,0.20123203285420946,0.0023754628659260813,0.7424242424242424,32,21,0.6037735849056604,0.32653061224489793,0.5223228360473209,1.421389591239279
flow_endpoint,L3,high,0.975,71,22,0.1457905544147844,0.001537064207363935,0.7634408602150538,17,14,0.5483870967741935,0.23943661971830985,0.5773201922947131,1.3223872478469088
flow_endpoint,L3,high,0.98,63,13,0.1293634496919918,0.0009082652134423251,0.8289473684210527,13,6,0.6842105263157895,0.20634920634920634,0.6443441256625939,1.2864979060197483
flow_endpoint,L3,high,0.99,35,5,0.07186858316221766,0.0003493327744008943,0.875,4,1,0.8,0.11428571428571428,0.7713772081943315,1.1343347855042705
flow_endpoint,L3,high,0.995,13,2,0.026694045174537988,0.00013973310976035772,0.8666666666666667,0,1,0.0,0.0,0.8420648412485227,1.029216070085134
flow_endpoint,L4,low,0.5,12,125,0.024640657084188913,0.008733319360022357,0.08759124087591241,2,119,0.01652892561983471,0.16666666666666666,0.11262628450561236,0.7777157992950356
flow_endpoint,L4,low,0.6,7,65,0.014373716632443531,0.004541326067211626,0.09722222222222222,0,63,0.0,0.0,0.11410078926174422,0.8520731789084911
flow_endpoint,L4,low,0.7,5,27,0.01026694045174538,0.0018863969817648292,0.15625,0,27,0.0,0.0,0.11475574374555304,1.3615876199317032
flow_endpoint,L4,low,0.75,5,15,0.01026694045174538,0.0010479983232026828,0.25,0,15,0.0,0.0,0.15519951302097712,1.610829796651549
flow_endpoint,L4,low,0.8,4,12,0.008213552361396304,0.0008383986585621463,0.25,0,12,0.0,0.0,0.13195560704868609,1.8945765594315405
flow_endpoint,L4,low,0.85,1,5,0.002053388090349076,0.0003493327744008943,0.16666666666666666,0,5,0.0,0.0,0.09230984441207411,1.805513460976722
flow_endpoint,L4,low,0.9,1,1,0.002053388090349076,6.986655488017886e-05,0.5,0,1,0.0,0.0,0.21830555555555556,2.2903677312635193
flow_endpoint,L4,low,0.925,1,1,0.002053388090349076,6.986655488017886e-05,0.5,0,1,0.0,0.0,0.21830555555555556,2.2903677312635193
flow_endpoint,L4,low,0.95,1,1,0.002053388090349076,6.986655488017886e-05,0.5,0,1,0.0,0.0,0.22417857142857145,2.2303648239604903
flow_endpoint,L4,low,0.96,0,1,0.0,6.986655488017886e-05,0.0,0,1,0.0,0.0,0.0255,0.0
flow_endpoint,L4,low,0.975,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_endpoint,L4,low,0.98,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_endpoint,L4,low,0.99,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_endpoint,L4,low,0.995,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
