prefix_queries,token_family,layer_group,denoise_step,metric,top_quartile_failure_rate,bottom_quartile_failure_rate,failure_rate_difference,ci95_low,ci95_high,permutation_p_raw,permutation_p_maxT,n_top,n_bottom
1,state,front_2_5,0,top1_mass,0.6166666666666667,0.38333333333333336,0.23333333333333334,0.10000000149011612,0.36666667461395264,0.0007998400319936012,0.05718856228754249,60,60
1,state,front_2_5,1,top1_mass,0.5833333333333334,0.36666666666666664,0.21666666666666673,0.0833333358168602,0.3499999940395355,0.0013997200559888023,0.124375124975005,60,60
1,state,front_2_5,3,top1_mass,0.6166666666666667,0.43333333333333335,0.18333333333333335,0.06666667014360428,0.3166666626930237,0.0061987602479504095,0.4477104579084183,60,60
1,state,front_2_5,2,top1_mass,0.6166666666666667,0.43333333333333335,0.18333333333333335,0.05000000074505806,0.30000001192092896,0.0065986802639472104,0.4477104579084183,60,60
1,state,front_2_5,7,entropy,0.6,0.43333333333333335,0.16666666666666663,0.0,0.3166666626930237,0.01199760047990402,0.6804639072185563,60,60
1,state,front_2_5,8,entropy,0.5833333333333334,0.4166666666666667,0.16666666666666669,0.03333333507180214,0.30000001192092896,0.013997200559888023,0.6804639072185563,60,60
1,state,front_2_5,8,consensus_distance,0.5833333333333334,0.43333333333333335,0.15000000000000002,0.03333333507180214,0.2666666805744171,0.027994401119776045,0.8792241551689662,60,60
1,state,back_12_15,7,consensus_distance,0.6333333333333333,0.48333333333333334,0.14999999999999997,0.0,0.28333333134651184,0.03139372125574885,0.8792241551689662,60,60
1,state,front_2_5,7,consensus_distance,0.5666666666666667,0.4166666666666667,0.14999999999999997,0.01666666753590107,0.28333333134651184,0.03259348130373925,0.8792241551689662,60,60
1,state,front_2_5,9,entropy,0.6166666666666667,0.4666666666666667,0.15000000000000002,0.01666666753590107,0.2666666805744171,0.03439312137572485,0.8792241551689662,60,60
1,state,front_2_5,6,consensus_distance,0.55,0.4166666666666667,0.13333333333333336,0.01666666753590107,0.25,0.05698860227954409,0.9786042791441711,60,60
1,state,front_2_5,4,top1_mass,0.6,0.4666666666666667,0.1333333333333333,0.03333333507180214,0.23333333432674408,0.0591881623675265,0.9786042791441711,60,60
1,state,front_2_5,5,top1_mass,0.5666666666666667,0.43333333333333335,0.1333333333333333,0.01666666753590107,0.25,0.059988002399520096,0.9786042791441711,60,60
1,action,back_12_15,8,consensus_distance,0.6166666666666667,0.5,0.1166666666666667,0.0,0.23333333432674408,0.09998000399920016,0.9992001599680064,60,60
1,action,front_2_5,9,consensus_distance,0.55,0.43333333333333335,0.1166666666666667,0.05000000074505806,0.20000000298023224,0.10057988402319536,0.9992001599680064,60,60
1,action,back_12_15,0,consensus_distance,0.5833333333333334,0.4666666666666667,0.1166666666666667,0.016250000847503686,0.25,0.10177964407118577,0.9992001599680064,60,60
1,state,front_2_5,0,consensus_distance,0.5166666666666667,0.4,0.1166666666666667,-0.01666666753590107,0.25,0.10177964407118577,0.9992001599680064,60,60
1,state,back_12_15,7,entropy,0.55,0.43333333333333335,0.1166666666666667,-0.05000000074505806,0.30000001192092896,0.10257948410317937,0.9992001599680064,60,60
1,action,back_12_15,4,consensus_distance,0.6,0.48333333333333334,0.11666666666666664,0.01666666753590107,0.21666666865348816,0.10557888422315537,0.9992001599680064,60,60
1,action,back_12_15,0,entropy,0.48333333333333334,0.6,-0.11666666666666664,-0.23333333432674408,0.0,0.10577884423115377,0.9992001599680064,60,60
1,state,back_12_15,9,entropy,0.6,0.48333333333333334,0.11666666666666664,0.0,0.25,0.10597880423915217,0.9992001599680064,60,60
1,state,front_2_5,3,entropy,0.5833333333333334,0.48333333333333334,0.10000000000000003,0.0,0.21666666865348816,0.15916816636672665,1.0,60,60
1,state,back_12_15,3,entropy,0.5666666666666667,0.4666666666666667,0.09999999999999998,-0.03333333507180214,0.23333333432674408,0.15976804639072187,1.0,60,60
1,action,front_2_5,6,top1_mass,0.6,0.5,0.09999999999999998,-0.01666666753590107,0.23333333432674408,0.16056788642271547,1.0,60,60
1,action,front_2_5,0,consensus_distance,0.5833333333333334,0.48333333333333334,0.10000000000000003,-0.01666666753590107,0.23333333432674408,0.16296740651869626,1.0,60,60
1,action,back_12_15,9,consensus_distance,0.6166666666666667,0.5166666666666667,0.09999999999999998,-0.01666666753590107,0.21666666865348816,0.16436712657468505,1.0,60,60
1,state,front_2_5,6,top1_mass,0.5833333333333334,0.48333333333333334,0.10000000000000003,-0.03333333507180214,0.21666666865348816,0.16456708658268346,1.0,60,60
1,action,back_12_15,2,consensus_distance,0.5833333333333334,0.48333333333333334,0.10000000000000003,0.01666666753590107,0.20000000298023224,0.16476704659068186,1.0,60,60
1,state,back_12_15,9,consensus_distance,0.5333333333333333,0.43333333333333335,0.09999999999999998,-0.01666666753590107,0.21666666865348816,0.16476704659068186,1.0,60,60
1,state,front_2_5,5,entropy,0.5666666666666667,0.4666666666666667,0.09999999999999998,-0.05000000074505806,0.25,0.16616676664667065,1.0,60,60
1,action,back_12_15,0,token_dispersion,0.5666666666666667,0.4666666666666667,0.09999999999999998,0.0,0.21666666865348816,0.16796640671865626,1.0,60,60
1,state,back_12_15,8,consensus_distance,0.55,0.45,0.10000000000000003,-0.05000000074505806,0.2666666805744171,0.16936612677464508,1.0,60,60
1,state,front_2_5,4,entropy,0.5666666666666667,0.4666666666666667,0.09999999999999998,-0.01666666753590107,0.21666666865348816,0.16976604679064186,1.0,60,60
1,state,front_2_5,6,entropy,0.55,0.45,0.10000000000000003,-0.01666666753590107,0.21666666865348816,0.17096580683863227,1.0,60,60
1,action,front_2_5,8,consensus_distance,0.6,0.5,0.09999999999999998,0.01666666753590107,0.18333333730697632,0.17356528694261147,1.0,60,60
1,action,front_2_5,9,top1_mass,0.45,0.5333333333333333,-0.08333333333333331,-0.20000000298023224,0.01666666753590107,0.2491501699660068,1.0,60,60
1,action,back_12_15,7,consensus_distance,0.5833333333333334,0.5,0.08333333333333337,-0.03333333507180214,0.20000000298023224,0.252749450109978,1.0,60,60
1,state,back_12_15,1,consensus_distance,0.5166666666666667,0.43333333333333335,0.08333333333333337,-0.01666666753590107,0.18333333730697632,0.25374925014997,1.0,60,60
1,state,front_2_5,4,consensus_distance,0.55,0.4666666666666667,0.08333333333333337,-0.06666667014360428,0.23333333432674408,0.25374925014997,1.0,60,60
1,state,front_2_5,1,consensus_distance,0.48333333333333334,0.4,0.08333333333333331,-0.05000000074505806,0.21666666865348816,0.2555488902219556,1.0,60,60
1,state,front_2_5,9,consensus_distance,0.55,0.4666666666666667,0.08333333333333337,-0.03333333507180214,0.20000000298023224,0.2561487702459508,1.0,60,60
