prefix_queries,token_family,layer_group,denoise_step,expert,failure_minus_success_probability,ci95_low,ci95_high,ci95_worker_low,ci95_worker_high,snapshot_effect_min,snapshot_effect_max,snapshot_effect_sd,snapshots_effect_positive,snapshots_effect_negative,permutation_p_raw,permutation_p_maxT,n_mixed_snapshots
1,action,back_12_15,0,4,0.00013152621977496892,4.768400440298138e-05,0.00021257375155983027,-1.53010078065563e-05,0.00021525936608668417,-0.0001648440957069397,0.00038962066173553467,0.00016503337246831506,12,3,0.0009998000399920016,0.7708458308338332,15
1,action,front_2_5,0,4,0.00012361705012153834,-8.867903261489118e-06,0.0002586129412520677,-0.00022700925183016807,0.00028784945607185364,-0.0003460049629211426,0.0006211362779140472,0.0002737071190495044,10,5,0.026194761047790442,0.8518296340731853,15
1,action,front_2_5,2,11,-0.00012341018009465188,-0.00019984486752946395,-5.09902067278745e-05,-0.00021835355437360704,-2.3641312509425916e-05,-0.00043371133506298065,8.17812979221344e-05,0.00015300813538488,4,11,0.014997000599880024,0.8524295140971806,15
1,action,front_2_5,4,11,-0.00012250927102286369,-0.00019256003506598062,-5.050187864981133e-05,-0.0002160000876756385,7.32019202587253e-07,-0.0003552287817001343,8.230656385421753e-05,0.00014654494589194655,4,11,0.007598480303939212,0.8604279144171165,15
1,action,front_2_5,9,31,-0.00012132922711316496,-0.00022479493272840046,-3.375943279024799e-05,-0.00020162637520115823,-8.609270298620686e-05,-0.0005682595074176788,0.00011257827281951904,0.00019039893231820315,5,10,0.004399120175964807,0.8704259148170366,15
1,action,front_2_5,4,14,-0.0001184058710350655,-0.00025184151600115,1.59613447067386e-05,-0.00029933699988760054,0.00016705940652173012,-0.0005917474627494812,0.0004565678536891937,0.00027381698600947857,6,9,0.03659268146370726,0.8938212357528494,15
1,action,back_12_15,0,21,0.00011827424168586731,-6.193049819103176e-06,0.00024758616127655835,-7.216756785055622e-05,0.0003387120959814638,-0.0003358311951160431,0.0005682595074176788,0.0002552667574491352,9,6,0.0005998800239952009,0.8950209958008398,15
1,action,front_2_5,1,11,-0.00011562717554625124,-0.00019354388168721926,-4.3903234745812405e-05,-0.00020985987794119865,-2.679539284144994e-05,-0.0004709288477897644,0.00010150671005249023,0.00015442435687873513,3,12,0.022395520895820836,0.9140171965606879,15
1,action,front_2_5,3,14,-0.00011494829959701747,-0.0002454233901517,1.6436425585197803e-05,-0.0002849282172974199,0.00019102792430203408,-0.000593923032283783,0.0004435889422893524,0.0002664427738636732,5,10,0.052389522095580884,0.9206158768246351,15
1,action,front_2_5,0,0,0.00011207660281797871,-0.00016262094177363907,0.0004063076805323359,-0.00015255156904459,0.0005994017119519413,-0.0007406938821077347,0.0013490896672010422,0.0005790309514850378,9,6,0.2939412117576485,0.9372125574885023,15
