failure_type,prefix_queries,cv_scheme,cv_folds,model,feature_scope,n_failure_branches,n_type_positive,heldout_units,brier,log_loss,noise_action_reference,brier_improvement_vs_rate,brier_improvement_vs_rate_ci95_low,brier_improvement_vs_rate_ci95_high,brier_relative_improvement_vs_rate,brier_improvement_vs_noise_action,brier_improvement_vs_noise_action_ci95_low,brier_improvement_vs_noise_action_ci95_high
loop_or_cycling,3,leave_one_worker_out,4,moe_action+state_within_snapshot,within_snapshot_centered,235,163,4,0.2830001078505294,0.8492286839526172,noise+action_within_snapshot,-0.02343389161702992,-0.057516805843236145,-0.0023537703810480775,-0.09028097707426362,0.00028494420323777007,-0.014299740588886884,0.008710292867731595
loop_or_cycling,3,leave_one_worker_out,4,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,163,4,0.28679063899416823,0.8528088462987231,noise+action_within_snapshot,-0.027224422760668734,-0.05502286239247166,-0.007986580215008582,-0.1048843071941932,-0.0035055869404010506,-0.015183255816162549,0.008346765470778558
loop_or_cycling,3,leave_one_worker_out,4,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,163,4,0.28332835918785526,0.8488977972670073,noise+action_within_snapshot,-0.023762142954355796,-0.057803470214357076,-0.0026013371784960513,-0.09154559210039857,-4.3307134088108933e-05,-0.01458640496000779,0.008171425831340196
drop_or_regrasp,1,grouped_5fold_snapshot,5,failure_rate_only,absolute,235,30,22,0.1126928832227307,0.387951099856649,noise+action,0.0,0.0,0.0,0.0,0.003630260785214946,-0.0034632266580231644,0.010592913692716652
drop_or_regrasp,1,grouped_5fold_snapshot,5,noise+action,absolute,235,30,22,0.11632314400794566,0.4226420129399715,noise+action,-0.003630260785214946,-0.010967946238901738,0.003616240601149867,-0.032213753711846684,0.0,0.0,0.0
drop_or_regrasp,1,grouped_5fold_snapshot,5,moe_action,absolute,235,30,22,0.10836907154638863,0.39119071588745774,noise+action,0.004323811676342067,-0.005094026317371728,0.013695783848327921,0.03836809878931142,0.007954072461557014,-0.00022317026476674018,0.01732632181468445
drop_or_regrasp,1,grouped_5fold_snapshot,5,moe_state,absolute,235,30,22,0.19320595714698616,0.6497335805783616,noise+action,-0.08051307392425544,-0.16590176662275952,-0.016031322108188813,-0.7144468365861772,-0.07688281313904048,-0.16620071505225495,-0.011662000564954412
drop_or_regrasp,1,grouped_5fold_snapshot,5,moe_action+state,absolute,235,30,22,0.1152442713994951,0.4148633603342299,noise+action,-0.0025513881767644003,-0.013277234690312391,0.006883757617087213,-0.022640189014613597,0.0010788726084505452,-0.009852830697863019,0.013256585513751905
drop_or_regrasp,1,grouped_5fold_snapshot,5,noise+action+moe_action,absolute,235,30,22,0.10836785017861239,0.39067651935248504,noise+action,0.004325033044118315,-0.005623449471946859,0.013759423076479264,0.03837893680979079,0.00795529382933326,0.00019409118799315663,0.01751409486856881
drop_or_regrasp,1,grouped_5fold_snapshot,5,noise+action+moe_action+state,absolute,235,30,22,0.11451803374084299,0.4127576800454261,noise+action,-0.001825150518112297,-0.012461211365700511,0.007651079978240003,-0.0161957921912868,0.0018051102671026477,-0.008799747581759158,0.013337564272711554
drop_or_regrasp,1,grouped_5fold_snapshot,5,noise+action_within_snapshot,within_snapshot_centered,235,30,22,0.1147579237189738,0.40001490607193696,noise+action_within_snapshot,-0.0020650404962430833,-0.008045092000629661,0.003525488407865854,-0.01832449784927106,0.0,0.0,0.0
drop_or_regrasp,1,grouped_5fold_snapshot,5,moe_action_within_snapshot,within_snapshot_centered,235,30,22,0.11795658636846322,0.4001557098508545,noise+action_within_snapshot,-0.0052637031457325395,-0.01060233204314302,0.002009968904903153,-0.04670839005271652,-0.003198662649489455,-0.011345065619475521,0.006236726226167094
drop_or_regrasp,1,grouped_5fold_snapshot,5,moe_state_within_snapshot,within_snapshot_centered,235,30,22,0.1327233358548646,0.534430243029265,noise+action_within_snapshot,-0.02003045263213388,-0.050339402483017485,-0.00048447253560735454,-0.1777437231111116,-0.017965412135890795,-0.04958169480900939,0.004207036511413466
drop_or_regrasp,1,grouped_5fold_snapshot,5,moe_action+state_within_snapshot,within_snapshot_centered,235,30,22,0.1219882171919973,0.45389236024860674,noise+action_within_snapshot,-0.009295333969266578,-0.02286746313243595,0.0006416801639317227,-0.08248377096621895,-0.007230293473023497,-0.02173054748179273,0.004130019359488098
drop_or_regrasp,1,grouped_5fold_snapshot,5,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,30,22,0.11766383725995964,0.3991524974361293,noise+action_within_snapshot,-0.004970954037228943,-0.01032955070633261,0.0025485244021793228,-0.04411062966065169,-0.0029059135409858577,-0.010830783225334829,0.006318802335537321
drop_or_regrasp,1,grouped_5fold_snapshot,5,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,30,22,0.12171166216184219,0.4515383661696949,noise+action_within_snapshot,-0.009018778939111502,-0.022647644004130652,0.0008550457019134745,-0.08002971155939305,-0.0069537384428684165,-0.02171412363361434,0.004443444294193831
drop_or_regrasp,1,leave_one_worker_out,4,failure_rate_only,absolute,235,30,4,0.12389028302925975,0.43820457462307,noise+action,0.0,0.0,0.0,0.0,0.007092763679475812,-0.004577911872144285,0.020187425248784314
drop_or_regrasp,1,leave_one_worker_out,4,noise+action,absolute,235,30,4,0.13098304670873556,0.49232920888463544,noise+action,-0.007092763679475812,-0.020187425248784314,0.004577911872144285,-0.057250363031301495,0.0,0.0,0.0
drop_or_regrasp,1,leave_one_worker_out,4,moe_action,absolute,235,30,4,0.15397955223512885,0.5577190219214018,noise+action,-0.03008926920586914,-0.07180073537225715,-0.0033563059899360988,-0.24287029192404713,-0.02299650552639333,-0.0762569090446288,0.01619688989657547
drop_or_regrasp,1,leave_one_worker_out,4,moe_state,absolute,235,30,4,0.4671584606661376,2.2782987100171677,noise+action,-0.3432681776368778,-0.5137661254110731,-0.03890716288618708,-2.7707433484174584,-0.33617541395740197,-0.5150635896778575,-0.018719737637402773
drop_or_regrasp,1,leave_one_worker_out,4,moe_action+state,absolute,235,30,4,0.2924907270762723,0.9600654233246075,noise+action,-0.16860044404701263,-0.3636876263075755,-0.022004138751897925,-1.3608851309766843,-0.16150768036753682,-0.36814379997994723,-0.0018167135031136178
drop_or_regrasp,1,leave_one_worker_out,4,noise+action+moe_action,absolute,235,30,4,0.1534504549423761,0.5599338956359431,noise+action,-0.029560171913116363,-0.06802131709192537,-0.005628445175184942,-0.23859959950317491,-0.02246740823364055,-0.072477490764297,0.01397419706912538
drop_or_regrasp,1,leave_one_worker_out,4,noise+action+moe_action+state,absolute,235,30,4,0.27653943313552015,0.9173534630392393,noise+action,-0.1526491501062605,-0.3394320314680467,-0.020452088745668874,-1.2321317408743722,-0.14555638642678465,-0.34388820514041846,-0.0002646634968845651
drop_or_regrasp,1,leave_one_worker_out,4,noise+action_within_snapshot,within_snapshot_centered,235,30,4,0.12466818983634353,0.4563410421052714,noise+action_within_snapshot,-0.000777906807083801,-0.008678107141424304,0.012244803906244496,-0.0062789977394763,0.0,0.0,0.0
drop_or_regrasp,1,leave_one_worker_out,4,moe_action_within_snapshot,within_snapshot_centered,235,30,4,0.1374510930518792,0.5162952772478343,noise+action_within_snapshot,-0.013560810022619446,-0.017632795083966087,0.0005101167354612592,-0.10945822134748635,-0.012782903215535643,-0.019511437157349203,-0.0035677026726619364
drop_or_regrasp,1,leave_one_worker_out,4,moe_state_within_snapshot,within_snapshot_centered,235,30,4,0.14196672966766005,0.5451113118942945,noise+action_within_snapshot,-0.018076446638400346,-0.0561697796552775,0.006690577904146291,-0.14590689597610448,-0.01729853983131654,-0.0633880762531733,0.008340672482828935
drop_or_regrasp,1,leave_one_worker_out,4,moe_action+state_within_snapshot,within_snapshot_centered,235,30,4,0.13404304163821415,0.500251383242072,noise+action_within_snapshot,-0.0101527586089544,-0.017853509523418288,-0.0012221930585251907,-0.08194959572863818,-0.009374851801870596,-0.02415169789417703,-7.18734468683542e-05
drop_or_regrasp,1,leave_one_worker_out,4,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,30,4,0.1362681733294558,0.5132334847499209,noise+action_within_snapshot,-0.012377890300196067,-0.016854506333350023,0.0012276580015877583,-0.09991009785063387,-0.011599983493112266,-0.01795498858782284,-0.0032525505466486928
drop_or_regrasp,1,leave_one_worker_out,4,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,30,4,0.13361634056548524,0.49998500252087597,noise+action_within_snapshot,-0.009726057536225506,-0.01719385621332569,-0.0006931597850421558,-0.07850541058113862,-0.008948150729141706,-0.023113616978105492,-0.00024017078411297315
drop_or_regrasp,3,grouped_5fold_snapshot,5,failure_rate_only,absolute,235,30,22,0.1126928832227307,0.387951099856649,noise+action,0.0,0.0,0.0,0.0,0.004949031079920232,-0.0005326379216229679,0.011215512483625852
drop_or_regrasp,3,grouped_5fold_snapshot,5,noise+action,absolute,235,30,22,0.11764191430265093,0.41639107223826655,noise+action,-0.004949031079920232,-0.011194170102814269,0.0005160264201896776,-0.04391609246644946,0.0,0.0,0.0
drop_or_regrasp,3,grouped_5fold_snapshot,5,moe_action,absolute,235,30,22,0.1089449347913521,0.3818474713536923,noise+action,0.0037479484313785814,-0.005085658775734579,0.011236325518878253,0.03325807561397632,0.008696979511298816,0.002176753091392833,0.01563381092008996
drop_or_regrasp,3,grouped_5fold_snapshot,5,moe_state,absolute,235,30,22,0.1236706397748402,0.4702120922418944,noise+action,-0.010977756552109481,-0.026223751460246945,0.004147626783610515,-0.09741304187250766,-0.0060287254721892464,-0.019927189130935254,0.0074642868775490045
drop_or_regrasp,3,grouped_5fold_snapshot,5,moe_action+state,absolute,235,30,22,0.11218092125430754,0.402335469597959,noise+action,0.0005119619684231559,-0.00870532724824251,0.008693056701490407,0.004542984026873231,0.005460993048343387,-0.001116497206136814,0.011758098460476086
drop_or_regrasp,3,grouped_5fold_snapshot,5,noise+action+moe_action,absolute,235,30,22,0.10904923143764365,0.3817508347318338,noise+action,0.003643651785087028,-0.0048617137916981655,0.011365705206499247,0.03233258109019688,0.008592682865007261,0.0026013836352273764,0.01558622687990466
drop_or_regrasp,3,grouped_5fold_snapshot,5,noise+action+moe_action+state,absolute,235,30,22,0.1121234921701864,0.4021502273595451,noise+action,0.0005693910525443038,-0.008698368111199424,0.008728447896926736,0.00505259104444898,0.005518422132464534,-0.0012023530286176913,0.011856332048654165
drop_or_regrasp,3,grouped_5fold_snapshot,5,noise+action_within_snapshot,within_snapshot_centered,235,30,22,0.11894259139138603,0.4219630723036389,noise+action_within_snapshot,-0.006249708168655309,-0.01408666805767675,-8.255726111464145e-05,-0.055457877994860925,0.0,0.0,0.0
drop_or_regrasp,3,grouped_5fold_snapshot,5,moe_action_within_snapshot,within_snapshot_centered,235,30,22,0.11461161220366912,0.4011389769328135,noise+action_within_snapshot,-0.0019187289809384084,-0.008168785360942074,0.0024160924657508844,-0.017026177040356274,0.004330979187716901,-0.0017895674598070674,0.011715011999981298
drop_or_regrasp,3,grouped_5fold_snapshot,5,moe_state_within_snapshot,within_snapshot_centered,235,30,22,0.11331239306812751,0.41311174645045895,noise+action_within_snapshot,-0.0006195098453968111,-0.007162645042407177,0.004486989455005409,-0.005497328914483332,0.005630198323258498,-0.0013434714741009485,0.014348804755627973
drop_or_regrasp,3,grouped_5fold_snapshot,5,moe_action+state_within_snapshot,within_snapshot_centered,235,30,22,0.11121325998143729,0.4016920421863332,noise+action_within_snapshot,0.0014796232412934043,-0.004274877021077774,0.006384347203827371,0.013129695496112368,0.007729331409948715,0.00015131807271586103,0.01749187582659268
drop_or_regrasp,3,grouped_5fold_snapshot,5,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,30,22,0.11498808568129178,0.4041740800811738,noise+action_within_snapshot,-0.0022952024585610924,-0.008581992630342046,0.002110484303667261,-0.020366880258310214,0.003954505710094217,-0.002112966276880986,0.010696410368949168
drop_or_regrasp,3,grouped_5fold_snapshot,5,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,30,22,0.1116408152754277,0.4033812211933529,noise+action_within_snapshot,0.0010520679473030147,-0.004386102388120619,0.005742464653156767,0.0093357088506083,0.007301776115958325,9.921755734563101e-05,0.016951947878877167
drop_or_regrasp,3,leave_one_worker_out,4,failure_rate_only,absolute,235,30,4,0.12389028302925975,0.43820457462307,noise+action,0.0,0.0,0.0,0.0,0.019922925832693325,0.003878079635668679,0.043362217550781956
drop_or_regrasp,3,leave_one_worker_out,4,noise+action,absolute,235,30,4,0.14381320886195306,0.5339488656649438,noise+action,-0.019922925832693325,-0.043362217550781956,-0.003878079635668679,-0.16081104462396,0.0,0.0,0.0
drop_or_regrasp,3,leave_one_worker_out,4,moe_action,absolute,235,30,4,0.1842955819281932,0.674946781917467,noise+action,-0.060405298898933445,-0.07378796432990273,-0.05296063733468564,-0.48757091695938126,-0.040482373066240133,-0.06044730292546998,-0.014555924835164233
drop_or_regrasp,3,leave_one_worker_out,4,moe_state,absolute,235,30,4,0.4006323532812779,1.9033218430338539,noise+action,-0.27674207025201814,-0.5310784529792174,-0.04339837502786843,-2.2337673583864417,-0.2568191444193248,-0.5130520949173677,-3.6157477086454225e-05
drop_or_regrasp,3,leave_one_worker_out,4,moe_action+state,absolute,235,30,4,0.24228150360155193,0.9616749193745903,noise+action,-0.11839122057229214,-0.19233803557563972,-0.044784594892534856,-0.9556134482664078,-0.09846829473959881,-0.17431167751378998,-0.0014223773417528882
drop_or_regrasp,3,leave_one_worker_out,4,noise+action+moe_action,absolute,235,30,4,0.1822855782221148,0.6737125456308866,noise+action,-0.05839529519285508,-0.07403786498067555,-0.049693468291021135,-0.4713468543700363,-0.03847236936016175,-0.057855939969191264,-0.013384608425584038
drop_or_regrasp,3,leave_one_worker_out,4,noise+action+moe_action+state,absolute,235,30,4,0.23919433602497514,0.9396118598669472,noise+action,-0.11530405299571542,-0.18741467294501954,-0.0458088408178262,-0.9306948872534541,-0.09538112716302209,-0.16938831488316983,-0.002446623267044215
drop_or_regrasp,3,leave_one_worker_out,4,noise+action_within_snapshot,within_snapshot_centered,235,30,4,0.12600726214259178,0.4579305727289229,noise+action_within_snapshot,-0.002116979113332026,-0.009594199774353683,0.0017422315504210862,-0.017087531496171083,0.0,0.0,0.0
drop_or_regrasp,3,leave_one_worker_out,4,moe_action_within_snapshot,within_snapshot_centered,235,30,4,0.1298323324881498,0.510350173457253,noise+action_within_snapshot,-0.005942049458890032,-0.025487765932269712,0.0041460622693059316,-0.04796219133252501,-0.003825070345558007,-0.01771546517973427,0.002403830718884846
drop_or_regrasp,3,leave_one_worker_out,4,moe_state_within_snapshot,within_snapshot_centered,235,30,4,0.12815435833592598,0.4768166316957154,noise+action_within_snapshot,-0.004264075306666246,-0.021521122092109626,0.004738706327832638,-0.034418157763504174,-0.0021470961933342195,-0.011878542519730794,0.004074093230571185
drop_or_regrasp,3,leave_one_worker_out,4,moe_action+state_within_snapshot,within_snapshot_centered,235,30,4,0.13244993386451318,0.5602559906080752,noise+action_within_snapshot,-0.00855965083525344,-0.03203301507463822,0.0035556339334612873,-0.06909057454676946,-0.006442671721921413,-0.022438815300284548,0.001813402383040201
drop_or_regrasp,3,leave_one_worker_out,4,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,30,4,0.12972486932576516,0.5099380130053826,noise+action_within_snapshot,-0.005834586296505424,-0.025373828140638866,0.004250183687563446,-0.04709478543307098,-0.0037176071831733965,-0.01696884812752626,0.0025079521371423586
drop_or_regrasp,3,leave_one_worker_out,4,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,30,4,0.1322175530282385,0.5569355041763155,noise+action_within_snapshot,-0.008327269998978775,-0.031360882957751746,0.0035610463668395327,-0.06721487589960613,-0.006210290885646747,-0.02867566387072391,0.0018188148164184458
subtask_undo,1,grouped_5fold_snapshot,5,failure_rate_only,absolute,235,8,22,0.033140750685554936,0.1524413873300331,noise+action,0.0,0.0,0.0,0.0,0.0008608174507362793,0.00010584714748382381,0.0017043891270735027
subtask_undo,1,grouped_5fold_snapshot,5,noise+action,absolute,235,8,22,0.03400156813629122,0.18847762005693633,noise+action,-0.0008608174507362793,-0.001711184389661602,-8.097690744791491e-05,-0.025974591188469485,0.0,0.0,0.0
subtask_undo,1,grouped_5fold_snapshot,5,moe_action,absolute,235,8,22,0.03355785614859057,0.21090148661707586,noise+action,-0.0004171054630356346,-0.003503290836450929,0.002720019089452468,-0.012585878545516424,0.0004437119877006444,-0.002670327313155923,0.003700643735630492
subtask_undo,1,grouped_5fold_snapshot,5,moe_state,absolute,235,8,22,0.03436478684251018,0.1939207998987155,noise+action,-0.0012240361569552413,-0.004365361088312441,0.000939936480965057,-0.036934472866022375,-0.0003632187062189618,-0.003731102809260653,0.0017143198396994237
subtask_undo,1,grouped_5fold_snapshot,5,moe_action+state,absolute,235,8,22,0.03545486673475595,0.22807851975781815,noise+action,-0.0023141160492010167,-0.009380396406395722,0.002408236982904542,-0.0698269049834671,-0.0014532985984647376,-0.00861813412982161,0.0032569098478756288
subtask_undo,1,grouped_5fold_snapshot,5,noise+action+moe_action,absolute,235,8,22,0.03329893902755092,0.21084480291026633,noise+action,-0.00015818834199598142,-0.0023460445678401788,0.002430815142579693,-0.004773227483496051,0.0007026291087402981,-0.0014121200386853071,0.003291783441965084
subtask_undo,1,grouped_5fold_snapshot,5,noise+action+moe_action+state,absolute,235,8,22,0.0353089642491447,0.2283929658376258,noise+action,-0.002168213563589767,-0.008784031001171642,0.0021580233663345827,-0.06542439500426966,-0.0013073961128534882,-0.007814425504526112,0.003081815078071531
subtask_undo,1,grouped_5fold_snapshot,5,noise+action_within_snapshot,within_snapshot_centered,235,8,22,0.03233216541227835,0.14220727230572713,noise+action_within_snapshot,0.0008085852732765926,-0.0003570294007917715,0.0025298972516414513,0.024398520146649266,0.0,0.0,0.0
subtask_undo,1,grouped_5fold_snapshot,5,moe_action_within_snapshot,within_snapshot_centered,235,8,22,0.036100552330042064,0.17410832962250603,noise+action_within_snapshot,-0.0029598016444871283,-0.01321569625684091,0.005397895237301154,-0.08931003623213693,-0.00376838691776372,-0.01430775848281666,0.0043828674736498974
subtask_undo,1,grouped_5fold_snapshot,5,moe_state_within_snapshot,within_snapshot_centered,235,8,22,0.03853913040317949,0.19722600338870275,noise+action_within_snapshot,-0.00539837971762455,-0.015226762099211543,-0.000416274630735667,-0.16289249959499386,-0.006206964990901142,-0.015992345808033534,-0.0007904788705995045
subtask_undo,1,grouped_5fold_snapshot,5,moe_action+state_within_snapshot,within_snapshot_centered,235,8,22,0.03245109210089351,0.15502891134827437,noise+action_within_snapshot,0.0006896585846614277,-0.0032747517211262067,0.005018790700419775,0.020809986810649682,-0.00011892668861516518,-0.004012610073914476,0.004136923600950149
subtask_undo,1,grouped_5fold_snapshot,5,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,8,22,0.036155659741541404,0.17422752543134534,noise+action_within_snapshot,-0.0030149090559864634,-0.012750387148259615,0.005048300969650191,-0.09097286553923994,-0.0038234943292630567,-0.014074765466211935,0.003932421582499184
subtask_undo,1,grouped_5fold_snapshot,5,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,8,22,0.033130745227518105,0.1569267771736769,noise+action_within_snapshot,1.0005458036832031e-05,-0.005489133475742165,0.0050350678346288945,0.00030190800841433903,-0.0007985798152397604,-0.005948134646652372,0.004068137408798194
subtask_undo,1,leave_one_worker_out,4,failure_rate_only,absolute,235,8,4,0.03406123624734717,0.17340544816154477,noise+action,0.0,0.0,0.0,0.0,0.0003507480861286353,-0.00037628127233061965,0.0012772275023867428
subtask_undo,1,leave_one_worker_out,4,noise+action,absolute,235,8,4,0.0344119843334758,0.2143592480064093,noise+action,-0.0003507480861286353,-0.0012772275023867428,0.00037628127233061965,-0.010297573569601514,0.0,0.0,0.0
subtask_undo,1,leave_one_worker_out,4,moe_action,absolute,235,8,4,0.03663987664451579,0.33555480238311025,noise+action,-0.0025786403971686297,-0.005211726094367232,4.255105528984612e-05,-0.07570601308898366,-0.0022278923110399945,-0.005104704320168919,-7.793343331519833e-05
subtask_undo,1,leave_one_worker_out,4,moe_state,absolute,235,8,4,0.03485075053049862,0.32502030343086225,noise+action,-0.0007895142831514523,-0.0017635867340919779,0.0007651779102184305,-0.02317926094690538,-0.00043876619702281695,-0.0011112634228126158,0.0003888966378878107
subtask_undo,1,leave_one_worker_out,4,moe_action+state,absolute,235,8,4,0.034120318230473304,0.37138976224193637,noise+action,-5.90819831261392e-05,-0.0015487575772073006,0.0008917003788646665,-0.0017345812905055888,0.00029166610300249574,-0.00029157107061995234,0.0009987221530629797
subtask_undo,1,leave_one_worker_out,4,noise+action+moe_action,absolute,235,8,4,0.03558774555363002,0.3286268767514663,noise+action,-0.0015265093062828544,-0.0029627366136425093,0.00045170297261884815,-0.04481661485207382,-0.0011757612201542189,-0.0027148332887592936,7.542170028822837e-05
subtask_undo,1,leave_one_worker_out,4,noise+action+moe_action+state,absolute,235,8,4,0.03410369001308606,0.3696352660890584,noise+action,-4.245376573889154e-05,-0.0015502299144408646,0.0008946090927538459,-0.0012463953284196493,0.0003082943203897436,-0.00027951162534202114,0.0010016308669521595
subtask_undo,1,leave_one_worker_out,4,noise+action_within_snapshot,within_snapshot_centered,235,8,4,0.034288945744437596,0.18569961090688655,noise+action_within_snapshot,-0.00022770949709042875,-0.0009128218366241805,0.0003414768314155756,-0.006685297487056528,0.0,0.0,0.0
subtask_undo,1,leave_one_worker_out,4,moe_action_within_snapshot,within_snapshot_centered,235,8,4,0.03465703457165864,0.2600351881711591,noise+action_within_snapshot,-0.0005957983243114763,-0.0015799301034929985,0.001094389240308203,-0.017491975921980207,-0.00036808882722104755,-0.0018449536971144214,0.0020072110769323837
subtask_undo,1,leave_one_worker_out,4,moe_state_within_snapshot,within_snapshot_centered,235,8,4,0.03984131294333936,0.2653891894618596,noise+action_within_snapshot,-0.0057800766959922,-0.015452137526517619,0.0007501229384501117,-0.16969662093349228,-0.005552367198901772,-0.015284721291191487,0.0004086461070345358
subtask_undo,1,leave_one_worker_out,4,moe_action+state_within_snapshot,within_snapshot_centered,235,8,4,0.03386274389433054,0.2680769554848719,noise+action_within_snapshot,0.00019849235301662313,-0.0006000685370227725,0.0012417615869245331,0.005827514643778748,0.0004262018501070517,-0.00031994399124467857,0.0014091778222506605
subtask_undo,1,leave_one_worker_out,4,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,8,4,0.03466077637476258,0.2659201574663524,noise+action_within_snapshot,-0.0005995401274154143,-0.0012553348499405193,0.000474990554822652,-0.01760183109801568,-0.0003718306303249854,-0.0015203584435619423,0.0013878123914468317
subtask_undo,1,leave_one_worker_out,4,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,8,4,0.033893892610478975,0.2715839264523034,noise+action_within_snapshot,0.00016734363686818655,-0.0008398277396956574,0.0012993510581268174,0.004913022993439352,0.0003950531339586151,-0.0002845889931609727,0.0014667672934529441
subtask_undo,3,grouped_5fold_snapshot,5,failure_rate_only,absolute,235,8,22,0.033140750685554936,0.1524413873300331,noise+action,0.0,0.0,0.0,0.0,0.0006513130782405395,-0.00024179783408333907,0.001620912384552799
subtask_undo,3,grouped_5fold_snapshot,5,noise+action,absolute,235,8,22,0.03379206376379548,0.1831873570115387,noise+action,-0.0006513130782405395,-0.0015919552372969093,0.0002277212407996592,-0.01965293678529821,0.0,0.0,0.0
subtask_undo,3,grouped_5fold_snapshot,5,moe_action,absolute,235,8,22,0.034097405802154375,0.2776211089374766,noise+action,-0.0009566551165994335,-0.002398453670936312,0.0004013121037111884,-0.028866428696088978,-0.000305342038358894,-0.0014333476944676706,0.0006867415106840112
subtask_undo,3,grouped_5fold_snapshot,5,moe_state,absolute,235,8,22,0.03339564424409444,0.22290161385130908,noise+action,-0.0002548935585395025,-0.0012742352481111697,0.0006452313756763018,-0.007691242753007492,0.00039641951970103683,-0.00018319291571915428,0.001050662577494657
subtask_undo,3,grouped_5fold_snapshot,5,moe_action+state,absolute,235,8,22,0.03366308541635012,0.2740182379651142,noise+action,-0.0005223347307951789,-0.0019172020045770805,0.0006505946871238687,-0.015761101362826067,0.0001289783474453608,-0.0006289725291299259,0.0008956107139869795
subtask_undo,3,grouped_5fold_snapshot,5,noise+action+moe_action,absolute,235,8,22,0.03394911651589229,0.2795385322688342,noise+action,-0.0008083658303373495,-0.0022472741959572726,0.00047217848487834805,-0.02439189860263763,-0.00015705275209681001,-0.001107395503421372,0.0006991257320025658
subtask_undo,3,grouped_5fold_snapshot,5,noise+action+moe_action+state,absolute,235,8,22,0.03387473418685348,0.27438306462187584,noise+action,-0.000733983501298541,-0.002173283332673585,0.0005554803133563242,-0.022147461542519085,-8.267042305800133e-05,-0.0009919334684630279,0.0007786342751251199
subtask_undo,3,grouped_5fold_snapshot,5,noise+action_within_snapshot,within_snapshot_centered,235,8,22,0.03542550990221816,0.1840401649478431,noise+action_within_snapshot,-0.0022847592166632172,-0.00603776655830444,9.861391114593902e-06,-0.06894108218432951,0.0,0.0,0.0
subtask_undo,3,grouped_5fold_snapshot,5,moe_action_within_snapshot,within_snapshot_centered,235,8,22,0.033327506815102256,0.18565506537247956,noise+action_within_snapshot,-0.00018675612954731447,-0.004647631859796566,0.004558747887473521,-0.0056352413775803785,0.002098003087115904,-0.003022192362444866,0.0076094737137598146
subtask_undo,3,grouped_5fold_snapshot,5,moe_state_within_snapshot,within_snapshot_centered,235,8,22,0.052022438724004465,0.3433666693328473,noise+action_within_snapshot,-0.018881688038449525,-0.047580629153672074,0.00040547667238820197,-0.569742315664548,-0.016596928821786306,-0.04431953939536239,0.0007655662298570763
subtask_undo,3,grouped_5fold_snapshot,5,moe_action+state_within_snapshot,within_snapshot_centered,235,8,22,0.03220306895579246,0.24868978267337488,noise+action_within_snapshot,0.0009376817297624771,-0.0009422695281449913,0.0029850472107884767,0.028293919430472787,0.0032224409464256952,0.0004750011066991582,0.006866473486441467
subtask_undo,3,grouped_5fold_snapshot,5,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,8,22,0.033067816196598564,0.18519326232037728,noise+action_within_snapshot,7.293448895637813e-05,-0.0036116434366866906,0.004283394982072843,0.0022007494533963015,0.0023576937056195954,-0.002312551908977207,0.0075787086954469205
subtask_undo,3,grouped_5fold_snapshot,5,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,8,22,0.032391551204017696,0.24841080010198763,noise+action_within_snapshot,0.0007491994815372435,-0.0010199916131294032,0.002684143583274423,0.02260659357555824,0.0030339586982004616,0.0003968628991520012,0.006665347054526928
subtask_undo,3,leave_one_worker_out,4,failure_rate_only,absolute,235,8,4,0.03406123624734717,0.17340544816154477,noise+action,0.0,0.0,0.0,0.0,0.0009565377680327239,-7.451742998961486e-05,0.001595409937710897
subtask_undo,3,leave_one_worker_out,4,noise+action,absolute,235,8,4,0.035017774015379886,0.23795615642901805,noise+action,-0.0009565377680327239,-0.001595409937710897,7.451742998961486e-05,-0.028082884634207102,0.0,0.0,0.0
subtask_undo,3,leave_one_worker_out,4,moe_action,absolute,235,8,4,0.034172585069142294,0.41413654503163083,noise+action,-0.00011134882179512344,-0.0015579214761304561,0.0007625148522268295,-0.0032690775222169377,0.0008451889462376006,-0.0001247393761294359,0.001999924716632796
subtask_undo,3,leave_one_worker_out,4,moe_state,absolute,235,8,4,0.03616900364447517,0.48738817969092735,noise+action,-0.0021077673971280036,-0.00466963695282015,0.0007985585930933137,-0.06188170569681437,-0.00115122962909528,-0.004744154382809763,0.0020669699810112866
subtask_undo,3,leave_one_worker_out,4,moe_action+state,absolute,235,8,4,0.03418632946938648,0.4708919743221654,noise+action,-0.00012509322203931825,-0.0015611638973612725,0.0007969509162502873,-0.0036725978214916088,0.0008314445459934055,-0.0001279817973602534,0.0020653623041682603
