worker,failure_branches,snapshots,loop_branches,loop_rate,selected_model_brier,failure_rate_only_brier,noise_action_brier,brier_gain_vs_rate,brier_gain_vs_noise_action
0,71,6,45,0.6338028169014085,0.22470736244392217,0.23944290370420024,0.2492062085729929,0.014735541260278042,0.02449884612907075
1,80,5,76,0.95,0.17085419131786267,0.1985952133194589,0.2032650289048532,0.027741022001596248,0.032410837586990544
2,75,5,36,0.48,0.33131831024389957,0.3480390625,0.35810845554510995,0.016720752256100386,0.02679014530121035
3,9,6,6,0.6666666666666666,0.19703135246871128,0.22300754431304984,0.23902034085578616,0.025976191844338532,0.04198898838707484
