cv_scheme,snapshot_key,worker,model,observed_failure_rate,predicted_failure_rate
leave_one_snapshot_out,w00_s000,0,mean_rate,0.5625,0.6458333333333334
leave_one_snapshot_out,w00_s001,0,mean_rate,0.75,0.6145833333333334
leave_one_snapshot_out,w01_s000,1,mean_rate,1.0,0.5729166666666666
leave_one_snapshot_out,w01_s001,1,mean_rate,1.0,0.5729166666666666
leave_one_snapshot_out,w02_s000,2,mean_rate,1.0,0.5729166666666666
leave_one_snapshot_out,w03_s000,3,mean_rate,0.0625,0.7291666666666666
leave_one_snapshot_out,w03_s001,3,mean_rate,0.0625,0.7291666666666666
leave_one_snapshot_out,w00_s000,0,initial_sim_state,0.5625,0.6990000605583191
leave_one_snapshot_out,w00_s001,0,initial_sim_state,0.75,0.5201104283332825
leave_one_snapshot_out,w01_s000,1,initial_sim_state,1.0,0.8979436755180359
leave_one_snapshot_out,w01_s001,1,initial_sim_state,1.0,0.9239401817321777
leave_one_snapshot_out,w02_s000,2,initial_sim_state,1.0,0.34604978561401367
leave_one_snapshot_out,w03_s000,3,initial_sim_state,0.0625,0.5969123244285583
leave_one_snapshot_out,w03_s001,3,initial_sim_state,0.0625,0.3866744041442871
leave_one_snapshot_out,w00_s000,0,initial_policy_state,0.5625,0.5198018550872803
leave_one_snapshot_out,w00_s001,0,initial_policy_state,0.75,0.2986423373222351
leave_one_snapshot_out,w01_s000,1,initial_policy_state,1.0,0.6805118918418884
leave_one_snapshot_out,w01_s001,1,initial_policy_state,1.0,0.9442061185836792
leave_one_snapshot_out,w02_s000,2,initial_policy_state,1.0,0.5764687657356262
leave_one_snapshot_out,w03_s000,3,initial_policy_state,0.0625,0.6888017654418945
leave_one_snapshot_out,w03_s001,3,initial_policy_state,0.0625,0.7985584139823914
leave_one_snapshot_out,w00_s000,0,mean_output_action,0.5625,1.0
leave_one_snapshot_out,w00_s001,0,mean_output_action,0.75,0.40441954135894775
leave_one_snapshot_out,w01_s000,1,mean_output_action,1.0,0.6981799602508545
leave_one_snapshot_out,w01_s001,1,mean_output_action,1.0,0.4489620327949524
leave_one_snapshot_out,w02_s000,2,mean_output_action,1.0,0.0
leave_one_snapshot_out,w03_s000,3,mean_output_action,0.0625,0.5743951797485352
leave_one_snapshot_out,w03_s001,3,mean_output_action,0.0625,0.34485942125320435
leave_one_snapshot_out,w00_s000,0,as_moe,0.5625,0.6458333134651184
leave_one_snapshot_out,w00_s001,0,as_moe,0.75,0.6145833134651184
leave_one_snapshot_out,w01_s000,1,as_moe,1.0,0.5729166865348816
leave_one_snapshot_out,w01_s001,1,as_moe,1.0,0.5729166865348816
leave_one_snapshot_out,w02_s000,2,as_moe,1.0,0.5729166865348816
leave_one_snapshot_out,w03_s000,3,as_moe,0.0625,0.7291666865348816
leave_one_snapshot_out,w03_s001,3,as_moe,0.0625,0.7291666865348816
leave_one_snapshot_out,w00_s000,0,mean_moe_action,0.5625,0.7287176251411438
leave_one_snapshot_out,w00_s001,0,mean_moe_action,0.75,0.4796546995639801
leave_one_snapshot_out,w01_s000,1,mean_moe_action,1.0,0.8372372388839722
