prefix_queries,token_family,layer_group,denoise_step,metric,top_quartile_failure_rate,bottom_quartile_failure_rate,failure_rate_difference,ci95_low,ci95_high,permutation_p_raw,permutation_p_maxT,n_top,n_bottom
1,state,back_12_15,8,top1_mass,0.1875,0.5,-0.3125,-0.565625,-0.09218750000000009,0.18181818181818182,0.9090909090909091,16,16
1,action,back_12_15,7,top1_mass,0.1875,0.375,-0.1875,-0.25,0.0,0.09090909090909091,1.0,16,16
1,action,front_2_5,9,token_dispersion,0.5,0.3125,0.1875,-0.1578125,0.4406249999999998,0.09090909090909091,1.0,16,16
1,state,back_12_15,0,top1_mass,0.1875,0.4375,-0.25,-0.375,0.0,0.09090909090909091,1.0,16,16
1,state,back_12_15,3,entropy,0.5,0.25,0.25,0.12187500000000001,0.375,0.09090909090909091,1.0,16,16
1,state,front_2_5,0,consensus_distance,0.375,0.1875,0.1875,0.0921875,0.25,0.09090909090909091,1.0,16,16
1,state,front_2_5,0,top1_mass,0.5,0.3125,0.1875,0.0921875,0.25,0.09090909090909091,1.0,16,16
1,action,back_12_15,5,top1_mass,0.1875,0.375,-0.1875,-0.25,-0.09218750000000009,0.18181818181818182,1.0,16,16
1,action,back_12_15,6,top1_mass,0.1875,0.375,-0.1875,-0.3453125,-0.09218750000000009,0.18181818181818182,1.0,16,16
1,state,back_12_15,7,entropy,0.4375,0.1875,0.25,-0.1578125,0.5984374999999997,0.18181818181818182,1.0,16,16
1,state,front_2_5,1,top1_mass,0.4375,0.25,0.1875,0.0921875,0.25,0.18181818181818182,1.0,16,16
1,action,back_12_15,0,entropy,0.25,0.5,-0.25,-0.4078125,-0.09218750000000009,0.2727272727272727,1.0,16,16
1,action,back_12_15,1,top1_mass,0.5625,0.4375,0.125,-0.06562499999999999,0.25,0.2727272727272727,1.0,16,16
1,action,back_12_15,9,consensus_distance,0.5,0.3125,0.1875,-0.1578125,0.3125,0.2727272727272727,1.0,16,16
1,action,front_2_5,0,token_dispersion,0.5,0.3125,0.1875,-0.1578125,0.3125,0.2727272727272727,1.0,16,16
1,action,front_2_5,3,consensus_distance,0.5625,0.4375,0.125,-0.06562499999999999,0.25,0.2727272727272727,1.0,16,16
1,action,front_2_5,8,consensus_distance,0.5,0.3125,0.1875,0.0921875,0.25,0.2727272727272727,1.0,16,16
1,state,front_2_5,1,consensus_distance,0.375,0.25,0.125,0.0625,0.2203124999999999,0.2727272727272727,1.0,16,16
1,state,front_2_5,8,entropy,0.4375,0.1875,0.25,-0.06562499999999999,0.4406249999999998,0.2727272727272727,1.0,16,16
1,action,back_12_15,1,entropy,0.25,0.4375,-0.1875,-0.3453125,0.0,0.36363636363636365,1.0,16,16
1,action,back_12_15,9,entropy,0.25,0.4375,-0.1875,-0.4734375,0.0,0.36363636363636365,1.0,16,16
1,action,front_2_5,5,consensus_distance,0.5,0.375,0.125,0.029687500000000002,0.2203124999999999,0.36363636363636365,1.0,16,16
1,action,front_2_5,6,consensus_distance,0.5,0.375,0.125,0.029687500000000002,0.2203124999999999,0.36363636363636365,1.0,16,16
1,action,front_2_5,6,top1_mass,0.4375,0.25,0.1875,0.0,0.25,0.36363636363636365,1.0,16,16
1,action,front_2_5,7,top1_mass,0.4375,0.25,0.1875,0.0,0.25,0.36363636363636365,1.0,16,16
1,action,front_2_5,9,consensus_distance,0.4375,0.25,0.1875,0.0921875,0.25,0.36363636363636365,1.0,16,16
1,state,back_12_15,6,entropy,0.25,0.375,-0.125,-0.25,0.0,0.36363636363636365,1.0,16,16
1,state,back_12_15,8,consensus_distance,0.4375,0.25,0.1875,-0.1578125,0.4406249999999998,0.36363636363636365,1.0,16,16
1,state,front_2_5,2,top1_mass,0.4375,0.3125,0.125,-0.1578125,0.2828124999999999,0.36363636363636365,1.0,16,16
1,state,front_2_5,5,top1_mass,0.375,0.25,0.125,0.0,0.1875,0.36363636363636365,1.0,16,16
