kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,541,537,2.804339818699383,4,541,load_contrast__current,libero_long_20260908
episode,0.03,541,526,2.676658894620709,15,541,load_contrast__current,libero_long_20260908
episode,0.05,541,515,2.3977725216134003,26,541,load_contrast__current,libero_long_20260908
episode,0.1,541,488,2.180948802586463,53,541,load_contrast__current,libero_long_20260908
episode,0.15,541,461,2.0628998463695023,80,541,load_contrast__current,libero_long_20260908
episode,0.2,541,434,1.9325423462322284,107,541,load_contrast__current,libero_long_20260908
task_init,0.01,70,71,inf,0,541,load_contrast__current,libero_long_20260908
task_init,0.03,70,69,3.046037116272981,1,541,load_contrast__current,libero_long_20260908
task_init,0.05,70,68,2.897416925363088,2,541,load_contrast__current,libero_long_20260908
task_init,0.1,70,64,2.43466989970472,6,541,load_contrast__current,libero_long_20260908
task_init,0.15,70,61,2.2898834654617297,9,541,load_contrast__current,libero_long_20260908
task_init,0.2,70,57,2.1625573413464325,13,541,load_contrast__current,libero_long_20260908
episode,0.01,541,537,2.7466919625409987,4,541,load_contrast__cumsum,libero_long_20260908
episode,0.03,541,526,2.569662921805376,15,541,load_contrast__cumsum,libero_long_20260908
episode,0.05,541,515,2.3879638470176756,26,541,load_contrast__cumsum,libero_long_20260908
episode,0.1,541,488,2.126017374921499,53,541,load_contrast__cumsum,libero_long_20260908
episode,0.15,541,461,2.0589234728756987,80,541,load_contrast__cumsum,libero_long_20260908
episode,0.2,541,434,1.9438466804876273,107,541,load_contrast__cumsum,libero_long_20260908
task_init,0.01,70,71,inf,0,541,load_contrast__cumsum,libero_long_20260908
task_init,0.03,70,69,2.7777320899287647,1,541,load_contrast__cumsum,libero_long_20260908
task_init,0.05,70,68,2.775479442446773,2,541,load_contrast__cumsum,libero_long_20260908
task_init,0.1,70,64,2.2598633422701333,6,541,load_contrast__cumsum,libero_long_20260908
task_init,0.15,70,61,2.166881236480357,9,541,load_contrast__cumsum,libero_long_20260908
task_init,0.2,70,57,2.1290287472605756,13,541,load_contrast__cumsum,libero_long_20260908
episode,0.01,541,537,3.2170503737573197,4,541,stats_contrast__current,libero_long_20260908
episode,0.03,541,526,2.70066719481906,15,541,stats_contrast__current,libero_long_20260908
episode,0.05,541,515,2.5185145007190606,26,541,stats_contrast__current,libero_long_20260908
episode,0.1,541,488,2.2932642827765193,53,541,stats_contrast__current,libero_long_20260908
episode,0.15,541,461,2.136558071816778,80,541,stats_contrast__current,libero_long_20260908
episode,0.2,541,434,2.038918481231077,107,541,stats_contrast__current,libero_long_20260908
task_init,0.01,70,71,inf,0,541,stats_contrast__current,libero_long_20260908
task_init,0.03,70,69,3.308480320407328,1,541,stats_contrast__current,libero_long_20260908
task_init,0.05,70,68,3.237498776417952,2,541,stats_contrast__current,libero_long_20260908
task_init,0.1,70,64,2.943476789147021,6,541,stats_contrast__current,libero_long_20260908
task_init,0.15,70,61,2.7179353217455517,9,541,stats_contrast__current,libero_long_20260908
task_init,0.2,70,57,2.569711949045265,13,541,stats_contrast__current,libero_long_20260908
episode,0.01,541,537,2.593653091429096,4,541,stats_contrast__cumsum,libero_long_20260908
episode,0.03,541,526,2.0404017887811525,15,541,stats_contrast__cumsum,libero_long_20260908
episode,0.05,541,515,1.8113308195731892,26,541,stats_contrast__cumsum,libero_long_20260908
episode,0.1,541,488,1.6658524937047112,53,541,stats_contrast__cumsum,libero_long_20260908
episode,0.15,541,461,1.5278151351218399,80,541,stats_contrast__cumsum,libero_long_20260908
episode,0.2,541,434,1.439217897020983,107,541,stats_contrast__cumsum,libero_long_20260908
task_init,0.01,70,71,inf,0,541,stats_contrast__cumsum,libero_long_20260908
task_init,0.03,70,69,2.593653091429096,1,541,stats_contrast__cumsum,libero_long_20260908
task_init,0.05,70,68,2.2498231094933923,2,541,stats_contrast__cumsum,libero_long_20260908
task_init,0.1,70,64,1.8873858142714062,6,541,stats_contrast__cumsum,libero_long_20260908
task_init,0.15,70,61,1.8057485160271791,9,541,stats_contrast__cumsum,libero_long_20260908
task_init,0.2,70,57,1.6658524937047112,13,541,stats_contrast__cumsum,libero_long_20260908
episode,0.01,541,537,3.299000021810328,4,541,history_contrast__current,libero_long_20260908
episode,0.03,541,526,2.5777024712522,15,541,history_contrast__current,libero_long_20260908
episode,0.05,541,515,2.4210284738835375,26,541,history_contrast__current,libero_long_20260908
episode,0.1,541,488,2.0734600887202377,53,541,history_contrast__current,libero_long_20260908
episode,0.15,541,461,1.932310012848324,80,541,history_contrast__current,libero_long_20260908
episode,0.2,541,434,1.837324559319476,107,541,history_contrast__current,libero_long_20260908
task_init,0.01,70,71,inf,0,541,history_contrast__current,libero_long_20260908
task_init,0.03,70,69,3.3159981366861717,1,541,history_contrast__current,libero_long_20260908
task_init,0.05,70,68,3.004499864336007,2,541,history_contrast__current,libero_long_20260908
task_init,0.1,70,64,2.5689228683000223,6,541,history_contrast__current,libero_long_20260908
task_init,0.15,70,61,2.4957976976575633,9,541,history_contrast__current,libero_long_20260908
task_init,0.2,70,57,2.257459231898577,13,541,history_contrast__current,libero_long_20260908
episode,0.01,541,537,2.91501704416571,4,541,history_contrast__cumsum,libero_long_20260908
episode,0.03,541,526,2.2937986378389605,15,541,history_contrast__cumsum,libero_long_20260908
episode,0.05,541,515,2.1851687316592874,26,541,history_contrast__cumsum,libero_long_20260908
episode,0.1,541,488,1.95733588715407,53,541,history_contrast__cumsum,libero_long_20260908
episode,0.15,541,461,1.7954350305931543,80,541,history_contrast__cumsum,libero_long_20260908
episode,0.2,541,434,1.6485164066093183,107,541,history_contrast__cumsum,libero_long_20260908
task_init,0.01,70,71,inf,0,541,history_contrast__cumsum,libero_long_20260908
task_init,0.03,70,69,2.91501704416571,1,541,history_contrast__cumsum,libero_long_20260908
task_init,0.05,70,68,2.795340293101668,2,541,history_contrast__cumsum,libero_long_20260908
task_init,0.1,70,64,2.2628637168229115,6,541,history_contrast__cumsum,libero_long_20260908
task_init,0.15,70,61,2.159387106197062,9,541,history_contrast__cumsum,libero_long_20260908
task_init,0.2,70,57,2.0171549964121183,13,541,history_contrast__cumsum,libero_long_20260908
episode,0.01,541,537,3.132907454159163,4,541,behavior_contrast__current,libero_long_20260908
episode,0.03,541,526,2.4845044726896925,15,541,behavior_contrast__current,libero_long_20260908
episode,0.05,541,515,2.25691533754725,26,541,behavior_contrast__current,libero_long_20260908
episode,0.1,541,488,1.9482843045545932,53,541,behavior_contrast__current,libero_long_20260908
episode,0.15,541,461,1.7601370055426004,80,541,behavior_contrast__current,libero_long_20260908
episode,0.2,541,434,1.6673730313907698,107,541,behavior_contrast__current,libero_long_20260908
task_init,0.01,70,71,inf,0,541,behavior_contrast__current,libero_long_20260908
task_init,0.03,70,69,4.76040905452682,1,541,behavior_contrast__current,libero_long_20260908
task_init,0.05,70,68,3.3183048452007795,2,541,behavior_contrast__current,libero_long_20260908
task_init,0.1,70,64,2.8742513421222733,6,541,behavior_contrast__current,libero_long_20260908
task_init,0.15,70,61,2.4155186060041793,9,541,behavior_contrast__current,libero_long_20260908
task_init,0.2,70,57,2.2719686120756224,13,541,behavior_contrast__current,libero_long_20260908
episode,0.01,541,537,1.457358818934478,4,541,behavior_contrast__cumsum,libero_long_20260908
episode,0.03,541,526,1.2980247117098167,15,541,behavior_contrast__cumsum,libero_long_20260908
episode,0.05,541,515,1.171949723131135,26,541,behavior_contrast__cumsum,libero_long_20260908
episode,0.1,541,488,1.0132001831459259,53,541,behavior_contrast__cumsum,libero_long_20260908
episode,0.15,541,461,0.9605742830736649,80,541,behavior_contrast__cumsum,libero_long_20260908
episode,0.2,541,434,0.8989131628682134,107,541,behavior_contrast__cumsum,libero_long_20260908
task_init,0.01,70,71,inf,0,541,behavior_contrast__cumsum,libero_long_20260908
task_init,0.03,70,69,1.556407318660508,1,541,behavior_contrast__cumsum,libero_long_20260908
task_init,0.05,70,68,1.532328872222802,2,541,behavior_contrast__cumsum,libero_long_20260908
task_init,0.1,70,64,1.3927624666531546,6,541,behavior_contrast__cumsum,libero_long_20260908
task_init,0.15,70,61,1.2840528303470933,9,541,behavior_contrast__cumsum,libero_long_20260908
task_init,0.2,70,57,1.1401764201809463,13,541,behavior_contrast__cumsum,libero_long_20260908
episode,0.01,541,537,21.435822483228183,4,541,stats_success__current,libero_long_20260908
episode,0.03,541,526,9.634065035394913,15,541,stats_success__current,libero_long_20260908
episode,0.05,541,515,7.707640024666635,26,541,stats_success__current,libero_long_20260908
episode,0.1,541,488,6.086228739610208,53,541,stats_success__current,libero_long_20260908
episode,0.15,541,461,5.11119876370474,80,541,stats_success__current,libero_long_20260908
episode,0.2,541,434,4.414266134463766,107,541,stats_success__current,libero_long_20260908
task_init,0.01,70,71,inf,0,541,stats_success__current,libero_long_20260908
task_init,0.03,70,69,36.266845014068174,1,541,stats_success__current,libero_long_20260908
task_init,0.05,70,68,25.957338336025746,2,541,stats_success__current,libero_long_20260908
task_init,0.1,70,64,15.268239297138704,6,541,stats_success__current,libero_long_20260908
task_init,0.15,70,61,13.11263192251651,9,541,stats_success__current,libero_long_20260908
task_init,0.2,70,57,9.037420076912266,13,541,stats_success__current,libero_long_20260908
episode,0.01,541,537,4.8910600346129325,4,541,stats_success__cumsum,libero_long_20260908
episode,0.03,541,526,3.7116947679884307,15,541,stats_success__cumsum,libero_long_20260908
episode,0.05,541,515,2.7743720952020454,26,541,stats_success__cumsum,libero_long_20260908
episode,0.1,541,488,2.2750805067505477,53,541,stats_success__cumsum,libero_long_20260908
episode,0.15,541,461,2.0468472049376647,80,541,stats_success__cumsum,libero_long_20260908
episode,0.2,541,434,1.8613147842246067,107,541,stats_success__cumsum,libero_long_20260908
task_init,0.01,70,71,inf,0,541,stats_success__cumsum,libero_long_20260908
task_init,0.03,70,69,6.3490726982879755,1,541,stats_success__cumsum,libero_long_20260908
task_init,0.05,70,68,5.349531425657768,2,541,stats_success__cumsum,libero_long_20260908
task_init,0.1,70,64,4.412705889152436,6,541,stats_success__cumsum,libero_long_20260908
task_init,0.15,70,61,3.2428907291891766,9,541,stats_success__cumsum,libero_long_20260908
task_init,0.2,70,57,2.8230256375414666,13,541,stats_success__cumsum,libero_long_20260908
episode,0.01,541,537,5.360040234141719,4,541,entropy_low__current,libero_long_20260908
episode,0.03,541,526,4.538633735294367,15,541,entropy_low__current,libero_long_20260908
episode,0.05,541,515,4.0295250307821755,26,541,entropy_low__current,libero_long_20260908
episode,0.1,541,488,3.4871032144757628,53,541,entropy_low__current,libero_long_20260908
episode,0.15,541,461,3.2303138536832545,80,541,entropy_low__current,libero_long_20260908
episode,0.2,541,434,3.030169621010457,107,541,entropy_low__current,libero_long_20260908
task_init,0.01,70,71,inf,0,541,entropy_low__current,libero_long_20260908
task_init,0.03,70,69,7.360648681879471,1,541,entropy_low__current,libero_long_20260908
task_init,0.05,70,68,6.299401322542238,2,541,entropy_low__current,libero_long_20260908
task_init,0.1,70,64,4.644544216831148,6,541,entropy_low__current,libero_long_20260908
task_init,0.15,70,61,4.333494649713641,9,541,entropy_low__current,libero_long_20260908
task_init,0.2,70,57,3.7961783147938735,13,541,entropy_low__current,libero_long_20260908
episode,0.01,541,537,0.025272695759125823,4,541,entropy_low__cumsum,libero_long_20260908
episode,0.03,541,526,0.02119045061735815,15,541,entropy_low__cumsum,libero_long_20260908
episode,0.05,541,515,0.017927136111932928,26,541,entropy_low__cumsum,libero_long_20260908
episode,0.1,541,488,0.014941761701266357,53,541,entropy_low__cumsum,libero_long_20260908
