kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,520,516,5.112850713661279,4,520,stats_contrast__current,libero_long_20260907_cap512
episode,0.03,520,506,4.731016632098252,14,520,stats_contrast__current,libero_long_20260907_cap512
episode,0.05,520,495,4.126354063250165,25,520,stats_contrast__current,libero_long_20260907_cap512
episode,0.1,520,469,3.4677518439406114,51,520,stats_contrast__current,libero_long_20260907_cap512
episode,0.15,520,443,2.8595520440669318,77,520,stats_contrast__current,libero_long_20260907_cap512
episode,0.2,520,417,2.550761395296453,103,520,stats_contrast__current,libero_long_20260907_cap512
task_init,0.01,70,71,inf,0,520,stats_contrast__current,libero_long_20260907_cap512
task_init,0.03,70,69,5.573611922868292,1,520,stats_contrast__current,libero_long_20260907_cap512
task_init,0.05,70,68,5.112850713661279,2,520,stats_contrast__current,libero_long_20260907_cap512
task_init,0.1,70,64,4.852980468246732,6,520,stats_contrast__current,libero_long_20260907_cap512
task_init,0.15,70,61,4.053063299734419,9,520,stats_contrast__current,libero_long_20260907_cap512
task_init,0.2,70,57,3.7736248397897816,13,520,stats_contrast__current,libero_long_20260907_cap512
episode,0.01,520,516,4.790190104821663,4,520,stats_contrast__cumsum,libero_long_20260907_cap512
episode,0.03,520,506,4.493760261954974,14,520,stats_contrast__cumsum,libero_long_20260907_cap512
episode,0.05,520,495,4.233816831703408,25,520,stats_contrast__cumsum,libero_long_20260907_cap512
episode,0.1,520,469,3.2564317952863364,51,520,stats_contrast__cumsum,libero_long_20260907_cap512
episode,0.15,520,443,2.2945886267826205,77,520,stats_contrast__cumsum,libero_long_20260907_cap512
episode,0.2,520,417,2.038703501275984,103,520,stats_contrast__cumsum,libero_long_20260907_cap512
task_init,0.01,70,71,inf,0,520,stats_contrast__cumsum,libero_long_20260907_cap512
task_init,0.03,70,69,5.155108592929341,1,520,stats_contrast__cumsum,libero_long_20260907_cap512
task_init,0.05,70,68,5.146281210615028,2,520,stats_contrast__cumsum,libero_long_20260907_cap512
task_init,0.1,70,64,4.465619999627492,6,520,stats_contrast__cumsum,libero_long_20260907_cap512
task_init,0.15,70,61,4.261441715427121,9,520,stats_contrast__cumsum,libero_long_20260907_cap512
task_init,0.2,70,57,2.839967251407191,13,520,stats_contrast__cumsum,libero_long_20260907_cap512
