kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,558,554,3.6469215388064895,4,558,load_contrast__current,libero_goal_20260907
episode,0.03,558,543,3.0148141337032457,15,558,load_contrast__current,libero_goal_20260907
episode,0.05,558,532,2.9254663702517227,26,558,load_contrast__current,libero_goal_20260907
episode,0.1,558,504,2.8021121208594457,54,558,load_contrast__current,libero_goal_20260907
episode,0.15,558,476,2.711313132149069,82,558,load_contrast__current,libero_goal_20260907
episode,0.2,558,448,2.6387772291778036,110,558,load_contrast__current,libero_goal_20260907
task_init,0.01,70,71,inf,0,558,load_contrast__current,libero_goal_20260907
task_init,0.03,70,69,3.674177050723909,1,558,load_contrast__current,libero_goal_20260907
task_init,0.05,70,68,3.369486882586674,2,558,load_contrast__current,libero_goal_20260907
task_init,0.1,70,64,2.9772167321553296,6,558,load_contrast__current,libero_goal_20260907
task_init,0.15,70,61,2.9328533357530473,9,558,load_contrast__current,libero_goal_20260907
task_init,0.2,70,57,2.8596001817415497,13,558,load_contrast__current,libero_goal_20260907
episode,0.01,558,554,5.80706271108684,4,558,load_contrast__cumsum,libero_goal_20260907
episode,0.03,558,543,5.4060820408696,15,558,load_contrast__cumsum,libero_goal_20260907
episode,0.05,558,532,4.893009905501717,26,558,load_contrast__cumsum,libero_goal_20260907
episode,0.1,558,504,4.65188799419299,54,558,load_contrast__cumsum,libero_goal_20260907
episode,0.15,558,476,4.412303056631299,82,558,load_contrast__cumsum,libero_goal_20260907
episode,0.2,558,448,4.207221477641677,110,558,load_contrast__cumsum,libero_goal_20260907
task_init,0.01,70,71,inf,0,558,load_contrast__cumsum,libero_goal_20260907
task_init,0.03,70,69,5.932373677814465,1,558,load_contrast__cumsum,libero_goal_20260907
task_init,0.05,70,68,5.756869924015014,2,558,load_contrast__cumsum,libero_goal_20260907
task_init,0.1,70,64,4.952358183740974,6,558,load_contrast__cumsum,libero_goal_20260907
task_init,0.15,70,61,4.780000161796755,9,558,load_contrast__cumsum,libero_goal_20260907
task_init,0.2,70,57,4.629588243753565,13,558,load_contrast__cumsum,libero_goal_20260907
episode,0.01,558,554,4.055254276150657,4,558,stats_contrast__current,libero_goal_20260907
episode,0.03,558,543,3.2217242523358802,15,558,stats_contrast__current,libero_goal_20260907
episode,0.05,558,532,2.9143505305779294,26,558,stats_contrast__current,libero_goal_20260907
episode,0.1,558,504,2.5687155509159862,54,558,stats_contrast__current,libero_goal_20260907
episode,0.15,558,476,2.3610760340134633,82,558,stats_contrast__current,libero_goal_20260907
episode,0.2,558,448,2.239787468535071,110,558,stats_contrast__current,libero_goal_20260907
task_init,0.01,70,71,inf,0,558,stats_contrast__current,libero_goal_20260907
task_init,0.03,70,69,4.658911556782124,1,558,stats_contrast__current,libero_goal_20260907
task_init,0.05,70,68,4.00675342587108,2,558,stats_contrast__current,libero_goal_20260907
task_init,0.1,70,64,3.1621180038666443,6,558,stats_contrast__current,libero_goal_20260907
task_init,0.15,70,61,2.9507892150872848,9,558,stats_contrast__current,libero_goal_20260907
task_init,0.2,70,57,2.7588153903028787,13,558,stats_contrast__current,libero_goal_20260907
episode,0.01,558,554,4.23897081832483,4,558,stats_contrast__cumsum,libero_goal_20260907
episode,0.03,558,543,3.6118862432709533,15,558,stats_contrast__cumsum,libero_goal_20260907
episode,0.05,558,532,3.2635053594815786,26,558,stats_contrast__cumsum,libero_goal_20260907
episode,0.1,558,504,3.0083514603436936,54,558,stats_contrast__cumsum,libero_goal_20260907
episode,0.15,558,476,2.836525160743791,82,558,stats_contrast__cumsum,libero_goal_20260907
episode,0.2,558,448,2.7031642439580215,110,558,stats_contrast__cumsum,libero_goal_20260907
task_init,0.01,70,71,inf,0,558,stats_contrast__cumsum,libero_goal_20260907
task_init,0.03,70,69,4.101528532731125,1,558,stats_contrast__cumsum,libero_goal_20260907
task_init,0.05,70,68,4.016205284711286,2,558,stats_contrast__cumsum,libero_goal_20260907
task_init,0.1,70,64,3.5036046075321736,6,558,stats_contrast__cumsum,libero_goal_20260907
task_init,0.15,70,61,3.2685647727797984,9,558,stats_contrast__cumsum,libero_goal_20260907
task_init,0.2,70,57,3.200343088550676,13,558,stats_contrast__cumsum,libero_goal_20260907
episode,0.01,558,554,2.905981866697425,4,558,history_contrast__current,libero_goal_20260907
episode,0.03,558,543,2.564063789328195,15,558,history_contrast__current,libero_goal_20260907
episode,0.05,558,532,2.401551675050329,26,558,history_contrast__current,libero_goal_20260907
episode,0.1,558,504,2.2268977946291244,54,558,history_contrast__current,libero_goal_20260907
episode,0.15,558,476,2.1088035528115,82,558,history_contrast__current,libero_goal_20260907
episode,0.2,558,448,1.9885451851844291,110,558,history_contrast__current,libero_goal_20260907
task_init,0.01,70,71,inf,0,558,history_contrast__current,libero_goal_20260907
task_init,0.03,70,69,3.107235266580014,1,558,history_contrast__current,libero_goal_20260907
task_init,0.05,70,68,3.0912724968908005,2,558,history_contrast__current,libero_goal_20260907
task_init,0.1,70,64,2.717640642446964,6,558,history_contrast__current,libero_goal_20260907
task_init,0.15,70,61,2.4390703030933247,9,558,history_contrast__current,libero_goal_20260907
task_init,0.2,70,57,2.329607518305476,13,558,history_contrast__current,libero_goal_20260907
episode,0.01,558,554,3.81165347417485,4,558,history_contrast__cumsum,libero_goal_20260907
episode,0.03,558,543,3.3900117682073563,15,558,history_contrast__cumsum,libero_goal_20260907
episode,0.05,558,532,3.1779352344262777,26,558,history_contrast__cumsum,libero_goal_20260907
episode,0.1,558,504,2.8183377308306055,54,558,history_contrast__cumsum,libero_goal_20260907
episode,0.15,558,476,2.466507540435446,82,558,history_contrast__cumsum,libero_goal_20260907
episode,0.2,558,448,2.2583183377181486,110,558,history_contrast__cumsum,libero_goal_20260907
task_init,0.01,70,71,inf,0,558,history_contrast__cumsum,libero_goal_20260907
task_init,0.03,70,69,3.8556137470357337,1,558,history_contrast__cumsum,libero_goal_20260907
task_init,0.05,70,68,3.843426109666806,2,558,history_contrast__cumsum,libero_goal_20260907
task_init,0.1,70,64,3.3824086124672466,6,558,history_contrast__cumsum,libero_goal_20260907
task_init,0.15,70,61,3.2533570820010382,9,558,history_contrast__cumsum,libero_goal_20260907
task_init,0.2,70,57,2.819427895210411,13,558,history_contrast__cumsum,libero_goal_20260907
episode,0.01,558,554,2.636413087762354,4,558,behavior_contrast__current,libero_goal_20260907
episode,0.03,558,543,2.435506209844015,15,558,behavior_contrast__current,libero_goal_20260907
episode,0.05,558,532,2.145587043700491,26,558,behavior_contrast__current,libero_goal_20260907
episode,0.1,558,504,1.8409241032000763,54,558,behavior_contrast__current,libero_goal_20260907
episode,0.15,558,476,1.6555340608034208,82,558,behavior_contrast__current,libero_goal_20260907
episode,0.2,558,448,1.54158226078846,110,558,behavior_contrast__current,libero_goal_20260907
task_init,0.01,70,71,inf,0,558,behavior_contrast__current,libero_goal_20260907
task_init,0.03,70,69,3.1642195696076074,1,558,behavior_contrast__current,libero_goal_20260907
task_init,0.05,70,68,2.649592057490282,2,558,behavior_contrast__current,libero_goal_20260907
task_init,0.1,70,64,2.372927401396788,6,558,behavior_contrast__current,libero_goal_20260907
task_init,0.15,70,61,2.19794269297298,9,558,behavior_contrast__current,libero_goal_20260907
task_init,0.2,70,57,2.0636996827506637,13,558,behavior_contrast__current,libero_goal_20260907
episode,0.01,558,554,1.5850582046416422,4,558,behavior_contrast__cumsum,libero_goal_20260907
episode,0.03,558,543,1.0183189933939656,15,558,behavior_contrast__cumsum,libero_goal_20260907
episode,0.05,558,532,0.9095121192442628,26,558,behavior_contrast__cumsum,libero_goal_20260907
episode,0.1,558,504,0.8450755391556833,54,558,behavior_contrast__cumsum,libero_goal_20260907
episode,0.15,558,476,0.8232272140761646,82,558,behavior_contrast__cumsum,libero_goal_20260907
episode,0.2,558,448,0.7968253363703913,110,558,behavior_contrast__cumsum,libero_goal_20260907
task_init,0.01,70,71,inf,0,558,behavior_contrast__cumsum,libero_goal_20260907
task_init,0.03,70,69,1.5850582046416422,1,558,behavior_contrast__cumsum,libero_goal_20260907
task_init,0.05,70,68,1.211432903875863,2,558,behavior_contrast__cumsum,libero_goal_20260907
task_init,0.1,70,64,0.9958310983873476,6,558,behavior_contrast__cumsum,libero_goal_20260907
task_init,0.15,70,61,0.9095121192442628,9,558,behavior_contrast__cumsum,libero_goal_20260907
task_init,0.2,70,57,0.8695290383622979,13,558,behavior_contrast__cumsum,libero_goal_20260907
episode,0.01,558,554,7.381821399523432,4,558,stats_success__current,libero_goal_20260907
episode,0.03,558,543,5.2305621604789865,15,558,stats_success__current,libero_goal_20260907
episode,0.05,558,532,4.6724108609466,26,558,stats_success__current,libero_goal_20260907
episode,0.1,558,504,3.8966947374441436,54,558,stats_success__current,libero_goal_20260907
episode,0.15,558,476,3.466864904396588,82,558,stats_success__current,libero_goal_20260907
episode,0.2,558,448,3.2483710999309836,110,558,stats_success__current,libero_goal_20260907
task_init,0.01,70,71,inf,0,558,stats_success__current,libero_goal_20260907
task_init,0.03,70,69,33.95597865259819,1,558,stats_success__current,libero_goal_20260907
task_init,0.05,70,68,17.178927524392574,2,558,stats_success__current,libero_goal_20260907
task_init,0.1,70,64,6.34036607762188,6,558,stats_success__current,libero_goal_20260907
task_init,0.15,70,61,5.79190484108819,9,558,stats_success__current,libero_goal_20260907
task_init,0.2,70,57,4.742106374489605,13,558,stats_success__current,libero_goal_20260907
episode,0.01,558,554,5.390680065287001,4,558,stats_success__cumsum,libero_goal_20260907
episode,0.03,558,543,4.416639197509986,15,558,stats_success__cumsum,libero_goal_20260907
episode,0.05,558,532,4.166959139353716,26,558,stats_success__cumsum,libero_goal_20260907
episode,0.1,558,504,3.760955089404186,54,558,stats_success__cumsum,libero_goal_20260907
episode,0.15,558,476,3.5311768706759645,82,558,stats_success__cumsum,libero_goal_20260907
episode,0.2,558,448,3.300723057414946,110,558,stats_success__cumsum,libero_goal_20260907
task_init,0.01,70,71,inf,0,558,stats_success__cumsum,libero_goal_20260907
task_init,0.03,70,69,21.278131978330954,1,558,stats_success__cumsum,libero_goal_20260907
task_init,0.05,70,68,11.558440887243092,2,558,stats_success__cumsum,libero_goal_20260907
task_init,0.1,70,64,4.8510284851949725,6,558,stats_success__cumsum,libero_goal_20260907
task_init,0.15,70,61,4.58829133700557,9,558,stats_success__cumsum,libero_goal_20260907
task_init,0.2,70,57,4.22732867498805,13,558,stats_success__cumsum,libero_goal_20260907
episode,0.01,558,554,4.259145513658304,4,558,entropy_low__current,libero_goal_20260907
episode,0.03,558,543,3.251207730031593,15,558,entropy_low__current,libero_goal_20260907
episode,0.05,558,532,3.0638764344490044,26,558,entropy_low__current,libero_goal_20260907
episode,0.1,558,504,2.826464907085267,54,558,entropy_low__current,libero_goal_20260907
episode,0.15,558,476,2.5857865619705094,82,558,entropy_low__current,libero_goal_20260907
episode,0.2,558,448,2.2482064903146117,110,558,entropy_low__current,libero_goal_20260907
task_init,0.01,70,71,inf,0,558,entropy_low__current,libero_goal_20260907
task_init,0.03,70,69,5.551223176841166,1,558,entropy_low__current,libero_goal_20260907
task_init,0.05,70,68,5.3479526946717,2,558,entropy_low__current,libero_goal_20260907
task_init,0.1,70,64,3.251207730031593,6,558,entropy_low__current,libero_goal_20260907
task_init,0.15,70,61,3.0911038486915685,9,558,entropy_low__current,libero_goal_20260907
task_init,0.2,70,57,2.9189516792742958,13,558,entropy_low__current,libero_goal_20260907
episode,0.01,558,554,0.016850571811079833,4,558,entropy_low__cumsum,libero_goal_20260907
episode,0.03,558,543,0.015091582498056335,15,558,entropy_low__cumsum,libero_goal_20260907
episode,0.05,558,532,0.013141560495184022,26,558,entropy_low__cumsum,libero_goal_20260907
episode,0.1,558,504,0.011012910522582948,54,558,entropy_low__cumsum,libero_goal_20260907
episode,0.15,558,476,0.00757928399335231,82,558,entropy_low__cumsum,libero_goal_20260907
episode,0.2,558,448,0.005053682976909544,110,558,entropy_low__cumsum,libero_goal_20260907
task_init,0.01,70,71,inf,0,558,entropy_low__cumsum,libero_goal_20260907
task_init,0.03,70,69,0.01825974801671784,1,558,entropy_low__cumsum,libero_goal_20260907
