kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,535,531,3.174160346371784,4,535,load_contrast__current,libero_spatial_20260907
episode,0.03,535,520,2.767551313816982,15,535,load_contrast__current,libero_spatial_20260907
episode,0.05,535,510,2.686013741671719,25,535,load_contrast__current,libero_spatial_20260907
episode,0.1,535,483,2.5302219925608544,52,535,load_contrast__current,libero_spatial_20260907
episode,0.15,535,456,2.419105143966451,79,535,load_contrast__current,libero_spatial_20260907
episode,0.2,535,429,2.314103636924464,106,535,load_contrast__current,libero_spatial_20260907
task_init,0.01,70,71,inf,0,535,load_contrast__current,libero_spatial_20260907
task_init,0.03,70,69,3.300269584162527,1,535,load_contrast__current,libero_spatial_20260907
task_init,0.05,70,68,3.174160346371784,2,535,load_contrast__current,libero_spatial_20260907
task_init,0.1,70,64,2.9114881437227225,6,535,load_contrast__current,libero_spatial_20260907
task_init,0.15,70,61,2.7221841181456328,9,535,load_contrast__current,libero_spatial_20260907
task_init,0.2,70,57,2.555761468959427,13,535,load_contrast__current,libero_spatial_20260907
episode,0.01,535,531,4.263803599744907,4,535,load_contrast__cumsum,libero_spatial_20260907
episode,0.03,535,520,3.8108772503992414,15,535,load_contrast__cumsum,libero_spatial_20260907
episode,0.05,535,510,3.6262568288465973,25,535,load_contrast__cumsum,libero_spatial_20260907
episode,0.1,535,483,3.3902063929920425,52,535,load_contrast__cumsum,libero_spatial_20260907
episode,0.15,535,456,3.160944998578084,79,535,load_contrast__cumsum,libero_spatial_20260907
episode,0.2,535,429,2.9550169488513314,106,535,load_contrast__cumsum,libero_spatial_20260907
task_init,0.01,70,71,inf,0,535,load_contrast__cumsum,libero_spatial_20260907
task_init,0.03,70,69,4.549051208817171,1,535,load_contrast__cumsum,libero_spatial_20260907
task_init,0.05,70,68,4.263803599744907,2,535,load_contrast__cumsum,libero_spatial_20260907
task_init,0.1,70,64,3.8108772503992414,6,535,load_contrast__cumsum,libero_spatial_20260907
task_init,0.15,70,61,3.6904512714539046,9,535,load_contrast__cumsum,libero_spatial_20260907
