kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,535,531,4.055271315125353,4,535,stats_contrast__current,libero_spatial_20260907_cap1024
episode,0.03,535,520,3.278224160624605,15,535,stats_contrast__current,libero_spatial_20260907_cap1024
episode,0.05,535,510,2.71306705804668,25,535,stats_contrast__current,libero_spatial_20260907_cap1024
episode,0.1,535,483,2.2556401073842376,52,535,stats_contrast__current,libero_spatial_20260907_cap1024
episode,0.15,535,456,1.9392012207917324,79,535,stats_contrast__current,libero_spatial_20260907_cap1024
episode,0.2,535,429,1.8177296035802137,106,535,stats_contrast__current,libero_spatial_20260907_cap1024
task_init,0.01,70,71,inf,0,535,stats_contrast__current,libero_spatial_20260907_cap1024
task_init,0.03,70,69,6.250007176000251,1,535,stats_contrast__current,libero_spatial_20260907_cap1024
task_init,0.05,70,68,4.939237417183205,2,535,stats_contrast__current,libero_spatial_20260907_cap1024
task_init,0.1,70,64,3.6846842073815784,6,535,stats_contrast__current,libero_spatial_20260907_cap1024
task_init,0.15,70,61,2.588631364865864,9,535,stats_contrast__current,libero_spatial_20260907_cap1024
task_init,0.2,70,57,2.4485611253767567,13,535,stats_contrast__current,libero_spatial_20260907_cap1024
episode,0.01,535,531,4.171669832536277,4,535,stats_contrast__cumsum,libero_spatial_20260907_cap1024
episode,0.03,535,520,3.195256684400239,15,535,stats_contrast__cumsum,libero_spatial_20260907_cap1024
episode,0.05,535,510,2.8780344290848876,25,535,stats_contrast__cumsum,libero_spatial_20260907_cap1024
episode,0.1,535,483,2.2696667541070896,52,535,stats_contrast__cumsum,libero_spatial_20260907_cap1024
episode,0.15,535,456,2.0792256827680298,79,535,stats_contrast__cumsum,libero_spatial_20260907_cap1024
episode,0.2,535,429,1.8698733761728672,106,535,stats_contrast__cumsum,libero_spatial_20260907_cap1024
task_init,0.01,70,71,inf,0,535,stats_contrast__cumsum,libero_spatial_20260907_cap1024
task_init,0.03,70,69,4.69303278752219,1,535,stats_contrast__cumsum,libero_spatial_20260907_cap1024
task_init,0.05,70,68,4.550002349147379,2,535,stats_contrast__cumsum,libero_spatial_20260907_cap1024
task_init,0.1,70,64,3.121199196848628,6,535,stats_contrast__cumsum,libero_spatial_20260907_cap1024
task_init,0.15,70,61,2.8220124399162665,9,535,stats_contrast__cumsum,libero_spatial_20260907_cap1024
task_init,0.2,70,57,2.3845125919173924,13,535,stats_contrast__cumsum,libero_spatial_20260907_cap1024
