kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,550,546,7.388449832472919,4,550,stats_contrast__current,libero_goal_20260908_cap1024
episode,0.03,550,535,3.077372720529937,15,550,stats_contrast__current,libero_goal_20260908_cap1024
episode,0.05,550,524,2.7192840044523807,26,550,stats_contrast__current,libero_goal_20260908_cap1024
episode,0.1,550,496,2.32497179614528,54,550,stats_contrast__current,libero_goal_20260908_cap1024
episode,0.15,550,469,2.110710629576816,81,550,stats_contrast__current,libero_goal_20260908_cap1024
episode,0.2,550,441,1.949183539250252,109,550,stats_contrast__current,libero_goal_20260908_cap1024
task_init,0.01,70,71,inf,0,550,stats_contrast__current,libero_goal_20260908_cap1024
task_init,0.03,70,69,10.078325258225783,1,550,stats_contrast__current,libero_goal_20260908_cap1024
task_init,0.05,70,68,7.679852257311873,2,550,stats_contrast__current,libero_goal_20260908_cap1024
task_init,0.1,70,64,3.3381519292772612,6,550,stats_contrast__current,libero_goal_20260908_cap1024
task_init,0.15,70,61,3.039959427111261,9,550,stats_contrast__current,libero_goal_20260908_cap1024
task_init,0.2,70,57,2.7192840044523807,13,550,stats_contrast__current,libero_goal_20260908_cap1024
episode,0.01,550,546,4.0219135790395475,4,550,stats_contrast__cumsum,libero_goal_20260908_cap1024
episode,0.03,550,535,3.353264556615315,15,550,stats_contrast__cumsum,libero_goal_20260908_cap1024
episode,0.05,550,524,3.016154572704798,26,550,stats_contrast__cumsum,libero_goal_20260908_cap1024
episode,0.1,550,496,2.6428087939923497,54,550,stats_contrast__cumsum,libero_goal_20260908_cap1024
episode,0.15,550,469,2.1144430192298587,81,550,stats_contrast__cumsum,libero_goal_20260908_cap1024
episode,0.2,550,441,1.79480646198875,109,550,stats_contrast__cumsum,libero_goal_20260908_cap1024
task_init,0.01,70,71,inf,0,550,stats_contrast__cumsum,libero_goal_20260908_cap1024
task_init,0.03,70,69,4.29850750939102,1,550,stats_contrast__cumsum,libero_goal_20260908_cap1024
task_init,0.05,70,68,4.273371427996624,2,550,stats_contrast__cumsum,libero_goal_20260908_cap1024
task_init,0.1,70,64,3.304113511515937,6,550,stats_contrast__cumsum,libero_goal_20260908_cap1024
task_init,0.15,70,61,2.9846946217180936,9,550,stats_contrast__cumsum,libero_goal_20260908_cap1024
task_init,0.2,70,57,2.36054749848495,13,550,stats_contrast__cumsum,libero_goal_20260908_cap1024
