kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,551,547,3.1563987027906224,4,551,load_contrast__current,libero_object_20260908
episode,0.03,551,536,3.022620292236135,15,551,load_contrast__current,libero_object_20260908
episode,0.05,551,525,2.930446228552918,26,551,load_contrast__current,libero_object_20260908
episode,0.1,551,497,2.63813944135524,54,551,load_contrast__current,libero_object_20260908
episode,0.15,551,470,2.522015018247214,81,551,load_contrast__current,libero_object_20260908
episode,0.2,551,442,2.44388707461228,109,551,load_contrast__current,libero_object_20260908
task_init,0.01,70,71,inf,0,551,load_contrast__current,libero_object_20260908
task_init,0.03,70,69,3.219244467235002,1,551,load_contrast__current,libero_object_20260908
task_init,0.05,70,68,3.1563987027906224,2,551,load_contrast__current,libero_object_20260908
task_init,0.1,70,64,2.930446228552918,6,551,load_contrast__current,libero_object_20260908
task_init,0.15,70,61,2.7259495153632463,9,551,load_contrast__current,libero_object_20260908
task_init,0.2,70,57,2.6058771071013873,13,551,load_contrast__current,libero_object_20260908
episode,0.01,551,547,4.995843105879013,4,551,load_contrast__cumsum,libero_object_20260908
episode,0.03,551,536,4.510590189731747,15,551,load_contrast__cumsum,libero_object_20260908
episode,0.05,551,525,4.153182838818326,26,551,load_contrast__cumsum,libero_object_20260908
episode,0.1,551,497,3.818724440093653,54,551,load_contrast__cumsum,libero_object_20260908
episode,0.15,551,470,3.6638071504153893,81,551,load_contrast__cumsum,libero_object_20260908
episode,0.2,551,442,3.407381739444099,109,551,load_contrast__cumsum,libero_object_20260908
task_init,0.01,70,71,inf,0,551,load_contrast__cumsum,libero_object_20260908
task_init,0.03,70,69,4.995843105879013,1,551,load_contrast__cumsum,libero_object_20260908
task_init,0.05,70,68,4.579088193793711,2,551,load_contrast__cumsum,libero_object_20260908
task_init,0.1,70,64,4.151060157262417,6,551,load_contrast__cumsum,libero_object_20260908
task_init,0.15,70,61,4.012630780050779,9,551,load_contrast__cumsum,libero_object_20260908
task_init,0.2,70,57,3.79474398646187,13,551,load_contrast__cumsum,libero_object_20260908
