kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,550,546,8.39530956702534,4,550,stats_contrast__current,libero_goal_20260908_cap512
episode,0.03,550,535,3.4157607336134244,15,550,stats_contrast__current,libero_goal_20260908_cap512
episode,0.05,550,524,2.71379567200846,26,550,stats_contrast__current,libero_goal_20260908_cap512
episode,0.1,550,496,2.3618265567638708,54,550,stats_contrast__current,libero_goal_20260908_cap512
episode,0.15,550,469,2.133486853947122,81,550,stats_contrast__current,libero_goal_20260908_cap512
episode,0.2,550,441,1.9232807960948357,109,550,stats_contrast__current,libero_goal_20260908_cap512
task_init,0.01,70,71,inf,0,550,stats_contrast__current,libero_goal_20260908_cap512
task_init,0.03,70,69,9.69145385191853,1,550,stats_contrast__current,libero_goal_20260908_cap512
task_init,0.05,70,68,9.306517374536286,2,550,stats_contrast__current,libero_goal_20260908_cap512
task_init,0.1,70,64,3.8470012535279277,6,550,stats_contrast__current,libero_goal_20260908_cap512
task_init,0.15,70,61,3.4157607336134244,9,550,stats_contrast__current,libero_goal_20260908_cap512
task_init,0.2,70,57,2.641416693711709,13,550,stats_contrast__current,libero_goal_20260908_cap512
episode,0.01,550,546,3.781477924115089,4,550,stats_contrast__cumsum,libero_goal_20260908_cap512
episode,0.03,550,535,3.099794204026121,15,550,stats_contrast__cumsum,libero_goal_20260908_cap512
episode,0.05,550,524,2.894676267247345,26,550,stats_contrast__cumsum,libero_goal_20260908_cap512
episode,0.1,550,496,2.443580859241406,54,550,stats_contrast__cumsum,libero_goal_20260908_cap512
episode,0.15,550,469,2.1722195748192914,81,550,stats_contrast__cumsum,libero_goal_20260908_cap512
episode,0.2,550,441,1.7392455316403759,109,550,stats_contrast__cumsum,libero_goal_20260908_cap512
task_init,0.01,70,71,inf,0,550,stats_contrast__cumsum,libero_goal_20260908_cap512
task_init,0.03,70,69,3.964219112593698,1,550,stats_contrast__cumsum,libero_goal_20260908_cap512
task_init,0.05,70,68,3.916922709989979,2,550,stats_contrast__cumsum,libero_goal_20260908_cap512
task_init,0.1,70,64,2.99179597684486,6,550,stats_contrast__cumsum,libero_goal_20260908_cap512
task_init,0.15,70,61,2.887450196050761,9,550,stats_contrast__cumsum,libero_goal_20260908_cap512
task_init,0.2,70,57,2.5969105744651055,13,550,stats_contrast__cumsum,libero_goal_20260908_cap512
