kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,507,503,4.7024748649214185,4,507,load_contrast__current,libero_long_20260909
episode,0.03,507,493,3.2361057245102445,14,507,load_contrast__current,libero_long_20260909
episode,0.05,507,483,2.952438360935323,24,507,load_contrast__current,libero_long_20260909
episode,0.1,507,458,2.4187541335569054,49,507,load_contrast__current,libero_long_20260909
episode,0.15,507,432,1.874711309449426,75,507,load_contrast__current,libero_long_20260909
episode,0.2,507,407,1.8062158870914062,100,507,load_contrast__current,libero_long_20260909
task_init,0.01,69,70,inf,0,507,load_contrast__current,libero_long_20260909
task_init,0.03,69,68,6.272859023357318,1,507,load_contrast__current,libero_long_20260909
task_init,0.05,69,67,5.752189782835498,2,507,load_contrast__current,libero_long_20260909
task_init,0.1,69,63,3.3688162753937267,6,507,load_contrast__current,libero_long_20260909
task_init,0.15,69,60,2.983307901384408,9,507,load_contrast__current,libero_long_20260909
task_init,0.2,69,56,2.1475044406861272,13,507,load_contrast__current,libero_long_20260909
episode,0.01,507,503,5.618781615773448,4,507,load_contrast__cumsum,libero_long_20260909
episode,0.03,507,493,4.72408923396584,14,507,load_contrast__cumsum,libero_long_20260909
episode,0.05,507,483,4.361348305162784,24,507,load_contrast__cumsum,libero_long_20260909
episode,0.1,507,458,2.5962182444555726,49,507,load_contrast__cumsum,libero_long_20260909
episode,0.15,507,432,2.094856757983629,75,507,load_contrast__cumsum,libero_long_20260909
episode,0.2,507,407,1.9531490106289024,100,507,load_contrast__cumsum,libero_long_20260909
task_init,0.01,69,70,inf,0,507,load_contrast__cumsum,libero_long_20260909
task_init,0.03,69,68,6.864775704007935,1,507,load_contrast__cumsum,libero_long_20260909
task_init,0.05,69,67,5.990997121697502,2,507,load_contrast__cumsum,libero_long_20260909
task_init,0.1,69,63,4.659177713324776,6,507,load_contrast__cumsum,libero_long_20260909
task_init,0.15,69,60,3.5700782291731743,9,507,load_contrast__cumsum,libero_long_20260909
task_init,0.2,69,56,2.1749024569780815,13,507,load_contrast__cumsum,libero_long_20260909
episode,0.01,507,503,3.873269170168956,4,507,stats_contrast__current,libero_long_20260909
episode,0.03,507,493,3.6164171937444505,14,507,stats_contrast__current,libero_long_20260909
episode,0.05,507,483,3.2713236583915366,24,507,stats_contrast__current,libero_long_20260909
episode,0.1,507,458,2.6314176024743086,49,507,stats_contrast__current,libero_long_20260909
episode,0.15,507,432,2.185081022190498,75,507,stats_contrast__current,libero_long_20260909
episode,0.2,507,407,2.000706417707261,100,507,stats_contrast__current,libero_long_20260909
task_init,0.01,69,70,inf,0,507,stats_contrast__current,libero_long_20260909
task_init,0.03,69,68,4.2609882206656495,1,507,stats_contrast__current,libero_long_20260909
task_init,0.05,69,67,4.046396215853886,2,507,stats_contrast__current,libero_long_20260909
task_init,0.1,69,63,3.74856931266657,6,507,stats_contrast__current,libero_long_20260909
task_init,0.15,69,60,3.1268063859693287,9,507,stats_contrast__current,libero_long_20260909
task_init,0.2,69,56,2.8967047894263187,13,507,stats_contrast__current,libero_long_20260909
episode,0.01,507,503,3.6403678546080953,4,507,stats_contrast__cumsum,libero_long_20260909
episode,0.03,507,493,3.0778947901741556,14,507,stats_contrast__cumsum,libero_long_20260909
episode,0.05,507,483,2.8211838075730458,24,507,stats_contrast__cumsum,libero_long_20260909
episode,0.1,507,458,2.2395961552902985,49,507,stats_contrast__cumsum,libero_long_20260909
episode,0.15,507,432,1.9621895365196391,75,507,stats_contrast__cumsum,libero_long_20260909
episode,0.2,507,407,1.7684666367016395,100,507,stats_contrast__cumsum,libero_long_20260909
task_init,0.01,69,70,inf,0,507,stats_contrast__cumsum,libero_long_20260909
task_init,0.03,69,68,4.624021923579109,1,507,stats_contrast__cumsum,libero_long_20260909
