suite,representation,seed,initialization,failure,episodes,endpoint_in_outer_20_fraction,endpoint_median_radius_percentile,all_points_in_outer_20_fraction
libero_goal,routing,20260906,pca,False,198,0.10101010101010101,0.1328747284576394,0.2005792903692976
libero_goal,routing,20260906,pca,True,75,0.5466666666666666,0.8218682114409848,0.2005792903692976
libero_goal,routing,20260907,random,False,198,0.0707070707070707,0.12092686459087618,0.2005792903692976
libero_goal,routing,20260907,random,True,75,0.5066666666666667,0.8023171614771905,0.2005792903692976
libero_goal,routing,20260908,random,False,198,0.0707070707070707,0.12635771180304128,0.2005792903692976
libero_goal,routing,20260908,random,True,75,0.5066666666666667,0.8008689355539464,0.2005792903692976
libero_goal,dynamics,20260906,pca,False,198,0.12121212121212122,0.3439536567704562,0.2005792903692976
libero_goal,dynamics,20260906,pca,True,75,0.5333333333333333,0.8472121650977552,0.2005792903692976
libero_goal,dynamics,20260907,random,False,198,0.12121212121212122,0.3555394641564084,0.2005792903692976
libero_goal,dynamics,20260907,random,True,75,0.5333333333333333,0.8501086169442433,0.2005792903692976
libero_goal,dynamics,20260908,random,False,198,0.12121212121212122,0.3616944243301955,0.2005792903692976
libero_goal,dynamics,20260908,random,True,75,0.5066666666666667,0.8110065170166546,0.2005792903692976
libero_long,routing,20260906,pca,False,201,0.1890547263681592,0.40047961630695444,0.20023980815347722
libero_long,routing,20260906,pca,True,106,0.5283018867924528,0.807154276578737,0.20023980815347722
libero_long,routing,20260907,random,False,201,0.0945273631840796,0.4448441247002398,0.20023980815347722
libero_long,routing,20260907,random,True,106,0.4811320754716981,0.7819744204636291,0.20023980815347722
libero_long,routing,20260908,random,False,201,0.15422885572139303,0.4324540367705835,0.20023980815347722
libero_long,routing,20260908,random,True,106,0.5283018867924528,0.8307354116706634,0.20023980815347722
libero_long,dynamics,20260906,pca,False,201,0.21890547263681592,0.574740207833733,0.20023980815347722
libero_long,dynamics,20260906,pca,True,106,0.4811320754716981,0.789568345323741,0.20023980815347722
libero_long,dynamics,20260907,random,False,201,0.21890547263681592,0.573541167066347,0.20023980815347722
libero_long,dynamics,20260907,random,True,106,0.4811320754716981,0.7767785771382894,0.20023980815347722
libero_long,dynamics,20260908,random,False,201,0.21890547263681592,0.5787370103916867,0.20023980815347722
libero_long,dynamics,20260908,random,True,106,0.46226415094339623,0.7633892885691447,0.20023980815347722
libero_object,routing,20260906,pca,False,201,0.3034825870646766,0.7112676056338029,0.20011737089201878
libero_object,routing,20260906,pca,True,44,0.6590909090909091,0.8685446009389671,0.20011737089201878
libero_object,routing,20260907,random,False,201,0.32338308457711445,0.7142018779342723,0.20011737089201878
libero_object,routing,20260907,random,True,44,0.6136363636363636,0.8568075117370892,0.20011737089201878
libero_object,routing,20260908,random,False,201,0.2885572139303483,0.6948356807511737,0.20011737089201878
libero_object,routing,20260908,random,True,44,0.5454545454545454,0.8571009389671361,0.20011737089201878
libero_object,dynamics,20260906,pca,False,201,0.07960199004975124,0.3573943661971831,0.20011737089201878
libero_object,dynamics,20260906,pca,True,44,0.6590909090909091,0.8368544600938967,0.20011737089201878
libero_object,dynamics,20260907,random,False,201,0.07462686567164178,0.36502347417840375,0.20011737089201878
libero_object,dynamics,20260907,random,True,44,0.6590909090909091,0.8441901408450705,0.20011737089201878
libero_object,dynamics,20260908,random,False,201,0.05970149253731343,0.301056338028169,0.20011737089201878
libero_object,dynamics,20260908,random,True,44,0.7272727272727273,0.886443661971831,0.20011737089201878
libero_spatial,routing,20260906,pca,False,201,0.0,0.17222884386174017,0.20023837902264602
libero_spatial,routing,20260906,pca,True,114,0.42105263157894735,0.7619189511323003,0.20023837902264602
libero_spatial,routing,20260907,random,False,201,0.004975124378109453,0.21454112038140644,0.20023837902264602
libero_spatial,routing,20260907,random,True,114,0.38596491228070173,0.7428486293206198,0.20023837902264602
libero_spatial,routing,20260908,random,False,201,0.0,0.09713945172824791,0.20023837902264602
libero_spatial,routing,20260908,random,True,114,0.42105263157894735,0.7818831942789035,0.20023837902264602
libero_spatial,dynamics,20260906,pca,False,201,0.12437810945273632,0.4868891537544696,0.20023837902264602
libero_spatial,dynamics,20260906,pca,True,114,0.6228070175438597,0.9031585220500595,0.20023837902264602
libero_spatial,dynamics,20260907,random,False,201,0.12437810945273632,0.48390941597139453,0.20023837902264602
libero_spatial,dynamics,20260907,random,True,114,0.6140350877192983,0.899880810488677,0.20023837902264602
libero_spatial,dynamics,20260908,random,False,201,0.12935323383084577,0.4862932061978546,0.20023837902264602
libero_spatial,dynamics,20260908,random,True,114,0.6140350877192983,0.902264600715137,0.20023837902264602
