t,corpus,grid,scope,frac_div,frac_temporal,frac_inter,range_div,range_temporal
20,A,det,all_26_divergences,0.026196317565801375,0.4493228777737519,0.5244808046604468,0.022401173913043304,0.08574165384615373
20,A,det,only_pairwise_prev_11,0.0032236644930664694,0.8228763706481232,0.17389996485881032,0.005946782608695744,0.09473700000000007
20,A,det_resid,all_26_divergences,0.07273369800903341,0.2951832003708467,0.6320831016201198,0.037931782608695674,0.07126465384615388
20,A,det_resid,only_pairwise_prev_11,0.0018251418720647125,0.8341737749592029,0.1640010831687324,0.005764101449275527,0.10234618181818167
20,B,det,all_26_divergences,0.1930226011035098,0.39004992200402694,0.41692747689246323,0.05250734782608679,0.10643976923076914
20,B,det,only_pairwise_prev_11,0.05974352906672623,0.8428360261401971,0.09742044479307665,0.043077565217391034,0.16212445454545454
20,B,det_resid,all_26_divergences,0.10195454715352852,0.15938319398271386,0.7386622588637577,0.02242484057971006,0.056389807692307614
20,B,det_resid,only_pairwise_prev_11,0.03693729076485172,0.6868923812104527,0.27617032802469554,0.0196137101449273,0.09145272727272735
25,A,det,all_26_divergences,0.17510943141563043,0.4104878704391757,0.4144026981451939,0.06702834782608691,0.11520776923076947
25,A,det,only_pairwise_prev_11,0.04733882343104943,0.8618643458211774,0.09079683074777323,0.04793281159420271,0.1735730909090908
25,A,det_resid,all_26_divergences,0.15024533770903145,0.22929633581654255,0.620458326474426,0.036157768115941846,0.07782784615384619
25,A,det_resid,only_pairwise_prev_11,0.04016402412758321,0.6458213306051813,0.31401464526723544,0.030206028985507283,0.14118354545454537
25,B,det,all_26_divergences,0.08710167899190281,0.3509925090627828,0.5619058119453144,0.041692101449275265,0.09963042307692316
25,B,det,only_pairwise_prev_11,0.007975616442398838,0.7790360868664472,0.21298829669115393,0.010801043478260719,0.12830481818181816
25,B,det_resid,all_26_divergences,0.047340600877670926,0.34384060222238705,0.6088187968999421,0.031219333333333488,0.0932425384615384
25,B,det_resid,only_pairwise_prev_11,0.023764870550214298,0.7486569461851661,0.22757818326461965,0.020248681159420356,0.13631818181818178
30,A,det,all_26_divergences,0.46461252017999355,0.2967069646404294,0.238680515179577,0.19395484057971024,0.19820869230769222
30,A,det,only_pairwise_prev_11,0.027951327113111886,0.8896649039926618,0.08238376889422638,0.04168453623188395,0.27802745454545463
30,A,det_resid,all_26_divergences,0.16302779903859713,0.18261884478474244,0.6543533561766604,0.03588355072463756,0.07250373076923078
30,A,det_resid,only_pairwise_prev_11,0.06376514889590552,0.7203346277691851,0.21590022333490932,0.03043336231884053,0.1345193636363634
30,B,det,all_26_divergences,0.35667901236829114,0.3383993048936777,0.3049216827380311,0.13037697101449264,0.15578092307692304
30,B,det,only_pairwise_prev_11,0.0028725550683788015,0.875631323959357,0.12149612097226403,0.014785028985506932,0.24334500000000014
30,B,det_resid,all_26_divergences,0.224722098039053,0.16543604064978082,0.6098418613111662,0.04770055072463775,0.07943215384615387
30,B,det_resid,only_pairwise_prev_11,0.005331610919279141,0.7748399485918016,0.21982844048891925,0.011728376811594332,0.18666227272727265
