corpus,t,baseline_set,cell,auc,det,p_point
A,20,B1_stated,hell|prev|fracabove_q75|W12,0.5704057279236276,0.5704057279236276,
A,20,B1_stated,hell|prev|fracabove_q75|W20,0.4943743607228095,0.5056256392771905,
A,20,B1_stated,cos|prev|fracabove_q75|W12,0.5775656324582339,0.5775656324582339,
A,20,B1_stated,hell|prev|fracabove_q90|W12,0.5008523695874532,0.5008523695874532,
A,20,B1_stated,hell|prev|fracbelow_q10|W12,0.5230139788612342,0.5230139788612342,
A,20,B1_stated,hell|prev|ewm0.15|W12,0.6017729287419025,0.6017729287419025,
A,20,B1_stated,hell|prev|median|W3,0.5918854415274464,0.5918854415274464,
A,20,B1_stated,hell|prev|max|W3,0.5874531196726901,0.5874531196726901,
A,20,B1_stated,hell|prev|slope|W20,0.6201841118308898,0.6201841118308898,
A,20,B1_stated,hell|runmean|mean|W8,0.4589157858847596,0.5410842141152403,
A,20,B1_stated,dent_abs|mean|W8,0.5390385271053528,0.5390385271053528,
A,20,B1_stated,dtop1_abs|mean|W8,0.5339243095806342,0.5339243095806342,
A,20,B2_all_window_means,hell|prev|fracabove_q75|W12,0.526764405046028,0.526764405046028,
A,20,B2_all_window_means,hell|prev|fracabove_q75|W20,0.5216501875213092,0.5216501875213092,
A,20,B2_all_window_means,cos|prev|fracabove_q75|W12,0.5151721786566655,0.5151721786566655,
A,20,B2_all_window_means,hell|prev|fracabove_q90|W12,0.45550630753494714,0.5444936924650529,
A,20,B2_all_window_means,hell|prev|fracbelow_q10|W12,0.5819979543129901,0.5819979543129901,
A,20,B2_all_window_means,hell|prev|ewm0.15|W12,0.5230139788612342,0.5230139788612342,
A,20,B2_all_window_means,hell|prev|median|W3,0.5560859188544153,0.5560859188544153,
A,20,B2_all_window_means,hell|prev|max|W3,0.4394817592908285,0.5605182407091716,
A,20,B2_all_window_means,hell|prev|slope|W20,0.4930105693828844,0.5069894306171157,
A,20,B2_all_window_means,hell|runmean|mean|W8,0.46982611660415957,0.5301738833958405,
A,20,B2_all_window_means,dent_abs|mean|W8,0.5373337879304466,0.5373337879304466,
A,20,B2_all_window_means,dtop1_abs|mean|W8,0.5274463007159904,0.5274463007159904,
A,20,B3_means+moments,hell|prev|fracabove_q75|W12,0.5758608932833277,0.5758608932833277,
A,20,B3_means+moments,hell|prev|fracabove_q75|W20,0.5646096147289464,0.5646096147289464,
A,20,B3_means+moments,cos|prev|fracabove_q75|W12,0.5601772928741903,0.5601772928741903,
A,20,B3_means+moments,hell|prev|fracabove_q90|W12,0.4626662120695534,0.5373337879304466,
A,20,B3_means+moments,hell|prev|fracbelow_q10|W12,0.5867712240027276,0.5867712240027276,
A,20,B3_means+moments,hell|prev|ewm0.15|W12,0.5260825093760655,0.5260825093760655,
A,20,B3_means+moments,hell|prev|median|W3,0.5615410842141152,0.5615410842141152,
A,20,B3_means+moments,hell|prev|max|W3,0.4568700988748721,0.5431299011251278,
A,20,B3_means+moments,hell|prev|slope|W20,0.5086941697920219,0.5086941697920219,
A,20,B3_means+moments,hell|runmean|mean|W8,0.5196045005114217,0.5196045005114217,
A,20,B3_means+moments,dent_abs|mean|W8,0.5107398568019093,0.5107398568019093,
A,20,B3_means+moments,dtop1_abs|mean|W8,0.5196045005114217,0.5196045005114217,
A,25,B1_stated,hell|prev|fracabove_q75|W12,0.5915444936924651,0.5915444936924651,
A,25,B1_stated,hell|prev|fracabove_q75|W20,0.522673031026253,0.522673031026253,
A,25,B1_stated,cos|prev|fracabove_q75|W12,0.5843845891578588,0.5843845891578588,
A,25,B1_stated,hell|prev|fracabove_q90|W12,0.41936583702693486,0.5806341629730651,
A,25,B1_stated,hell|prev|fracbelow_q10|W12,0.4977838390726219,0.5022161609273781,
A,25,B1_stated,hell|prev|ewm0.15|W12,0.6304125468803273,0.6304125468803273,
A,25,B1_stated,hell|prev|median|W3,0.5966587112171838,0.5966587112171838,
A,25,B1_stated,hell|prev|max|W3,0.6348448687350835,0.6348448687350835,
A,25,B1_stated,hell|prev|slope|W20,0.5884759631776338,0.5884759631776338,
A,25,B1_stated,hell|runmean|mean|W8,0.442891237640641,0.557108762359359,
A,25,B1_stated,dent_abs|mean|W8,0.5216501875213092,0.5216501875213092,
A,25,B1_stated,dtop1_abs|mean|W8,0.4913058302079782,0.5086941697920218,
A,25,B2_all_window_means,hell|prev|fracabove_q75|W12,0.5663143539038528,0.5663143539038528,
A,25,B2_all_window_means,hell|prev|fracabove_q75|W20,0.5707466757586089,0.5707466757586089,
A,25,B2_all_window_means,cos|prev|fracabove_q75|W12,0.5622229798840778,0.5622229798840778,
A,25,B2_all_window_means,hell|prev|fracabove_q90|W12,0.39277190589839756,0.6072280941016024,
A,25,B2_all_window_means,hell|prev|fracbelow_q10|W12,0.5543811796795091,0.5543811796795091,
A,25,B2_all_window_means,hell|prev|ewm0.15|W12,0.6317763382202523,0.6317763382202523,
A,25,B2_all_window_means,hell|prev|median|W3,0.529491987725878,0.529491987725878,
A,25,B2_all_window_means,hell|prev|max|W3,0.59836345039209,0.59836345039209,
A,25,B2_all_window_means,hell|prev|slope|W20,0.4626662120695534,0.5373337879304466,
A,25,B2_all_window_means,hell|runmean|mean|W8,0.4480054551653597,0.5519945448346403,
A,25,B2_all_window_means,dent_abs|mean|W8,0.4878963518581657,0.5121036481418343,
A,25,B2_all_window_means,dtop1_abs|mean|W8,0.4964200477326969,0.5035799522673031,
A,25,B3_means+moments,hell|prev|fracabove_q75|W12,0.5260825093760655,0.5260825093760655,
A,25,B3_means+moments,hell|prev|fracabove_q75|W20,0.5485850664848279,0.5485850664848279,
A,25,B3_means+moments,cos|prev|fracabove_q75|W12,0.5311967269007842,0.5311967269007842,
A,25,B3_means+moments,hell|prev|fracabove_q90|W12,0.4012956017729287,0.5987043982270712,
A,25,B3_means+moments,hell|prev|fracbelow_q10|W12,0.5165359699965906,0.5165359699965906,
A,25,B3_means+moments,hell|prev|ewm0.15|W12,0.47903170814865326,0.5209682918513467,
A,25,B3_means+moments,hell|prev|median|W3,0.5121036481418343,0.5121036481418343,
A,25,B3_means+moments,hell|prev|max|W3,0.49812478690760315,0.5018752130923969,
A,25,B3_means+moments,hell|prev|slope|W20,0.48039549948857824,0.5196045005114218,
A,25,B3_means+moments,hell|runmean|mean|W8,0.4548244118649847,0.5451755881350153,
A,25,B3_means+moments,dent_abs|mean|W8,0.5008523695874532,0.5008523695874532,
A,25,B3_means+moments,dtop1_abs|mean|W8,0.5121036481418343,0.5121036481418343,
A,30,B1_stated,hell|prev|fracabove_q75|W12,0.6464370951244459,0.6464370951244459,
A,30,B1_stated,hell|prev|fracabove_q75|W20,0.6075690419365837,0.6075690419365837,
A,30,B1_stated,cos|prev|fracabove_q75|W12,0.6604159563586771,0.6604159563586771,
A,30,B1_stated,hell|prev|fracabove_q90|W12,0.594272076372315,0.594272076372315,
A,30,B1_stated,hell|prev|fracbelow_q10|W12,0.38152062734401637,0.6184793726559836,
A,30,B1_stated,hell|prev|ewm0.15|W12,0.6164336856460961,0.6164336856460961,
A,30,B1_stated,hell|prev|median|W3,0.5444936924650529,0.5444936924650529,
A,30,B1_stated,hell|prev|max|W3,0.6102966246164336,0.6102966246164336,
A,30,B1_stated,hell|prev|slope|W20,0.5687009887487214,0.5687009887487214,
A,30,B1_stated,hell|runmean|mean|W8,0.4486873508353222,0.5513126491646778,
A,30,B1_stated,dent_abs|mean|W8,0.4780088646437095,0.5219911353562905,
A,30,B1_stated,dtop1_abs|mean|W8,0.5513126491646778,0.5513126491646778,
A,30,B2_all_window_means,hell|prev|fracabove_q75|W12,0.5472212751449028,0.5472212751449028,
A,30,B2_all_window_means,hell|prev|fracabove_q75|W20,0.5550630753494715,0.5550630753494715,
A,30,B2_all_window_means,cos|prev|fracabove_q75|W12,0.5646096147289464,0.5646096147289464,
A,30,B2_all_window_means,hell|prev|fracabove_q90|W12,0.46334810773951585,0.5366518922604842,
A,30,B2_all_window_means,hell|prev|fracbelow_q10|W12,0.44766450733037844,0.5523354926696216,
A,30,B2_all_window_means,hell|prev|ewm0.15|W12,0.4507330378452097,0.5492669621547903,
A,30,B2_all_window_means,hell|prev|median|W3,0.4087964541425162,0.5912035458574838,
A,30,B2_all_window_means,hell|prev|max|W3,0.5434708489601091,0.5434708489601091,
A,30,B2_all_window_means,hell|prev|slope|W20,0.45243777702011595,0.547562222979884,
A,30,B2_all_window_means,hell|runmean|mean|W8,0.5615410842141152,0.5615410842141152,
A,30,B2_all_window_means,dent_abs|mean|W8,0.49096488237299696,0.509035117627003,
A,30,B2_all_window_means,dtop1_abs|mean|W8,0.522673031026253,0.522673031026253,
A,30,B3_means+moments,hell|prev|fracabove_q75|W12,0.5206273440163655,0.5206273440163655,0.6716417910447762
A,30,B3_means+moments,hell|prev|fracabove_q75|W20,0.5441527446300716,0.5441527446300716,0.4228855721393035
A,30,B3_means+moments,cos|prev|fracabove_q75|W12,0.548926014319809,0.548926014319809,0.35323383084577115
A,30,B3_means+moments,hell|prev|fracabove_q90|W12,0.4861916126832594,0.5138083873167406,0.7761194029850746
A,30,B3_means+moments,hell|prev|fracbelow_q10|W12,0.4838049778383907,0.5161950221616093,0.7711442786069652
A,30,B3_means+moments,hell|prev|ewm0.15|W12,0.4715308557790658,0.5284691442209342,0.5970149253731343
A,30,B3_means+moments,hell|prev|median|W3,0.42720763723150357,0.5727923627684964,0.20398009950248755
A,30,B3_means+moments,hell|prev|max|W3,0.5284691442209342,0.5284691442209342,0.6218905472636815
A,30,B3_means+moments,hell|prev|slope|W20,0.4834640300034095,0.5165359699965906,0.7512437810945274
A,30,B3_means+moments,hell|runmean|mean|W8,0.5819979543129901,0.5819979543129901,0.07960199004975124
A,30,B3_means+moments,dent_abs|mean|W8,0.504943743607228,0.504943743607228,0.945273631840796
A,30,B3_means+moments,dtop1_abs|mean|W8,0.5121036481418343,0.5121036481418343,0.8009950248756219
B,20,B1_stated,hell|prev|fracabove_q75|W12,0.5313745019920318,0.5313745019920318,
B,20,B1_stated,hell|prev|fracabove_q75|W20,0.5348605577689243,0.5348605577689243,
B,20,B1_stated,cos|prev|fracabove_q75|W12,0.5323705179282868,0.5323705179282868,
B,20,B1_stated,hell|prev|fracabove_q90|W12,0.50199203187251,0.50199203187251,
B,20,B1_stated,hell|prev|fracbelow_q10|W12,0.46215139442231074,0.5378486055776892,
B,20,B1_stated,hell|prev|ewm0.15|W12,0.601593625498008,0.601593625498008,
B,20,B1_stated,hell|prev|median|W3,0.5333665338645418,0.5333665338645418,
B,20,B1_stated,hell|prev|max|W3,0.4850597609561753,0.5149402390438247,
B,20,B1_stated,hell|prev|slope|W20,0.5886454183266933,0.5886454183266933,
B,20,B1_stated,hell|runmean|mean|W8,0.4651394422310757,0.5348605577689243,
B,20,B1_stated,dent_abs|mean|W8,0.5204183266932271,0.5204183266932271,
B,20,B1_stated,dtop1_abs|mean|W8,0.5204183266932271,0.5204183266932271,
B,20,B2_all_window_means,hell|prev|fracabove_q75|W12,0.5114541832669323,0.5114541832669323,
B,20,B2_all_window_means,hell|prev|fracabove_q75|W20,0.5064741035856574,0.5064741035856574,
B,20,B2_all_window_means,cos|prev|fracabove_q75|W12,0.5204183266932271,0.5204183266932271,
B,20,B2_all_window_means,hell|prev|fracabove_q90|W12,0.523406374501992,0.523406374501992,
B,20,B2_all_window_means,hell|prev|fracbelow_q10|W12,0.49850597609561753,0.5014940239043825,
B,20,B2_all_window_means,hell|prev|ewm0.15|W12,0.5268924302788844,0.5268924302788844,
B,20,B2_all_window_means,hell|prev|median|W3,0.4910358565737052,0.5089641434262948,
B,20,B2_all_window_means,hell|prev|max|W3,0.45766932270916333,0.5423306772908367,
B,20,B2_all_window_means,hell|prev|slope|W20,0.547808764940239,0.547808764940239,
B,20,B2_all_window_means,hell|runmean|mean|W8,0.41782868525896416,0.5821713147410359,
B,20,B2_all_window_means,dent_abs|mean|W8,0.5273904382470119,0.5273904382470119,
B,20,B2_all_window_means,dtop1_abs|mean|W8,0.5249003984063745,0.5249003984063745,
B,20,B3_means+moments,hell|prev|fracabove_q75|W12,0.5014940239043825,0.5014940239043825,
B,20,B3_means+moments,hell|prev|fracabove_q75|W20,0.49750996015936255,0.5024900398406374,
B,20,B3_means+moments,cos|prev|fracabove_q75|W12,0.49252988047808766,0.5074701195219123,
B,20,B3_means+moments,hell|prev|fracabove_q90|W12,0.5144422310756972,0.5144422310756972,
B,20,B3_means+moments,hell|prev|fracbelow_q10|W12,0.475597609561753,0.524402390438247,
B,20,B3_means+moments,hell|prev|ewm0.15|W12,0.48705179282868527,0.5129482071713147,
B,20,B3_means+moments,hell|prev|median|W3,0.50199203187251,0.50199203187251,
B,20,B3_means+moments,hell|prev|max|W3,0.5032370517928287,0.5032370517928287,
B,20,B3_means+moments,hell|prev|slope|W20,0.5268924302788844,0.5268924302788844,
B,20,B3_means+moments,hell|runmean|mean|W8,0.43227091633466136,0.5677290836653386,
