experiment,unit,event,leg,signal,lead,effect,ci_lo,ci_hi,p_maxT,n_groups,n_groups_pos,n_groups_neg,n_events_used,n_pairs
E3,U1_main_S8,static,raw,S_margin,-4,-0.23438,-0.33126,-0.1375,0.207896,11,1,10,111,1605
E3,U1_main_S8,static,raw,S_margin,-3,-0.173781,-0.299492,-0.048069,0.463268,11,1,10,111,1575
E3,U1_main_S8,static,raw,S_margin,-2,-0.196968,-0.272241,-0.121695,0.331834,11,0,11,111,1509
E3,U1_main_S8,static,raw,S_margin,-1,-0.202471,-0.33261,-0.072333,0.32084,11,2,9,111,1390
E3,U1_main_S8,static,raw,S_margin,0,-0.295361,-0.378991,-0.211731,0.071464,11,0,11,111,1209
E3,U1_main_S8,static,raw,S_margin,1,-0.309823,-0.431506,-0.188141,0.069465,11,1,10,110,1035
E3,U1_main_S8,static,raw,S_margin,2,-0.244086,-0.328843,-0.159329,0.167416,11,0,10,107,911
E3,U1_main_S8,static,raw,V,-4,-0.339699,-0.404128,-0.275271,0.024488,11,0,11,111,1605
E3,U1_main_S8,static,raw,V,-3,-0.309721,-0.413196,-0.206246,0.069465,11,1,10,111,1575
E3,U1_main_S8,static,raw,V,-2,-0.336205,-0.398416,-0.273995,0.024988,11,0,11,111,1509
E3,U1_main_S8,static,raw,V,-1,-0.285761,-0.467301,-0.104221,0.08096,11,1,10,111,1390
E3,U1_main_S8,static,raw,V,0,-0.392085,-0.454939,-0.329232,0.013993,11,0,11,111,1209
E3,U1_main_S8,static,raw,V,1,-0.32955,-0.442125,-0.216975,0.028486,11,1,10,110,1035
E3,U1_main_S8,static,raw,V,2,-0.371311,-0.456234,-0.286388,0.014993,11,0,11,107,911
E3,U1_main_S8,static,raw,A,-4,-0.11378,-0.232043,0.004484,0.88006,11,2,9,111,1605
E3,U1_main_S8,static,raw,A,-3,-0.144412,-0.257015,-0.031809,0.676662,11,2,8,111,1575
E3,U1_main_S8,static,raw,A,-2,-0.177056,-0.295806,-0.058306,0.454273,11,2,9,111,1509
E3,U1_main_S8,static,raw,A,-1,-0.204541,-0.377496,-0.031586,0.311344,11,1,10,111,1390
E3,U1_main_S8,static,raw,A,0,-0.269102,-0.394276,-0.143929,0.09945,11,1,10,111,1209
E3,U1_main_S8,static,raw,A,1,-0.209346,-0.351322,-0.067369,0.295852,11,2,9,110,1035
E3,U1_main_S8,static,raw,A,2,-0.230977,-0.40373,-0.058223,0.213393,11,2,9,107,911
E3,U1_main_S8,static,raw,D_layer,-4,-0.064058,-0.187884,0.059767,1.0,11,4,7,111,1605
E3,U1_main_S8,static,raw,D_layer,-3,-0.067261,-0.236477,0.101954,1.0,11,4,7,111,1575
E3,U1_main_S8,static,raw,D_layer,-2,-0.146018,-0.285,-0.007036,0.658671,11,2,9,111,1509
E3,U1_main_S8,static,raw,D_layer,-1,-0.19386,-0.304516,-0.083204,0.347326,11,3,8,111,1390
E3,U1_main_S8,static,raw,D_layer,0,-0.262873,-0.371182,-0.154564,0.117941,11,1,10,111,1209
E3,U1_main_S8,static,raw,D_layer,1,-0.314592,-0.417599,-0.211585,0.057471,11,0,10,110,1035
E3,U1_main_S8,static,raw,D_layer,2,-0.387467,-0.468673,-0.306261,0.013993,11,0,11,107,911
E3,U1_main_S8,static,raw,flow_com,-4,-0.227658,-0.303706,-0.15161,0.233883,11,0,11,111,1605
E3,U1_main_S8,static,raw,flow_com,-3,-0.21086,-0.396203,-0.025517,0.291354,11,1,10,111,1575
E3,U1_main_S8,static,raw,flow_com,-2,-0.30085,-0.377672,-0.224028,0.069965,11,0,11,111,1509
E3,U1_main_S8,static,raw,flow_com,-1,-0.184553,-0.380627,0.011521,0.397301,11,2,9,111,1390
E3,U1_main_S8,static,raw,flow_com,0,-0.303826,-0.375168,-0.232485,0.069465,11,0,11,111,1209
E3,U1_main_S8,static,raw,flow_com,1,-0.262173,-0.35246,-0.171886,0.11944,11,0,11,110,1035
E3,U1_main_S8,static,raw,flow_com,2,-0.313058,-0.389448,-0.236668,0.067466,11,0,11,107,911
E3,U1_main_S8,static,raw,min_mob_k,-4,-0.464649,-0.492762,-0.436535,0.001999,11,0,11,111,1605
E3,U1_main_S8,static,raw,min_mob_k,-3,-0.465278,-0.491679,-0.438876,0.001999,11,0,11,111,1575
E3,U1_main_S8,static,raw,min_mob_k,-2,-0.469697,-0.509623,-0.42977,0.001999,11,0,11,111,1509
E3,U1_main_S8,static,raw,min_mob_k,-1,-0.462422,-0.528907,-0.395937,0.001999,11,0,11,111,1390
E3,U1_main_S8,static,raw,min_mob_k,0,-0.495159,-0.500344,-0.489973,0.001999,11,0,11,111,1209
E3,U1_main_S8,static,raw,min_mob_k,1,-0.48087,-0.505451,-0.45629,0.001999,11,0,11,110,1035
E3,U1_main_S8,static,raw,min_mob_k,2,-0.445241,-0.512665,-0.377818,0.001999,11,0,11,107,911
E3,U1_main_S8,static,resid_mob1w8,D_tok,-4,-0.175914,-0.250184,-0.101643,0.122439,11,1,10,111,1605
E3,U1_main_S8,static,resid_mob1w8,D_tok,-3,-0.155497,-0.231674,-0.079319,0.286857,11,0,10,111,1575
E3,U1_main_S8,static,resid_mob1w8,D_tok,-2,-0.150848,-0.243335,-0.058362,0.348826,11,1,10,111,1509
E3,U1_main_S8,static,resid_mob1w8,D_tok,-1,-0.149727,-0.220264,-0.079189,0.36082,11,0,11,111,1390
E3,U1_main_S8,static,resid_mob1w8,D_tok,0,-0.064613,-0.159376,0.03015,1.0,11,3,8,111,1209
E3,U1_main_S8,static,resid_mob1w8,D_tok,1,-0.084871,-0.200315,0.030573,0.9995,11,4,7,110,1035
E3,U1_main_S8,static,resid_mob1w8,D_tok,2,-0.134066,-0.298447,0.030315,0.597201,11,2,8,107,911
E3,U1_main_S8,static,resid_mob1w8,C,-4,0.17317,0.094059,0.252281,0.135932,11,10,1,111,1605
E3,U1_main_S8,static,resid_mob1w8,C,-3,0.161709,0.079892,0.243525,0.223888,11,10,0,111,1575
E3,U1_main_S8,static,resid_mob1w8,C,-2,0.144749,0.062672,0.226826,0.438781,11,10,1,111,1509
E3,U1_main_S8,static,resid_mob1w8,C,-1,0.151772,0.074242,0.229302,0.332334,11,11,0,111,1390
E3,U1_main_S8,static,resid_mob1w8,C,0,0.084449,-0.01919,0.188087,0.9995,11,8,3,111,1209
E3,U1_main_S8,static,resid_mob1w8,C,1,0.082947,-0.025797,0.191691,0.9995,11,7,3,110,1035
E3,U1_main_S8,static,resid_mob1w8,C,2,0.108638,-0.070167,0.287443,0.930035,11,8,3,107,911
E3,U1_main_S8,static,resid_mob1w8,S_ent,-4,0.003136,-0.136061,0.142334,1.0,11,3,8,111,1605
E3,U1_main_S8,static,resid_mob1w8,S_ent,-3,0.035021,-0.109948,0.17999,1.0,11,7,4,111,1575
E3,U1_main_S8,static,resid_mob1w8,S_ent,-2,0.040207,-0.050028,0.130442,1.0,11,6,5,111,1509
E3,U1_main_S8,static,resid_mob1w8,S_ent,-1,0.053817,0.001611,0.106023,1.0,11,7,4,111,1390
E3,U1_main_S8,static,resid_mob1w8,S_ent,0,0.094161,-0.01792,0.206241,0.994003,11,8,3,111,1209
E3,U1_main_S8,static,resid_mob1w8,S_ent,1,0.078244,-0.027457,0.183944,0.9995,11,8,3,110,1035
E3,U1_main_S8,static,resid_mob1w8,S_ent,2,0.201408,0.106398,0.296418,0.025487,11,11,0,107,911
E3,U1_main_S8,static,resid_mob1w8,S_margin,-4,-0.144753,-0.274201,-0.015305,0.438781,11,3,8,111,1605
E3,U1_main_S8,static,resid_mob1w8,S_margin,-3,-0.072812,-0.185053,0.039428,1.0,11,3,8,111,1575
E3,U1_main_S8,static,resid_mob1w8,S_margin,-2,-0.073632,-0.180577,0.033314,1.0,11,4,7,111,1509
E3,U1_main_S8,static,resid_mob1w8,S_margin,-1,-0.061209,-0.150562,0.028145,1.0,11,3,8,111,1390
E3,U1_main_S8,static,resid_mob1w8,S_margin,0,-0.090832,-0.183972,0.002309,0.996002,11,2,9,111,1209
E3,U1_main_S8,static,resid_mob1w8,S_margin,1,-0.060969,-0.237457,0.115518,1.0,11,5,6,110,1035
E3,U1_main_S8,static,resid_mob1w8,S_margin,2,-0.117987,-0.177799,-0.058175,0.837581,11,1,9,107,911
E3,U1_main_S8,static,resid_mob1w8,V,-4,-0.141323,-0.265725,-0.016922,0.503748,11,2,9,111,1605
E3,U1_main_S8,static,resid_mob1w8,V,-3,-0.142255,-0.257553,-0.026956,0.488256,11,2,9,111,1575
E3,U1_main_S8,static,resid_mob1w8,V,-2,-0.152775,-0.23287,-0.07268,0.31934,11,0,11,111,1509
E3,U1_main_S8,static,resid_mob1w8,V,-1,-0.072566,-0.213042,0.06791,1.0,11,1,10,111,1390
E3,U1_main_S8,static,resid_mob1w8,V,0,-0.12613,-0.244469,-0.00779,0.725637,11,2,9,111,1209
E3,U1_main_S8,static,resid_mob1w8,V,1,-0.140034,-0.254445,-0.025623,0.516742,11,3,8,110,1035
E3,U1_main_S8,static,resid_mob1w8,V,2,-0.156811,-0.285654,-0.027969,0.272864,11,1,10,107,911
E3,U1_main_S8,static,resid_mob1w8,A,-4,-0.022456,-0.186549,0.141637,1.0,11,4,7,111,1605
E3,U1_main_S8,static,resid_mob1w8,A,-3,-0.070127,-0.170824,0.03057,1.0,11,5,6,111,1575
E3,U1_main_S8,static,resid_mob1w8,A,-2,-0.072017,-0.122879,-0.021155,1.0,11,1,10,111,1509
E3,U1_main_S8,static,resid_mob1w8,A,-1,-0.04172,-0.181309,0.097868,1.0,11,3,8,111,1390
E3,U1_main_S8,static,resid_mob1w8,A,0,-0.076455,-0.161882,0.008972,0.9995,11,3,8,111,1209
E3,U1_main_S8,static,resid_mob1w8,A,1,-0.069735,-0.213252,0.073781,1.0,11,5,6,110,1035
E3,U1_main_S8,static,resid_mob1w8,A,2,-0.14765,-0.245953,-0.049346,0.401299,11,0,10,107,911
E3,U1_main_S8,static,resid_mob1w8,D_layer,-4,0.025045,-0.115696,0.165786,1.0,11,8,3,111,1605
E3,U1_main_S8,static,resid_mob1w8,D_layer,-3,-0.004192,-0.151884,0.143499,1.0,11,4,7,111,1575
E3,U1_main_S8,static,resid_mob1w8,D_layer,-2,-0.05252,-0.182423,0.077384,1.0,11,6,5,111,1509
E3,U1_main_S8,static,resid_mob1w8,D_layer,-1,-0.038124,-0.10735,0.031101,1.0,11,5,6,111,1390
E3,U1_main_S8,static,resid_mob1w8,D_layer,0,-0.055976,-0.131071,0.019119,1.0,11,3,8,111,1209
E3,U1_main_S8,static,resid_mob1w8,D_layer,1,-0.064933,-0.174425,0.044559,1.0,11,4,7,110,1035
E3,U1_main_S8,static,resid_mob1w8,D_layer,2,-0.186881,-0.281513,-0.09225,0.066467,11,0,11,107,911
E3,U1_main_S8,static,resid_mob1w8,flow_com,-4,-0.141,-0.240649,-0.041351,0.508246,11,2,9,111,1605
E3,U1_main_S8,static,resid_mob1w8,flow_com,-3,-0.102555,-0.267662,0.062551,0.969015,11,3,8,111,1575
E3,U1_main_S8,static,resid_mob1w8,flow_com,-2,-0.189402,-0.305422,-0.073382,0.057471,11,1,10,111,1509
E3,U1_main_S8,static,resid_mob1w8,flow_com,-1,-0.083571,-0.250281,0.083139,0.9995,11,3,8,111,1390
E3,U1_main_S8,static,resid_mob1w8,flow_com,0,-0.159278,-0.29657,-0.021987,0.241379,11,2,9,111,1209
E3,U1_main_S8,static,resid_mob1w8,flow_com,1,-0.144854,-0.240864,-0.048844,0.436282,11,2,9,110,1035
E3,U1_main_S8,static,resid_mob1w8,flow_com,2,-0.180627,-0.296374,-0.064881,0.095952,11,2,9,107,911
E3,U1_main_S8,static,resid_mob1w8,min_mob_k,-4,-0.239638,-0.32236,-0.156915,0.001499,11,0,11,111,1605
E3,U1_main_S8,static,resid_mob1w8,min_mob_k,-3,-0.199121,-0.255401,-0.142841,0.034983,11,0,11,111,1575
E3,U1_main_S8,static,resid_mob1w8,min_mob_k,-2,-0.199456,-0.278532,-0.120379,0.033483,11,0,11,111,1509
E3,U1_main_S8,static,resid_mob1w8,min_mob_k,-1,-0.160235,-0.245858,-0.074613,0.231884,11,1,10,111,1390
E3,U1_main_S8,static,resid_mob1w8,min_mob_k,0,-0.197453,-0.28657,-0.108336,0.034983,11,0,11,111,1209
E3,U1_main_S8,static,resid_mob1w8,min_mob_k,1,-0.215358,-0.289825,-0.14089,0.010495,11,0,11,110,1035
E3,U1_main_S8,static,resid_mob1w8,min_mob_k,2,-0.162083,-0.268634,-0.055533,0.221889,11,1,10,107,911
E3,U2_grid_S8,static,raw,D_tok,-4,-0.419304,-0.467249,-0.371358,0.0005,23,0,23,69,263
E3,U2_grid_S8,static,raw,D_tok,-3,-0.429831,-0.482434,-0.377228,0.0005,23,0,23,69,259
E3,U2_grid_S8,static,raw,D_tok,-2,-0.439993,-0.47802,-0.401965,0.0005,23,0,23,68,252
E3,U2_grid_S8,static,raw,D_tok,-1,-0.431224,-0.485784,-0.376665,0.0005,22,0,21,67,233
E3,U2_grid_S8,static,raw,D_tok,0,-0.469092,-0.495336,-0.442848,0.0005,22,0,22,67,208
E3,U2_grid_S8,static,raw,D_tok,1,-0.44982,-0.498182,-0.401457,0.0005,22,0,22,64,176
E3,U2_grid_S8,static,raw,D_tok,2,-0.392965,-0.466797,-0.319134,0.001,22,0,21,63,154
E3,U2_grid_S8,static,raw,C,-4,0.397164,0.341607,0.452721,0.001,23,23,0,69,263
E3,U2_grid_S8,static,raw,C,-3,0.422204,0.369277,0.475131,0.0005,23,23,0,69,259
E3,U2_grid_S8,static,raw,C,-2,0.431602,0.383105,0.480098,0.0005,23,23,0,68,252
E3,U2_grid_S8,static,raw,C,-1,0.431224,0.376665,0.485784,0.0005,22,21,0,67,233
E3,U2_grid_S8,static,raw,C,0,0.465054,0.430864,0.499245,0.0005,22,22,0,67,208
E3,U2_grid_S8,static,raw,C,1,0.44982,0.401457,0.498182,0.0005,22,22,0,64,176
E3,U2_grid_S8,static,raw,C,2,0.38842,0.315344,0.461496,0.001,22,21,0,63,154
E3,U2_grid_S8,static,raw,S_ent,-4,0.207418,0.107206,0.30763,0.110445,23,19,4,69,263
E3,U2_grid_S8,static,raw,S_ent,-3,0.219678,0.110808,0.328548,0.08046,23,18,5,69,259
E3,U2_grid_S8,static,raw,S_ent,-2,0.274113,0.167791,0.380436,0.016492,23,19,3,68,252
E3,U2_grid_S8,static,raw,S_ent,-1,0.304128,0.20857,0.399686,0.007496,22,18,2,67,233
E3,U2_grid_S8,static,raw,S_ent,0,0.357398,0.285132,0.429663,0.001999,22,20,0,67,208
E3,U2_grid_S8,static,raw,S_ent,1,0.363582,0.282697,0.444468,0.001,22,20,1,64,176
E3,U2_grid_S8,static,raw,S_ent,2,0.354329,0.246773,0.461885,0.001999,22,18,2,63,154
E3,U2_grid_S8,static,raw,S_margin,-4,-0.30113,-0.384798,-0.217462,0.007996,23,2,19,69,263
E3,U2_grid_S8,static,raw,S_margin,-3,-0.310173,-0.385864,-0.234482,0.006497,23,1,22,69,259
E3,U2_grid_S8,static,raw,S_margin,-2,-0.26816,-0.354989,-0.181332,0.021989,23,2,19,68,252
E3,U2_grid_S8,static,raw,S_margin,-1,-0.336618,-0.393327,-0.279908,0.002999,22,0,22,67,233
E3,U2_grid_S8,static,raw,S_margin,0,-0.30677,-0.418518,-0.195023,0.006997,22,2,20,67,208
E3,U2_grid_S8,static,raw,S_margin,1,-0.332933,-0.417798,-0.248069,0.002999,22,0,20,64,176
E3,U2_grid_S8,static,raw,S_margin,2,-0.257597,-0.370312,-0.144881,0.024488,22,2,18,63,154
E3,U2_grid_S8,static,raw,V,-4,-0.387503,-0.450648,-0.324358,0.001,23,0,22,69,263
E3,U2_grid_S8,static,raw,V,-3,-0.391313,-0.459087,-0.32354,0.001,23,0,22,69,259
E3,U2_grid_S8,static,raw,V,-2,-0.438195,-0.469568,-0.406822,0.0005,23,0,23,68,252
E3,U2_grid_S8,static,raw,V,-1,-0.449481,-0.500698,-0.398263,0.0005,22,0,21,67,233
E3,U2_grid_S8,static,raw,V,0,-0.446073,-0.497135,-0.395012,0.0005,22,0,21,67,208
E3,U2_grid_S8,static,raw,V,1,-0.422926,-0.471748,-0.374103,0.0005,22,0,22,64,176
E3,U2_grid_S8,static,raw,V,2,-0.410065,-0.482998,-0.337132,0.0005,22,0,21,63,154
E3,U2_grid_S8,static,raw,A,-4,-0.147312,-0.258137,-0.036487,0.413793,23,4,19,69,263
E3,U2_grid_S8,static,raw,A,-3,-0.237568,-0.34687,-0.128267,0.049975,23,3,20,69,259
E3,U2_grid_S8,static,raw,A,-2,-0.267985,-0.353072,-0.182898,0.021989,23,1,20,68,252
E3,U2_grid_S8,static,raw,A,-1,-0.351811,-0.419688,-0.283934,0.001999,22,0,21,67,233
E3,U2_grid_S8,static,raw,A,0,-0.334732,-0.431622,-0.237842,0.002999,22,1,19,67,208
E3,U2_grid_S8,static,raw,A,1,-0.317875,-0.41862,-0.21713,0.003498,22,1,20,64,176
E3,U2_grid_S8,static,raw,A,2,-0.259343,-0.387063,-0.131624,0.023988,22,3,17,63,154
E3,U2_grid_S8,static,raw,D_layer,-4,-0.142536,-0.255779,-0.029293,0.454273,23,7,16,69,263
E3,U2_grid_S8,static,raw,D_layer,-3,-0.154999,-0.274755,-0.035243,0.365317,23,6,17,69,259
E3,U2_grid_S8,static,raw,D_layer,-2,-0.221665,-0.333923,-0.109408,0.078961,23,4,18,68,252
E3,U2_grid_S8,static,raw,D_layer,-1,-0.287117,-0.389453,-0.184781,0.012994,22,3,18,67,233
E3,U2_grid_S8,static,raw,D_layer,0,-0.296575,-0.410332,-0.182819,0.008496,22,2,20,67,208
E3,U2_grid_S8,static,raw,D_layer,1,-0.324423,-0.437677,-0.211168,0.002999,22,2,20,64,176
E3,U2_grid_S8,static,raw,D_layer,2,-0.292857,-0.440243,-0.145472,0.008496,22,4,17,63,154
E3,U2_grid_S8,static,raw,flow_com,-4,-0.299242,-0.361864,-0.23662,0.007996,23,0,22,69,263
E3,U2_grid_S8,static,raw,flow_com,-3,-0.334594,-0.410417,-0.258771,0.002999,23,1,22,69,259
E3,U2_grid_S8,static,raw,flow_com,-2,-0.349389,-0.407062,-0.291717,0.001999,23,0,22,68,252
E3,U2_grid_S8,static,raw,flow_com,-1,-0.292301,-0.383447,-0.201155,0.008496,22,3,19,67,233
E3,U2_grid_S8,static,raw,flow_com,0,-0.347139,-0.415385,-0.278892,0.001999,22,0,22,67,208
E3,U2_grid_S8,static,raw,flow_com,1,-0.32803,-0.423211,-0.23285,0.002999,22,2,19,64,176
E3,U2_grid_S8,static,raw,flow_com,2,-0.225735,-0.367116,-0.084355,0.069965,22,3,15,63,154
E3,U2_grid_S8,static,raw,min_mob_k,-4,-0.491304,-0.509338,-0.473271,0.0005,23,0,23,69,263
E3,U2_grid_S8,static,raw,min_mob_k,-3,-0.481884,-0.503929,-0.459839,0.0005,23,0,23,69,259
E3,U2_grid_S8,static,raw,min_mob_k,-2,-0.482609,-0.508998,-0.456219,0.0005,23,0,23,68,252
E3,U2_grid_S8,static,raw,min_mob_k,-1,-0.486364,-0.502591,-0.470136,0.0005,22,0,22,67,233
E3,U2_grid_S8,static,raw,min_mob_k,0,-0.496212,-0.504089,-0.488335,0.0005,22,0,22,67,208
E3,U2_grid_S8,static,raw,min_mob_k,1,-0.481061,-0.520447,-0.441674,0.0005,22,0,22,64,176
E3,U2_grid_S8,static,raw,min_mob_k,2,-0.481061,-0.520447,-0.441674,0.0005,22,0,22,63,154
E3,U2_grid_S8,static,resid_mob1w8,D_tok,-4,-0.210976,-0.279063,-0.142888,0.006497,23,2,19,69,263
E3,U2_grid_S8,static,resid_mob1w8,D_tok,-3,-0.220349,-0.30304,-0.137657,0.003998,23,5,17,69,259
E3,U2_grid_S8,static,resid_mob1w8,D_tok,-2,-0.15963,-0.240125,-0.079136,0.105947,23,5,17,68,252
E3,U2_grid_S8,static,resid_mob1w8,D_tok,-1,-0.173043,-0.253338,-0.092747,0.051474,22,4,16,67,233
E3,U2_grid_S8,static,resid_mob1w8,D_tok,0,-0.20177,-0.274496,-0.129043,0.010495,22,1,20,67,208
E3,U2_grid_S8,static,resid_mob1w8,D_tok,1,-0.17512,-0.244251,-0.105988,0.047476,22,1,17,64,176
E3,U2_grid_S8,static,resid_mob1w8,D_tok,2,-0.096402,-0.237345,0.04454,0.846077,21,5,13,62,153
E3,U2_grid_S8,static,resid_mob1w8,C,-4,0.159818,0.079474,0.240163,0.105447,23,18,5,69,263
E3,U2_grid_S8,static,resid_mob1w8,C,-3,0.233477,0.151545,0.315409,0.001,23,18,4,69,259
E3,U2_grid_S8,static,resid_mob1w8,C,-2,0.151681,0.050975,0.252388,0.162919,23,17,6,68,252
E3,U2_grid_S8,static,resid_mob1w8,C,-1,0.168727,0.087923,0.249531,0.062469,22,16,5,67,233
E3,U2_grid_S8,static,resid_mob1w8,C,0,0.222618,0.155635,0.289602,0.002499,22,20,2,67,208
E3,U2_grid_S8,static,resid_mob1w8,C,1,0.152771,0.060004,0.245539,0.155422,22,17,2,64,176
E3,U2_grid_S8,static,resid_mob1w8,C,2,0.083405,-0.0643,0.231109,0.952524,21,15,6,62,153
E3,U2_grid_S8,static,resid_mob1w8,S_ent,-4,0.087386,0.020634,0.154138,0.931534,23,15,7,69,263
E3,U2_grid_S8,static,resid_mob1w8,S_ent,-3,0.07776,-0.015031,0.170551,0.976512,23,15,8,69,259
E3,U2_grid_S8,static,resid_mob1w8,S_ent,-2,0.052512,-0.029229,0.134253,1.0,23,16,7,68,252
E3,U2_grid_S8,static,resid_mob1w8,S_ent,-1,0.051436,-0.049149,0.152022,1.0,22,13,8,67,233
E3,U2_grid_S8,static,resid_mob1w8,S_ent,0,0.119651,0.048733,0.190568,0.508246,22,17,4,67,208
E3,U2_grid_S8,static,resid_mob1w8,S_ent,1,0.116965,0.022712,0.211218,0.547726,22,16,4,64,176
E3,U2_grid_S8,static,resid_mob1w8,S_ent,2,0.102925,-0.014436,0.220285,0.762619,21,14,4,62,153
E3,U2_grid_S8,static,resid_mob1w8,S_margin,-4,-0.162515,-0.235394,-0.089637,0.089455,23,2,18,69,263
E3,U2_grid_S8,static,resid_mob1w8,S_margin,-3,-0.180271,-0.258562,-0.10198,0.037481,23,3,19,69,259
E3,U2_grid_S8,static,resid_mob1w8,S_margin,-2,-0.092062,-0.174233,-0.009892,0.894053,23,7,13,68,252
E3,U2_grid_S8,static,resid_mob1w8,S_margin,-1,-0.170314,-0.239273,-0.101355,0.056972,22,2,20,67,233
E3,U2_grid_S8,static,resid_mob1w8,S_margin,0,-0.126561,-0.198165,-0.054957,0.415792,22,4,16,67,208
E3,U2_grid_S8,static,resid_mob1w8,S_margin,1,-0.069992,-0.183513,0.043529,0.994503,22,6,13,64,176
E3,U2_grid_S8,static,resid_mob1w8,S_margin,2,-0.091303,-0.208369,0.025763,0.90005,21,4,14,62,153
E3,U2_grid_S8,static,resid_mob1w8,V,-4,-0.176282,-0.259931,-0.092633,0.043978,23,6,17,69,263
E3,U2_grid_S8,static,resid_mob1w8,V,-3,-0.194498,-0.273938,-0.115058,0.018491,23,2,21,69,259
E3,U2_grid_S8,static,resid_mob1w8,V,-2,-0.186726,-0.266276,-0.107176,0.026487,23,2,19,68,252
E3,U2_grid_S8,static,resid_mob1w8,V,-1,-0.213408,-0.286308,-0.140507,0.005497,22,2,18,67,233
E3,U2_grid_S8,static,resid_mob1w8,V,0,-0.189934,-0.270285,-0.109584,0.022489,22,3,17,67,208
E3,U2_grid_S8,static,resid_mob1w8,V,1,-0.066767,-0.168907,0.035374,0.998001,22,5,14,64,176
E3,U2_grid_S8,static,resid_mob1w8,V,2,-0.072139,-0.207714,0.063435,0.989505,21,5,13,62,153
E3,U2_grid_S8,static,resid_mob1w8,A,-4,-0.074637,-0.16504,0.015767,0.985007,23,6,17,69,263
E3,U2_grid_S8,static,resid_mob1w8,A,-3,-0.079296,-0.176546,0.017954,0.970515,23,9,13,69,259
E3,U2_grid_S8,static,resid_mob1w8,A,-2,-0.075977,-0.162889,0.010935,0.982509,23,7,13,68,252
E3,U2_grid_S8,static,resid_mob1w8,A,-1,-0.150398,-0.20929,-0.091506,0.171914,22,1,19,67,233
E3,U2_grid_S8,static,resid_mob1w8,A,0,-0.123481,-0.211589,-0.035374,0.458771,22,5,14,67,208
E3,U2_grid_S8,static,resid_mob1w8,A,1,-0.001543,-0.103948,0.100862,1.0,22,6,13,64,176
E3,U2_grid_S8,static,resid_mob1w8,A,2,-0.146078,-0.27078,-0.021376,0.206397,21,4,12,62,153
E3,U2_grid_S8,static,resid_mob1w8,D_layer,-4,-0.065356,-0.134939,0.004227,0.999,23,8,15,69,263
E3,U2_grid_S8,static,resid_mob1w8,D_layer,-3,-0.092943,-0.18481,-0.001077,0.889055,23,7,16,69,259
E3,U2_grid_S8,static,resid_mob1w8,D_layer,-2,-0.048174,-0.131866,0.035519,1.0,23,6,14,68,252
E3,U2_grid_S8,static,resid_mob1w8,D_layer,-1,-0.109831,-0.204905,-0.014757,0.656672,22,5,17,67,233
E3,U2_grid_S8,static,resid_mob1w8,D_layer,0,-0.116168,-0.174467,-0.05787,0.55972,22,4,15,67,208
E3,U2_grid_S8,static,resid_mob1w8,D_layer,1,-0.112225,-0.190924,-0.033525,0.616692,22,5,15,64,176
