cohort,group,detector,episodes,risk_n,timely_n,late_n,persistent_n,alarms,tp,fp,fn,tn,risk_recall,timely_fpr,precision,late_recall,persistent_recall,detected_risk_lead_median,early2_risk_recall,early4_risk_recall,early8_risk_recall,early12_risk_recall,risk_recall_ci_low,risk_recall_ci_high,timely_fpr_ci_low,timely_fpr_ci_high,precision_ci_low,precision_ci_high,total_alarm_rate,before_half_tp,before_half_recall
development_main,all,freeze_only_auto,14800,487,14313,30,457,357,323,34,164,14279,0.6632443531827515,0.0023754628659260813,0.9047619047619048,0.6,0.6673960612691466,11.0,0.5482546201232033,0.459958932238193,0.3839835728952772,0.32238193018480493,0.5527232718381863,0.734404362669567,0.00041622083311221915,0.005147921429313084,0.8668724340422668,0.9728114930182598,0.02412162162162162,14,0.028747433264887063
development_main,all,published_v7,14800,487,14313,30,457,449,382,67,105,14246,0.784394250513347,0.0046810591769719835,0.8507795100222717,0.6333333333333333,0.7943107221006565,9.0,0.6817248459958932,0.5585215605749486,0.42505133470225875,0.351129363449692,0.7029616372715989,0.8350303041702255,0.0014482259903106298,0.008857462292185887,0.7478424354348923,0.9307704402515723,0.030337837837837837,31,0.06365503080082136
development_main,all,turbulence_only_auto,14800,487,14313,30,457,503,399,104,88,14209,0.8193018480492813,0.007266121707538601,0.7932405566600398,0.6666666666666666,0.8293216630196937,10.0,0.7227926078028748,0.6016427104722792,0.4620123203285421,0.3839835728952772,0.7418253471601407,0.8778715340472317,0.002276957364237572,0.01358600417592599,0.6991970515712712,0.8949137931034481,0.033986486486486486,38,0.07802874743326489
development_main,all,unlabeled_budget_guard,14800,487,14313,30,457,426,350,76,137,14237,0.7186858316221766,0.005309858170893593,0.8215962441314554,0.6333333333333333,0.7242888402625821,12.0,0.6016427104722792,0.5154004106776181,0.42299794661190965,0.3613963039014374,0.5954269381922115,0.8,0.0013778561318729234,0.011353357757022498,0.7680661731777351,0.9116164192949905,0.028783783783783785,21,0.043121149897330596
external_8b,all,freeze_only_auto,15600,564,15036,41,523,423,377,46,187,14990,0.6684397163120568,0.0030593242883745677,0.8912529550827423,0.6341463414634146,0.6711281070745698,13.0,0.5514184397163121,0.4929078014184397,0.39893617021276595,0.35106382978723405,0.5527851989476255,0.7484214817113019,0.0014480209886429713,0.004917723107020583,0.8237536247074031,0.933908864189773,0.027115384615384614,34,0.06028368794326241
external_8b,all,published_v7,15600,564,15036,41,523,519,439,80,125,14956,0.7783687943262412,0.005320563979781857,0.8458574181117534,0.7317073170731707,0.7820267686424475,12.0,0.6719858156028369,0.5868794326241135,0.4450354609929078,0.39184397163120566,0.692759499536608,0.8354543979227523,0.0022994899064888727,0.008901298475211478,0.7288471523515023,0.9117018444812238,0.033269230769230766,46,0.08156028368794327
external_8b,all,turbulence_only_auto,15600,564,15036,41,523,593,469,124,95,14912,0.8315602836879432,0.008246874168661877,0.790893760539629,0.7804878048780488,0.8355640535372849,12.0,0.7411347517730497,0.6382978723404256,0.4946808510638298,0.4308510638297872,0.7563721522603376,0.8812788334069819,0.003606596003238091,0.01415133919279758,0.6894241217986113,0.8682586903648768,0.03801282051282051,59,0.10460992907801418
external_8b,all,unlabeled_budget_guard,15600,564,15036,41,523,511,419,92,145,14944,0.7429078014184397,0.006118648576749135,0.8199608610567515,0.7317073170731707,0.7437858508604207,13.0,0.6400709219858156,0.5620567375886525,0.45567375886524825,0.39361702127659576,0.629113075365333,0.8265100985749491,0.00272154185466014,0.010626574439626838,0.749372251383175,0.883339947089947,0.032756410256410254,47,0.08333333333333333
