failure_type,prefix_queries,model,feature_scope,n_failure_branches,n_type_positive,brier,log_loss,noise_action_reference,brier_improvement_vs_rate,brier_relative_improvement_vs_rate,brier_improvement_vs_noise_action
single_subtask_omission,1,moe_action_within_snapshot,within_snapshot_centered,86,32,0.3039299264636858,0.8340127200865332,noise+action_within_snapshot,-0.008964394569762835,-0.030391329157017092,-0.004106756088673114
single_subtask_omission,1,moe_state_within_snapshot,within_snapshot_centered,86,32,0.3280647950606186,2.3570796888468473,noise+action_within_snapshot,-0.03309926316669565,-0.11221400329106582,-0.028241624685605926
single_subtask_omission,1,moe_action+state_within_snapshot,within_snapshot_centered,86,32,0.307793813062416,0.8927031606147803,noise+action_within_snapshot,-0.01282828116849305,-0.043490780384151544,-0.007970642687403329
single_subtask_omission,1,noise+action+moe_action_within_snapshot,within_snapshot_centered,86,32,0.3030236922774407,0.8300811660488305,noise+action_within_snapshot,-0.008058160383517754,-0.02731898988935315,-0.003200521902428033
single_subtask_omission,1,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,86,32,0.304889762098755,0.8791586605914186,noise+action_within_snapshot,-0.009924230204832074,-0.033645389483680684,-0.005066591723742353
single_subtask_omission,3,failure_rate_only,absolute,86,32,0.29496553189392294,0.7958465199250635,noise+action,0.0,0.0,-0.04358742936095633
single_subtask_omission,3,noise+action,absolute,86,32,0.2513781025329666,0.9364628254047332,noise+action,0.04358742936095633,0.1477712635815071,0.0
single_subtask_omission,3,moe_action,absolute,86,32,0.21213195305952584,1.09167784963527,noise+action,0.0828335788343971,0.28082460449713204,0.03924614947344077
single_subtask_omission,3,moe_state,absolute,86,32,0.2915395007536311,0.8501161635735656,noise+action,0.0034260311402918298,0.011615021993566073,-0.0401613982206645
single_subtask_omission,3,moe_action+state,absolute,86,32,0.2236527186466925,1.7847759352859438,noise+action,0.07131281324723043,0.24176659825079605,0.027725383886274102
single_subtask_omission,3,noise+action+moe_action,absolute,86,32,0.2006075473250038,1.0792112768566042,noise+action,0.09435798456891914,0.31989495166795506,0.05077055520796281
single_subtask_omission,3,noise+action+moe_action+state,absolute,86,32,0.21656296929506,1.695352888453321,noise+action,0.07840256259886294,0.26580245527487084,0.03481513323790661
single_subtask_omission,3,noise+action_within_snapshot,within_snapshot_centered,86,32,0.33172231138737945,0.8893195878927636,noise+action_within_snapshot,-0.036756779493456515,-0.12461381252734026,0.0
single_subtask_omission,3,moe_action_within_snapshot,within_snapshot_centered,86,32,0.3316270108515099,0.892809737716069,noise+action_within_snapshot,-0.03666147895758698,-0.1242907221131565,9.53005358695358e-05
single_subtask_omission,3,moe_state_within_snapshot,within_snapshot_centered,86,32,0.384168346617262,1.87486462831998,noise+action_within_snapshot,-0.08920281472333907,-0.30241775759555073,-0.05244603522988256
single_subtask_omission,3,moe_action+state_within_snapshot,within_snapshot_centered,86,32,0.3399853520203451,0.9165196658378029,noise+action_within_snapshot,-0.04501982012642214,-0.15262739289352764,-0.008263040632965624
single_subtask_omission,3,noise+action+moe_action_within_snapshot,within_snapshot_centered,86,32,0.3326562585712455,0.8939627955717296,noise+action_within_snapshot,-0.03769072667732254,-0.12778010513742696,-0.000933947183866024
single_subtask_omission,3,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,86,32,0.34175382579952174,0.9188437303329681,noise+action_within_snapshot,-0.0467882939055988,-0.15862291978720094,-0.010031514412142284
non_stagnation_non_loop,1,failure_rate_only,absolute,86,10,0.10432278242480965,0.3674781376883661,noise+action,0.0,0.0,0.011756746113919025
non_stagnation_non_loop,1,noise+action,absolute,86,10,0.11607952853872867,0.5226810349637756,noise+action,-0.011756746113919025,-0.11269586413104604,0.0
non_stagnation_non_loop,1,moe_action,absolute,86,10,0.13223385279057417,0.45086112774175274,noise+action,-0.027911070365764526,-0.2675453023492865,-0.0161543242518455
non_stagnation_non_loop,1,moe_state,absolute,86,10,0.13721361315533284,0.5059182633080824,noise+action,-0.03289083073052319,-0.3152794621273562,-0.021134084616604168
non_stagnation_non_loop,1,moe_action+state,absolute,86,10,0.12302986716825551,0.47625695012005276,noise+action,-0.01870708474344586,-0.17931926573113535,-0.006950338629526834
non_stagnation_non_loop,1,noise+action+moe_action,absolute,86,10,0.13412979208197315,0.45644482139124626,noise+action,-0.0298070096571635,-0.28571908229774085,-0.018050263543244474
non_stagnation_non_loop,1,noise+action+moe_action+state,absolute,86,10,0.13321668920065932,0.50267240045363,noise+action,-0.028893906775849673,-0.27696641236227454,-0.017137160661930648
non_stagnation_non_loop,1,noise+action_within_snapshot,within_snapshot_centered,86,10,0.11128100905076153,0.4244909211434711,noise+action_within_snapshot,-0.0069582266259518855,-0.06669901304604302,0.0
non_stagnation_non_loop,1,moe_action_within_snapshot,within_snapshot_centered,86,10,0.11879791349319033,0.5717289682410537,noise+action_within_snapshot,-0.014475131068380678,-0.1387533071102047,-0.007516904442428793
non_stagnation_non_loop,1,moe_state_within_snapshot,within_snapshot_centered,86,10,0.32042227104187543,2.8148461550596595,noise+action_within_snapshot,-0.2160994886170658,-2.071450584370858,-0.20914126199111388
non_stagnation_non_loop,1,moe_action+state_within_snapshot,within_snapshot_centered,86,10,0.1269680112567565,0.8324835045121564,noise+action_within_snapshot,-0.022645228831946848,-0.21706887321825732,-0.015687002205994963
non_stagnation_non_loop,1,noise+action+moe_action_within_snapshot,within_snapshot_centered,86,10,0.11873423721950997,0.563354363785104,noise+action_within_snapshot,-0.014411454794700324,-0.1381429296624382,-0.007453228168748438
non_stagnation_non_loop,1,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,86,10,0.12713028166413776,0.780939922603398,noise+action_within_snapshot,-0.022807499239328108,-0.21862433793660122,-0.015849272613376222
non_stagnation_non_loop,3,failure_rate_only,absolute,86,10,0.10432278242480965,0.3674781376883661,noise+action,0.0,0.0,0.016096400018042717
non_stagnation_non_loop,3,noise+action,absolute,86,10,0.12041918244285237,0.48118408588164907,noise+action,-0.016096400018042717,-0.15429419771893213,0.0
non_stagnation_non_loop,3,moe_action,absolute,86,10,0.10873595293579341,0.4581106420183164,noise+action,-0.004413170510983763,-0.04230303686699061,0.011683229507058954
non_stagnation_non_loop,3,moe_state,absolute,86,10,0.23140489966858582,0.7855043948696756,noise+action,-0.12708211724377616,-1.2181626514358954,-0.11098571722573346
non_stagnation_non_loop,3,moe_action+state,absolute,86,10,0.23831883485202304,0.7794302813685239,noise+action,-0.1339960524272134,-1.2844371029289856,-0.11789965240917068
non_stagnation_non_loop,3,noise+action+moe_action,absolute,86,10,0.11374686890887398,0.49331256784307626,noise+action,-0.009424086484064328,-0.09033584290043943,0.0066723135339783884
non_stagnation_non_loop,3,noise+action+moe_action+state,absolute,86,10,0.2417750947489355,0.8029502677217494,noise+action,-0.13745231232412586,-1.3175675449722042,-0.12135591230608313
non_stagnation_non_loop,3,noise+action_within_snapshot,within_snapshot_centered,86,10,0.10687693787350935,0.38775236776709776,noise+action_within_snapshot,-0.002554155448699705,-0.024483199060958763,0.0
non_stagnation_non_loop,3,moe_action_within_snapshot,within_snapshot_centered,86,10,0.11096652315439459,0.47502527791473503,noise+action_within_snapshot,-0.006643740729584943,-0.06368446637601331,-0.004089585280885238
non_stagnation_non_loop,3,moe_state_within_snapshot,within_snapshot_centered,86,10,0.1726855328969795,0.6723908233077331,noise+action_within_snapshot,-0.06836275047216984,-0.6553002985847517,-0.06580859502347014
non_stagnation_non_loop,3,moe_action+state_within_snapshot,within_snapshot_centered,86,10,0.12215717473238585,0.606045204399681,noise+action_within_snapshot,-0.017834392307576205,-0.17095395553152826,-0.0152802368588765
non_stagnation_non_loop,3,noise+action+moe_action_within_snapshot,within_snapshot_centered,86,10,0.11060488473746845,0.4731683426997775,noise+action_within_snapshot,-0.006282102312658799,-0.06021793290632951,-0.0037279468639590946
non_stagnation_non_loop,3,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,86,10,0.12213693339018614,0.5929569992125299,noise+action_within_snapshot,-0.017814150965376488,-0.17075992943550933,-0.015259995516676783
