cv_scheme,model,snapshots,heldout_units,ridge_alpha,failure_rate_mse,failure_rate_mae,mse_gain_vs_mean_rate,mse_gain_vs_mean_rate_ci95_low,mse_gain_vs_mean_rate_ci95_high,mse_gain_vs_policy_state,mse_gain_vs_policy_state_ci95_low,mse_gain_vs_policy_state_ci95_high,mse_gain_vs_sim_state,mse_gain_vs_sim_state_ci95_low,mse_gain_vs_sim_state_ci95_high
leave_one_snapshot_out,mean_moe_action,8,8,10.0,0.06764619614968803,0.23941140994429588,0.1208104365033732,0.015485776177952139,0.23458275281490137,0.09579964717740053,0.018993001234301643,0.18665447315573847,0.06224420345191861,0.012941390098831574,0.11564729335113913
leave_one_snapshot_out,mean_moe_action+state,8,8,10.0,0.09062693798824617,0.26840629056096077,0.09782969466481505,0.008094773222109785,0.19522360628398186,0.07281890533884239,0.019038885493858203,0.14609994018693417,0.03926346161336047,-2.4723753152899517e-05,0.09766739851802762
leave_one_snapshot_out,policy_state+mean_moe_action+state,8,8,10.0,0.09063831729940852,0.26833123713731766,0.0978183153536527,-0.005069795675580485,0.20792577546716753,0.07280752602768004,0.011580355377238064,0.13414144912723425,0.03925208230219812,-0.00011060489770665845,0.09406023245631186
leave_one_snapshot_out,sim_state+mean_moe_action+state,8,8,10.0,0.09069024119422531,0.2683037407696247,0.09776639145883591,0.003680925747836564,0.1990288856711925,0.07275560213286325,0.015961738222153778,0.13416107880566108,0.039200158407381336,0.00019875507896723342,0.09611505135778814
leave_one_snapshot_out,mean_moe_state,8,8,10.0,0.1199864181858541,0.284553200006485,0.06847021446720712,-0.030471585518416774,0.15379646255844992,0.043459425141234465,-0.012387584326509993,0.09827662849054697,0.00990398141575255,-0.03457801117990996,0.07617380728448749
leave_one_snapshot_out,initial_sim_state,8,8,10.0,0.12989039960160664,0.3142302744090557,0.05856623305145458,-0.034841853925422175,0.15782193151627702,0.033555443725481915,-0.03713316829868974,0.09782764832936108,0.0,0.0,0.0
leave_one_snapshot_out,initial_policy_state,8,8,10.0,0.16344584332708856,0.34490666165947914,0.02501078932597266,-0.03258119252135345,0.07976889984467905,0.0,0.0,0.0,-0.033555443725481915,-0.10873332053172842,0.03598150302941408
leave_one_snapshot_out,mean_output_action,8,8,10.0,0.18551948296579834,0.40051083639264107,0.0029371496872628786,-0.15806847875786512,0.16210982414310204,-0.022073639638709786,-0.148432292269804,0.10199675771804681,-0.0556290833641917,-0.15076573873904328,0.013952460508236524
leave_one_snapshot_out,mean_rate,8,8,,0.18845663265306123,0.3794642857142857,0.0,0.0,0.0,-0.02501078932597266,-0.07458195178585984,0.038471058550846066,-0.05856623305145458,-0.15991459932320942,0.04281828263933073
leave_one_snapshot_out,as_moe,8,8,10.0,0.1884566399896026,0.379464291036129,-7.336541385039377e-09,-1.8460144386950403e-08,3.4972111055599914e-09,-0.025010796662514045,-0.08588018154150136,0.03558510320308203,-0.05856624038799596,-0.15954239448596608,0.049577544318791814
leave_one_worker_out,initial_policy_state,8,4,10.0,0.21818720346602438,0.4055269584059715,0.03642434167286451,-0.039108756106131744,0.11682121665336975,0.0,0.0,0.0,0.04276032898600113,-0.06705082127602191,0.2272960785812298
leave_one_worker_out,as_moe,8,4,10.0,0.25461154099967764,0.4348958283662796,4.139211252397745e-09,0.0,1.2003712809328937e-08,-0.03642433753365326,-0.11682121665336975,0.04397254158606323,0.006335991452347867,-0.16931886647323857,0.21824263164298718
leave_one_worker_out,mean_rate,8,4,,0.2546115451388889,0.43489583333333337,0.0,0.0,0.0,-0.03642434167286451,-0.11682121665336975,0.04397253330764073,0.006335987313136615,-0.16931886647323857,0.21824261984623486
leave_one_worker_out,mean_moe_action,8,4,10.0,0.2572441828112264,0.4320956692099571,-0.0026326376723375088,-0.08592532227556839,0.07470266812167073,-0.039056979345202025,-0.10244094525561698,0.024326986565212927,0.003703349640799103,-0.10928686489871575,0.1542828860355302
leave_one_worker_out,initial_sim_state,8,4,10.0,0.2609475324520255,0.3973248414695263,-0.006335987313136615,-0.21824261984623486,0.16931886647323857,-0.04276032898600113,-0.22879634718316713,0.06419316679614129,0.0,0.0,0.0
leave_one_worker_out,sim_state+mean_moe_action+state,8,4,10.0,0.2653797549830321,0.4510511979460716,-0.010768209844143228,-0.11499978449915738,0.08957897844977561,-0.04719255151700774,-0.09765776726974851,0.003272664235733025,-0.004432222531006613,-0.10438566948829076,0.14602929643916795
leave_one_worker_out,policy_state+mean_moe_action+state,8,4,10.0,0.2655261274701104,0.45212437212467194,-0.0109145823312215,-0.10706490763835841,0.08798492155438023,-0.047338924004086014,-0.09642475674176954,0.0017469087335975075,-0.0045785950180848856,-0.10476653467885244,0.15110610875996927
leave_one_worker_out,mean_moe_action+state,8,4,10.0,0.2656452276052723,0.4522019848227501,-0.011033682466383421,-0.10708147902793763,0.08798352395026146,-0.047458024139247934,-0.09671846206791401,0.0018024137894181447,-0.004697695153246806,-0.10506982786794028,0.14738728739841178
leave_one_worker_out,mean_moe_state,8,4,10.0,0.28717526786660286,0.478201761841774,-0.03256372272771396,-0.17228051574148073,0.10715307028605281,-0.06898806440057847,-0.13649549235406055,0.018693750833948197,-0.026227735414577347,-0.16625854105415477,0.15765766160448003
leave_one_worker_out,mean_output_action,8,4,10.0,0.4144392073652434,0.5613607689738274,-0.15982766222635453,-0.5666811032507858,0.0988623345962365,-0.19625200389921904,-0.567835819536413,0.006381361817212827,-0.1534916749132179,-0.34843848340455097,-0.0415800094581007
