cv_scheme,snapshot_key,worker,model,observed_failure_rate,predicted_failure_rate
leave_one_snapshot_out,w00_s000,0,mean_rate,0.5625,0.6875
leave_one_snapshot_out,w00_s001,0,mean_rate,0.75,0.6607142857142857
leave_one_snapshot_out,w01_s000,1,mean_rate,1.0,0.625
leave_one_snapshot_out,w01_s001,1,mean_rate,1.0,0.625
leave_one_snapshot_out,w02_s000,2,mean_rate,1.0,0.625
leave_one_snapshot_out,w02_s001,2,mean_rate,0.9375,0.6339285714285714
leave_one_snapshot_out,w03_s000,3,mean_rate,0.0625,0.7589285714285714
leave_one_snapshot_out,w03_s001,3,mean_rate,0.0625,0.7589285714285714
leave_one_snapshot_out,w00_s000,0,initial_sim_state,0.5625,0.7279236912727356
leave_one_snapshot_out,w00_s001,0,initial_sim_state,0.75,0.434511661529541
leave_one_snapshot_out,w01_s000,1,initial_sim_state,1.0,0.8497798442840576
leave_one_snapshot_out,w01_s001,1,initial_sim_state,1.0,1.0
leave_one_snapshot_out,w02_s000,2,initial_sim_state,1.0,0.5409504175186157
leave_one_snapshot_out,w02_s001,2,initial_sim_state,0.9375,0.447498619556427
leave_one_snapshot_out,w03_s000,3,initial_sim_state,0.0625,0.5678764581680298
leave_one_snapshot_out,w03_s001,3,initial_sim_state,0.0625,0.49078258872032166
leave_one_snapshot_out,w00_s000,0,initial_policy_state,0.5625,0.5260777473449707
leave_one_snapshot_out,w00_s001,0,initial_policy_state,0.75,0.3419102132320404
leave_one_snapshot_out,w01_s000,1,initial_policy_state,1.0,0.6754593849182129
leave_one_snapshot_out,w01_s001,1,initial_policy_state,1.0,0.9696677923202515
leave_one_snapshot_out,w02_s000,2,initial_policy_state,1.0,0.6117332577705383
leave_one_snapshot_out,w02_s001,2,initial_policy_state,0.9375,0.6115689873695374
leave_one_snapshot_out,w03_s000,3,initial_policy_state,0.0625,0.7030332684516907
leave_one_snapshot_out,w03_s001,3,initial_policy_state,0.0625,0.6676374077796936
leave_one_snapshot_out,w00_s000,0,mean_output_action,0.5625,0.8685426712036133
leave_one_snapshot_out,w00_s001,0,mean_output_action,0.75,0.3955520987510681
leave_one_snapshot_out,w01_s000,1,mean_output_action,1.0,0.6845618486404419
leave_one_snapshot_out,w01_s001,1,mean_output_action,1.0,0.807118833065033
leave_one_snapshot_out,w02_s000,2,mean_output_action,1.0,0.2524721324443817
leave_one_snapshot_out,w02_s001,2,mean_output_action,0.9375,0.4597052335739136
leave_one_snapshot_out,w03_s000,3,mean_output_action,0.0625,0.5482775568962097
leave_one_snapshot_out,w03_s001,3,mean_output_action,0.0625,0.3866766095161438
leave_one_snapshot_out,w00_s000,0,as_moe,0.5625,0.6875
leave_one_snapshot_out,w00_s001,0,as_moe,0.75,0.6607142686843872
leave_one_snapshot_out,w01_s000,1,as_moe,1.0,0.625
leave_one_snapshot_out,w01_s001,1,as_moe,1.0,0.625
leave_one_snapshot_out,w02_s000,2,as_moe,1.0,0.625
leave_one_snapshot_out,w02_s001,2,as_moe,0.9375,0.6339285969734192
leave_one_snapshot_out,w03_s000,3,as_moe,0.0625,0.7589285969734192
leave_one_snapshot_out,w03_s001,3,as_moe,0.0625,0.7589285969734192
leave_one_snapshot_out,w00_s000,0,mean_moe_action,0.5625,0.7419165372848511
leave_one_snapshot_out,w00_s001,0,mean_moe_action,0.75,0.44656670093536377
leave_one_snapshot_out,w01_s000,1,mean_moe_action,1.0,0.7973881959915161
leave_one_snapshot_out,w01_s001,1,mean_moe_action,1.0,0.9779719114303589
leave_one_snapshot_out,w02_s000,2,mean_moe_action,1.0,0.6520155072212219
leave_one_snapshot_out,w02_s001,2,mean_moe_action,0.9375,0.7191932201385498
leave_one_snapshot_out,w03_s000,3,mean_moe_action,0.0625,0.3626159429550171
leave_one_snapshot_out,w03_s001,3,mean_moe_action,0.0625,0.4038943350315094
leave_one_snapshot_out,w00_s000,0,mean_moe_state,0.5625,0.6119361519813538
leave_one_snapshot_out,w00_s001,0,mean_moe_state,0.75,0.35715553164482117
leave_one_snapshot_out,w01_s000,1,mean_moe_state,1.0,0.8799784183502197
leave_one_snapshot_out,w01_s001,1,mean_moe_state,1.0,0.8606151938438416
leave_one_snapshot_out,w02_s000,2,mean_moe_state,1.0,0.49678054451942444
leave_one_snapshot_out,w02_s001,2,mean_moe_state,0.9375,0.8738415837287903
leave_one_snapshot_out,w03_s000,3,mean_moe_state,0.0625,0.6117817759513855
leave_one_snapshot_out,w03_s001,3,mean_moe_state,0.0625,0.5210789442062378
leave_one_snapshot_out,w00_s000,0,mean_moe_action+state,0.5625,0.6976891756057739
leave_one_snapshot_out,w00_s001,0,mean_moe_action+state,0.75,0.3917877674102783
leave_one_snapshot_out,w01_s000,1,mean_moe_action+state,1.0,0.8180239200592041
leave_one_snapshot_out,w01_s001,1,mean_moe_action+state,1.0,0.9363085031509399
leave_one_snapshot_out,w02_s000,2,mean_moe_action+state,1.0,0.5838174223899841
leave_one_snapshot_out,w02_s001,2,mean_moe_action+state,0.9375,0.7695348858833313
leave_one_snapshot_out,w03_s000,3,mean_moe_action+state,0.0625,0.487077534198761
