prefix_queries,token_family,layer_group,denoise_step,metric,top_quartile_failure_rate,bottom_quartile_failure_rate,failure_rate_difference,ci95_low,ci95_high,permutation_p_raw,permutation_p_maxT,n_top,n_bottom
1,state,back_12_15,7,entropy,0.55,0.3,0.25000000000000006,-0.05000000074505806,0.6499999761581421,0.04477611940298507,0.9651741293532339,20,20
1,state,front_2_5,8,entropy,0.55,0.3,0.25000000000000006,0.05000000074505806,0.550000011920929,0.04477611940298507,0.9651741293532339,20,20
1,state,back_12_15,8,top1_mass,0.35,0.6,-0.25,-0.5,-0.05000000074505806,0.05472636815920398,0.9651741293532339,20,20
1,state,front_2_5,1,top1_mass,0.55,0.35,0.20000000000000007,0.10000000149011612,0.25,0.07960199004975124,1.0,20,20
1,state,front_2_5,0,consensus_distance,0.5,0.3,0.2,0.10000000149011612,0.25,0.11940298507462686,1.0,20,20
1,action,back_12_15,0,entropy,0.4,0.6,-0.19999999999999996,-0.3499999940395355,-0.05000000074505806,0.12935323383084577,1.0,20,20
1,action,back_12_15,5,top1_mass,0.3,0.5,-0.2,-0.25,-0.10000000149011612,0.12935323383084577,1.0,20,20
1,action,back_12_15,6,top1_mass,0.3,0.5,-0.2,-0.3499999940395355,-0.05000000074505806,0.13930348258706468,1.0,20,20
1,state,back_12_15,0,top1_mass,0.35,0.55,-0.20000000000000007,-0.4000000059604645,0.0,0.14925373134328357,1.0,20,20
1,action,front_2_5,9,consensus_distance,0.55,0.4,0.15000000000000002,0.05000000074505806,0.25,0.22885572139303484,1.0,20,20
1,action,back_12_15,9,entropy,0.4,0.55,-0.15000000000000002,-0.44999998807907104,0.0,0.24875621890547264,1.0,20,20
1,action,front_2_5,9,token_dispersion,0.6,0.45,0.14999999999999997,-0.10000000149011612,0.44999998807907104,0.2537313432835821,1.0,20,20
1,action,back_12_15,7,consensus_distance,0.55,0.4,0.15000000000000002,0.0,0.3499999940395355,0.25870646766169153,1.0,20,20
1,state,back_12_15,3,entropy,0.55,0.4,0.15000000000000002,-0.10000000149011612,0.3499999940395355,0.25870646766169153,1.0,20,20
1,state,front_2_5,7,entropy,0.55,0.4,0.15000000000000002,-0.05000000074505806,0.25,0.25870646766169153,1.0,20,20
1,action,front_2_5,8,consensus_distance,0.6,0.45,0.14999999999999997,0.05000000074505806,0.25,0.2736318407960199,1.0,20,20
1,state,back_12_15,1,consensus_distance,0.55,0.4,0.15000000000000002,-0.05000000074505806,0.4000000059604645,0.2736318407960199,1.0,20,20
1,action,back_12_15,7,top1_mass,0.35,0.5,-0.15000000000000002,-0.3499999940395355,0.0,0.27860696517412936,1.0,20,20
1,action,front_2_5,0,token_dispersion,0.6,0.45,0.14999999999999997,-0.10000000149011612,0.4000000059604645,0.29850746268656714,1.0,20,20
1,action,front_2_5,0,consensus_distance,0.55,0.4,0.15000000000000002,0.05000000074505806,0.25,0.30845771144278605,1.0,20,20
1,action,back_12_15,9,consensus_distance,0.6,0.45,0.14999999999999997,-0.10000000149011612,0.4000000059604645,0.31343283582089554,1.0,20,20
1,action,front_2_5,6,top1_mass,0.55,0.4,0.15000000000000002,0.0,0.3499999940395355,0.31343283582089554,1.0,20,20
1,action,front_2_5,7,top1_mass,0.55,0.4,0.15000000000000002,0.0,0.3499999940395355,0.32338308457711445,1.0,20,20
1,state,front_2_5,0,top1_mass,0.6,0.45,0.14999999999999997,0.05000000074505806,0.25,0.32338308457711445,1.0,20,20
1,action,back_12_15,8,consensus_distance,0.6,0.45,0.14999999999999997,-0.05000000074505806,0.4000000059604645,0.3283582089552239,1.0,20,20
1,state,back_12_15,6,top1_mass,0.4,0.55,-0.15000000000000002,-0.25,-0.05000000074505806,0.3383084577114428,1.0,20,20
1,action,back_12_15,1,entropy,0.4,0.55,-0.15000000000000002,-0.3499999940395355,0.0,0.3482587064676617,1.0,20,20
1,action,back_12_15,4,top1_mass,0.4,0.55,-0.15000000000000002,-0.3499999940395355,0.0,0.3482587064676617,1.0,20,20
1,state,front_2_5,9,entropy,0.6,0.5,0.09999999999999998,-0.05000000074505806,0.25,0.4427860696517413,1.0,20,20
1,state,back_12_15,8,entropy,0.6,0.5,0.09999999999999998,-0.05000000074505806,0.25,0.4527363184079602,1.0,20,20
1,state,front_2_5,1,consensus_distance,0.5,0.4,0.09999999999999998,0.0,0.20000000298023224,0.46766169154228854,1.0,20,20
1,state,front_2_5,8,top1_mass,0.4,0.5,-0.09999999999999998,-0.25,0.10000000149011612,0.46766169154228854,1.0,20,20
1,state,front_2_5,9,top1_mass,0.45,0.55,-0.10000000000000003,-0.32625000253319736,0.10000000149011612,0.46766169154228854,1.0,20,20
1,state,front_2_5,2,top1_mass,0.55,0.45,0.10000000000000003,-0.10000000149011612,0.3499999940395355,0.48258706467661694,1.0,20,20
1,state,back_12_15,8,consensus_distance,0.5,0.4,0.09999999999999998,-0.20000000298023224,0.44999998807907104,0.4975124378109453,1.0,20,20
1,state,front_2_5,4,consensus_distance,0.55,0.45,0.10000000000000003,-0.15000000596046448,0.3499999940395355,0.4975124378109453,1.0,20,20
1,state,front_2_5,7,consensus_distance,0.5,0.4,0.09999999999999998,-0.05000000074505806,0.25,0.5024875621890548,1.0,20,20
1,action,back_12_15,3,entropy,0.45,0.55,-0.10000000000000003,-0.3499999940395355,0.10000000149011612,0.5074626865671642,1.0,20,20
1,state,front_2_5,6,top1_mass,0.5,0.4,0.09999999999999998,0.0,0.20000000298023224,0.5074626865671642,1.0,20,20
1,action,front_2_5,2,top1_mass,0.55,0.45,0.10000000000000003,-0.10000000149011612,0.3499999940395355,0.5124378109452736,1.0,20,20
1,state,back_12_15,6,consensus_distance,0.45,0.55,-0.10000000000000003,-0.20000000298023224,0.0,0.5124378109452736,1.0,20,20
1,state,back_12_15,7,consensus_distance,0.5,0.4,0.09999999999999998,-0.05000000074505806,0.25,0.5124378109452736,1.0,20,20
1,action,back_12_15,6,consensus_distance,0.55,0.45,0.10000000000000003,0.0,0.20000000298023224,0.5174129353233831,1.0,20,20
1,action,back_12_15,0,top1_mass,0.6,0.5,0.09999999999999998,-0.10000000149011612,0.25,0.5223880597014925,1.0,20,20
1,action,front_2_5,8,token_dispersion,0.55,0.45,0.10000000000000003,-0.10000000149011612,0.3499999940395355,0.5223880597014925,1.0,20,20
1,action,front_2_5,3,consensus_distance,0.65,0.55,0.09999999999999998,-0.05000000074505806,0.25,0.527363184079602,1.0,20,20
1,action,back_12_15,0,token_dispersion,0.55,0.45,0.10000000000000003,-0.10000000149011612,0.3499999940395355,0.5323383084577115,1.0,20,20
1,action,back_12_15,6,entropy,0.45,0.55,-0.10000000000000003,-0.44999998807907104,0.15000000596046448,0.5323383084577115,1.0,20,20
1,action,front_2_5,5,consensus_distance,0.6,0.5,0.09999999999999998,0.0,0.20000000298023224,0.5323383084577115,1.0,20,20
1,state,back_12_15,2,top1_mass,0.45,0.55,-0.10000000000000003,-0.3499999940395355,0.10000000149011612,0.5323383084577115,1.0,20,20
1,action,front_2_5,5,top1_mass,0.6,0.5,0.09999999999999998,0.0,0.20000000298023224,0.5373134328358209,1.0,20,20
1,action,front_2_5,6,consensus_distance,0.6,0.5,0.09999999999999998,0.0,0.20000000298023224,0.5373134328358209,1.0,20,20
1,state,back_12_15,4,entropy,0.55,0.45,0.10000000000000003,-0.10000000149011612,0.25,0.5373134328358209,1.0,20,20
1,state,back_12_15,0,entropy,0.55,0.45,0.10000000000000003,-0.10000000149011612,0.3499999940395355,0.5422885572139303,1.0,20,20
1,state,front_2_5,3,top1_mass,0.55,0.45,0.10000000000000003,-0.10000000149011612,0.3499999940395355,0.5422885572139303,1.0,20,20
1,state,front_2_5,4,entropy,0.5,0.4,0.09999999999999998,0.0,0.30000001192092896,0.5422885572139303,1.0,20,20
1,action,back_12_15,0,consensus_distance,0.55,0.45,0.10000000000000003,0.0,0.20000000298023224,0.5472636815920398,1.0,20,20
1,action,back_12_15,2,entropy,0.45,0.55,-0.10000000000000003,-0.3499999940395355,0.10000000149011612,0.5572139303482587,1.0,20,20
1,state,front_2_5,5,top1_mass,0.5,0.4,0.09999999999999998,0.0,0.20000000298023224,0.572139303482587,1.0,20,20
1,action,back_12_15,1,top1_mass,0.65,0.55,0.09999999999999998,-0.10000000149011612,0.25,0.6119402985074627,1.0,20,20
1,action,front_2_5,0,top1_mass,0.5,0.45,0.04999999999999999,0.0,0.15000000596046448,0.7860696517412935,1.0,20,20
1,action,front_2_5,9,entropy,0.45,0.5,-0.04999999999999999,-0.4262499965727329,0.20000000298023224,0.8009950248756219,1.0,20,20
1,state,back_12_15,2,entropy,0.5,0.45,0.04999999999999999,-0.20000000298023224,0.3499999940395355,0.8009950248756219,1.0,20,20
1,state,back_12_15,4,top1_mass,0.45,0.5,-0.04999999999999999,-0.20000000298023224,0.10000000149011612,0.8009950248756219,1.0,20,20
1,action,back_12_15,4,consensus_distance,0.55,0.5,0.050000000000000044,-0.10000000149011612,0.20000000298023224,0.8059701492537313,1.0,20,20
1,state,back_12_15,1,entropy,0.5,0.45,0.04999999999999999,-0.20000000298023224,0.3499999940395355,0.8059701492537313,1.0,20,20
1,action,back_12_15,1,token_dispersion,0.5,0.45,0.04999999999999999,-0.15000000596046448,0.30000001192092896,0.8109452736318408,1.0,20,20
1,action,front_2_5,0,entropy,0.5,0.55,-0.050000000000000044,-0.20000000298023224,0.10000000149011612,0.8109452736318408,1.0,20,20
1,action,back_12_15,9,token_dispersion,0.55,0.5,0.050000000000000044,-0.20000000298023224,0.30000001192092896,0.8159203980099502,1.0,20,20
