calibrator,success_fpr_budget,threshold,threshold_attainable,development_calibration_fpr,split,clock_query,onset_type,eligible_events,timely_events,timely_recall,near_first_events,near_first_recall,near_active_events,near_active_recall
A_dense,0.005,0.35833333333333334,False,0.0,development_37_tasks,51,goal_approach_leave,1,0,0.0,0,0.0,0,0.0
A_dense,0.005,0.35833333333333334,False,0.0,development_37_tasks,51,goal_regression,82,0,0.0,0,0.0,0,0.0
A_dense,0.005,0.35833333333333334,False,0.0,development_37_tasks,51,stagnation,113,0,0.0,0,0.0,0,0.0
A_dense,0.005,0.35833333333333334,False,0.0,development_37_tasks,51,subtask_undo,2,0,0.0,0,0.0,0,0.0
A_dense,0.005,0.35833333333333334,False,0.0,heldout_3_tasks,51,goal_regression,16,0,0.0,0,0.0,0,0.0
A_dense,0.005,0.35833333333333334,False,0.0,heldout_3_tasks,51,stagnation,8,0,0.0,0,0.0,0,0.0
A_dense,0.01,0.35833333333333334,False,0.0,development_37_tasks,51,goal_approach_leave,1,0,0.0,0,0.0,0,0.0
A_dense,0.01,0.35833333333333334,False,0.0,development_37_tasks,51,goal_regression,82,0,0.0,0,0.0,0,0.0
A_dense,0.01,0.35833333333333334,False,0.0,development_37_tasks,51,stagnation,113,0,0.0,0,0.0,0,0.0
A_dense,0.01,0.35833333333333334,False,0.0,development_37_tasks,51,subtask_undo,2,0,0.0,0,0.0,0,0.0
A_dense,0.01,0.35833333333333334,False,0.0,heldout_3_tasks,51,goal_regression,16,0,0.0,0,0.0,0,0.0
A_dense,0.01,0.35833333333333334,False,0.0,heldout_3_tasks,51,stagnation,8,0,0.0,0,0.0,0,0.0
A_dense,0.02,0.3583333333333333,True,0.01341437853699434,development_37_tasks,38,goal_approach_leave,1,0,0.0,0,0.0,0,0.0
A_dense,0.02,0.3583333333333333,True,0.01341437853699434,development_37_tasks,38,goal_regression,82,4,0.04878048780487805,0,0.0,0,0.0
A_dense,0.02,0.3583333333333333,True,0.01341437853699434,development_37_tasks,38,stagnation,113,20,0.17699115044247787,2,0.017699115044247787,2,0.017699115044247787
A_dense,0.02,0.3583333333333333,True,0.01341437853699434,development_37_tasks,38,subtask_undo,2,0,0.0,0,0.0,0,0.0
A_dense,0.02,0.3583333333333333,True,0.01341437853699434,heldout_3_tasks,38,goal_regression,16,5,0.3125,0,0.0,0,0.0
A_dense,0.02,0.3583333333333333,True,0.01341437853699434,heldout_3_tasks,38,stagnation,8,0,0.0,0,0.0,0,0.0
A_dense,0.05,0.21,True,0.04303779780619018,development_37_tasks,25,goal_approach_leave,1,0,0.0,0,0.0,0,0.0
A_dense,0.05,0.21,True,0.04303779780619018,development_37_tasks,25,goal_regression,82,9,0.10975609756097561,0,0.0,2,0.024390243902439025
A_dense,0.05,0.21,True,0.04303779780619018,development_37_tasks,25,stagnation,113,47,0.415929203539823,4,0.035398230088495575,7,0.061946902654867256
A_dense,0.05,0.21,True,0.04303779780619018,development_37_tasks,25,subtask_undo,2,2,1.0,0,0.0,1,0.5
A_dense,0.05,0.21,True,0.04303779780619018,heldout_3_tasks,25,goal_regression,16,11,0.6875,0,0.0,2,0.125
A_dense,0.05,0.21,True,0.04303779780619018,heldout_3_tasks,25,stagnation,8,2,0.25,2,0.25,2,0.25
A_dense,0.1,0.1625,True,0.08160413610004891,development_37_tasks,24,goal_approach_leave,1,0,0.0,0,0.0,0,0.0
A_dense,0.1,0.1625,True,0.08160413610004891,development_37_tasks,24,goal_regression,82,14,0.17073170731707318,0,0.0,4,0.04878048780487805
A_dense,0.1,0.1625,True,0.08160413610004891,development_37_tasks,24,stagnation,113,87,0.7699115044247787,7,0.061946902654867256,22,0.19469026548672566
A_dense,0.1,0.1625,True,0.08160413610004891,development_37_tasks,24,subtask_undo,2,2,1.0,0,0.0,2,1.0
A_dense,0.1,0.1625,True,0.08160413610004891,heldout_3_tasks,24,goal_regression,16,12,0.75,0,0.0,5,0.3125
A_dense,0.1,0.1625,True,0.08160413610004891,heldout_3_tasks,24,stagnation,8,3,0.375,0,0.0,2,0.25
B_proxy,0.005,0.5131578947368421,True,0.003912527073290016,development_37_tasks,40,goal_approach_leave,1,0,0.0,0,0.0,0,0.0
B_proxy,0.005,0.5131578947368421,True,0.003912527073290016,development_37_tasks,40,goal_regression,82,0,0.0,0,0.0,0,0.0
B_proxy,0.005,0.5131578947368421,True,0.003912527073290016,development_37_tasks,40,stagnation,113,5,0.04424778761061947,0,0.0,0,0.0
B_proxy,0.005,0.5131578947368421,True,0.003912527073290016,development_37_tasks,40,subtask_undo,2,1,0.5,0,0.0,0,0.0
B_proxy,0.005,0.5131578947368421,True,0.003912527073290016,heldout_3_tasks,40,goal_regression,16,5,0.3125,0,0.0,0,0.0
B_proxy,0.005,0.5131578947368421,True,0.003912527073290016,heldout_3_tasks,40,stagnation,8,2,0.25,1,0.125,1,0.125
B_proxy,0.01,0.3712121212121212,True,0.008663452805142179,development_37_tasks,39,goal_approach_leave,1,0,0.0,0,0.0,0,0.0
B_proxy,0.01,0.3712121212121212,True,0.008663452805142179,development_37_tasks,39,goal_regression,82,0,0.0,0,0.0,0,0.0
B_proxy,0.01,0.3712121212121212,True,0.008663452805142179,development_37_tasks,39,stagnation,113,9,0.07964601769911504,1,0.008849557522123894,1,0.008849557522123894
B_proxy,0.01,0.3712121212121212,True,0.008663452805142179,development_37_tasks,39,subtask_undo,2,2,1.0,1,0.5,1,0.5
B_proxy,0.01,0.3712121212121212,True,0.008663452805142179,heldout_3_tasks,39,goal_regression,16,5,0.3125,0,0.0,0,0.0
B_proxy,0.01,0.3712121212121212,True,0.008663452805142179,heldout_3_tasks,39,stagnation,8,2,0.25,1,0.125,1,0.125
B_proxy,0.02,0.2261904761904762,True,0.01774610493956543,development_37_tasks,37,goal_approach_leave,1,0,0.0,0,0.0,0,0.0
B_proxy,0.02,0.2261904761904762,True,0.01774610493956543,development_37_tasks,37,goal_regression,82,0,0.0,0,0.0,0,0.0
B_proxy,0.02,0.2261904761904762,True,0.01774610493956543,development_37_tasks,37,stagnation,113,29,0.25663716814159293,3,0.02654867256637168,9,0.07964601769911504
B_proxy,0.02,0.2261904761904762,True,0.01774610493956543,development_37_tasks,37,subtask_undo,2,2,1.0,1,0.5,2,1.0
B_proxy,0.02,0.2261904761904762,True,0.01774610493956543,heldout_3_tasks,37,goal_regression,16,9,0.5625,0,0.0,2,0.125
B_proxy,0.02,0.2261904761904762,True,0.01774610493956543,heldout_3_tasks,37,stagnation,8,2,0.25,1,0.125,1,0.125
B_proxy,0.05,0.1633663366336633,True,0.02752742262279047,development_37_tasks,27,goal_approach_leave,1,0,0.0,0,0.0,0,0.0
B_proxy,0.05,0.1633663366336633,True,0.02752742262279047,development_37_tasks,27,goal_regression,82,2,0.024390243902439025,0,0.0,0,0.0
B_proxy,0.05,0.1633663366336633,True,0.02752742262279047,development_37_tasks,27,stagnation,113,37,0.3274336283185841,4,0.035398230088495575,11,0.09734513274336283
B_proxy,0.05,0.1633663366336633,True,0.02752742262279047,development_37_tasks,27,subtask_undo,2,2,1.0,1,0.5,2,1.0
B_proxy,0.05,0.1633663366336633,True,0.02752742262279047,heldout_3_tasks,27,goal_regression,16,10,0.625,0,0.0,2,0.125
B_proxy,0.05,0.1633663366336633,True,0.02752742262279047,heldout_3_tasks,27,stagnation,8,2,0.25,1,0.125,1,0.125
B_proxy,0.1,0.0866666666666666,True,0.06874869000209599,development_37_tasks,24,goal_approach_leave,1,1,1.0,0,0.0,1,1.0
B_proxy,0.1,0.0866666666666666,True,0.06874869000209599,development_37_tasks,24,goal_regression,82,12,0.14634146341463414,0,0.0,2,0.024390243902439025
B_proxy,0.1,0.0866666666666666,True,0.06874869000209599,development_37_tasks,24,stagnation,113,67,0.5929203539823009,5,0.04424778761061947,21,0.18584070796460178
