window,layer_group,confirmations,quantile,ell_star,ratio_threshold,eps_length,alarm_episodes,tp,fp,recall,precision,timely_fpr,low_prior_alarms,low_prior_tp,low_prior_fp,low_prior_precision,loop_tp,loop_recall,low_prior_loop_tp,low_prior_loop_precision,low_prior_loop_lift,low_prior_static_tp,low_prior_static_precision,low_prior_static_lift,low_prior_phantom_tp,low_prior_phantom_lift,low_prior_pure_phantom_tp,low_prior_pure_phantom_lift,ratio_only_timely_fpr,ratio_only_low_prior_tp,ratio_only_low_prior_loop_tp,low_prior_loop_expected,static_tp,static_recall,low_prior_static_expected,phantom_tp,phantom_recall,low_prior_phantom_precision,low_prior_phantom_expected,pure_phantom_tp,pure_phantom_recall,low_prior_pure_phantom_precision,low_prior_pure_phantom_expected
2,all,2,0.025,0.09660141915082932,0.47590574622154236,0.037638433277606964,70,37,33,0.07597535934291581,0.5285714285714286,0.002305596311045902,41,11,30,0.2682926829268293,29,0.11328125,10,0.24390243902439024,7.497399625412906,0,0.0,0.0,1,3.2579007829298434,0,0.0,0.010270383567386292,29,24,1.3337957824876205,2,0.014814814814814815,0.49692982658553997,4,0.043010752688172046,0.024390243902439025,0.30694611856801113,0,0.0,0.0,0.07339119568147265
2,all,2,0.05,0.09660141915082932,0.493735134601593,0.037638433277606964,397,48,349,0.09856262833675565,0.12090680100755667,0.02438342765318242,363,17,346,0.046831955922865015,40,0.15625,16,0.0440771349862259,2.2323228437999467,0,0.0,0.0,2,0.8012877993082216,0,0.0,0.033256480122965136,37,32,7.167422061929079,2,0.014814814814814815,3.8359051608631733,5,0.053763440860215055,0.005509641873278237,2.4959820949809375,0,0.0,0.0,0.48408321691774514
2,all,2,0.075,0.09660141915082932,0.5001301765441895,0.037638433277606964,738,61,677,0.12525667351129363,0.08265582655826559,0.04729965765388109,699,27,672,0.03862660944206009,48,0.1875,23,0.032904148783977114,1.7865915384671425,2,0.002861230329041488,0.28362119783998296,4,0.8661459393301258,0,0.0,0.05708097533710613,48,40,12.873675658250072,3,0.022222222222222223,7.051659097527631,5,0.053763440860215055,0.005722460658082976,4.618159386735202,0,0.0,0.0,0.8810524093978687
2,all,2,0.1,0.09660141915082932,0.504683256149292,0.037638433277606964,1075,65,1010,0.13347022587268995,0.06046511627906977,0.07056522042898064,1035,31,1004,0.02995169082125604,50,0.1953125,26,0.025120772946859903,1.3638355530511794,2,0.001932367149758454,0.19353308843517164,4,0.58535556936162,0,0.0,0.08125480332564801,52,43,19.063881962772328,4,0.02962962962962963,10.33415017644358,5,0.053763440860215055,0.003864734299516908,6.833453390325371,0,0.0,0.0,1.3587691855539936
2,all,2,0.15,0.09660141915082932,0.5107652544975281,0.037638433277606964,1747,73,1674,0.14989733059548255,0.04178591871780195,0.11695661286941941,1703,36,1667,0.021139166177334117,57,0.22265625,30,0.017615971814445096,0.9866690676894514,3,0.0017615971814445098,0.18109049547788747,5,0.44632323465876195,0,0.0,0.13009152518689304,57,46,30.4053314149728,5,0.037037037037037035,16.566302897803507,6,0.06451612903225806,0.002935995302407516,11.20264331258212,0,0.0,0.0,2.26154724306213
2,all,2,0.2,0.09660141915082932,0.515820324420929,0.037638433277606964,2390,86,2304,0.17659137577002054,0.03598326359832636,0.16097254244393208,2342,46,2296,0.01964133219470538,62,0.2421875,34,0.014517506404782237,0.8107177619794866,4,0.0017079419299743809,0.1722904766562414,5,0.31564910230175164,0,0.0,0.17857891427373715,68,50,41.93814616443582,6,0.044444444444444446,23.216605337861523,7,0.07526881720430108,0.002134927412467976,15.840374528358838,1,0.045454545454545456,0.0,3.189389455004198
2,all,3,0.005,0.09660141915082932,0.2429593801498413,0.037638433277606964,1,1,0,0.002053388090349076,1.0,0.0,0,0,0,,1,0.00390625,0,,,0,,,0,,0,,0.00013973310976035772,7,6,0.0,0,0.0,0.0,1,0.010752688172043012,,0.0,0,0.0,,0.0
2,all,3,0.01,0.09660141915082932,0.38944754004478455,0.037638433277606964,7,7,0,0.014373716632443531,1.0,0.0,0,0,0,,6,0.0234375,0,,,0,,,0,,0,,0.0013973310976035773,8,7,0.0,0,0.0,0.0,2,0.021505376344086023,,0.0,0,0.0,,0.0
2,all,3,0.025,0.09660141915082932,0.5120965242385864,0.037638433277606964,161,28,133,0.057494866529774126,0.17391304347826086,0.009292251799063789,140,8,132,0.05714285714285714,23,0.08984375,7,0.05,2.890892342562193,1,0.007142857142857143,1.9129827772597443,2,3.0809328497481956,0,0.0,0.01166771466498987,21,17,2.4213976760531706,2,0.014814814814814815,0.5227438594258814,4,0.043010752688172046,0.014285714285714285,0.6491540379283047,0,0.0,0.0,0.2713663625197523
2,all,3,0.05,0.09660141915082932,0.524054229259491,0.037638433277606964,526,45,481,0.09240246406570841,0.08555133079847908,0.03360581289736603,499,21,478,0.04208416833667335,33,0.12890625,16,0.03206412825651302,1.9158261165117791,2,0.004008016032064128,0.9796364477089661,3,1.2492495282147489,0,0.0,0.036889540976734435,35,26,8.351488614808027,3,0.022222222222222223,2.0415736926462,5,0.053763440860215055,0.006012024048096192,2.4014417714347083,0,0.0,0.0,0.9547880475073608
2,all,3,0.075,0.09660141915082932,0.5303689241409302,0.037638433277606964,888,57,831,0.11704312114989733,0.06418918918918919,0.05805910710542863,858,33,825,0.038461538461538464,40,0.15625,24,0.027972027972027972,1.6876636618057832,3,0.0034965034965034965,0.8033472484475278,5,1.1473160294611902,0,0.0,0.062111367288479005,47,34,14.22084301697901,5,0.037037037037037035,3.734375148228258,8,0.08602150537634409,0.005827505827505828,4.357997161730697,0,0.0,0.0,1.7123035037528285
2,all,3,0.1,0.09660141915082932,0.5350052714347839,0.037638433277606964,1240,64,1176,0.13141683778234087,0.05161290322580645,0.08216306853909033,1211,43,1168,0.03550784475639967,45,0.17578125,32,0.026424442609413706,1.6022070462085178,3,0.002477291494632535,0.5474800083733941,5,0.7929363426143421,0,0.0,0.08810172570390554,58,43,19.972449925073782,5,0.037037037037037035,5.479652140930652,8,0.08602150537634409,0.004128819157720892,6.305676422289846,0,0.0,0.0,2.43752398124095
2,all,3,0.15,0.09660141915082932,0.541284441947937,0.037638433277606964,1924,78,1846,0.1601642710472279,0.04054054054054054,0.12897366030881016,1893,56,1837,0.029582673005810883,59,0.23046875,45,0.02377179080824089,1.4261041642427843,4,0.0021130480718436345,0.4131245929694388,6,0.5659589657144981,0,0.0,0.13854537832739466,71,56,31.55449729991747,6,0.044444444444444446,9.68230908561743,10,0.10752688172043011,0.003169572107765452,10.60147530735778,0,0.0,0.0,3.893198036942001
2,all,3,0.2,0.09660141915082932,0.5463593006134033,0.037638433277606964,2592,91,2501,0.1868583162217659,0.03510802469135803,0.17473625375532734,2560,70,2490,0.02734375,66,0.2578125,52,0.0203125,1.2252937023481154,7,0.002734375,0.4942041277303562,6,0.40091183300591127,0,0.0,0.18898903095088382,88,66,42.438804590563706,9,0.06666666666666667,14.16418764478488,10,0.10752688172043011,0.00234375,14.965884032441448,0,0.0,0.0,5.3007562744774575
2,all,4,0.005,0.09660141915082932,0.24871845543384552,0.037638433277606964,0,0,0,0.0,,0.0,0,0,0,,0,0.0,0,,,0,,,0,,0,,6.986655488017886e-05,5,4,0.0,0,0.0,0.0,0,0.0,,0.0,0,0.0,,0.0
2,all,4,0.01,0.09660141915082932,0.4895491600036621,0.037638433277606964,10,10,0,0.02053388090349076,1.0,0.0,1,1,0,1.0,8,0.03125,1,1.0,137.9310344827586,0,0.0,0.0,0,0.0,0,,0.00041919932928107315,9,6,0.00725,0,0.0,0.001,2,0.021505376344086023,0.0,0.0005,0,0.0,0.0,0.0
2,all,4,0.025,0.09660141915082932,0.5340361595153809,0.037638433277606964,185,27,158,0.055441478439425054,0.14594594594594595,0.01103891567106826,168,11,157,0.06547619047619048,22,0.0859375,10,0.05952380952380952,2.827995897790118,1,0.005952380952380952,1.2131447757040308,2,1.7955441062940898,0,0.0,0.012575979878432194,21,16,3.5360730218223813,3,0.022222222222222223,0.8243039248301297,5,0.053763440860215055,0.011904761904761904,1.1138684886599064,0,0.0,0.0,0.5187099684859108
2,all,4,0.05,0.09660141915082932,0.5445971488952637,0.037638433277606964,528,34,494,0.06981519507186858,0.06439393939393939,0.03451407811080836,510,18,492,0.03529411764705882,27,0.10546875,15,0.029411764705882353,1.545271332531399,2,0.00392156862745098,0.7833065521660206,3,0.8901789816986136,0,0.0,0.03884580451337945,29,22,9.707033117237494,4,0.02962962962962963,2.553278782705884,6,0.06451612903225806,0.0058823529411764705,3.3701087777600494,0,0.0,0.0,1.4723587818694086
2,all,4,0.075,0.09660141915082932,0.5506370067596436,0.037638433277606964,866,38,828,0.07802874743326489,0.04387990762124711,0.057849507440788095,847,23,824,0.02715466351829988,31,0.12109375,19,0.02243211334120425,1.2051941059799574,3,0.0035419126328217238,0.6278157000333492,3,0.5204908163357242,0,0.0,0.06553482847760778,36,28,15.765095353292388,5,0.037037037037037035,4.778472408129714,6,0.06451612903225806,0.0035419126328217238,5.7637904567079925,0,0.0,0.0,2.3246239302529905
2,all,4,0.1,0.09660141915082932,0.5546417236328125,0.037638433277606964,1172,49,1123,0.10061601642710473,0.041808873720136516,0.07846014113044086,1148,30,1118,0.02613240418118467,38,0.1484375,23,0.02003484320557491,1.092587018602963,3,0.002613240418118467,0.4803877780995325,3,0.39106944483353073,0,0.0,0.09096625445399287,43,32,21.050954851549456,5,0.037037037037037035,6.244954881800561,6,0.06451612903225806,0.002613240418118467,7.67127178978923,0,0.0,0.0,3.12718743923182
2,all,4,0.15,0.09660141915082932,0.5608202219009399,0.037638433277606964,1749,67,1682,0.1375770020533881,0.038307604345340196,0.11751554530846084,1724,47,1677,0.027262180974477957,50,0.1953125,35,0.020301624129930394,1.1005674210283671,5,0.002900232018561485,0.5027973038495301,6,0.5061629083787215,1,0.21324487634278,0.14203870607140362,60,44,31.80177727530413,7,0.05185185185185185,9.944365178012823,8,0.08602150537634409,0.0034802784222737818,11.853891110311617,1,0.045454545454545456,0.000580046403712297,4.689444441293643
2,all,4,0.2,0.09660141915082932,0.5656388998031616,0.037638433277606964,2329,83,2246,0.1704312114989733,0.035637612709317305,0.15692028226088173,2303,63,2240,0.02735562310030395,59,0.23046875,44,0.01910551454624403,1.043760053181342,5,0.0021710811984368217,0.3653577156637418,7,0.4425643921098546,2,0.3278278617035199,0.19450848878641794,82,57,42.155282591903784,7,0.05185185185185185,13.685218036018615,9,0.0967741935483871,0.00303951367781155,15.816907380705947,2,0.09090909090909091,0.0008684324793747286,6.100762728363688
2,all,6,0.005,0.09660141915082932,0.25598159432411194,0.037638433277606964,0,0,0,0.0,,0.0,0,0,0,,0,0.0,0,,,0,,,0,,0,,0.0,1,0,0.0,0,0.0,0.0,0,0.0,,0.0,0,0.0,,0.0
2,all,6,0.01,0.09660141915082932,0.5386505722999573,0.037638433277606964,12,6,6,0.012320328542094456,0.5,0.00041919932928107315,5,0,5,0.0,5,0.01953125,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0005589324390414309,4,2,0.10397021419009371,0,0.0,0.00668942436412316,1,0.010752688172043012,0.0,0.033214190093708164,0,0.0,0.0,0.019912985274431055
2,all,6,0.025,0.09660141915082932,0.5606050491333008,0.037638433277606964,215,23,192,0.04722792607802875,0.10697674418604651,0.01341437853699434,203,12,191,0.059113300492610835,19,0.07421875,9,0.04433497536945813,2.438422109160816,1,0.0049261083743842365,2.9619959918923353,2,1.8517013392777277,1,1.6029802852585529,0.014532243415077202,16,11,3.6909114161113616,1,0.007407407407407408,0.33761018000606013,3,0.03225806451612903,0.009852216748768473,1.080087786068199,1,0.045454545454545456,0.0049261083743842365,0.6238379905207037
2,all,6,0.05,0.09660141915082932,0.5699095129966736,0.037638433277606964,537,42,495,0.08624229979466119,0.0782122905027933,0.03458394466568854,526,32,494,0.060836501901140684,34,0.1328125,25,0.04752851711026616,2.4852355028481106,3,0.005703422053231939,2.0579892121871093,3,0.9616813953510113,1,0.6059057945035646,0.039684203171941594,41,32,10.05940884529844,3,0.022222222222222223,1.4577335888033045,5,0.053763440860215055,0.005703422053231939,3.1195362772979585,1,0.045454545454545456,0.0019011406844106464,1.6504215821525978
2,all,6,0.075,0.09660141915082932,0.5756124258041382,0.037638433277606964,839,57,782,0.11704312114989733,0.06793802145411204,0.054635645916299866,825,44,781,0.05333333333333334,43,0.16796875,33,0.04,2.1698843939409715,3,0.0036363636363636364,1.3233319336333165,4,0.8284538515124946,1,0.3963704932272973,0.06525536225808705,54,41,15.208183483021868,5,0.037037037037037035,2.267004916720519,7,0.07526881720430108,0.0048484848484848485,4.828271354761965,1,0.045454545454545456,0.0012121212121212121,2.5228921352290303
2,all,6,0.1,0.09660141915082932,0.5796990990638733,0.037638433277606964,1119,63,1056,0.1293634496919918,0.05630026809651475,0.07377908195346887,1104,50,1054,0.04528985507246377,45,0.17578125,36,0.03260869565217391,1.7977500735349332,3,0.002717391304347826,1.0066960270646192,4,0.6304211562975681,1,0.303360040213594,0.09068678823447215,64,45,20.025030470010137,5,0.037037037037037035,2.980045534447542,7,0.07526881720430108,0.0036231884057971015,6.344964727217912,1,0.045454545454545456,0.0009057971014492754,3.2964130651350985
2,all,6,0.15,0.09660141915082932,0.5859795808792114,0.037638433277606964,1614,77,1537,0.15811088295687886,0.04770755885997522,0.10738489485083491,1598,63,1535,0.039424280350438046,56,0.21875,47,0.029411764705882353,1.6586103250149102,4,0.0025031289111389237,0.8773916863776972,4,0.4350222809197879,1,0.21455028562346282,0.14168937329700274,85,60,28.336975413183616,7,0.05185185185185185,4.558967291465867,7,0.07526881720430108,0.0025031289111389237,9.194931329822035,1,0.045454545454545456,0.0006257822277847309,4.660911995964464
2,all,6,0.2,0.09660141915082932,0.5905290842056274,0.037638433277606964,2076,88,1988,0.1806981519507187,0.04238921001926782,0.13889471110179558,2061,75,1986,0.036390101892285295,62,0.2421875,54,0.026200873362445413,1.5161748471948913,5,0.0024260067928190197,0.8088536282570908,6,0.5139889344879337,2,0.34632405514644493,0.1923426255851324,103,70,35.61594502105519,8,0.05925925925925926,6.18158814564997,9,0.0967741935483871,0.002911208151382824,11.673403058720623,2,0.09090909090909091,0.0009704027171276079,5.774938154828112
2,back,1,0.005,0.11143456399440765,0.0,0.037638433277606964,0,0,0,0.0,,0.0,0,0,0,,0,0.0,0,,,0,,,0,,0,,0.0,0,0,0.0,0,0.0,0.0,0,0.0,,0.0,0,0.0,,0.0
2,back,1,0.01,0.11143456399440765,0.0,0.037638433277606964,0,0,0,0.0,,0.0,0,0,0,,0,0.0,0,,,0,,,0,,0,,0.0,0,0,0.0,0,0.0,0.0,0,0.0,,0.0,0,0.0,,0.0
2,back,1,0.025,0.11143456399440765,0.38602375984191895,0.037638433277606964,102,31,71,0.06365503080082136,0.30392156862745096,0.004960525396492699,75,6,69,0.08,20,0.078125,4,0.05333333333333334,2.247775700637936,0,0.0,0.0,1,2.5642414333403885,0,0.0,0.007545587927059317,37,30,1.7795369879942957,1,0.007407407407407408,0.6857286019671243,3,0.03225806451612903,0.013333333333333334,0.38997887913281204,0,0.0,0.0,0.06670906740363076
2,back,1,0.05,0.11143456399440765,0.4092811644077301,0.037638433277606964,451,54,397,0.11088295687885011,0.1197339246119734,0.027737022287431006,419,26,393,0.06205250596658711,37,0.14453125,18,0.04295942720763723,2.0037384238964595,2,0.00477326968973747,0.5959906913144913,2,1.1651954314980488,1,3.7978894327456016,0.03367567945224621,64,47,8.98320847937691,3,0.022222222222222223,3.3557571102140646,4,0.043010752688172046,0.00477326968973747,1.7164502588451396,1,0.045454545454545456,0.002386634844868735,0.26330413712888734
2,back,1,0.075,0.11143456399440765,0.4200007915496826,0.037638433277606964,812,64,748,0.13141683778234087,0.07881773399014778,0.05226018305037378,772,31,741,0.04015544041450777,45,0.17578125,21,0.027202072538860103,1.3557994327686724,3,0.0038860103626943004,0.46705947609707793,2,0.5911866597529242,1,2.2482288971583624,0.060294836861594356,71,51,15.48901665869264,4,0.02962962962962963,6.423164829175744,4,0.043010752688172046,0.0025906735751295338,3.383026269293465,1,0.045454545454545456,0.0012953367875647669,0.4447945675211029
2,back,1,0.1,0.11143456399440765,0.42690443992614746,0.037638433277606964,1146,69,1077,0.14168377823408623,0.060209424083769635,0.07524627960595263,1104,35,1069,0.03170289855072464,48,0.1875,23,0.020833333333333332,1.0854523294851846,4,0.0036231884057971015,0.45502310887537367,2,0.41885003848698543,1,1.4867962406561614,0.08614546216726053,76,53,21.18932299026765,5,0.037037037037037035,8.79076231949257,4,0.043010752688172046,0.0018115942028985507,4.774978670706615,1,0.045454545454545456,0.0009057971014492754,0.6725871189711068
2,back,1,0.15,0.11143456399440765,0.43714240193367004,0.037638433277606964,1821,86,1735,0.17659137577002054,0.047226798462383306,0.12121847271711032,1776,51,1725,0.028716216216216218,60,0.234375,34,0.019144144144144143,1.0403622958937653,6,0.0033783783783783786,0.4304098710675449,2,0.2513082098068221,1,0.7899510505644508,0.1384755117725145,97,68,32.68092291905958,7,0.05185185185185185,13.940200732660266,4,0.043010752688172046,0.0011261261261261261,7.958355206689738,1,0.045454545454545456,0.0005630630630630631,1.2659012217091945
2,back,1,0.2,0.11143456399440765,0.44455647468566895,0.037638433277606964,2488,117,2371,0.2402464065708419,0.04702572347266881,0.16565360162090406,2436,77,2359,0.031609195402298854,86,0.3359375,55,0.02257799671592775,1.244667029718507,11,0.00451559934318555,0.5746586970083394,3,0.26688697804335315,1,0.5102001183118352,0.1893383637252847,119,82,44.18852487194006,13,0.0962962962962963,19.141796786972442,6,0.06451612903225806,0.0012315270935960591,11.24071328617869,1,0.045454545454545456,0.00041050903119868636,1.960015225611528
2,back,2,0.005,0.11143456399440765,0.0,0.037638433277606964,0,0,0,0.0,,0.0,0,0,0,,0,0.0,0,,,0,,,0,,0,,0.0,0,0,0.0,0,0.0,0.0,0,0.0,,0.0,0,0.0,,0.0
2,back,2,0.01,0.11143456399440765,0.0,0.037638433277606964,0,0,0,0.0,,0.0,0,0,0,,0,0.0,0,,,0,,,0,,0,,0.0,0,0,0.0,0,0.0,0.0,0,0.0,,0.0,0,0.0,,0.0
2,back,2,0.025,0.11143456399440765,0.4672863483428955,0.037638433277606964,152,29,123,0.059548254620123205,0.19078947368421054,0.008593586250261999,133,11,122,0.08270676691729323,22,0.0859375,10,0.07518796992481203,4.0675853213297914,1,0.007518796992481203,1.2657254055010896,1,2.1191066583837515,0,0.0,0.010060783902745755,33,28,2.4584610303222254,2,0.014814814814814815,0.7900607791024853,3,0.03225806451612903,0.007518796992481203,0.4718969647156424,0,0.0,0.0,0.11584280007194574
2,back,2,0.05,0.11143456399440765,0.4774521589279175,0.037638433277606964,508,40,468,0.08213552361396304,0.07874015748031496,0.0326975476839237,484,18,466,0.0371900826446281,31,0.12109375,15,0.030991735537190084,1.887327819099395,2,0.004132231404958678,0.6665728541011012,2,0.9489697249222007,0,0.0,0.03640047509257319,40,33,7.947744874103418,3,0.022222222222222223,3.000422215958788,4,0.043010752688172046,0.004132231404958678,2.107548794735223,0,0.0,0.0,0.542847863656067
2,back,2,0.075,0.11143456399440765,0.48197299242019653,0.037638433277606964,871,51,820,0.10472279260780287,0.05855338691159587,0.05729057500174666,844,27,817,0.031990521327014215,38,0.1484375,20,0.023696682464454975,1.4693253647131528,2,0.002369668246445498,0.3545617395185019,3,0.746791369526301,0,0.0,0.06287989939216097,49,39,13.611689065140773,3,0.022222222222222223,5.640766549476033,5,0.053763440860215055,0.0035545023696682463,4.017186221505127,0,0.0,0.0,1.0032860765213827
2,back,2,0.1,0.11143456399440765,0.48586156964302063,0.037638433277606964,1208,54,1154,0.11088295687885011,0.04470198675496689,0.0806260043317264,1180,29,1151,0.02457627118644068,40,0.15625,21,0.017796610169491526,1.1003155226921928,3,0.002542372881355932,0.365428473065978,3,0.516694994126277,0,0.0,0.0895689233563893,53,41,19.085434647525766,4,0.02962962962962963,8.209540911877305,5,0.053763440860215055,0.002542372881355932,5.806133278053046,0,0.0,0.0,1.4087054230792013
2,back,2,0.15,0.11143456399440765,0.49136003851890564,0.037638433277606964,1888,59,1829,0.12114989733059549,0.03125,0.12778592887584714,1862,37,1825,0.01987110633727175,45,0.17578125,29,0.015574650912996778,0.9633382881422289,3,0.001611170784103115,0.230078134222275,4,0.4225466752797082,0,0.0,0.1417592398518829,63,50,30.103651393245975,4,0.02962962962962963,13.039048713345986,6,0.06451612903225806,0.0021482277121374865,9.4664098288128,0,0.0,0.0,2.3741086838850833
2,back,2,0.2,0.11143456399440765,0.4953916668891907,0.037638433277606964,2564,73,2491,0.14989733059548255,0.02847113884555382,0.17403758820652554,2533,47,2486,0.018555073035925778,55,0.21484375,35,0.01381760757994473,0.8458701388725282,6,0.002368732727990525,0.32305660203808856,5,0.3654015281298242,0,0.0,0.19311115768881437,72,56,41.37750984643101,7,0.05185185185185185,18.572596759042852,7,0.07526881720430108,0.0019739439399921043,13.683577147557907,0,0.0,0.0,3.403194508971808
2,back,3,0.005,0.11143456399440765,0.0,0.037638433277606964,0,0,0,0.0,,0.0,0,0,0,,0,0.0,0,,,0,,,0,,0,,0.0,0,0,0.0,0,0.0,0.0,0,0.0,,0.0,0,0.0,,0.0
2,back,3,0.01,0.11143456399440765,0.0,0.037638433277606964,0,0,0,0.0,,0.0,0,0,0,,0,0.0,0,,,0,,,0,,0,,0.0,0,0,0.0,0,0.0,0.0,0,0.0,,0.0,0,0.0,,0.0
2,back,3,0.025,0.11143456399440765,0.49266862869262695,0.037638433277606964,183,13,170,0.026694045174537988,0.07103825136612021,0.011877314329630406,173,3,170,0.017341040462427744,12,0.046875,3,0.017341040462427744,1.1159546999782723,0,0.0,0.0,0,0.0,0,0.0,0.013274645427233982,15,12,2.6882811641533566,0,0.0,0.7075477627679583,2,0.021505376344086023,0.0,0.7443339291427437,0,0.0,0.0,0.2633819071231243
2,back,3,0.05,0.11143456399440765,0.5021100044250488,0.037638433277606964,516,25,491,0.0513347022587269,0.04844961240310078,0.03430447844616782,501,10,491,0.01996007984031936,21,0.08203125,9,0.017964071856287425,1.1934708114108954,1,0.001996007984031936,0.5319122020706908,1,0.45087528122364867,0,0.0,0.03919513728778034,24,20,7.54103067620095,2,0.014814814814814815,1.8800095130494874,3,0.03225806451612903,0.001996007984031936,2.2179082368100986,0,0.0,0.0,0.874845554923346
2,back,3,0.075,0.11143456399440765,0.5063002109527588,0.037638433277606964,834,36,798,0.07392197125256673,0.04316546762589928,0.05575351079438273,819,21,798,0.02564102564102564,29,0.11328125,17,0.020757020757020756,1.3681796409816074,2,0.002442002442002442,0.6038860024426338,2,0.5158653843420716,0,0.0,0.06469642981904562,35,28,12.425268941879054,3,0.022222222222222223,3.311883355319186,4,0.043010752688172046,0.002442002442002442,3.876980430758647,0,0.0,0.0,1.5152229386863814
2,back,3,0.1,0.11143456399440765,0.5101233720779419,0.037638433277606964,1156,42,1114,0.08624229979466119,0.03633217993079585,0.07783134213651925,1141,27,1114,0.02366345311130587,34,0.1328125,22,0.019281332164767746,1.2664092454084641,2,0.0017528483786152498,0.4041724762994788,2,0.35495446517448215,0,0.0,0.09075665478935234,43,35,17.37195150759041,3,0.022222222222222223,4.948382478469574,4,0.043010752688172046,0.0017528483786152498,5.634525541232101,0,0.0,0.0,2.151585326792378
