window,layer_group,confirmations,quantile,ell_star,ratio_threshold,eps_length,alarm_episodes,tp,fp,recall,precision,timely_fpr,low_prior_alarms,low_prior_tp,low_prior_fp,low_prior_precision,loop_tp,loop_recall,low_prior_loop_tp,low_prior_loop_precision,low_prior_loop_lift,low_prior_static_tp,low_prior_static_precision,low_prior_static_lift,low_prior_phantom_tp,low_prior_phantom_lift,low_prior_pure_phantom_tp,low_prior_pure_phantom_lift,ratio_only_timely_fpr,ratio_only_low_prior_tp,ratio_only_low_prior_loop_tp,low_prior_loop_expected,static_tp,static_recall,low_prior_static_expected,phantom_tp,phantom_recall,low_prior_phantom_precision,low_prior_phantom_expected,pure_phantom_tp,pure_phantom_recall,low_prior_pure_phantom_precision,low_prior_pure_phantom_expected
2,front,6,0.1,0.07557521760463715,0.5994163751602173,0.037638433277606964,697,59,638,0.12114989733059549,0.08464849354375897,0.04457486201355411,669,34,635,0.05082212257100149,45,0.17578125,27,0.04035874439461883,2.5327393848492457,1,0.0014947683109118087,0.5065773680216464,4,1.2275732844614728,1,0.649730063636477,0.08237266820373088,65,44,10.660394101940772,5,0.037037037037037035,1.9740321284097895,6,0.06451612903225806,0.005979073243647235,3.25846126714526,1,0.045454545454545456,0.0014947683109118087,1.5391007065351041
2,front,6,0.15,0.07557521760463715,0.6061938405036926,0.037638433277606964,1028,67,961,0.1375770020533881,0.0651750972762646,0.06714175923985188,997,42,955,0.04212637913741224,48,0.1875,30,0.03009027081243731,1.8531741873407226,1,0.0010030090270812437,0.30281710848775545,4,0.775003523170101,1,0.422326288430572,0.1319080556137777,86,55,16.188440463359548,5,0.037037037037037035,3.302323323123718,6,0.06451612903225806,0.004012036108324975,5.161266859327636,1,0.045454545454545456,0.0010030090270812437,2.367837445583012
2,front,6,0.2,0.07557521760463715,0.6108722686767578,0.037638433277606964,1327,74,1253,0.15195071868583163,0.05576488319517709,0.08754279326486411,1296,49,1247,0.03780864197530864,51,0.19921875,34,0.026234567901234566,1.6324526802465655,2,0.0015432098765432098,0.46116060667848513,6,0.8893752968418364,2,0.6502477422727378,0.1817927757982254,108,66,20.82755623572785,6,0.044444444444444446,4.3368838774088365,8,0.08602150537634409,0.004629629629629629,6.746308359705903,2,0.09090909090909091,0.0015432098765432098,3.075750779248575
3,all,1,0.005,0.14589208364486694,0.13646677136421204,0.05766395851969719,3,3,0,0.006160164271047228,1.0,0.0,0,0,0,,3,0.01171875,0,,,0,,,0,,0,,0.0005589324390414309,12,11,0.0,0,0.0,0.0,0,0.0,,0.0,0,0.0,,0.0
3,all,1,0.01,0.14589208364486694,0.15374252200126648,0.05766395851969719,8,8,0,0.01642710472279261,1.0,0.0,2,2,0,1.0,7,0.02734375,2,1.0,12.300908980729607,0,0.0,0.0,1,74.9039114391144,0,0.0,0.000978131768322504,14,13,0.16258961050221293,0,0.0,0.04529591663809378,1,0.010752688172043012,0.5,0.013350437657889862,0,0.0,0.0,0.006198347107438017
3,all,1,0.025,0.14589208364486694,0.2007259875535965,0.05766395851969719,26,23,3,0.04722792607802875,0.8846153846153846,0.00020959966464053657,16,14,2,0.875,21,0.08203125,14,0.875,12.64130155469644,0,0.0,0.0,1,8.800174201995427,0,0.0,0.013833577866275414,32,29,1.1074808981832083,0,0.0,0.23600095324041537,1,0.010752688172043012,0.0625,0.11363411417165485,0,0.0,0.0,0.04678112601199231
3,all,1,0.05,0.14589208364486694,0.26910099387168884,0.05766395851969719,315,60,255,0.12320328542094455,0.19047619047619047,0.01781597149444561,280,27,253,0.09642857142857143,49,0.19140625,25,0.08928571428571429,4.044240690034528,1,0.0035714285714285713,0.46680231924153537,2,1.531582366442739,0,0.0,0.037518339970656046,51,46,6.1816301046579305,4,0.02962962962962963,2.142234429393601,6,0.06451612903225806,0.007142857142857143,1.3058390092628254,0,0.0,0.0,0.2693260692841587
3,all,1,0.075,0.14589208364486694,0.27746355533599854,0.05766395851969719,692,65,627,0.13347022587268995,0.09393063583815028,0.04380632990987214,654,30,624,0.045871559633027525,54,0.2109375,28,0.04281345565749235,1.993453082389208,2,0.0030581039755351682,0.3502873789621504,2,0.6184585473977879,0,0.0,0.06406763082512401,53,48,14.04597893342001,5,0.037037037037037035,5.709597662141593,6,0.06451612903225806,0.0030581039755351682,3.233846485613554,0,0.0,0.0,0.5015416753543603
3,all,1,0.1,0.14589208364486694,0.2824274003505707,0.05766395851969719,1057,70,987,0.1437371663244353,0.06622516556291391,0.06895828966673653,1016,33,983,0.03248031496062992,59,0.23046875,31,0.03051181102362205,1.4709086432264138,2,0.001968503937007874,0.21428544707587907,3,0.5783975051704352,0,0.0,0.09033745546007127,54,49,21.075408144996697,5,0.037037037037037035,9.333344971820669,7,0.07526881720430108,0.002952755905511811,5.186744363836763,0,0.0,0.0,0.7686206747523121
3,all,1,0.15,0.14589208364486694,0.28886890411376953,0.05766395851969719,1737,77,1660,0.15811088295687886,0.04432930339666091,0.1159784811010969,1693,39,1654,0.02303603071470762,61,0.23828125,33,0.019492025989367986,0.9853140322764374,5,0.0029533372711163615,0.30182452748755495,3,0.32534921729610294,0,0.0,0.1417592398518829,62,51,33.49186038055083,8,0.05925925925925926,16.56591676501892,7,0.07526881720430108,0.0017720023626698169,9.220861279250215,0,0.0,0.0,1.2613636036555047
3,all,1,0.2,0.14589208364486694,0.29407981038093567,0.05766395851969719,2363,88,2275,0.1806981519507187,0.03724079559881507,0.1589464123524069,2319,48,2271,0.02069857697283312,68,0.265625,39,0.016817593790426907,0.8868014598357528,7,0.00301854247520483,0.3025029498740767,3,0.23023963874575518,0,0.0,0.1916439600363306,73,58,43.97827672410836,10,0.07407407407407407,23.140270211956278,8,0.08602150537634409,0.00129366106080207,13.029902306756071,0,0.0,0.0,1.7829181275036503
3,all,2,0.005,0.14589208364486694,0.1506790667772293,0.05766395851969719,3,3,0,0.006160164271047228,1.0,0.0,0,0,0,,3,0.01171875,0,,,0,,,0,,0,,0.0,9,8,0.0,0,0.0,0.0,0,0.0,,0.0,0,0.0,,0.0
3,all,2,0.01,0.14589208364486694,0.17912940680980682,0.05766395851969719,7,7,0,0.014373716632443531,1.0,0.0,4,4,0,1.0,7,0.02734375,4,1.0,6.458398744113029,0,0.0,0.0,0,0.0,0,0.0,0.0006986655488017886,13,12,0.6193485658726301,0,0.0,0.1806433317128504,0,0.0,0.0,0.05161238048938584,0,0.0,0.0,0.02580619024469292
3,all,2,0.025,0.14589208364486694,0.2943268120288849,0.05766395851969719,94,36,58,0.07392197125256673,0.3829787234042553,0.004052260183050374,76,19,57,0.25,35,0.13671875,19,0.25,8.089837184603061,1,0.013157894736842105,0.8841447344885637,2,2.968881825313962,0,0.0,0.012785579543072731,37,34,2.348625759262702,2,0.014814814814814815,1.1310365384672603,4,0.043010752688172046,0.02631578947368421,0.6736542973678308,0,0.0,0.0,0.15079566948409898
3,all,2,0.05,0.14589208364486694,0.3091595768928528,0.05766395851969719,442,47,395,0.09650924024640657,0.10633484162895927,0.02759728917767065,420,26,394,0.06190476190476191,44,0.171875,24,0.05714285714285714,2.9345643742154204,1,0.002380952380952381,0.24098502774957464,4,1.4038223707598323,0,0.0,0.03835673862921819,47,42,8.178385933829308,2,0.014814814814814815,4.1496353916193245,6,0.06451612903225806,0.009523809523809525,2.8493633406304544,0,0.0,0.0,0.648183135982767
3,all,2,0.075,0.14589208364486694,0.3146623969078064,0.05766395851969719,780,58,722,0.11909650924024641,0.07435897435897436,0.050443652623489134,754,35,719,0.046419098143236075,51,0.19921875,30,0.03978779840848806,2.2170191090041724,2,0.002652519893899204,0.27523125137888627,4,0.8083566683321809,0,0.0,0.06406763082512401,61,52,13.531683095629798,3,0.022222222222222223,7.266616672271633,7,0.07526881720430108,0.005305039787798408,4.9483107602153975,0,0.0,0.0,1.0449662787372984
3,all,2,0.1,0.14589208364486694,0.3183150887489319,0.05766395851969719,1090,65,1025,0.13347022587268995,0.05963302752293578,0.07161321875218334,1063,41,1022,0.03857008466603951,57,0.22265625,35,0.03292568203198495,1.8852182475458492,2,0.0018814675446848542,0.1930564453234713,4,0.5706881177378489,0,0.0,0.08894012436246769,76,60,18.56548972277481,3,0.022222222222222223,10.359664483871263,7,0.07526881720430108,0.0037629350893697085,7.009082326535207,0,0.0,0.0,1.399561357269974
3,all,2,0.15,0.14589208364486694,0.32455334067344666,0.05766395851969719,1717,86,1631,0.17659137577002054,0.050087361677344205,0.11395235100957171,1686,58,1628,0.03440094899169632,71,0.27734375,48,0.028469750889679714,1.6861104004907908,6,0.0035587188612099642,0.3539821987491775,5,0.44032554735140744,0,0.0,0.13840564521763432,101,77,28.46788679200853,8,0.05925925925925926,16.95000489064548,8,0.08602150537634409,0.0029655990510083037,11.355234848569179,0,0.0,0.0,2.117065457516173
3,all,2,0.2,0.14589208364486694,0.32933634519577026,0.05766395851969719,2312,106,2206,0.21765913757700206,0.045847750865051905,0.15412562006567457,2275,72,2203,0.03164835164835165,86,0.3359375,58,0.025494505494505496,1.5048970616257369,10,0.004395604395604396,0.41089649086590974,5,0.31037191124153723,0,0.0,0.18696290085935863,124,93,38.54084208081497,12,0.08888888888888889,24.337029452177433,9,0.0967741935483871,0.002197802197802198,16.109705224287858,0,0.0,0.0,2.8005392527204327
3,all,3,0.005,0.14589208364486694,0.1609848588705063,0.05766395851969719,1,1,0,0.002053388090349076,1.0,0.0,0,0,0,,1,0.00390625,0,,,0,,,0,,0,,0.00013973310976035772,7,6,0.0,0,0.0,0.0,0,0.0,,0.0,0,0.0,,0.0
3,all,3,0.01,0.14589208364486694,0.2148440182209015,0.05766395851969719,12,12,0,0.024640657084188913,1.0,0.0,4,4,0,1.0,12,0.046875,4,1.0,11.642883838227174,0,0.0,0.0,1,35.330040623758684,0,0.0,0.0013274645427233983,13,12,0.34355749448145895,0,0.0,0.09672391533356889,1,0.010752688172043012,0.25,0.0283045244880789,0,0.0,0.0,0.01337162211913703
3,all,3,0.025,0.14589208364486694,0.3355295658111572,0.05766395851969719,190,39,151,0.08008213552361396,0.20526315789473684,0.010549849786907008,168,20,148,0.11904761904761904,35,0.13671875,18,0.10714285714285714,4.551119586173089,0,0.0,0.0,1,1.46171067135914,0,0.0,0.01292531265283309,38,33,3.955070759882121,0,0.0,1.347713046438831,3,0.03225806451612903,0.005952380952380952,0.6841299168119035,0,0.0,0.0,0.2030867552651339
3,all,3,0.05,0.14589208364486694,0.3471510410308838,0.05766395851969719,516,52,464,0.10677618069815195,0.10077519379844961,0.03241808146440299,489,29,460,0.05930470347648262,44,0.171875,25,0.05112474437627812,2.6969637770811796,0,0.0,0.0,2,1.0325692328679852,0,0.0,0.03779780619017676,50,41,9.269683268440684,1,0.007407407407407408,2.790061785761709,5,0.053763440860215055,0.00408997955010225,1.9369161275946147,0,0.0,0.0,0.725801936453062
3,all,3,0.075,0.14589208364486694,0.3532150983810425,0.05766395851969719,843,60,783,0.12320328542094455,0.0711743772241993,0.054705512471180044,815,39,776,0.04785276073619632,50,0.1953125,35,0.04294478527607362,2.383105449358528,3,0.0036809815950920245,0.590921399781399,3,0.770355696371365,0,0.0,0.06371829805072311,60,51,14.68671896555023,5,0.037037037037037035,5.076817324791076,6,0.06451612903225806,0.0036809815950920245,3.8943049478714977,0,0.0,0.0,1.289172025929779
3,all,3,0.1,0.14589208364486694,0.3568696677684784,0.05766395851969719,1193,66,1127,0.13552361396303902,0.055322715842414084,0.07873960734996158,1164,44,1120,0.037800687285223365,55,0.21484375,39,0.03350515463917526,1.9174993444474535,4,0.003436426116838488,0.539903029507874,4,0.6659628148000475,0,0.0,0.09012785579543073,66,56,20.338990004316397,6,0.044444444444444446,7.40873783139545,6,0.06451612903225806,0.003436426116838488,6.006341361868655,0,0.0,0.0,1.9446196761383174
3,all,3,0.15,0.14589208364486694,0.3622360825538635,0.05766395851969719,1903,87,1816,0.17864476386036962,0.04571728849185497,0.1268776636624048,1871,63,1808,0.03367183324425441,72,0.28125,55,0.02939604489577766,1.7142538554600444,6,0.003206841261357563,0.48677567610594563,5,0.47059001104218984,0,0.0,0.1421085726262838,87,72,32.08392959118646,8,0.05925925925925926,12.326006196525961,7,0.07526881720430108,0.002672367717797969,10.624959907089346,0,0.0,0.0,3.405925659244368
3,all,3,0.2,0.14589208364486694,0.3658987879753113,0.05766395851969719,2598,110,2488,0.22587268993839835,0.042340261739799843,0.173827988541885,2565,85,2480,0.03313840155945419,85,0.33203125,68,0.026510721247563353,1.5638715254892808,7,0.0027290448343079924,0.39199206861470137,9,0.583740960304402,2,0.4223519120178038,0.19241249214001258,110,86,43.48183267722403,9,0.06666666666666667,17.857504170270527,11,0.11827956989247312,0.0035087719298245615,15.417797639738678,2,0.09090909090909091,0.0007797270955165692,4.73538758341336
3,all,4,0.005,0.14589208364486694,0.1647259145975113,0.05766395851969719,1,1,0,0.002053388090349076,1.0,0.0,0,0,0,,1,0.00390625,0,,,0,,,0,,0,,0.00020959966464053657,2,1,0.0,0,0.0,0.0,0,0.0,,0.0,0,0.0,,0.0
3,all,4,0.01,0.14589208364486694,0.31565946340560913,0.05766395851969719,22,20,2,0.04106776180698152,0.9090909090909091,0.00013973310976035772,12,10,2,0.8333333333333334,19,0.07421875,10,0.8333333333333334,13.769724448366523,0,0.0,0.0,1,16.69864761417273,0,0.0,0.000489065884161252,15,14,0.7262309451069866,0,0.0,0.20503188616212387,1,0.010752688172043012,0.08333333333333333,0.059885089086571586,0,0.0,0.0,0.028420569329660243
3,all,4,0.025,0.14589208364486694,0.34958505630493164,0.05766395851969719,189,33,156,0.06776180698151951,0.1746031746031746,0.010899182561307902,175,21,154,0.12,30,0.1171875,20,0.11428571428571428,4.702719556541859,0,0.0,0.0,1,1.368681610810147,0,0.0,0.014113044085796129,31,27,4.252858321559575,1,0.007407407407407408,1.2706725328233244,2,0.021505376344086023,0.005714285714285714,0.7306301130239357,0,0.0,0.0,0.2593568437140377
3,all,4,0.05,0.14589208364486694,0.36126992106437683,0.05766395851969719,470,42,428,0.08624229979466119,0.08936170212765958,0.02990288548871655,453,29,424,0.0640176600441501,37,0.14453125,26,0.05739514348785872,2.7904828336509087,0,0.0,0.0,2,0.9305849243440062,0,0.0,0.039404736952420874,40,34,9.317383961822507,1,0.007407407407407408,2.346613598555563,4,0.043010752688172046,0.004415011037527594,2.1491859019850903,0,0.0,0.0,0.9367690045413233
3,all,4,0.075,0.14589208364486694,0.3666335344314575,0.05766395851969719,777,55,722,0.11293634496919917,0.07078507078507079,0.050443652623489134,757,39,718,0.05151915455746367,46,0.1796875,34,0.04491413474240423,2.408196623472951,0,0.0,0.0,4,1.036809216005769,0,0.0,0.06476629637392581,50,42,14.118448497352066,1,0.007407407407407408,3.3678000802055363,6,0.06451612903225806,0.005284015852047556,3.8579903980885755,0,0.0,0.0,1.7339419745808422
3,all,4,0.1,0.14589208364486694,0.3707045912742615,0.05766395851969719,1104,69,1035,0.14168377823408623,0.0625,0.07231188430098512,1077,47,1030,0.0436397400185701,57,0.22265625,39,0.036211699164345405,1.995945533414849,1,0.0009285051067780873,0.18691442040335293,4,0.6617909011547378,0,0.0,0.09040732201495144,62,51,19.53961135065403,2,0.014814814814814815,5.350042002334784,6,0.06451612903225806,0.003714020427112349,6.044205190824666,0,0.0,0.0,2.5116865431959337
3,all,4,0.15,0.14589208364486694,0.3760420083999634,0.05766395851969719,1763,87,1676,0.17864476386036962,0.049347702779353374,0.11709634597917977,1734,65,1669,0.03748558246828143,69,0.26953125,51,0.029411764705882353,1.6591525472163349,2,0.0011534025374855825,0.21637844618395022,6,0.5722248676242387,0,0.0,0.1430867043946063,81,63,30.73858403530521,3,0.022222222222222223,9.243064802765689,8,0.08602150537634409,0.0034602076124567475,10.485388418910873,0,0.0,0.0,4.14886708022644
3,all,4,0.2,0.14589208364486694,0.38033977150917053,0.05766395851969719,2423,95,2328,0.19507186858316222,0.039207593891869584,0.1626493397610564,2398,78,2320,0.03252710592160134,73,0.28515625,60,0.025020850708924104,1.4361625492471792,3,0.0012510425354462051,0.22664074741827697,7,0.4720237728761301,0,0.0,0.1963250192133026,95,73,41.77800070852101,4,0.02962962962962963,13.236807741651806,8,0.08602150537634409,0.0029190992493744786,14.829761554905755,0,0.0,0.0,5.6944339728490405
3,all,6,0.005,0.14589208364486694,0.16920939087867737,0.05766395851969719,2,2,0,0.004106776180698152,1.0,0.0,0,0,0,,2,0.0078125,0,,,0,,,0,,0,,6.986655488017886e-05,1,0,0.0,0,0.0,0.0,0,0.0,,0.0,0,0.0,,0.0
3,all,6,0.01,0.14589208364486694,0.3435431122779846,0.05766395851969719,26,21,5,0.043121149897330596,0.8076923076923077,0.0003493327744008943,13,9,4,0.6923076923076923,21,0.08203125,9,0.6923076923076923,9.03233844774681,0,0.0,0.0,1,8.370661043219277,0,0.0,0.0005589324390414309,13,11,0.9964197037197077,0,0.0,0.2976364369301053,2,0.021505376344086023,0.07692307692307693,0.11946487796325933,0,0.0,0.0,0.05164454001575038
3,all,6,0.025,0.14589208364486694,0.3757801651954651,0.05766395851969719,204,41,163,0.08418891170431211,0.20098039215686275,0.011388248445469155,186,27,159,0.14516129032258066,38,0.1484375,27,0.14516129032258066,6.892576752931016,0,0.0,0.0,2,2.9967834604829258,0,0.0,0.011877314329630406,36,34,3.9172577931059607,0,0.0,0.7337891857944583,4,0.043010752688172046,0.010752688172043012,0.6673822204283335,0,0.0,0.0,0.32162885422937104
3,all,6,0.05,0.14589208364486694,0.38871222734451294,0.05766395851969719,522,49,473,0.10061601642710473,0.09386973180076628,0.0330468804583246,504,35,469,0.06944444444444445,45,0.17578125,34,0.06746031746031746,3.785659387347446,3,0.005952380952380952,2.1563529501575296,3,1.1980084963798747,0,0.0,0.03493327744008943,52,48,8.981262316846546,3,0.022222222222222223,1.3912379231706196,5,0.053763440860215055,0.005952380952380952,2.5041558628885836,0,0.0,0.0,1.2836065846543474
3,all,6,0.075,0.14589208364486694,0.3946945369243622,0.05766395851969719,815,58,757,0.11909650924024641,0.07116564417177915,0.052888982044295395,796,44,752,0.05527638190954774,52,0.203125,41,0.05150753768844221,2.9021122112433377,5,0.00628140703517588,2.1476134649191505,4,0.9403633148520952,0,0.0,0.058548172989589885,64,56,14.127641185326384,5,0.037037037037037035,2.328165697260718,6,0.06451612903225806,0.005025125628140704,4.253675081560512,0,0.0,0.0,2.120302301214521
3,all,6,0.1,0.14589208364486694,0.398611456155777,0.05766395851969719,1105,66,1039,0.13552361396303902,0.05972850678733032,0.07259135052050583,1084,53,1031,0.048892988929889296,57,0.22265625,47,0.043357933579335796,2.481301296911813,5,0.004612546125461255,1.4687137021641568,4,0.6700357472984169,0,0.0,0.08167400265492908,73,62,18.941673894458294,5,0.037037037037037035,3.4043394520201424,6,0.06451612903225806,0.0036900369003690036,5.969830738327014,0,0.0,0.0,2.8944369213424546
3,all,6,0.15,0.14589208364486694,0.40476280450820923,0.05766395851969719,1646,81,1565,0.16632443531827515,0.049210206561360874,0.10934115838747992,1624,68,1556,0.04187192118226601,67,0.26171875,57,0.035098522167487683,2.052062986072753,6,0.003694581280788177,1.1454289174887986,4,0.447299756014925,0,0.0,0.1284845944246489,93,75,27.7769251659701,7,0.05185185185185185,5.23821243587442,6,0.06451612903225806,0.0024630541871921183,8.942549031630888,0,0.0,0.0,4.244631975430957
3,all,6,0.2,0.14589208364486694,0.4093538224697113,0.05766395851969719,2131,93,2038,0.19096509240246407,0.04364148287189113,0.1423880388458045,2112,81,2031,0.03835227272727273,75,0.29296875,65,0.030776515151515152,1.803002923908331,7,0.0033143939393939395,0.9073812479691734,5,0.41542303947495707,1,0.1830612481928903,0.17599385174317053,108,83,36.05096760414614,8,0.05925925925925926,7.714508114055507,7,0.07526881720430108,0.0023674242424242425,12.035923684732019,1,0.045454545454545456,0.0004734848484848485,5.46265258142623
3,back,1,0.005,0.16505207121372223,0.0,0.05766395851969719,0,0,0,0.0,,0.0,0,0,0,,0,0.0,0,,,0,,,0,,0,,0.0,0,0,0.0,0,0.0,0.0,0,0.0,,0.0,0,0.0,,0.0
3,back,1,0.01,0.16505207121372223,0.0,0.05766395851969719,0,0,0,0.0,,0.0,0,0,0,,0,0.0,0,,,0,,,0,,0,,0.0,0,0,0.0,0,0.0,0.0,0,0.0,,0.0,0,0.0,,0.0
3,back,1,0.025,0.16505207121372223,0.25017595291137695,0.05766395851969719,156,36,120,0.07392197125256673,0.23076923076923078,0.008383986585621462,135,17,118,0.1259259259259259,34,0.1328125,17,0.1259259259259259,5.144897238586623,0,0.0,0.0,1,3.3177617320948385,0,0.0,0.00978131768322504,44,42,3.3042448102753834,2,0.014814814814814815,0.6456406277822397,4,0.043010752688172046,0.007407407407407408,0.3014080216569979,0,0.0,0.0,0.07612987553054151
3,back,1,0.05,0.16505207121372223,0.2635605037212372,0.05766395851969719,536,48,488,0.09856262833675565,0.08955223880597014,0.03409487878152728,511,26,485,0.050880626223091974,41,0.16015625,23,0.04500978473581213,2.5322748378982993,1,0.0019569471624266144,0.4034113503383535,2,1.5405588589681924,0,0.0,0.03661007475721372,50,45,9.082742384744147,3,0.022222222222222223,2.4788593557451204,5,0.053763440860215055,0.003913894324853229,1.2982301768979627,0,0.0,0.0,0.2155592269138091
3,back,1,0.075,0.16505207121372223,0.2691531479358673,0.05766395851969719,910,51,859,0.10472279260780287,0.056043956043956046,0.06001537064207364,882,27,855,0.030612244897959183,43,0.16796875,23,0.026077097505668934,1.5816679400361011,1,0.0011337868480725624,0.23559770064084412,2,0.8824187896776552,0,0.0,0.06392789771536365,51,45,14.541611053629266,3,0.022222222222222223,4.244523597980464,5,0.053763440860215055,0.0022675736961451248,2.2664975218066172,0,0.0,0.0,0.34654894552306403
3,back,1,0.1,0.16505207121372223,0.2733002305030823,0.05766395851969719,1261,54,1207,0.11088295687885011,0.04282315622521808,0.08432893174037588,1231,28,1203,0.022745735174654752,44,0.171875,23,0.01868399675060926,1.1340351680659064,1,0.0008123476848090983,0.14626535257679354,2,0.538872712294358,0,0.0,0.09110598756375324,52,45,20.28155796898824,4,0.02962962962962963,6.836889135962469,5,0.053763440860215055,0.0016246953696181965,3.711451618109593,0,0.0,0.0,0.5413775494535683
3,back,1,0.15,0.16505207121372223,0.2797591984272003,0.05766395851969719,1944,64,1880,0.13141683778234087,0.03292181069958848,0.13134912317473627,1909,35,1874,0.018334206390780514,50,0.1953125,26,0.013619696176008382,0.8392501774632255,2,0.0010476689366160294,0.16158868716689764,2,0.28770609911716016,0,0.0,0.1437155033885279,62,50,30.980035153033107,5,0.037037037037037035,12.37710408485645,6,0.06451612903225806,0.0010476689366160294,6.951538414156304,0,0.0,0.0,1.0192484348330955
3,back,1,0.2,0.16505207121372223,0.284576952457428,0.05766395851969719,2595,77,2518,0.15811088295687886,0.029672447013487476,0.17592398518829036,2560,47,2513,0.018359375,56,0.21875,30,0.01171875,0.7215284186160902,6,0.00234375,0.32022540563303087,3,0.2774903019471895,0,0.0,0.19506742122545936,76,55,41.57840387983714,9,0.06666666666666667,18.736801935308744,7,0.07526881720430108,0.001171875,10.811188639561697,0,0.0,0.0,1.6225030578808586
3,back,2,0.005,0.16505207121372223,0.0,0.05766395851969719,0,0,0,0.0,,0.0,0,0,0,,0,0.0,0,,,0,,,0,,0,,0.0,0,0,0.0,0,0.0,0.0,0,0.0,,0.0,0,0.0,,0.0
3,back,2,0.01,0.16505207121372223,0.0,0.05766395851969719,0,0,0,0.0,,0.0,0,0,0,,0,0.0,0,,,0,,,0,,0,,0.0,0,0,0.0,0,0.0,0.0,0,0.0,,0.0,0,0.0,,0.0
3,back,2,0.025,0.16505207121372223,0.2898043394088745,0.05766395851969719,179,32,147,0.06570841889117043,0.1787709497206704,0.010270383567386292,163,17,146,0.10429447852760736,31,0.12109375,17,0.10429447852760736,5.904754710643229,0,0.0,0.0,1,1.9129833208617781,0,0.0,0.011597848110109691,34,32,2.8790357657630996,0,0.0,0.9911120132998936,2,0.021505376344086023,0.006134969325153374,0.5227437108806108,0,0.0,0.0,0.11692213017919305
3,back,2,0.05,0.16505207121372223,0.29863160848617554,0.05766395851969719,507,36,471,0.07392197125256673,0.07100591715976332,0.032907147348564245,490,20,470,0.04081632653061224,34,0.1328125,19,0.03877551020408163,2.8189237956828204,0,0.0,0.0,1,0.6165769856988442,0,0.0,0.03835673862921819,45,39,6.740160918538658,0,0.0,2.542755676113383,2,0.021505376344086023,0.0020408163265306124,1.6218574860794948,0,0.0,0.0,0.3670208898218795
3,back,2,0.075,0.16505207121372223,0.30339425802230835,0.05766395851969719,840,43,797,0.08829568788501027,0.05119047619047619,0.05568364423950255,820,25,795,0.03048780487804878,41,0.16015625,24,0.02926829268292683,2.129145188894466,0,0.0,0.0,1,0.3325161623968493,0,0.0,0.06504576259344652,55,48,11.272129362141678,0,0.0,4.559463346226252,3,0.03225806451612903,0.0012195121951219512,3.007372612482296,0,0.0,0.0,0.6638833479545545
3,back,2,0.1,0.16505207121372223,0.30677330493927,0.05766395851969719,1157,47,1110,0.09650924024640657,0.04062229904926534,0.07755187591699854,1135,29,1106,0.02555066079295154,43,0.16796875,26,0.02290748898678414,1.647764662352764,0,0.0,0.0,1,0.22106509789432968,0,0.0,0.09166492000279466,69,59,15.778952294604892,0,0.0,6.719469488107302,3,0.03225806451612903,0.000881057268722467,4.523554416889478,0,0.0,0.0,0.9725365428925279
3,back,2,0.15,0.16505207121372223,0.31197717785835266,0.05766395851969719,1789,53,1736,0.10882956878850103,0.029625489100055896,0.1212883392719905,1766,34,1732,0.01925254813137033,47,0.18359375,29,0.01642129105322763,1.1672053083251026,1,0.0005662514156285391,0.08538516866085363,2,0.251963861839454,0,0.0,0.14490323482149095,80,68,24.84567178812265,1,0.007407407407407408,11.71163582251572,4,0.043010752688172046,0.0011325028312570782,7.93764623783373,0,0.0,0.0,1.6104149714263536
3,back,2,0.2,0.16505207121372223,0.3162224590778351,0.05766395851969719,2417,63,2354,0.1293634496919918,0.026065370293752586,0.16446587018794104,2396,45,2351,0.018781302170283808,56,0.21875,39,0.0162771285475793,1.1388581919867955,3,0.0012520868113522537,0.17892465758427464,2,0.17392586798890852,0,0.0,0.19716341787186473,104,81,34.24482545273045,3,0.022222222222222223,16.766833819910936,4,0.043010752688172046,0.0008347245409015025,11.499152041762658,0,0.0,0.0,2.3469766147089746
3,back,3,0.005,0.16505207121372223,0.0,0.05766395851969719,0,0,0,0.0,,0.0,0,0,0,,0,0.0,0,,,0,,,0,,0,,0.0,0,0,0.0,0,0.0,0.0,0,0.0,,0.0,0,0.0,,0.0
3,back,3,0.01,0.16505207121372223,0.0,0.05766395851969719,0,0,0,0.0,,0.0,0,0,0,,0,0.0,0,,,0,,,0,,0,,0.0,0,0,0.0,0,0.0,0.0,0,0.0,,0.0,0,0.0,,0.0
3,back,3,0.025,0.16505207121372223,0.32398882508277893,0.05766395851969719,167,30,137,0.061601642710472276,0.17964071856287425,0.009571718018584504,149,13,136,0.087248322147651,29,0.11328125,13,0.087248322147651,4.107445188275687,0,0.0,0.0,1,1.6203301989899273,0,0.0,0.01341437853699434,27,25,3.1649844134517653,0,0.0,0.8395811238784473,2,0.021505376344086023,0.006711409395973154,0.6171581574072832,0,0.0,0.0,0.24716353050086445
3,back,3,0.05,0.16505207121372223,0.3317261338233948,0.05766395851969719,474,36,438,0.07392197125256673,0.0759493670886076,0.03060155103751834,458,21,437,0.04585152838427948,32,0.125,19,0.04148471615720524,2.4322750416076886,0,0.0,0.0,1,0.4998627110246447,0,0.0,0.03982393628170195,38,34,7.8116165626735015,0,0.0,2.1153196935173373,2,0.021505376344086023,0.002183406113537118,2.0005493067289373,0,0.0,0.0,0.7951788041714428
