cohort,group,detector,episodes,risk_n,timely_n,late_n,persistent_n,alarms,tp,fp,fn,tn,risk_recall,timely_fpr,precision,late_recall,persistent_recall,detected_risk_lead_median,early2_risk_recall,early4_risk_recall,early8_risk_recall,early12_risk_recall
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,published_v7,400,0,400,0,0,0,0,0,0,400,,0.0,,,,,,,,
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,constant,400,0,400,0,0,0,0,0,0,400,,0.0,,,,,,,,
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,early_strict,400,0,400,0,0,0,0,0,0,400,,0.0,,,,,,,,
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,early_loose,400,0,400,0,0,0,0,0,0,400,,0.0,,,,,,,,
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,time_only,400,0,400,0,0,0,0,0,0,400,,0.0,,,,,,,,
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,published_v7,400,52,348,0,52,41,41,0,11,348,0.7884615384615384,0.0,1.0,,0.7884615384615384,4.0,0.6153846153846154,0.4423076923076923,0.038461538461538464,0.038461538461538464
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,constant,400,52,348,0,52,23,23,0,29,348,0.4423076923076923,0.0,1.0,,0.4423076923076923,2.0,0.25,0.11538461538461539,0.019230769230769232,0.019230769230769232
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,early_strict,400,52,348,0,52,24,24,0,28,348,0.46153846153846156,0.0,1.0,,0.46153846153846156,2.0,0.25,0.11538461538461539,0.019230769230769232,0.019230769230769232
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,early_loose,400,52,348,0,52,23,23,0,29,348,0.4423076923076923,0.0,1.0,,0.4423076923076923,2.0,0.25,0.11538461538461539,0.019230769230769232,0.019230769230769232
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,time_only,400,52,348,0,52,0,0,0,52,348,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0
development_main,libero_goal/push_the_plate_to_the_front_of_the_stove,published_v7,400,2,398,0,2,2,2,0,0,398,1.0,0.0,1.0,,1.0,8.5,1.0,1.0,0.5,0.0
development_main,libero_goal/push_the_plate_to_the_front_of_the_stove,constant,400,2,398,0,2,3,2,1,0,397,1.0,0.002512562814070352,0.6666666666666666,,1.0,9.5,1.0,1.0,1.0,0.0
development_main,libero_goal/push_the_plate_to_the_front_of_the_stove,early_strict,400,2,398,0,2,3,2,1,0,397,1.0,0.002512562814070352,0.6666666666666666,,1.0,9.5,1.0,1.0,1.0,0.0
development_main,libero_goal/push_the_plate_to_the_front_of_the_stove,early_loose,400,2,398,0,2,3,2,1,0,397,1.0,0.002512562814070352,0.6666666666666666,,1.0,10.0,1.0,1.0,1.0,0.5
development_main,libero_goal/push_the_plate_to_the_front_of_the_stove,time_only,400,2,398,0,2,0,0,0,2,398,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0
development_main,libero_goal/put_the_bowl_on_the_plate,published_v7,400,12,388,1,11,2,2,0,10,388,0.16666666666666666,0.0,1.0,0.0,0.18181818181818182,9.0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0
development_main,libero_goal/put_the_bowl_on_the_plate,constant,400,12,388,1,11,4,3,1,9,387,0.25,0.002577319587628866,0.75,0.0,0.2727272727272727,6.0,0.25,0.25,0.08333333333333333,0.0
development_main,libero_goal/put_the_bowl_on_the_plate,early_strict,400,12,388,1,11,4,3,1,9,387,0.25,0.002577319587628866,0.75,0.0,0.2727272727272727,6.0,0.25,0.25,0.08333333333333333,0.0
development_main,libero_goal/put_the_bowl_on_the_plate,early_loose,400,12,388,1,11,3,2,1,10,387,0.16666666666666666,0.002577319587628866,0.6666666666666666,0.0,0.18181818181818182,13.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333
development_main,libero_goal/put_the_bowl_on_the_plate,time_only,400,12,388,1,11,0,0,0,12,388,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
development_main,libero_goal/put_the_bowl_on_the_stove,published_v7,400,6,394,0,6,4,4,0,2,394,0.6666666666666666,0.0,1.0,,0.6666666666666666,4.0,0.5,0.5,0.0,0.0
development_main,libero_goal/put_the_bowl_on_the_stove,constant,400,6,394,0,6,4,4,0,2,394,0.6666666666666666,0.0,1.0,,0.6666666666666666,6.0,0.5,0.5,0.16666666666666666,0.0
development_main,libero_goal/put_the_bowl_on_the_stove,early_strict,400,6,394,0,6,4,4,0,2,394,0.6666666666666666,0.0,1.0,,0.6666666666666666,6.0,0.5,0.5,0.16666666666666666,0.0
development_main,libero_goal/put_the_bowl_on_the_stove,early_loose,400,6,394,0,6,5,5,0,1,394,0.8333333333333334,0.0,1.0,,0.8333333333333334,6.0,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.0
development_main,libero_goal/put_the_bowl_on_the_stove,time_only,400,6,394,0,6,0,0,0,6,394,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0
development_main,libero_goal/put_the_bowl_on_top_of_the_cabinet,published_v7,400,15,385,0,15,15,15,0,0,385,1.0,0.0,1.0,,1.0,15.0,1.0,1.0,1.0,1.0
development_main,libero_goal/put_the_bowl_on_top_of_the_cabinet,constant,400,15,385,0,15,15,15,0,0,385,1.0,0.0,1.0,,1.0,13.0,1.0,1.0,1.0,1.0
development_main,libero_goal/put_the_bowl_on_top_of_the_cabinet,early_strict,400,15,385,0,15,15,15,0,0,385,1.0,0.0,1.0,,1.0,13.0,1.0,1.0,1.0,1.0
