split,family,signal,endpoint_estimator,mean_spearman,positive_stage_fraction,mean_reference_violation_auc,passes_gate,rho_s4,auc_s4,rho_s5,auc_s5,rho_s6,auc_s6,rho_s7,auc_s7,rho_s8,auc_s8
development,endpoint_consistency,endpoint_ensemble_rms,constant_velocity,0.3103527985890809,1.0,0.6598102125625781,True,0.31890192900831205,0.7468743594998976,0.299217466728665,0.5992341678939617,0.37179334353186544,0.6906426817550977,0.3930190383297887,0.6761649219606213,0.16883221534677306,0.5861349317033124
development,endpoint_consistency,endpoint_ensemble_rms,constant_acceleration,0.21658788254812894,1.0,0.6419109983384724,True,0.24250401016918377,nan,0.2089161606378852,0.7072046109510086,0.27829992901381484,0.7361886160714286,0.2567904958302495,0.6306130417805544,0.09642881708951138,0.4936377245508982
development,endpoint_consistency,cv_vs_mean2_endpoint_rms,constant_velocity,0.3103527985890809,1.0,0.6598102125625781,True,0.31890192900831205,0.7468743594998976,0.299217466728665,0.5992341678939617,0.37179334353186544,0.6906426817550977,0.3930190383297887,0.6761649219606213,0.16883221534677306,0.5861349317033124
development,endpoint_consistency,cv_vs_mean2_endpoint_rms,constant_acceleration,0.21658788254812894,1.0,0.6419109983384724,True,0.24250401016918377,nan,0.2089161606378852,0.7072046109510086,0.27829992901381484,0.7361886160714286,0.2567904958302495,0.6306130417805544,0.09642881708951138,0.4936377245508982
development,endpoint_consistency,cv_vs_ca_endpoint_rms,constant_velocity,0.3103527985890809,1.0,0.6598102125625781,True,0.31890192900831205,0.7468743594998976,0.299217466728665,0.5992341678939617,0.37179334353186544,0.6906426817550977,0.3930190383297887,0.6761649219606213,0.16883221534677306,0.5861349317033124
development,endpoint_consistency,cv_vs_ca_endpoint_rms,constant_acceleration,0.21658788254812894,1.0,0.6419109983384724,True,0.24250401016918377,nan,0.2089161606378852,0.7072046109510086,0.27829992901381484,0.7361886160714286,0.2567904958302495,0.6306130417805544,0.09642881708951138,0.4936377245508982
development,physical_scale,translation_endpoint_ensemble_rms,constant_velocity,0.5108659145249292,1.0,0.7255357610973493,True,0.5946677131167614,0.7919655667144907,0.5614408819895943,0.7323711340206186,0.6081038778267223,0.7640386463115192,0.5110850224652017,0.7011324842850485,0.27903207722636614,0.6381709741550696
development,physical_scale,translation_endpoint_ensemble_rms,constant_acceleration,0.32132922319652446,1.0,0.7065790700549167,True,0.4943857287502305,nan,0.3401673471802252,0.8731988472622478,0.4028134122619006,0.8048735119047619,0.19798449447105665,0.5961813794691577,0.1712951333192095,0.5520625415834997
development,physical_scale,rotation_endpoint_ensemble_rms,constant_velocity,-0.07381336136095376,0.2,0.4876737729756012,False,-0.1659145937141458,0.4990776798524288,-0.13130370393808247,0.4230927835051546,-0.023494742069770067,0.5099551617380165,0.09835479885871824,0.5412619830442286,-0.14670856594148868,0.4649812567381779
development,physical_scale,rotation_endpoint_ensemble_rms,constant_acceleration,0.021141948983494335,0.6,0.4938193806424495,False,0.07412003268666204,nan,0.01562511177572768,0.4655619596541787,0.12549394553873838,0.5485491071428571,-0.07428869366159402,0.45497051432233004,-0.035240651422062404,0.5061959414504325
development,physical_scale,gripper_endpoint_ensemble_rms,constant_velocity,-0.024938795050777136,0.6,0.5347403959841943,False,-0.08114264371263252,0.6072965771674523,-0.11017974224861124,0.4493078055964654,0.007599614528505907,0.5657360948008968,0.011149026966496174,0.5211695199224016,0.047879769212356,0.5301919824337556
development,physical_scale,gripper_endpoint_ensemble_rms,constant_acceleration,0.027219652717972987,0.6,0.5364551401858859,False,-0.0584080109835989,nan,-0.0005605982649655663,0.5224783861671469,0.058306037127425714,0.6067708333333334,0.10898659654258759,0.560067681895093,0.027774239168416107,0.4565036593479707
development,physical_scale,gripper_endpoint_sign_disagreement,constant_velocity,nan,0.0,0.5,False,nan,0.5,nan,0.5,nan,0.5,nan,0.5,nan,0.5
development,physical_scale,gripper_endpoint_sign_disagreement,constant_acceleration,nan,0.0,0.5,False,nan,nan,nan,0.5,nan,0.5,nan,0.5,nan,0.5
development,endpoint_consistency,cv_temporal_endpoint_rms,constant_velocity,0.3103527985890809,1.0,0.6598102125625781,True,0.31890192900831205,0.7468743594998976,0.299217466728665,0.5992341678939617,0.37179334353186544,0.6906426817550977,0.3930190383297887,0.6761649219606213,0.16883221534677306,0.5861349317033124
development,endpoint_consistency,cv_temporal_endpoint_rms,constant_acceleration,0.21658788254812894,1.0,0.6419109983384724,True,0.24250401016918377,nan,0.2089161606378852,0.7072046109510086,0.27829992901381484,0.7361886160714286,0.2567904958302495,0.6306130417805544,0.09642881708951138,0.4936377245508982
development,physical_scale,cv_temporal_translation_rms,constant_velocity,0.5108659145249292,1.0,0.7255357610973493,True,0.5946677131167614,0.7919655667144907,0.5614408819895943,0.7323711340206186,0.6081038778267223,0.7640386463115192,0.5110850224652017,0.7011324842850485,0.27903207722636614,0.6381709741550696
development,physical_scale,cv_temporal_translation_rms,constant_acceleration,0.32132922319652446,1.0,0.7065790700549167,True,0.4943857287502305,nan,0.3401673471802252,0.8731988472622478,0.4028134122619006,0.8048735119047619,0.19798449447105665,0.5961813794691577,0.1712951333192095,0.5520625415834997
development,physical_scale,cv_temporal_rotation_rms,constant_velocity,-0.07381336136095376,0.2,0.4876737729756012,False,-0.1659145937141458,0.4990776798524288,-0.13130370393808247,0.4230927835051546,-0.023494742069770067,0.5099551617380165,0.09835479885871824,0.5412619830442286,-0.14670856594148868,0.4649812567381779
development,physical_scale,cv_temporal_rotation_rms,constant_acceleration,0.021141948983494335,0.6,0.4938193806424495,False,0.07412003268666204,nan,0.01562511177572768,0.4655619596541787,0.12549394553873838,0.5485491071428571,-0.07428869366159402,0.45497051432233004,-0.035240651422062404,0.5061959414504325
development,physical_scale,cv_temporal_gripper_rms,constant_velocity,-0.024942485350270004,0.6,0.5347403959841943,False,-0.08113889492668888,0.6072965771674523,-0.11017644056557833,0.4493078055964654,0.007585479198021193,0.5657360948008968,0.01113442743257024,0.5211695199224016,0.04788300211032575,0.5301919824337556
development,physical_scale,cv_temporal_gripper_rms,constant_acceleration,0.027217021876712,0.6,0.5364551401858859,False,-0.05840931789979943,nan,-0.0005518969544725424,0.5224783861671469,0.05828674291720205,0.6067708333333334,0.10898056159032239,0.560067681895093,0.02777901973030753,0.4565036593479707
development,endpoint_consistency,ca_temporal_endpoint_rms,constant_velocity,0.03927098150782362,0.8,0.5408615245851125,False,0.19210808334548538,0.6312769010043041,-0.1752204905200426,0.4554933726067747,0.09577274515684372,0.5668303619088289,0.06479676765231078,0.538150485620347,0.018897801904520835,0.5125565017853081
development,endpoint_consistency,ca_temporal_endpoint_rms,constant_acceleration,0.09108798022291864,0.6,0.5398382156326658,False,0.16635038148196046,nan,-0.012552139077894958,0.5703170028818444,0.1938960822779412,0.5329241071428571,0.10824426814068473,0.5349873346749567,-0.0004986917080982031,0.5211244178310046
development,physical_scale,ca_temporal_translation_rms,constant_velocity,0.32516308250630765,0.8,0.6143276360983301,True,0.42879112315002577,0.46279975404796064,0.29777349628973376,0.6560824742268041,0.5000629727253469,0.7586740685384862,0.46536572330245346,0.7118904551352304,-0.06617790293602165,0.4821914285431688
development,physical_scale,ca_temporal_translation_rms,constant_acceleration,0.20807503624972834,0.8,0.6222440423664567,True,0.29187724067343335,nan,0.22915523688200065,0.7280979827089337,0.4077621536328143,0.7314453125,0.21703410501002887,0.6017881636780504,-0.1054535549496356,0.4276447105788423
development,physical_scale,ca_temporal_rotation_rms,constant_velocity,0.0032366811482153006,0.6,0.5607108964912636,False,0.08771546921043004,0.5978684156589466,-0.1039770147832858,0.6015905743740795,0.024260801318472098,0.5673908401836234,0.07841641651832022,0.562198455588728,-0.07023226652286005,0.4745061966509401
development,physical_scale,ca_temporal_rotation_rms,constant_acceleration,0.07259204817155547,0.6,0.5574297796449761,False,0.21359437035528864,nan,0.06073710761560707,0.6211815561959654,0.14894280797136344,0.5970982142857143,-0.04349733526665219,0.46694500345417955,-0.01681670981782964,0.5444943446440452
development,physical_scale,ca_temporal_gripper_rms,constant_velocity,-0.12107074340983019,0.2,0.4855447628741415,False,-0.04089010658323016,0.6228735396597663,-0.31757809441281376,0.3909278350515464,-0.11214782144074978,0.47048147752749014,-0.18447981983816253,0.42454933675975964,0.04974212522580525,0.5188916253721453
development,physical_scale,ca_temporal_gripper_rms,constant_acceleration,-0.013918289613751855,0.6,0.4841262930322372,False,0.006530488347556552,nan,-0.11738730012253458,0.4845821325648415,0.02094092481638623,0.4334077380952381,-0.024139086149164542,0.471650697343786,0.04446352503899706,0.5468646041250832
development,layer_route,route_layer_hellinger_mean,constant_velocity,-0.11767553260274428,0.2,0.4722640862507513,False,-0.00796231816668547,0.7599918015986883,0.17645882801257948,0.46921944035346097,-0.26750916904892275,0.3552097790114231,-0.22378460232603575,0.3534006021440359,-0.2655804014846569,0.423498808146148
development,layer_route,route_layer_hellinger_mean,constant_acceleration,-0.07457511466470035,0.2,0.4184164162589987,False,-0.024231189348770537,nan,0.089002128209855,0.406628242074928,-0.16752409540763408,0.38169642857142855,-0.11965908059133146,0.4589853723004836,-0.15046333618562063,0.426355622089155
development,layer_route,route_layer_hellinger_max,constant_velocity,0.10003137286731914,0.8,0.5335354778198533,True,0.07587467086347267,0.6036072965771675,0.44418552982382775,0.5581737849779087,0.020058068350341587,0.5583431194619408,0.03949012384062777,0.48271040399077886,-0.07945152854167413,0.46484278409147106
development,layer_route,route_layer_hellinger_max,constant_acceleration,0.08232972257608318,0.8,0.5528601907849454,False,0.03398498009360272,nan,0.2243158637615525,0.5956772334293948,0.14435928089343547,0.6366257440476191,0.07483914612973964,0.5242142993021556,-0.06585065799791444,0.4549234863606121
development,layer_route,route_layer_hellinger_cv,constant_velocity,0.28342610833372317,1.0,0.6041432586711568,True,0.32735361850703404,0.5728632916581267,0.3327424467122116,0.5303681885125184,0.34207327810351335,0.7267801857585139,0.38237699167150463,0.7223208999407934,0.03258420667435226,0.4683837274858313
development,layer_route,route_layer_hellinger_cv,constant_acceleration,0.19493961359302908,0.8,0.5872081281291345,True,0.24480841296350817,nan,0.188766883293759,0.526657060518732,0.33849102079785176,0.7842726934523809,0.2200733386343689,0.583145606183482,-0.017441587724342483,0.4547571523619428
development,layer_route,route_layer_hellinger_range,constant_velocity,0.2405382912689744,0.8,0.5920872695083937,True,0.27300664326140256,0.56282025005124,0.3941960883310268,0.555699558173785,0.2660518199152018,0.7212020924522259,0.273091695992032,0.6517768287920588,-0.0036547911547911553,0.4689376180726586
development,layer_route,route_layer_hellinger_range,constant_acceleration,0.16210569650379283,0.8,0.5998045331717023,True,0.18060099573257474,nan,0.20133663134782956,0.6170028818443805,0.3268258995022714,0.7884114583333334,0.12719589435714856,0.537300133161125,-0.025430938420860038,0.4565036593479707
development,layer_route,active_count_layer_std,constant_velocity,0.012808084473223378,0.6,0.44612016568286184,False,-0.025452335411973986,0.42426726788276287,-0.0385766576438838,0.4210898379970545,0.017346977086108013,0.3721442297427138,0.08036900431652352,0.49854502853255733,0.03035343401934314,0.5145544642592208
development,layer_route,active_count_layer_std,constant_acceleration,0.020429076014545872,0.8,0.46440763606329694,False,0.00837897161283316,nan,0.016875530438996485,0.34942363112391933,0.047416254977580355,0.38448660714285715,-0.028545608840979248,0.4860581303377086,0.0580202318842986,0.6376621756487026
development,layer_route,active_count_layer_range,constant_velocity,0.049397513814825204,1.0,0.46196577272551276,False,0.04160083094076102,0.4593154334904694,0.0027530239984336863,0.41920471281296023,0.07234218704056067,0.4217198676203694,0.08519398159691902,0.4949107491528413,0.04509754549745162,0.5146781005509233
development,layer_route,active_count_layer_range,constant_acceleration,0.04801625001413973,1.0,0.4817839285463451,False,0.043775223366963406,nan,0.030957679909852973,0.38256484149855907,0.08274170413088631,0.42429315476190477,0.01739510356957919,0.5041350033540584,0.06521153909341676,0.6161427145708582
development,layer_route,router_weight_amplitude_layer_cv,constant_velocity,0.33923948482739086,1.0,0.7001651894900771,True,0.5025795430470683,0.6823119491699119,0.47602334977754923,0.8080117820324005,0.3876977570566597,0.8077826411871464,0.1837677568640615,0.6434879004320825,0.1461290173916154,0.5592316746288438
development,layer_route,router_weight_amplitude_layer_cv,constant_acceleration,0.25458096827357746,1.0,0.6921784972023814,True,0.3640544736429396,nan,0.36330244654712746,0.8491354466858789,0.24431058106869985,0.8422154017857143,0.11603383262117867,0.5766978043432553,0.185203507487942,0.5006653359946773
development,layer_route,router_weight_amplitude_change,constant_velocity,-0.056944463320442874,0.4,0.447511451434328,False,0.023980279582610533,0.48688255790120927,0.031461711460090844,0.441620029455081,-0.05272923524453246,0.4521858652716985,-0.14683236629799626,0.4047655039492083,-0.14060270610238704,0.4521033005944433
development,layer_route,router_weight_amplitude_change,constant_acceleration,-0.06309681743547892,0.0,0.4365091121306586,False,-0.09764028191169562,nan,-0.023831464215246193,0.42946685878962537,-0.06604730436027426,0.4321986607142857,-0.045532776778211784,0.4788694320127354,-0.08243225991196675,0.40550149700598803
development,candidate_consistency,candidate_cv_endpoint_spread,constant_velocity,0.5874103797676964,1.0,0.8249523762322875,True,0.6921948998630264,0.8656486985037918,0.7203280754227355,0.8803240058910162,0.6303797433198831,0.8881712394576705,0.44974826557974,0.8014247382940932,0.44440091465309706,0.689193199014866
development,candidate_consistency,candidate_cv_endpoint_spread,constant_acceleration,0.37483647512220075,1.0,0.7539657809926235,True,0.4669109778024527,nan,0.4640768542902257,0.9103746397694524,0.47070448707537327,0.8898809523809523,0.09916900351027623,0.56191491704963,0.373321052932676,0.653692614770459
development,candidate_consistency,candidate_ca_endpoint_spread,constant_velocity,0.37513051062040076,1.0,0.76262453408691,True,0.6112327593431254,0.832855093256815,0.5792642424291343,0.8746686303387334,0.15305257725847093,0.7878189388277997,0.1314193365513327,0.6421966919869494,0.4006836375199404,0.6755833160242525
development,candidate_consistency,candidate_ca_endpoint_spread,constant_acceleration,0.29365174389568793,0.8,0.7223990949509871,True,0.4148647131014154,nan,0.4529583274020953,0.9149855907780979,0.2815161470083551,0.8236607142857143,-0.024085921688005028,0.4912694360175813,0.34300545365457885,0.6596806387225549
development,candidate_consistency,candidate_route_change_spread,constant_velocity,0.05345633609618643,0.4,0.508416023982855,False,0.4137011207330239,0.7213568354170936,-0.11159313167457728,0.4712518409425626,0.17326407762144871,0.4705348564108039,-0.017871655917361805,0.4499137094843984,-0.19021873028160136,0.42902287765941666
development,candidate_consistency,candidate_route_change_spread,constant_acceleration,0.02616145343007246,0.6,0.4213031635344386,False,0.2734530133259678,nan,-0.08916122846671246,0.3293948126801153,0.08912985440569149,0.42931547619047616,0.04078077510601916,0.5276334364581143,-0.18339514722060365,0.39886892880904856
development,flow_consistency,velocity_change_relative__relative_to_early,constant_velocity,0.2477245694742895,1.0,0.5956688902745986,True,0.2739184580589956,0.6759581881533101,0.23647262629625457,0.4669219440353461,0.29898683041180246,0.6550389665848191,0.3103149048977717,0.6277414559792399,0.11893002770662348,0.5526838966202783
development,flow_consistency,velocity_change_relative__relative_to_early,constant_acceleration,0.1361035944322619,1.0,0.5838132916465348,True,0.15177369163931317,nan,0.11304715078511272,0.6213256484149856,0.20643996714825386,0.6553664434523809,0.1613641522516103,0.5814735830354729,0.04789301033701931,0.47708749168330006
development,physical_scale,physical_acceleration_rms__relative_to_early,constant_velocity,0.25341810175236834,1.0,0.5959294685809675,True,0.2708135690918446,0.6734986677597868,0.24433881733713766,0.46804123711340206,0.3116430068977662,0.6563734386676631,0.31944973325152504,0.6308403562475593,0.1208453821835681,0.5508936431164259
development,physical_scale,physical_acceleration_rms__relative_to_early,constant_acceleration,0.13654084044341608,1.0,0.5841931804066093,True,0.14796004138109403,nan,0.11466745173352119,0.6233429394812681,0.2075463748896,0.6561569940476191,0.16316367268214976,0.5817238859019414,0.04936666153071529,0.4755489021956088
development,endpoint_consistency,endpoint_ensemble_rms__relative_to_early,constant_velocity,0.24787469975319923,1.0,0.5931042362870008,True,0.2621880597384517,0.6689895470383276,0.23679598487829173,0.4627982326951399,0.30505195335822444,0.6556261343012704,0.3166084630390342,0.6290137686910295,0.1187290377519941,0.5490934987092371
development,endpoint_consistency,endpoint_ensemble_rms__relative_to_early,constant_acceleration,0.13466201083502322,1.0,0.585447792293743,True,0.14566695372966373,nan,0.11442876756426593,0.6315561959654179,0.2032975215366033,0.6536923363095238,0.16157071379635773,0.5807026502067502,0.04834609754822522,0.4758399866932801
development,endpoint_consistency,ca_temporal_endpoint_rms__relative_to_early,constant_velocity,0.015416128996756106,0.8,0.4854223851426386,False,0.12431132394738222,0.5042016806722689,-0.11833297335816934,0.40135493372606773,0.04991539437228128,0.5191630191096402,0.020331420191442594,0.5117342504062583,0.0008554798308437727,0.4906580417989575
development,endpoint_consistency,ca_temporal_endpoint_rms__relative_to_early,constant_acceleration,0.02675796737386884,0.6,0.5101929387186303,False,0.06331200767091026,nan,-0.017575237102112805,0.545821325648415,0.10435117113448583,0.5016276041666666,0.00032765764848631594,0.4852972096236446,-0.016625762482425418,0.508025615435795
development,layer_route,route_layer_hellinger_mean__relative_to_early,constant_velocity,-0.1804442689661055,0.2,0.40231382056108533,False,-0.04473446902058325,0.6425497028079524,0.19042157677376048,0.3896318114874816,-0.3874228231591054,0.29806768442404186,-0.29407230960982367,0.33119181688774674,-0.36641331981477565,0.3501280871982038
development,layer_route,route_layer_hellinger_mean__relative_to_early,constant_acceleration,-0.18307900514787417,0.0,0.34657096784543234,False,-0.12785980778701947,nan,-0.00707375272044925,0.3268011527377522,-0.29513644892984203,0.30757068452380953,-0.21998233599577388,0.40577098288929603,-0.2653426803062862,0.3461410512308716
development,layer_route,route_layer_hellinger_max__relative_to_early,constant_velocity,-0.09466546384519511,0.2,0.4454495031489805,False,-0.23289979254424947,0.49436359909817584,0.22575563831162937,0.4255081001472754,-0.18173044647008815,0.45823102380698194,-0.13729952593334457,0.4136779915095172,-0.14715319258992274,0.43546680118295206
development,layer_route,route_layer_hellinger_max__relative_to_early,constant_acceleration,-0.08326801274449652,0.2,0.44023799543783526,False,-0.20253060247461147,nan,0.05673065282527769,0.3930835734870317,-0.018945813878624634,0.5030226934523809,-0.12350289309975764,0.4347059942530462,-0.12809140709476657,0.4301397205588822
development,layer_route,route_layer_self_normalized_max,constant_velocity,-0.22494233748153122,0.2,0.4110007849391405,False,-0.17167107808205234,0.6083213773314203,0.09795667091299791,0.5060382916053019,-0.31268768004490294,0.2776502615565282,-0.36611534292105413,0.31582328710177243,-0.37219425727264477,0.3471707071006795
development,layer_route,route_layer_self_normalized_max,constant_acceleration,-0.19288502439118344,0.2,0.39883445321869265,False,-0.19255463597568864,nan,0.009266414179628068,0.5638328530259366,-0.28964141658710535,0.2511625744047619,-0.22477723957287232,0.42047877932298083,-0.266718243999879,0.35986360612109114
development,layer_route,route_layer_self_normalized_mean,constant_velocity,-0.19744741381919434,0.2,0.40266840838210305,False,-0.0745292694200869,0.6331215412994466,0.1822540727635913,0.4257437407952872,-0.3848224382378918,0.29075477741005656,-0.34113780124418425,0.3101419699431868,-0.3690016329574001,0.35358001246253823
development,layer_route,route_layer_self_normalized_mean,constant_acceleration,-0.19296968504695275,0.0,0.35317238457573685,False,-0.14295131943508207,nan,-0.006013362186374505,0.3723342939481268,-0.31030833592423746,0.29343377976190477,-0.2426809253516981,0.4014457493567216,-0.2628944823373715,0.3454757152361943
holdout_diagnostic,flow_consistency,velocity_change_relative,constant_velocity,0.12845507248715715,1.0,0.5791838337331088,False,0.028970109080606318,0.4595959595959596,0.09936155432860759,0.5069573283858998,0.1074089814421306,0.5285784676028579,0.15857972598304088,0.6204405922715782,0.24795499160140042,0.7803468208092486
holdout_diagnostic,flow_consistency,velocity_change_relative,constant_acceleration,0.16722927164916115,1.0,0.59722556577902,False,0.10033594398235282,0.4812734082397004,0.0767267723068828,0.4529032258064516,0.12485378341731931,0.5353733170134639,0.23554934936150404,0.6167420814479638,0.29868050917774674,0.8998357963875205
holdout_diagnostic,flow_consistency,velocity_speed_log_ratio_abs,constant_velocity,0.08333395402278353,1.0,0.5855994022470323,False,0.0048185700119401775,0.5471380471380471,0.1340255266961936,0.5655534941249227,0.023196324853783416,0.49815225424981524,0.14355938720579603,0.6198988804622607,0.11106996134620443,0.6972543352601156
