split,family,signal,endpoint_estimator,mean_spearman,positive_stage_fraction,mean_reference_violation_auc,passes_gate,rho_s4,auc_s4,rho_s5,auc_s5,rho_s6,auc_s6,rho_s7,auc_s7,rho_s8,auc_s8
development,flow_consistency,velocity_change_relative,constant_velocity,0.11957650412297671,1.0,0.5977365747164061,True,0.057477349078692876,0.758557081369133,0.017534825877491052,0.4480117820324006,0.1412854139897813,0.6023540087541369,0.24843029046556486,0.6018543012987667,0.13315464120335344,0.5779057001275927
development,flow_consistency,velocity_change_relative,constant_acceleration,0.06572681737015444,1.0,0.5565488350374455,False,0.044294072653535146,nan,0.010901710271811058,0.6067723342939482,0.13847870827154143,0.6123511904761905,0.07874747902743424,0.5418356211015328,0.05621211662645035,0.46523619427811047
development,flow_consistency,velocity_speed_log_ratio_abs,constant_velocity,0.23904048963959384,1.0,0.578867978284262,True,0.28368982338747184,0.6696044271367083,0.22650140596669155,0.5094550810014727,0.3231077916968175,0.5762517348137077,0.25022912304547246,0.5944849652948364,0.11167430410151577,0.5445436831745843
development,flow_consistency,velocity_speed_log_ratio_abs,constant_acceleration,0.10959167810791552,1.0,0.5785467303770079,True,0.11497983909798022,nan,0.1105086380282349,0.6211815561959654,0.11509312809704748,0.6216517857142857,0.19105102888697517,0.582955376004966,0.01632575642933986,0.4883982035928144
development,flow_consistency,physical_velocity_turning,constant_velocity,-0.042006157638856415,0.4,0.5424864530641524,False,-0.17572379082737427,0.6099610575937692,-0.09027083430778841,0.4556701030927835,-0.08013198477924124,0.5566883740792142,0.08584933044619496,0.538704760465087,0.05024649127392689,0.5514079700899083
development,flow_consistency,physical_velocity_turning,constant_acceleration,0.002788587732596691,0.4,0.5243149344615832,False,-0.02491453455899145,nan,-0.02981127442213669,0.5818443804034582,0.06075739920924692,0.5425967261904762,-0.035507227934439584,0.4878302746323051,0.043418576369304254,0.48498835662009315
development,physical_scale,physical_update_rms,constant_velocity,0.22530387177363664,1.0,0.5691747398407909,True,0.30792328264332747,0.4871899979503997,0.29509634723800465,0.6439469808541973,0.2597284778415798,0.6011529838795773,0.19872070100233596,0.5943212022725268,0.06505055014293537,0.5192625342472528
development,physical_scale,physical_update_rms,constant_acceleration,0.17079448811531678,1.0,0.5940145651513092,True,0.22832039257011266,nan,0.20175914359844935,0.6047550432276657,0.15353046215308255,0.6303478422619048,0.21565771589567784,0.6092271648694921,0.05470472635926164,0.5317282102461743
development,physical_scale,physical_acceleration_rms,constant_velocity,0.3103527985890809,1.0,0.6598102125625781,True,0.31890192900831205,0.7468743594998976,0.299217466728665,0.5992341678939617,0.37179334353186544,0.6906426817550977,0.3930190383297887,0.6761649219606213,0.16883221534677306,0.5861349317033124
development,physical_scale,physical_acceleration_rms,constant_acceleration,0.21658788254812894,1.0,0.6419109983384724,True,0.24250401016918377,nan,0.2089161606378852,0.7072046109510086,0.27829992901381484,0.7361886160714286,0.2567904958302495,0.6306130417805544,0.09642881708951138,0.4936377245508982
development,physical_scale,physical_translation_acceleration_rms,constant_velocity,0.5108659145249292,1.0,0.7255357610973493,True,0.5946677131167614,0.7919655667144907,0.5614408819895943,0.7323711340206186,0.6081038778267223,0.7640386463115192,0.5110850224652017,0.7011324842850485,0.27903207722636614,0.6381709741550696
development,physical_scale,physical_translation_acceleration_rms,constant_acceleration,0.32132922319652446,1.0,0.7065790700549167,True,0.4943857287502305,nan,0.3401673471802252,0.8731988472622478,0.4028134122619006,0.8048735119047619,0.19798449447105665,0.5961813794691577,0.1712951333192095,0.5520625415834997
development,physical_scale,physical_rotation_acceleration_rms,constant_velocity,-0.07381336136095376,0.2,0.4876737729756012,False,-0.1659145937141458,0.4990776798524288,-0.13130370393808247,0.4230927835051546,-0.023494742069770067,0.5099551617380165,0.09835479885871824,0.5412619830442286,-0.14670856594148868,0.4649812567381779
development,physical_scale,physical_rotation_acceleration_rms,constant_acceleration,0.021141948983494335,0.6,0.4938193806424495,False,0.07412003268666204,nan,0.01562511177572768,0.4655619596541787,0.12549394553873838,0.5485491071428571,-0.07428869366159402,0.45497051432233004,-0.035240651422062404,0.5061959414504325
development,physical_scale,physical_gripper_acceleration_rms,constant_velocity,-0.02494634077220864,0.6,0.5347429154153068,False,-0.08116331362411992,0.6072965771674523,-0.11017221028419238,0.4493078055964654,0.007576468354743832,0.5657360948008968,0.011144349582199528,0.5211821170779638,0.04788300211032575,0.5301919824337556
development,physical_scale,physical_gripper_acceleration_rms,constant_acceleration,0.027212870510742854,0.6,0.5364191171311309,False,-0.05844522370278251,nan,-0.0005473571403022691,0.5223342939481268,0.058281480859868326,0.6067708333333334,0.1089964328066232,0.560067681895093,0.02777901973030753,0.4565036593479707
development,flow_consistency,temporal_velocity_dispersion,constant_velocity,-0.21821032271200247,0.0,0.44739620553331105,False,-0.322943739321119,0.4339003894240623,-0.3039272487900708,0.44011782032400587,-0.24931390338725168,0.43399701078253444,-0.1739485171316079,0.4196238489349105,-0.04091820492996305,0.5093419582010426
development,flow_consistency,temporal_velocity_dispersion,constant_acceleration,-0.12307789082985054,0.0,0.43881596063264294,False,-0.18938808119939143,nan,-0.14708347892838378,0.3642651296829971,-0.10459804072626022,0.45665922619047616,-0.14779230900451507,0.43504640615144324,-0.02652754429070219,0.49929308050565535
development,flow_consistency,acceleration_max_over_rms,constant_velocity,-0.21622697420009854,0.0,0.46379778518989345,False,-0.30731738941425396,0.5308464849354376,-0.3225742603542156,0.3879823269513991,-0.21982805109904777,0.46148713568912136,-0.16527613075765374,0.4710706322512377,-0.06613903937532159,0.46760234612227136
development,flow_consistency,acceleration_max_over_rms,constant_acceleration,-0.08912184173382383,0.2,0.45145262959096577,False,-0.17196252039477128,nan,-0.1586047362643108,0.41527377521613834,-0.09546008265213193,0.4572172619047619,0.014477157856217207,0.5346168864325834,-0.034059027214122406,0.39870259481037923
development,flow_consistency,physical_jerk_rms,constant_velocity,0.03927098150782362,0.8,0.5408615245851125,False,0.19210808334548538,0.6312769010043041,-0.1752204905200426,0.4554933726067747,0.09577274515684372,0.5668303619088289,0.06479676765231078,0.538150485620347,0.018897801904520835,0.5125565017853081
development,flow_consistency,physical_jerk_rms,constant_acceleration,0.09108798022291864,0.6,0.5398382156326658,False,0.16635038148196046,nan,-0.012552139077894958,0.5703170028818444,0.1938960822779412,0.5329241071428571,0.10824426814068473,0.5349873346749567,-0.0004986917080982031,0.5211244178310046
development,flow_consistency,three_velocity_speed_cv,constant_velocity,0.2503331879675665,1.0,0.5770111757414086,True,0.10667696608346107,0.5925394548063128,0.3782611342381779,0.5426215022091311,0.37312519431780355,0.591384648233159,0.2791991561448449,0.6037690689442324,0.11440348905354507,0.5547412045142083
development,flow_consistency,three_velocity_speed_cv,constant_acceleration,0.11014722754924326,0.8,0.5699126756561663,True,-0.022851154626070642,nan,0.17734405738325118,0.5726224783861672,0.1787517437013518,0.6077473958333334,0.1934758743269382,0.5896334564823437,0.024015616960745747,0.5096473719228211
development,flow_consistency,jerk_over_acceleration,constant_velocity,-0.26659771881216454,0.0,0.3700838628304373,False,-0.1641075413191875,0.3435130149620824,-0.40591733823816695,0.35711340206185566,-0.26133364607608733,0.377789046653144,-0.3304836140222479,0.35662547396797806,-0.17114645440513304,0.4153783765071264
development,flow_consistency,jerk_over_acceleration,constant_acceleration,-0.13531325405625522,0.0,0.38820543119057405,False,-0.10381354708062437,nan,-0.2051822666604302,0.32953890489913545,-0.09076292264982076,0.2961309523809524,-0.1698534327873634,0.3939266512480101,-0.10695410110303728,0.5332252162341983
