evaluation,task,chunk,model,failures,mixed_scenes,conditional_pairs,conditional_auc,auc_ci_low,auc_ci_high,delta_vs_control,delta_ci_low,delta_ci_high,global_roc_auc,global_average_precision
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,control_moe,37,12,857,0.3710618436406068,0.28455159185362094,0.5033118067445841,-0.07467911318553089,-0.20056812622127865,0.09837736749960185,0.33149359886201996,0.05500696692116972
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,1,control,37,12,857,0.47841306884480744,0.3760068067587705,0.5726495726495726,0.0,0.0,0.0,0.5827027027027027,0.08787470600588035
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,1,router,37,12,857,0.37222870478413067,0.2735375947377683,0.49670347744360904,-0.10618436406067677,-0.20760084642366936,0.0436005625879044,0.30162162162162165,0.049002679627274504
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,1,hidden,37,12,857,0.4072345390898483,0.2967283300811338,0.5090018513714298,-0.07117852975495914,-0.2511781499809668,0.11014610389610383,0.5558463726884779,0.08624113416642301
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,1,moe,37,12,857,0.3337222870478413,0.24641676678202348,0.43829539922103206,-0.14469078179696615,-0.29495790299662805,0.03712622500787129,0.4075675675675676,0.05973484820478482
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,1,control_router,37,12,857,0.4177362893815636,0.33110570191149175,0.5235034166546871,-0.060676779463243846,-0.13316062023956965,0.02506265664160401,0.4589473684210526,0.06633901809320905
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,1,control_hidden,37,12,857,0.4014002333722287,0.3075139820781224,0.5139876033057851,-0.07701283547257876,-0.1959087719298246,0.07375637798605703,0.5720625889046942,0.10668764567416235
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,1,control_moe,37,12,857,0.3780630105017503,0.3154241692192979,0.4632921366954213,-0.10035005834305716,-0.19410824588467565,0.02076304786620532,0.47504978662873404,0.07048476987455154
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,2,control,37,12,857,0.4539089848308051,0.3655725680387992,0.5840575544150528,0.0,0.0,0.0,0.6987766714082504,0.1359593370235371
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,2,router,37,12,857,0.5192532088681447,0.3589208195145318,0.6264231197589097,0.06534422403733964,-0.1702223566559448,0.19444634703196348,0.517439544807966,0.07470644222152387
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,2,hidden,37,12,857,0.46557759626604434,0.3442212523008079,0.5331841368123991,0.011668611435239229,-0.17678088737688205,0.11230840860246277,0.5169274537695591,0.07381580211751901
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,2,moe,37,12,857,0.45040840140023336,0.30987873837387464,0.5271551234557115,-0.0035005834305717465,-0.2117897259522155,0.1141576713942269,0.37439544807965863,0.054242322589579256
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,2,control_router,37,12,857,0.5390898483080513,0.44950709452784143,0.6538461538461539,0.08518086347724618,-0.031206293958365185,0.19355061794494258,0.7341109530583215,0.15040718990912844
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,2,control_hidden,37,12,857,0.49941656942823803,0.40705128205128205,0.5937509704968944,0.045507584597432926,-0.05846914678804885,0.12251170881721736,0.6088193456614509,0.10016093762930534
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,2,control_moe,37,12,857,0.47374562427071176,0.3861197342129662,0.5883601198076268,0.019836639439906656,-0.1024702913029761,0.1319540848825526,0.6336842105263157,0.1004094508516958
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,3,control,37,12,857,0.4597432905484247,0.3306676542857313,0.6102490668316087,0.0,0.0,0.0,0.5880512091038407,0.08462069674706531
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,3,router,37,12,857,0.4620770128354726,0.3266973214734409,0.5857208442642499,0.002333722287047868,-0.265744655860935,0.24021615771852886,0.5564153627311522,0.1060718172300772
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,3,hidden,37,12,857,0.40840140023337224,0.30861700507241585,0.564277078846953,-0.051341890315052485,-0.2614945281086412,0.1604016726307748,0.5853200568990043,0.09612692750321442
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,3,moe,37,12,857,0.4364060676779463,0.2882553358485181,0.5822063549011044,-0.023337222870478402,-0.2838798701298701,0.20257282068179325,0.54475106685633,0.08624852121066158
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,3,control_router,37,12,857,0.46091015169194866,0.2925022168033696,0.5749617511435555,0.001166861143523934,-0.2163127466818868,0.19617661838281877,0.4838122332859175,0.06879568211651879
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,3,control_hidden,37,12,857,0.3862310385064177,0.31140192620727075,0.5142236275378778,-0.07351225204200701,-0.19983418367346942,0.06194115082824753,0.5474822190611663,0.07548260822999703
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,3,control_moe,37,12,857,0.42123687281213534,0.2704251591010828,0.5686375711574951,-0.03850641773628938,-0.2654724819981444,0.14850057800395963,0.4730014224751067,0.06424369694653395
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,4,control,37,12,857,0.5087514585764294,0.3868391360412637,0.6760476542905306,0.0,0.0,0.0,0.5944238975817924,0.12050477713613952
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,4,router,37,12,857,0.5180863477246208,0.42712874926189703,0.6627717707807587,0.009334889148191361,-0.11199005704288915,0.13154888605080176,0.6086486486486486,0.10115486145906913
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,4,hidden,37,12,857,0.43757292882147025,0.31126755785294796,0.6117180270922136,-0.0711785297549592,-0.2576265836392136,0.07584431898246004,0.5594310099573258,0.10396800526324279
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,4,moe,37,12,857,0.4224037339556593,0.3011627820939696,0.5877606379795319,-0.08634772462077017,-0.273520807310499,0.07017725097868635,0.5632432432432433,0.09493408082433859
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,4,control_router,37,12,857,0.44457409568261375,0.32746573777980814,0.6246388675939109,-0.0641773628938157,-0.16643121771969466,0.04054225545342297,0.5635846372688478,0.11385415995025269
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,4,control_hidden,37,12,857,0.4329054842473746,0.32624992513824475,0.6290726817042607,-0.07584597432905488,-0.17706336408432707,0.022531587186224646,0.5541394025604552,0.13192572824154036
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,4,control_moe,37,12,857,0.36406067677946324,0.24999277456647398,0.5584176012461058,-0.1446907817969662,-0.29242042388710177,-0.010425802212244163,0.5503271692745376,0.11189817680817882
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,control,42,7,122,0.39344262295081966,0.19707279823519433,0.5,0.0,0.0,0.0,0.8862208713272544,0.6016005981648482
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,router,42,7,122,0.5,0.3333333333333333,0.6916067577282528,0.10655737704918034,-0.125,0.46052631578947373,0.9054711246200607,0.5751320499525701
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,hidden,42,7,122,0.6311475409836066,0.47474747474747475,0.8083965826309164,0.23770491803278693,0.06896551724137934,0.47368421052631576,0.9107396149949342,0.6927558362944006
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,moe,42,7,122,0.5983606557377049,0.5138841324200912,0.7558702175543878,0.20491803278688525,0.08333333333333326,0.47121710526315697,0.9155521783181357,0.6482924607704228
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,control_router,42,7,122,0.4098360655737705,0.279993006993007,0.5841611970185782,0.016393442622950838,-0.16000000000000003,0.2727272727272727,0.89209726443769,0.5721307044671465
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,control_hidden,42,7,122,0.5,0.3157894736842105,0.6933333333333334,0.10655737704918034,-0.08527050395256913,0.372578728461081,0.8961499493414387,0.6729838474520187
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,control_moe,42,7,122,0.48360655737704916,0.34545454545454546,0.660038461538461,0.0901639344262295,-0.057902394876079094,0.31586575133485784,0.9020263424518743,0.6329863427248148
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1,control,42,7,122,0.5327868852459017,0.3379958321356712,0.6789019141465624,0.0,0.0,0.0,0.8942249240121579,0.6499581465547266
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1,router,42,7,122,0.4262295081967213,0.32558139534883723,0.5932203389830508,-0.10655737704918039,-0.29730288139379046,0.18756249999999908,0.896707193515704,0.6439046720602257
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1,hidden,42,7,122,0.6065573770491803,0.42104033448106243,0.7976190476190477,0.07377049180327866,-0.1652892561983471,0.30771276595744645,0.8932117527862208,0.6866576897724173
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1,moe,42,7,122,0.5409836065573771,0.3368421052631579,0.7521386430678466,0.008196721311475419,-0.24096385542168675,0.2647121669180491,0.8926545086119554,0.6779195700911775
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1,control_router,42,7,122,0.4672131147540984,0.36230342275670674,0.5686274509803921,-0.0655737704918033,-0.21590909090909094,0.1388888888888889,0.8965552178318136,0.6428198213298408
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1,control_hidden,42,7,122,0.5819672131147541,0.38760852911133814,0.7964891487568475,0.0491803278688524,-0.1702127659574469,0.29166666666666663,0.8936170212765958,0.6895197841101035
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1,control_moe,42,7,122,0.5327868852459017,0.3384615384615385,0.7596153846153846,0.0,-0.21591676904176907,0.26388888888888895,0.8934650455927051,0.6734100355246762
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,2,control,42,7,122,0.7049180327868853,0.6111111111111112,0.8175829238329236,0.0,0.0,0.0,0.9065349544072948,0.6847161117746967
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,2,router,42,7,122,0.4918032786885246,0.31247051886792454,0.6333482142857141,-0.21311475409836067,-0.4810440793608044,0.00952380952380949,0.8915400202634246,0.628734695114984
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,2,hidden,42,7,122,0.4180327868852459,0.22801358234295416,0.521280395136778,-0.28688524590163933,-0.515625,-0.1555555555555555,0.8823201621073962,0.6258741205775983
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,2,moe,42,7,122,0.4672131147540984,0.26740138357374155,0.5902846128608923,-0.23770491803278687,-0.47619047619047616,-0.10883329235308598,0.8814589665653495,0.6296327795863659
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,2,control_router,42,7,122,0.5327868852459017,0.4,0.5972222222222222,-0.17213114754098358,-0.393939393939394,-0.05303030303030298,0.8987841945288754,0.6627285707151802
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,2,control_hidden,42,7,122,0.4918032786885246,0.3125,0.6,-0.21311475409836067,-0.4078947368421053,-0.1259814988161445,0.8900709219858156,0.6416452487802621
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,2,control_moe,42,7,122,0.5081967213114754,0.29508196721311475,0.6166666666666667,-0.19672131147540983,-0.42857142857142855,-0.09219624860022402,0.8876899696048632,0.6414354556219262
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,control,42,7,122,0.5081967213114754,0.3333333333333333,0.6029411764705882,0.0,0.0,0.0,0.9010638297872341,0.64646149486688
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,router,42,7,122,0.4426229508196721,0.25,0.6125,-0.0655737704918033,-0.3076923076923077,0.1568627450980392,0.8926545086119554,0.6118500930547728
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,hidden,42,7,122,0.45901639344262296,0.32037864077669903,0.6,-0.04918032786885246,-0.1923165137614679,0.13924786576390918,0.8865248226950353,0.6056090664070194
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,moe,42,7,122,0.4180327868852459,0.2727272727272727,0.6077597402597392,-0.0901639344262295,-0.267333705201506,0.12280701754385964,0.8847011144883485,0.6060659459713867
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,control_router,42,7,122,0.45081967213114754,0.30120481927710846,0.5707491289198603,-0.05737704918032788,-0.21495327102803735,0.08762918262629134,0.8934143870314083,0.6311286991409959
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,control_hidden,42,7,122,0.4016393442622951,0.275,0.5428571428571428,-0.10655737704918034,-0.2241419593941347,0.06976744186046513,0.888855116514691,0.604464673027272
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,control_moe,42,7,122,0.4098360655737705,0.23595505617977527,0.6011714154176683,-0.09836065573770492,-0.2807017543859649,0.09722222222222221,0.8871327254305977,0.6064747811707615
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,control,42,7,122,0.4672131147540984,0.24358974358974358,0.6219512195121951,0.0,0.0,0.0,0.8766970618034448,0.6308917808844147
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,router,42,7,122,0.45901639344262296,0.18181818181818182,0.603448275862069,-0.008196721311475419,-0.1440677966101695,0.10227272727272718,0.8906281661600811,0.6396170161408905
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,hidden,42,7,122,0.4918032786885246,0.19718309859154928,0.6988099637815062,0.0245901639344262,-0.22658809267241378,0.30137529897803866,0.8864235055724418,0.6912772145478683
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,moe,42,7,122,0.4672131147540984,0.2,0.6548844641101276,0.0,-0.2154,0.2549183006535945,0.8825227963525835,0.6973794581144911
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,control_router,42,7,122,0.4262295081967213,0.15151515151515152,0.5851851851851851,-0.040983606557377095,-0.1864406779661017,0.08333333333333337,0.8788247213779129,0.6449606944328813
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,control_hidden,42,7,122,0.47540983606557374,0.18604651162790697,0.6741573033707865,0.008196721311475363,-0.18750863259668507,0.2323422191843242,0.8821681864235056,0.691253476578483
seed_heldout,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,control_moe,42,7,122,0.47540983606557374,0.2033898305084746,0.6242038216560509,0.008196721311475363,-0.16191119691119688,0.2059077079107502,0.8818642350557244,0.6908366376832119
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,control,216,13,426,0.4953051643192488,0.4271350357927746,0.5640141045657862,0.0,0.0,0.0,0.8698698698698698,0.8079193907215787
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,router,216,13,426,0.47417840375586856,0.39174749528096414,0.5348848813999907,-0.021126760563380254,-0.10659025102299648,0.05362153137277758,0.8672891641641642,0.7956691992199012
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,hidden,216,13,426,0.4295774647887324,0.35658914728682173,0.5183266148459834,-0.06572769953051644,-0.16616695818095087,0.041063629144331946,0.8597816566566565,0.7935092214545696
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,moe,216,13,426,0.38497652582159625,0.3303252772002772,0.44576229183187943,-0.11032863849765256,-0.1943160874144286,-0.024603705798784885,0.8579204204204204,0.786699641383831
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,control_router,216,13,426,0.4624413145539906,0.37133106643012026,0.550596590909091,-0.03286384976525819,-0.07669301557338368,0.0033030006578170595,0.8661161161161162,0.7988643870189097
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,control_hidden,216,13,426,0.42018779342723006,0.3648285593765065,0.4862933541517126,-0.07511737089201875,-0.16734931181775037,0.015038538557448885,0.8601883133133134,0.7954052838106164
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,control_moe,216,13,426,0.392018779342723,0.3438320209973753,0.4361904761904762,-0.10328638497652581,-0.16413487274871844,-0.04449244932568849,0.8578578578578578,0.7876462571411591
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,control,216,13,426,0.5046948356807511,0.4396872101287781,0.5964488993315574,0.0,0.0,0.0,0.8700419169169169,0.8066828172847436
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,router,216,13,426,0.5539906103286385,0.4349966982170372,0.66876776944947,0.04929577464788737,-0.09177083036604475,0.18062315110773247,0.8711993243243243,0.7803928899848773
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,hidden,216,13,426,0.5305164319248826,0.4567466301709446,0.5929757717416858,0.025821596244131495,-0.0831555433989788,0.11415851272015655,0.8707301051051051,0.7802158932595876
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,moe,216,13,426,0.539906103286385,0.44712891030866864,0.6122910097227696,0.03521126760563387,-0.09191458408516781,0.1357648908801001,0.8689314314314314,0.7739379918617677
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,control_router,216,13,426,0.528169014084507,0.4518267421846856,0.6062431539187912,0.023474178403755874,-0.058609693877551036,0.09711286089238841,0.8732326076076076,0.8074198829125757
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,control_hidden,216,13,426,0.5352112676056338,0.4584356633081444,0.6136402821316614,0.030516431924882625,-0.060151246170983066,0.10866402215966386,0.8728259509509508,0.8056963046727846
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,control_moe,216,13,426,0.5375586854460094,0.4543249591503268,0.6036599524276977,0.032863849765258246,-0.07460505244615258,0.120253164556962,0.8714495745745745,0.7995791989857421
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,control,216,13,426,0.4624413145539906,0.3836629771467713,0.5452548266524505,0.0,0.0,0.0,0.8664914914914915,0.7866649555324292
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,router,216,13,426,0.5868544600938967,0.5044001962018287,0.6629996522142361,0.12441314553990612,0.0,0.23529411764705882,0.8705267767767768,0.7967681349490641
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,hidden,216,13,426,0.5375586854460094,0.4417868777937723,0.6197932430387408,0.07511737089201875,-0.02864052386329299,0.1695359117234117,0.872779029029029,0.7810777806816674
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,moe,216,13,426,0.5375586854460094,0.4637202466303413,0.5978062522719011,0.07511737089201875,-0.03876022676029114,0.16977488330070756,0.8687124624624624,0.7862147986860226
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,control_router,216,13,426,0.5774647887323944,0.48873873873873874,0.6544865599516762,0.11502347417840375,0.026446261235417916,0.19999999999999996,0.8686655405405407,0.7936708146059898
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,control_hidden,216,13,426,0.5093896713615024,0.40303259671814873,0.6252488077959776,0.04694835680751175,-0.04268142493638673,0.1355652841781873,0.8694006506506506,0.7762671711578193
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,control_moe,216,13,426,0.5446009389671361,0.4462788225851934,0.624,0.0821596244131455,-0.025160070839861038,0.1741829625292739,0.8674924924924924,0.779290693770498
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,control,216,13,426,0.568075117370892,0.4760813628926177,0.6467813092979126,0.0,0.0,0.0,0.8744838588588589,0.8084620110056964
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,router,216,13,426,0.4671361502347418,0.39189116847039757,0.5402907646983476,-0.10093896713615019,-0.2128147919967142,0.03546732522796343,0.8715746996996998,0.8013477733274664
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,hidden,216,13,426,0.43427230046948356,0.35636805544106087,0.5238228999464953,-0.13380281690140844,-0.2553634695010031,0.014550299506694656,0.8666948198198198,0.795672841113362
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,moe,216,13,426,0.4295774647887324,0.3621563654807623,0.49085967076273807,-0.13849765258215962,-0.2579417293233082,-0.009764110859324026,0.8623310810810811,0.7970509211295805
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,control_router,216,13,426,0.5164319248826291,0.4314868804664723,0.5910308405259156,-0.05164319248826288,-0.12222517730496449,0.022536165071694286,0.8742023273273274,0.806434005800066
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,control_hidden,216,13,426,0.431924882629108,0.3542105381569474,0.508444969689355,-0.136150234741784,-0.22464100518548066,-0.038061813600120335,0.8677896646646646,0.798905335968505
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,control_moe,216,13,426,0.44835680751173707,0.38569875776397516,0.5,-0.11971830985915494,-0.19947935505411651,-0.026894865525672385,0.863551051051051,0.7951786826503028
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,control,216,13,426,0.5140845070422535,0.43783336771886394,0.5778254412070818,0.0,0.0,0.0,0.8697134634634633,0.8022594425268228
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,router,216,13,426,0.4413145539906103,0.35525731859233883,0.5386708287152486,-0.07276995305164319,-0.16307005897427979,0.03023255813953485,0.8662256006006006,0.7930020486943846
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,hidden,216,13,426,0.5,0.39593422615833246,0.5933152274837512,-0.014084507042253502,-0.1052691936262675,0.08102717629046359,0.8688532282282282,0.7944744484098912
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,moe,216,13,426,0.49765258215962443,0.4194370578637444,0.5757597037793667,-0.016431924882629068,-0.07481296758104733,0.05001050420168056,0.866335085085085,0.7954536358943691
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,control_router,216,13,426,0.5046948356807511,0.4134359707245247,0.6080522789738891,-0.009389671361502372,-0.10952484472049684,0.09577966249509437,0.8674142892892893,0.7969205083918127
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,control_hidden,216,13,426,0.47183098591549294,0.3409056334132399,0.5910149605810416,-0.04225352112676056,-0.13395191116912675,0.04497044364689203,0.8665384134134134,0.7957310567187859
seed_heldout,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,control_moe,216,13,426,0.4859154929577465,0.40419811513198156,0.5770955779847209,-0.028169014084507005,-0.10858698593073596,0.053478323147440755,0.8666009759759759,0.7957797662707737
seed_heldout,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,control,12,8,84,0.42857142857142855,0.2950000000000001,0.6,0.0,0.0,0.0,0.5551666666666666,0.0704780636105693
seed_heldout,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,router,12,8,84,0.4642857142857143,0.34523809523809523,0.6607142857142857,0.035714285714285754,-0.13265306122448978,0.3238775510204071,0.5858333333333333,0.058002112534701826
seed_heldout,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,hidden,12,8,84,0.5476190476190477,0.4,0.8214285714285714,0.11904761904761912,-0.0762087912087912,0.4285714285714286,0.6171666666666666,0.06631893207675528
seed_heldout,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,moe,12,8,84,0.5476190476190477,0.42857142857142855,0.75,0.11904761904761912,-0.02857142857142858,0.35714285714285715,0.5988333333333333,0.0686604846065056
seed_heldout,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,control_router,12,8,84,0.35714285714285715,0.26373626373626374,0.5178571428571429,-0.0714285714285714,-0.12857142857142856,0.015873015873015872,0.5456666666666666,0.044116398214353446
seed_heldout,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,control_hidden,12,8,84,0.4880952380952381,0.30612244897959184,0.8035714285714286,0.059523809523809534,-0.13265306122448978,0.3928571428571429,0.5996666666666666,0.052445751062908004
seed_heldout,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,control_moe,12,8,84,0.5,0.34517857142857145,0.75,0.07142857142857145,-0.10002100840336137,0.35064935064935066,0.5718333333333334,0.058410682774878556
seed_heldout,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,control,12,8,84,0.4166666666666667,0.22218614718614718,0.6607142857142857,0.0,0.0,0.0,0.5051666666666667,0.03612671013918934
seed_heldout,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,router,12,8,84,0.6190476190476191,0.4107142857142857,0.7472527472527473,0.20238095238095238,-0.14285714285714285,0.47959183673469385,0.5716666666666667,0.1533423435917844
seed_heldout,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,hidden,12,8,84,0.4166666666666667,0.2222222222222222,0.6428571428571429,0.0,-0.06122448979591838,0.040816326530612235,0.517,0.03727409986629158
seed_heldout,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,moe,12,8,84,0.42857142857142855,0.25274725274725274,0.6234172077922072,0.011904761904761862,-0.09090909090909088,0.0761904761904762,0.5383333333333333,0.042512420606456956
seed_heldout,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,control_router,12,8,84,0.4166666666666667,0.30952380952380953,0.5428571428571428,0.0,-0.1607142857142857,0.14285714285714285,0.49483333333333335,0.054888855793435984
seed_heldout,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,control_hidden,12,8,84,0.30952380952380953,0.12987012987012986,0.5357142857142857,-0.10714285714285715,-0.2619505494505495,0.01301948051948005,0.4653333333333334,0.027876748664185463
