fold,suite,seed,method,calibration,scope,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy
libero_object_20260908,libero_object,20260908,euclidean_neighbors_cosine_score,episode,unseen,1200,13,1187,0,56,0.0,0.04717775905644482,0.0,0.4764111204717776
libero_object_20260908,libero_object,20260908,euclidean_neighbors_cosine_score,task_init,seen,560,7,553,0,2,0.0,0.003616636528028933,0.0,0.49819168173598555
libero_object_20260908,libero_object,20260908,euclidean_neighbors_cosine_score,task_init,unseen,1200,13,1187,0,4,0.0,0.003369839932603201,0.0,0.4983150800336984
libero_object_20260908,libero_object,20260908,cosine_without_center,episode,seen,560,7,553,3,47,0.42857142857142855,0.08499095840867993,0.06,0.6717902350813744
libero_object_20260908,libero_object,20260908,cosine_without_center,episode,unseen,1200,13,1187,8,113,0.6153846153846154,0.09519797809604044,0.06611570247933884,0.7600933186442875
libero_object_20260908,libero_object,20260908,cosine_without_center,task_init,seen,560,7,553,2,7,0.2857142857142857,0.012658227848101266,0.2222222222222222,0.6365280289330921
libero_object_20260908,libero_object,20260908,cosine_without_center,task_init,unseen,1200,13,1187,2,12,0.15384615384615385,0.010109519797809604,0.14285714285714285,0.5718683170241721
libero_object_20260908,libero_object,20260908,norm_only,episode,seen,560,7,553,6,17,0.8571428571428571,0.03074141048824593,0.2608695652173913,0.9132007233273056
libero_object_20260908,libero_object,20260908,norm_only,episode,unseen,1200,13,1187,13,147,1.0,0.12384161752316765,0.08125,0.9380791912384162
libero_object_20260908,libero_object,20260908,norm_only,task_init,seen,560,7,553,3,5,0.42857142857142855,0.009041591320072333,0.375,0.7097649186256781
libero_object_20260908,libero_object,20260908,norm_only,task_init,unseen,1200,13,1187,13,63,1.0,0.05307497893850042,0.17105263157894737,0.9734625105307498
libero_object_20260909,libero_object,20260909,euclidean,episode,seen,560,10,550,10,20,1.0,0.03636363636363636,0.3333333333333333,0.9818181818181818
libero_object_20260909,libero_object,20260909,euclidean,episode,unseen,1200,17,1183,17,206,1.0,0.17413355874894337,0.07623318385650224,0.9129332206255283
libero_object_20260909,libero_object,20260909,euclidean,task_init,seen,560,10,550,9,0,0.9,0.0,1.0,0.95
libero_object_20260909,libero_object,20260909,euclidean,task_init,unseen,1200,17,1183,15,33,0.8823529411764706,0.027895181741335588,0.3125,0.9272288797175675
libero_object_20260909,libero_object,20260909,cosine,episode,seen,560,10,550,2,36,0.2,0.06545454545454546,0.05263157894736842,0.5672727272727273
libero_object_20260909,libero_object,20260909,cosine,episode,unseen,1200,17,1183,0,131,0.0,0.11073541842772612,0.0,0.4446322907861369
libero_object_20260909,libero_object,20260909,cosine,task_init,seen,560,10,550,0,0,0.0,0.0,,0.5
libero_object_20260909,libero_object,20260909,cosine,task_init,unseen,1200,17,1183,0,5,0.0,0.00422654268808115,0.0,0.4978867286559594
libero_object_20260909,libero_object,20260909,cosine_neighbors_euclidean_score,episode,seen,560,10,550,9,8,0.9,0.014545454545454545,0.5294117647058824,0.9427272727272726
libero_object_20260909,libero_object,20260909,cosine_neighbors_euclidean_score,episode,unseen,1200,17,1183,16,81,0.9411764705882353,0.06846999154691462,0.16494845360824742,0.9363532395206603
libero_object_20260909,libero_object,20260909,cosine_neighbors_euclidean_score,task_init,seen,560,10,550,9,0,0.9,0.0,1.0,0.95
libero_object_20260909,libero_object,20260909,cosine_neighbors_euclidean_score,task_init,unseen,1200,17,1183,15,49,0.8823529411764706,0.04142011834319527,0.234375,0.9204664114166377
libero_object_20260909,libero_object,20260909,euclidean_neighbors_cosine_score,episode,seen,560,10,550,0,26,0.0,0.04727272727272727,0.0,0.4763636363636364
libero_object_20260909,libero_object,20260909,euclidean_neighbors_cosine_score,episode,unseen,1200,17,1183,0,80,0.0,0.0676246830092984,0.0,0.4661876584953508
libero_object_20260909,libero_object,20260909,euclidean_neighbors_cosine_score,task_init,seen,560,10,550,0,1,0.0,0.0018181818181818182,0.0,0.4990909090909091
libero_object_20260909,libero_object,20260909,euclidean_neighbors_cosine_score,task_init,unseen,1200,17,1183,0,2,0.0,0.0016906170752324597,0.0,0.4991546914623838
libero_object_20260909,libero_object,20260909,cosine_without_center,episode,seen,560,10,550,5,18,0.5,0.03272727272727273,0.21739130434782608,0.7336363636363636
libero_object_20260909,libero_object,20260909,cosine_without_center,episode,unseen,1200,17,1183,12,154,0.7058823529411765,0.1301775147928994,0.07228915662650602,0.7878524190741386
libero_object_20260909,libero_object,20260909,cosine_without_center,task_init,seen,560,10,550,3,5,0.3,0.00909090909090909,0.375,0.6454545454545455
libero_object_20260909,libero_object,20260909,cosine_without_center,task_init,unseen,1200,17,1183,5,50,0.29411764705882354,0.042265426880811495,0.09090909090909091,0.625926110089006
libero_object_20260909,libero_object,20260909,norm_only,episode,seen,560,10,550,9,13,0.9,0.023636363636363636,0.4090909090909091,0.9381818181818181
libero_object_20260909,libero_object,20260909,norm_only,episode,unseen,1200,17,1183,16,172,0.9411764705882353,0.14539306846999156,0.0851063829787234,0.8978917010591219
libero_object_20260909,libero_object,20260909,norm_only,task_init,seen,560,10,550,9,3,0.9,0.005454545454545455,0.75,0.9472727272727273
libero_object_20260909,libero_object,20260909,norm_only,task_init,unseen,1200,17,1183,14,59,0.8235294117647058,0.049873203719357564,0.1917808219178082,0.8868281040226741
libero_spatial_20260907,libero_spatial,20260907,euclidean,episode,seen,560,20,540,20,28,1.0,0.05185185185185185,0.4166666666666667,0.9740740740740741
libero_spatial_20260907,libero_spatial,20260907,euclidean,episode,unseen,1200,22,1178,22,153,1.0,0.1298811544991511,0.12571428571428572,0.9350594227504244
libero_spatial_20260907,libero_spatial,20260907,euclidean,task_init,seen,560,20,540,20,7,1.0,0.012962962962962963,0.7407407407407407,0.9935185185185185
libero_spatial_20260907,libero_spatial,20260907,euclidean,task_init,unseen,1200,22,1178,22,56,1.0,0.04753820033955857,0.28205128205128205,0.9762308998302207
libero_spatial_20260907,libero_spatial,20260907,cosine,episode,seen,560,20,540,4,23,0.2,0.04259259259259259,0.14814814814814814,0.5787037037037037
libero_spatial_20260907,libero_spatial,20260907,cosine,episode,unseen,1200,22,1178,0,1,0.0,0.0008488964346349745,0.0,0.49957555178268254
libero_spatial_20260907,libero_spatial,20260907,cosine,task_init,seen,560,20,540,1,2,0.05,0.003703703703703704,0.3333333333333333,0.5231481481481481
libero_spatial_20260907,libero_spatial,20260907,cosine,task_init,unseen,1200,22,1178,0,0,0.0,0.0,,0.5
libero_spatial_20260907,libero_spatial,20260907,cosine_neighbors_euclidean_score,episode,seen,560,20,540,20,29,1.0,0.053703703703703705,0.40816326530612246,0.9731481481481481
libero_spatial_20260907,libero_spatial,20260907,cosine_neighbors_euclidean_score,episode,unseen,1200,22,1178,22,129,1.0,0.10950764006791172,0.1456953642384106,0.9452461799660441
libero_spatial_20260907,libero_spatial,20260907,cosine_neighbors_euclidean_score,task_init,seen,560,20,540,20,5,1.0,0.009259259259259259,0.8,0.9953703703703703
libero_spatial_20260907,libero_spatial,20260907,cosine_neighbors_euclidean_score,task_init,unseen,1200,22,1178,22,10,1.0,0.008488964346349746,0.6875,0.9957555178268251
libero_spatial_20260907,libero_spatial,20260907,euclidean_neighbors_cosine_score,episode,seen,560,20,540,4,23,0.2,0.04259259259259259,0.14814814814814814,0.5787037037037037
libero_spatial_20260907,libero_spatial,20260907,euclidean_neighbors_cosine_score,episode,unseen,1200,22,1178,0,9,0.0,0.007640067911714771,0.0,0.4961799660441426
libero_spatial_20260907,libero_spatial,20260907,euclidean_neighbors_cosine_score,task_init,seen,560,20,540,0,3,0.0,0.005555555555555556,0.0,0.49722222222222223
libero_spatial_20260907,libero_spatial,20260907,euclidean_neighbors_cosine_score,task_init,unseen,1200,22,1178,0,0,0.0,0.0,,0.5
libero_spatial_20260907,libero_spatial,20260907,cosine_without_center,episode,seen,560,20,540,16,40,0.8,0.07407407407407407,0.2857142857142857,0.8629629629629629
libero_spatial_20260907,libero_spatial,20260907,cosine_without_center,episode,unseen,1200,22,1178,20,230,0.9090909090909091,0.19524617996604415,0.08,0.8569223645624325
libero_spatial_20260907,libero_spatial,20260907,cosine_without_center,task_init,seen,560,20,540,11,15,0.55,0.027777777777777776,0.4230769230769231,0.7611111111111112
libero_spatial_20260907,libero_spatial,20260907,cosine_without_center,task_init,unseen,1200,22,1178,10,111,0.45454545454545453,0.09422750424448217,0.08264462809917356,0.6801589751504862
libero_spatial_20260907,libero_spatial,20260907,norm_only,episode,seen,560,20,540,20,24,1.0,0.044444444444444446,0.45454545454545453,0.9777777777777777
libero_spatial_20260907,libero_spatial,20260907,norm_only,episode,unseen,1200,22,1178,21,58,0.9545454545454546,0.04923599320882852,0.26582278481012656,0.9526547306683131
libero_spatial_20260907,libero_spatial,20260907,norm_only,task_init,seen,560,20,540,19,3,0.95,0.005555555555555556,0.8636363636363636,0.9722222222222222
libero_spatial_20260907,libero_spatial,20260907,norm_only,task_init,unseen,1200,22,1178,21,4,0.9545454545454546,0.003395585738539898,0.84,0.9755749344034573
libero_spatial_20260908,libero_spatial,20260908,euclidean,episode,seen,560,18,542,18,42,1.0,0.07749077490774908,0.3,0.9612546125461254
libero_spatial_20260908,libero_spatial,20260908,euclidean,episode,unseen,1200,56,1144,56,247,1.0,0.2159090909090909,0.1848184818481848,0.8920454545454546
libero_spatial_20260908,libero_spatial,20260908,euclidean,task_init,seen,560,18,542,18,7,1.0,0.012915129151291513,0.72,0.9935424354243543
libero_spatial_20260908,libero_spatial,20260908,euclidean,task_init,unseen,1200,56,1144,56,32,1.0,0.027972027972027972,0.6363636363636364,0.986013986013986
libero_spatial_20260908,libero_spatial,20260908,cosine,episode,seen,560,18,542,8,53,0.4444444444444444,0.09778597785977859,0.13114754098360656,0.673329233292333
libero_spatial_20260908,libero_spatial,20260908,cosine,episode,unseen,1200,56,1144,13,118,0.23214285714285715,0.10314685314685315,0.09923664122137404,0.564498001998002
libero_spatial_20260908,libero_spatial,20260908,cosine,task_init,seen,560,18,542,1,12,0.05555555555555555,0.02214022140221402,0.07692307692307693,0.5167076670766708
libero_spatial_20260908,libero_spatial,20260908,cosine,task_init,unseen,1200,56,1144,2,34,0.03571428571428571,0.02972027972027972,0.05555555555555555,0.502997002997003
libero_spatial_20260908,libero_spatial,20260908,cosine_neighbors_euclidean_score,episode,seen,560,18,542,17,37,0.9444444444444444,0.06826568265682657,0.3148148148148148,0.9380893808938089
libero_spatial_20260908,libero_spatial,20260908,cosine_neighbors_euclidean_score,episode,unseen,1200,56,1144,56,174,1.0,0.1520979020979021,0.24347826086956523,0.923951048951049
libero_spatial_20260908,libero_spatial,20260908,cosine_neighbors_euclidean_score,task_init,seen,560,18,542,15,12,0.8333333333333334,0.02214022140221402,0.5555555555555556,0.9055965559655598
libero_spatial_20260908,libero_spatial,20260908,cosine_neighbors_euclidean_score,task_init,unseen,1200,56,1144,55,17,0.9821428571428571,0.01486013986013986,0.7638888888888888,0.9836413586413587
libero_spatial_20260908,libero_spatial,20260908,euclidean_neighbors_cosine_score,episode,seen,560,18,542,4,63,0.2222222222222222,0.11623616236162361,0.05970149253731343,0.5529930299302993
libero_spatial_20260908,libero_spatial,20260908,euclidean_neighbors_cosine_score,episode,unseen,1200,56,1144,3,103,0.05357142857142857,0.09003496503496504,0.02830188679245283,0.4817682317682318
libero_spatial_20260908,libero_spatial,20260908,euclidean_neighbors_cosine_score,task_init,seen,560,18,542,0,15,0.0,0.027675276752767528,0.0,0.48616236162361626
libero_spatial_20260908,libero_spatial,20260908,euclidean_neighbors_cosine_score,task_init,unseen,1200,56,1144,1,16,0.017857142857142856,0.013986013986013986,0.058823529411764705,0.5019355644355644
libero_spatial_20260908,libero_spatial,20260908,cosine_without_center,episode,seen,560,18,542,8,26,0.4444444444444444,0.04797047970479705,0.23529411764705882,0.6982369823698237
libero_spatial_20260908,libero_spatial,20260908,cosine_without_center,episode,unseen,1200,56,1144,34,139,0.6071428571428571,0.1215034965034965,0.19653179190751446,0.7428196803196804
libero_spatial_20260908,libero_spatial,20260908,cosine_without_center,task_init,seen,560,18,542,2,2,0.1111111111111111,0.0036900369003690036,0.5,0.5537105371053711
libero_spatial_20260908,libero_spatial,20260908,cosine_without_center,task_init,unseen,1200,56,1144,11,21,0.19642857142857142,0.018356643356643356,0.34375,0.589035964035964
libero_spatial_20260908,libero_spatial,20260908,norm_only,episode,seen,560,18,542,15,13,0.8333333333333334,0.023985239852398525,0.5357142857142857,0.9046740467404675
libero_spatial_20260908,libero_spatial,20260908,norm_only,episode,unseen,1200,56,1144,53,48,0.9464285714285714,0.04195804195804196,0.5247524752475248,0.9522352647352648
libero_spatial_20260908,libero_spatial,20260908,norm_only,task_init,seen,560,18,542,15,3,0.8333333333333334,0.005535055350553505,0.8333333333333334,0.91389913899139
libero_spatial_20260908,libero_spatial,20260908,norm_only,task_init,unseen,1200,56,1144,52,11,0.9285714285714286,0.009615384615384616,0.8253968253968254,0.959478021978022
libero_spatial_20260909,libero_spatial,20260909,euclidean,episode,seen,560,23,537,23,46,1.0,0.0856610800744879,0.3333333333333333,0.957169459962756
libero_spatial_20260909,libero_spatial,20260909,euclidean,episode,unseen,1200,50,1150,50,269,1.0,0.23391304347826086,0.15673981191222572,0.8830434782608696
libero_spatial_20260909,libero_spatial,20260909,euclidean,task_init,seen,560,23,537,23,9,1.0,0.01675977653631285,0.71875,0.9916201117318436
libero_spatial_20260909,libero_spatial,20260909,euclidean,task_init,unseen,1200,50,1150,50,59,1.0,0.051304347826086956,0.45871559633027525,0.9743478260869565
libero_spatial_20260909,libero_spatial,20260909,cosine,episode,seen,560,23,537,4,18,0.17391304347826086,0.0335195530726257,0.18181818181818182,0.5701967452028175
libero_spatial_20260909,libero_spatial,20260909,cosine,episode,unseen,1200,50,1150,6,49,0.12,0.042608695652173914,0.10909090909090909,0.5386956521739131
libero_spatial_20260909,libero_spatial,20260909,cosine,task_init,seen,560,23,537,0,2,0.0,0.0037243947858473,0.0,0.49813780260707635
libero_spatial_20260909,libero_spatial,20260909,cosine,task_init,unseen,1200,50,1150,0,6,0.0,0.0052173913043478265,0.0,0.4973913043478261
libero_spatial_20260909,libero_spatial,20260909,cosine_neighbors_euclidean_score,episode,seen,560,23,537,23,21,1.0,0.03910614525139665,0.5227272727272727,0.9804469273743017
libero_spatial_20260909,libero_spatial,20260909,cosine_neighbors_euclidean_score,episode,unseen,1200,50,1150,50,161,1.0,0.14,0.23696682464454977,0.9299999999999999
libero_spatial_20260909,libero_spatial,20260909,cosine_neighbors_euclidean_score,task_init,seen,560,23,537,23,1,1.0,0.00186219739292365,0.9583333333333334,0.9990689013035382
libero_spatial_20260909,libero_spatial,20260909,cosine_neighbors_euclidean_score,task_init,unseen,1200,50,1150,43,9,0.86,0.00782608695652174,0.8269230769230769,0.9260869565217391
libero_spatial_20260909,libero_spatial,20260909,euclidean_neighbors_cosine_score,episode,seen,560,23,537,2,17,0.08695652173913043,0.03165735567970205,0.10526315789473684,0.5276495830297142
libero_spatial_20260909,libero_spatial,20260909,euclidean_neighbors_cosine_score,episode,unseen,1200,50,1150,3,29,0.06,0.025217391304347827,0.09375,0.5173913043478261
libero_spatial_20260909,libero_spatial,20260909,euclidean_neighbors_cosine_score,task_init,seen,560,23,537,0,1,0.0,0.00186219739292365,0.0,0.49906890130353815
libero_spatial_20260909,libero_spatial,20260909,euclidean_neighbors_cosine_score,task_init,unseen,1200,50,1150,0,3,0.0,0.0026086956521739132,0.0,0.49869565217391304
libero_spatial_20260909,libero_spatial,20260909,cosine_without_center,episode,seen,560,23,537,15,32,0.6521739130434783,0.0595903165735568,0.3191489361702128,0.7962917982349608
libero_spatial_20260909,libero_spatial,20260909,cosine_without_center,episode,unseen,1200,50,1150,16,46,0.32,0.04,0.25806451612903225,0.64
libero_spatial_20260909,libero_spatial,20260909,cosine_without_center,task_init,seen,560,23,537,4,7,0.17391304347826086,0.01303538175046555,0.36363636363636365,0.5804388308638976
libero_spatial_20260909,libero_spatial,20260909,cosine_without_center,task_init,unseen,1200,50,1150,7,6,0.14,0.0052173913043478265,0.5384615384615384,0.5673913043478261
libero_spatial_20260909,libero_spatial,20260909,norm_only,episode,seen,560,23,537,23,35,1.0,0.06517690875232775,0.39655172413793105,0.9674115456238361
libero_spatial_20260909,libero_spatial,20260909,norm_only,episode,unseen,1200,50,1150,49,47,0.98,0.0408695652173913,0.5104166666666666,0.9695652173913043
libero_spatial_20260909,libero_spatial,20260909,norm_only,task_init,seen,560,23,537,23,3,1.0,0.00558659217877095,0.8846153846153846,0.9972067039106145
libero_spatial_20260909,libero_spatial,20260909,norm_only,task_init,unseen,1200,50,1150,45,10,0.9,0.008695652173913044,0.8181818181818182,0.9456521739130435
