query,selected_by,rank,reference_global_row,reference_query,reference_task,current_norm,distance,cosine,norm,radial_contribution,angular_contribution
7,euclidean,1,13718,7,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,0.6299811026798174,0.032252949063351855,2.4907843357575015,0.029500262206262035,0.6004808404735552
7,euclidean,2,13681,7,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,0.6407461675618391,0.037707511658773174,2.285074884568329,0.007513349827364425,0.6332328177344719
7,euclidean,3,13681,9,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,0.6835030174584633,0.03914762691394824,2.466356140182054,0.018318834469274927,0.6651841829891857
7,euclidean,4,13947,7,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,0.7078274753751569,0.04625660738903048,2.2515570580427124,0.01495957993661295,0.692867895438543
7,euclidean,5,13944,7,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,0.7723057384301834,0.05098455243329991,2.447965616185067,0.011321286464621839,0.7609844519655604
7,euclidean,6,13945,7,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,0.7979048227402584,0.04330605477958038,2.6610504054392665,0.11780642367969174,0.6800983990605646
7,euclidean,7,13626,13,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,0.8010091933153792,0.024920985425148423,2.9030402370157713,0.37570282407427286,0.425306369241101
7,euclidean,8,13950,9,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,0.8010529880887949,0.0594546202386208,2.16853401323053,0.04315330800596065,0.7578996800828329
7,euclidean,9,13950,7,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,0.8165368251263678,0.048109741427885266,2.6235117198032576,0.08865416061709847,0.7278826645092678
7,euclidean,10,13965,13,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,0.824010375221986,0.06250592079231365,2.1198205419941027,0.06681370706220985,0.7571966681597748
7,euclidean,11,13727,13,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,0.8430292541443903,0.019526796725179763,3.012983267345215,0.5144000157609788,0.32862923838340957
7,euclidean,12,13974,13,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,0.8479709720396508,0.06607215099772323,2.0953762880939624,0.07915817142573642,0.7688128006139122
7,euclidean,13,13800,12,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,0.8485602984029182,0.05029552278413563,2.656103821062215,0.10722823301641311,0.7413320653865039
7,euclidean,14,13724,13,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,0.854391667826165,0.023951571212753597,2.981890013915691,0.4607602585312435,0.3936314092949215
7,euclidean,15,13790,7,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,0.8758000184001791,0.06674912936997468,1.969968939304247,0.16879718420638362,0.7070028341937946
7,euclidean,16,13946,7,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,0.883336690334289,0.06986198970925861,2.3710327497446317,0.00031096915317820506,0.8830257211811069
7,euclidean,17,13611,17,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,0.9260606642259099,0.05318481348945514,2.761789082454188,0.1791651821400485,0.7468954820858591
7,euclidean,18,13627,13,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,0.9275291817265591,0.04780125878975883,2.8275805556497047,0.24133369324215484,0.6861954884844026
7,euclidean,19,13665,13,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,0.9369111675615223,0.08246545999829169,2.1255054908607436,0.055949478939668555,0.880961688621852
7,euclidean,20,8208,19,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,2.354458961325429,0.9981941044978825,0.047190657848198425,2.940154561865912,0.3436599504512548,0.6545341540466262
7,cosine,1,13719,9,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,1.4689586069999732,0.011840828497362454,3.7504263784062455,1.3266030916494853,0.1423555153504881
7,cosine,2,13727,13,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,0.8430292541443903,0.019526796725179763,3.012983267345215,0.5144000157609788,0.32862923838340957
7,cosine,3,13718,9,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,1.327507840516587,0.02071617959305716,3.544625363306768,1.0670340476889313,0.26047379282765604
7,cosine,4,13966,13,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,1.4068576972947886,0.023337938407287484,3.612340220804471,1.1246803894886301,0.2821773078061573
7,cosine,5,13724,13,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,0.854391667826165,0.023951571212753597,2.981890013915691,0.4607602585312435,0.3936314092949215
7,cosine,6,13629,13,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,1.778835401474082,0.02409418481225467,4.000769363606819,1.5236586467831228,0.2551767546909577
7,cosine,7,13626,13,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,0.8010091933153792,0.024920985425148423,2.9030402370157713,0.37570282407427286,0.425306369241101
7,cosine,8,13983,18,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,3.1155288607818314,0.025271293823935337,5.365769491115463,2.910578432115295,0.2049504286665344
7,cosine,9,13602,13,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,1.4216375842244604,0.026806658449315623,3.605814307681575,1.1014693338375283,0.3201682503869299
7,cosine,10,13784,9,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,1.4508678378681343,0.027710099599096982,3.6316225092953807,1.1242559009785185,0.3266119368896179
7,cosine,11,13978,17,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,2.5839208181099327,0.028604691316319597,4.809816025844702,2.333190038963573,0.25073077914635766
7,cosine,12,13977,18,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,2.387993101676562,0.029687470759207968,4.603667140260912,2.1184891315801924,0.2695039700963671
7,cosine,13,13615,15,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2.354458961325429,2.6258198770092105,0.030431705536774656,4.844579408589326,2.361433812034473,0.2643860649747366
7,cosine,14,15301,11,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,2.354458961325429,4.186927482086354,0.03098326290732001,6.427854706331787,3.962942507704432,0.22398497438192275
