fold,suite,seed,method,population,episodes,points,threshold,chunk_score_p00,chunk_score_p10,chunk_score_p25,chunk_score_p50,chunk_score_p75,chunk_score_p90,chunk_score_p95,chunk_score_p100,episode_peak_p00,episode_peak_p10,episode_peak_p25,episode_peak_p50,episode_peak_p75,episode_peak_p90,episode_peak_p95,episode_peak_p100,peak_ratio_p00,peak_ratio_p10,peak_ratio_p25,peak_ratio_p50,peak_ratio_p75,peak_ratio_p90,peak_ratio_p95,peak_ratio_p100,norm_p00,norm_p10,norm_p25,norm_p50,norm_p75,norm_p90,norm_p95,norm_p100
libero_goal_20260907,libero_goal,20260907,euclidean,cal_success,558,2181,1.8795933723449707,0.3592766523361206,0.5459961891174316,0.6353650689125061,0.7515828013420105,0.9007757306098938,1.0748628377914429,1.2666301727294922,2.38911509513855,0.4305565357208252,0.6232735514640808,0.7365598082542419,0.8504936695098877,1.0226466655731201,1.213172197341919,1.4139235019683838,2.38911509513855,0.22906897962093353,0.33160021901130676,0.3918718993663788,0.45248812437057495,0.5440786480903625,0.6454439759254456,0.7522496581077576,1.2710808515548706,0.33137301871106656,1.098892830960061,1.6243313977160383,2.392907531444312,3.3990721857764314,4.559469303506955,5.155317822304631,7.406877849232569
libero_goal_20260907,libero_goal,20260907,cosine,cal_success,558,2181,0.35517197847366333,0.005277028772979975,0.010300041176378727,0.017155297100543976,0.03603459522128105,0.07883048802614212,0.13694901764392853,0.17423026263713837,0.37545523047447205,0.008104166015982628,0.021562809124588966,0.05065213888883591,0.08255550265312195,0.13884690403938293,0.19625847041606903,0.24421945214271545,0.37545523047447205,0.02281758189201355,0.06071089580655098,0.1426129937171936,0.2324381023645401,0.3909286558628082,0.5525730848312378,0.6876090168952942,1.0571082830429077,0.33137301871106656,1.098892830960061,1.6243313977160383,2.392907531444312,3.3990721857764314,4.559469303506955,5.155317822304631,7.406877849232569
libero_goal_20260907,libero_goal,20260907,cosine_neighbors_euclidean_score,cal_success,558,2181,3.2541940212249756,0.4042038321495056,0.7068566679954529,0.8449971675872803,1.0172529220581055,1.2553699016571045,1.547508955001831,1.8248921632766724,3.3775084018707275,0.5262038707733154,0.7822157740592957,0.9594857692718506,1.2351025342941284,1.517073154449463,1.9378479719161987,2.1337413787841797,3.3775084018707275,0.16170021891593933,0.24037158489227295,0.29484590888023376,0.3795417547225952,0.4661901295185089,0.595492422580719,0.6556896567344666,1.0378940105438232,0.33137301871106656,1.098892830960061,1.6243313977160383,2.392907531444312,3.3990721857764314,4.559469303506955,5.155317822304631,7.406877849232569
libero_goal_20260907,libero_goal,20260907,euclidean_neighbors_cosine_score,cal_success,558,2181,0.4953449070453644,0.0068040769547224045,0.013858932070434093,0.021854575723409653,0.0475197397172451,0.10978709161281586,0.1817009449005127,0.22896920144557953,0.5962762236595154,0.010924173519015312,0.02951114811003208,0.06225840374827385,0.11354507505893707,0.1942308098077774,0.28437352180480957,0.33330339193344116,0.5962762236595154,0.02205367013812065,0.05957696959376335,0.12568697333335876,0.22922426462173462,0.39211225509643555,0.5740919709205627,0.6728713512420654,1.2037596702575684,0.33137301871106656,1.098892830960061,1.6243313977160383,2.392907531444312,3.3990721857764314,4.559469303506955,5.155317822304631,7.406877849232569
libero_goal_20260907,libero_goal,20260907,cosine_without_center,cal_success,558,2181,0.3883940577507019,0.0063901180401444435,0.01040310226380825,0.014982243999838829,0.029381131753325462,0.06591108441352844,0.1218603178858757,0.17493967711925507,0.4694792926311493,0.009135722182691097,0.022308925166726112,0.04386452957987785,0.07005366683006287,0.11646395176649094,0.20624469220638275,0.25438758730888367,0.4694792926311493,0.02352178655564785,0.05743889510631561,0.11293821036815643,0.18036749958992004,0.29986026883125305,0.5310191512107849,0.6549729108810425,1.208770513534546,0.33137301871106656,1.098892830960061,1.6243313977160383,2.392907531444312,3.3990721857764314,4.559469303506955,5.155317822304631,7.406877849232569
libero_goal_20260907,libero_goal,20260907,norm_only,cal_success,558,2181,6.535240173339844,0.331373006105423,1.0988928079605103,1.6243313550949097,2.3929076194763184,3.3990721702575684,4.559469223022461,5.155317783355713,7.4068779945373535,0.6493489742279053,1.6069622039794922,2.0342509746551514,2.6636600494384766,3.710676431655884,5.112850666046143,5.657418251037598,7.4068779945373535,0.09936115145683289,0.24589183926582336,0.31127408146858215,0.4075841009616852,0.5677949786186218,0.7823508381843567,0.8656787276268005,1.1333750486373901,0.33137301871106656,1.098892830960061,1.6243313977160383,2.392907531444312,3.3990721857764314,4.559469303506955,5.155317822304631,7.406877849232569
libero_goal_20260907,libero_goal,20260907,euclidean,test_seen_success,548,2157,1.8795933723449707,0.41015300154685974,0.5686466097831726,0.6532981991767883,0.7624334096908569,0.9105645418167114,1.1147832870483398,1.2301708459854126,2.206329584121704,0.42199012637138367,0.666028618812561,0.7649095058441162,0.8865197896957397,1.1152633428573608,1.2728945016860962,1.4078938961029053,2.206329584121704,0.22451139986515045,0.35434719920158386,0.4069547653198242,0.47165510058403015,0.5933535099029541,0.6772180199623108,0.749041736125946,1.1738334894180298,0.3620145305337266,1.1474583612092872,1.7234653194216134,2.442994332068479,3.337849411670461,4.15755497669106,4.7260238924113285,7.573868681993915
libero_goal_20260907,libero_goal,20260907,cosine,test_seen_success,548,2157,0.35517197847366333,0.00580750172957778,0.011915469542145729,0.0200137197971344,0.034320537000894547,0.07820464670658112,0.13538405299186707,0.18279506266117096,0.4196740984916687,0.01013409998267889,0.023300472646951675,0.044780269265174866,0.08544465899467468,0.13489802181720734,0.20937560498714447,0.2767711281776428,0.4196740984916687,0.028532937169075012,0.0656033456325531,0.12608052790164948,0.24057263135910034,0.3798104226589203,0.5895048379898071,0.7792595028877258,1.1816080808639526,0.3620145305337266,1.1474583612092872,1.7234653194216134,2.442994332068479,3.337849411670461,4.15755497669106,4.7260238924113285,7.573868681993915
libero_goal_20260907,libero_goal,20260907,cosine_neighbors_euclidean_score,test_seen_success,548,2157,3.2541940212249756,0.48780232667922974,0.7362979054450989,0.8566248416900635,1.024550199508667,1.2769289016723633,1.6043939590454102,1.857688069343567,3.693830728530884,0.6132816076278687,0.8780553936958313,1.0340855121612549,1.2625038623809814,1.570440411567688,1.946866512298584,2.3077244758605957,3.693830728530884,0.18845883011817932,0.26982271671295166,0.3177700638771057,0.38796207308769226,0.4825896620750427,0.5982638001441956,0.709153950214386,1.1350984573364258,0.3620145305337266,1.1474583612092872,1.7234653194216134,2.442994332068479,3.337849411670461,4.15755497669106,4.7260238924113285,7.573868681993915
libero_goal_20260907,libero_goal,20260907,euclidean_neighbors_cosine_score,test_seen_success,548,2157,0.4953449070453644,0.007625333033502102,0.01670769415795803,0.02509208396077156,0.04525088891386986,0.10128203779459,0.18280833959579468,0.264045387506485,0.6228792667388916,0.014433096162974834,0.034154485911130905,0.06211499869823456,0.1032639816403389,0.17832770943641663,0.3313283622264862,0.3999309837818146,0.6228792667388916,0.029137467965483665,0.06895092129707336,0.1253974735736847,0.20846885442733765,0.3600071668624878,0.6688841581344604,0.8073787689208984,1.2574657201766968,0.3620145305337266,1.1474583612092872,1.7234653194216134,2.442994332068479,3.337849411670461,4.15755497669106,4.7260238924113285,7.573868681993915
