relation,role,category,target,preds,cohort,tau_q,tau,mode,persist,rel_resid_dev_main,alarms,tp,fp,recall,precision,median_lead,tp_lead0,fp_lead0,recall_lead0,tp_lead2,fp_lead2,recall_lead2,tp_lead4,fp_lead4,recall_lead4,tp_lead8,fp_lead8,recall_lead8,tp_lead12,fp_lead12,recall_lead12,baseline_tp_at_same_fp,excess_tp
C049,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L3[s0],sp.state_action_alignment@L3[s9],external_8b,0.995,3.966945417498037,neg,1,0.052941367726068125,232,15,217,0.026595744680851064,0.06465517241379311,15.0,15,217,0.026595744680851064,15,215,0.026595744680851064,15,205,0.026595744680851064,10,18,0.01773049645390071,8,10,0.014184397163120567,274,-259
C049,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L3[s0],sp.state_action_alignment@L3[s9],development_main,0.995,3.966945417498037,neg,2,0.052941367726068125,53,2,51,0.004106776180698152,0.03773584905660377,6.0,2,51,0.004106776180698152,1,51,0.002053388090349076,1,50,0.002053388090349076,1,0,0.002053388090349076,0,0,0.0,222,-221
C049,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L3[s0],sp.state_action_alignment@L3[s9],external_8b,0.995,3.966945417498037,neg,2,0.052941367726068125,37,0,37,0.0,0.0,,0,37,0.0,0,37,0.0,0,33,0.0,0,1,0.0,0,1,0.0,274,-274
C049,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L3[s0],sp.state_action_alignment@L3[s9],development_main,0.999,5.768009076578828,abs,1,0.052941367726068125,205,13,192,0.026694045174537988,0.06341463414634146,20.0,13,192,0.026694045174537988,13,192,0.026694045174537988,13,192,0.026694045174537988,13,58,0.026694045174537988,13,0,0.026694045174537988,222,-209
C049,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L3[s0],sp.state_action_alignment@L3[s9],external_8b,0.999,5.768009076578828,abs,1,0.052941367726068125,190,6,184,0.010638297872340425,0.031578947368421054,20.0,6,184,0.010638297872340425,6,184,0.010638297872340425,6,184,0.010638297872340425,6,62,0.010638297872340425,6,0,0.010638297872340425,274,-268
C049,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L3[s0],sp.state_action_alignment@L3[s9],development_main,0.999,5.768009076578828,abs,2,0.052941367726068125,2,0,2,0.0,0.0,,0,2,0.0,0,2,0.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0
C049,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L3[s0],sp.state_action_alignment@L3[s9],external_8b,0.999,5.768009076578828,abs,2,0.052941367726068125,3,0,3,0.0,0.0,,0,3,0.0,0,3,0.0,0,3,0.0,0,2,0.0,0,0,0.0,0,0
C049,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L3[s0],sp.state_action_alignment@L3[s9],development_main,0.999,5.768009076578828,pos,1,0.052941367726068125,181,13,168,0.026694045174537988,0.0718232044198895,20.0,13,168,0.026694045174537988,13,168,0.026694045174537988,13,168,0.026694045174537988,13,58,0.026694045174537988,13,0,0.026694045174537988,222,-209
C049,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L3[s0],sp.state_action_alignment@L3[s9],external_8b,0.999,5.768009076578828,pos,1,0.052941367726068125,176,6,170,0.010638297872340425,0.03409090909090909,20.0,6,170,0.010638297872340425,6,170,0.010638297872340425,6,170,0.010638297872340425,6,61,0.010638297872340425,6,0,0.010638297872340425,274,-268
C049,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L3[s0],sp.state_action_alignment@L3[s9],development_main,0.999,5.768009076578828,pos,2,0.052941367726068125,1,0,1,0.0,0.0,,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0
C049,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L3[s0],sp.state_action_alignment@L3[s9],external_8b,0.999,5.768009076578828,pos,2,0.052941367726068125,2,0,2,0.0,0.0,,0,2,0.0,0,2,0.0,0,2,0.0,0,2,0.0,0,0,0.0,0,0
C049,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L3[s0],sp.state_action_alignment@L3[s9],development_main,0.999,5.768009076578828,neg,1,0.052941367726068125,24,0,24,0.0,0.0,,0,24,0.0,0,24,0.0,0,24,0.0,0,0,0.0,0,0,0.0,222,-222
C049,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L3[s0],sp.state_action_alignment@L3[s9],external_8b,0.999,5.768009076578828,neg,1,0.052941367726068125,14,0,14,0.0,0.0,,0,14,0.0,0,14,0.0,0,14,0.0,0,1,0.0,0,0,0.0,0,0
C049,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L3[s0],sp.state_action_alignment@L3[s9],development_main,0.999,5.768009076578828,neg,2,0.052941367726068125,1,0,1,0.0,0.0,,0,1,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
C049,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L3[s0],sp.state_action_alignment@L3[s9],external_8b,0.999,5.768009076578828,neg,2,0.052941367726068125,1,0,1,0.0,0.0,,0,1,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.9,1.5994607717884315,abs,1,0.060084871360899746,8060,414,7646,0.8501026694045175,0.051364764267990075,21.0,414,7646,0.8501026694045175,413,7499,0.8480492813141683,413,7018,0.8480492813141683,395,5168,0.811088295687885,345,1740,0.7084188911704312,487,-74
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.9,1.5994607717884315,abs,1,0.060084871360899746,9044,478,8566,0.8475177304964538,0.05285272003538257,23.0,478,8566,0.8475177304964538,475,8405,0.8421985815602837,471,7920,0.8351063829787234,453,5954,0.8031914893617021,401,2648,0.7109929078014184,564,-93
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.9,1.5994607717884315,abs,2,0.060084871360899746,3529,283,3246,0.5811088295687885,0.08019268914706716,16.0,283,3246,0.5811088295687885,280,3187,0.5749486652977412,275,2976,0.5646817248459959,230,1661,0.4722792607802875,179,346,0.3675564681724846,487,-212
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.9,1.5994607717884315,abs,2,0.060084871360899746,4365,333,4032,0.5904255319148937,0.07628865979381444,16.0,333,4032,0.5904255319148937,330,3959,0.5851063829787234,322,3710,0.5709219858156028,275,2370,0.4875886524822695,223,748,0.3953900709219858,564,-242
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.9,1.5994607717884315,pos,1,0.060084871360899746,5059,298,4761,0.6119096509240246,0.058904921921328325,24.5,298,4761,0.6119096509240246,297,4718,0.6098562628336756,296,4554,0.6078028747433265,296,3556,0.6078028747433265,270,781,0.5544147843942505,487,-191
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.9,1.5994607717884315,pos,1,0.060084871360899746,5375,331,5044,0.5868794326241135,0.061581395348837206,23.0,331,5044,0.5868794326241135,326,4963,0.5780141843971631,324,4768,0.574468085106383,323,3676,0.5726950354609929,300,1026,0.5319148936170213,564,-240
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.9,1.5994607717884315,pos,2,0.060084871360899746,2481,160,2321,0.32854209445585214,0.06449012494961709,16.0,160,2321,0.32854209445585214,160,2310,0.32854209445585214,158,2200,0.324435318275154,149,1104,0.3059548254620123,115,136,0.23613963039014374,487,-329
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.9,1.5994607717884315,pos,2,0.060084871360899746,2465,171,2294,0.30319148936170215,0.0693711967545639,16.0,171,2294,0.30319148936170215,171,2273,0.30319148936170215,170,2128,0.30141843971631205,153,1006,0.2712765957446808,124,162,0.2198581560283688,424,-254
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.9,1.5994607717884315,neg,1,0.060084871360899746,4800,239,4561,0.49075975359342916,0.049791666666666665,19.0,239,4561,0.49075975359342916,237,4155,0.486652977412731,235,3445,0.48254620123203285,210,2115,0.43121149897330596,170,1267,0.3490759753593429,487,-252
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.9,1.5994607717884315,neg,1,0.060084871360899746,5831,295,5536,0.5230496453900709,0.05059166523752358,22.0,295,5536,0.5230496453900709,295,5127,0.5230496453900709,293,4433,0.5195035460992907,267,3110,0.4734042553191489,217,2060,0.38475177304964536,564,-271
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.9,1.5994607717884315,neg,2,0.060084871360899746,1045,136,909,0.2792607802874743,0.13014354066985645,12.5,136,909,0.2792607802874743,132,850,0.27104722792607805,129,738,0.2648870636550308,92,549,0.188911704312115,71,209,0.1457905544147844,361,-232
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.9,1.5994607717884315,neg,2,0.060084871360899746,1895,184,1711,0.3262411347517731,0.0970976253298153,17.0,184,1711,0.3262411347517731,181,1653,0.32092198581560283,174,1547,0.30851063829787234,142,1358,0.25177304964539005,112,558,0.19858156028368795,424,-250
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.95,2.063346405091479,abs,1,0.060084871360899746,5006,294,4712,0.6036960985626283,0.05872952457051538,18.0,294,4712,0.6036960985626283,294,4613,0.6036960985626283,290,4356,0.5954825462012321,255,2879,0.5236139630390144,209,694,0.42915811088295686,487,-197
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.95,2.063346405091479,abs,1,0.060084871360899746,6050,351,5699,0.6223404255319149,0.058016528925619835,18.0,351,5699,0.6223404255319149,349,5593,0.6187943262411347,347,5278,0.6152482269503546,308,3759,0.5460992907801419,260,1488,0.46099290780141844,564,-217
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.95,2.063346405091479,abs,2,0.060084871360899746,1793,194,1599,0.39835728952772076,0.10819854991634133,11.5,194,1599,0.39835728952772076,187,1582,0.3839835728952772,179,1518,0.3675564681724846,142,769,0.2915811088295688,97,58,0.19917864476386038,361,-182
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.95,2.063346405091479,abs,2,0.060084871360899746,2392,226,2166,0.40070921985815605,0.09448160535117058,14.0,226,2166,0.40070921985815605,226,2136,0.40070921985815605,216,2056,0.3829787234042553,177,1288,0.31382978723404253,127,288,0.225177304964539,424,-208
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.95,2.063346405091479,pos,1,0.060084871360899746,3500,180,3320,0.36960985626283366,0.05142857142857143,19.0,180,3320,0.36960985626283366,179,3300,0.3675564681724846,179,3173,0.3675564681724846,177,2036,0.36344969199178645,139,226,0.28542094455852157,487,-308
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.95,2.063346405091479,pos,1,0.060084871360899746,3622,194,3428,0.34397163120567376,0.053561568194367755,18.0,194,3428,0.34397163120567376,193,3393,0.3421985815602837,192,3227,0.3404255319148936,185,2039,0.3280141843971631,155,401,0.274822695035461,564,-372
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.95,2.063346405091479,pos,2,0.060084871360899746,1476,118,1358,0.24229979466119098,0.07994579945799458,14.0,118,1358,0.24229979466119098,118,1354,0.24229979466119098,114,1300,0.23408624229979466,98,591,0.20123203285420946,65,15,0.13347022587268995,361,-247
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.95,2.063346405091479,pos,2,0.060084871360899746,1425,117,1308,0.2074468085106383,0.08210526315789474,14.0,117,1308,0.2074468085106383,117,1293,0.2074468085106383,114,1226,0.20212765957446807,95,506,0.16843971631205673,60,22,0.10638297872340426,424,-310
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.95,2.063346405091479,neg,1,0.060084871360899746,2078,150,1928,0.3080082135523614,0.07218479307025986,15.0,150,1928,0.3080082135523614,149,1712,0.3059548254620123,144,1436,0.29568788501026694,104,911,0.2135523613963039,89,500,0.18275154004106775,361,-217
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.95,2.063346405091479,neg,1,0.060084871360899746,3153,201,2952,0.35638297872340424,0.06374881065651761,17.0,201,2952,0.35638297872340424,198,2719,0.35106382978723405,197,2423,0.34929078014184395,155,1927,0.274822695035461,126,1174,0.22340425531914893,424,-227
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.95,2.063346405091479,neg,2,0.060084871360899746,304,76,228,0.15605749486652978,0.25,9.0,76,228,0.15605749486652978,69,211,0.14168377823408623,65,200,0.13347022587268995,44,177,0.09034907597535935,32,43,0.06570841889117043,222,-157
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.95,2.063346405091479,neg,2,0.060084871360899746,946,111,835,0.19680851063829788,0.11733615221987315,14.0,111,835,0.19680851063829788,111,813,0.19680851063829788,104,803,0.18439716312056736,82,777,0.1453900709219858,66,258,0.11702127659574468,424,-320
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.975,2.5611576832113054,abs,1,0.060084871360899746,3021,200,2821,0.4106776180698152,0.066203243958954,15.0,200,2821,0.4106776180698152,198,2757,0.406570841889117,192,2614,0.3942505133470226,166,1444,0.3408624229979466,123,213,0.25256673511293637,487,-295
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.975,2.5611576832113054,abs,1,0.060084871360899746,3889,232,3657,0.41134751773049644,0.05965543841604526,15.0,232,3657,0.41134751773049644,229,3584,0.40602836879432624,221,3384,0.39184397163120566,194,2141,0.34397163120567376,147,741,0.26063829787234044,564,-343
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.975,2.5611576832113054,abs,2,0.060084871360899746,851,126,725,0.2587268993839836,0.14806110458284372,9.0,126,725,0.2587268993839836,122,719,0.25051334702258726,111,698,0.22792607802874743,76,328,0.15605749486652978,50,12,0.1026694045174538,361,-250
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.975,2.5611576832113054,abs,2,0.060084871360899746,1260,155,1105,0.274822695035461,0.12301587301587301,11.0,155,1105,0.274822695035461,155,1098,0.274822695035461,143,1069,0.25354609929078015,111,680,0.19680851063829788,74,124,0.13120567375886524,424,-281
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.975,2.5611576832113054,pos,1,0.060084871360899746,2461,136,2325,0.2792607802874743,0.05526208858187728,16.0,136,2325,0.2792607802874743,136,2317,0.2792607802874743,135,2229,0.27720739219712526,130,1164,0.2669404517453799,90,48,0.18480492813141683,487,-352
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.975,2.5611576832113054,pos,1,0.060084871360899746,2465,131,2334,0.2322695035460993,0.05314401622718053,15.0,131,2334,0.2322695035460993,131,2318,0.2322695035460993,128,2175,0.22695035460992907,119,1027,0.21099290780141844,87,98,0.15425531914893617,424,-296
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.975,2.5611576832113054,pos,2,0.060084871360899746,769,90,679,0.18480492813141683,0.11703511053315994,9.0,90,679,0.18480492813141683,87,677,0.17864476386036962,80,658,0.16427104722792607,57,300,0.11704312114989733,34,3,0.06981519507186858,361,-281
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.975,2.5611576832113054,pos,2,0.060084871360899746,773,95,678,0.16843971631205673,0.12289780077619664,10.0,95,678,0.16843971631205673,95,675,0.16843971631205673,90,652,0.1595744680851064,68,274,0.12056737588652482,41,1,0.0726950354609929,424,-334
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.975,2.5611576832113054,neg,1,0.060084871360899746,729,81,648,0.16632443531827515,0.1111111111111111,11.0,81,648,0.16632443531827515,78,540,0.1601642710472279,73,446,0.14989733059548255,45,283,0.09240246406570841,37,167,0.07597535934291581,361,-288
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.975,2.5611576832113054,neg,1,0.060084871360899746,1619,115,1504,0.20390070921985815,0.07103150092649783,14.0,115,1504,0.20390070921985815,112,1382,0.19858156028368795,107,1287,0.18971631205673758,84,1142,0.14893617021276595,64,657,0.11347517730496454,424,-317
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.975,2.5611576832113054,neg,2,0.060084871360899746,75,35,40,0.07186858316221766,0.4666666666666667,8.0,35,40,0.07186858316221766,34,35,0.06981519507186858,30,35,0.061601642710472276,18,28,0.03696098562628337,16,9,0.03285420944558522,222,-192
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.975,2.5611576832113054,neg,2,0.060084871360899746,476,61,415,0.10815602836879433,0.12815126050420167,13.0,61,415,0.10815602836879433,61,411,0.10815602836879433,54,407,0.09574468085106383,44,406,0.07801418439716312,33,123,0.05851063829787234,380,-326
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.99,3.272694460896037,abs,1,0.060084871360899746,1484,111,1373,0.22792607802874743,0.0747978436657682,15.0,111,1373,0.22792607802874743,111,1351,0.22792607802874743,109,1312,0.22381930184804927,97,550,0.19917864476386038,73,29,0.14989733059548255,361,-252
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.99,3.272694460896037,abs,1,0.060084871360899746,2186,145,2041,0.2570921985815603,0.06633119853613907,15.0,145,2041,0.2570921985815603,139,2017,0.24645390070921985,137,1952,0.2429078014184397,126,1080,0.22340425531914893,91,312,0.16134751773049646,424,-287
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.99,3.272694460896037,abs,2,0.060084871360899746,286,42,244,0.08624229979466119,0.14685314685314685,9.5,42,244,0.08624229979466119,40,243,0.08213552361396304,37,240,0.07597535934291581,26,125,0.053388090349075976,20,0,0.04106776180698152,222,-185
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.99,3.272694460896037,abs,2,0.060084871360899746,494,59,435,0.10460992907801418,0.1194331983805668,12.0,59,435,0.10460992907801418,59,435,0.10460992907801418,56,431,0.09929078014184398,41,277,0.0726950354609929,30,27,0.05319148936170213,380,-324
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.99,3.272694460896037,pos,1,0.060084871360899746,1388,94,1294,0.19301848049281314,0.06772334293948126,15.0,94,1294,0.19301848049281314,94,1293,0.19301848049281314,91,1270,0.1868583162217659,81,526,0.16632443531827515,58,8,0.11909650924024641,361,-270
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.99,3.272694460896037,pos,1,0.060084871360899746,1467,97,1370,0.17198581560283688,0.06612133605998637,15.0,97,1370,0.17198581560283688,96,1369,0.1702127659574468,95,1314,0.16843971631205673,88,460,0.15602836879432624,60,10,0.10638297872340426,424,-329
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.99,3.272694460896037,pos,2,0.060084871360899746,274,31,243,0.06365503080082136,0.11313868613138686,8.0,31,243,0.06365503080082136,29,243,0.059548254620123205,27,240,0.055441478439425054,17,125,0.03490759753593429,12,0,0.024640657084188913,222,-195
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.99,3.272694460896037,pos,2,0.060084871360899746,312,36,276,0.06382978723404255,0.11538461538461539,9.5,36,276,0.06382978723404255,36,276,0.06382978723404255,35,273,0.06205673758865248,21,119,0.03723404255319149,16,0,0.028368794326241134,274,-239
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.99,3.272694460896037,neg,1,0.060084871360899746,133,22,111,0.045174537987679675,0.16541353383458646,14.5,22,111,0.045174537987679675,22,80,0.045174537987679675,22,61,0.045174537987679675,17,24,0.03490759753593429,15,21,0.030800821355236138,222,-200
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.99,3.272694460896037,neg,1,0.060084871360899746,750,55,695,0.0975177304964539,0.07333333333333333,18.0,55,695,0.0975177304964539,50,665,0.08865248226950355,49,652,0.08687943262411348,42,620,0.07446808510638298,33,302,0.05851063829787234,424,-375
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.99,3.272694460896037,neg,2,0.060084871360899746,12,11,1,0.022587268993839837,0.9166666666666666,14.0,11,1,0.022587268993839837,11,0,0.022587268993839837,10,0,0.02053388090349076,9,0,0.018480492813141684,8,0,0.01642710472279261,0,10
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.99,3.272694460896037,neg,2,0.060084871360899746,182,23,159,0.040780141843971635,0.12637362637362637,16.0,23,159,0.040780141843971635,23,158,0.040780141843971635,21,158,0.03723404255319149,20,158,0.03546099290780142,14,27,0.024822695035460994,274,-253
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.995,3.7810377045914687,abs,1,0.060084871360899746,832,65,767,0.13347022587268995,0.078125,15.0,65,767,0.13347022587268995,64,758,0.13141683778234087,61,743,0.12525667351129363,53,309,0.10882956878850103,39,3,0.08008213552361396,361,-300
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.995,3.7810377045914687,abs,1,0.060084871360899746,1401,90,1311,0.1595744680851064,0.06423982869379015,15.0,90,1311,0.1595744680851064,89,1307,0.15780141843971632,86,1284,0.1524822695035461,79,660,0.1400709219858156,57,160,0.10106382978723404,424,-338
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.995,3.7810377045914687,abs,2,0.060084871360899746,108,12,96,0.024640657084188913,0.1111111111111111,14.0,12,96,0.024640657084188913,11,95,0.022587268993839837,11,95,0.022587268993839837,10,60,0.02053388090349076,7,0,0.014373716632443531,222,-211
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.995,3.7810377045914687,abs,2,0.060084871360899746,220,30,190,0.05319148936170213,0.13636363636363635,11.5,30,190,0.05319148936170213,29,190,0.051418439716312055,29,188,0.051418439716312055,20,126,0.03546099290780142,15,6,0.026595744680851064,274,-245
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.995,3.7810377045914687,pos,1,0.060084871360899746,798,55,743,0.11293634496919917,0.06892230576441102,15.0,55,743,0.11293634496919917,54,743,0.11088295687885011,52,734,0.10677618069815195,45,309,0.09240246406570841,32,3,0.06570841889117043,361,-309
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.995,3.7810377045914687,pos,1,0.060084871360899746,987,60,927,0.10638297872340426,0.060790273556231005,15.0,60,927,0.10638297872340426,60,927,0.10638297872340426,59,908,0.10460992907801418,54,290,0.09574468085106383,38,4,0.0673758865248227,424,-365
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.995,3.7810377045914687,pos,2,0.060084871360899746,106,11,95,0.022587268993839837,0.10377358490566038,14.0,11,95,0.022587268993839837,10,95,0.02053388090349076,10,95,0.02053388090349076,9,60,0.018480492813141684,6,0,0.012320328542094456,222,-212
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.995,3.7810377045914687,pos,2,0.060084871360899746,150,18,132,0.031914893617021274,0.12,8.0,18,132,0.031914893617021274,17,132,0.030141843971631204,17,130,0.030141843971631204,10,68,0.01773049645390071,7,0,0.012411347517730497,274,-257
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.995,3.7810377045914687,neg,1,0.060084871360899746,43,11,32,0.022587268993839837,0.2558139534883721,14.0,11,32,0.022587268993839837,11,21,0.022587268993839837,10,14,0.02053388090349076,8,0,0.01642710472279261,7,0,0.014373716632443531,0,10
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.995,3.7810377045914687,neg,1,0.060084871360899746,421,34,387,0.06028368794326241,0.08076009501187649,14.0,34,387,0.06028368794326241,33,383,0.05851063829787234,31,378,0.0549645390070922,26,370,0.04609929078014184,19,156,0.03368794326241135,380,-349
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.995,3.7810377045914687,neg,2,0.060084871360899746,2,1,1,0.002053388090349076,0.5,16.0,1,1,0.002053388090349076,1,0,0.002053388090349076,1,0,0.002053388090349076,1,0,0.002053388090349076,1,0,0.002053388090349076,0,1
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],external_8b,0.995,3.7810377045914687,neg,2,0.060084871360899746,70,12,58,0.02127659574468085,0.17142857142857143,15.0,12,58,0.02127659574468085,12,58,0.02127659574468085,12,58,0.02127659574468085,10,58,0.01773049645390071,8,6,0.014184397163120567,274,-262
C052,empirical_invariant,empirical:same_metric,sp.state_action_alignment@L4[s0],sp.state_action_alignment@L4[s9],development_main,0.999,4.6990467815304795,abs,1,0.060084871360899746,199,13,186,0.026694045174537988,0.06532663316582915,18.0,13,186,0.026694045174537988,13,185,0.026694045174537988,12,183,0.024640657084188913,12,104,0.024640657084188913,11,1,0.022587268993839837,222,-210
