failure_group,metric,failures,tasks,episode_weighted_mean_percentile,task_macro_mean_percentile,task_cluster_bootstrap_ci_low,task_cluster_bootstrap_ci_high,failure_raw_mean,same_run_init_success_raw_mean,raw_mean_delta
all_failures,late_front_action_entropy,1267,37,0.3499211370944977,0.28339534672643263,0.22613790584856755,0.34486861140717534,0.9981852173805237,0.9983305335044861,-0.00014539359835907817
all_failures,late_back_action_entropy,1267,37,0.3436341881752014,0.24803678756664488,0.18299744222101733,0.318767700800366,0.997946560382843,0.9983485341072083,-0.0004019209882244468
all_failures,late_front_action_top1,1267,37,0.6820124387741089,0.7470170004404332,0.6968412433816598,0.7982102755090569,0.03820453956723213,0.037797000259160995,0.0004075374163221568
all_failures,late_back_action_top1,1267,37,0.6565672755241394,0.777457493725851,0.7016983276228937,0.8414308483650834,0.03925551474094391,0.03810247778892517,0.0011530321789905429
all_failures,late_front_token_dispersion,1267,37,0.5962362289428711,0.6566142552209961,0.598069904276331,0.7104270873065615,0.030528483912348747,0.02967614121735096,0.0008523436263203621
all_failures,late_back_token_dispersion,1267,37,0.4685261845588684,0.5488352929692532,0.47051264730348125,0.6268879421598776,0.024635545909404755,0.02471889741718769,-8.335429447470233e-05
all_failures,late_front_state_action_gap,1267,37,0.4848363995552063,0.6200031295492746,0.5530788824676693,0.68890700894199,0.3130400776863098,0.314542680978775,-0.0015026082983240485
all_failures,late_back_state_action_gap,1267,37,0.6403799653053284,0.6911157128928332,0.6186180712240498,0.7550805115945112,0.11978308111429214,0.1140458732843399,0.005737199913710356
all_failures,late_front_denoise_soft_change,1267,37,0.7306365966796875,0.800706106208462,0.7559768290009581,0.8407809514466181,0.010328306816518307,0.009677032940089703,0.0006512744002975523
all_failures,late_back_denoise_soft_change,1267,37,0.6783963441848755,0.8004678284161972,0.7412320806521538,0.8550260302045845,0.008428901433944702,0.007471964694559574,0.0009569369140081108
all_failures,late_front_query_soft_change,1267,37,0.3864630460739136,0.41498869961059415,0.3455845481404648,0.4822354494891263,0.036581289023160934,0.03816647082567215,-0.0015851776115596294
all_failures,late_back_query_soft_change,1267,37,0.22007308900356293,0.27873802844351003,0.2056578935535634,0.3637364344339194,0.03075597994029522,0.0408080592751503,-0.010052081197500229
all_failures,late_front_query_hard_churn,1267,37,0.19651636481285095,0.16450164096539227,0.11994025440709292,0.2148466606154652,0.7835698127746582,0.8313402533531189,-0.04777048900723457
all_failures,late_back_query_hard_churn,1267,37,0.08578889816999435,0.08735030341399415,0.05241880540869373,0.13458650544761955,0.6723604202270508,0.8533982038497925,-0.18103770911693573
all_failures,late_d9_front_action_top1,1267,37,0.6609618067741394,0.7557737128880693,0.7008507110837636,0.8035959757009978,0.03983733057975769,0.039199575781822205,0.0006377566023729742
all_failures,late_d9_back_action_top1,1267,37,0.6034507155418396,0.7439303735672863,0.6704751217938616,0.811514927912249,0.04193345084786415,0.04116244986653328,0.0007709991768933833
all_failures,back_cross_chunk_soft_change,1267,37,0.37932929396629333,0.39658673265274974,0.359137388424143,0.4358985434783003,0.03986215963959694,0.046250686049461365,-0.006388526409864426
all_failures,back_cross_chunk_hard_churn,1267,37,0.27317020297050476,0.2540560097819167,0.22931087148135731,0.28304378833248267,0.7454009056091309,0.8455531001091003,-0.10015220195055008
all_failures,back_boundary_T10_T1_soft_change,1267,37,0.5992143750190735,0.6368959238381623,0.5942223251578214,0.6764458797297881,0.059735920280218124,0.056758612394332886,0.0029773057904094458
all_failures,back_boundary_T10_T1_hard_churn,1267,37,0.40281957387924194,0.4071151132146172,0.3832754021288259,0.4331936737680151,0.924875795841217,0.9359690546989441,-0.011093219742178917
object_released_or_dropped_before_goal,late_front_action_entropy,531,31,0.3397767245769501,0.2612028674781235,0.19538506691524493,0.32656072946945336,0.9981221556663513,0.9983009099960327,-0.0001788087683962658
object_released_or_dropped_before_goal,late_back_action_entropy,531,31,0.3606153726577759,0.24058837003022296,0.16514842136166366,0.32754690494544386,0.9976316690444946,0.9981143474578857,-0.00048265900113619864
object_released_or_dropped_before_goal,late_front_action_top1,531,31,0.7223623394966125,0.769210741186391,0.7061899792691115,0.8222428727361137,0.038284782320261,0.03776738420128822,0.0005173994577489793
object_released_or_dropped_before_goal,late_back_action_top1,531,31,0.6496120095252991,0.7894324449237567,0.7023947734273726,0.8637420671565953,0.039936795830726624,0.038631685078144073,0.0013051131973043084
object_released_or_dropped_before_goal,late_front_token_dispersion,531,31,0.5941384434700012,0.6799974486547962,0.6118709933181422,0.7459573781385862,0.030621452257037163,0.02972574159502983,0.0008957106620073318
object_released_or_dropped_before_goal,late_back_token_dispersion,531,31,0.4149439036846161,0.5710579382818951,0.48006631324631355,0.6644215556267582,0.025885209441184998,0.026735130697488785,-0.0008499182295054197
object_released_or_dropped_before_goal,late_front_state_action_gap,531,31,0.5045031905174255,0.5908035832501627,0.49685619804988806,0.6794866069627786,0.3211047649383545,0.3201308250427246,0.0009739250526763499
object_released_or_dropped_before_goal,late_back_state_action_gap,531,31,0.6471949815750122,0.6604724945025818,0.576426278349933,0.7327111227338021,0.12616629898548126,0.11973836272954941,0.006427956745028496
object_released_or_dropped_before_goal,late_front_denoise_soft_change,531,31,0.7851937413215637,0.8291746086961476,0.7840069898650439,0.8719422434417323,0.01031247153878212,0.009509346447885036,0.0008031254983507097
object_released_or_dropped_before_goal,late_back_denoise_soft_change,531,31,0.7043542265892029,0.8034184757014182,0.7269033445509627,0.8680802650986122,0.008827351033687592,0.007650431711226702,0.0011769195552915335
object_released_or_dropped_before_goal,late_front_query_soft_change,531,31,0.3070650100708008,0.433045262751551,0.3540547972108523,0.5083831015774275,0.03646068274974823,0.03892190381884575,-0.0024612206034362316
object_released_or_dropped_before_goal,late_back_query_soft_change,531,31,0.15916860103607178,0.2807990409021091,0.1966862122449486,0.376899978593629,0.03217557817697525,0.04567490890622139,-0.013499335385859013
object_released_or_dropped_before_goal,late_front_query_hard_churn,531,31,0.10397730022668839,0.1608900851121523,0.10551483157423147,0.21974257486212004,0.7754387855529785,0.8410893678665161,-0.06565059721469879
object_released_or_dropped_before_goal,late_back_query_hard_churn,531,31,0.040356118232011795,0.08052850391219206,0.03647733101978165,0.14437232563079805,0.6642613410949707,0.8736593127250671,-0.20939789712429047
object_released_or_dropped_before_goal,late_d9_front_action_top1,531,31,0.7213448286056519,0.7652889448065385,0.7205910256401381,0.8067492855717002,0.03987126424908638,0.03912370651960373,0.0007475533057004213
object_released_or_dropped_before_goal,late_d9_back_action_top1,531,31,0.5921026468276978,0.7444996677281399,0.6542510984528447,0.8281731452238518,0.04267986863851547,0.041919391602277756,0.0007604756974615157
object_released_or_dropped_before_goal,back_cross_chunk_soft_change,531,31,0.37961146235466003,0.3926223697684817,0.35105593837738325,0.43827256226781297,0.043750837445259094,0.051624469459056854,-0.007873627357184887
object_released_or_dropped_before_goal,back_cross_chunk_hard_churn,531,31,0.25319525599479675,0.2550823433276057,0.22819974923719033,0.2884789912653309,0.7551925182342529,0.8681389689445496,-0.11294640600681305
