failure_group,phase,layer_group,metric,failures,matched_percentile_mean,failure_raw_mean,same_run_init_success_mean
all_failures,0.3,back_L12_15,denoise_hard_churn,1267,0.5264914631843567,0.2460518330335617,0.24427089095115662
all_failures,0.3,back_L12_15,query_soft_change,1267,0.39555108547210693,0.040573276579380035,0.04247317090630531
all_failures,0.3,back_L12_15,query_hard_churn,1267,0.36879780888557434,0.849835991859436,0.8690385818481445
all_failures,0.3,back_L12_15,state_query_soft_change,1267,0.4263306260108948,0.09988841414451599,0.10483881831169128
all_failures,0.4,front_L2_5,action_entropy,1267,0.4134162664413452,0.9982871413230896,0.9983165264129639
all_failures,0.4,front_L2_5,action_top1_mass,1267,0.6387907266616821,0.03796117380261421,0.037798892706632614
all_failures,0.4,front_L2_5,action_top4_mass,1267,0.6491948962211609,0.14481601119041443,0.1443958878517151
all_failures,0.4,front_L2_5,action_token_dispersion,1267,0.5791842937469482,0.03026450052857399,0.02996157854795456
all_failures,0.4,front_L2_5,state_action_gap,1267,0.33569127321243286,0.29941049218177795,0.32843032479286194
all_failures,0.4,front_L2_5,denoise_soft_change,1267,0.5961711406707764,0.009786202572286129,0.009675868786871433
all_failures,0.4,front_L2_5,denoise_hard_churn,1267,0.41914278268814087,0.33419907093048096,0.33849409222602844
all_failures,0.4,front_L2_5,query_soft_change,1267,0.5488319993019104,0.0395563468337059,0.039234139025211334
all_failures,0.4,front_L2_5,query_hard_churn,1267,0.48665863275527954,0.8324629664421082,0.8376275897026062
all_failures,0.4,front_L2_5,state_query_soft_change,1267,0.533518373966217,0.17916260659694672,0.17263652384281158
all_failures,0.4,back_L12_15,action_entropy,1267,0.3947064280509949,0.998241662979126,0.9982603788375854
all_failures,0.4,back_L12_15,action_top1_mass,1267,0.6567312479019165,0.038533568382263184,0.038174912333488464
all_failures,0.4,back_L12_15,action_top4_mass,1267,0.6354126334190369,0.14581474661827087,0.14520305395126343
all_failures,0.4,back_L12_15,action_token_dispersion,1267,0.5531501173973083,0.02464919723570347,0.024931075051426888
all_failures,0.4,back_L12_15,state_action_gap,1267,0.5949336290359497,0.11972139775753021,0.11450578272342682
all_failures,0.4,back_L12_15,denoise_soft_change,1267,0.5644366145133972,0.0075913951732218266,0.0075144642032682896
all_failures,0.4,back_L12_15,denoise_hard_churn,1267,0.3840720057487488,0.23881715536117554,0.24476128816604614
all_failures,0.4,back_L12_15,query_soft_change,1267,0.5361567139625549,0.04176514223217964,0.043077465146780014
all_failures,0.4,back_L12_15,query_hard_churn,1267,0.4120558202266693,0.8460493683815002,0.8663301467895508
all_failures,0.4,back_L12_15,state_query_soft_change,1267,0.41708505153656006,0.0981876328587532,0.1053648442029953
all_failures,0.5,front_L2_5,action_entropy,1267,0.45779329538345337,0.9982531666755676,0.9982643127441406
all_failures,0.5,front_L2_5,action_top1_mass,1267,0.5743256211280823,0.03801507502794266,0.03795738145709038
all_failures,0.5,front_L2_5,action_top4_mass,1267,0.5712610483169556,0.1449642926454544,0.14473208785057068
all_failures,0.5,front_L2_5,action_token_dispersion,1267,0.4608920216560364,0.030023856088519096,0.030524857342243195
all_failures,0.5,front_L2_5,state_action_gap,1267,0.5060701966285706,0.2984793186187744,0.29443061351776123
all_failures,0.5,front_L2_5,denoise_soft_change,1267,0.5677205324172974,0.00986540224403143,0.009833181276917458
all_failures,0.5,front_L2_5,denoise_hard_churn,1267,0.40716731548309326,0.33283501863479614,0.33738332986831665
all_failures,0.5,front_L2_5,query_soft_change,1267,0.33120787143707275,0.037873294204473495,0.04067346081137657
all_failures,0.5,front_L2_5,query_hard_churn,1267,0.20923946797847748,0.8125672340393066,0.8451223373413086
all_failures,0.5,front_L2_5,state_query_soft_change,1267,0.22495655715465546,0.14425347745418549,0.2073993682861328
all_failures,0.5,back_L12_15,action_entropy,1267,0.4335681200027466,0.99812251329422,0.9982811808586121
all_failures,0.5,back_L12_15,action_top1_mass,1267,0.5886568427085876,0.038883861154317856,0.03814039006829262
all_failures,0.5,back_L12_15,action_top4_mass,1267,0.5800407528877258,0.1464880108833313,0.1452147662639618
all_failures,0.5,back_L12_15,action_token_dispersion,1267,0.4784560799598694,0.02413504384458065,0.02489371970295906
all_failures,0.5,back_L12_15,state_action_gap,1267,0.5561790466308594,0.11925781518220901,0.11851054430007935
all_failures,0.5,back_L12_15,denoise_soft_change,1267,0.5646650195121765,0.00776377459987998,0.007455110549926758
all_failures,0.5,back_L12_15,denoise_hard_churn,1267,0.48931485414505005,0.23901499807834625,0.23996494710445404
all_failures,0.5,back_L12_15,query_soft_change,1267,0.33238863945007324,0.039177168160676956,0.04404733330011368
all_failures,0.5,back_L12_15,query_hard_churn,1267,0.17197449505329132,0.8096853494644165,0.8738263249397278
all_failures,0.5,back_L12_15,state_query_soft_change,1267,0.19682002067565918,0.08755218237638474,0.11094067990779877
all_failures,0.6,front_L2_5,action_entropy,1267,0.21869705617427826,0.9981728792190552,0.998424768447876
all_failures,0.6,front_L2_5,action_top1_mass,1267,0.7592217326164246,0.03818291425704956,0.0375920869410038
all_failures,0.6,front_L2_5,action_top4_mass,1267,0.7758558988571167,0.14535027742385864,0.1438586562871933
all_failures,0.6,front_L2_5,action_token_dispersion,1267,0.6618927121162415,0.03043227270245552,0.0291998703032732
all_failures,0.6,front_L2_5,state_action_gap,1267,0.3713974952697754,0.30012112855911255,0.3138156831264496
all_failures,0.6,front_L2_5,denoise_soft_change,1267,0.8788740634918213,0.010272163897752762,0.00938874576240778
all_failures,0.6,front_L2_5,denoise_hard_churn,1267,0.4556404948234558,0.33594655990600586,0.3388243317604065
all_failures,0.6,front_L2_5,query_soft_change,1267,0.5559195280075073,0.03863608092069626,0.037804149091243744
all_failures,0.6,front_L2_5,query_hard_churn,1267,0.37719959020614624,0.810775876045227,0.8305070400238037
all_failures,0.6,front_L2_5,state_query_soft_change,1267,0.3580973446369171,0.13140428066253662,0.1653747409582138
all_failures,0.6,back_L12_15,action_entropy,1267,0.17165231704711914,0.9979231953620911,0.9985124468803406
all_failures,0.6,back_L12_15,action_top1_mass,1267,0.8510709404945374,0.039380013942718506,0.03756603226065636
all_failures,0.6,back_L12_15,action_top4_mass,1267,0.8295057415962219,0.14774158596992493,0.143657848238945
all_failures,0.6,back_L12_15,action_token_dispersion,1267,0.720090389251709,0.02597179263830185,0.02274482510983944
all_failures,0.6,back_L12_15,state_action_gap,1267,0.3484574556350708,0.11614417284727097,0.1206321120262146
all_failures,0.6,back_L12_15,denoise_soft_change,1267,0.8833976984024048,0.008459397591650486,0.006979154422879219
all_failures,0.6,back_L12_15,denoise_hard_churn,1267,0.49746060371398926,0.24430234730243683,0.24445267021656036
all_failures,0.6,back_L12_15,query_soft_change,1267,0.4077565670013428,0.03790687024593353,0.04004701226949692
all_failures,0.6,back_L12_15,query_hard_churn,1267,0.17564654350280762,0.7510678768157959,0.8623130917549133
all_failures,0.6,back_L12_15,state_query_soft_change,1267,0.2741253077983856,0.07180071622133255,0.09828231483697891
all_failures,0.7,front_L2_5,action_entropy,1267,0.2127702683210373,0.9982133507728577,0.9984756112098694
all_failures,0.7,front_L2_5,action_top1_mass,1267,0.7848623394966125,0.03809734061360359,0.03745047748088837
all_failures,0.7,front_L2_5,action_top4_mass,1267,0.7860710620880127,0.14520026743412018,0.1435776948928833
all_failures,0.7,front_L2_5,action_token_dispersion,1267,0.6833440661430359,0.030268676578998566,0.028697626665234566
all_failures,0.7,front_L2_5,state_action_gap,1267,0.4810933470726013,0.3142642378807068,0.30680835247039795
all_failures,0.7,front_L2_5,denoise_soft_change,1267,0.8086920380592346,0.010189815424382687,0.009338147938251495
all_failures,0.7,front_L2_5,denoise_hard_churn,1267,0.4285917580127716,0.33626338839530945,0.33989977836608887
all_failures,0.7,front_L2_5,query_soft_change,1267,0.4855256676673889,0.037361301481723785,0.03710038587450981
all_failures,0.7,front_L2_5,query_hard_churn,1267,0.27026259899139404,0.7951242923736572,0.8273158669471741
all_failures,0.7,front_L2_5,state_query_soft_change,1267,0.22938057780265808,0.09436680376529694,0.1644500494003296
all_failures,0.7,back_L12_15,action_entropy,1267,0.24467647075653076,0.9980209469795227,0.9985737800598145
all_failures,0.7,back_L12_15,action_top1_mass,1267,0.7640748023986816,0.03909822553396225,0.0373733751475811
all_failures,0.7,back_L12_15,action_top4_mass,1267,0.7637370824813843,0.14716820418834686,0.1432020515203476
all_failures,0.7,back_L12_15,action_token_dispersion,1267,0.6654250025749207,0.02440619096159935,0.021956631913781166
all_failures,0.7,back_L12_15,state_action_gap,1267,0.4478062093257904,0.11672166734933853,0.11723639816045761
all_failures,0.7,back_L12_15,denoise_soft_change,1267,0.8102687001228333,0.008302273228764534,0.006778621580451727
all_failures,0.7,back_L12_15,denoise_hard_churn,1267,0.5534282922744751,0.24527445435523987,0.24270367622375488
all_failures,0.7,back_L12_15,query_soft_change,1267,0.35220590233802795,0.032768215984106064,0.037463851273059845
all_failures,0.7,back_L12_15,query_hard_churn,1267,0.11112911999225616,0.702981173992157,0.8425530195236206
all_failures,0.7,back_L12_15,state_query_soft_change,1267,0.16836261749267578,0.05393895134329796,0.09459526836872101
all_failures,0.8,front_L2_5,action_entropy,1267,0.3334558606147766,0.9981781840324402,0.9983627796173096
all_failures,0.8,front_L2_5,action_top1_mass,1267,0.7374623417854309,0.0382363498210907,0.03765204921364784
all_failures,0.8,front_L2_5,action_top4_mass,1267,0.7416817545890808,0.14549918472766876,0.1440030336380005
all_failures,0.8,front_L2_5,action_token_dispersion,1267,0.6312980651855469,0.030583800747990608,0.02936285361647606
all_failures,0.8,front_L2_5,state_action_gap,1267,0.5728103518486023,0.31661444902420044,0.2953794598579407
all_failures,0.8,front_L2_5,denoise_soft_change,1267,0.7516080737113953,0.01036975160241127,0.009580057114362717
all_failures,0.8,front_L2_5,denoise_hard_churn,1267,0.35785508155822754,0.3336953818798065,0.34065884351730347
all_failures,0.8,front_L2_5,query_soft_change,1267,0.31358110904693604,0.03643321990966797,0.03883794695138931
all_failures,0.8,front_L2_5,query_hard_churn,1267,0.10382744669914246,0.7813489437103271,0.8402326107025146
all_failures,0.8,front_L2_5,state_query_soft_change,1267,0.15168644487857819,0.08588677644729614,0.18431439995765686
all_failures,0.8,back_L12_15,action_entropy,1267,0.34140047430992126,0.9979590773582458,0.9984416961669922
all_failures,0.8,back_L12_15,action_top1_mass,1267,0.6650068163871765,0.039217498153448105,0.037920139729976654
all_failures,0.8,back_L12_15,action_top4_mass,1267,0.659662663936615,0.14757519960403442,0.14459578692913055
all_failures,0.8,back_L12_15,action_token_dispersion,1267,0.42575985193252563,0.02467612735927105,0.02405610866844654
all_failures,0.8,back_L12_15,state_action_gap,1267,0.5860594511032104,0.11939658969640732,0.11551633477210999
all_failures,0.8,back_L12_15,denoise_soft_change,1267,0.6850542426109314,0.00841700378805399,0.00729830376803875
all_failures,0.8,back_L12_15,denoise_hard_churn,1267,0.5576786398887634,0.2434663027524948,0.2407885044813156
all_failures,0.8,back_L12_15,query_soft_change,1267,0.19473503530025482,0.03125113993883133,0.04082547500729561
all_failures,0.8,back_L12_15,query_hard_churn,1267,0.05952347069978714,0.6767483949661255,0.862467885017395
all_failures,0.8,back_L12_15,state_query_soft_change,1267,0.1181487888097763,0.04897265508770943,0.10048096626996994
all_failures,0.9,front_L2_5,action_entropy,1267,0.21620149910449982,0.9981445670127869,0.9984016418457031
all_failures,0.9,front_L2_5,action_top1_mass,1267,0.8266817331314087,0.03831292316317558,0.03754625469446182
all_failures,0.9,front_L2_5,action_top4_mass,1267,0.8391589522361755,0.14573870599269867,0.14385156333446503
all_failures,0.9,front_L2_5,action_token_dispersion,1267,0.7244924306869507,0.031049907207489014,0.029013963416218758
all_failures,0.9,front_L2_5,state_action_gap,1267,0.4063818156719208,0.3084063231945038,0.33663931488990784
all_failures,0.9,front_L2_5,denoise_soft_change,1267,0.927493691444397,0.010432745330035686,0.00934066902846098
all_failures,0.9,front_L2_5,denoise_hard_churn,1267,0.3510967493057251,0.33158135414123535,0.3393971025943756
all_failures,0.9,front_L2_5,query_soft_change,1267,0.5251774191856384,0.03658050671219826,0.03614179790019989
all_failures,0.9,front_L2_5,query_hard_churn,1267,0.24102357029914856,0.7805649638175964,0.8207834362983704
all_failures,0.9,front_L2_5,state_query_soft_change,1267,0.20385968685150146,0.07516209036111832,0.14484737813472748
all_failures,0.9,back_L12_15,action_entropy,1267,0.2359875589609146,0.997913122177124,0.9984341859817505
all_failures,0.9,back_L12_15,action_top1_mass,1267,0.7274184226989746,0.0393417663872242,0.037898387759923935
all_failures,0.9,back_L12_15,action_top4_mass,1267,0.7057347893714905,0.14790786802768707,0.144688218832016
all_failures,0.9,back_L12_15,action_token_dispersion,1267,0.4996923804283142,0.024797329679131508,0.024195276200771332
all_failures,0.9,back_L12_15,state_action_gap,1267,0.761770486831665,0.12185661494731903,0.11254408210515976
all_failures,0.9,back_L12_15,denoise_soft_change,1267,0.7667799592018127,0.008511153049767017,0.007279240991920233
all_failures,0.9,back_L12_15,denoise_hard_churn,1267,0.5588788390159607,0.24296969175338745,0.2391403168439865
all_failures,0.9,back_L12_15,query_soft_change,1267,0.21574153006076813,0.02983011305332184,0.039335329085588455
all_failures,0.9,back_L12_15,query_hard_churn,1267,0.10033976286649704,0.659802258014679,0.8422221541404724
all_failures,0.9,back_L12_15,state_query_soft_change,1267,0.1515020728111267,0.04368707165122032,0.09288763254880905
all_failures,1.0,front_L2_5,action_entropy,1267,0.637256920337677,0.9982044696807861,0.9980820417404175
all_failures,1.0,front_L2_5,action_top1_mass,1267,0.3790433406829834,0.03817153349518776,0.03853921964764595
all_failures,1.0,front_L2_5,action_top4_mass,1267,0.42196041345596313,0.1454213708639145,0.14578542113304138
all_failures,1.0,front_L2_5,action_token_dispersion,1267,0.34581056237220764,0.030211541801691055,0.03163010999560356
all_failures,1.0,front_L2_5,state_action_gap,1267,0.47905999422073364,0.31287524104118347,0.31934353709220886
all_failures,1.0,front_L2_5,denoise_soft_change,1267,0.43475261330604553,0.010320914909243584,0.010449256747961044
all_failures,1.0,front_L2_5,denoise_hard_churn,1267,0.4704340696334839,0.333614706993103,0.33577626943588257
all_failures,1.0,front_L2_5,query_soft_change,1267,0.2215680480003357,0.03595013543963432,0.04058574140071869
all_failures,1.0,front_L2_5,query_hard_churn,1267,0.17095185816287994,0.777241051197052,0.8370290994644165
all_failures,1.0,front_L2_5,state_query_soft_change,1267,0.20367802679538727,0.07030187547206879,0.14493770897388458
all_failures,1.0,back_L12_15,action_entropy,1267,0.5524722337722778,0.9978930950164795,0.9979443550109863
all_failures,1.0,back_L12_15,action_top1_mass,1267,0.4697690010070801,0.039364561438560486,0.039218027144670486
all_failures,1.0,back_L12_15,action_top4_mass,1267,0.4733723998069763,0.14795488119125366,0.1477310061454773
all_failures,1.0,back_L12_15,action_token_dispersion,1267,0.2832275927066803,0.024662533774971962,0.02866758033633232
all_failures,1.0,back_L12_15,state_action_gap,1267,0.7658836841583252,0.1211574375629425,0.11088670045137405
all_failures,1.0,back_L12_15,denoise_soft_change,1267,0.4514825940132141,0.008485176600515842,0.008531692437827587
all_failures,1.0,back_L12_15,denoise_hard_churn,1267,0.525091826915741,0.24202534556388855,0.2400982677936554
all_failures,1.0,back_L12_15,query_soft_change,1267,0.11760986596345901,0.029174448922276497,0.04560759291052818
all_failures,1.0,back_L12_15,query_hard_churn,1267,0.07216322422027588,0.649910032749176,0.8663498759269714
all_failures,1.0,back_L12_15,state_query_soft_change,1267,0.15201418101787567,0.041777029633522034,0.0968019887804985
object_released_or_dropped_before_goal,0.0,front_L2_5,action_entropy,531,0.49771997332572937,0.9980642199516296,0.9980613589286804
object_released_or_dropped_before_goal,0.0,front_L2_5,action_top1_mass,531,0.48904722929000854,0.038177210837602615,0.03818654641509056
object_released_or_dropped_before_goal,0.0,front_L2_5,action_top4_mass,531,0.49780985713005066,0.1457834094762802,0.14579086005687714
object_released_or_dropped_before_goal,0.0,front_L2_5,action_token_dispersion,531,0.4921177327632904,0.03213518112897873,0.03217504918575287
object_released_or_dropped_before_goal,0.0,front_L2_5,state_action_gap,531,0.5356026887893677,0.23384985327720642,0.2338181883096695
object_released_or_dropped_before_goal,0.0,front_L2_5,denoise_soft_change,531,0.4887446463108063,0.009637722745537758,0.00964870024472475
object_released_or_dropped_before_goal,0.0,front_L2_5,denoise_hard_churn,531,0.4751095473766327,0.32112881541252136,0.32249414920806885
object_released_or_dropped_before_goal,0.0,front_L2_5,query_soft_change,531,0.5095126628875732,0.04195857048034668,0.041894953697919846
object_released_or_dropped_before_goal,0.0,front_L2_5,query_hard_churn,531,0.5110939145088196,0.8659956455230713,0.8654131889343262
object_released_or_dropped_before_goal,0.0,front_L2_5,state_query_soft_change,531,0.46327754855155945,0.21812620759010315,0.21855080127716064
object_released_or_dropped_before_goal,0.0,back_L12_15,action_entropy,531,0.4950486123561859,0.9982616901397705,0.9982627630233765
object_released_or_dropped_before_goal,0.0,back_L12_15,action_top1_mass,531,0.5011180639266968,0.03820690140128136,0.03821384534239769
object_released_or_dropped_before_goal,0.0,back_L12_15,action_top4_mass,531,0.49949321150779724,0.1457045078277588,0.1457151174545288
object_released_or_dropped_before_goal,0.0,back_L12_15,action_token_dispersion,531,0.49943551421165466,0.025585688650608063,0.025606205686926842
object_released_or_dropped_before_goal,0.0,back_L12_15,state_action_gap,531,0.5066160559654236,0.11786387860774994,0.1178455576300621
object_released_or_dropped_before_goal,0.0,back_L12_15,denoise_soft_change,531,0.4864853620529175,0.007497240789234638,0.007508899550884962
object_released_or_dropped_before_goal,0.0,back_L12_15,denoise_hard_churn,531,0.5320102572441101,0.23627860844135284,0.23504038155078888
object_released_or_dropped_before_goal,0.0,back_L12_15,query_soft_change,531,0.5145756602287292,0.04471994936466217,0.0446614995598793
object_released_or_dropped_before_goal,0.0,back_L12_15,query_hard_churn,531,0.5091957449913025,0.9005369544029236,0.9003946185112
object_released_or_dropped_before_goal,0.0,back_L12_15,state_query_soft_change,531,0.5131480693817139,0.12243892252445221,0.12229488044977188
object_released_or_dropped_before_goal,0.1,front_L2_5,action_entropy,531,0.38287946581840515,0.9983909130096436,0.9984431862831116
object_released_or_dropped_before_goal,0.1,front_L2_5,action_top1_mass,531,0.6645565032958984,0.03758654370903969,0.03738805651664734
object_released_or_dropped_before_goal,0.1,front_L2_5,action_top4_mass,531,0.668401837348938,0.14394114911556244,0.14347414672374725
object_released_or_dropped_before_goal,0.1,front_L2_5,action_token_dispersion,531,0.5524138808250427,0.02922791801393032,0.028990790247917175
object_released_or_dropped_before_goal,0.1,front_L2_5,state_action_gap,531,0.6290287971496582,0.33547303080558777,0.3151189088821411
object_released_or_dropped_before_goal,0.1,front_L2_5,denoise_soft_change,531,0.7771136164665222,0.009503442794084549,0.009152350015938282
object_released_or_dropped_before_goal,0.1,front_L2_5,denoise_hard_churn,531,0.4902332127094269,0.3373252749443054,0.3383857309818268
object_released_or_dropped_before_goal,0.1,front_L2_5,query_soft_change,531,0.4401097297668457,0.03893308341503143,0.03985964134335518
object_released_or_dropped_before_goal,0.1,front_L2_5,query_hard_churn,531,0.4966287612915039,0.8512363433837891,0.8511629700660706
object_released_or_dropped_before_goal,0.1,front_L2_5,state_query_soft_change,531,0.4719548523426056,0.20391008257865906,0.2164081633090973
object_released_or_dropped_before_goal,0.1,back_L12_15,action_entropy,531,0.189605712890625,0.9982692003250122,0.9985198974609375
object_released_or_dropped_before_goal,0.1,back_L12_15,action_top1_mass,531,0.7919923067092896,0.03819694370031357,0.03753757104277611
