failure_group,phase,layer_group,metric,failures,matched_percentile_mean,failure_raw_mean,same_run_init_success_mean
all_failures,0.0,front_L2_5,action_entropy,1267,0.4869201183319092,0.9981528520584106,0.9981544017791748
all_failures,0.0,front_L2_5,action_top1_mass,1267,0.4991133213043213,0.03799958899617195,0.038006097078323364
all_failures,0.0,front_L2_5,action_top4_mass,1267,0.5010553598403931,0.14535942673683167,0.14536546170711517
all_failures,0.0,front_L2_5,action_token_dispersion,1267,0.5018459558486938,0.0310262069106102,0.03103731945157051
all_failures,0.0,front_L2_5,state_action_gap,1267,0.5255618095397949,0.22657789289951324,0.2265457659959793
all_failures,0.0,front_L2_5,denoise_soft_change,1267,0.4822441041469574,0.009752308949828148,0.009767331182956696
all_failures,0.0,front_L2_5,denoise_hard_churn,1267,0.48977264761924744,0.3275023102760315,0.3278813362121582
all_failures,0.0,front_L2_5,query_soft_change,1267,0.5014504790306091,0.04217758774757385,0.04217727482318878
all_failures,0.0,front_L2_5,query_hard_churn,1267,0.48146525025367737,0.8680143356323242,0.8687496781349182
all_failures,0.0,front_L2_5,state_query_soft_change,1267,0.49902257323265076,0.2078894078731537,0.2077394425868988
all_failures,0.0,back_L12_15,action_entropy,1267,0.4887329339981079,0.9984114766120911,0.9984121918678284
all_failures,0.0,back_L12_15,action_top1_mass,1267,0.5014171600341797,0.038019124418497086,0.03802085667848587
all_failures,0.0,back_L12_15,action_top4_mass,1267,0.49729084968566895,0.14500316977500916,0.14500752091407776
all_failures,0.0,back_L12_15,action_token_dispersion,1267,0.49333253502845764,0.023757584393024445,0.02378464676439762
all_failures,0.0,back_L12_15,state_action_gap,1267,0.5093865394592285,0.11858732253313065,0.11856625974178314
all_failures,0.0,back_L12_15,denoise_soft_change,1267,0.4846877455711365,0.007441075053066015,0.007451747544109821
all_failures,0.0,back_L12_15,denoise_hard_churn,1267,0.5076411962509155,0.24064958095550537,0.24004141986370087
all_failures,0.0,back_L12_15,query_soft_change,1267,0.5005742311477661,0.04290346801280975,0.04288552701473236
all_failures,0.0,back_L12_15,query_hard_churn,1267,0.5189270377159119,0.8957802057266235,0.8950754404067993
all_failures,0.0,back_L12_15,state_query_soft_change,1267,0.5221187472343445,0.12104381620883942,0.12095862627029419
all_failures,0.1,front_L2_5,action_entropy,1267,0.3817565143108368,0.9984558820724487,0.9985122084617615
all_failures,0.1,front_L2_5,action_top1_mass,1267,0.6243187785148621,0.037467390298843384,0.037303946912288666
all_failures,0.1,front_L2_5,action_top4_mass,1267,0.6275154948234558,0.1435895413160324,0.14321453869342804
all_failures,0.1,front_L2_5,action_token_dispersion,1267,0.5589578151702881,0.02867162972688675,0.028380243107676506
all_failures,0.1,front_L2_5,state_action_gap,1267,0.5304535031318665,0.3169374167919159,0.3085627853870392
all_failures,0.1,front_L2_5,denoise_soft_change,1267,0.7124581933021545,0.009461299516260624,0.009164329618215561
all_failures,0.1,front_L2_5,denoise_hard_churn,1267,0.5149597525596619,0.3429991900920868,0.3426026403903961
all_failures,0.1,front_L2_5,query_soft_change,1267,0.44206708669662476,0.036893460899591446,0.03736871853470802
all_failures,0.1,front_L2_5,query_hard_churn,1267,0.4858526587486267,0.8325314521789551,0.8326233625411987
all_failures,0.1,front_L2_5,state_query_soft_change,1267,0.4199240505695343,0.16943930089473724,0.18059957027435303
all_failures,0.1,back_L12_15,action_entropy,1267,0.22362777590751648,0.9984754920005798,0.9986857175827026
all_failures,0.1,back_L12_15,action_top1_mass,1267,0.710962176322937,0.037718962877988815,0.037189021706581116
all_failures,0.1,back_L12_15,action_top4_mass,1267,0.7111800312995911,0.14404408633708954,0.14271529018878937
all_failures,0.1,back_L12_15,action_token_dispersion,1267,0.720760703086853,0.02314155362546444,0.021390102803707123
all_failures,0.1,back_L12_15,state_action_gap,1267,0.4717712104320526,0.1191042885184288,0.1194855198264122
all_failures,0.1,back_L12_15,denoise_soft_change,1267,0.6578024625778198,0.007123706862330437,0.006747531704604626
all_failures,0.1,back_L12_15,denoise_hard_churn,1267,0.44580796360969543,0.24315300583839417,0.2464170902967453
all_failures,0.1,back_L12_15,query_soft_change,1267,0.5741426348686218,0.03894856944680214,0.03821062296628952
all_failures,0.1,back_L12_15,query_hard_churn,1267,0.42808112502098083,0.8574008941650391,0.8654517531394958
all_failures,0.1,back_L12_15,state_query_soft_change,1267,0.5721980929374695,0.1017787978053093,0.10084797441959381
all_failures,0.2,front_L2_5,action_entropy,1267,0.20267251133918762,0.9982292652130127,0.998426079750061
all_failures,0.2,front_L2_5,action_top1_mass,1267,0.7745051383972168,0.038021836429834366,0.03754042461514473
all_failures,0.2,front_L2_5,action_top4_mass,1267,0.7806837558746338,0.14492450654506683,0.14375410974025726
all_failures,0.2,front_L2_5,action_token_dispersion,1267,0.7326285243034363,0.030632926151156425,0.02900242991745472
all_failures,0.2,front_L2_5,state_action_gap,1267,0.31372418999671936,0.2960004508495331,0.3139931559562683
all_failures,0.2,front_L2_5,denoise_soft_change,1267,0.7238770127296448,0.009997875429689884,0.009612878784537315
all_failures,0.2,front_L2_5,denoise_hard_churn,1267,0.3839176893234253,0.3363983631134033,0.34197014570236206
all_failures,0.2,front_L2_5,query_soft_change,1267,0.6954063177108765,0.039798349142074585,0.037660762667655945
all_failures,0.2,front_L2_5,query_hard_churn,1267,0.576151430606842,0.8393901586532593,0.8342902064323425
all_failures,0.2,front_L2_5,state_query_soft_change,1267,0.6216758489608765,0.17758922278881073,0.16259513795375824
all_failures,0.2,back_L12_15,action_entropy,1267,0.18341977894306183,0.9981975555419922,0.9985845685005188
all_failures,0.2,back_L12_15,action_top1_mass,1267,0.8240541219711304,0.03847333416342735,0.03736399859189987
all_failures,0.2,back_L12_15,action_top4_mass,1267,0.832112193107605,0.1457056701183319,0.14292116463184357
all_failures,0.2,back_L12_15,action_token_dispersion,1267,0.7771308422088623,0.025830600410699844,0.02230069227516651
all_failures,0.2,back_L12_15,state_action_gap,1267,0.5696405172348022,0.11551151424646378,0.11427821218967438
all_failures,0.2,back_L12_15,denoise_soft_change,1267,0.8164119124412537,0.007703309878706932,0.006915288977324963
all_failures,0.2,back_L12_15,denoise_hard_churn,1267,0.3140859603881836,0.2437696009874344,0.2538622319698334
all_failures,0.2,back_L12_15,query_soft_change,1267,0.7432717084884644,0.04230419173836708,0.037168871611356735
all_failures,0.2,back_L12_15,query_hard_churn,1267,0.5848236680030823,0.8618778586387634,0.8560096621513367
all_failures,0.2,back_L12_15,state_query_soft_change,1267,0.5170778632164001,0.1002625972032547,0.0999675914645195
all_failures,0.3,front_L2_5,action_entropy,1267,0.5884059071540833,0.9983457326889038,0.9982746243476868
all_failures,0.3,front_L2_5,action_top1_mass,1267,0.4058876037597656,0.037726327776908875,0.03793339058756828
all_failures,0.3,front_L2_5,action_top4_mass,1267,0.4115000367164612,0.1442432701587677,0.14462709426879883
all_failures,0.3,front_L2_5,action_token_dispersion,1267,0.41210225224494934,0.029513683170080185,0.03022041730582714
all_failures,0.3,front_L2_5,state_action_gap,1267,0.6221767663955688,0.33517226576805115,0.31177493929862976
all_failures,0.3,front_L2_5,denoise_soft_change,1267,0.29280418157577515,0.009472121484577656,0.009950273670256138
all_failures,0.3,front_L2_5,denoise_hard_churn,1267,0.4321496784687042,0.33741867542266846,0.3407697081565857
all_failures,0.3,front_L2_5,query_soft_change,1267,0.38787519931793213,0.03807041794061661,0.04002181068062782
all_failures,0.3,front_L2_5,query_hard_churn,1267,0.35285040736198425,0.8282656669616699,0.8446152806282043
all_failures,0.3,front_L2_5,state_query_soft_change,1267,0.47568488121032715,0.17322227358818054,0.18047064542770386
all_failures,0.3,back_L12_15,action_entropy,1267,0.6326746940612793,0.9983965158462524,0.9982691407203674
all_failures,0.3,back_L12_15,action_top1_mass,1267,0.35081201791763306,0.03792393207550049,0.038317471742630005
all_failures,0.3,back_L12_15,action_top4_mass,1267,0.36835482716560364,0.14447328448295593,0.14541134238243103
all_failures,0.3,back_L12_15,action_token_dispersion,1267,0.3027378022670746,0.023203568533062935,0.02513006702065468
all_failures,0.3,back_L12_15,state_action_gap,1267,0.5383028984069824,0.1174483597278595,0.11595676839351654
all_failures,0.3,back_L12_15,denoise_soft_change,1267,0.3004569411277771,0.007283334154635668,0.0076608904637396336
