run_id,metric,failures,matched_percentile_mean,failure_raw_mean,same_run_init_success_raw_mean,raw_mean_delta
pin-base,late_front_action_entropy,12,0.1233166977763176,0.9971649646759033,0.9975153803825378,-0.0003503312764223665
pin-base,late_back_action_entropy,12,0.036423128098249435,0.9953780174255371,0.9967260360717773,-0.001347998739220202
pin-base,late_front_action_top1,12,0.8603447079658508,0.04046152904629707,0.03964218869805336,0.0008193356916308403
pin-base,late_back_action_top1,12,0.96657395362854,0.04443066939711571,0.04158242419362068,0.002848246367648244
pin-base,late_front_token_dispersion,12,0.6634648442268372,0.03794205188751221,0.03697219491004944,0.0009698637877590954
pin-base,late_back_token_dispersion,12,0.4868471622467041,0.03579897806048393,0.03620763495564461,-0.00040865535265766084
pin-base,late_front_state_action_gap,12,0.9552852511405945,0.40275347232818604,0.33029815554618835,0.07245532423257828
pin-base,late_back_state_action_gap,12,0.5706221461296082,0.14958176016807556,0.14641372859477997,0.0031680550891906023
pin-base,late_front_denoise_soft_change,12,0.9274689555168152,0.012940392829477787,0.011533004231750965,0.001407388597726822
pin-base,late_back_denoise_soft_change,12,0.955224335193634,0.01259947195649147,0.010102801956236362,0.002496669301763177
pin-base,late_front_query_soft_change,12,0.18659913539886475,0.04490311071276665,0.04928838834166527,-0.004385276697576046
pin-base,late_back_query_soft_change,12,0.02408634126186371,0.0412340946495533,0.06567889451980591,-0.02444479800760746
pin-base,late_front_query_hard_churn,12,0.04013056680560112,0.7523360848426819,0.843289852142334,-0.09095373004674911
pin-base,late_back_query_hard_churn,12,0.002016128972172737,0.6122558116912842,0.8954015374183655,-0.28314563632011414
pin-base,late_d9_front_action_top1,12,0.7574424743652344,0.04218272864818573,0.04106895998120308,0.001113775186240673
pin-base,late_d9_back_action_top1,12,0.8696332573890686,0.048512812703847885,0.04595983400940895,0.002552974270656705
pin-base,back_cross_chunk_soft_change,12,0.23740990459918976,0.06000615283846855,0.07535143941640854,-0.015345294959843159
pin-base,back_cross_chunk_hard_churn,12,0.18906402587890625,0.748554527759552,0.8923766613006592,-0.14382201433181763
pin-base,back_boundary_T10_T1_soft_change,12,0.7487697601318359,0.08870729058980942,0.08164926618337631,0.007058020681142807
pin-base,back_boundary_T10_T1_hard_churn,12,0.3592773973941803,0.9138484001159668,0.9293486475944519,-0.015500317327678204
pin-off,late_front_action_entropy,19,0.15612192451953888,0.9971628785133362,0.9974867105484009,-0.0003239387006033212
pin-off,late_back_action_entropy,19,0.027797749266028404,0.9952512979507446,0.9966197609901428,-0.0013683312572538853
pin-off,late_front_action_top1,19,0.829545795917511,0.04038602486252785,0.03968215361237526,0.0007038739859126508
pin-off,late_back_action_top1,19,0.978519856929779,0.04487557336688042,0.0417671874165535,0.0031083901412785053
pin-off,late_front_token_dispersion,19,0.6611080765724182,0.03808101639151573,0.037209298461675644,0.0008717136224731803
pin-off,late_back_token_dispersion,19,0.48408639430999756,0.036485299468040466,0.03719212859869003,-0.0007068289560265839
pin-off,late_front_state_action_gap,19,0.9820359945297241,0.40618205070495605,0.3189060389995575,0.08727598190307617
pin-off,late_back_state_action_gap,19,0.5304315686225891,0.145859956741333,0.14451581239700317,0.001344139687716961
pin-off,late_front_denoise_soft_change,19,0.9236634969711304,0.013119989074766636,0.011589651927351952,0.001530338078737259
pin-off,late_back_denoise_soft_change,19,0.971775233745575,0.012948154471814632,0.01027014758437872,0.0026780078187584877
pin-off,late_front_query_soft_change,19,0.2041001170873642,0.04482737183570862,0.04922960698604584,-0.004402235150337219
pin-off,late_back_query_soft_change,19,0.011278195306658745,0.04028524085879326,0.06583920121192932,-0.025553978979587555
pin-off,late_front_query_hard_churn,19,0.028056025505065918,0.7522805333137512,0.8408961296081543,-0.08861558139324188
pin-off,late_back_query_hard_churn,19,0.001409774413332343,0.5958812832832336,0.8893771171569824,-0.2934957444667816
pin-off,late_d9_front_action_top1,19,0.7336931228637695,0.042081188410520554,0.041257284581661224,0.0008239058079198003
pin-off,late_d9_back_action_top1,19,0.8599205017089844,0.048357944935560226,0.046047162264585495,0.0023107777815312147
pin-off,back_cross_chunk_soft_change,19,0.23486442863941193,0.05937768146395683,0.07517309486865997,-0.01579541526734829
pin-off,back_cross_chunk_hard_churn,19,0.16817854344844818,0.7395170331001282,0.8902431130409241,-0.1507260650396347
pin-off,back_boundary_T10_T1_soft_change,19,0.7620275020599365,0.09032752364873886,0.08259923756122589,0.007728284690529108
pin-off,back_boundary_T10_T1_hard_churn,19,0.41438135504722595,0.9202703237533569,0.9299492835998535,-0.009679097682237625
pin-on,late_front_action_entropy,8,0.1225997656583786,0.9971404075622559,0.9974993467330933,-0.00035891681909561157
pin-on,late_back_action_entropy,8,0.02031249925494194,0.9953403472900391,0.996845006942749,-0.0015046820044517517
pin-on,late_front_action_top1,8,0.8565061092376709,0.040532186627388,0.03970341756939888,0.0008287704549729824
pin-on,late_back_action_top1,8,0.9781922101974487,0.044896841049194336,0.041299521923065186,0.003597320057451725
pin-on,late_front_token_dispersion,8,0.765166163444519,0.0386747382581234,0.037243232131004333,0.0014315051957964897
pin-on,late_back_token_dispersion,8,0.6441996097564697,0.037371307611465454,0.03630419820547104,0.0010671131312847137
pin-on,late_front_state_action_gap,8,0.9623204469680786,0.3935181498527527,0.3330942392349243,0.06042393669486046
pin-on,late_back_state_action_gap,8,0.5454497933387756,0.14487001299858093,0.14398837089538574,0.0008816365152597427
pin-on,late_front_denoise_soft_change,8,0.8974995613098145,0.013107217848300934,0.01158817671239376,0.0015190410194918513
pin-on,late_back_denoise_soft_change,8,0.9663434028625488,0.013084052130579948,0.0101087037473917,0.0029753483831882477
pin-on,late_front_query_soft_change,8,0.11840355396270752,0.04492158070206642,0.049729011952877045,-0.004807429853826761
pin-on,late_back_query_soft_change,8,0.0010416667209938169,0.0422961488366127,0.06480719149112701,-0.022511044517159462
pin-on,late_front_query_hard_churn,8,0.0,0.7518133521080017,0.8452073335647583,-0.09339398145675659
pin-on,late_back_query_hard_churn,8,0.0,0.6019225120544434,0.8970540761947632,-0.2951315641403198
pin-on,late_d9_front_action_top1,8,0.7176074981689453,0.041965167969465256,0.04121537134051323,0.000749797560274601
