failure_group,transition_phase,layer_group,token,metric,failures,matched_percentile_mean,failure_raw_mean,same_run_init_success_mean
all_failures,0.2,back_L12_15,T9,lag2_soft_change,1267,0.6909482479095459,0.046039510518312454,0.04224022105336189
all_failures,0.2,back_L12_15,T10,lag1_soft_change,1267,0.7174171209335327,0.049285002052783966,0.04234905168414116
all_failures,0.2,back_L12_15,T10,lag1_hard_churn,1267,0.5607657432556152,0.8308202624320984,0.8182576298713684
all_failures,0.2,back_L12_15,T10,lag2_soft_change,1267,0.6888035535812378,0.05170568823814392,0.047266602516174316
all_failures,0.3,back_L12_15,state,lag1_soft_change,1267,0.4263306260108948,0.09988841414451599,0.10483881831169128
all_failures,0.3,back_L12_15,state,lag1_hard_churn,1267,0.4194788634777069,0.6759971380233765,0.713211178779602
all_failures,0.3,back_L12_15,state,lag2_soft_change,1267,0.5145010352134705,0.13451048731803894,0.13520784676074982
all_failures,0.3,back_L12_15,T1,lag1_soft_change,1267,0.5174471139907837,0.04512231796979904,0.04408467561006546
all_failures,0.3,back_L12_15,T1,lag1_hard_churn,1267,0.38811543583869934,0.8167523145675659,0.8387808799743652
all_failures,0.3,back_L12_15,T1,lag2_soft_change,1267,0.666432797908783,0.05259574577212334,0.048936400562524796
all_failures,0.3,back_L12_15,T2,lag1_soft_change,1267,0.4884285032749176,0.04197785630822182,0.041835885494947433
all_failures,0.3,back_L12_15,T2,lag1_hard_churn,1267,0.39466291666030884,0.844075620174408,0.8649507164955139
all_failures,0.3,back_L12_15,T2,lag2_soft_change,1267,0.6309112310409546,0.04769260808825493,0.04528024420142174
all_failures,0.3,back_L12_15,T3,lag1_soft_change,1267,0.4475886821746826,0.04003749415278435,0.04085904359817505
all_failures,0.3,back_L12_15,T3,lag1_hard_churn,1267,0.3800209164619446,0.8577250838279724,0.8785197138786316
all_failures,0.3,back_L12_15,T3,lag2_soft_change,1267,0.6035944223403931,0.0449904203414917,0.04336591064929962
all_failures,0.3,back_L12_15,T4,lag1_soft_change,1267,0.42784979939460754,0.03889225795865059,0.04035032540559769
all_failures,0.3,back_L12_15,T4,lag1_hard_churn,1267,0.4268381595611572,0.8678114414215088,0.8804239630699158
all_failures,0.3,back_L12_15,T4,lag2_soft_change,1267,0.5792271494865417,0.043587300926446915,0.042288437485694885
all_failures,0.3,back_L12_15,T5,lag1_soft_change,1267,0.41897422075271606,0.038333673030138016,0.0403091125190258
all_failures,0.3,back_L12_15,T5,lag1_hard_churn,1267,0.42389509081840515,0.8693841099739075,0.8840963840484619
all_failures,0.3,back_L12_15,T5,lag2_soft_change,1267,0.5166984796524048,0.04269297793507576,0.04218297824263573
all_failures,0.3,back_L12_15,T6,lag1_soft_change,1267,0.4167398512363434,0.03834741935133934,0.04048370569944382
