failure_group,suite,checkpoint_sha256,phase_band,layer_group,token,expert,failures,failure_selection_load,same_run_init_success_load,load_delta,absolute_delta_rank
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,state,24,195,0.022235576063394547,0.022885683923959732,-0.0006501078605651855,30
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,state,25,195,0.033733975142240524,0.03772120550274849,-0.003987230360507965,24
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,state,26,195,0.020893430337309837,0.008750553242862225,0.012142877094447613,6
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,state,27,195,0.020112179219722748,0.02760692499577999,-0.007494745776057243,16
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,state,28,195,0.04815705120563507,0.05567886307835579,-0.007521811872720718,15
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,state,29,195,0.04823717847466469,0.07433819025754929,-0.026101011782884598,1
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,state,30,195,0.01197916641831398,0.01631946675479412,-0.004340300336480141,22
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,state,31,195,0.028565704822540283,0.0069015612825751305,0.021664142608642578,3
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,0,195,0.0203485619276762,0.019785696640610695,0.000562865287065506,29
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,1,195,0.02002403512597084,0.014490678906440735,0.005533356219530106,16
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,2,195,0.019403045997023582,0.013895903714001179,0.005507142283022404,17
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,3,195,0.0323597677052021,0.03160077705979347,0.0007589906454086304,28
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,4,195,0.03813702613115311,0.029888169839978218,0.008248856291174889,11
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,5,195,0.030188294127583504,0.020752619951963425,0.009435674175620079,6
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,6,195,0.05989982932806015,0.07217705994844437,-0.012277230620384216,2
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,7,195,0.042712341994047165,0.04890935868024826,-0.006197016686201096,14
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,8,195,0.025312500074505806,0.016016164794564247,0.009296335279941559,7
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,9,195,0.026939095929265022,0.01620681770145893,0.010732278227806091,4
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,10,195,0.043341342359781265,0.05904804542660713,-0.015706703066825867,1
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,11,195,0.028000805526971817,0.025853462517261505,0.002147343009710312,24
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,12,195,0.019547276198863983,0.010709298774600029,0.008837977424263954,8
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,13,195,0.04213942587375641,0.041751522570848465,0.0003879033029079437,32
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,14,195,0.027195507660508156,0.019390083849430084,0.007805423811078072,13
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,15,195,0.03597354516386986,0.036412157118320465,-0.0004386119544506073,31
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,16,195,0.027379807084798813,0.024976955726742744,0.0024028513580560684,23
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,17,195,0.023557687178254128,0.024437380954623222,-0.0008796937763690948,27
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,18,195,0.011862981133162975,0.010866743512451649,0.0009962376207113266,25
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,19,195,0.032423876225948334,0.026254883036017418,0.006168993189930916,15
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,20,195,0.01918269507586956,0.023254897445440292,-0.004072202369570732,20
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,21,195,0.032508015632629395,0.024355972185730934,0.00815204344689846,12
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,22,195,0.030368588864803314,0.02735145576298237,0.0030171331018209457,22
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,23,195,0.03999599441885948,0.039549168199300766,0.0004468262195587158,30
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,24,195,0.02918270044028759,0.03764871135354042,-0.00846601091325283,10
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,25,195,0.027896644547581673,0.032419998198747635,-0.004523353651165962,19
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,26,195,0.014354972168803215,0.01342119462788105,0.0009337775409221649,26
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,27,195,0.05465544015169144,0.06639724969863892,-0.01174180954694748,3
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,28,195,0.032219551503658295,0.04094899445772171,-0.008729442954063416,9
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,29,195,0.04575721174478531,0.05095698684453964,-0.0051997750997543335,18
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,30,195,0.02979567088186741,0.03347470238804817,-0.0036790315061807632,21
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T1,31,195,0.03733573481440544,0.04679687321186066,-0.009461138397455215,5
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,0,195,0.024791670963168144,0.021163856610655785,0.0036278143525123596,18
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,1,195,0.02659055031836033,0.026282520964741707,0.0003080293536186218,31
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,2,195,0.024346953257918358,0.019756319001317024,0.004590634256601334,13
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,3,195,0.026322105899453163,0.022240035235881805,0.004082070663571358,15
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,4,195,0.031005611643195152,0.027324052527546883,0.0036815591156482697,17
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,5,195,0.031738776713609695,0.022436652332544327,0.009302124381065369,5
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,6,195,0.03911859169602394,0.04071967676281929,-0.0016010850667953491,27
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,7,195,0.04048077017068863,0.04011149704456329,0.0003692731261253357,29
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,8,195,0.02639823406934738,0.019229281693696976,0.007168952375650406,7
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,9,195,0.03002002090215683,0.023654000833630562,0.006366020068526268,10
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,10,195,0.035216350108385086,0.04768303036689758,-0.012466680258512497,3
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,11,195,0.033942315727472305,0.024485299363732338,0.009457016363739967,4
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,12,195,0.0181810911744833,0.01139997597783804,0.00678111519664526,9
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,13,195,0.040649037808179855,0.04465214163064957,-0.004003103822469711,16
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,14,195,0.029591349884867668,0.024991517886519432,0.004599831998348236,12
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,15,195,0.04006010293960571,0.040067438036203384,-7.335096597671509e-06,32
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,16,195,0.024687509983778,0.021675163879990578,0.003012346103787422,21
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,17,195,0.029354961588978767,0.03146299347281456,-0.0021080318838357925,26
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,18,195,0.013076926581561565,0.012733223848044872,0.0003437027335166931,30
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,19,195,0.023145025596022606,0.02576586976647377,-0.0026208441704511642,23
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,20,195,0.021642625331878662,0.02474336326122284,-0.0031007379293441772,20
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,21,195,0.030657056719064713,0.02380196936428547,0.0068550873547792435,8
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,22,195,0.026221955195069313,0.02966240793466568,-0.003440452739596367,19
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,23,195,0.02749197743833065,0.027114510536193848,0.0003774669021368027,28
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,24,195,0.030500810593366623,0.033105477690696716,-0.0026046670973300934,24
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,25,195,0.03272436186671257,0.03493241220712662,-0.0022080503404140472,25
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,26,195,0.020376604050397873,0.015485556796193123,0.00489104725420475,11
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,27,195,0.04358172416687012,0.051248859614133835,-0.007667135447263718,6
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,28,195,0.041650641709566116,0.05414802208542824,-0.012497380375862122,2
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,29,195,0.05332932993769646,0.05609462782740593,-0.0027652978897094727,22
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,30,195,0.04455128312110901,0.04898295924067497,-0.004431676119565964,14
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T2,31,195,0.03855367377400398,0.05284533277153969,-0.014291658997535706,1
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,0,195,0.021630607545375824,0.01654827408492565,0.005082333460450172,11
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,1,195,0.03290465101599693,0.03160269558429718,0.0013019554316997528,28
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,2,195,0.03310497850179672,0.030559292063117027,0.002545686438679695,21
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,3,195,0.022616177797317505,0.02052256464958191,0.0020936131477355957,23
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,4,195,0.0351562537252903,0.031875528395175934,0.0032807253301143646,18
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,5,195,0.03600560128688812,0.02737688459455967,0.008628716692328453,3
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,6,195,0.04018029570579529,0.038379400968551636,0.0018008947372436523,24
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,7,195,0.03375399485230446,0.028763795271515846,0.004990199580788612,12
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,8,195,0.027772434055805206,0.026666298508644104,0.0011061355471611023,29
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,9,195,0.03339342772960663,0.026722323149442673,0.006671104580163956,6
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,10,195,0.030148249119520187,0.038243867456912994,-0.008095618337392807,4
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,11,195,0.03183893486857414,0.03033226914703846,0.0015066657215356827,27
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,12,195,0.019535262137651443,0.015493846498429775,0.004041415639221668,15
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,13,195,0.03921474143862724,0.046791575849056244,-0.007576834410429001,5
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,14,195,0.03696715459227562,0.039573296904563904,-0.0026061423122882843,20
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,15,195,0.030853362753987312,0.028518738225102425,0.0023346245288848877,22
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,16,195,0.026674684137105942,0.02176227793097496,0.0049124062061309814,13
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,17,195,0.027415860444307327,0.03269955888390541,-0.0052836984395980835,10
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,18,195,0.01404647808521986,0.015768593177199364,-0.0017221150919795036,25
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,19,195,0.019190700724720955,0.019424842670559883,-0.00023414194583892822,31
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,20,195,0.020673077553510666,0.025334764271974564,-0.004661686718463898,14
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,21,195,0.027383802458643913,0.021439623087644577,0.005944179370999336,7
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,22,195,0.032351769506931305,0.03607282415032387,-0.003721054643392563,16
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,23,195,0.026858972385525703,0.0284548532217741,-0.0015958808362483978,26
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,24,195,0.03653445839881897,0.036703307181596756,-0.00016884878277778625,32
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,25,195,0.036205921322107315,0.03269825503230095,0.003507666289806366,17
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,26,195,0.023537658154964447,0.018117181956768036,0.005420476198196411,9
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,27,195,0.03326123207807541,0.03240840509533882,0.0008528269827365875,30
object_released_or_dropped_before_goal,spatial,1029d0827030a7521361d1904eeb3e7e7f2792be5c99abdb5701abb7ee87c137,early_0_33,front_L2_5,T3,28,195,0.042828526347875595,0.054909173399209976,-0.012080647051334381,1
