failure_group,phase_band,layer_group,denoise_step,token,metric,failures,matched_percentile_mean,failure_raw_mean,same_run_init_success_mean
all_failures,early_0_33,front_L2_5,2,state,top4_mass,1267,0.6050864458084106,0.40201494097709656,0.39746400713920593
all_failures,early_0_33,front_L2_5,2,T1,entropy,1267,0.3590697646141052,0.9977399110794067,0.9978357553482056
all_failures,early_0_33,front_L2_5,2,T1,top1_mass,1267,0.5958219766616821,0.03881596401333809,0.038648806512355804
all_failures,early_0_33,front_L2_5,2,T1,top4_mass,1267,0.6259636282920837,0.14781531691551208,0.14737531542778015
all_failures,early_0_33,front_L2_5,2,T2,entropy,1267,0.4733353853225708,0.9982634782791138,0.9983002543449402
all_failures,early_0_33,front_L2_5,2,T2,top1_mass,1267,0.5437856316566467,0.03758852928876877,0.037506505846977234
all_failures,early_0_33,front_L2_5,2,T2,top4_mass,1267,0.5282792448997498,0.1443450152873993,0.1441764533519745
all_failures,early_0_33,front_L2_5,2,T3,entropy,1267,0.4071696698665619,0.9985113739967346,0.9985591173171997
all_failures,early_0_33,front_L2_5,2,T3,top1_mass,1267,0.5604645013809204,0.037067897617816925,0.03698381036520004
all_failures,early_0_33,front_L2_5,2,T3,top4_mass,1267,0.5430753827095032,0.1427013874053955,0.14253577589988708
all_failures,early_0_33,front_L2_5,2,T4,entropy,1267,0.43642371892929077,0.9986538290977478,0.9986898899078369
all_failures,early_0_33,front_L2_5,2,T4,top1_mass,1267,0.5507844090461731,0.036856286227703094,0.036776915192604065
all_failures,early_0_33,front_L2_5,2,T4,top4_mass,1267,0.5737316012382507,0.14200176298618317,0.14172004163265228
all_failures,early_0_33,front_L2_5,2,T5,entropy,1267,0.4704383611679077,0.9987083077430725,0.99873286485672
all_failures,early_0_33,front_L2_5,2,T5,top1_mass,1267,0.48445871472358704,0.0366525761783123,0.036628998816013336
all_failures,early_0_33,front_L2_5,2,T5,top4_mass,1267,0.5196101665496826,0.1414816528558731,0.1414002776145935
all_failures,early_0_33,front_L2_5,2,T6,entropy,1267,0.4608575403690338,0.99872225522995,0.998725950717926
all_failures,early_0_33,front_L2_5,2,T6,top1_mass,1267,0.5424526929855347,0.036686625331640244,0.03665272518992424
all_failures,early_0_33,front_L2_5,2,T6,top4_mass,1267,0.5528005361557007,0.1415410041809082,0.14143823087215424
all_failures,early_0_33,front_L2_5,2,T7,entropy,1267,0.48006120324134827,0.9987055063247681,0.9987147450447083
all_failures,early_0_33,front_L2_5,2,T7,top1_mass,1267,0.5175684094429016,0.03680843859910965,0.03679189831018448
all_failures,early_0_33,front_L2_5,2,T7,top4_mass,1267,0.5260008573532104,0.1418469101190567,0.14177672564983368
all_failures,early_0_33,front_L2_5,2,T8,entropy,1267,0.4504137635231018,0.9986825585365295,0.9987046122550964
all_failures,early_0_33,front_L2_5,2,T8,top1_mass,1267,0.5313747525215149,0.03691806644201279,0.03687341883778572
all_failures,early_0_33,front_L2_5,2,T8,top4_mass,1267,0.5550355911254883,0.14211945235729218,0.14199014008045197
all_failures,early_0_33,front_L2_5,2,T9,entropy,1267,0.47275665402412415,0.9986221790313721,0.9986339807510376
all_failures,early_0_33,front_L2_5,2,T9,top1_mass,1267,0.49257221817970276,0.037122443318367004,0.03712203726172447
all_failures,early_0_33,front_L2_5,2,T9,top4_mass,1267,0.5262208580970764,0.142634317278862,0.14253070950508118
all_failures,early_0_33,front_L2_5,2,T10,entropy,1267,0.47457149624824524,0.9983434081077576,0.9983572959899902
all_failures,early_0_33,front_L2_5,2,T10,top1_mass,1267,0.5336095094680786,0.03802480548620224,0.03795327991247177
all_failures,early_0_33,front_L2_5,2,T10,top4_mass,1267,0.5198754668235779,0.14518317580223083,0.14508262276649475
all_failures,early_0_33,front_L2_5,3,state,entropy,1267,0.3702774941921234,0.865091860294342,0.8704066276550293
all_failures,early_0_33,front_L2_5,3,state,top1_mass,1267,0.6313073635101318,0.22610802948474884,0.21832489967346191
all_failures,early_0_33,front_L2_5,3,state,top4_mass,1267,0.6050864458084106,0.40201452374458313,0.39746367931365967
all_failures,early_0_33,front_L2_5,3,T1,entropy,1267,0.3459479510784149,0.9975565671920776,0.9976697564125061
all_failures,early_0_33,front_L2_5,3,T1,top1_mass,1267,0.6137241721153259,0.03927679732441902,0.03904134780168533
all_failures,early_0_33,front_L2_5,3,T1,top4_mass,1267,0.6453954577445984,0.14897489547729492,0.14841285347938538
all_failures,early_0_33,front_L2_5,3,T2,entropy,1267,0.4450708031654358,0.9981815814971924,0.9982293248176575
all_failures,early_0_33,front_L2_5,3,T2,top1_mass,1267,0.5462878346443176,0.03782467171549797,0.03771618753671646
all_failures,early_0_33,front_L2_5,3,T2,top4_mass,1267,0.5483639240264893,0.14494304358959198,0.1446925848722458
all_failures,early_0_33,front_L2_5,3,T3,entropy,1267,0.4029638469219208,0.9984682202339172,0.998517632484436
all_failures,early_0_33,front_L2_5,3,T3,top1_mass,1267,0.5442014932632446,0.037227142602205276,0.037153176963329315
all_failures,early_0_33,front_L2_5,3,T3,top4_mass,1267,0.5368077158927917,0.14311638474464417,0.14296969771385193
all_failures,early_0_33,front_L2_5,3,T4,entropy,1267,0.41775351762771606,0.9986363053321838,0.9986725449562073
all_failures,early_0_33,front_L2_5,3,T4,top1_mass,1267,0.5460284352302551,0.03696926683187485,0.036910075694322586
all_failures,early_0_33,front_L2_5,3,T4,top4_mass,1267,0.5693815350532532,0.14228302240371704,0.1420452892780304
all_failures,early_0_33,front_L2_5,3,T5,entropy,1267,0.4625869393348694,0.9986954927444458,0.9987226724624634
all_failures,early_0_33,front_L2_5,3,T5,top1_mass,1267,0.5118341445922852,0.03677196055650711,0.0367288701236248
all_failures,early_0_33,front_L2_5,3,T5,top4_mass,1267,0.5360208749771118,0.14177587628364563,0.14163227379322052
all_failures,early_0_33,front_L2_5,3,T6,entropy,1267,0.4538368880748749,0.9987131953239441,0.9987220764160156
all_failures,early_0_33,front_L2_5,3,T6,top1_mass,1267,0.5324133038520813,0.036768097430467606,0.03673401102423668
all_failures,early_0_33,front_L2_5,3,T6,top4_mass,1267,0.5451701283454895,0.14173489809036255,0.1416284441947937
all_failures,early_0_33,front_L2_5,3,T7,entropy,1267,0.461002916097641,0.9986913204193115,0.9987083673477173
all_failures,early_0_33,front_L2_5,3,T7,top1_mass,1267,0.5393106937408447,0.03691744804382324,0.036878470331430435
all_failures,early_0_33,front_L2_5,3,T7,top4_mass,1267,0.5550419688224792,0.14207562804222107,0.14190275967121124
all_failures,early_0_33,front_L2_5,3,T8,entropy,1267,0.44486796855926514,0.9986650347709656,0.9986889362335205
all_failures,early_0_33,front_L2_5,3,T8,top1_mass,1267,0.5229672193527222,0.03704015538096428,0.03700852766633034
all_failures,early_0_33,front_L2_5,3,T8,top4_mass,1267,0.548445999622345,0.1423954963684082,0.1422562599182129
all_failures,early_0_33,front_L2_5,3,T9,entropy,1267,0.4494640529155731,0.9985898733139038,0.9986070394515991
all_failures,early_0_33,front_L2_5,3,T9,top1_mass,1267,0.5048720836639404,0.03729419410228729,0.03728979080915451
all_failures,early_0_33,front_L2_5,3,T9,top4_mass,1267,0.5432738065719604,0.14305561780929565,0.14292660355567932
all_failures,early_0_33,front_L2_5,3,T10,entropy,1267,0.4588431417942047,0.998235821723938,0.998261034488678
all_failures,early_0_33,front_L2_5,3,T10,top1_mass,1267,0.5629621148109436,0.03847149759531021,0.03836027905344963
all_failures,early_0_33,front_L2_5,3,T10,top4_mass,1267,0.5459409356117249,0.14625172317028046,0.1460529863834381
all_failures,early_0_33,front_L2_5,4,state,entropy,1267,0.3702774941921234,0.8650921583175659,0.870406985282898
all_failures,early_0_33,front_L2_5,4,state,top1_mass,1267,0.6313073635101318,0.22610777616500854,0.21832460165023804
all_failures,early_0_33,front_L2_5,4,state,top4_mass,1267,0.6050864458084106,0.4020144045352936,0.3974635601043701
all_failures,early_0_33,front_L2_5,4,T1,entropy,1267,0.3378331959247589,0.9973456859588623,0.9974709153175354
all_failures,early_0_33,front_L2_5,4,T1,top1_mass,1267,0.6227883100509644,0.03979102894663811,0.03950733318924904
all_failures,early_0_33,front_L2_5,4,T1,top4_mass,1267,0.6559951901435852,0.15031279623508453,0.14965523779392242
all_failures,early_0_33,front_L2_5,4,T2,entropy,1267,0.4241178333759308,0.9980915784835815,0.9981513023376465
all_failures,early_0_33,front_L2_5,4,T2,top1_mass,1267,0.5774103999137878,0.03805560991168022,0.037914201617240906
all_failures,early_0_33,front_L2_5,4,T2,top4_mass,1267,0.5763747096061707,0.14555510878562927,0.14520904421806335
all_failures,early_0_33,front_L2_5,4,T3,entropy,1267,0.3881261348724365,0.9984263777732849,0.9984862208366394
all_failures,early_0_33,front_L2_5,4,T3,top1_mass,1267,0.5635653138160706,0.03738855570554733,0.03727976232767105
all_failures,early_0_33,front_L2_5,4,T3,top4_mass,1267,0.571816086769104,0.14348171651363373,0.14320515096187592
all_failures,early_0_33,front_L2_5,4,T4,entropy,1267,0.41496825218200684,0.9986205101013184,0.9986611604690552
all_failures,early_0_33,front_L2_5,4,T4,top1_mass,1267,0.5557320713996887,0.03702560067176819,0.03695272281765938
all_failures,early_0_33,front_L2_5,4,T4,top4_mass,1267,0.5873924493789673,0.14243683218955994,0.14214089512825012
all_failures,early_0_33,front_L2_5,4,T5,entropy,1267,0.45235395431518555,0.9987033605575562,0.9987303614616394
all_failures,early_0_33,front_L2_5,4,T5,top1_mass,1267,0.5191611647605896,0.03679155930876732,0.03674287348985672
all_failures,early_0_33,front_L2_5,4,T5,top4_mass,1267,0.5333279967308044,0.14179709553718567,0.1416635662317276
all_failures,early_0_33,front_L2_5,4,T6,entropy,1267,0.45204639434814453,0.9987108111381531,0.998723030090332
all_failures,early_0_33,front_L2_5,4,T6,top1_mass,1267,0.5336183905601501,0.0368221290409565,0.03677695617079735
all_failures,early_0_33,front_L2_5,4,T6,top4_mass,1267,0.5415628552436829,0.14183874428272247,0.14171874523162842
all_failures,early_0_33,front_L2_5,4,T7,entropy,1267,0.446330189704895,0.9986879825592041,0.9987064599990845
all_failures,early_0_33,front_L2_5,4,T7,top1_mass,1267,0.5584328770637512,0.03698066249489784,0.03691999986767769
all_failures,early_0_33,front_L2_5,4,T7,top4_mass,1267,0.5711141228675842,0.14220359921455383,0.1420266479253769
all_failures,early_0_33,front_L2_5,4,T8,entropy,1267,0.44535741209983826,0.998645007610321,0.9986696839332581
all_failures,early_0_33,front_L2_5,4,T8,top1_mass,1267,0.5324004292488098,0.03716111183166504,0.03710798919200897
all_failures,early_0_33,front_L2_5,4,T8,top4_mass,1267,0.5553010702133179,0.14265577495098114,0.1425083726644516
all_failures,early_0_33,front_L2_5,4,T9,entropy,1267,0.4579704701900482,0.9985532760620117,0.9985713958740234
all_failures,early_0_33,front_L2_5,4,T9,top1_mass,1267,0.5086817145347595,0.03743875026702881,0.0374186635017395
all_failures,early_0_33,front_L2_5,4,T9,top4_mass,1267,0.5516682267189026,0.14349688589572906,0.1433493196964264
all_failures,early_0_33,front_L2_5,4,T10,entropy,1267,0.45243319869041443,0.9980542063713074,0.998087465763092
all_failures,early_0_33,front_L2_5,4,T10,top1_mass,1267,0.5619303584098816,0.03909197449684143,0.0389704704284668
all_failures,early_0_33,front_L2_5,4,T10,top4_mass,1267,0.5638710856437683,0.14786919951438904,0.14763221144676208
all_failures,early_0_33,front_L2_5,5,state,entropy,1267,0.3702774941921234,0.865091860294342,0.8704066276550293
all_failures,early_0_33,front_L2_5,5,state,top1_mass,1267,0.6313073635101318,0.22610808908939362,0.21832506358623505
all_failures,early_0_33,front_L2_5,5,state,top4_mass,1267,0.6050864458084106,0.40201449394226074,0.39746394753456116
all_failures,early_0_33,front_L2_5,5,T1,entropy,1267,0.3206765949726105,0.9971231818199158,0.9972695708274841
all_failures,early_0_33,front_L2_5,5,T1,top1_mass,1267,0.6519500613212585,0.040266282856464386,0.039909254759550095
all_failures,early_0_33,front_L2_5,5,T1,top4_mass,1267,0.6802786588668823,0.15156327188014984,0.15075238049030304
all_failures,early_0_33,front_L2_5,5,T2,entropy,1267,0.3939732015132904,0.9979956150054932,0.9980716109275818
all_failures,early_0_33,front_L2_5,5,T2,top1_mass,1267,0.603579044342041,0.03825005516409874,0.038076043128967285
all_failures,early_0_33,front_L2_5,5,T2,top4_mass,1267,0.6095296740531921,0.14616115391254425,0.14568103849887848
all_failures,early_0_33,front_L2_5,5,T3,entropy,1267,0.36792242527008057,0.9983677268028259,0.998436689376831
all_failures,early_0_33,front_L2_5,5,T3,top1_mass,1267,0.5902574062347412,0.03752393275499344,0.03738469257950783
all_failures,early_0_33,front_L2_5,5,T3,top4_mass,1267,0.5925313234329224,0.14394359290599823,0.14359070360660553
all_failures,early_0_33,front_L2_5,5,T4,entropy,1267,0.40083470940589905,0.9985852837562561,0.9986324906349182
all_failures,early_0_33,front_L2_5,5,T4,top1_mass,1267,0.5640472173690796,0.037100210785865784,0.037012021988630295
all_failures,early_0_33,front_L2_5,5,T4,top4_mass,1267,0.5974867939949036,0.14271610975265503,0.14238755404949188
all_failures,early_0_33,front_L2_5,5,T5,entropy,1267,0.42493778467178345,0.9986752271652222,0.9987093210220337
all_failures,early_0_33,front_L2_5,5,T5,top1_mass,1267,0.5386370420455933,0.036890000104904175,0.036818742752075195
all_failures,early_0_33,front_L2_5,5,T5,top4_mass,1267,0.557519793510437,0.14207661151885986,0.1418706625699997
all_failures,early_0_33,front_L2_5,5,T6,entropy,1267,0.42617225646972656,0.9986805319786072,0.9987043142318726
all_failures,early_0_33,front_L2_5,5,T6,top1_mass,1267,0.5382391214370728,0.036919936537742615,0.03685997799038887
all_failures,early_0_33,front_L2_5,5,T6,top4_mass,1267,0.561370849609375,0.14212220907211304,0.14194348454475403
all_failures,early_0_33,front_L2_5,5,T7,entropy,1267,0.4252820909023285,0.9986613988876343,0.998687207698822
all_failures,early_0_33,front_L2_5,5,T7,top1_mass,1267,0.5703504085540771,0.0370786227285862,0.03699887916445732
all_failures,early_0_33,front_L2_5,5,T7,top4_mass,1267,0.5754451751708984,0.14246776700019836,0.14224611222743988
all_failures,early_0_33,front_L2_5,5,T8,entropy,1267,0.4209616482257843,0.9986085891723633,0.9986436367034912
all_failures,early_0_33,front_L2_5,5,T8,top1_mass,1267,0.548323392868042,0.037283655256032944,0.03720558062195778
all_failures,early_0_33,front_L2_5,5,T8,top4_mass,1267,0.575690507888794,0.14297212660312653,0.14274431765079498
all_failures,early_0_33,front_L2_5,5,T9,entropy,1267,0.43663135170936584,0.9985043406486511,0.9985337853431702
all_failures,early_0_33,front_L2_5,5,T9,top1_mass,1267,0.546418309211731,0.03758179768919945,0.037500347942113876
all_failures,early_0_33,front_L2_5,5,T9,top4_mass,1267,0.576013445854187,0.14387910068035126,0.1436314582824707
all_failures,early_0_33,front_L2_5,5,T10,entropy,1267,0.4114135205745697,0.9978786706924438,0.9979316592216492
all_failures,early_0_33,front_L2_5,5,T10,top1_mass,1267,0.582374632358551,0.039524227380752563,0.03936547040939331
all_failures,early_0_33,front_L2_5,5,T10,top4_mass,1267,0.5948780179023743,0.14908593893051147,0.1487148106098175
all_failures,early_0_33,front_L2_5,6,state,entropy,1267,0.3702774941921234,0.8650916814804077,0.8704066276550293
all_failures,early_0_33,front_L2_5,6,state,top1_mass,1267,0.6313073635101318,0.22610852122306824,0.2183249145746231
all_failures,early_0_33,front_L2_5,6,state,top4_mass,1267,0.6050864458084106,0.4020146429538727,0.39746397733688354
all_failures,early_0_33,front_L2_5,6,T1,entropy,1267,0.3257880210876465,0.9969130754470825,0.9970687627792358
all_failures,early_0_33,front_L2_5,6,T1,top1_mass,1267,0.6851749420166016,0.040825605392456055,0.040395624935626984
all_failures,early_0_33,front_L2_5,6,T1,top4_mass,1267,0.6881149411201477,0.15295366942882538,0.15204168856143951
all_failures,early_0_33,front_L2_5,6,T2,entropy,1267,0.3837708532810211,0.9979599714279175,0.9980375170707703
all_failures,early_0_33,front_L2_5,6,T2,top1_mass,1267,0.6013280749320984,0.03838358074426651,0.03821777179837227
all_failures,early_0_33,front_L2_5,6,T2,top4_mass,1267,0.6198039054870605,0.1465158611536026,0.14603032171726227
all_failures,early_0_33,front_L2_5,6,T3,entropy,1267,0.3626740276813507,0.9983632564544678,0.998436689376831
all_failures,early_0_33,front_L2_5,6,T3,top1_mass,1267,0.6055553555488586,0.03757171332836151,0.03741539642214775
all_failures,early_0_33,front_L2_5,6,T3,top4_mass,1267,0.6134802103042603,0.1440659761428833,0.1436730921268463
all_failures,early_0_33,front_L2_5,6,T4,entropy,1267,0.4039577543735504,0.99860018491745,0.99864661693573
all_failures,early_0_33,front_L2_5,6,T4,top1_mass,1267,0.569080650806427,0.037085745483636856,0.03700223192572594
all_failures,early_0_33,front_L2_5,6,T4,top4_mass,1267,0.5968950390815735,0.14264412224292755,0.14230960607528687
all_failures,early_0_33,front_L2_5,6,T5,entropy,1267,0.41625311970710754,0.9987004995346069,0.9987342357635498
all_failures,early_0_33,front_L2_5,6,T5,top1_mass,1267,0.537201464176178,0.036886945366859436,0.03682882711291313
all_failures,early_0_33,front_L2_5,6,T5,top4_mass,1267,0.571282148361206,0.14197616279125214,0.14175625145435333
all_failures,early_0_33,front_L2_5,6,T6,entropy,1267,0.4171716868877411,0.9987078309059143,0.998734712600708
all_failures,early_0_33,front_L2_5,6,T6,top1_mass,1267,0.5455663204193115,0.03691839426755905,0.03686352074146271
all_failures,early_0_33,front_L2_5,6,T6,top4_mass,1267,0.5513861179351807,0.142009437084198,0.14182476699352264
all_failures,early_0_33,front_L2_5,6,T7,entropy,1267,0.40948644280433655,0.9986935257911682,0.9987297058105469
all_failures,early_0_33,front_L2_5,6,T7,top1_mass,1267,0.5793006420135498,0.03704560175538063,0.036946848034858704
all_failures,early_0_33,front_L2_5,6,T7,top4_mass,1267,0.583460807800293,0.14229507744312286,0.14200641214847565
all_failures,early_0_33,front_L2_5,6,T8,entropy,1267,0.3882725238800049,0.9986222386360168,0.9986744523048401
all_failures,early_0_33,front_L2_5,6,T8,top1_mass,1267,0.5680877566337585,0.03733028843998909,0.037196509540081024
all_failures,early_0_33,front_L2_5,6,T8,top4_mass,1267,0.6025817394256592,0.1429595649242401,0.14262442290782928
all_failures,early_0_33,front_L2_5,6,T9,entropy,1267,0.4103793799877167,0.9985004663467407,0.9985467195510864
all_failures,early_0_33,front_L2_5,6,T9,top1_mass,1267,0.5859778523445129,0.037680961191654205,0.037521157413721085
all_failures,early_0_33,front_L2_5,6,T9,top4_mass,1267,0.5986951589584351,0.14405079185962677,0.14370273053646088
all_failures,early_0_33,front_L2_5,6,T10,entropy,1267,0.38451576232910156,0.9976848363876343,0.9977613091468811
all_failures,early_0_33,front_L2_5,6,T10,top1_mass,1267,0.5822975635528564,0.0400920994579792,0.03993046283721924
all_failures,early_0_33,front_L2_5,6,T10,top4_mass,1267,0.6092597246170044,0.15054801106452942,0.1500900685787201
all_failures,early_0_33,front_L2_5,7,state,entropy,1267,0.3702774941921234,0.8650916814804077,0.8704066276550293
all_failures,early_0_33,front_L2_5,7,state,top1_mass,1267,0.6313073635101318,0.22610841691493988,0.21832528710365295
all_failures,early_0_33,front_L2_5,7,state,top4_mass,1267,0.6050864458084106,0.4020148813724518,0.3974640965461731
all_failures,early_0_33,front_L2_5,7,T1,entropy,1267,0.35231640934944153,0.9966557621955872,0.9967953562736511
all_failures,early_0_33,front_L2_5,7,T1,top1_mass,1267,0.6743080019950867,0.04151223972439766,0.04107104241847992
all_failures,early_0_33,front_L2_5,7,T1,top4_mass,1267,0.6617027521133423,0.15453128516674042,0.15367475152015686
all_failures,early_0_33,front_L2_5,7,T2,entropy,1267,0.3848172128200531,0.9979137182235718,0.9979754090309143
all_failures,early_0_33,front_L2_5,7,T2,top1_mass,1267,0.6091750860214233,0.03850161284208298,0.03837675601243973
