feature_row,source_run,episode_index,offset,inference_calls,init_state_id,flow_noise_seed,suite,task_name,run_id,checkpoint_sha256,success,primary_failure_reason,completion_state,confidence,run_regime,matched_success_controls,primary_analysis
2151,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,151,3053,30,18,1015,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_outside_goal,none,medium,observational,4,True
2152,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,192,3818,18,24,1008,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2153,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,193,3836,18,24,1009,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2154,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,194,3854,18,24,1010,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2155,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,195,3872,19,24,1011,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2156,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,196,3891,30,24,1012,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,6,True
2157,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,197,3921,30,24,1013,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,6,True
2158,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,198,3951,18,24,1014,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2159,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,199,3969,18,24,1015,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2160,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,200,3987,18,25,1008,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2161,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,201,4005,20,25,1009,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2162,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,202,4025,19,25,1010,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2163,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,203,4044,19,25,1011,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2164,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,204,4063,30,25,1012,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,6,True
2165,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,205,4093,19,25,1013,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2166,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,206,4112,30,25,1014,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_moved_but_goal_unmet,none,medium,observational,6,True
2167,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,207,4142,19,25,1015,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2168,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,208,4161,30,26,1008,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,7,True
2169,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,209,4191,19,26,1009,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2170,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,210,4210,18,26,1010,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2171,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,211,4228,18,26,1011,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2172,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,212,4246,19,26,1012,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2173,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,213,4265,18,26,1013,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2174,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,214,4283,19,26,1014,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2175,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,215,4302,18,26,1015,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2176,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,216,4320,18,27,1008,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2177,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,217,4338,18,27,1009,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2178,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,218,4356,30,27,1010,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_outside_goal,none,medium,observational,3,True
2179,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,219,4386,30,27,1011,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,3,True
2180,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,220,4416,30,27,1012,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,3,True
2181,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,221,4446,18,27,1013,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2182,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,222,4464,30,27,1014,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,3,True
2183,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,223,4494,30,27,1015,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,3,True
2184,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,224,4524,17,28,1008,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2185,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,225,4541,18,28,1009,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2186,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,226,4559,17,28,1010,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2187,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,227,4576,17,28,1011,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2188,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,228,4593,18,28,1012,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2189,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,229,4611,30,28,1013,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,7,True
2190,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,230,4641,18,28,1014,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2191,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,231,4659,17,28,1015,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2192,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,256,5132,30,32,1008,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,6,True
2193,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,257,5162,19,32,1009,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2194,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,258,5181,19,32,1010,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2195,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,259,5200,18,32,1011,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2196,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,260,5218,18,32,1012,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2197,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,261,5236,19,32,1013,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2198,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,262,5255,30,32,1014,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,6,True
2199,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,263,5285,18,32,1015,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2200,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,320,6356,30,40,1008,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,1,True
2201,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,321,6386,30,40,1009,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,1,True
2202,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,322,6416,30,40,1010,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,1,True
2203,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,323,6446,30,40,1011,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,1,True
2204,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,324,6476,18,40,1012,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2205,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,325,6494,30,40,1013,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,1,True
2206,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,326,6524,30,40,1014,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,1,True
2207,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,327,6554,30,40,1015,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,1,True
2208,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,352,7024,18,44,1008,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2209,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,353,7042,30,44,1009,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_outside_goal,none,medium,observational,4,True
2210,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,354,7072,30,44,1010,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,4,True
2211,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,355,7102,30,44,1011,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,4,True
2212,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,356,7132,18,44,1012,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2213,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,357,7150,18,44,1013,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2214,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,358,7168,30,44,1014,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,4,True
2215,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,359,7198,18,44,1015,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2216,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,360,7216,30,45,1008,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,2,True
2217,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,361,7246,30,45,1009,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,2,True
2218,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,362,7276,18,45,1010,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2219,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,363,7294,30,45,1011,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,2,True
2220,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,364,7324,30,45,1012,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,2,True
2221,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,365,7354,30,45,1013,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,2,True
2222,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,366,7384,30,45,1014,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_released_or_dropped_before_goal,none,medium,observational,2,True
2223,cache_new/HiMoE-VLA/libero_goal/open_the_top_drawer_and_put_the_bowl_inside/right-50x8b-20260903,367,7414,18,45,1015,goal,open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2224,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,72,1065,16,9,1000,goal,push_the_plate_to_the_front_of_the_stove,right-50x8-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2225,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,73,1081,20,9,1001,goal,push_the_plate_to_the_front_of_the_stove,right-50x8-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2226,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,74,1101,15,9,1002,goal,push_the_plate_to_the_front_of_the_stove,right-50x8-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2227,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,75,1116,15,9,1003,goal,push_the_plate_to_the_front_of_the_stove,right-50x8-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2228,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,76,1131,22,9,1004,goal,push_the_plate_to_the_front_of_the_stove,right-50x8-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2229,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,77,1153,21,9,1005,goal,push_the_plate_to_the_front_of_the_stove,right-50x8-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2230,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,78,1174,15,9,1006,goal,push_the_plate_to_the_front_of_the_stove,right-50x8-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2231,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,79,1189,30,9,1007,goal,push_the_plate_to_the_front_of_the_stove,right-50x8-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,False,object_moved_but_goal_unmet,none,medium,observational,7,True
2232,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,240,3383,15,30,1000,goal,push_the_plate_to_the_front_of_the_stove,right-50x8-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
2233,cache_new/HiMoE-VLA/libero_goal/push_the_plate_to_the_front_of_the_stove/right-50x8-20260903,241,3398,13,30,1001,goal,push_the_plate_to_the_front_of_the_stove,right-50x8-20260903,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,success,success,success,observational,,False
