cohort,bundle,detector,suite,n_risk,n_safe,window_tp,window_fp,window_recall,window_precision,window_fpr,any_recall,any_precision,task_lift
external_8b,moe-circuit-analogy-0906,circuit|dd_deficit|global,libero_goal,106,3894,0,0,0.0,,0.0,0.0,,
external_8b,moe-circuit-analogy-0906,circuit|dd_deficit|global,libero_long,274,3726,27,62,0.09854014598540146,0.30337078651685395,0.016639828234031134,0.14963503649635038,0.39805825242718446,1.2361532812185008
external_8b,moe-circuit-analogy-0906,circuit|dd_deficit|global,libero_object,44,3556,0,0,0.0,,0.0,0.0,,
external_8b,moe-circuit-analogy-0906,circuit|dd_deficit|global,libero_spatial,140,3860,0,0,0.0,,0.0,0.0,,
external_8b,moe-circuit-analogy-0906,circuit|dd_deficit|per_task,libero_goal,106,3894,22,0,0.20754716981132076,1.0,0.0,0.36792452830188677,1.0,1.0260828243699922
external_8b,moe-circuit-analogy-0906,circuit|dd_deficit|per_task,libero_long,274,3726,8,9,0.029197080291970802,0.47058823529411764,0.0024154589371980675,0.08759124087591241,0.7058823529411765,1.14452196120583
external_8b,moe-circuit-analogy-0906,circuit|dd_deficit|per_task,libero_object,44,3556,0,0,0.0,,0.0,0.0,,
external_8b,moe-circuit-analogy-0906,circuit|dd_deficit|per_task,libero_spatial,140,3860,0,0,0.0,,0.0,0.2785714285714286,1.0,1.0050749345809213
external_8b,moe-circuit-analogy-0906,circuit|fiedler|global,libero_goal,106,3894,0,0,0.0,,0.0,0.009433962264150943,1.0,1.0555555555555556
external_8b,moe-circuit-analogy-0906,circuit|fiedler|global,libero_long,274,3726,8,3,0.029197080291970802,0.7272727272727273,0.0008051529790660225,0.05474452554744526,0.75,1.027437015963283
external_8b,moe-circuit-analogy-0906,circuit|fiedler|global,libero_object,44,3556,0,0,0.0,,0.0,0.0,,
external_8b,moe-circuit-analogy-0906,circuit|fiedler|global,libero_spatial,140,3860,0,0,0.0,,0.0,0.0,,
external_8b,moe-circuit-analogy-0906,circuit|fiedler|per_task,libero_goal,106,3894,24,1,0.22641509433962265,0.96,0.00025680534155110427,0.27358490566037735,0.9666666666666667,1.1060491675666766
external_8b,moe-circuit-analogy-0906,circuit|fiedler|per_task,libero_long,274,3726,10,4,0.0364963503649635,0.7142857142857143,0.0010735373054213634,0.11678832116788321,0.8421052631578947,1.1824182205759846
external_8b,moe-circuit-analogy-0906,circuit|fiedler|per_task,libero_object,44,3556,0,2,0.0,0.0,0.0005624296962879641,0.022727272727272728,0.3333333333333333,1.3201320132013201
external_8b,moe-circuit-analogy-0906,circuit|fiedler|per_task,libero_spatial,140,3860,4,1,0.02857142857142857,0.8,0.00025906735751295336,0.05714285714285714,0.8888888888888888,1.0360297858563432
external_8b,moe-circuit-analogy-0906,circuit|foster_residual|global,libero_goal,106,3894,0,0,0.0,,0.0,0.0,,
external_8b,moe-circuit-analogy-0906,circuit|foster_residual|global,libero_long,274,3726,0,0,0.0,,0.0,0.0036496350364963502,1.0,1.0927152317880795
external_8b,moe-circuit-analogy-0906,circuit|foster_residual|global,libero_object,44,3556,0,0,0.0,,0.0,0.0,,
external_8b,moe-circuit-analogy-0906,circuit|foster_residual|global,libero_spatial,140,3860,0,0,0.0,,0.0,0.0,,
external_8b,moe-circuit-analogy-0906,circuit|gap_ratio|global,libero_goal,106,3894,15,7,0.14150943396226415,0.6818181818181818,0.0017976373908577298,0.2358490566037736,0.78125,1.0299880174691103
external_8b,moe-circuit-analogy-0906,circuit|gap_ratio|global,libero_long,274,3726,2,6,0.0072992700729927005,0.25,0.001610305958132045,0.051094890510948905,0.7,1.0841556180663763
external_8b,moe-circuit-analogy-0906,circuit|gap_ratio|global,libero_object,44,3556,0,2,0.0,0.0,0.0005624296962879641,0.0,0.0,0.0
external_8b,moe-circuit-analogy-0906,circuit|gap_ratio|global,libero_spatial,140,3860,0,0,0.0,,0.0,0.0,,
external_8b,moe-circuit-analogy-0906,circuit|gap_ratio|per_task,libero_goal,106,3894,12,3,0.11320754716981132,0.8,0.0007704160246533128,0.1792452830188679,0.8636363636363636,0.999707060330239
external_8b,moe-circuit-analogy-0906,circuit|gap_ratio|per_task,libero_long,274,3726,3,4,0.010948905109489052,0.42857142857142855,0.0010735373054213634,0.058394160583941604,0.8,1.0692095618886563
external_8b,moe-circuit-analogy-0906,circuit|gap_ratio|per_task,libero_object,44,3556,0,8,0.0,0.0,0.0022497187851518562,0.0,0.0,0.0
external_8b,moe-circuit-analogy-0906,circuit|gap_ratio|per_task,libero_spatial,140,3860,2,1,0.014285714285714285,0.6666666666666666,0.00025906735751295336,0.014285714285714285,0.6666666666666666,1.3329532497149374
external_8b,moe-circuit-analogy-0906,circuit|ground_leak_cv|global,libero_goal,106,3894,0,2,0.0,0.0,0.0005136106831022085,0.009433962264150943,0.3333333333333333,1.0
external_8b,moe-circuit-analogy-0906,circuit|ground_leak_cv|global,libero_long,274,3726,8,7,0.029197080291970802,0.5333333333333333,0.001878690284487386,0.05474452554744526,0.6818181818181818,1.4039979601113164
external_8b,moe-circuit-analogy-0906,circuit|ground_leak_cv|global,libero_object,44,3556,0,0,0.0,,0.0,0.0,,
external_8b,moe-circuit-analogy-0906,circuit|ground_leak_cv|global,libero_spatial,140,3860,0,0,0.0,,0.0,0.0,,
external_8b,moe-circuit-analogy-0906,circuit|ground_leak_cv|per_task,libero_goal,106,3894,17,2,0.16037735849056603,0.8947368421052632,0.0005136106831022085,0.20754716981132076,0.9166666666666666,1.0267775506360726
external_8b,moe-circuit-analogy-0906,circuit|ground_leak_cv|per_task,libero_long,274,3726,3,3,0.010948905109489052,0.5,0.0008051529790660225,0.05474452554744526,0.8333333333333334,1.3223652816458538
external_8b,moe-circuit-analogy-0906,circuit|ground_leak_cv|per_task,libero_object,44,3556,0,0,0.0,,0.0,0.0,,
external_8b,moe-circuit-analogy-0906,circuit|ground_leak_cv|per_task,libero_spatial,140,3860,1,5,0.007142857142857143,0.16666666666666666,0.0012953367875647669,0.10714285714285714,0.75,1.012706838916215
external_8b,moe-circuit-analogy-0906,circuit|ground_leak_mean|global,libero_goal,106,3894,1,0,0.009433962264150943,1.0,0.0,0.08490566037735849,1.0,1.017857142857143
external_8b,moe-circuit-analogy-0906,circuit|ground_leak_mean|global,libero_long,274,3726,11,7,0.040145985401459854,0.6111111111111112,0.001878690284487386,0.08759124087591241,0.75,1.2407539154318306
external_8b,moe-circuit-analogy-0906,circuit|ground_leak_mean|global,libero_object,44,3556,0,0,0.0,,0.0,0.0,,
external_8b,moe-circuit-analogy-0906,circuit|ground_leak_mean|global,libero_spatial,140,3860,0,0,0.0,,0.0,0.0,,
