bundle,cohort,detector,alarms,tp,fp,precision,suite_prior,suite_lift,task_prior,task_lift,lp_suite_tp,lp_suite_fp,lp_suite_precision,lp_suite_lift,lp_task_tp,lp_task_fp,lp_task_precision,lp_task_lift,inflation
moe-combination-rules-0906,development_main,action_consensus|global|0.995,9,9,0,1.0,0.282488521270008,3.539966847163254,0.9722222222222222,1.0285714285714287,8,0,1.0,4.767609116055911,0,0,,,3.441634434742052
moe-combination-rules-0906,development_main,action_consensus|global|selected,21,15,6,0.7142857142857143,0.208327392940707,3.428669193249158,0.6726190476190477,1.0619469026548671,13,6,0.6842105263157895,4.227402580020124,0,6,0.0,0.0,3.228663490309624
moe-combination-rules-0906,development_main,action_consensus|per_task|0.5,787,312,475,0.39644218551461247,0.2846457503702875,1.3927563822712694,0.3206529432689109,1.2363591036248247,86,448,0.16104868913857678,3.20997521974624,59,451,0.11568627450980393,3.399600568653158,1.1264982626713473
moe-combination-rules-0906,development_main,action_consensus|per_task|0.6,608,288,320,0.47368421052631576,0.34597202825042705,1.3691401958757372,0.3903831386535148,1.2133828632048962,73,294,0.1989100817438692,3.7855333954892045,50,298,0.14367816091954022,3.9152015493641756,1.1283661879478344
moe-combination-rules-0906,development_main,action_consensus|per_task|0.7,482,265,217,0.549792531120332,0.41025859409408405,1.3401121610489621,0.45885924737934125,1.198172498996878,59,198,0.22957198443579765,4.177438943719946,40,201,0.16597510373443983,4.29218046789654,1.118463461789448
moe-combination-rules-0906,development_main,action_consensus|per_task|0.75,421,244,177,0.5795724465558195,0.43138051189357357,1.3435295071901778,0.484827679482785,1.1954194677459595,54,158,0.25471698113207547,4.466938176169849,37,162,0.18592964824120603,4.503735799701726,1.123897965057813
moe-combination-rules-0906,development_main,action_consensus|per_task|0.8,353,225,128,0.6373937677053825,0.47591763234806145,1.3392942904019698,0.5354648111957214,1.1903560315794577,51,110,0.3167701863354037,4.772685410238072,35,115,0.23333333333333334,4.979893757986263,1.1251207662844276
moe-combination-rules-0906,development_main,action_consensus|per_task|0.85,277,207,70,0.7472924187725631,0.5663587568550065,1.3194682870664565,0.6401095569432436,1.1674445579927861,43,55,0.4387755102040816,5.601949841388722,29,55,0.34523809523809523,7.26896942477701,1.130219227999185
moe-combination-rules-0906,development_main,action_consensus|per_task|0.9,217,171,46,0.7880184331797235,0.5879413514301796,1.3403010883021789,0.6728163779059365,1.1712236191876604,40,35,0.5333333333333333,6.129881943810836,23,34,0.40350877192982454,7.389559277150713,1.1443596819126545
moe-combination-rules-0906,development_main,action_consensus|per_task|0.925,174,131,43,0.7528735632183908,0.5341114890079893,1.4095812928808376,0.6337737770386024,1.1879216062493134,37,31,0.5441176470588235,6.022273043339892,20,30,0.4,7.407049997709653,1.186594540805922
moe-combination-rules-0906,development_main,action_consensus|per_task|0.95,145,111,34,0.7655172413793103,0.5349431440144673,1.4310254275519927,0.6433993832433947,1.1898010183353238,34,21,0.6181818181818182,6.550610028019763,17,21,0.4473684210526316,7.595791769360618,1.202743488616417
moe-combination-rules-0906,development_main,action_consensus|per_task|0.96,121,98,23,0.8099173553719008,0.5492864714780666,1.474489901767481,0.6688527484344483,1.2109053259744176,30,14,0.6818181818181818,7.51396049421365,15,13,0.5357142857142857,10.03443692340811,1.2176756267720241
moe-combination-rules-0906,development_main,action_consensus|per_task|0.975,87,74,13,0.8505747126436781,0.5374385121730658,1.5826456299242215,0.6685233876936508,1.272318558035926,25,8,0.7575757575757576,8.654925034697783,13,6,0.6842105263157895,12.315686224308914,1.2439067401228088
moe-combination-rules-0906,development_main,action_consensus|per_task|0.98,75,64,11,0.8533333333333334,0.5180286932415268,1.6472704011695998,0.6606003693454261,1.2917542480015294,23,6,0.7931034482758621,8.387504894760227,11,5,0.6875,10.337788397137578,1.275219650887999
moe-combination-rules-0906,development_main,action_consensus|per_task|0.99,35,29,6,0.8285714285714286,0.5221844454000443,1.5867409224276339,0.6275253894102373,1.3203791313529785,10,2,0.8333333333333334,8.099918172734608,8,2,0.8,14.853288904398811,1.2017312942546412
moe-combination-rules-0906,development_main,action_consensus|per_task|0.995,17,15,2,0.8823529411764706,0.6705488994741815,1.3158666606840719,0.7251915161750241,1.2167171312626275,3,1,0.75,11.615018466204804,2,2,0.5,8.050466113022708,1.0814893839117343
moe-combination-rules-0906,development_main,action_consensus|per_task|selected,145,111,34,0.7655172413793103,0.5349431440144673,1.4310254275519927,0.6433993832433947,1.1898010183353238,34,21,0.6181818181818182,6.550610028019763,17,21,0.4473684210526316,7.595791769360618,1.202743488616417
moe-combination-rules-0906,development_main,conditional_effective_rank|global|0.5,2837,346,2491,0.12195981670778992,0.0959325540721957,1.2713079296940948,0.1168494910245378,1.0437342571066826,252,2454,0.09312638580931264,1.2665009530329372,79,2188,0.03484781649757389,0.923184095054476,1.2180379450400196
moe-combination-rules-0906,development_main,conditional_effective_rank|global|0.6,1886,303,1583,0.1606574761399788,0.10761186842562322,1.4929345479306353,0.15223475048366777,1.055327220818841,218,1553,0.12309429700734048,1.5539456528122624,50,1284,0.037481259370314844,0.9147496834044473,1.4146650616784524
moe-combination-rules-0906,development_main,conditional_effective_rank|global|0.7,1220,257,963,0.21065573770491802,0.12638555679849786,1.6667706583021655,0.20400889395614644,1.0325811469288215,172,936,0.1552346570397112,1.8124577511218434,24,682,0.0339943342776204,0.8348383917072284,1.6141788597047282
moe-combination-rules-0906,development_main,conditional_effective_rank|global|0.75,911,226,685,0.24807903402854006,0.14003178626375154,1.7715908698135168,0.24349126332848237,1.0188416234625575,149,660,0.1841779975278121,2.0277010838117815,15,416,0.03480278422273782,0.852086901482782,1.7388285176185903
moe-combination-rules-0906,development_main,conditional_effective_rank|global|0.8,574,184,390,0.3205574912891986,0.16642400628803214,1.9261493485164976,0.30723887938874717,1.0433493701283798,118,371,0.24130879345603273,2.4964470208930645,9,180,0.047619047619047616,1.1536176151514104,1.8461211590893019
moe-combination-rules-0906,development_main,conditional_effective_rank|global|0.85,268,114,154,0.4253731343283582,0.19563294924462227,2.1743430029082957,0.38726210859692556,1.098411450243638,71,140,0.33649289099526064,3.2181734770278805,3,40,0.06976744186046512,1.397257192044543,1.9795341740346992
moe-combination-rules-0906,development_main,conditional_effective_rank|global|0.9,114,63,51,0.5526315789473685,0.22155471114467354,2.494334587119225,0.43526050035083924,1.2696570869672827,40,45,0.47058823529411764,4.350733997310136,0,10,0.0,0.0,1.9645734369720418
moe-combination-rules-0906,development_main,conditional_effective_rank|global|0.925,62,42,20,0.6774193548387096,0.22657068539306316,2.9898808562259394,0.47216707014049336,1.4347026670816825,27,17,0.6136363636363636,5.439089227595116,0,1,0.0,0.0,2.083972466788281
moe-combination-rules-0906,development_main,conditional_effective_rank|global|0.95,31,21,10,0.6774193548387096,0.20302835184866314,3.336575156476946,0.4592507341041017,1.475053395745153,15,8,0.6521739130434783,6.01459924785868,0,1,0.0,0.0,2.2620029661986627
moe-combination-rules-0906,development_main,conditional_effective_rank|global|0.96,23,16,7,0.6956521739130435,0.18872693540413946,3.6860248507897158,0.44307973255178223,1.5700383538345288,12,6,0.6666666666666666,6.64133549848711,0,1,0.0,0.0,2.347729176034
moe-combination-rules-0906,development_main,conditional_effective_rank|global|0.975,9,6,3,0.6666666666666666,0.20708510117845402,3.2192884127003016,0.49502525252525253,1.3467326429628117,4,2,0.6666666666666666,6.991423570388828,0,0,,,2.3904435891728797
moe-combination-rules-0906,development_main,conditional_effective_rank|global|0.98,7,5,2,0.7142857142857143,0.18578217238335198,3.8447484229639772,0.4591991341991342,1.5555031817110534,4,1,0.8,8.83316451628677,0,0,,,2.471707205853963
moe-combination-rules-0906,development_main,conditional_effective_rank|global|0.99,1,0,1,0.0,0.4036363636363636,0.0,0.7166666666666667,0.0,0,0,,,0,0,,,1.7755255255255256
moe-combination-rules-0906,development_main,conditional_effective_rank|global|selected,62,42,20,0.6774193548387096,0.22657068539306316,2.9898808562259394,0.47216707014049336,1.4347026670816825,27,17,0.6136363636363636,5.439089227595116,0,1,0.0,0.0,2.083972466788281
moe-combination-rules-0906,development_main,conditional_effective_rank|per_task|0.5,391,181,210,0.4629156010230179,0.40947298771333934,1.1305156015495026,0.45641148211711824,1.0142505593324023,26,187,0.12206572769953052,1.8753626830302976,6,186,0.03125,0.9947740226420582,1.114631479516884
moe-combination-rules-0906,development_main,conditional_effective_rank|per_task|0.6,306,173,133,0.565359477124183,0.49149626916782224,1.1502823369980455,0.5540236648231173,1.020460881043204,26,115,0.18439716312056736,2.498512867892426,6,115,0.049586776859504134,1.4443269665487322,1.127218454295011
moe-combination-rules-0906,development_main,conditional_effective_rank|per_task|0.7,252,159,93,0.6309523809523809,0.5342287552038686,1.1810528257910815,0.6093998064545817,1.0353668876647495,26,81,0.24299065420560748,2.9064809654613093,6,82,0.06818181818181818,1.5678999595344243,1.1407094816938987
moe-combination-rules-0906,development_main,conditional_effective_rank|per_task|0.75,225,151,74,0.6711111111111111,0.5620229005454729,1.1940992270239563,0.6443320519281689,1.0415609608474476,26,64,0.28888888888888886,3.1691246967805755,6,65,0.08450704225352113,1.7040942900012326,1.1464515970840523
moe-combination-rules-0906,development_main,conditional_effective_rank|per_task|0.8,207,147,60,0.7101449275362319,0.589274798992169,1.2051167447696491,0.676807908430701,1.0492562493585937,26,51,0.33766233766233766,3.405770314344149,6,52,0.10344827586206896,2.005123954734303,1.148543785663733
moe-combination-rules-0906,development_main,conditional_effective_rank|per_task|0.85,176,135,41,0.7670454545454546,0.6256405609751374,1.2260161862746244,0.7235095970565095,1.0601731582636418,26,36,0.41935483870967744,3.8115540133194017,6,36,0.14285714285714285,2.4013648635114277,1.1564301328686735
moe-combination-rules-0906,development_main,conditional_effective_rank|per_task|0.9,138,118,20,0.855072463768116,0.6713141051391751,1.2737293276309822,0.7957863998993704,1.0744999711935797,26,16,0.6190476190476191,4.407965125427506,6,16,0.2727272727272727,3.351063829787234,1.1854158788074176
moe-combination-rules-0906,development_main,conditional_effective_rank|per_task|0.925,113,102,11,0.9026548672566371,0.6924167070033318,1.3036295313600712,0.836723758596915,1.0787967450216553,25,8,0.7575757575757576,4.68118789557249,6,8,0.42857142857142855,3.6710604953848196,1.2084107014374637
moe-combination-rules-0906,development_main,conditional_effective_rank|per_task|0.95,85,80,5,0.9411764705882353,0.6894804347509027,1.3650517449828232,0.8860165361145754,1.062256100451072,20,4,0.8333333333333334,4.535088121066788,2,4,0.3333333333333333,2.413239916186485,1.2850495698760152
moe-combination-rules-0906,development_main,conditional_effective_rank|per_task|0.96,73,68,5,0.9315068493150684,0.6535751439206348,1.425248279374871,0.8882898557556093,1.048651904870283,19,4,0.8260869565217391,4.42041464878693,1,4,0.2,1.436506080449018,1.3591242935387342
moe-combination-rules-0906,development_main,conditional_effective_rank|per_task|0.975,50,48,2,0.96,0.7183633191358205,1.3363711292426017,0.9021412846412846,1.064134871492686,8,1,0.8888888888888888,4.579779995763589,1,1,0.5,2.8306451612903225,1.2558287159296302
moe-combination-rules-0906,development_main,conditional_effective_rank|per_task|0.98,42,41,1,0.9761904761904762,0.7441055293185579,1.311897893144886,0.9322330447330446,1.0471528355552118,5,0,1.0,4.729308890479426,0,0,,,1.252823703093258
moe-combination-rules-0906,development_main,conditional_effective_rank|per_task|0.99,23,22,1,0.9565217391304348,0.6326960125546893,1.5118188200178588,0.9340579710144928,1.0240496508921644,5,0,1.0,4.729308890479426,0,0,,,1.4763139840931971
moe-combination-rules-0906,development_main,conditional_effective_rank|per_task|0.995,17,16,1,0.9411764705882353,0.7137892507372046,1.3185635250407375,0.946078431372549,0.9948186528497409,3,0,1.0,4.805606000789578,0,0,,,1.3254310434003247
moe-combination-rules-0906,development_main,conditional_effective_rank|per_task|selected,138,118,20,0.855072463768116,0.6713141051391751,1.2737293276309822,0.7957863998993704,1.0744999711935797,26,16,0.6190476190476191,4.407965125427506,6,16,0.2727272727272727,3.351063829787234,1.1854158788074176
moe-combination-rules-0906,development_main,conditional_energy|global|0.5,2683,265,2418,0.0987700335445397,0.08205875564015794,1.2036501501151644,0.09551590139522682,1.0340690094715004,199,2404,0.07645024971187092,1.1750640569462372,65,2158,0.029239766081871343,1.03038753212758,1.1639940265982198
moe-combination-rules-0906,development_main,conditional_energy|global|0.6,1696,231,1465,0.13620283018867924,0.10156396219719639,1.341054713129723,0.1303069237297078,1.0452463022701783,138,1450,0.08690176322418136,1.2633615181590305,23,1245,0.018138801261829655,0.722424706414018,1.283003546835876
moe-combination-rules-0906,development_main,conditional_energy|global|0.7,1060,197,863,0.18584905660377357,0.11981074216838498,1.5511885932780276,0.17155833781895197,1.083299470993376,104,849,0.10912906610703044,1.5280942481232256,9,684,0.012987012987012988,0.583861825701665,1.4319111518217593
moe-combination-rules-0906,development_main,conditional_energy|global|0.75,793,175,618,0.22068095838587642,0.13368215771694636,1.6507884234868357,0.19565062112288487,1.1279338502445664,84,603,0.1222707423580786,1.7154274417850024,6,472,0.012552301255230125,0.5451631740960208,1.4635507420305724
moe-combination-rules-0906,development_main,conditional_energy|global|0.8,571,154,417,0.26970227670753066,0.15712035800208982,1.7165329823392041,0.23701919132144772,1.1378921479052633,65,403,0.1388888888888889,1.9355757313488222,4,295,0.013377926421404682,0.6061094572160309,1.5085199291507163
moe-combination-rules-0906,development_main,conditional_energy|global|0.85,336,112,224,0.3333333333333333,0.1872830888646595,1.7798367986883072,0.2846589251926688,1.1709920323338525,41,211,0.1626984126984127,2.1812067438646956,1,144,0.006896551724137931,0.3196160852887218,1.519939290398922
moe-combination-rules-0906,development_main,conditional_energy|global|0.9,148,78,70,0.527027027027027,0.26494635588040305,1.9891839058353658,0.38433199721101735,1.3712806397893094,27,59,0.313953488372093,3.8849351873487703,1,43,0.022727272727272728,1.0525156140098133,1.4506030699456196
moe-combination-rules-0906,development_main,conditional_energy|global|0.925,91,61,30,0.6703296703296703,0.3497441726983279,1.9166285606933147,0.48297167269885716,1.3879275084268445,16,21,0.43243243243243246,4.966106474392989,1,20,0.047619047619047616,2.3840373153666743,1.3809284339826433
moe-combination-rules-0906,development_main,conditional_energy|global|0.95,52,40,12,0.7692307692307693,0.5114274395755106,1.5040858383923197,0.6457201780807615,1.1912757187131915,4,4,0.5,4.725330698355412,1,4,0.2,7.044410413476264,1.2625841480400721
moe-combination-rules-0906,development_main,conditional_energy|global|0.96,43,35,8,0.813953488372093,0.5472177048247442,1.487439973516163,0.6928246064491227,1.1748334005395424,2,2,0.5,3.495901306582251,1,2,0.3333333333333333,7.876712328767123,1.2660858746721502
moe-combination-rules-0906,development_main,conditional_energy|global|0.975,32,26,6,0.8125,0.5362986483126245,1.5150140738866256,0.744693620121889,1.0910527202677158,2,0,1.0,4.836442378369788,1,0,1.0,11.5,1.388580080268606
moe-combination-rules-0906,development_main,conditional_energy|global|0.98,29,24,5,0.8275862068965517,0.5388000099440841,1.5359803111036272,0.7688043170045564,1.0764588447175003,2,0,1.0,4.619300106044539,1,0,1.0,9.5,1.4268825219293182
moe-combination-rules-0906,development_main,conditional_energy|global|0.99,20,16,4,0.8,0.5523450522292097,1.4483699940305061,0.7941210492783831,1.0074030914140346,0,0,,,1,0,1.0,9.5,1.4377263742535387
moe-combination-rules-0906,development_main,conditional_energy|global|0.995,17,14,3,0.8235294117647058,0.5444862207066975,1.5124889858476742,0.7912497431047921,1.0407958030207394,0,0,,,1,0,1.0,9.5,1.4532043475366856
moe-combination-rules-0906,development_main,conditional_energy|global|selected,32,26,6,0.8125,0.5362986483126245,1.5150140738866256,0.744693620121889,1.0910527202677158,2,0,1.0,4.836442378369788,1,0,1.0,11.5,1.388580080268606
moe-combination-rules-0906,development_main,conditional_energy|per_task|0.5,1118,117,1001,0.10465116279069768,0.08242354925988603,1.2696755202900418,0.09244439574573338,1.132044424613243,71,970,0.06820365033621517,1.6472243784903102,41,982,0.04007820136852395,1.5114076508995657,1.1215774687674642
moe-combination-rules-0906,development_main,conditional_energy|per_task|0.6,724,100,624,0.13812154696132597,0.09867408497079119,1.399775300700399,0.12082879874652311,1.1431177698876236,57,599,0.08689024390243902,2.0616971346138433,29,608,0.04552590266875981,1.711266974760672,1.2245241370344604
moe-combination-rules-0906,development_main,conditional_energy|per_task|0.7,467,74,393,0.15845824411134904,0.11594069139767854,1.366718122870551,0.15200972931744577,1.042421724075547,38,377,0.09156626506024096,1.9793668148658352,11,380,0.028132992327365727,1.1771127972538882,1.3110990411127514
moe-combination-rules-0906,development_main,conditional_energy|per_task|0.75,333,67,266,0.2012012012012012,0.1354034814820914,1.4859381679031074,0.1878484260545192,1.0710827097524183,34,252,0.11888111888111888,2.3690192687600997,10,255,0.03773584905660377,1.6209312464606882,1.387323457258108
moe-combination-rules-0906,development_main,conditional_energy|per_task|0.8,221,60,161,0.27149321266968324,0.16595861587028063,1.6359091165347652,0.25031548627379485,1.0846041398042956,32,149,0.17679558011049723,2.9665437216965573,8,151,0.050314465408805034,2.099478650788374,1.5083006384522433
moe-combination-rules-0906,development_main,conditional_energy|per_task|0.85,136,47,89,0.34558823529411764,0.18536871446417696,1.8643288124054156,0.31847626112171906,1.0851302827937828,28,81,0.25688073394495414,3.587196091042449,5,81,0.05813953488372093,2.463199341340056,1.7180691037443943
moe-combination-rules-0906,development_main,conditional_energy|per_task|0.9,77,37,40,0.4805194805194805,0.24826537424796463,1.935507446316469,0.45850956728292414,1.0480031711595128,20,34,0.37037037037037035,3.8865503659122784,3,33,0.08333333333333333,2.700841318009551,1.8468526618817571
moe-combination-rules-0906,development_main,conditional_energy|per_task|0.925,57,31,26,0.543859649122807,0.2301694084573756,2.362866780463238,0.5039618247623001,1.079168346489985,19,23,0.4523809523809524,4.157081228114178,2,22,0.08333333333333333,2.8728406037680196,2.1895256547771305
moe-combination-rules-0906,development_main,conditional_energy|per_task|0.95,31,26,5,0.8387096774193549,0.3155289286093221,2.658107074732975,0.7715388003456417,1.0870609190926255,15,4,0.7894736842105263,4.879139302686475,1,3,0.25,2.4764800956018553,2.4452236558662315
moe-combination-rules-0906,development_main,conditional_energy|per_task|0.96,27,24,3,0.8888888888888888,0.3433774980043754,2.5886637710825258,0.803314435177012,1.1065267222454684,13,2,0.8666666666666667,5.1381531148303585,1,2,0.3333333333333333,2.6666445276502477,2.339449847021647
moe-combination-rules-0906,development_main,conditional_energy|per_task|0.975,20,18,2,0.9,0.3553238187509348,2.53290084285303,0.8148152409136236,1.1045448769353674,8,1,0.8888888888888888,4.801376656934442,0,1,0.0,0.0,2.293162456088458
moe-combination-rules-0906,development_main,conditional_energy|per_task|0.98,14,13,1,0.9285714285714286,0.37964140931560547,2.445917135976818,0.7684173771293524,1.2084206529013939,4,0,1.0,5.697366985806014,0,1,0.0,0.0,2.024061017249432
moe-combination-rules-0906,development_main,conditional_energy|per_task|0.99,7,6,1,0.8571428571428571,0.3992440726210213,2.1469144213356723,0.6549578726369253,1.3086992201374954,0,0,,,0,1,0.0,0.0,1.6404949191534721
moe-combination-rules-0906,development_main,conditional_energy|per_task|0.995,3,2,1,0.6666666666666666,0.39094622862064726,1.7052643505958036,0.5871069182389937,1.1355115158007498,0,0,,,0,1,0.0,0.0,1.501758746491682
moe-combination-rules-0906,development_main,conditional_energy|per_task|selected,31,26,5,0.8387096774193549,0.3155289286093221,2.658107074732975,0.7715388003456417,1.0870609190926255,15,4,0.7894736842105263,4.879139302686475,1,3,0.25,2.4764800956018553,2.4452236558662315
moe-combination-rules-0906,development_main,conditional_query_d1|global|0.5,2383,416,1967,0.17456986991187579,0.13042721800368853,1.3384466262781047,0.17145373274210332,1.0181747992297123,185,1940,0.08705882352941176,1.5146953687817675,52,1686,0.02991944764096663,0.9178629121293094,1.314554855699326
moe-combination-rules-0906,development_main,conditional_query_d1|global|0.6,1629,398,1231,0.24432166973603436,0.17332259021724036,1.4096354631545989,0.23735611916376087,1.0293464124574252,144,1192,0.10778443113772455,1.7486263025766617,35,960,0.035175879396984924,0.9256912615051825,1.3694471036133355
moe-combination-rules-0906,development_main,conditional_query_d1|global|0.7,1030,359,671,0.3485436893203884,0.23703606661463336,1.4704247091943228,0.327985244483431,1.062681005266979,103,624,0.14167812929848694,2.1339502326671482,20,432,0.04424778761061947,0.9637983905372793,1.3836934149631344
moe-combination-rules-0906,development_main,conditional_query_d1|global|0.75,766,333,433,0.4347258485639687,0.29516440380442166,1.472826136758759,0.40312859351772395,1.0783800890195487,85,379,0.18318965517241378,2.6310357149759778,12,222,0.05128205128205128,1.0748314732457571,1.365776456516214
moe-combination-rules-0906,development_main,conditional_query_d1|global|0.8,597,309,288,0.5175879396984925,0.3404367604175927,1.5203644255796567,0.4608065505237513,1.123221749148756,71,242,0.2268370607028754,3.1429369047781224,5,121,0.03968253968253968,0.7953208077901952,1.3535745962289985
moe-combination-rules-0906,development_main,conditional_query_d1|global|0.85,494,287,207,0.5809716599190283,0.3707872080643295,1.5668600407008457,0.49285823482547775,1.1787804664048107,63,173,0.2669491525423729,3.5111709564639644,4,71,0.05333333333333334,1.1612750206028162,1.3292212463272723
moe-combination-rules-0906,development_main,conditional_query_d1|global|0.9,354,256,98,0.7231638418079096,0.4507732540998561,1.6042740673511944,0.560685180104814,1.2897859038698365,47,67,0.41228070175438597,4.773960561585753,2,18,0.1,1.598474925600398,1.2438297414615689
moe-combination-rules-0906,development_main,conditional_query_d1|global|0.925,287,224,63,0.7804878048780488,0.47594496093204774,1.6398698777052114,0.577610976153261,1.3512343724419762,40,34,0.5405405405405406,5.970049512619324,2,9,0.18181818181818182,2.2824104368267077,1.213608764807846
moe-combination-rules-0906,development_main,conditional_query_d1|global|0.95,208,178,30,0.8557692307692307,0.5267333464783104,1.6246725909624353,0.5935427122509399,1.4417989019254032,24,11,0.6857142857142857,6.887317169974019,1,1,0.5,4.579295154185021,1.1268371676471798
moe-combination-rules-0906,development_main,conditional_query_d1|global|0.96,176,158,18,0.8977272727272727,0.5517695692552522,1.6269967079536025,0.6006364025648615,1.4946268139822394,12,5,0.7058823529411765,7.48956335902811,1,0,1.0,7.26923076923077,1.08856384264824
moe-combination-rules-0906,development_main,conditional_query_d1|global|0.975,134,125,9,0.9328358208955224,0.6035999050673383,1.5454538893465435,0.622736397659539,1.497962579996039,2,2,0.5,4.666586484768303,0,0,,,1.0317039357222328
moe-combination-rules-0906,development_main,conditional_query_d1|global|0.98,123,117,6,0.9512195121951219,0.6063188277633765,1.568843764433367,0.617855685829005,1.539549661858056,0,1,0.0,0.0,0,0,,,1.019027708752153
moe-combination-rules-0906,development_main,conditional_query_d1|global|0.99,90,88,2,0.9777777777777777,0.5959627200257515,1.640669365586371,0.5807887075056127,1.6835344164613057,0,0,,,0,0,,,0.9745386548348476
moe-combination-rules-0906,development_main,conditional_query_d1|global|0.995,46,46,0,1.0,0.7550397733962153,1.3244335401060245,0.7200135085742904,1.3888628311712028,0,0,,,0,0,,,0.9536100400852068
moe-combination-rules-0906,development_main,conditional_query_d1|global|selected,208,178,30,0.8557692307692307,0.5267333464783104,1.6246725909624353,0.5935427122509399,1.4417989019254032,24,11,0.6857142857142857,6.887317169974019,1,1,0.5,4.579295154185021,1.1268371676471798
