cohort,suite,chunk,window_end,layer,step,quantity,auc,pairs,tasks,signal
external_8b,libero_goal,18,19,L5,9,token_differentiation,0.4106990622335891,9384,1,0.0893009377664109
external_8b,libero_goal,18,19,L5,9,action_consensus,0.590153452685422,9384,1,0.09015345268542196
external_8b,libero_goal,18,19,L5,9,state_action_alignment,0.7315643648763853,9384,1,0.23156436487638532
external_8b,libero_goal,18,19,L5,9,conditional_energy,0.2684356351236147,9384,1,0.23156436487638532
external_8b,libero_goal,18,19,L5,9,conditional_effective_rank,0.7133418584825234,9384,1,0.2133418584825234
external_8b,libero_goal,18,19,L5,9,flow_speed,0.5659633418584825,9384,1,0.06596334185848252
external_8b,libero_goal,18,19,L5,9,mobility,0.6649616368286445,9384,1,0.1649616368286445
external_8b,libero_goal,18,19,L12,0,token_entropy,0.7550618073316283,9384,1,0.2550618073316283
external_8b,libero_goal,18,19,L12,0,load_entropy,0.6096547314578005,9384,1,0.10965473145780047
external_8b,libero_goal,18,19,L12,0,token_differentiation,0.23662617220801363,9384,1,0.26337382779198637
external_8b,libero_goal,18,19,L12,0,action_consensus,0.7631606990622336,9384,1,0.2631606990622336
external_8b,libero_goal,18,19,L12,0,state_action_alignment,0.3293371696504689,9384,1,0.1706628303495311
external_8b,libero_goal,18,19,L12,0,conditional_energy,0.6708226768968457,9384,1,0.17082267689684572
external_8b,libero_goal,18,19,L12,0,conditional_effective_rank,0.24882779198635976,9384,1,0.25117220801364026
external_8b,libero_goal,18,19,L12,0,mobility,0.2471227621483376,9384,1,0.2528772378516624
external_8b,libero_goal,18,19,L12,3,token_entropy,0.8239023870417732,9384,1,0.3239023870417732
external_8b,libero_goal,18,19,L12,3,load_entropy,0.6991687979539642,9384,1,0.19916879795396425
external_8b,libero_goal,18,19,L12,3,token_differentiation,0.2144075021312873,9384,1,0.2855924978687127
external_8b,libero_goal,18,19,L12,3,action_consensus,0.7857523444160273,9384,1,0.28575234441602726
external_8b,libero_goal,18,19,L12,3,state_action_alignment,0.34494884910485935,9384,1,0.15505115089514065
external_8b,libero_goal,18,19,L12,3,conditional_energy,0.6550511508951407,9384,1,0.15505115089514065
external_8b,libero_goal,18,19,L12,3,conditional_effective_rank,0.23145780051150894,9384,1,0.26854219948849106
external_8b,libero_goal,18,19,L12,3,flow_speed,0.23497442455242967,9384,1,0.2650255754475703
external_8b,libero_goal,18,19,L12,3,mobility,0.22346547314578005,9384,1,0.27653452685422
external_8b,libero_goal,18,19,L12,6,token_entropy,0.8354113384484229,9384,1,0.33541133844842286
external_8b,libero_goal,18,19,L12,6,load_entropy,0.7270886615515771,9384,1,0.22708866155157714
external_8b,libero_goal,18,19,L12,6,token_differentiation,0.23172421142369992,9384,1,0.2682757885763001
external_8b,libero_goal,18,19,L12,6,action_consensus,0.7676364023870418,9384,1,0.2676364023870418
external_8b,libero_goal,18,19,L12,6,state_action_alignment,0.35038363171355497,9384,1,0.14961636828644503
external_8b,libero_goal,18,19,L12,6,conditional_energy,0.649616368286445,9384,1,0.14961636828644498
external_8b,libero_goal,18,19,L12,6,conditional_effective_rank,0.2376385336743393,9384,1,0.2623614663256607
external_8b,libero_goal,18,19,L12,6,flow_speed,0.39705882352941174,9384,1,0.10294117647058826
external_8b,libero_goal,18,19,L12,6,mobility,0.24094202898550723,9384,1,0.2590579710144928
external_8b,libero_goal,18,19,L12,9,token_entropy,0.7637468030690537,9384,1,0.26374680306905374
external_8b,libero_goal,18,19,L12,9,load_entropy,0.6808930093776641,9384,1,0.18089300937766406
external_8b,libero_goal,18,19,L12,9,token_differentiation,0.2826619778346121,9384,1,0.2173380221653879
external_8b,libero_goal,18,19,L12,9,action_consensus,0.7172847399829497,9384,1,0.21728473998294973
external_8b,libero_goal,18,19,L12,9,state_action_alignment,0.3946078431372549,9384,1,0.10539215686274511
external_8b,libero_goal,18,19,L12,9,conditional_energy,0.6053921568627451,9384,1,0.10539215686274506
external_8b,libero_goal,18,19,L12,9,conditional_effective_rank,0.2798380221653879,9384,1,0.2201619778346121
external_8b,libero_goal,18,19,L12,9,flow_speed,0.38235294117647056,9384,1,0.11764705882352944
external_8b,libero_goal,18,19,L12,9,mobility,0.3289641943734015,9384,1,0.17103580562659848
external_8b,libero_goal,18,19,L13,0,token_entropy,0.8188938618925832,9384,1,0.3188938618925832
external_8b,libero_goal,18,19,L13,0,load_entropy,0.7186167945439045,9384,1,0.21861679454390448
external_8b,libero_goal,18,19,L13,0,token_differentiation,0.2055626598465473,9384,1,0.2944373401534527
external_8b,libero_goal,18,19,L13,0,action_consensus,0.7930520034100597,9384,1,0.29305200341005966
external_8b,libero_goal,18,19,L13,0,state_action_alignment,0.41325660699062233,9384,1,0.08674339300937767
external_8b,libero_goal,18,19,L13,0,conditional_energy,0.5867433930093776,9384,1,0.08674339300937761
external_8b,libero_goal,18,19,L13,0,conditional_effective_rank,0.2883631713554987,9384,1,0.21163682864450128
external_8b,libero_goal,18,19,L13,0,mobility,0.5035166240409207,9384,1,0.0035166240409206795
external_8b,libero_goal,18,19,L13,3,token_entropy,0.816069906223359,9384,1,0.31606990622335895
external_8b,libero_goal,18,19,L13,3,load_entropy,0.6618179880647911,9384,1,0.16181798806479109
external_8b,libero_goal,18,19,L13,3,token_differentiation,0.17908141517476556,9384,1,0.32091858482523444
external_8b,libero_goal,18,19,L13,3,action_consensus,0.8195865302642796,9384,1,0.31958653026427963
external_8b,libero_goal,18,19,L13,3,state_action_alignment,0.4351023017902813,9384,1,0.06489769820971869
external_8b,libero_goal,18,19,L13,3,conditional_energy,0.565004262574595,9384,1,0.06500426257459502
external_8b,libero_goal,18,19,L13,3,conditional_effective_rank,0.2520247229326513,9384,1,0.24797527706734868
external_8b,libero_goal,18,19,L13,3,flow_speed,0.41847826086956524,9384,1,0.08152173913043476
external_8b,libero_goal,18,19,L13,3,mobility,0.5249360613810742,9384,1,0.02493606138107418
external_8b,libero_goal,18,19,L13,6,token_entropy,0.8054134697357204,9384,1,0.30541346973572037
external_8b,libero_goal,18,19,L13,6,load_entropy,0.5832800511508951,9384,1,0.0832800511508951
external_8b,libero_goal,18,19,L13,6,token_differentiation,0.18595481670929243,9384,1,0.3140451832907076
external_8b,libero_goal,18,19,L13,6,action_consensus,0.814151747655584,9384,1,0.31415174765558396
external_8b,libero_goal,18,19,L13,6,state_action_alignment,0.4628090366581415,9384,1,0.03719096334185851
external_8b,libero_goal,18,19,L13,6,conditional_energy,0.5372975277067349,9384,1,0.03729752770673489
external_8b,libero_goal,18,19,L13,6,conditional_effective_rank,0.24531116794543906,9384,1,0.25468883205456094
external_8b,libero_goal,18,19,L13,6,flow_speed,0.36764705882352944,9384,1,0.13235294117647056
external_8b,libero_goal,18,19,L13,6,mobility,0.5127877237851662,9384,1,0.012787723785166238
external_8b,libero_goal,18,19,L13,9,token_entropy,0.7887894288150042,9384,1,0.28878942881500425
external_8b,libero_goal,18,19,L13,9,load_entropy,0.6549978687127025,9384,1,0.1549978687127025
external_8b,libero_goal,18,19,L13,9,token_differentiation,0.24754901960784315,9384,1,0.25245098039215685
external_8b,libero_goal,18,19,L13,9,action_consensus,0.7585251491901108,9384,1,0.2585251491901108
external_8b,libero_goal,18,19,L13,9,state_action_alignment,0.5103367433930094,9384,1,0.010336743393009384
external_8b,libero_goal,18,19,L13,9,conditional_energy,0.489769820971867,9384,1,0.010230179028133002
external_8b,libero_goal,18,19,L13,9,conditional_effective_rank,0.28431372549019607,9384,1,0.21568627450980393
external_8b,libero_goal,18,19,L13,9,flow_speed,0.3468670076726343,9384,1,0.1531329923273657
external_8b,libero_goal,18,19,L13,9,mobility,0.3597612958226769,9384,1,0.1402387041773231
external_8b,libero_goal,18,19,L14,0,token_entropy,0.8063192668371697,9384,1,0.3063192668371697
external_8b,libero_goal,18,19,L14,0,load_entropy,0.7487745098039216,9384,1,0.24877450980392157
external_8b,libero_goal,18,19,L14,0,token_differentiation,0.2013533674339301,9384,1,0.29864663256606994
external_8b,libero_goal,18,19,L14,0,action_consensus,0.7990728900255755,9384,1,0.29907289002557547
external_8b,libero_goal,18,19,L14,0,state_action_alignment,0.5575447570332481,9384,1,0.05754475703324813
external_8b,libero_goal,18,19,L14,0,conditional_energy,0.4426683716965047,9384,1,0.05733162830349531
external_8b,libero_goal,18,19,L14,0,conditional_effective_rank,0.22730179028132994,9384,1,0.2726982097186701
external_8b,libero_goal,18,19,L14,0,mobility,0.37254901960784315,9384,1,0.12745098039215685
external_8b,libero_goal,18,19,L14,3,token_entropy,0.799499147485081,9384,1,0.299499147485081
external_8b,libero_goal,18,19,L14,3,load_entropy,0.7016197783461211,9384,1,0.2016197783461211
external_8b,libero_goal,18,19,L14,3,token_differentiation,0.19389386189258312,9384,1,0.3061061381074169
external_8b,libero_goal,18,19,L14,3,action_consensus,0.8066389599317988,9384,1,0.3066389599317988
external_8b,libero_goal,18,19,L14,3,state_action_alignment,0.5673486786018755,9384,1,0.06734867860187554
external_8b,libero_goal,18,19,L14,3,conditional_energy,0.4328644501278772,9384,1,0.06713554987212278
external_8b,libero_goal,18,19,L14,3,conditional_effective_rank,0.1983162830349531,9384,1,0.3016837169650469
external_8b,libero_goal,18,19,L14,3,flow_speed,0.456308610400682,9384,1,0.04369138959931801
external_8b,libero_goal,18,19,L14,3,mobility,0.3365302642796249,9384,1,0.1634697357203751
external_8b,libero_goal,18,19,L14,6,token_entropy,0.7812233589087809,9384,1,0.2812233589087809
external_8b,libero_goal,18,19,L14,6,load_entropy,0.5889279624893435,9384,1,0.08892796248934354
external_8b,libero_goal,18,19,L14,6,token_differentiation,0.19437340153452684,9384,1,0.30562659846547313
external_8b,libero_goal,18,19,L14,6,action_consensus,0.8054134697357204,9384,1,0.30541346973572037
external_8b,libero_goal,18,19,L14,6,state_action_alignment,0.5654305200341005,9384,1,0.06543052003410055
external_8b,libero_goal,18,19,L14,6,conditional_energy,0.4345694799658994,9384,1,0.0654305200341006
external_8b,libero_goal,18,19,L14,6,conditional_effective_rank,0.18808610400682013,9384,1,0.31191389599317987
external_8b,libero_goal,18,19,L14,6,flow_speed,0.3657289002557545,9384,1,0.1342710997442455
external_8b,libero_goal,18,19,L14,6,mobility,0.3204390451832907,9384,1,0.1795609548167093
external_8b,libero_goal,18,19,L14,9,token_entropy,0.7471227621483376,9384,1,0.24712276214833762
external_8b,libero_goal,18,19,L14,9,load_entropy,0.5382566069906224,9384,1,0.03825660699062239
external_8b,libero_goal,18,19,L14,9,token_differentiation,0.23572037510656438,9384,1,0.2642796248934356
external_8b,libero_goal,18,19,L14,9,action_consensus,0.7645993179880648,9384,1,0.2645993179880648
external_8b,libero_goal,18,19,L14,9,state_action_alignment,0.5118286445012787,9384,1,0.01182864450127874
external_8b,libero_goal,18,19,L14,9,conditional_energy,0.4881713554987212,9384,1,0.011828644501278796
external_8b,libero_goal,18,19,L14,9,conditional_effective_rank,0.19980818414322252,9384,1,0.30019181585677746
external_8b,libero_goal,18,19,L14,9,flow_speed,0.265771526001705,9384,1,0.234228473998295
external_8b,libero_goal,18,19,L14,9,mobility,0.3338661551577153,9384,1,0.16613384484228472
external_8b,libero_goal,18,19,L15,0,token_entropy,0.5119352088661552,9384,1,0.011935208866155178
external_8b,libero_goal,18,19,L15,0,load_entropy,0.44362745098039214,9384,1,0.056372549019607865
external_8b,libero_goal,18,19,L15,0,token_differentiation,0.42854859335038364,9384,1,0.07145140664961636
external_8b,libero_goal,18,19,L15,0,action_consensus,0.5781649616368286,9384,1,0.07816496163682862
external_8b,libero_goal,18,19,L15,0,state_action_alignment,0.3955669224211424,9384,1,0.10443307757885761
external_8b,libero_goal,18,19,L15,0,conditional_energy,0.6044330775788577,9384,1,0.10443307757885767
external_8b,libero_goal,18,19,L15,0,conditional_effective_rank,0.3630647911338448,9384,1,0.13693520886615518
external_8b,libero_goal,18,19,L15,0,mobility,0.5631926683716965,9384,1,0.06319266837169646
external_8b,libero_goal,18,19,L15,3,token_entropy,0.5134271099744245,9384,1,0.013427109974424534
external_8b,libero_goal,18,19,L15,3,load_entropy,0.42972080136402385,9384,1,0.07027919863597615
external_8b,libero_goal,18,19,L15,3,token_differentiation,0.40824808184143224,9384,1,0.09175191815856776
external_8b,libero_goal,18,19,L15,3,action_consensus,0.5984121909633419,9384,1,0.09841219096334186
external_8b,libero_goal,18,19,L15,3,state_action_alignment,0.39364876385336744,9384,1,0.10635123614663256
external_8b,libero_goal,18,19,L15,3,conditional_energy,0.606457800511509,9384,1,0.106457800511509
external_8b,libero_goal,18,19,L15,3,conditional_effective_rank,0.3494245524296675,9384,1,0.15057544757033248
external_8b,libero_goal,18,19,L15,3,flow_speed,0.37691815856777494,9384,1,0.12308184143222506
external_8b,libero_goal,18,19,L15,3,mobility,0.5498721227621484,9384,1,0.04987212276214836
external_8b,libero_goal,18,19,L15,6,token_entropy,0.5888213981244672,9384,1,0.08882139812446721
external_8b,libero_goal,18,19,L15,6,load_entropy,0.4733056265984655,9384,1,0.02669437340153452
external_8b,libero_goal,18,19,L15,6,token_differentiation,0.3597612958226769,9384,1,0.1402387041773231
external_8b,libero_goal,18,19,L15,6,action_consensus,0.6408780903665814,9384,1,0.1408780903665814
external_8b,libero_goal,18,19,L15,6,state_action_alignment,0.40601023017902815,9384,1,0.09398976982097185
external_8b,libero_goal,18,19,L15,6,conditional_energy,0.5940963341858483,9384,1,0.09409633418584828
external_8b,libero_goal,18,19,L15,6,conditional_effective_rank,0.3351449275362319,9384,1,0.16485507246376813
external_8b,libero_goal,18,19,L15,6,flow_speed,0.36008098891730606,9384,1,0.13991901108269394
external_8b,libero_goal,18,19,L15,6,mobility,0.5075660699062233,9384,1,0.007566069906223327
external_8b,libero_goal,18,19,L15,9,token_entropy,0.74056905370844,9384,1,0.24056905370843995
external_8b,libero_goal,18,19,L15,9,load_entropy,0.6497229326513214,9384,1,0.14972293265132142
external_8b,libero_goal,18,19,L15,9,token_differentiation,0.2878303495311168,9384,1,0.2121696504688832
external_8b,libero_goal,18,19,L15,9,action_consensus,0.7107843137254902,9384,1,0.21078431372549022
external_8b,libero_goal,18,19,L15,9,state_action_alignment,0.460731031543052,9384,1,0.039268968456947995
external_8b,libero_goal,18,19,L15,9,conditional_energy,0.5393222506393862,9384,1,0.039322250639386214
external_8b,libero_goal,18,19,L15,9,conditional_effective_rank,0.3036018755328218,9384,1,0.1963981244671782
external_8b,libero_goal,18,19,L15,9,flow_speed,0.32981670929241264,9384,1,0.17018329070758736
external_8b,libero_goal,18,19,L15,9,mobility,0.3316283034953112,9384,1,0.1683716965046888
external_8b,libero_long,8,33,-,-1,_hindsight_length,1.0,82322,8,0.5
external_8b,libero_long,8,33,L2,0,token_entropy,0.5757573917057409,82322,8,0.07575739170574092
external_8b,libero_long,8,33,L2,0,load_entropy,0.5803430431719346,82322,8,0.08034304317193464
external_8b,libero_long,8,33,L2,0,token_differentiation,0.4660479580185127,82322,8,0.033952041981487324
external_8b,libero_long,8,33,L2,0,action_consensus,0.5333750394791186,82322,8,0.03337503947911857
external_8b,libero_long,8,33,L2,0,state_action_alignment,0.4796773644955176,82322,8,0.020322635504482378
external_8b,libero_long,8,33,L2,0,conditional_energy,0.5203833726099949,82322,8,0.0203833726099949
external_8b,libero_long,8,33,L2,0,conditional_effective_rank,0.4767012463254051,82322,8,0.023298753674594885
external_8b,libero_long,8,33,L2,0,mobility,0.48394110930249506,82322,8,0.016058890697504935
external_8b,libero_long,8,33,L2,3,token_entropy,0.5252544884720973,82322,8,0.025254488472097325
external_8b,libero_long,8,33,L2,3,load_entropy,0.5235842180705036,82322,8,0.023584218070503593
external_8b,libero_long,8,33,L2,3,token_differentiation,0.4907375914093438,82322,8,0.00926240859065619
external_8b,libero_long,8,33,L2,3,action_consensus,0.5092806297223099,82322,8,0.009280629722309919
external_8b,libero_long,8,33,L2,3,state_action_alignment,0.4778673987512451,82322,8,0.02213260124875488
external_8b,libero_long,8,33,L2,3,conditional_energy,0.5221447486698574,82322,8,0.022144748669857384
external_8b,libero_long,8,33,L2,3,conditional_effective_rank,0.48767036758096255,82322,8,0.01232963241903745
external_8b,libero_long,8,33,L2,3,flow_speed,0.47152644493574014,82322,8,0.02847355506425986
external_8b,libero_long,8,33,L2,3,mobility,0.5006681081606374,82322,8,0.0006681081606374484
external_8b,libero_long,8,33,L2,6,token_entropy,0.4690058550569714,82322,8,0.0309941449430286
external_8b,libero_long,8,33,L2,6,load_entropy,0.5088251014309662,82322,8,0.008825101430966154
external_8b,libero_long,8,33,L2,6,token_differentiation,0.5309637763902724,82322,8,0.03096377639027237
external_8b,libero_long,8,33,L2,6,action_consensus,0.46889045455649764,82322,8,0.031109545443502362
external_8b,libero_long,8,33,L2,6,state_action_alignment,0.47496416510774764,82322,8,0.025035834892252362
external_8b,libero_long,8,33,L2,6,conditional_energy,0.5250358348922524,82322,8,0.025035834892252362
external_8b,libero_long,8,33,L2,6,conditional_effective_rank,0.504640314861155,82322,8,0.004640314861155015
external_8b,libero_long,8,33,L2,6,flow_speed,0.5164476081727849,82322,8,0.0164476081727849
external_8b,libero_long,8,33,L2,6,mobility,0.5196180850805374,82322,8,0.019618085080537417
external_8b,libero_long,8,33,L2,9,token_entropy,0.4368941473725128,82322,8,0.06310585262748719
external_8b,libero_long,8,33,L2,9,load_entropy,0.5264631568717961,82322,8,0.026463156871796123
external_8b,libero_long,8,33,L2,9,token_differentiation,0.5882388668885595,82322,8,0.08823886688855953
external_8b,libero_long,8,33,L2,9,action_consensus,0.4106617915016642,82322,8,0.08933820849833579
external_8b,libero_long,8,33,L2,9,state_action_alignment,0.4780496100677826,82322,8,0.021950389932217373
external_8b,libero_long,8,33,L2,9,conditional_energy,0.5219382425111149,82322,8,0.02193824251111487
external_8b,libero_long,8,33,L2,9,conditional_effective_rank,0.5544204465391998,82322,8,0.05442044653919975
external_8b,libero_long,8,33,L2,9,flow_speed,0.6303053861665169,82322,8,0.13030538616651688
external_8b,libero_long,8,33,L2,9,mobility,0.48699011199922254,82322,8,0.013009888000777459
external_8b,libero_long,8,33,L3,0,token_entropy,0.499392628944875,82322,8,0.0006073710551249834
external_8b,libero_long,8,33,L3,0,load_entropy,0.4630961346906052,82322,8,0.03690386530939482
external_8b,libero_long,8,33,L3,0,token_differentiation,0.4794830057578776,82322,8,0.02051699424212239
external_8b,libero_long,8,33,L3,0,action_consensus,0.5202861932411749,82322,8,0.020286193241174866
external_8b,libero_long,8,33,L3,0,state_action_alignment,0.5745001336216321,82322,8,0.0745001336216321
external_8b,libero_long,8,33,L3,0,conditional_energy,0.42552416122057285,82322,8,0.07447583877942715
external_8b,libero_long,8,33,L3,0,conditional_effective_rank,0.5513350015791647,82322,8,0.05133500157916471
external_8b,libero_long,8,33,L3,0,mobility,0.4610189256820777,82322,8,0.038981074317922304
external_8b,libero_long,8,33,L3,3,token_entropy,0.5217378100629236,82322,8,0.021737810062923635
external_8b,libero_long,8,33,L3,3,load_entropy,0.4767012463254051,82322,8,0.023298753674594885
external_8b,libero_long,8,33,L3,3,token_differentiation,0.4639464541677802,82322,8,0.03605354583221981
external_8b,libero_long,8,33,L3,3,action_consensus,0.5356587546463886,82322,8,0.03565875464638857
external_8b,libero_long,8,33,L3,3,state_action_alignment,0.5745122810427347,82322,8,0.07451228104273466
external_8b,libero_long,8,33,L3,3,conditional_energy,0.4254877189572654,82322,8,0.07451228104273461
external_8b,libero_long,8,33,L3,3,conditional_effective_rank,0.5412647894851923,82322,8,0.0412647894851923
external_8b,libero_long,8,33,L3,3,flow_speed,0.44253662447462405,82322,8,0.05746337552537595
external_8b,libero_long,8,33,L3,3,mobility,0.4496003498457278,82322,8,0.050399650154272224
external_8b,libero_long,8,33,L3,6,token_entropy,0.5031461820655475,82322,8,0.0031461820655475092
external_8b,libero_long,8,33,L3,6,load_entropy,0.4999149680522825,82322,8,8.503194771747324e-05
external_8b,libero_long,8,33,L3,6,token_differentiation,0.4967384174339788,82322,8,0.003261582566021215
external_8b,libero_long,8,33,L3,6,action_consensus,0.50286679138019,82322,8,0.0028667913801899703
external_8b,libero_long,8,33,L3,6,state_action_alignment,0.5755569592575496,82322,8,0.07555695925754957
external_8b,libero_long,8,33,L3,6,conditional_energy,0.4244430407424504,82322,8,0.07555695925754963
external_8b,libero_long,8,33,L3,6,conditional_effective_rank,0.5544204465391998,82322,8,0.05442044653919975
external_8b,libero_long,8,33,L3,6,flow_speed,0.5469133402978548,82322,8,0.046913340297854766
external_8b,libero_long,8,33,L3,6,mobility,0.47644615048225264,82322,8,0.02355384951774736
external_8b,libero_long,8,33,L3,9,token_entropy,0.46936420397949513,82322,8,0.03063579602050487
external_8b,libero_long,8,33,L3,9,load_entropy,0.4801632613396176,82322,8,0.01983673866038238
external_8b,libero_long,8,33,L3,9,token_differentiation,0.5529627560068997,82322,8,0.0529627560068997
external_8b,libero_long,8,33,L3,9,action_consensus,0.44921163237044776,82322,8,0.050788367629552245
external_8b,libero_long,8,33,L3,9,state_action_alignment,0.5789946794295571,82322,8,0.07899467942955707
external_8b,libero_long,8,33,L3,9,conditional_energy,0.42099317314934037,82322,8,0.07900682685065963
external_8b,libero_long,8,33,L3,9,conditional_effective_rank,0.5871820412526421,82322,8,0.08718204125264206
external_8b,libero_long,8,33,L3,9,flow_speed,0.5333568183474648,82322,8,0.033356818347464845
external_8b,libero_long,8,33,L3,9,mobility,0.4397244964893953,82322,8,0.06027550351060468
external_8b,libero_long,8,33,L4,0,token_entropy,0.567035543354146,82322,8,0.06703554335414597
external_8b,libero_long,8,33,L4,0,load_entropy,0.5391329170817035,82322,8,0.03913291708170352
external_8b,libero_long,8,33,L4,0,token_differentiation,0.44661815796506404,82322,8,0.053381842034935956
external_8b,libero_long,8,33,L4,0,action_consensus,0.5543718568547897,82322,8,0.054371856854789735
external_8b,libero_long,8,33,L4,0,state_action_alignment,0.47150215009353513,82322,8,0.028497849906464867
external_8b,libero_long,8,33,L4,0,conditional_energy,0.5284735550642599,82322,8,0.02847355506425986
external_8b,libero_long,8,33,L4,0,conditional_effective_rank,0.44875003036855277,82322,8,0.051249969631447234
external_8b,libero_long,8,33,L4,0,mobility,0.4647481839605452,82322,8,0.03525181603945482
external_8b,libero_long,8,33,L4,3,token_entropy,0.5573479750249022,82322,8,0.05734797502490219
external_8b,libero_long,8,33,L4,3,load_entropy,0.50427589222808,82322,8,0.004275892228080003
external_8b,libero_long,8,33,L4,3,token_differentiation,0.43897743009159157,82322,8,0.06102256990840843
external_8b,libero_long,8,33,L4,3,action_consensus,0.5619275527805447,82322,8,0.06192755278054474
external_8b,libero_long,8,33,L4,3,state_action_alignment,0.4704817667209251,82322,8,0.02951823327907488
external_8b,libero_long,8,33,L4,3,conditional_energy,0.5295182332790749,82322,8,0.02951823327907488
external_8b,libero_long,8,33,L4,3,conditional_effective_rank,0.451404241879449,82322,8,0.048595758120551
external_8b,libero_long,8,33,L4,3,flow_speed,0.4427370569228153,82322,8,0.057262943077184714
external_8b,libero_long,8,33,L4,3,mobility,0.46822234639586013,82322,8,0.031777653604139866
external_8b,libero_long,8,33,L4,6,token_entropy,0.5014941327956075,82322,8,0.0014941327956075057
external_8b,libero_long,8,33,L4,6,load_entropy,0.47498845994995265,82322,8,0.025011540050047354
external_8b,libero_long,8,33,L4,6,token_differentiation,0.48786472631860256,82322,8,0.01213527368139744
external_8b,libero_long,8,33,L4,6,action_consensus,0.5116372294161949,82322,8,0.011637229416194939
external_8b,libero_long,8,33,L4,6,state_action_alignment,0.46946138334831516,82322,8,0.030538616651684836
external_8b,libero_long,8,33,L4,6,conditional_energy,0.5305629114938899,82322,8,0.0305629114938899
external_8b,libero_long,8,33,L4,6,conditional_effective_rank,0.4660540317290639,82322,8,0.0339459682709361
external_8b,libero_long,8,33,L4,6,flow_speed,0.5557688102815772,82322,8,0.05576881028157721
external_8b,libero_long,8,33,L4,6,mobility,0.49633147882704504,82322,8,0.003668521172954964
external_8b,libero_long,8,33,L4,9,token_entropy,0.43391802920240036,82322,8,0.06608197079759964
external_8b,libero_long,8,33,L4,9,load_entropy,0.45637861082092274,82322,8,0.04362138917907726
external_8b,libero_long,8,33,L4,9,token_differentiation,0.5309151867058624,82322,8,0.030915186705862352
external_8b,libero_long,8,33,L4,9,action_consensus,0.4670015305750589,82322,8,0.03299846942494111
external_8b,libero_long,8,33,L4,9,state_action_alignment,0.4652340808046452,82322,8,0.03476591919535482
external_8b,libero_long,8,33,L4,9,conditional_energy,0.5347659191953549,82322,8,0.03476591919535488
external_8b,libero_long,8,33,L4,9,conditional_effective_rank,0.48899443648113505,82322,8,0.011005563518864947
external_8b,libero_long,8,33,L4,9,flow_speed,0.5774519569495397,82322,8,0.07745195694953966
external_8b,libero_long,8,33,L4,9,mobility,0.45063288063944024,82322,8,0.049367119360559764
external_8b,libero_long,8,33,L5,0,token_entropy,0.5450365637375185,82322,8,0.04503656373751852
external_8b,libero_long,8,33,L5,0,load_entropy,0.5040147226743762,82322,8,0.004014722674376192
external_8b,libero_long,8,33,L5,0,token_differentiation,0.45814606059133645,82322,8,0.041853939408663554
external_8b,libero_long,8,33,L5,0,action_consensus,0.5415441801705498,82322,8,0.04154418017054984
external_8b,libero_long,8,33,L5,0,state_action_alignment,0.4615655596316902,82322,8,0.038434440368309786
external_8b,libero_long,8,33,L5,0,conditional_energy,0.5384344403683098,82322,8,0.038434440368309786
external_8b,libero_long,8,33,L5,0,conditional_effective_rank,0.44917519010714024,82322,8,0.05082480989285976
external_8b,libero_long,8,33,L5,0,mobility,0.46241587910886517,82322,8,0.03758412089113483
external_8b,libero_long,8,33,L5,3,token_entropy,0.5152450134836374,82322,8,0.015245013483637382
external_8b,libero_long,8,33,L5,3,load_entropy,0.4882109278200238,82322,8,0.011789072179976212
external_8b,libero_long,8,33,L5,3,token_differentiation,0.4642987293797527,82322,8,0.035701270620247305
external_8b,libero_long,8,33,L5,3,action_consensus,0.5353125531449673,82322,8,0.035312553144967285
external_8b,libero_long,8,33,L5,3,state_action_alignment,0.4609338937343602,82322,8,0.03906610626563978
external_8b,libero_long,8,33,L5,3,conditional_energy,0.5391025485289473,82322,8,0.039102548528947345
external_8b,libero_long,8,33,L5,3,conditional_effective_rank,0.4523821092782002,82322,8,0.04761789072179978
external_8b,libero_long,8,33,L5,3,flow_speed,0.5285889555647336,82322,8,0.02858895556473362
external_8b,libero_long,8,33,L5,3,mobility,0.4601807536260052,82322,8,0.03981924637399481
external_8b,libero_long,8,33,L5,6,token_entropy,0.47174509851558516,82322,8,0.02825490148441484
external_8b,libero_long,8,33,L5,6,load_entropy,0.46073346128616893,82322,8,0.03926653871383107
external_8b,libero_long,8,33,L5,6,token_differentiation,0.5163443550934137,82322,8,0.0163443550934137
external_8b,libero_long,8,33,L5,6,action_consensus,0.4830604212725638,82322,8,0.016939578727436178
external_8b,libero_long,8,33,L5,6,state_action_alignment,0.4613954957362552,82322,8,0.03860450426374479
external_8b,libero_long,8,33,L5,6,conditional_energy,0.5386045042637448,82322,8,0.03860450426374484
external_8b,libero_long,8,33,L5,6,conditional_effective_rank,0.46977721629698016,82322,8,0.03022278370301984
external_8b,libero_long,8,33,L5,6,flow_speed,0.4934768348679575,82322,8,0.0065231651320424855
external_8b,libero_long,8,33,L5,6,mobility,0.4722795850440951,82322,8,0.027720414955904882
external_8b,libero_long,8,33,L5,9,token_entropy,0.4468307378343578,82322,8,0.05316926216564222
external_8b,libero_long,8,33,L5,9,load_entropy,0.4670015305750589,82322,8,0.03299846942494111
external_8b,libero_long,8,33,L5,9,token_differentiation,0.5698901873132334,82322,8,0.06989018731323338
external_8b,libero_long,8,33,L5,9,action_consensus,0.4293445251573091,82322,8,0.07065547484269091
external_8b,libero_long,8,33,L5,9,state_action_alignment,0.4651126065936202,82322,8,0.03488739340637981
