fold,suite,method,alpha,success_episodes,success_points,success_task_init_groups,group_rank,group_threshold,episode_threshold,point_q50,point_q95,point_q99,group_threshold_over_point_q95,point_fraction_below_group_threshold,episode_fraction_exceeding_group_threshold,groups_exceeding_threshold
libero_goal_20260907,libero_goal,dyn_success_knn_k20,0.05,558,2181,70,68,1.8795933723449707,1.4257900714874268,0.7515828013420105,1.2666301727294922,1.6612523794174194,1.4839322580596586,0.9972489683631361,0.005376344086021506,2
libero_goal_20260907,libero_goal,dyn_pca2_success_knn_k20,0.05,558,2181,70,68,1.186293363571167,0.6840288639068604,0.13189326226711273,0.4649091362953186,0.802556037902832,2.5516671344088455,0.9986244841815681,0.0035842293906810036,2
libero_long_20260907,libero_long,dyn_success_knn_k20,0.05,520,9557,70,68,4.067817211151123,2.2644810676574707,1.1648656129837036,1.6824357509613037,2.2123138904571533,2.417814296223121,0.9987443758501622,0.0038461538461538464,2
libero_long_20260907,libero_long,dyn_pca2_success_knn_k20,0.05,520,9557,70,68,3.5491273403167725,1.5032613277435303,0.14832569658756256,0.597464919090271,1.3627164363861084,5.94031084824335,0.9987443758501622,0.0038461538461538464,2
libero_object_20260907,libero_object,dyn_success_knn_k20,0.05,552,3625,70,68,2.3483307361602783,1.6222567558288574,0.9427891969680786,1.4117201566696167,1.7132008075714111,1.6634534295381995,0.9991724137931034,0.0036231884057971015,2
libero_object_20260907,libero_object,dyn_pca2_success_knn_k20,0.05,552,3625,70,68,0.8765963912010193,0.6342709064483643,0.141462042927742,0.3975598216056824,0.6799478530883789,2.2049421082356426,0.9980689655172413,0.0036231884057971015,2
libero_spatial_20260907,libero_spatial,dyn_success_knn_k20,0.05,535,2260,70,68,2.0431175231933594,1.6978949308395386,0.960784912109375,1.457878589630127,1.760091781616211,1.401431873494837,0.9964601769911504,0.007476635514018692,2
libero_spatial_20260907,libero_spatial,dyn_pca2_success_knn_k20,0.05,535,2260,70,68,1.2222099304199219,0.5994187593460083,0.14143671095371246,0.38742902874946594,0.7204046249389648,3.1546679255422383,0.9986725663716814,0.003738317757009346,2
