fold,suite,task,run_id,episode,init_state_id,length,failure,global_row,query,pc1,pc2,safe_progress_color,score_10d,threshold_10d,ratio_10d,exceeds_10d,first_alarm_query_10d,alarm_latched_10d,score_2d,threshold_2d,ratio_2d,exceeds_2d,first_alarm_query_2d,alarm_latched_2d,decision
libero_goal_20260907,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,250,31,19,False,1450,7,-0.21396103182340337,-0.5187714010603804,0.0,0.5837730169296265,1.8795933723449707,0.3105847389753851,False,-1,False,0.08845918625593185,1.186293363571167,0.07456771568681636,False,-1,False,neither
libero_goal_20260907,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,250,31,19,False,1450,8,-0.5368812182522681,0.1775755664920498,0.0,0.6463657021522522,1.8795933723449707,0.3438859232334118,False,-1,False,0.10888232290744781,1.186293363571167,0.09178363990815316,False,-1,False,neither
libero_goal_20260907,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,250,31,19,False,1450,10,0.6876088551818745,-0.8422263929071407,0.0,0.6985462307929993,1.8795933723449707,0.371647528168019,False,-1,False,0.11834093928337097,1.186293363571167,0.09975689228094681,False,-1,False,neither
libero_goal_20260907,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,250,31,19,False,1450,11,-0.33127260891541244,-0.6188941033994815,0.0,0.6973685622215271,1.8795933723449707,0.3710209731967153,False,-1,False,0.0934259369969368,1.186293363571167,0.07875449687730811,False,-1,False,neither
libero_goal_20260907,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,250,31,19,False,1450,13,-0.08365763085962184,0.41308062467247303,0.0,0.9093819260597229,1.8795933723449707,0.4838184361786629,False,-1,False,0.16309332847595215,1.186293363571167,0.13748144724082662,False,-1,False,neither
libero_goal_20260907,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,250,31,19,False,1450,14,0.14388433094975725,0.13825082365995361,0.0,0.9530739784240723,1.8795933723449707,0.5070639173594351,False,-1,False,0.10444165021181107,1.186293363571167,0.08804032241856632,False,-1,False,neither
libero_goal_20260907,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,250,31,19,False,1450,16,-0.7522346069411582,0.16476505726283527,0.0,0.956571638584137,1.8795933723449707,0.5089247773792281,False,-1,False,0.0972387045621872,1.186293363571167,0.08196851432217739,False,-1,False,neither
libero_goal_20260907,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,250,31,19,False,1450,18,-1.4506122775051575,0.8754656312775561,0.0,1.168428659439087,1.8795933723449707,0.6216390612089473,False,-1,False,0.16451163589954376,1.186293363571167,0.1386770262326217,False,-1,False,neither
libero_goal_20260907,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,82,10,18,False,1282,7,0.17307892308373202,-0.2573077228682788,0.0,0.5921514630317688,1.8795933723449707,0.31504232337923377,False,-1,False,0.06683211028575897,1.186293363571167,0.056336916599255375,False,-1,False,neither
libero_goal_20260907,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,82,10,18,False,1282,8,0.2867191644233119,0.3879996991138449,0.0,0.8471424579620361,1.8795933723449707,0.45070517401598714,False,-1,False,0.14295561611652374,1.186293363571167,0.12050612479713807,False,-1,False,neither
libero_goal_20260907,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,82,10,18,False,1282,9,0.9276587924113087,-0.7842120803187935,0.0,1.086969256401062,1.8795933723449707,0.5783002176928114,False,-1,False,0.09055599570274353,1.186293363571167,0.07633524597165209,False,-1,False,neither
libero_goal_20260907,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,82,10,18,False,1282,11,-0.21475827484576637,-0.22126249975417248,0.0,1.008386492729187,1.8795933723449707,0.5364918325239301,False,-1,False,0.09201328456401825,1.186293363571167,0.0775636848266818,False,-1,False,neither
libero_goal_20260907,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,82,10,18,False,1282,12,-0.5345405288434464,0.416313468229721,0.0,1.0041155815124512,1.8795933723449707,0.5342195797699169,False,-1,False,0.13949888944625854,1.186293363571167,0.11759223622925533,False,-1,False,neither
libero_goal_20260907,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-50x8b-20260903,82,10,18,False,1282,14,-0.34141041362816005,0.10847058097624176,0.0,0.7154187560081482,1.8795933723449707,0.3806242172026791,False,-1,False,0.08797423541545868,1.186293363571167,0.07415892064895718,False,-1,False,neither
