method,k,calibration,threshold,units,rank,exceedances,fold,suite
euclidean_neighbors_cosine_score,8,episode,0.3261840045452118,541,515,26,libero_goal_full_2,libero_goal
euclidean_neighbors_cosine_score,8,task_init,0.4462628066539764,70,68,2,libero_goal_full_2,libero_goal
euclidean_neighbors_cosine_score,9,episode,0.3304197490215301,541,515,26,libero_goal_full_2,libero_goal
euclidean_neighbors_cosine_score,9,task_init,0.4314530789852142,70,68,2,libero_goal_full_2,libero_goal
euclidean_neighbors_cosine_score,10,episode,0.3395759463310241,541,515,26,libero_goal_full_2,libero_goal
euclidean_neighbors_cosine_score,10,task_init,0.4353455007076263,70,68,2,libero_goal_full_2,libero_goal
euclidean_neighbors_cosine_score,20,episode,0.3849857151508331,541,515,26,libero_goal_full_2,libero_goal
euclidean_neighbors_cosine_score,20,task_init,0.4872752726078033,70,68,2,libero_goal_full_2,libero_goal
cosine_without_center,1,episode,0.1630237698554992,541,515,26,libero_goal_full_2,libero_goal
cosine_without_center,1,task_init,0.2475937455892563,70,68,2,libero_goal_full_2,libero_goal
cosine_without_center,2,episode,0.174638956785202,541,515,26,libero_goal_full_2,libero_goal
cosine_without_center,2,task_init,0.2537950575351715,70,68,2,libero_goal_full_2,libero_goal
cosine_without_center,3,episode,0.1837733685970306,541,515,26,libero_goal_full_2,libero_goal
cosine_without_center,3,task_init,0.2589946985244751,70,68,2,libero_goal_full_2,libero_goal
cosine_without_center,4,episode,0.1911347657442093,541,515,26,libero_goal_full_2,libero_goal
cosine_without_center,4,task_init,0.2655007839202881,70,68,2,libero_goal_full_2,libero_goal
cosine_without_center,5,episode,0.2030447274446487,541,515,26,libero_goal_full_2,libero_goal
cosine_without_center,5,task_init,0.2751716673374176,70,68,2,libero_goal_full_2,libero_goal
cosine_without_center,6,episode,0.2113438695669174,541,515,26,libero_goal_full_2,libero_goal
cosine_without_center,6,task_init,0.2829346358776092,70,68,2,libero_goal_full_2,libero_goal
cosine_without_center,7,episode,0.2166182100772857,541,515,26,libero_goal_full_2,libero_goal
cosine_without_center,7,task_init,0.2892675399780273,70,68,2,libero_goal_full_2,libero_goal
cosine_without_center,8,episode,0.219772532582283,541,515,26,libero_goal_full_2,libero_goal
cosine_without_center,8,task_init,0.2947307229042053,70,68,2,libero_goal_full_2,libero_goal
cosine_without_center,9,episode,0.2220215946435928,541,515,26,libero_goal_full_2,libero_goal
cosine_without_center,9,task_init,0.2990874946117401,70,68,2,libero_goal_full_2,libero_goal
cosine_without_center,10,episode,0.2255436331033706,541,515,26,libero_goal_full_2,libero_goal
cosine_without_center,10,task_init,0.3027840256690979,70,68,2,libero_goal_full_2,libero_goal
cosine_without_center,20,episode,0.255004346370697,541,515,26,libero_goal_full_2,libero_goal
cosine_without_center,20,task_init,0.3336459696292877,70,68,2,libero_goal_full_2,libero_goal
euclidean,1,episode,0.934974730014801,556,530,26,libero_goal_full_3,libero_goal
euclidean,1,task_init,1.8415623903274536,70,68,2,libero_goal_full_3,libero_goal
euclidean,2,episode,0.9440382122993468,556,530,26,libero_goal_full_3,libero_goal
euclidean,2,task_init,1.904611587524414,70,68,2,libero_goal_full_3,libero_goal
euclidean,3,episode,0.973119616508484,556,530,26,libero_goal_full_3,libero_goal
euclidean,3,task_init,1.9287840127944944,70,68,2,libero_goal_full_3,libero_goal
euclidean,4,episode,0.9948670268058776,556,530,26,libero_goal_full_3,libero_goal
euclidean,4,task_init,1.945675253868103,70,68,2,libero_goal_full_3,libero_goal
euclidean,5,episode,1.009469509124756,556,530,26,libero_goal_full_3,libero_goal
euclidean,5,task_init,1.9569287300109863,70,68,2,libero_goal_full_3,libero_goal
euclidean,6,episode,1.0254299640655518,556,530,26,libero_goal_full_3,libero_goal
euclidean,6,task_init,1.971368670463562,70,68,2,libero_goal_full_3,libero_goal
euclidean,7,episode,1.0403741598129272,556,530,26,libero_goal_full_3,libero_goal
euclidean,7,task_init,1.982163429260254,70,68,2,libero_goal_full_3,libero_goal
euclidean,8,episode,1.0530732870101929,556,530,26,libero_goal_full_3,libero_goal
euclidean,8,task_init,1.9955010414123533,70,68,2,libero_goal_full_3,libero_goal
euclidean,9,episode,1.0619925260543823,556,530,26,libero_goal_full_3,libero_goal
euclidean,9,task_init,2.0082430839538574,70,68,2,libero_goal_full_3,libero_goal
euclidean,10,episode,1.069515347480774,556,530,26,libero_goal_full_3,libero_goal
euclidean,10,task_init,2.02063512802124,70,68,2,libero_goal_full_3,libero_goal
euclidean,20,episode,1.1950372457504272,556,530,26,libero_goal_full_3,libero_goal
euclidean,20,task_init,2.129474878311157,70,68,2,libero_goal_full_3,libero_goal
cosine,1,episode,0.1394570469856262,556,530,26,libero_goal_full_3,libero_goal
cosine,1,task_init,0.2668939530849457,70,68,2,libero_goal_full_3,libero_goal
cosine,2,episode,0.1520834267139434,556,530,26,libero_goal_full_3,libero_goal
cosine,2,task_init,0.2754957675933838,70,68,2,libero_goal_full_3,libero_goal
cosine,3,episode,0.1600466221570968,556,530,26,libero_goal_full_3,libero_goal
cosine,3,task_init,0.2777090668678283,70,68,2,libero_goal_full_3,libero_goal
cosine,4,episode,0.169066697359085,556,530,26,libero_goal_full_3,libero_goal
cosine,4,task_init,0.2816924452781677,70,68,2,libero_goal_full_3,libero_goal
cosine,5,episode,0.1758639067411422,556,530,26,libero_goal_full_3,libero_goal
cosine,5,task_init,0.288337379693985,70,68,2,libero_goal_full_3,libero_goal
cosine,6,episode,0.1792798340320587,556,530,26,libero_goal_full_3,libero_goal
cosine,6,task_init,0.2947986423969269,70,68,2,libero_goal_full_3,libero_goal
cosine,7,episode,0.183589294552803,556,530,26,libero_goal_full_3,libero_goal
cosine,7,task_init,0.2998279333114624,70,68,2,libero_goal_full_3,libero_goal
cosine,8,episode,0.1868623048067093,556,530,26,libero_goal_full_3,libero_goal
cosine,8,task_init,0.3018867075443268,70,68,2,libero_goal_full_3,libero_goal
cosine,9,episode,0.1899469494819641,556,530,26,libero_goal_full_3,libero_goal
cosine,9,task_init,0.304188460111618,70,68,2,libero_goal_full_3,libero_goal
cosine,10,episode,0.192444160580635,556,530,26,libero_goal_full_3,libero_goal
cosine,10,task_init,0.3061440289020538,70,68,2,libero_goal_full_3,libero_goal
cosine,20,episode,0.2292063385248184,556,530,26,libero_goal_full_3,libero_goal
cosine,20,task_init,0.3304979801177978,70,68,2,libero_goal_full_3,libero_goal
cosine_neighbors_euclidean_score,1,episode,2.6096031665802,556,530,26,libero_goal_full_3,libero_goal
cosine_neighbors_euclidean_score,1,task_init,4.046159267425537,70,68,2,libero_goal_full_3,libero_goal
cosine_neighbors_euclidean_score,2,episode,2.3010287284851074,556,530,26,libero_goal_full_3,libero_goal
cosine_neighbors_euclidean_score,2,task_init,3.772827625274658,70,68,2,libero_goal_full_3,libero_goal
cosine_neighbors_euclidean_score,3,episode,2.247467517852783,556,530,26,libero_goal_full_3,libero_goal
cosine_neighbors_euclidean_score,3,task_init,3.802259922027588,70,68,2,libero_goal_full_3,libero_goal
cosine_neighbors_euclidean_score,4,episode,2.1658411026000977,556,530,26,libero_goal_full_3,libero_goal
cosine_neighbors_euclidean_score,4,task_init,3.475606918334961,70,68,2,libero_goal_full_3,libero_goal
cosine_neighbors_euclidean_score,5,episode,2.22542142868042,556,530,26,libero_goal_full_3,libero_goal
cosine_neighbors_euclidean_score,5,task_init,3.508857727050781,70,68,2,libero_goal_full_3,libero_goal
cosine_neighbors_euclidean_score,6,episode,2.2062370777130127,556,530,26,libero_goal_full_3,libero_goal
cosine_neighbors_euclidean_score,6,task_init,3.480799913406372,70,68,2,libero_goal_full_3,libero_goal
cosine_neighbors_euclidean_score,7,episode,2.2395474910736084,556,530,26,libero_goal_full_3,libero_goal
cosine_neighbors_euclidean_score,7,task_init,3.5567715167999268,70,68,2,libero_goal_full_3,libero_goal
cosine_neighbors_euclidean_score,8,episode,2.160099506378174,556,530,26,libero_goal_full_3,libero_goal
cosine_neighbors_euclidean_score,8,task_init,3.625026226043701,70,68,2,libero_goal_full_3,libero_goal
cosine_neighbors_euclidean_score,9,episode,2.2564408779144287,556,530,26,libero_goal_full_3,libero_goal
cosine_neighbors_euclidean_score,9,task_init,3.561255931854248,70,68,2,libero_goal_full_3,libero_goal
cosine_neighbors_euclidean_score,10,episode,2.2259464263916016,556,530,26,libero_goal_full_3,libero_goal
cosine_neighbors_euclidean_score,10,task_init,3.578356981277466,70,68,2,libero_goal_full_3,libero_goal
cosine_neighbors_euclidean_score,20,episode,2.247965097427368,556,530,26,libero_goal_full_3,libero_goal
cosine_neighbors_euclidean_score,20,task_init,3.413597583770752,70,68,2,libero_goal_full_3,libero_goal
euclidean_neighbors_cosine_score,1,episode,0.165307268500328,556,530,26,libero_goal_full_3,libero_goal
euclidean_neighbors_cosine_score,1,task_init,0.3272514343261719,70,68,2,libero_goal_full_3,libero_goal
euclidean_neighbors_cosine_score,2,episode,0.1945746541023254,556,530,26,libero_goal_full_3,libero_goal
euclidean_neighbors_cosine_score,2,task_init,0.3470695316791534,70,68,2,libero_goal_full_3,libero_goal
euclidean_neighbors_cosine_score,3,episode,0.2056242227554321,556,530,26,libero_goal_full_3,libero_goal
euclidean_neighbors_cosine_score,3,task_init,0.3655324280261993,70,68,2,libero_goal_full_3,libero_goal
euclidean_neighbors_cosine_score,4,episode,0.217640072107315,556,530,26,libero_goal_full_3,libero_goal
euclidean_neighbors_cosine_score,4,task_init,0.3837590515613556,70,68,2,libero_goal_full_3,libero_goal
euclidean_neighbors_cosine_score,5,episode,0.2281546741724014,556,530,26,libero_goal_full_3,libero_goal
euclidean_neighbors_cosine_score,5,task_init,0.3838967084884643,70,68,2,libero_goal_full_3,libero_goal
euclidean_neighbors_cosine_score,6,episode,0.2304996103048324,556,530,26,libero_goal_full_3,libero_goal
euclidean_neighbors_cosine_score,6,task_init,0.3638630509376526,70,68,2,libero_goal_full_3,libero_goal
euclidean_neighbors_cosine_score,7,episode,0.2407764494419098,556,530,26,libero_goal_full_3,libero_goal
euclidean_neighbors_cosine_score,7,task_init,0.3571812808513641,70,68,2,libero_goal_full_3,libero_goal
euclidean_neighbors_cosine_score,8,episode,0.2446622252464294,556,530,26,libero_goal_full_3,libero_goal
euclidean_neighbors_cosine_score,8,task_init,0.387144535779953,70,68,2,libero_goal_full_3,libero_goal
euclidean_neighbors_cosine_score,9,episode,0.2522434890270233,556,530,26,libero_goal_full_3,libero_goal
euclidean_neighbors_cosine_score,9,task_init,0.4014969170093536,70,68,2,libero_goal_full_3,libero_goal
euclidean_neighbors_cosine_score,10,episode,0.2519036829471588,556,530,26,libero_goal_full_3,libero_goal
euclidean_neighbors_cosine_score,10,task_init,0.411389023065567,70,68,2,libero_goal_full_3,libero_goal
euclidean_neighbors_cosine_score,20,episode,0.2942375242710113,556,530,26,libero_goal_full_3,libero_goal
euclidean_neighbors_cosine_score,20,task_init,0.451664388179779,70,68,2,libero_goal_full_3,libero_goal
cosine_without_center,1,episode,0.103443406522274,556,530,26,libero_goal_full_3,libero_goal
cosine_without_center,1,task_init,0.184703841805458,70,68,2,libero_goal_full_3,libero_goal
cosine_without_center,2,episode,0.1089218035340309,556,530,26,libero_goal_full_3,libero_goal
cosine_without_center,2,task_init,0.2188471853733062,70,68,2,libero_goal_full_3,libero_goal
cosine_without_center,3,episode,0.1174234002828598,556,530,26,libero_goal_full_3,libero_goal
cosine_without_center,3,task_init,0.2305644154548645,70,68,2,libero_goal_full_3,libero_goal
cosine_without_center,4,episode,0.1217064782977104,556,530,26,libero_goal_full_3,libero_goal
cosine_without_center,4,task_init,0.2376742213964462,70,68,2,libero_goal_full_3,libero_goal
cosine_without_center,5,episode,0.1238414943218231,556,530,26,libero_goal_full_3,libero_goal
cosine_without_center,5,task_init,0.2420079410076141,70,68,2,libero_goal_full_3,libero_goal
cosine_without_center,6,episode,0.1266631633043289,556,530,26,libero_goal_full_3,libero_goal
cosine_without_center,6,task_init,0.2451596558094024,70,68,2,libero_goal_full_3,libero_goal
cosine_without_center,7,episode,0.1296110451221466,556,530,26,libero_goal_full_3,libero_goal
cosine_without_center,7,task_init,0.2477086782455444,70,68,2,libero_goal_full_3,libero_goal
cosine_without_center,8,episode,0.1350307166576385,556,530,26,libero_goal_full_3,libero_goal
cosine_without_center,8,task_init,0.2499308884143829,70,68,2,libero_goal_full_3,libero_goal
cosine_without_center,9,episode,0.1434368044137954,556,530,26,libero_goal_full_3,libero_goal
cosine_without_center,9,task_init,0.2523273527622223,70,68,2,libero_goal_full_3,libero_goal
cosine_without_center,10,episode,0.1482627838850021,556,530,26,libero_goal_full_3,libero_goal
cosine_without_center,10,task_init,0.2543570399284363,70,68,2,libero_goal_full_3,libero_goal
cosine_without_center,20,episode,0.1644088625907898,556,530,26,libero_goal_full_3,libero_goal
cosine_without_center,20,task_init,0.3308311402797699,70,68,2,libero_goal_full_3,libero_goal
euclidean,1,episode,1.9380279779434204,518,494,24,libero_long_full_0,libero_long
euclidean,1,task_init,2.705847978591919,69,67,2,libero_long_full_0,libero_long
euclidean,2,episode,2.019338130950928,518,494,24,libero_long_full_0,libero_long
euclidean,2,task_init,2.802806615829468,69,67,2,libero_long_full_0,libero_long
euclidean,3,episode,2.0690650939941406,518,494,24,libero_long_full_0,libero_long
euclidean,3,task_init,2.877824306488037,69,67,2,libero_long_full_0,libero_long
euclidean,4,episode,2.119710683822632,518,494,24,libero_long_full_0,libero_long
euclidean,4,task_init,2.955869674682617,69,67,2,libero_long_full_0,libero_long
euclidean,5,episode,2.191349029541016,518,494,24,libero_long_full_0,libero_long
euclidean,5,task_init,3.008760929107666,69,67,2,libero_long_full_0,libero_long
euclidean,6,episode,2.2422585487365723,518,494,24,libero_long_full_0,libero_long
euclidean,6,task_init,3.050158977508545,69,67,2,libero_long_full_0,libero_long
euclidean,7,episode,2.2969257831573486,518,494,24,libero_long_full_0,libero_long
euclidean,7,task_init,3.089051485061645,69,67,2,libero_long_full_0,libero_long
euclidean,8,episode,2.3310651779174805,518,494,24,libero_long_full_0,libero_long
euclidean,8,task_init,3.2435648441314697,69,67,2,libero_long_full_0,libero_long
euclidean,9,episode,2.3681869506835938,518,494,24,libero_long_full_0,libero_long
euclidean,9,task_init,3.3735239505767822,69,67,2,libero_long_full_0,libero_long
euclidean,10,episode,2.4088473320007324,518,494,24,libero_long_full_0,libero_long
euclidean,10,task_init,3.490762710571289,69,67,2,libero_long_full_0,libero_long
euclidean,20,episode,2.693880081176758,518,494,24,libero_long_full_0,libero_long
euclidean,20,task_init,4.315521240234375,69,67,2,libero_long_full_0,libero_long
cosine,1,episode,0.2498512417078018,518,494,24,libero_long_full_0,libero_long
cosine,1,task_init,0.2991398274898529,69,67,2,libero_long_full_0,libero_long
cosine,2,episode,0.2616581320762634,518,494,24,libero_long_full_0,libero_long
cosine,2,task_init,0.3065400719642639,69,67,2,libero_long_full_0,libero_long
cosine,3,episode,0.2753385603427887,518,494,24,libero_long_full_0,libero_long
cosine,3,task_init,0.3137887120246887,69,67,2,libero_long_full_0,libero_long
cosine,4,episode,0.2848804891109466,518,494,24,libero_long_full_0,libero_long
cosine,4,task_init,0.3239131569862366,69,67,2,libero_long_full_0,libero_long
cosine,5,episode,0.2888299524784088,518,494,24,libero_long_full_0,libero_long
cosine,5,task_init,0.3411435484886169,69,67,2,libero_long_full_0,libero_long
cosine,6,episode,0.2961732745170593,518,494,24,libero_long_full_0,libero_long
cosine,6,task_init,0.3550448715686798,69,67,2,libero_long_full_0,libero_long
cosine,7,episode,0.3026721775531769,518,494,24,libero_long_full_0,libero_long
cosine,7,task_init,0.365209549665451,69,67,2,libero_long_full_0,libero_long
cosine,8,episode,0.3078097999095917,518,494,24,libero_long_full_0,libero_long
cosine,8,task_init,0.3728951513767242,69,67,2,libero_long_full_0,libero_long
cosine,9,episode,0.3136855363845825,518,494,24,libero_long_full_0,libero_long
cosine,9,task_init,0.3791782259941101,69,67,2,libero_long_full_0,libero_long
cosine,10,episode,0.3207656741142273,518,494,24,libero_long_full_0,libero_long
cosine,10,task_init,0.3845413029193878,69,67,2,libero_long_full_0,libero_long
cosine,20,episode,0.3548452854156494,518,494,24,libero_long_full_0,libero_long
cosine,20,task_init,0.4260764420032501,69,67,2,libero_long_full_0,libero_long
cosine_neighbors_euclidean_score,1,episode,9.447731971740724,518,494,24,libero_long_full_0,libero_long
cosine_neighbors_euclidean_score,1,task_init,13.879056930541992,69,67,2,libero_long_full_0,libero_long
cosine_neighbors_euclidean_score,2,episode,6.935455322265625,518,494,24,libero_long_full_0,libero_long
cosine_neighbors_euclidean_score,2,task_init,10.597349166870115,69,67,2,libero_long_full_0,libero_long
cosine_neighbors_euclidean_score,3,episode,6.234384059906006,518,494,24,libero_long_full_0,libero_long
cosine_neighbors_euclidean_score,3,task_init,9.142821311950684,69,67,2,libero_long_full_0,libero_long
cosine_neighbors_euclidean_score,4,episode,5.916202068328857,518,494,24,libero_long_full_0,libero_long
cosine_neighbors_euclidean_score,4,task_init,9.005819320678711,69,67,2,libero_long_full_0,libero_long
cosine_neighbors_euclidean_score,5,episode,6.233788013458252,518,494,24,libero_long_full_0,libero_long
cosine_neighbors_euclidean_score,5,task_init,8.06314468383789,69,67,2,libero_long_full_0,libero_long
cosine_neighbors_euclidean_score,6,episode,6.002353191375732,518,494,24,libero_long_full_0,libero_long
cosine_neighbors_euclidean_score,6,task_init,7.8173675537109375,69,67,2,libero_long_full_0,libero_long
cosine_neighbors_euclidean_score,7,episode,5.803481101989746,518,494,24,libero_long_full_0,libero_long
cosine_neighbors_euclidean_score,7,task_init,7.721761226654053,69,67,2,libero_long_full_0,libero_long
cosine_neighbors_euclidean_score,8,episode,5.713146686553955,518,494,24,libero_long_full_0,libero_long
cosine_neighbors_euclidean_score,8,task_init,7.550312519073486,69,67,2,libero_long_full_0,libero_long
cosine_neighbors_euclidean_score,9,episode,5.627346515655518,518,494,24,libero_long_full_0,libero_long
cosine_neighbors_euclidean_score,9,task_init,7.479215145111084,69,67,2,libero_long_full_0,libero_long
cosine_neighbors_euclidean_score,10,episode,5.54163122177124,518,494,24,libero_long_full_0,libero_long
cosine_neighbors_euclidean_score,10,task_init,7.562675476074219,69,67,2,libero_long_full_0,libero_long
cosine_neighbors_euclidean_score,20,episode,5.012431144714356,518,494,24,libero_long_full_0,libero_long
cosine_neighbors_euclidean_score,20,task_init,6.798381328582764,69,67,2,libero_long_full_0,libero_long
euclidean_neighbors_cosine_score,1,episode,0.3652859330177307,518,494,24,libero_long_full_0,libero_long
euclidean_neighbors_cosine_score,1,task_init,0.552279531955719,69,67,2,libero_long_full_0,libero_long
euclidean_neighbors_cosine_score,2,episode,0.3748633861541748,518,494,24,libero_long_full_0,libero_long
euclidean_neighbors_cosine_score,2,task_init,0.4598898291587829,69,67,2,libero_long_full_0,libero_long
euclidean_neighbors_cosine_score,3,episode,0.3813986182212829,518,494,24,libero_long_full_0,libero_long
euclidean_neighbors_cosine_score,3,task_init,0.5866063833236694,69,67,2,libero_long_full_0,libero_long
euclidean_neighbors_cosine_score,4,episode,0.3799395263195038,518,494,24,libero_long_full_0,libero_long
euclidean_neighbors_cosine_score,4,task_init,0.5713477730751038,69,67,2,libero_long_full_0,libero_long
euclidean_neighbors_cosine_score,5,episode,0.4026893377304077,518,494,24,libero_long_full_0,libero_long
euclidean_neighbors_cosine_score,5,task_init,0.611336886882782,69,67,2,libero_long_full_0,libero_long
euclidean_neighbors_cosine_score,6,episode,0.4118798375129699,518,494,24,libero_long_full_0,libero_long
euclidean_neighbors_cosine_score,6,task_init,0.6224837303161621,69,67,2,libero_long_full_0,libero_long
euclidean_neighbors_cosine_score,7,episode,0.4183868765830993,518,494,24,libero_long_full_0,libero_long
euclidean_neighbors_cosine_score,7,task_init,0.6248270869255066,69,67,2,libero_long_full_0,libero_long
euclidean_neighbors_cosine_score,8,episode,0.4241434335708618,518,494,24,libero_long_full_0,libero_long
euclidean_neighbors_cosine_score,8,task_init,0.6237022876739502,69,67,2,libero_long_full_0,libero_long
euclidean_neighbors_cosine_score,9,episode,0.4330746829509735,518,494,24,libero_long_full_0,libero_long
euclidean_neighbors_cosine_score,9,task_init,0.6287440061569214,69,67,2,libero_long_full_0,libero_long
euclidean_neighbors_cosine_score,10,episode,0.4478922188282013,518,494,24,libero_long_full_0,libero_long
euclidean_neighbors_cosine_score,10,task_init,0.6559998989105225,69,67,2,libero_long_full_0,libero_long
euclidean_neighbors_cosine_score,20,episode,0.501879870891571,518,494,24,libero_long_full_0,libero_long
euclidean_neighbors_cosine_score,20,task_init,0.6792610883712769,69,67,2,libero_long_full_0,libero_long
cosine_without_center,1,episode,0.2480777353048324,518,494,24,libero_long_full_0,libero_long
cosine_without_center,1,task_init,0.325215220451355,69,67,2,libero_long_full_0,libero_long
cosine_without_center,2,episode,0.2573989927768707,518,494,24,libero_long_full_0,libero_long
cosine_without_center,2,task_init,0.3290526270866394,69,67,2,libero_long_full_0,libero_long
cosine_without_center,3,episode,0.266023188829422,518,494,24,libero_long_full_0,libero_long
cosine_without_center,3,task_init,0.3359718322753906,69,67,2,libero_long_full_0,libero_long
cosine_without_center,4,episode,0.2719533443450928,518,494,24,libero_long_full_0,libero_long
cosine_without_center,4,task_init,0.3404215276241302,69,67,2,libero_long_full_0,libero_long
cosine_without_center,5,episode,0.2785492241382599,518,494,24,libero_long_full_0,libero_long
cosine_without_center,5,task_init,0.3443475365638733,69,67,2,libero_long_full_0,libero_long
cosine_without_center,6,episode,0.2872385680675506,518,494,24,libero_long_full_0,libero_long
cosine_without_center,6,task_init,0.3501055538654327,69,67,2,libero_long_full_0,libero_long
cosine_without_center,7,episode,0.2910367846488952,518,494,24,libero_long_full_0,libero_long
cosine_without_center,7,task_init,0.3549526333808899,69,67,2,libero_long_full_0,libero_long
cosine_without_center,8,episode,0.295729249715805,518,494,24,libero_long_full_0,libero_long
cosine_without_center,8,task_init,0.3586975932121277,69,67,2,libero_long_full_0,libero_long
cosine_without_center,9,episode,0.3021962940692901,518,494,24,libero_long_full_0,libero_long
cosine_without_center,9,task_init,0.3617639243602752,69,67,2,libero_long_full_0,libero_long
cosine_without_center,10,episode,0.3050069212913513,518,494,24,libero_long_full_0,libero_long
cosine_without_center,10,task_init,0.3654830157756805,69,67,2,libero_long_full_0,libero_long
cosine_without_center,20,episode,0.3393350839614868,518,494,24,libero_long_full_0,libero_long
cosine_without_center,20,task_init,0.398293524980545,69,67,2,libero_long_full_0,libero_long
euclidean,1,episode,1.9553825855255127,547,521,26,libero_long_full_1,libero_long
euclidean,1,task_init,2.8559556007385254,70,68,2,libero_long_full_1,libero_long
euclidean,2,episode,2.0015552043914795,547,521,26,libero_long_full_1,libero_long
euclidean,2,task_init,2.864041566848755,70,68,2,libero_long_full_1,libero_long
euclidean,3,episode,2.102410793304444,547,521,26,libero_long_full_1,libero_long
euclidean,3,task_init,2.871415138244629,70,68,2,libero_long_full_1,libero_long
euclidean,4,episode,2.134293556213379,547,521,26,libero_long_full_1,libero_long
euclidean,4,task_init,2.8839147090911865,70,68,2,libero_long_full_1,libero_long
euclidean,5,episode,2.18135404586792,547,521,26,libero_long_full_1,libero_long
euclidean,5,task_init,2.901139259338379,70,68,2,libero_long_full_1,libero_long
euclidean,6,episode,2.220353364944458,547,521,26,libero_long_full_1,libero_long
euclidean,6,task_init,2.928835153579712,70,68,2,libero_long_full_1,libero_long
euclidean,7,episode,2.241924524307251,547,521,26,libero_long_full_1,libero_long
euclidean,7,task_init,2.973658561706543,70,68,2,libero_long_full_1,libero_long
euclidean,8,episode,2.2669405937194824,547,521,26,libero_long_full_1,libero_long
euclidean,8,task_init,3.0124471187591557,70,68,2,libero_long_full_1,libero_long
euclidean,9,episode,2.3146989345550537,547,521,26,libero_long_full_1,libero_long
euclidean,9,task_init,3.0969343185424805,70,68,2,libero_long_full_1,libero_long
euclidean,10,episode,2.3637163639068604,547,521,26,libero_long_full_1,libero_long
euclidean,10,task_init,3.176598072052002,70,68,2,libero_long_full_1,libero_long
euclidean,20,episode,2.6460964679718018,547,521,26,libero_long_full_1,libero_long
euclidean,20,task_init,3.934082984924317,70,68,2,libero_long_full_1,libero_long
cosine,1,episode,0.2256867736577987,547,521,26,libero_long_full_1,libero_long
cosine,1,task_init,0.301999568939209,70,68,2,libero_long_full_1,libero_long
cosine,2,episode,0.2391337603330612,547,521,26,libero_long_full_1,libero_long
cosine,2,task_init,0.3095861971378326,70,68,2,libero_long_full_1,libero_long
cosine,3,episode,0.2496293634176254,547,521,26,libero_long_full_1,libero_long
cosine,3,task_init,0.3172561526298523,70,68,2,libero_long_full_1,libero_long
cosine,4,episode,0.2581393420696258,547,521,26,libero_long_full_1,libero_long
cosine,4,task_init,0.3264724314212799,70,68,2,libero_long_full_1,libero_long
cosine,5,episode,0.2648050785064697,547,521,26,libero_long_full_1,libero_long
cosine,5,task_init,0.3320653736591339,70,68,2,libero_long_full_1,libero_long
cosine,6,episode,0.27118781208992,547,521,26,libero_long_full_1,libero_long
cosine,6,task_init,0.3371452093124389,70,68,2,libero_long_full_1,libero_long
cosine,7,episode,0.2756935656070709,547,521,26,libero_long_full_1,libero_long
cosine,7,task_init,0.3412482440471649,70,68,2,libero_long_full_1,libero_long
cosine,8,episode,0.2797764241695404,547,521,26,libero_long_full_1,libero_long
cosine,8,task_init,0.3471909761428833,70,68,2,libero_long_full_1,libero_long
cosine,9,episode,0.2821104228496551,547,521,26,libero_long_full_1,libero_long
cosine,9,task_init,0.3529203832149505,70,68,2,libero_long_full_1,libero_long
cosine,10,episode,0.2858039438724518,547,521,26,libero_long_full_1,libero_long
cosine,10,task_init,0.3587915599346161,70,68,2,libero_long_full_1,libero_long
cosine,20,episode,0.3155908584594726,547,521,26,libero_long_full_1,libero_long
cosine,20,task_init,0.3964971899986267,70,68,2,libero_long_full_1,libero_long
cosine_neighbors_euclidean_score,1,episode,6.345785140991211,547,521,26,libero_long_full_1,libero_long
cosine_neighbors_euclidean_score,1,task_init,12.496745109558104,70,68,2,libero_long_full_1,libero_long
cosine_neighbors_euclidean_score,2,episode,6.29801607131958,547,521,26,libero_long_full_1,libero_long
cosine_neighbors_euclidean_score,2,task_init,11.602084159851074,70,68,2,libero_long_full_1,libero_long
cosine_neighbors_euclidean_score,3,episode,5.39878511428833,547,521,26,libero_long_full_1,libero_long
cosine_neighbors_euclidean_score,3,task_init,9.509292602539062,70,68,2,libero_long_full_1,libero_long
cosine_neighbors_euclidean_score,4,episode,5.008494377136231,547,521,26,libero_long_full_1,libero_long
cosine_neighbors_euclidean_score,4,task_init,8.458250999450684,70,68,2,libero_long_full_1,libero_long
cosine_neighbors_euclidean_score,5,episode,4.835446834564209,547,521,26,libero_long_full_1,libero_long
cosine_neighbors_euclidean_score,5,task_init,7.521535396575928,70,68,2,libero_long_full_1,libero_long
cosine_neighbors_euclidean_score,6,episode,4.72545862197876,547,521,26,libero_long_full_1,libero_long
cosine_neighbors_euclidean_score,6,task_init,6.475924491882324,70,68,2,libero_long_full_1,libero_long
cosine_neighbors_euclidean_score,7,episode,4.76131534576416,547,521,26,libero_long_full_1,libero_long
cosine_neighbors_euclidean_score,7,task_init,6.42961311340332,70,68,2,libero_long_full_1,libero_long
cosine_neighbors_euclidean_score,8,episode,4.622745990753174,547,521,26,libero_long_full_1,libero_long
cosine_neighbors_euclidean_score,8,task_init,6.363041400909424,70,68,2,libero_long_full_1,libero_long
cosine_neighbors_euclidean_score,9,episode,4.653354644775391,547,521,26,libero_long_full_1,libero_long
cosine_neighbors_euclidean_score,9,task_init,6.320010662078857,70,68,2,libero_long_full_1,libero_long
cosine_neighbors_euclidean_score,10,episode,4.550511837005615,547,521,26,libero_long_full_1,libero_long
