method,k,calibration,threshold,units,rank,exceedances,fold,suite
cosine_neighbors_euclidean_score,10,task_init,6.073727130889893,70,68,2,libero_long_full_1,libero_long
cosine_neighbors_euclidean_score,20,episode,4.249028205871582,547,521,26,libero_long_full_1,libero_long
cosine_neighbors_euclidean_score,20,task_init,6.207699775695801,70,68,2,libero_long_full_1,libero_long
euclidean_neighbors_cosine_score,1,episode,0.3040817975997925,547,521,26,libero_long_full_1,libero_long
euclidean_neighbors_cosine_score,1,task_init,0.474551796913147,70,68,2,libero_long_full_1,libero_long
euclidean_neighbors_cosine_score,2,episode,0.3226038217544555,547,521,26,libero_long_full_1,libero_long
euclidean_neighbors_cosine_score,2,task_init,0.4883250594139099,70,68,2,libero_long_full_1,libero_long
euclidean_neighbors_cosine_score,3,episode,0.3349255919456482,547,521,26,libero_long_full_1,libero_long
euclidean_neighbors_cosine_score,3,task_init,0.5700223445892334,70,68,2,libero_long_full_1,libero_long
euclidean_neighbors_cosine_score,4,episode,0.3517158031463623,547,521,26,libero_long_full_1,libero_long
euclidean_neighbors_cosine_score,4,task_init,0.5514468550682068,70,68,2,libero_long_full_1,libero_long
euclidean_neighbors_cosine_score,5,episode,0.3570826351642608,547,521,26,libero_long_full_1,libero_long
euclidean_neighbors_cosine_score,5,task_init,0.5188418626785278,70,68,2,libero_long_full_1,libero_long
euclidean_neighbors_cosine_score,6,episode,0.3606960773468017,547,521,26,libero_long_full_1,libero_long
euclidean_neighbors_cosine_score,6,task_init,0.5200403928756714,70,68,2,libero_long_full_1,libero_long
euclidean_neighbors_cosine_score,7,episode,0.3821085691452026,547,521,26,libero_long_full_1,libero_long
euclidean_neighbors_cosine_score,7,task_init,0.5195981860160828,70,68,2,libero_long_full_1,libero_long
euclidean_neighbors_cosine_score,8,episode,0.3890343010425567,547,521,26,libero_long_full_1,libero_long
euclidean_neighbors_cosine_score,8,task_init,0.5390689969062805,70,68,2,libero_long_full_1,libero_long
euclidean_neighbors_cosine_score,9,episode,0.4016490578651428,547,521,26,libero_long_full_1,libero_long
euclidean_neighbors_cosine_score,9,task_init,0.5603930950164795,70,68,2,libero_long_full_1,libero_long
euclidean_neighbors_cosine_score,10,episode,0.4080674946308136,547,521,26,libero_long_full_1,libero_long
euclidean_neighbors_cosine_score,10,task_init,0.5328677296638489,70,68,2,libero_long_full_1,libero_long
euclidean_neighbors_cosine_score,20,episode,0.466271162033081,547,521,26,libero_long_full_1,libero_long
euclidean_neighbors_cosine_score,20,task_init,0.5984431505203247,70,68,2,libero_long_full_1,libero_long
cosine_without_center,1,episode,0.2426570802927017,547,521,26,libero_long_full_1,libero_long
cosine_without_center,1,task_init,0.2972453534603119,70,68,2,libero_long_full_1,libero_long
cosine_without_center,2,episode,0.2496506124734878,547,521,26,libero_long_full_1,libero_long
cosine_without_center,2,task_init,0.313320517539978,70,68,2,libero_long_full_1,libero_long
cosine_without_center,3,episode,0.2579414546489715,547,521,26,libero_long_full_1,libero_long
cosine_without_center,3,task_init,0.3201317489147186,70,68,2,libero_long_full_1,libero_long
cosine_without_center,4,episode,0.2644065022468567,547,521,26,libero_long_full_1,libero_long
cosine_without_center,4,task_init,0.3269082009792328,70,68,2,libero_long_full_1,libero_long
cosine_without_center,5,episode,0.2690532505512237,547,521,26,libero_long_full_1,libero_long
cosine_without_center,5,task_init,0.3329567611217499,70,68,2,libero_long_full_1,libero_long
cosine_without_center,6,episode,0.2742970287799835,547,521,26,libero_long_full_1,libero_long
cosine_without_center,6,task_init,0.3375821709632873,70,68,2,libero_long_full_1,libero_long
cosine_without_center,7,episode,0.2791139483451843,547,521,26,libero_long_full_1,libero_long
cosine_without_center,7,task_init,0.3426958918571472,70,68,2,libero_long_full_1,libero_long
cosine_without_center,8,episode,0.2830649316310882,547,521,26,libero_long_full_1,libero_long
cosine_without_center,8,task_init,0.3488800823688507,70,68,2,libero_long_full_1,libero_long
cosine_without_center,9,episode,0.286382108926773,547,521,26,libero_long_full_1,libero_long
cosine_without_center,9,task_init,0.3557902574539184,70,68,2,libero_long_full_1,libero_long
cosine_without_center,10,episode,0.2903838753700256,547,521,26,libero_long_full_1,libero_long
cosine_without_center,10,task_init,0.3616613447666168,70,68,2,libero_long_full_1,libero_long
cosine_without_center,20,episode,0.3271716237068176,547,521,26,libero_long_full_1,libero_long
cosine_without_center,20,task_init,0.395008772611618,70,68,2,libero_long_full_1,libero_long
euclidean,1,episode,1.7235852479934692,515,491,24,libero_long_full_2,libero_long
euclidean,1,task_init,2.667430877685547,68,66,2,libero_long_full_2,libero_long
euclidean,2,episode,1.799415111541748,515,491,24,libero_long_full_2,libero_long
euclidean,2,task_init,2.9237396717071533,68,66,2,libero_long_full_2,libero_long
euclidean,3,episode,1.850653052330017,515,491,24,libero_long_full_2,libero_long
euclidean,3,task_init,3.1913013458251958,68,66,2,libero_long_full_2,libero_long
euclidean,4,episode,1.8985594511032104,515,491,24,libero_long_full_2,libero_long
euclidean,4,task_init,3.253664016723633,68,66,2,libero_long_full_2,libero_long
euclidean,5,episode,1.9311155080795288,515,491,24,libero_long_full_2,libero_long
euclidean,5,task_init,3.2926039695739746,68,66,2,libero_long_full_2,libero_long
euclidean,6,episode,1.969287157058716,515,491,24,libero_long_full_2,libero_long
euclidean,6,task_init,3.3523166179656982,68,66,2,libero_long_full_2,libero_long
euclidean,7,episode,2.0076823234558105,515,491,24,libero_long_full_2,libero_long
euclidean,7,task_init,3.407292604446411,68,66,2,libero_long_full_2,libero_long
euclidean,8,episode,2.0732321739196777,515,491,24,libero_long_full_2,libero_long
euclidean,8,task_init,3.4647457599639893,68,66,2,libero_long_full_2,libero_long
euclidean,9,episode,2.116704225540161,515,491,24,libero_long_full_2,libero_long
euclidean,9,task_init,3.5247275829315186,68,66,2,libero_long_full_2,libero_long
euclidean,10,episode,2.139631509780884,515,491,24,libero_long_full_2,libero_long
euclidean,10,task_init,3.574434757232666,68,66,2,libero_long_full_2,libero_long
euclidean,20,episode,2.333570003509521,515,491,24,libero_long_full_2,libero_long
euclidean,20,task_init,3.875976085662842,68,66,2,libero_long_full_2,libero_long
cosine,1,episode,0.239887923002243,515,491,24,libero_long_full_2,libero_long
cosine,1,task_init,0.2925493419170379,68,66,2,libero_long_full_2,libero_long
cosine,2,episode,0.2521437704563141,515,491,24,libero_long_full_2,libero_long
cosine,2,task_init,0.3040920495986938,68,66,2,libero_long_full_2,libero_long
cosine,3,episode,0.2621640563011169,515,491,24,libero_long_full_2,libero_long
cosine,3,task_init,0.306155800819397,68,66,2,libero_long_full_2,libero_long
cosine,4,episode,0.2726628184318542,515,491,24,libero_long_full_2,libero_long
cosine,4,task_init,0.3163905143737793,68,66,2,libero_long_full_2,libero_long
cosine,5,episode,0.2806337177753448,515,491,24,libero_long_full_2,libero_long
cosine,5,task_init,0.3262899219989776,68,66,2,libero_long_full_2,libero_long
cosine,6,episode,0.2882763147354126,515,491,24,libero_long_full_2,libero_long
cosine,6,task_init,0.3315677344799042,68,66,2,libero_long_full_2,libero_long
cosine,7,episode,0.2922670543193817,515,491,24,libero_long_full_2,libero_long
cosine,7,task_init,0.3367780148983001,68,66,2,libero_long_full_2,libero_long
cosine,8,episode,0.2991769015789032,515,491,24,libero_long_full_2,libero_long
cosine,8,task_init,0.3408186733722687,68,66,2,libero_long_full_2,libero_long
cosine,9,episode,0.3059203624725342,515,491,24,libero_long_full_2,libero_long
cosine,9,task_init,0.3453232944011688,68,66,2,libero_long_full_2,libero_long
cosine,10,episode,0.3091223239898681,515,491,24,libero_long_full_2,libero_long
cosine,10,task_init,0.3493537902832031,68,66,2,libero_long_full_2,libero_long
cosine,20,episode,0.3407150506973266,515,491,24,libero_long_full_2,libero_long
cosine,20,task_init,0.3802760243415832,68,66,2,libero_long_full_2,libero_long
cosine_neighbors_euclidean_score,1,episode,5.254745960235596,515,491,24,libero_long_full_2,libero_long
cosine_neighbors_euclidean_score,1,task_init,7.200985431671143,68,66,2,libero_long_full_2,libero_long
cosine_neighbors_euclidean_score,2,episode,4.866522789001465,515,491,24,libero_long_full_2,libero_long
cosine_neighbors_euclidean_score,2,task_init,6.684910774230957,68,66,2,libero_long_full_2,libero_long
cosine_neighbors_euclidean_score,3,episode,4.628996849060059,515,491,24,libero_long_full_2,libero_long
cosine_neighbors_euclidean_score,3,task_init,6.727137088775635,68,66,2,libero_long_full_2,libero_long
cosine_neighbors_euclidean_score,4,episode,4.406538486480713,515,491,24,libero_long_full_2,libero_long
cosine_neighbors_euclidean_score,4,task_init,6.311358451843262,68,66,2,libero_long_full_2,libero_long
cosine_neighbors_euclidean_score,5,episode,4.344214916229248,515,491,24,libero_long_full_2,libero_long
cosine_neighbors_euclidean_score,5,task_init,6.474106311798096,68,66,2,libero_long_full_2,libero_long
cosine_neighbors_euclidean_score,6,episode,4.21164083480835,515,491,24,libero_long_full_2,libero_long
cosine_neighbors_euclidean_score,6,task_init,6.503512859344482,68,66,2,libero_long_full_2,libero_long
cosine_neighbors_euclidean_score,7,episode,4.210337162017822,515,491,24,libero_long_full_2,libero_long
cosine_neighbors_euclidean_score,7,task_init,6.5924882888793945,68,66,2,libero_long_full_2,libero_long
cosine_neighbors_euclidean_score,8,episode,4.263607501983643,515,491,24,libero_long_full_2,libero_long
cosine_neighbors_euclidean_score,8,task_init,6.474578380584717,68,66,2,libero_long_full_2,libero_long
cosine_neighbors_euclidean_score,9,episode,4.281144618988037,515,491,24,libero_long_full_2,libero_long
cosine_neighbors_euclidean_score,9,task_init,6.428180694580078,68,66,2,libero_long_full_2,libero_long
cosine_neighbors_euclidean_score,10,episode,4.216744422912598,515,491,24,libero_long_full_2,libero_long
cosine_neighbors_euclidean_score,10,task_init,6.347506046295166,68,66,2,libero_long_full_2,libero_long
cosine_neighbors_euclidean_score,20,episode,4.427421569824219,515,491,24,libero_long_full_2,libero_long
cosine_neighbors_euclidean_score,20,task_init,5.741111755371094,68,66,2,libero_long_full_2,libero_long
euclidean_neighbors_cosine_score,1,episode,0.3543741703033447,515,491,24,libero_long_full_2,libero_long
euclidean_neighbors_cosine_score,1,task_init,0.4792589843273163,68,66,2,libero_long_full_2,libero_long
euclidean_neighbors_cosine_score,2,episode,0.3481204807758331,515,491,24,libero_long_full_2,libero_long
euclidean_neighbors_cosine_score,2,task_init,0.4489014744758606,68,66,2,libero_long_full_2,libero_long
euclidean_neighbors_cosine_score,3,episode,0.3687404990196228,515,491,24,libero_long_full_2,libero_long
euclidean_neighbors_cosine_score,3,task_init,0.4875961244106293,68,66,2,libero_long_full_2,libero_long
euclidean_neighbors_cosine_score,4,episode,0.374422013759613,515,491,24,libero_long_full_2,libero_long
euclidean_neighbors_cosine_score,4,task_init,0.5201402902603149,68,66,2,libero_long_full_2,libero_long
euclidean_neighbors_cosine_score,5,episode,0.3777019381523132,515,491,24,libero_long_full_2,libero_long
euclidean_neighbors_cosine_score,5,task_init,0.5064794421195984,68,66,2,libero_long_full_2,libero_long
euclidean_neighbors_cosine_score,6,episode,0.3953467309474945,515,491,24,libero_long_full_2,libero_long
euclidean_neighbors_cosine_score,6,task_init,0.5310757756233215,68,66,2,libero_long_full_2,libero_long
euclidean_neighbors_cosine_score,7,episode,0.3985480666160583,515,491,24,libero_long_full_2,libero_long
euclidean_neighbors_cosine_score,7,task_init,0.5290956497192383,68,66,2,libero_long_full_2,libero_long
euclidean_neighbors_cosine_score,8,episode,0.4056186378002167,515,491,24,libero_long_full_2,libero_long
euclidean_neighbors_cosine_score,8,task_init,0.5228496789932251,68,66,2,libero_long_full_2,libero_long
euclidean_neighbors_cosine_score,9,episode,0.4112185835838318,515,491,24,libero_long_full_2,libero_long
euclidean_neighbors_cosine_score,9,task_init,0.5364689230918884,68,66,2,libero_long_full_2,libero_long
euclidean_neighbors_cosine_score,10,episode,0.4165669679641723,515,491,24,libero_long_full_2,libero_long
euclidean_neighbors_cosine_score,10,task_init,0.5449244976043701,68,66,2,libero_long_full_2,libero_long
euclidean_neighbors_cosine_score,20,episode,0.473927766084671,515,491,24,libero_long_full_2,libero_long
euclidean_neighbors_cosine_score,20,task_init,0.5538575649261475,68,66,2,libero_long_full_2,libero_long
cosine_without_center,1,episode,0.2177858352661132,515,491,24,libero_long_full_2,libero_long
cosine_without_center,1,task_init,0.2951450049877167,68,66,2,libero_long_full_2,libero_long
cosine_without_center,2,episode,0.2224851101636886,515,491,24,libero_long_full_2,libero_long
cosine_without_center,2,task_init,0.2975537478923797,68,66,2,libero_long_full_2,libero_long
cosine_without_center,3,episode,0.2325757443904876,515,491,24,libero_long_full_2,libero_long
cosine_without_center,3,task_init,0.3030283153057098,68,66,2,libero_long_full_2,libero_long
cosine_without_center,4,episode,0.2410351037979126,515,491,24,libero_long_full_2,libero_long
cosine_without_center,4,task_init,0.3055014610290527,68,66,2,libero_long_full_2,libero_long
cosine_without_center,5,episode,0.2506267428398132,515,491,24,libero_long_full_2,libero_long
cosine_without_center,5,task_init,0.3094294965267181,68,66,2,libero_long_full_2,libero_long
cosine_without_center,6,episode,0.2560614943504333,515,491,24,libero_long_full_2,libero_long
cosine_without_center,6,task_init,0.3174479603767395,68,66,2,libero_long_full_2,libero_long
cosine_without_center,7,episode,0.2603304386138916,515,491,24,libero_long_full_2,libero_long
cosine_without_center,7,task_init,0.3241025507450104,68,66,2,libero_long_full_2,libero_long
cosine_without_center,8,episode,0.2664573490619659,515,491,24,libero_long_full_2,libero_long
cosine_without_center,8,task_init,0.3293275833129883,68,66,2,libero_long_full_2,libero_long
cosine_without_center,9,episode,0.2721855044364929,515,491,24,libero_long_full_2,libero_long
cosine_without_center,9,task_init,0.3335460126399994,68,66,2,libero_long_full_2,libero_long
cosine_without_center,10,episode,0.2764488458633423,515,491,24,libero_long_full_2,libero_long
cosine_without_center,10,task_init,0.3395028710365295,68,66,2,libero_long_full_2,libero_long
cosine_without_center,20,episode,0.311869204044342,515,491,24,libero_long_full_2,libero_long
cosine_without_center,20,task_init,0.3776854574680328,68,66,2,libero_long_full_2,libero_long
euclidean,1,episode,1.9585038423538208,503,479,24,libero_long_full_3,libero_long
euclidean,1,task_init,2.8824386596679688,67,65,2,libero_long_full_3,libero_long
euclidean,2,episode,2.014933824539185,503,479,24,libero_long_full_3,libero_long
euclidean,2,task_init,2.92415452003479,67,65,2,libero_long_full_3,libero_long
euclidean,3,episode,2.068804979324341,503,479,24,libero_long_full_3,libero_long
euclidean,3,task_init,3.0790631771087646,67,65,2,libero_long_full_3,libero_long
euclidean,4,episode,2.1386196613311768,503,479,24,libero_long_full_3,libero_long
euclidean,4,task_init,3.2680180072784424,67,65,2,libero_long_full_3,libero_long
euclidean,5,episode,2.1900229454040527,503,479,24,libero_long_full_3,libero_long
euclidean,5,task_init,3.382974863052368,67,65,2,libero_long_full_3,libero_long
euclidean,6,episode,2.2257890701293945,503,479,24,libero_long_full_3,libero_long
euclidean,6,task_init,3.4836201667785645,67,65,2,libero_long_full_3,libero_long
euclidean,7,episode,2.2561612129211426,503,479,24,libero_long_full_3,libero_long
euclidean,7,task_init,3.576593399047852,67,65,2,libero_long_full_3,libero_long
euclidean,8,episode,2.2794034481048584,503,479,24,libero_long_full_3,libero_long
euclidean,8,task_init,3.6677727699279785,67,65,2,libero_long_full_3,libero_long
euclidean,9,episode,2.3091959953308105,503,479,24,libero_long_full_3,libero_long
euclidean,9,task_init,3.7481632232666016,67,65,2,libero_long_full_3,libero_long
euclidean,10,episode,2.3267271518707275,503,479,24,libero_long_full_3,libero_long
euclidean,10,task_init,3.8164780139923096,67,65,2,libero_long_full_3,libero_long
euclidean,20,episode,2.544574499130249,503,479,24,libero_long_full_3,libero_long
euclidean,20,task_init,4.464548110961914,67,65,2,libero_long_full_3,libero_long
cosine,1,episode,0.2482102662324905,503,479,24,libero_long_full_3,libero_long
cosine,1,task_init,0.3210608959197998,67,65,2,libero_long_full_3,libero_long
cosine,2,episode,0.2598353326320648,503,479,24,libero_long_full_3,libero_long
cosine,2,task_init,0.3272777199745178,67,65,2,libero_long_full_3,libero_long
cosine,3,episode,0.2727325558662414,503,479,24,libero_long_full_3,libero_long
cosine,3,task_init,0.3306708633899688,67,65,2,libero_long_full_3,libero_long
cosine,4,episode,0.2790568768978119,503,479,24,libero_long_full_3,libero_long
cosine,4,task_init,0.3428174555301666,67,65,2,libero_long_full_3,libero_long
cosine,5,episode,0.2869688868522644,503,479,24,libero_long_full_3,libero_long
cosine,5,task_init,0.3548979163169861,67,65,2,libero_long_full_3,libero_long
cosine,6,episode,0.2947625815868377,503,479,24,libero_long_full_3,libero_long
cosine,6,task_init,0.3686892390251159,67,65,2,libero_long_full_3,libero_long
cosine,7,episode,0.2983116507530212,503,479,24,libero_long_full_3,libero_long
cosine,7,task_init,0.3770559728145599,67,65,2,libero_long_full_3,libero_long
cosine,8,episode,0.3015307784080505,503,479,24,libero_long_full_3,libero_long
cosine,8,task_init,0.3809459507465362,67,65,2,libero_long_full_3,libero_long
cosine,9,episode,0.307669997215271,503,479,24,libero_long_full_3,libero_long
cosine,9,task_init,0.3841989040374756,67,65,2,libero_long_full_3,libero_long
cosine,10,episode,0.3130640089511871,503,479,24,libero_long_full_3,libero_long
cosine,10,task_init,0.3907950818538666,67,65,2,libero_long_full_3,libero_long
cosine,20,episode,0.3504864871501922,503,479,24,libero_long_full_3,libero_long
cosine,20,task_init,0.4352206289768219,67,65,2,libero_long_full_3,libero_long
cosine_neighbors_euclidean_score,1,episode,6.853887557983398,503,479,24,libero_long_full_3,libero_long
cosine_neighbors_euclidean_score,1,task_init,9.876032829284668,67,65,2,libero_long_full_3,libero_long
cosine_neighbors_euclidean_score,2,episode,5.700098991394043,503,479,24,libero_long_full_3,libero_long
cosine_neighbors_euclidean_score,2,task_init,9.000601768493652,67,65,2,libero_long_full_3,libero_long
cosine_neighbors_euclidean_score,3,episode,5.315701484680176,503,479,24,libero_long_full_3,libero_long
cosine_neighbors_euclidean_score,3,task_init,8.140971183776855,67,65,2,libero_long_full_3,libero_long
cosine_neighbors_euclidean_score,4,episode,5.093267440795898,503,479,24,libero_long_full_3,libero_long
cosine_neighbors_euclidean_score,4,task_init,7.697440147399902,67,65,2,libero_long_full_3,libero_long
cosine_neighbors_euclidean_score,5,episode,5.111618041992188,503,479,24,libero_long_full_3,libero_long
cosine_neighbors_euclidean_score,5,task_init,7.92830753326416,67,65,2,libero_long_full_3,libero_long
cosine_neighbors_euclidean_score,6,episode,4.976480960845947,503,479,24,libero_long_full_3,libero_long
cosine_neighbors_euclidean_score,6,task_init,8.01859188079834,67,65,2,libero_long_full_3,libero_long
cosine_neighbors_euclidean_score,7,episode,5.041163921356201,503,479,24,libero_long_full_3,libero_long
cosine_neighbors_euclidean_score,7,task_init,7.405688285827637,67,65,2,libero_long_full_3,libero_long
cosine_neighbors_euclidean_score,8,episode,5.078558921813965,503,479,24,libero_long_full_3,libero_long
cosine_neighbors_euclidean_score,8,task_init,7.203283309936523,67,65,2,libero_long_full_3,libero_long
cosine_neighbors_euclidean_score,9,episode,5.054916858673096,503,479,24,libero_long_full_3,libero_long
cosine_neighbors_euclidean_score,9,task_init,7.364535331726074,67,65,2,libero_long_full_3,libero_long
cosine_neighbors_euclidean_score,10,episode,4.8870368003845215,503,479,24,libero_long_full_3,libero_long
cosine_neighbors_euclidean_score,10,task_init,7.212938785552978,67,65,2,libero_long_full_3,libero_long
cosine_neighbors_euclidean_score,20,episode,4.642955303192139,503,479,24,libero_long_full_3,libero_long
cosine_neighbors_euclidean_score,20,task_init,6.735311031341553,67,65,2,libero_long_full_3,libero_long
euclidean_neighbors_cosine_score,1,episode,0.3430907130241394,503,479,24,libero_long_full_3,libero_long
euclidean_neighbors_cosine_score,1,task_init,0.4518919587135315,67,65,2,libero_long_full_3,libero_long
euclidean_neighbors_cosine_score,2,episode,0.3485968112945556,503,479,24,libero_long_full_3,libero_long
euclidean_neighbors_cosine_score,2,task_init,0.4539903700351715,67,65,2,libero_long_full_3,libero_long
euclidean_neighbors_cosine_score,3,episode,0.3637047111988067,503,479,24,libero_long_full_3,libero_long
euclidean_neighbors_cosine_score,3,task_init,0.4793614745140075,67,65,2,libero_long_full_3,libero_long
euclidean_neighbors_cosine_score,4,episode,0.3763942718505859,503,479,24,libero_long_full_3,libero_long
euclidean_neighbors_cosine_score,4,task_init,0.5091860890388489,67,65,2,libero_long_full_3,libero_long
euclidean_neighbors_cosine_score,5,episode,0.3913970589637756,503,479,24,libero_long_full_3,libero_long
euclidean_neighbors_cosine_score,5,task_init,0.4900381565093994,67,65,2,libero_long_full_3,libero_long
euclidean_neighbors_cosine_score,6,episode,0.4005684852600097,503,479,24,libero_long_full_3,libero_long
euclidean_neighbors_cosine_score,6,task_init,0.4972711503505707,67,65,2,libero_long_full_3,libero_long
euclidean_neighbors_cosine_score,7,episode,0.4134510159492492,503,479,24,libero_long_full_3,libero_long
euclidean_neighbors_cosine_score,7,task_init,0.4973353147506714,67,65,2,libero_long_full_3,libero_long
euclidean_neighbors_cosine_score,8,episode,0.4170867502689361,503,479,24,libero_long_full_3,libero_long
euclidean_neighbors_cosine_score,8,task_init,0.5107230544090271,67,65,2,libero_long_full_3,libero_long
euclidean_neighbors_cosine_score,9,episode,0.424824446439743,503,479,24,libero_long_full_3,libero_long
euclidean_neighbors_cosine_score,9,task_init,0.4956488311290741,67,65,2,libero_long_full_3,libero_long
euclidean_neighbors_cosine_score,10,episode,0.4326031804084778,503,479,24,libero_long_full_3,libero_long
euclidean_neighbors_cosine_score,10,task_init,0.5240433216094971,67,65,2,libero_long_full_3,libero_long
euclidean_neighbors_cosine_score,20,episode,0.4788429141044616,503,479,24,libero_long_full_3,libero_long
euclidean_neighbors_cosine_score,20,task_init,0.5858906507492065,67,65,2,libero_long_full_3,libero_long
cosine_without_center,1,episode,0.2202996909618377,503,479,24,libero_long_full_3,libero_long
cosine_without_center,1,task_init,0.2862396836280823,67,65,2,libero_long_full_3,libero_long
cosine_without_center,2,episode,0.2264367491006851,503,479,24,libero_long_full_3,libero_long
cosine_without_center,2,task_init,0.303212970495224,67,65,2,libero_long_full_3,libero_long
cosine_without_center,3,episode,0.2434094399213791,503,479,24,libero_long_full_3,libero_long
cosine_without_center,3,task_init,0.3164595663547516,67,65,2,libero_long_full_3,libero_long
cosine_without_center,4,episode,0.2536641657352447,503,479,24,libero_long_full_3,libero_long
cosine_without_center,4,task_init,0.334611564874649,67,65,2,libero_long_full_3,libero_long
cosine_without_center,5,episode,0.2627378106117248,503,479,24,libero_long_full_3,libero_long
cosine_without_center,5,task_init,0.3456599712371826,67,65,2,libero_long_full_3,libero_long
cosine_without_center,6,episode,0.2671821117401123,503,479,24,libero_long_full_3,libero_long
cosine_without_center,6,task_init,0.35335773229599,67,65,2,libero_long_full_3,libero_long
cosine_without_center,7,episode,0.2704009711742401,503,479,24,libero_long_full_3,libero_long
cosine_without_center,7,task_init,0.3570515215396881,67,65,2,libero_long_full_3,libero_long
cosine_without_center,8,episode,0.2755683362483978,503,479,24,libero_long_full_3,libero_long
cosine_without_center,8,task_init,0.3599652945995331,67,65,2,libero_long_full_3,libero_long
cosine_without_center,9,episode,0.2799569964408874,503,479,24,libero_long_full_3,libero_long
cosine_without_center,9,task_init,0.3636462688446045,67,65,2,libero_long_full_3,libero_long
cosine_without_center,10,episode,0.2844132483005523,503,479,24,libero_long_full_3,libero_long
cosine_without_center,10,task_init,0.3666197657585144,67,65,2,libero_long_full_3,libero_long
cosine_without_center,20,episode,0.3141283988952636,503,479,24,libero_long_full_3,libero_long
cosine_without_center,20,task_init,0.3926379978656769,67,65,2,libero_long_full_3,libero_long
euclidean,1,episode,1.321263551712036,551,525,26,libero_object_full_0,libero_object
euclidean,1,task_init,1.894347667694092,70,68,2,libero_object_full_0,libero_object
euclidean,2,episode,1.3514344692230225,551,525,26,libero_object_full_0,libero_object
euclidean,2,task_init,1.965812087059021,70,68,2,libero_object_full_0,libero_object
euclidean,3,episode,1.3856455087661743,551,525,26,libero_object_full_0,libero_object
euclidean,3,task_init,2.0146923065185547,70,68,2,libero_object_full_0,libero_object
euclidean,4,episode,1.4249491691589355,551,525,26,libero_object_full_0,libero_object
euclidean,4,task_init,2.0503246784210205,70,68,2,libero_object_full_0,libero_object
euclidean,5,episode,1.4703516960144043,551,525,26,libero_object_full_0,libero_object
euclidean,5,task_init,2.077677011489868,70,68,2,libero_object_full_0,libero_object
euclidean,6,episode,1.4934419393539429,551,525,26,libero_object_full_0,libero_object
euclidean,6,task_init,2.1020636558532715,70,68,2,libero_object_full_0,libero_object
euclidean,7,episode,1.519425630569458,551,525,26,libero_object_full_0,libero_object
euclidean,7,task_init,2.129750490188598,70,68,2,libero_object_full_0,libero_object
euclidean,8,episode,1.5517302751541138,551,525,26,libero_object_full_0,libero_object
euclidean,8,task_init,2.1526546478271484,70,68,2,libero_object_full_0,libero_object
euclidean,9,episode,1.5756216049194336,551,525,26,libero_object_full_0,libero_object
euclidean,9,task_init,2.1711766719818115,70,68,2,libero_object_full_0,libero_object
euclidean,10,episode,1.5968302488327026,551,525,26,libero_object_full_0,libero_object
euclidean,10,task_init,2.195237398147583,70,68,2,libero_object_full_0,libero_object
euclidean,20,episode,1.7712910175323486,551,525,26,libero_object_full_0,libero_object
euclidean,20,task_init,2.798142433166504,70,68,2,libero_object_full_0,libero_object
cosine,1,episode,0.2305638641119003,551,525,26,libero_object_full_0,libero_object
cosine,1,task_init,0.325033575296402,70,68,2,libero_object_full_0,libero_object
cosine,2,episode,0.2369844317436218,551,525,26,libero_object_full_0,libero_object
cosine,2,task_init,0.3445461988449096,70,68,2,libero_object_full_0,libero_object
cosine,3,episode,0.2415400743484497,551,525,26,libero_object_full_0,libero_object
cosine,3,task_init,0.3555024564266205,70,68,2,libero_object_full_0,libero_object
cosine,4,episode,0.2493187636137008,551,525,26,libero_object_full_0,libero_object
cosine,4,task_init,0.363318920135498,70,68,2,libero_object_full_0,libero_object
cosine,5,episode,0.2540727257728576,551,525,26,libero_object_full_0,libero_object
cosine,5,task_init,0.3695745766162872,70,68,2,libero_object_full_0,libero_object
cosine,6,episode,0.2598796784877777,551,525,26,libero_object_full_0,libero_object
cosine,6,task_init,0.3778507113456726,70,68,2,libero_object_full_0,libero_object
cosine,7,episode,0.2656742036342621,551,525,26,libero_object_full_0,libero_object
cosine,7,task_init,0.3844839036464691,70,68,2,libero_object_full_0,libero_object
cosine,8,episode,0.2718738615512848,551,525,26,libero_object_full_0,libero_object
cosine,8,task_init,0.3901014029979706,70,68,2,libero_object_full_0,libero_object
cosine,9,episode,0.2776660919189453,551,525,26,libero_object_full_0,libero_object
cosine,9,task_init,0.3956586122512817,70,68,2,libero_object_full_0,libero_object
cosine,10,episode,0.2820945978164673,551,525,26,libero_object_full_0,libero_object
cosine,10,task_init,0.400320827960968,70,68,2,libero_object_full_0,libero_object
cosine,20,episode,0.3130182027816772,551,525,26,libero_object_full_0,libero_object
cosine,20,task_init,0.4424794614315033,70,68,2,libero_object_full_0,libero_object
cosine_neighbors_euclidean_score,1,episode,3.686528205871582,551,525,26,libero_object_full_0,libero_object
cosine_neighbors_euclidean_score,1,task_init,6.073134422302246,70,68,2,libero_object_full_0,libero_object
cosine_neighbors_euclidean_score,2,episode,3.151292085647583,551,525,26,libero_object_full_0,libero_object
cosine_neighbors_euclidean_score,2,task_init,4.530119895935059,70,68,2,libero_object_full_0,libero_object
cosine_neighbors_euclidean_score,3,episode,2.90985369682312,551,525,26,libero_object_full_0,libero_object
cosine_neighbors_euclidean_score,3,task_init,4.624668598175049,70,68,2,libero_object_full_0,libero_object
cosine_neighbors_euclidean_score,4,episode,2.9206531047821045,551,525,26,libero_object_full_0,libero_object
cosine_neighbors_euclidean_score,4,task_init,4.394807815551758,70,68,2,libero_object_full_0,libero_object
