level,cohort,suite,task,method,failure,k_count,episodes,count,baseline_k20_alarms,baseline_alarms_with_this_k_count
suite,all,libero_goal,all,cosine_without_center,False,1,7792,43,555,1
suite,all,libero_goal,all,cosine_without_center,False,2,7792,14,555,2
suite,all,libero_goal,all,cosine_without_center,False,3,7792,14,555,3
suite,all,libero_goal,all,cosine_without_center,False,4,7792,13,555,1
suite,all,libero_goal,all,cosine_without_center,False,5,7792,17,555,7
suite,all,libero_goal,all,cosine_without_center,False,6,7792,15,555,6
suite,all,libero_goal,all,cosine_without_center,False,7,7792,11,555,4
suite,all,libero_goal,all,cosine_without_center,False,8,7792,15,555,10
suite,all,libero_goal,all,cosine_without_center,False,9,7792,22,555,18
suite,all,libero_goal,all,cosine_without_center,False,10,7792,574,555,502
suite,all,libero_goal,all,cosine_without_center,True,0,208,101,80,0
suite,all,libero_goal,all,cosine_without_center,True,1,208,3,80,0
suite,all,libero_goal,all,cosine_without_center,True,2,208,1,80,0
suite,all,libero_goal,all,cosine_without_center,True,3,208,1,80,0
suite,all,libero_goal,all,cosine_without_center,True,4,208,4,80,0
suite,all,libero_goal,all,cosine_without_center,True,5,208,1,80,0
suite,all,libero_goal,all,cosine_without_center,True,6,208,1,80,1
suite,all,libero_goal,all,cosine_without_center,True,7,208,3,80,2
suite,all,libero_goal,all,cosine_without_center,True,8,208,3,80,2
suite,all,libero_goal,all,cosine_without_center,True,9,208,4,80,2
suite,all,libero_goal,all,cosine_without_center,True,10,208,86,80,73
suite,all,libero_long,all,euclidean,False,0,7459,6970,159,2
suite,all,libero_long,all,euclidean,False,1,7459,31,159,2
suite,all,libero_long,all,euclidean,False,2,7459,20,159,2
suite,all,libero_long,all,euclidean,False,3,7459,14,159,1
suite,all,libero_long,all,euclidean,False,4,7459,7,159,1
suite,all,libero_long,all,euclidean,False,5,7459,11,159,0
suite,all,libero_long,all,euclidean,False,6,7459,18,159,1
suite,all,libero_long,all,euclidean,False,7,7459,48,159,1
suite,all,libero_long,all,euclidean,False,8,7459,44,159,4
suite,all,libero_long,all,euclidean,False,9,7459,36,159,5
suite,all,libero_long,all,euclidean,False,10,7459,260,159,140
suite,all,libero_long,all,euclidean,True,0,541,61,430,1
suite,all,libero_long,all,euclidean,True,1,541,4,430,0
suite,all,libero_long,all,euclidean,True,2,541,4,430,0
suite,all,libero_long,all,euclidean,True,3,541,2,430,0
suite,all,libero_long,all,euclidean,True,4,541,1,430,0
suite,all,libero_long,all,euclidean,True,5,541,1,430,0
suite,all,libero_long,all,euclidean,True,6,541,5,430,1
suite,all,libero_long,all,euclidean,True,7,541,6,430,2
suite,all,libero_long,all,euclidean,True,8,541,21,430,16
suite,all,libero_long,all,euclidean,True,9,541,21,430,16
suite,all,libero_long,all,euclidean,True,10,541,415,430,394
suite,all,libero_long,all,cosine,False,0,7459,7214,203,18
suite,all,libero_long,all,cosine,False,1,7459,14,203,2
suite,all,libero_long,all,cosine,False,2,7459,15,203,6
suite,all,libero_long,all,cosine,False,3,7459,16,203,7
suite,all,libero_long,all,cosine,False,4,7459,10,203,4
suite,all,libero_long,all,cosine,False,5,7459,6,203,4
suite,all,libero_long,all,cosine,False,6,7459,6,203,4
suite,all,libero_long,all,cosine,False,7,7459,11,203,6
suite,all,libero_long,all,cosine,False,8,7459,20,203,17
suite,all,libero_long,all,cosine,False,9,7459,20,203,16
suite,all,libero_long,all,cosine,False,10,7459,127,203,119
suite,all,libero_long,all,cosine,True,0,541,533,7,3
suite,all,libero_long,all,cosine,True,1,541,0,7,0
suite,all,libero_long,all,cosine,True,2,541,0,7,0
suite,all,libero_long,all,cosine,True,3,541,0,7,0
suite,all,libero_long,all,cosine,True,4,541,2,7,1
suite,all,libero_long,all,cosine,True,5,541,0,7,0
suite,all,libero_long,all,cosine,True,6,541,0,7,0
suite,all,libero_long,all,cosine,True,7,541,0,7,0
suite,all,libero_long,all,cosine,True,8,541,1,7,1
suite,all,libero_long,all,cosine,True,9,541,3,7,2
suite,all,libero_long,all,cosine,True,10,541,2,7,0
suite,all,libero_long,all,cosine_neighbors_euclidean_score,False,0,7459,7162,145,53
suite,all,libero_long,all,cosine_neighbors_euclidean_score,False,1,7459,87,145,3
suite,all,libero_long,all,cosine_neighbors_euclidean_score,False,2,7459,57,145,9
suite,all,libero_long,all,cosine_neighbors_euclidean_score,False,3,7459,33,145,8
suite,all,libero_long,all,cosine_neighbors_euclidean_score,False,4,7459,21,145,6
suite,all,libero_long,all,cosine_neighbors_euclidean_score,False,5,7459,24,145,14
suite,all,libero_long,all,cosine_neighbors_euclidean_score,False,6,7459,32,145,20
suite,all,libero_long,all,cosine_neighbors_euclidean_score,False,7,7459,11,145,9
suite,all,libero_long,all,cosine_neighbors_euclidean_score,False,8,7459,18,145,13
suite,all,libero_long,all,cosine_neighbors_euclidean_score,False,9,7459,3,145,2
suite,all,libero_long,all,cosine_neighbors_euclidean_score,False,10,7459,11,145,8
suite,all,libero_long,all,cosine_neighbors_euclidean_score,True,0,541,165,381,22
suite,all,libero_long,all,cosine_neighbors_euclidean_score,True,1,541,26,381,16
suite,all,libero_long,all,cosine_neighbors_euclidean_score,True,2,541,12,381,9
suite,all,libero_long,all,cosine_neighbors_euclidean_score,True,3,541,12,381,12
suite,all,libero_long,all,cosine_neighbors_euclidean_score,True,4,541,11,381,8
suite,all,libero_long,all,cosine_neighbors_euclidean_score,True,5,541,25,381,25
suite,all,libero_long,all,cosine_neighbors_euclidean_score,True,6,541,33,381,32
suite,all,libero_long,all,cosine_neighbors_euclidean_score,True,7,541,85,381,85
suite,all,libero_long,all,cosine_neighbors_euclidean_score,True,8,541,60,381,60
suite,all,libero_long,all,cosine_neighbors_euclidean_score,True,9,541,23,381,23
suite,all,libero_long,all,cosine_neighbors_euclidean_score,True,10,541,89,381,89
suite,all,libero_long,all,euclidean_neighbors_cosine_score,False,0,7459,7287,107,15
suite,all,libero_long,all,euclidean_neighbors_cosine_score,False,1,7459,50,107,6
suite,all,libero_long,all,euclidean_neighbors_cosine_score,False,2,7459,25,107,10
suite,all,libero_long,all,euclidean_neighbors_cosine_score,False,3,7459,12,107,4
suite,all,libero_long,all,euclidean_neighbors_cosine_score,False,4,7459,9,107,7
suite,all,libero_long,all,euclidean_neighbors_cosine_score,False,5,7459,10,107,7
suite,all,libero_long,all,euclidean_neighbors_cosine_score,False,6,7459,13,107,10
suite,all,libero_long,all,euclidean_neighbors_cosine_score,False,7,7459,17,107,14
suite,all,libero_long,all,euclidean_neighbors_cosine_score,False,8,7459,7,107,5
suite,all,libero_long,all,euclidean_neighbors_cosine_score,False,9,7459,11,107,11
suite,all,libero_long,all,euclidean_neighbors_cosine_score,False,10,7459,18,107,18
suite,all,libero_long,all,euclidean_neighbors_cosine_score,True,0,541,535,2,0
suite,all,libero_long,all,euclidean_neighbors_cosine_score,True,1,541,2,2,1
suite,all,libero_long,all,euclidean_neighbors_cosine_score,True,2,541,0,2,0
suite,all,libero_long,all,euclidean_neighbors_cosine_score,True,3,541,1,2,0
suite,all,libero_long,all,euclidean_neighbors_cosine_score,True,4,541,1,2,0
suite,all,libero_long,all,euclidean_neighbors_cosine_score,True,5,541,0,2,0
suite,all,libero_long,all,euclidean_neighbors_cosine_score,True,6,541,1,2,0
suite,all,libero_long,all,euclidean_neighbors_cosine_score,True,7,541,0,2,0
suite,all,libero_long,all,euclidean_neighbors_cosine_score,True,8,541,0,2,0
suite,all,libero_long,all,euclidean_neighbors_cosine_score,True,9,541,0,2,0
suite,all,libero_long,all,euclidean_neighbors_cosine_score,True,10,541,1,2,1
suite,all,libero_long,all,cosine_without_center,False,0,7459,7034,370,25
suite,all,libero_long,all,cosine_without_center,False,1,7459,17,370,0
suite,all,libero_long,all,cosine_without_center,False,2,7459,10,370,7
suite,all,libero_long,all,cosine_without_center,False,3,7459,17,370,7
suite,all,libero_long,all,cosine_without_center,False,4,7459,11,370,8
suite,all,libero_long,all,cosine_without_center,False,5,7459,12,370,10
suite,all,libero_long,all,cosine_without_center,False,6,7459,27,370,19
suite,all,libero_long,all,cosine_without_center,False,7,7459,42,370,31
suite,all,libero_long,all,cosine_without_center,False,8,7459,36,370,27
suite,all,libero_long,all,cosine_without_center,False,9,7459,36,370,31
suite,all,libero_long,all,cosine_without_center,False,10,7459,217,370,205
suite,all,libero_long,all,cosine_without_center,True,0,541,518,17,0
suite,all,libero_long,all,cosine_without_center,True,1,541,2,17,2
suite,all,libero_long,all,cosine_without_center,True,2,541,2,17,1
suite,all,libero_long,all,cosine_without_center,True,3,541,1,17,1
suite,all,libero_long,all,cosine_without_center,True,4,541,1,17,0
suite,all,libero_long,all,cosine_without_center,True,5,541,1,17,0
suite,all,libero_long,all,cosine_without_center,True,6,541,2,17,1
suite,all,libero_long,all,cosine_without_center,True,7,541,1,17,0
suite,all,libero_long,all,cosine_without_center,True,8,541,1,17,1
suite,all,libero_long,all,cosine_without_center,True,9,541,2,17,2
suite,all,libero_long,all,cosine_without_center,True,10,541,10,17,9
suite,all,libero_object,all,euclidean,False,0,7919,7759,141,8
suite,all,libero_object,all,euclidean,False,1,7919,10,141,3
suite,all,libero_object,all,euclidean,False,2,7919,10,141,1
suite,all,libero_object,all,euclidean,False,3,7919,3,141,2
suite,all,libero_object,all,euclidean,False,4,7919,3,141,1
suite,all,libero_object,all,euclidean,False,5,7919,2,141,1
suite,all,libero_object,all,euclidean,False,6,7919,3,141,2
suite,all,libero_object,all,euclidean,False,7,7919,5,141,5
suite,all,libero_object,all,euclidean,False,8,7919,10,141,10
suite,all,libero_object,all,euclidean,False,9,7919,7,141,6
suite,all,libero_object,all,euclidean,False,10,7919,107,141,102
suite,all,libero_object,all,euclidean,True,0,81,3,75,0
suite,all,libero_object,all,euclidean,True,1,81,0,75,0
suite,all,libero_object,all,euclidean,True,2,81,0,75,0
suite,all,libero_object,all,euclidean,True,3,81,0,75,0
suite,all,libero_object,all,euclidean,True,4,81,0,75,0
suite,all,libero_object,all,euclidean,True,5,81,0,75,0
suite,all,libero_object,all,euclidean,True,6,81,0,75,0
suite,all,libero_object,all,euclidean,True,7,81,0,75,0
suite,all,libero_object,all,euclidean,True,8,81,1,75,0
suite,all,libero_object,all,euclidean,True,9,81,2,75,0
suite,all,libero_object,all,euclidean,True,10,81,75,75,75
suite,all,libero_object,all,cosine,False,0,7919,7790,73,6
suite,all,libero_object,all,cosine,False,1,7919,12,73,1
suite,all,libero_object,all,cosine,False,2,7919,6,73,0
suite,all,libero_object,all,cosine,False,3,7919,4,73,1
suite,all,libero_object,all,cosine,False,4,7919,3,73,0
suite,all,libero_object,all,cosine,False,5,7919,6,73,2
suite,all,libero_object,all,cosine,False,6,7919,4,73,0
suite,all,libero_object,all,cosine,False,7,7919,11,73,5
suite,all,libero_object,all,cosine,False,8,7919,5,73,2
suite,all,libero_object,all,cosine,False,9,7919,19,73,12
suite,all,libero_object,all,cosine,False,10,7919,59,73,44
suite,all,libero_object,all,cosine,True,0,81,81,0,0
suite,all,libero_object,all,cosine,True,1,81,0,0,0
suite,all,libero_object,all,cosine,True,2,81,0,0,0
suite,all,libero_object,all,cosine,True,3,81,0,0,0
suite,all,libero_object,all,cosine,True,4,81,0,0,0
suite,all,libero_object,all,cosine,True,5,81,0,0,0
suite,all,libero_object,all,cosine,True,6,81,0,0,0
suite,all,libero_object,all,cosine,True,7,81,0,0,0
suite,all,libero_object,all,cosine,True,8,81,0,0,0
suite,all,libero_object,all,cosine,True,9,81,0,0,0
suite,all,libero_object,all,cosine,True,10,81,0,0,0
suite,all,libero_object,all,cosine_neighbors_euclidean_score,False,0,7919,7688,164,29
suite,all,libero_object,all,cosine_neighbors_euclidean_score,False,1,7919,57,164,10
suite,all,libero_object,all,cosine_neighbors_euclidean_score,False,2,7919,20,164,5
suite,all,libero_object,all,cosine_neighbors_euclidean_score,False,3,7919,19,164,6
suite,all,libero_object,all,cosine_neighbors_euclidean_score,False,4,7919,19,164,9
suite,all,libero_object,all,cosine_neighbors_euclidean_score,False,5,7919,16,164,11
suite,all,libero_object,all,cosine_neighbors_euclidean_score,False,6,7919,7,164,5
suite,all,libero_object,all,cosine_neighbors_euclidean_score,False,7,7919,7,164,6
suite,all,libero_object,all,cosine_neighbors_euclidean_score,False,8,7919,18,164,16
suite,all,libero_object,all,cosine_neighbors_euclidean_score,False,9,7919,17,164,16
suite,all,libero_object,all,cosine_neighbors_euclidean_score,False,10,7919,51,164,51
suite,all,libero_object,all,cosine_neighbors_euclidean_score,True,0,81,6,77,3
suite,all,libero_object,all,cosine_neighbors_euclidean_score,True,1,81,1,77,1
suite,all,libero_object,all,cosine_neighbors_euclidean_score,True,2,81,1,77,0
suite,all,libero_object,all,cosine_neighbors_euclidean_score,True,3,81,1,77,1
suite,all,libero_object,all,cosine_neighbors_euclidean_score,True,4,81,1,77,1
suite,all,libero_object,all,cosine_neighbors_euclidean_score,True,5,81,1,77,1
suite,all,libero_object,all,cosine_neighbors_euclidean_score,True,6,81,2,77,2
suite,all,libero_object,all,cosine_neighbors_euclidean_score,True,7,81,1,77,1
suite,all,libero_object,all,cosine_neighbors_euclidean_score,True,8,81,4,77,4
suite,all,libero_object,all,cosine_neighbors_euclidean_score,True,9,81,9,77,9
suite,all,libero_object,all,cosine_neighbors_euclidean_score,True,10,81,54,77,54
suite,all,libero_object,all,euclidean_neighbors_cosine_score,False,0,7919,7796,54,6
suite,all,libero_object,all,euclidean_neighbors_cosine_score,False,1,7919,16,54,1
suite,all,libero_object,all,euclidean_neighbors_cosine_score,False,2,7919,25,54,6
suite,all,libero_object,all,euclidean_neighbors_cosine_score,False,3,7919,12,54,1
suite,all,libero_object,all,euclidean_neighbors_cosine_score,False,4,7919,8,54,3
suite,all,libero_object,all,euclidean_neighbors_cosine_score,False,5,7919,7,54,3
suite,all,libero_object,all,euclidean_neighbors_cosine_score,False,6,7919,4,54,1
suite,all,libero_object,all,euclidean_neighbors_cosine_score,False,7,7919,6,54,3
suite,all,libero_object,all,euclidean_neighbors_cosine_score,False,8,7919,9,54,4
suite,all,libero_object,all,euclidean_neighbors_cosine_score,False,9,7919,16,54,10
suite,all,libero_object,all,euclidean_neighbors_cosine_score,False,10,7919,20,54,16
suite,all,libero_object,all,euclidean_neighbors_cosine_score,True,0,81,81,0,0
suite,all,libero_object,all,euclidean_neighbors_cosine_score,True,1,81,0,0,0
suite,all,libero_object,all,euclidean_neighbors_cosine_score,True,2,81,0,0,0
suite,all,libero_object,all,euclidean_neighbors_cosine_score,True,3,81,0,0,0
suite,all,libero_object,all,euclidean_neighbors_cosine_score,True,4,81,0,0,0
suite,all,libero_object,all,euclidean_neighbors_cosine_score,True,5,81,0,0,0
suite,all,libero_object,all,euclidean_neighbors_cosine_score,True,6,81,0,0,0
suite,all,libero_object,all,euclidean_neighbors_cosine_score,True,7,81,0,0,0
suite,all,libero_object,all,euclidean_neighbors_cosine_score,True,8,81,0,0,0
suite,all,libero_object,all,euclidean_neighbors_cosine_score,True,9,81,0,0,0
suite,all,libero_object,all,euclidean_neighbors_cosine_score,True,10,81,0,0,0
suite,all,libero_object,all,cosine_without_center,False,0,7919,7774,107,3
suite,all,libero_object,all,cosine_without_center,False,1,7919,2,107,0
suite,all,libero_object,all,cosine_without_center,False,2,7919,10,107,0
suite,all,libero_object,all,cosine_without_center,False,3,7919,5,107,0
suite,all,libero_object,all,cosine_without_center,False,4,7919,1,107,0
suite,all,libero_object,all,cosine_without_center,False,5,7919,5,107,3
suite,all,libero_object,all,cosine_without_center,False,6,7919,5,107,3
suite,all,libero_object,all,cosine_without_center,False,7,7919,7,107,5
suite,all,libero_object,all,cosine_without_center,False,8,7919,9,107,3
suite,all,libero_object,all,cosine_without_center,False,9,7919,15,107,11
suite,all,libero_object,all,cosine_without_center,False,10,7919,86,107,79
suite,all,libero_object,all,cosine_without_center,True,0,81,54,27,1
suite,all,libero_object,all,cosine_without_center,True,1,81,0,27,0
suite,all,libero_object,all,cosine_without_center,True,2,81,0,27,0
suite,all,libero_object,all,cosine_without_center,True,3,81,1,27,0
suite,all,libero_object,all,cosine_without_center,True,4,81,2,27,2
suite,all,libero_object,all,cosine_without_center,True,5,81,1,27,1
suite,all,libero_object,all,cosine_without_center,True,6,81,0,27,0
suite,all,libero_object,all,cosine_without_center,True,7,81,2,27,2
suite,all,libero_object,all,cosine_without_center,True,8,81,2,27,2
suite,all,libero_object,all,cosine_without_center,True,9,81,3,27,3
suite,all,libero_object,all,cosine_without_center,True,10,81,16,27,16
suite,all,libero_spatial,all,euclidean,False,0,7734,6833,527,6
suite,all,libero_spatial,all,euclidean,False,1,7734,117,527,3
suite,all,libero_spatial,all,euclidean,False,2,7734,79,527,5
suite,all,libero_spatial,all,euclidean,False,3,7734,46,527,12
suite,all,libero_spatial,all,euclidean,False,4,7734,41,527,7
suite,all,libero_spatial,all,euclidean,False,5,7734,26,527,4
suite,all,libero_spatial,all,euclidean,False,6,7734,29,527,13
suite,all,libero_spatial,all,euclidean,False,7,7734,17,527,8
suite,all,libero_spatial,all,euclidean,False,8,7734,18,527,9
suite,all,libero_spatial,all,euclidean,False,9,7734,37,527,27
suite,all,libero_spatial,all,euclidean,False,10,7734,491,527,433
suite,all,libero_spatial,all,euclidean,True,0,266,0,266,0
suite,all,libero_spatial,all,euclidean,True,1,266,0,266,0
suite,all,libero_spatial,all,euclidean,True,2,266,0,266,0
suite,all,libero_spatial,all,euclidean,True,3,266,0,266,0
suite,all,libero_spatial,all,euclidean,True,4,266,0,266,0
suite,all,libero_spatial,all,euclidean,True,5,266,0,266,0
suite,all,libero_spatial,all,euclidean,True,6,266,0,266,0
suite,all,libero_spatial,all,euclidean,True,7,266,0,266,0
suite,all,libero_spatial,all,euclidean,True,8,266,0,266,0
suite,all,libero_spatial,all,euclidean,True,9,266,0,266,0
suite,all,libero_spatial,all,euclidean,True,10,266,266,266,266
suite,all,libero_spatial,all,cosine,False,0,7734,7624,95,4
suite,all,libero_spatial,all,cosine,False,1,7734,5,95,1
suite,all,libero_spatial,all,cosine,False,2,7734,2,95,0
suite,all,libero_spatial,all,cosine,False,3,7734,5,95,2
suite,all,libero_spatial,all,cosine,False,4,7734,3,95,1
suite,all,libero_spatial,all,cosine,False,5,7734,5,95,1
suite,all,libero_spatial,all,cosine,False,6,7734,6,95,6
suite,all,libero_spatial,all,cosine,False,7,7734,9,95,7
suite,all,libero_spatial,all,cosine,False,8,7734,9,95,7
suite,all,libero_spatial,all,cosine,False,9,7734,13,95,13
suite,all,libero_spatial,all,cosine,False,10,7734,53,95,53
suite,all,libero_spatial,all,cosine,True,0,266,256,5,1
suite,all,libero_spatial,all,cosine,True,1,266,1,5,0
suite,all,libero_spatial,all,cosine,True,2,266,1,5,0
suite,all,libero_spatial,all,cosine,True,3,266,1,5,0
suite,all,libero_spatial,all,cosine,True,4,266,1,5,0
suite,all,libero_spatial,all,cosine,True,5,266,0,5,0
suite,all,libero_spatial,all,cosine,True,6,266,0,5,0
suite,all,libero_spatial,all,cosine,True,7,266,0,5,0
suite,all,libero_spatial,all,cosine,True,8,266,1,5,1
suite,all,libero_spatial,all,cosine,True,9,266,1,5,1
suite,all,libero_spatial,all,cosine,True,10,266,4,5,2
suite,all,libero_spatial,all,cosine_neighbors_euclidean_score,False,0,7734,7288,150,21
suite,all,libero_spatial,all,cosine_neighbors_euclidean_score,False,1,7734,140,150,8
suite,all,libero_spatial,all,cosine_neighbors_euclidean_score,False,2,7734,83,150,16
suite,all,libero_spatial,all,cosine_neighbors_euclidean_score,False,3,7734,52,150,12
suite,all,libero_spatial,all,cosine_neighbors_euclidean_score,False,4,7734,25,150,11
suite,all,libero_spatial,all,cosine_neighbors_euclidean_score,False,5,7734,27,150,12
suite,all,libero_spatial,all,cosine_neighbors_euclidean_score,False,6,7734,20,150,5
suite,all,libero_spatial,all,cosine_neighbors_euclidean_score,False,7,7734,26,150,13
suite,all,libero_spatial,all,cosine_neighbors_euclidean_score,False,8,7734,21,150,12
suite,all,libero_spatial,all,cosine_neighbors_euclidean_score,False,9,7734,21,150,12
suite,all,libero_spatial,all,cosine_neighbors_euclidean_score,False,10,7734,31,150,28
suite,all,libero_spatial,all,cosine_neighbors_euclidean_score,True,0,266,1,264,0
suite,all,libero_spatial,all,cosine_neighbors_euclidean_score,True,1,266,2,264,2
suite,all,libero_spatial,all,cosine_neighbors_euclidean_score,True,2,266,3,264,3
suite,all,libero_spatial,all,cosine_neighbors_euclidean_score,True,3,266,2,264,2
suite,all,libero_spatial,all,cosine_neighbors_euclidean_score,True,4,266,4,264,4
suite,all,libero_spatial,all,cosine_neighbors_euclidean_score,True,5,266,4,264,4
suite,all,libero_spatial,all,cosine_neighbors_euclidean_score,True,6,266,1,264,1
suite,all,libero_spatial,all,cosine_neighbors_euclidean_score,True,7,266,5,264,5
suite,all,libero_spatial,all,cosine_neighbors_euclidean_score,True,8,266,3,264,2
suite,all,libero_spatial,all,cosine_neighbors_euclidean_score,True,9,266,8,264,8
suite,all,libero_spatial,all,cosine_neighbors_euclidean_score,True,10,266,233,264,233
suite,all,libero_spatial,all,euclidean_neighbors_cosine_score,False,0,7734,7569,88,15
suite,all,libero_spatial,all,euclidean_neighbors_cosine_score,False,1,7734,53,88,6
suite,all,libero_spatial,all,euclidean_neighbors_cosine_score,False,2,7734,18,88,3
suite,all,libero_spatial,all,euclidean_neighbors_cosine_score,False,3,7734,14,88,4
suite,all,libero_spatial,all,euclidean_neighbors_cosine_score,False,4,7734,7,88,0
suite,all,libero_spatial,all,euclidean_neighbors_cosine_score,False,5,7734,4,88,1
suite,all,libero_spatial,all,euclidean_neighbors_cosine_score,False,6,7734,5,88,3
suite,all,libero_spatial,all,euclidean_neighbors_cosine_score,False,7,7734,6,88,3
suite,all,libero_spatial,all,euclidean_neighbors_cosine_score,False,8,7734,7,88,6
suite,all,libero_spatial,all,euclidean_neighbors_cosine_score,False,9,7734,12,88,11
suite,all,libero_spatial,all,euclidean_neighbors_cosine_score,False,10,7734,39,88,36
suite,all,libero_spatial,all,euclidean_neighbors_cosine_score,True,0,266,262,2,2
suite,all,libero_spatial,all,euclidean_neighbors_cosine_score,True,1,266,1,2,0
suite,all,libero_spatial,all,euclidean_neighbors_cosine_score,True,2,266,0,2,0
suite,all,libero_spatial,all,euclidean_neighbors_cosine_score,True,3,266,0,2,0
suite,all,libero_spatial,all,euclidean_neighbors_cosine_score,True,4,266,0,2,0
suite,all,libero_spatial,all,euclidean_neighbors_cosine_score,True,5,266,1,2,0
suite,all,libero_spatial,all,euclidean_neighbors_cosine_score,True,6,266,0,2,0
suite,all,libero_spatial,all,euclidean_neighbors_cosine_score,True,7,266,1,2,0
suite,all,libero_spatial,all,euclidean_neighbors_cosine_score,True,8,266,1,2,0
suite,all,libero_spatial,all,euclidean_neighbors_cosine_score,True,9,266,0,2,0
suite,all,libero_spatial,all,euclidean_neighbors_cosine_score,True,10,266,0,2,0
suite,all,libero_spatial,all,cosine_without_center,False,0,7734,7552,93,3
suite,all,libero_spatial,all,cosine_without_center,False,1,7734,25,93,3
suite,all,libero_spatial,all,cosine_without_center,False,2,7734,21,93,0
suite,all,libero_spatial,all,cosine_without_center,False,3,7734,20,93,1
suite,all,libero_spatial,all,cosine_without_center,False,4,7734,5,93,1
suite,all,libero_spatial,all,cosine_without_center,False,5,7734,7,93,3
suite,all,libero_spatial,all,cosine_without_center,False,6,7734,6,93,1
suite,all,libero_spatial,all,cosine_without_center,False,7,7734,1,93,1
suite,all,libero_spatial,all,cosine_without_center,False,8,7734,6,93,0
suite,all,libero_spatial,all,cosine_without_center,False,9,7734,6,93,4
suite,all,libero_spatial,all,cosine_without_center,False,10,7734,85,93,76
suite,all,libero_spatial,all,cosine_without_center,True,0,266,223,34,1
suite,all,libero_spatial,all,cosine_without_center,True,1,266,2,34,0
suite,all,libero_spatial,all,cosine_without_center,True,2,266,1,34,0
suite,all,libero_spatial,all,cosine_without_center,True,3,266,1,34,1
suite,all,libero_spatial,all,cosine_without_center,True,4,266,0,34,0
suite,all,libero_spatial,all,cosine_without_center,True,5,266,1,34,1
suite,all,libero_spatial,all,cosine_without_center,True,6,266,3,34,1
suite,all,libero_spatial,all,cosine_without_center,True,7,266,3,34,2
suite,all,libero_spatial,all,cosine_without_center,True,8,266,3,34,2
suite,all,libero_spatial,all,cosine_without_center,True,9,266,4,34,3
suite,all,libero_spatial,all,cosine_without_center,True,10,266,25,34,23
