level,cohort,suite,task,calibration,threshold_mode,method,k,episodes,failures,successes,tp,fn,fp,tn,recall,fpr,precision
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,euclidean,1,800,0,800,0,0,586,214,,0.7325,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,euclidean,2,800,0,800,0,0,603,197,,0.75375,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,euclidean,3,800,0,800,0,0,608,192,,0.76,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,euclidean,4,800,0,800,0,0,605,195,,0.75625,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,euclidean,5,800,0,800,0,0,610,190,,0.7625,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,euclidean,6,800,0,800,0,0,599,201,,0.74875,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,euclidean,7,800,0,800,0,0,589,211,,0.73625,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,euclidean,8,800,0,800,0,0,585,215,,0.73125,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,euclidean,9,800,0,800,0,0,579,221,,0.72375,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,euclidean,10,800,0,800,0,0,570,230,,0.7125,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,euclidean,20,800,0,800,0,0,529,271,,0.66125,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine,1,800,0,800,0,0,269,531,,0.33625,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine,2,800,0,800,0,0,274,526,,0.3425,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine,3,800,0,800,0,0,259,541,,0.32375,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine,4,800,0,800,0,0,249,551,,0.31125,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine,5,800,0,800,0,0,238,562,,0.2975,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine,6,800,0,800,0,0,236,564,,0.295,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine,7,800,0,800,0,0,228,572,,0.285,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine,8,800,0,800,0,0,224,576,,0.28,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine,9,800,0,800,0,0,214,586,,0.2675,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine,10,800,0,800,0,0,214,586,,0.2675,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine,20,800,0,800,0,0,205,595,,0.25625,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine_neighbors_euclidean_score,1,800,0,800,0,0,343,457,,0.42875,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine_neighbors_euclidean_score,2,800,0,800,0,0,373,427,,0.46625,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine_neighbors_euclidean_score,3,800,0,800,0,0,380,420,,0.475,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine_neighbors_euclidean_score,4,800,0,800,0,0,418,382,,0.5225,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine_neighbors_euclidean_score,5,800,0,800,0,0,445,355,,0.55625,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine_neighbors_euclidean_score,6,800,0,800,0,0,438,362,,0.5475,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine_neighbors_euclidean_score,7,800,0,800,0,0,432,368,,0.54,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine_neighbors_euclidean_score,8,800,0,800,0,0,433,367,,0.54125,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine_neighbors_euclidean_score,9,800,0,800,0,0,432,368,,0.54,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine_neighbors_euclidean_score,10,800,0,800,0,0,446,354,,0.5575,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine_neighbors_euclidean_score,20,800,0,800,0,0,465,335,,0.58125,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,euclidean_neighbors_cosine_score,1,800,0,800,0,0,311,489,,0.38875,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,euclidean_neighbors_cosine_score,2,800,0,800,0,0,327,473,,0.40875,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,euclidean_neighbors_cosine_score,3,800,0,800,0,0,324,476,,0.405,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,euclidean_neighbors_cosine_score,4,800,0,800,0,0,342,458,,0.4275,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,euclidean_neighbors_cosine_score,5,800,0,800,0,0,350,450,,0.4375,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,euclidean_neighbors_cosine_score,6,800,0,800,0,0,346,454,,0.4325,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,euclidean_neighbors_cosine_score,7,800,0,800,0,0,354,446,,0.4425,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,euclidean_neighbors_cosine_score,8,800,0,800,0,0,331,469,,0.41375,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,euclidean_neighbors_cosine_score,9,800,0,800,0,0,333,467,,0.41625,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,euclidean_neighbors_cosine_score,10,800,0,800,0,0,337,463,,0.42125,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,euclidean_neighbors_cosine_score,20,800,0,800,0,0,321,479,,0.40125,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine_without_center,1,800,0,800,0,0,253,547,,0.31625,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine_without_center,2,800,0,800,0,0,231,569,,0.28875,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine_without_center,3,800,0,800,0,0,229,571,,0.28625,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine_without_center,4,800,0,800,0,0,224,576,,0.28,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine_without_center,5,800,0,800,0,0,220,580,,0.275,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine_without_center,6,800,0,800,0,0,218,582,,0.2725,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine_without_center,7,800,0,800,0,0,218,582,,0.2725,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine_without_center,8,800,0,800,0,0,217,583,,0.27125,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine_without_center,9,800,0,800,0,0,212,588,,0.265,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine_without_center,10,800,0,800,0,0,213,587,,0.26625,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,episode,recalibrated,cosine_without_center,20,800,0,800,0,0,205,595,,0.25625,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,euclidean,1,800,0,800,0,0,253,547,,0.31625,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,euclidean,2,800,0,800,0,0,243,557,,0.30375,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,euclidean,3,800,0,800,0,0,245,555,,0.30625,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,euclidean,4,800,0,800,0,0,248,552,,0.31,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,euclidean,5,800,0,800,0,0,247,553,,0.30875,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,euclidean,6,800,0,800,0,0,251,549,,0.31375,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,euclidean,7,800,0,800,0,0,250,550,,0.3125,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,euclidean,8,800,0,800,0,0,255,545,,0.31875,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,euclidean,9,800,0,800,0,0,253,547,,0.31625,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,euclidean,10,800,0,800,0,0,255,545,,0.31875,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,euclidean,20,800,0,800,0,0,254,546,,0.3175,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine,1,800,0,800,0,0,70,730,,0.0875,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine,2,800,0,800,0,0,90,710,,0.1125,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine,3,800,0,800,0,0,74,726,,0.0925,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine,4,800,0,800,0,0,65,735,,0.08125,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine,5,800,0,800,0,0,64,736,,0.08,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine,6,800,0,800,0,0,63,737,,0.07875,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine,7,800,0,800,0,0,60,740,,0.075,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine,8,800,0,800,0,0,60,740,,0.075,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine,9,800,0,800,0,0,60,740,,0.075,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine,10,800,0,800,0,0,60,740,,0.075,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine,20,800,0,800,0,0,51,749,,0.06375,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine_neighbors_euclidean_score,1,800,0,800,0,0,98,702,,0.1225,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine_neighbors_euclidean_score,2,800,0,800,0,0,103,697,,0.12875,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine_neighbors_euclidean_score,3,800,0,800,0,0,103,697,,0.12875,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine_neighbors_euclidean_score,4,800,0,800,0,0,176,624,,0.22,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine_neighbors_euclidean_score,5,800,0,800,0,0,151,649,,0.18875,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine_neighbors_euclidean_score,6,800,0,800,0,0,130,670,,0.1625,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine_neighbors_euclidean_score,7,800,0,800,0,0,161,639,,0.20125,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine_neighbors_euclidean_score,8,800,0,800,0,0,139,661,,0.17375,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine_neighbors_euclidean_score,9,800,0,800,0,0,126,674,,0.1575,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine_neighbors_euclidean_score,10,800,0,800,0,0,160,640,,0.2,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine_neighbors_euclidean_score,20,800,0,800,0,0,185,615,,0.23125,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,euclidean_neighbors_cosine_score,1,800,0,800,0,0,124,676,,0.155,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,euclidean_neighbors_cosine_score,2,800,0,800,0,0,210,590,,0.2625,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,euclidean_neighbors_cosine_score,3,800,0,800,0,0,184,616,,0.23,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,euclidean_neighbors_cosine_score,4,800,0,800,0,0,147,653,,0.18375,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,euclidean_neighbors_cosine_score,5,800,0,800,0,0,189,611,,0.23625,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,euclidean_neighbors_cosine_score,6,800,0,800,0,0,187,613,,0.23375,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,euclidean_neighbors_cosine_score,7,800,0,800,0,0,162,638,,0.2025,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,euclidean_neighbors_cosine_score,8,800,0,800,0,0,139,661,,0.17375,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,euclidean_neighbors_cosine_score,9,800,0,800,0,0,157,643,,0.19625,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,euclidean_neighbors_cosine_score,10,800,0,800,0,0,145,655,,0.18125,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,euclidean_neighbors_cosine_score,20,800,0,800,0,0,158,642,,0.1975,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine_without_center,1,800,0,800,0,0,44,756,,0.055,0.0
task,all,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,task_init,recalibrated,cosine_without_center,2,800,0,800,0,0,46,754,,0.0575,0.0
