level,cohort,suite,task,calibration,threshold_mode,method,k,episodes,failures,successes,tp,fn,fp,tn,recall,fpr,precision
suite,all,libero_goal,all,episode,recalibrated,euclidean_neighbors_cosine_score,3,8000,208,7792,90,118,1007,6785,0.4326923076923077,0.12923511293634496,0.0820419325432999
suite,all,libero_goal,all,episode,recalibrated,euclidean_neighbors_cosine_score,4,8000,208,7792,87,121,1024,6768,0.4182692307692308,0.13141683778234087,0.0783078307830783
suite,all,libero_goal,all,episode,recalibrated,euclidean_neighbors_cosine_score,5,8000,208,7792,85,123,1013,6779,0.40865384615384615,0.13000513347022588,0.07741347905282331
suite,all,libero_goal,all,episode,recalibrated,euclidean_neighbors_cosine_score,6,8000,208,7792,87,121,1018,6774,0.4182692307692308,0.13064681724845995,0.07873303167420814
suite,all,libero_goal,all,episode,recalibrated,euclidean_neighbors_cosine_score,7,8000,208,7792,85,123,1005,6787,0.40865384615384615,0.12897843942505133,0.0779816513761468
suite,all,libero_goal,all,episode,recalibrated,euclidean_neighbors_cosine_score,8,8000,208,7792,89,119,974,6818,0.42788461538461536,0.125,0.08372530573847602
suite,all,libero_goal,all,episode,recalibrated,euclidean_neighbors_cosine_score,9,8000,208,7792,86,122,972,6820,0.41346153846153844,0.12474332648870637,0.08128544423440454
suite,all,libero_goal,all,episode,recalibrated,euclidean_neighbors_cosine_score,10,8000,208,7792,88,120,992,6800,0.4230769230769231,0.1273100616016427,0.08148148148148149
suite,all,libero_goal,all,episode,recalibrated,euclidean_neighbors_cosine_score,20,8000,208,7792,87,121,944,6848,0.4182692307692308,0.12114989733059549,0.08438409311348205
suite,all,libero_goal,all,episode,recalibrated,cosine_without_center,1,8000,208,7792,121,87,1288,6504,0.5817307692307693,0.16529774127310062,0.0858765081618169
suite,all,libero_goal,all,episode,recalibrated,cosine_without_center,2,8000,208,7792,119,89,1238,6554,0.5721153846153846,0.15888090349075976,0.08769344141488578
suite,all,libero_goal,all,episode,recalibrated,cosine_without_center,3,8000,208,7792,119,89,1220,6572,0.5721153846153846,0.15657084188911705,0.0888722927557879
suite,all,libero_goal,all,episode,recalibrated,cosine_without_center,4,8000,208,7792,120,88,1202,6590,0.5769230769230769,0.15426078028747434,0.0907715582450832
suite,all,libero_goal,all,episode,recalibrated,cosine_without_center,5,8000,208,7792,120,88,1190,6602,0.5769230769230769,0.15272073921971252,0.0916030534351145
suite,all,libero_goal,all,episode,recalibrated,cosine_without_center,6,8000,208,7792,120,88,1183,6609,0.5769230769230769,0.1518223819301848,0.0920951650038373
suite,all,libero_goal,all,episode,recalibrated,cosine_without_center,7,8000,208,7792,120,88,1185,6607,0.5769230769230769,0.15207905544147843,0.09195402298850575
suite,all,libero_goal,all,episode,recalibrated,cosine_without_center,8,8000,208,7792,120,88,1184,6608,0.5769230769230769,0.15195071868583163,0.09202453987730061
suite,all,libero_goal,all,episode,recalibrated,cosine_without_center,9,8000,208,7792,120,88,1176,6616,0.5769230769230769,0.15092402464065707,0.09259259259259259
suite,all,libero_goal,all,episode,recalibrated,cosine_without_center,10,8000,208,7792,119,89,1172,6620,0.5721153846153846,0.1504106776180698,0.09217660728117738
suite,all,libero_goal,all,episode,recalibrated,cosine_without_center,20,8000,208,7792,117,91,1159,6633,0.5625,0.1487422997946612,0.09169278996865204
suite,all,libero_goal,all,task_init,recalibrated,euclidean,1,8000,208,7792,206,2,1981,5811,0.9903846153846154,0.254235112936345,0.09419295839048926
suite,all,libero_goal,all,task_init,recalibrated,euclidean,2,8000,208,7792,206,2,1933,5859,0.9903846153846154,0.24807494866529775,0.09630668536699392
suite,all,libero_goal,all,task_init,recalibrated,euclidean,3,8000,208,7792,206,2,1945,5847,0.9903846153846154,0.24961498973305954,0.09576940957694095
suite,all,libero_goal,all,task_init,recalibrated,euclidean,4,8000,208,7792,206,2,1939,5853,0.9903846153846154,0.24884496919917864,0.09603729603729604
suite,all,libero_goal,all,task_init,recalibrated,euclidean,5,8000,208,7792,206,2,1931,5861,0.9903846153846154,0.24781827515400412,0.09639681796911559
suite,all,libero_goal,all,task_init,recalibrated,euclidean,6,8000,208,7792,206,2,1930,5862,0.9903846153846154,0.2476899383983573,0.09644194756554307
suite,all,libero_goal,all,task_init,recalibrated,euclidean,7,8000,208,7792,206,2,1934,5858,0.9903846153846154,0.24820328542094455,0.09626168224299066
suite,all,libero_goal,all,task_init,recalibrated,euclidean,8,8000,208,7792,206,2,1943,5849,0.9903846153846154,0.2493583162217659,0.09585853885528153
suite,all,libero_goal,all,task_init,recalibrated,euclidean,9,8000,208,7792,206,2,1942,5850,0.9903846153846154,0.2492299794661191,0.09590316573556797
suite,all,libero_goal,all,task_init,recalibrated,euclidean,10,8000,208,7792,206,2,1946,5846,0.9903846153846154,0.24974332648870637,0.09572490706319703
suite,all,libero_goal,all,task_init,recalibrated,euclidean,20,8000,208,7792,206,2,1927,5865,0.9903846153846154,0.24730492813141683,0.09657759024847633
suite,all,libero_goal,all,task_init,recalibrated,cosine,1,8000,208,7792,21,187,275,7517,0.10096153846153846,0.03529260780287474,0.07094594594594594
suite,all,libero_goal,all,task_init,recalibrated,cosine,2,8000,208,7792,21,187,306,7486,0.10096153846153846,0.03927104722792608,0.06422018348623854
suite,all,libero_goal,all,task_init,recalibrated,cosine,3,8000,208,7792,23,185,302,7490,0.11057692307692307,0.03875770020533881,0.07076923076923076
suite,all,libero_goal,all,task_init,recalibrated,cosine,4,8000,208,7792,24,184,297,7495,0.11538461538461539,0.03811601642710472,0.07476635514018691
suite,all,libero_goal,all,task_init,recalibrated,cosine,5,8000,208,7792,25,183,299,7493,0.1201923076923077,0.03837268993839836,0.07716049382716049
suite,all,libero_goal,all,task_init,recalibrated,cosine,6,8000,208,7792,25,183,298,7494,0.1201923076923077,0.03824435318275154,0.07739938080495357
suite,all,libero_goal,all,task_init,recalibrated,cosine,7,8000,208,7792,24,184,293,7499,0.11538461538461539,0.03760266940451745,0.07570977917981073
suite,all,libero_goal,all,task_init,recalibrated,cosine,8,8000,208,7792,25,183,297,7495,0.1201923076923077,0.03811601642710472,0.07763975155279502
suite,all,libero_goal,all,task_init,recalibrated,cosine,9,8000,208,7792,25,183,299,7493,0.1201923076923077,0.03837268993839836,0.07716049382716049
suite,all,libero_goal,all,task_init,recalibrated,cosine,10,8000,208,7792,25,183,301,7491,0.1201923076923077,0.03862936344969199,0.07668711656441718
suite,all,libero_goal,all,task_init,recalibrated,cosine,20,8000,208,7792,26,182,301,7491,0.125,0.03862936344969199,0.07951070336391437
suite,all,libero_goal,all,task_init,recalibrated,cosine_neighbors_euclidean_score,1,8000,208,7792,158,50,917,6875,0.7596153846153846,0.11768480492813142,0.1469767441860465
suite,all,libero_goal,all,task_init,recalibrated,cosine_neighbors_euclidean_score,2,8000,208,7792,168,40,981,6811,0.8076923076923077,0.12589835728952772,0.1462140992167102
suite,all,libero_goal,all,task_init,recalibrated,cosine_neighbors_euclidean_score,3,8000,208,7792,168,40,1030,6762,0.8076923076923077,0.13218685831622176,0.14023372287145242
suite,all,libero_goal,all,task_init,recalibrated,cosine_neighbors_euclidean_score,4,8000,208,7792,175,33,1269,6523,0.8413461538461539,0.16285934291581108,0.12119113573407202
suite,all,libero_goal,all,task_init,recalibrated,cosine_neighbors_euclidean_score,5,8000,208,7792,177,31,1226,6566,0.8509615384615384,0.15734086242299794,0.1261582323592302
suite,all,libero_goal,all,task_init,recalibrated,cosine_neighbors_euclidean_score,6,8000,208,7792,181,27,1218,6574,0.8701923076923077,0.15631416837782341,0.12937812723373837
suite,all,libero_goal,all,task_init,recalibrated,cosine_neighbors_euclidean_score,7,8000,208,7792,183,25,1320,6472,0.8798076923076923,0.16940451745379878,0.1217564870259481
suite,all,libero_goal,all,task_init,recalibrated,cosine_neighbors_euclidean_score,8,8000,208,7792,182,26,1273,6519,0.875,0.16337268993839835,0.12508591065292096
suite,all,libero_goal,all,task_init,recalibrated,cosine_neighbors_euclidean_score,9,8000,208,7792,183,25,1260,6532,0.8798076923076923,0.16170431211498973,0.12681912681912683
suite,all,libero_goal,all,task_init,recalibrated,cosine_neighbors_euclidean_score,10,8000,208,7792,183,25,1356,6436,0.8798076923076923,0.1740246406570842,0.1189083820662768
suite,all,libero_goal,all,task_init,recalibrated,cosine_neighbors_euclidean_score,20,8000,208,7792,188,20,1508,6284,0.9038461538461539,0.1935318275154004,0.11084905660377359
suite,all,libero_goal,all,task_init,recalibrated,euclidean_neighbors_cosine_score,1,8000,208,7792,19,189,307,7485,0.09134615384615384,0.03939938398357289,0.05828220858895705
suite,all,libero_goal,all,task_init,recalibrated,euclidean_neighbors_cosine_score,2,8000,208,7792,20,188,410,7382,0.09615384615384616,0.052618069815195075,0.046511627906976744
suite,all,libero_goal,all,task_init,recalibrated,euclidean_neighbors_cosine_score,3,8000,208,7792,19,189,377,7415,0.09134615384615384,0.0483829568788501,0.047979797979797977
suite,all,libero_goal,all,task_init,recalibrated,euclidean_neighbors_cosine_score,4,8000,208,7792,15,193,323,7469,0.07211538461538461,0.04145277207392197,0.04437869822485207
suite,all,libero_goal,all,task_init,recalibrated,euclidean_neighbors_cosine_score,5,8000,208,7792,19,189,389,7403,0.09134615384615384,0.04992299794661191,0.04656862745098039
suite,all,libero_goal,all,task_init,recalibrated,euclidean_neighbors_cosine_score,6,8000,208,7792,26,182,442,7350,0.125,0.056724845995893225,0.05555555555555555
suite,all,libero_goal,all,task_init,recalibrated,euclidean_neighbors_cosine_score,7,8000,208,7792,32,176,443,7349,0.15384615384615385,0.05685318275154004,0.06736842105263158
suite,all,libero_goal,all,task_init,recalibrated,euclidean_neighbors_cosine_score,8,8000,208,7792,25,183,375,7417,0.1201923076923077,0.04812628336755647,0.0625
suite,all,libero_goal,all,task_init,recalibrated,euclidean_neighbors_cosine_score,9,8000,208,7792,24,184,376,7416,0.11538461538461539,0.048254620123203286,0.06
suite,all,libero_goal,all,task_init,recalibrated,euclidean_neighbors_cosine_score,10,8000,208,7792,22,186,351,7441,0.10576923076923077,0.04504620123203285,0.058981233243967826
suite,all,libero_goal,all,task_init,recalibrated,euclidean_neighbors_cosine_score,20,8000,208,7792,26,182,393,7399,0.125,0.05043634496919918,0.06205250596658711
suite,all,libero_goal,all,task_init,recalibrated,cosine_without_center,1,8000,208,7792,103,105,678,7114,0.4951923076923077,0.0870123203285421,0.13188220230473752
suite,all,libero_goal,all,task_init,recalibrated,cosine_without_center,2,8000,208,7792,95,113,624,7168,0.4567307692307692,0.08008213552361396,0.13212795549374132
suite,all,libero_goal,all,task_init,recalibrated,cosine_without_center,3,8000,208,7792,92,116,630,7162,0.4423076923076923,0.08085215605749486,0.12742382271468145
suite,all,libero_goal,all,task_init,recalibrated,cosine_without_center,4,8000,208,7792,94,114,634,7158,0.4519230769230769,0.08136550308008214,0.12912087912087913
suite,all,libero_goal,all,task_init,recalibrated,cosine_without_center,5,8000,208,7792,96,112,639,7153,0.46153846153846156,0.08200718685831622,0.1306122448979592
suite,all,libero_goal,all,task_init,recalibrated,cosine_without_center,6,8000,208,7792,97,111,644,7148,0.46634615384615385,0.08264887063655031,0.13090418353576247
suite,all,libero_goal,all,task_init,recalibrated,cosine_without_center,7,8000,208,7792,98,110,646,7146,0.47115384615384615,0.08290554414784394,0.13172043010752688
suite,all,libero_goal,all,task_init,recalibrated,cosine_without_center,8,8000,208,7792,99,109,655,7137,0.47596153846153844,0.0840605749486653,0.1312997347480106
suite,all,libero_goal,all,task_init,recalibrated,cosine_without_center,9,8000,208,7792,101,107,659,7133,0.4855769230769231,0.08457392197125256,0.13289473684210526
suite,all,libero_goal,all,task_init,recalibrated,cosine_without_center,10,8000,208,7792,101,107,666,7126,0.4855769230769231,0.08547227926078028,0.1316818774445893
suite,all,libero_goal,all,task_init,recalibrated,cosine_without_center,20,8000,208,7792,80,128,555,7237,0.38461538461538464,0.07122689938398358,0.12598425196850394
suite,all,libero_goal,all,task_init,fixed_k20,euclidean,1,8000,208,7792,193,15,1263,6529,0.9278846153846154,0.1620893223819302,0.13255494505494506
suite,all,libero_goal,all,task_init,fixed_k20,euclidean,2,8000,208,7792,198,10,1352,6440,0.9519230769230769,0.1735112936344969,0.12774193548387097
suite,all,libero_goal,all,task_init,fixed_k20,euclidean,3,8000,208,7792,200,8,1409,6383,0.9615384615384616,0.1808264887063655,0.12430080795525171
suite,all,libero_goal,all,task_init,fixed_k20,euclidean,4,8000,208,7792,200,8,1459,6333,0.9615384615384616,0.18724332648870637,0.12055455093429777
suite,all,libero_goal,all,task_init,fixed_k20,euclidean,5,8000,208,7792,201,7,1509,6283,0.9663461538461539,0.19366016427104724,0.11754385964912281
suite,all,libero_goal,all,task_init,fixed_k20,euclidean,6,8000,208,7792,201,7,1547,6245,0.9663461538461539,0.1985369609856263,0.11498855835240275
suite,all,libero_goal,all,task_init,fixed_k20,euclidean,7,8000,208,7792,203,5,1592,6200,0.9759615384615384,0.20431211498973306,0.11309192200557103
suite,all,libero_goal,all,task_init,fixed_k20,euclidean,8,8000,208,7792,204,4,1640,6152,0.9807692307692307,0.2104722792607803,0.11062906724511931
suite,all,libero_goal,all,task_init,fixed_k20,euclidean,9,8000,208,7792,204,4,1682,6110,0.9807692307692307,0.2158624229979466,0.10816542948038176
suite,all,libero_goal,all,task_init,fixed_k20,euclidean,10,8000,208,7792,204,4,1714,6078,0.9807692307692307,0.21996919917864477,0.10636079249217935
suite,all,libero_goal,all,task_init,fixed_k20,euclidean,20,8000,208,7792,206,2,1927,5865,0.9903846153846154,0.24730492813141683,0.09657759024847633
suite,all,libero_goal,all,task_init,fixed_k20,cosine,1,8000,208,7792,6,202,74,7718,0.028846153846153848,0.009496919917864477,0.075
suite,all,libero_goal,all,task_init,fixed_k20,cosine,2,8000,208,7792,9,199,91,7701,0.04326923076923077,0.01167864476386037,0.09
suite,all,libero_goal,all,task_init,fixed_k20,cosine,3,8000,208,7792,11,197,106,7686,0.052884615384615384,0.013603696098562629,0.09401709401709402
suite,all,libero_goal,all,task_init,fixed_k20,cosine,4,8000,208,7792,11,197,132,7660,0.052884615384615384,0.016940451745379878,0.07692307692307693
suite,all,libero_goal,all,task_init,fixed_k20,cosine,5,8000,208,7792,13,195,153,7639,0.0625,0.01963552361396304,0.0783132530120482
suite,all,libero_goal,all,task_init,fixed_k20,cosine,6,8000,208,7792,13,195,165,7627,0.0625,0.021175564681724848,0.07303370786516854
suite,all,libero_goal,all,task_init,fixed_k20,cosine,7,8000,208,7792,15,193,176,7616,0.07211538461538461,0.022587268993839837,0.07853403141361257
suite,all,libero_goal,all,task_init,fixed_k20,cosine,8,8000,208,7792,18,190,189,7603,0.08653846153846154,0.02425564681724846,0.08695652173913043
suite,all,libero_goal,all,task_init,fixed_k20,cosine,9,8000,208,7792,20,188,201,7591,0.09615384615384616,0.025795687885010268,0.09049773755656108
suite,all,libero_goal,all,task_init,fixed_k20,cosine,10,8000,208,7792,20,188,217,7575,0.09615384615384616,0.027849075975359343,0.08438818565400844
suite,all,libero_goal,all,task_init,fixed_k20,cosine,20,8000,208,7792,26,182,301,7491,0.125,0.03862936344969199,0.07951070336391437
suite,all,libero_goal,all,task_init,fixed_k20,cosine_neighbors_euclidean_score,1,8000,208,7792,192,16,1735,6057,0.9230769230769231,0.2226642710472279,0.09963674104826155
suite,all,libero_goal,all,task_init,fixed_k20,cosine_neighbors_euclidean_score,2,8000,208,7792,189,19,1603,6189,0.9086538461538461,0.20572381930184805,0.10546875
suite,all,libero_goal,all,task_init,fixed_k20,cosine_neighbors_euclidean_score,3,8000,208,7792,189,19,1553,6239,0.9086538461538461,0.19930698151950718,0.10849598163030999
suite,all,libero_goal,all,task_init,fixed_k20,cosine_neighbors_euclidean_score,4,8000,208,7792,186,22,1526,6266,0.8942307692307693,0.19584188911704312,0.10864485981308411
suite,all,libero_goal,all,task_init,fixed_k20,cosine_neighbors_euclidean_score,5,8000,208,7792,185,23,1501,6291,0.8894230769230769,0.19263347022587268,0.10972716488730723
suite,all,libero_goal,all,task_init,fixed_k20,cosine_neighbors_euclidean_score,6,8000,208,7792,183,25,1495,6297,0.8798076923076923,0.1918634496919918,0.10905840286054827
suite,all,libero_goal,all,task_init,fixed_k20,cosine_neighbors_euclidean_score,7,8000,208,7792,186,22,1489,6303,0.8942307692307693,0.1910934291581109,0.11104477611940299
suite,all,libero_goal,all,task_init,fixed_k20,cosine_neighbors_euclidean_score,8,8000,208,7792,186,22,1495,6297,0.8942307692307693,0.1918634496919918,0.11064842355740631
suite,all,libero_goal,all,task_init,fixed_k20,cosine_neighbors_euclidean_score,9,8000,208,7792,185,23,1487,6305,0.8894230769230769,0.19083675564681724,0.11064593301435406
suite,all,libero_goal,all,task_init,fixed_k20,cosine_neighbors_euclidean_score,10,8000,208,7792,187,21,1494,6298,0.8990384615384616,0.19173511293634496,0.11124330755502677
suite,all,libero_goal,all,task_init,fixed_k20,cosine_neighbors_euclidean_score,20,8000,208,7792,188,20,1508,6284,0.9038461538461539,0.1935318275154004,0.11084905660377359
suite,all,libero_goal,all,task_init,fixed_k20,euclidean_neighbors_cosine_score,1,8000,208,7792,0,208,84,7708,0.0,0.010780287474332649,0.0
suite,all,libero_goal,all,task_init,fixed_k20,euclidean_neighbors_cosine_score,2,8000,208,7792,3,205,103,7689,0.014423076923076924,0.013218685831622176,0.02830188679245283
suite,all,libero_goal,all,task_init,fixed_k20,euclidean_neighbors_cosine_score,3,8000,208,7792,5,203,124,7668,0.02403846153846154,0.01591375770020534,0.03875968992248062
suite,all,libero_goal,all,task_init,fixed_k20,euclidean_neighbors_cosine_score,4,8000,208,7792,7,201,141,7651,0.03365384615384615,0.018095482546201233,0.0472972972972973
suite,all,libero_goal,all,task_init,fixed_k20,euclidean_neighbors_cosine_score,5,8000,208,7792,8,200,164,7628,0.038461538461538464,0.02104722792607803,0.046511627906976744
suite,all,libero_goal,all,task_init,fixed_k20,euclidean_neighbors_cosine_score,6,8000,208,7792,9,199,181,7611,0.04326923076923077,0.023228952772073923,0.04736842105263158
suite,all,libero_goal,all,task_init,fixed_k20,euclidean_neighbors_cosine_score,7,8000,208,7792,10,198,203,7589,0.04807692307692308,0.026052361396303902,0.046948356807511735
suite,all,libero_goal,all,task_init,fixed_k20,euclidean_neighbors_cosine_score,8,8000,208,7792,12,196,223,7569,0.057692307692307696,0.028619096509240247,0.05106382978723404
suite,all,libero_goal,all,task_init,fixed_k20,euclidean_neighbors_cosine_score,9,8000,208,7792,14,194,239,7553,0.0673076923076923,0.030672484599589322,0.05533596837944664
suite,all,libero_goal,all,task_init,fixed_k20,euclidean_neighbors_cosine_score,10,8000,208,7792,14,194,254,7538,0.0673076923076923,0.03259753593429158,0.05223880597014925
suite,all,libero_goal,all,task_init,fixed_k20,euclidean_neighbors_cosine_score,20,8000,208,7792,26,182,393,7399,0.125,0.05043634496919918,0.06205250596658711
suite,all,libero_goal,all,task_init,fixed_k20,cosine_without_center,1,8000,208,7792,14,194,177,7615,0.0673076923076923,0.022715605749486653,0.07329842931937172
suite,all,libero_goal,all,task_init,fixed_k20,cosine_without_center,2,8000,208,7792,21,187,210,7582,0.10096153846153846,0.026950718685831623,0.09090909090909091
suite,all,libero_goal,all,task_init,fixed_k20,cosine_without_center,3,8000,208,7792,31,177,240,7552,0.14903846153846154,0.030800821355236138,0.11439114391143912
suite,all,libero_goal,all,task_init,fixed_k20,cosine_without_center,4,8000,208,7792,32,176,280,7512,0.15384615384615385,0.03593429158110883,0.10256410256410256
suite,all,libero_goal,all,task_init,fixed_k20,cosine_without_center,5,8000,208,7792,39,169,300,7492,0.1875,0.038501026694045176,0.11504424778761062
suite,all,libero_goal,all,task_init,fixed_k20,cosine_without_center,6,8000,208,7792,43,165,320,7472,0.20673076923076922,0.04106776180698152,0.1184573002754821
suite,all,libero_goal,all,task_init,fixed_k20,cosine_without_center,7,8000,208,7792,47,161,343,7449,0.22596153846153846,0.04401950718685831,0.12051282051282051
suite,all,libero_goal,all,task_init,fixed_k20,cosine_without_center,8,8000,208,7792,53,155,369,7423,0.2548076923076923,0.04735626283367556,0.12559241706161137
suite,all,libero_goal,all,task_init,fixed_k20,cosine_without_center,9,8000,208,7792,55,153,389,7403,0.2644230769230769,0.04992299794661191,0.12387387387387387
suite,all,libero_goal,all,task_init,fixed_k20,cosine_without_center,10,8000,208,7792,58,150,410,7382,0.27884615384615385,0.052618069815195075,0.12393162393162394
suite,all,libero_goal,all,task_init,fixed_k20,cosine_without_center,20,8000,208,7792,80,128,555,7237,0.38461538461538464,0.07122689938398358,0.12598425196850394
suite,all,libero_long,all,episode,recalibrated,euclidean,1,8000,541,7459,529,12,1467,5992,0.977818853974122,0.19667515752781875,0.2650300601202405
suite,all,libero_long,all,episode,recalibrated,euclidean,2,8000,541,7459,529,12,1406,6053,0.977818853974122,0.1884971175760826,0.27338501291989664
suite,all,libero_long,all,episode,recalibrated,euclidean,3,8000,541,7459,529,12,1372,6087,0.977818853974122,0.18393886579970506,0.27827459231983165
suite,all,libero_long,all,episode,recalibrated,euclidean,4,8000,541,7459,526,15,1335,6124,0.9722735674676525,0.17897841533717657,0.28264373992477165
suite,all,libero_long,all,episode,recalibrated,euclidean,5,8000,541,7459,526,15,1283,6176,0.9722735674676525,0.1720069714438933,0.29076838032061914
suite,all,libero_long,all,episode,recalibrated,euclidean,6,8000,541,7459,526,15,1257,6202,0.9722735674676525,0.16852124949725164,0.2950084127874369
suite,all,libero_long,all,episode,recalibrated,euclidean,7,8000,541,7459,526,15,1220,6239,0.9722735674676525,0.16356079903472315,0.30126002290950743
suite,all,libero_long,all,episode,recalibrated,euclidean,8,8000,541,7459,526,15,1185,6274,0.9722735674676525,0.15886848102962864,0.3074225599064874
suite,all,libero_long,all,episode,recalibrated,euclidean,9,8000,541,7459,526,15,1155,6304,0.9722735674676525,0.15484649416811905,0.3129089827483641
suite,all,libero_long,all,episode,recalibrated,euclidean,10,8000,541,7459,525,16,1140,6319,0.9704251386321626,0.15283550073736427,0.3153153153153153
suite,all,libero_long,all,episode,recalibrated,euclidean,20,8000,541,7459,521,20,1040,6419,0.9630314232902033,0.13942887786566563,0.33376040999359385
suite,all,libero_long,all,episode,recalibrated,cosine,1,8000,541,7459,38,503,807,6652,0.07024029574861368,0.10819144657460786,0.04497041420118343
suite,all,libero_long,all,episode,recalibrated,cosine,2,8000,541,7459,35,506,778,6681,0.06469500924214418,0.10430352594181526,0.04305043050430504
