level,cohort,suite,task,method,k,failure,episodes,scorable,p00,p10,p25,p50,p75,p90,p100
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,9,False,781,781,0.3821912354508637,0.5166304903867445,0.5891730211483988,0.7213182818194015,0.8560238959781066,0.9654414724145867,1.611262675786725
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,10,False,781,781,0.38307153017767154,0.5179427240839023,0.5900455809649879,0.7207104917251339,0.8559589970113287,0.9632351940194593,1.6008476149296569
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,20,False,781,781,0.3773742126322658,0.5024839619219349,0.5714158345134567,0.6930268807982691,0.8212887947055146,0.9266559754235364,1.4680775535438209
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,1,True,19,19,1.6128788293951692,2.2668779515153177,2.5774581426254404,2.875674349784008,3.087227190668548,3.405621171131769,5.5312827689995645
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,2,True,19,19,1.6100619945403984,2.224047161399236,2.4887884027958833,2.721465866290165,2.9247126304464564,3.243216846485887,5.249563026538243
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,3,True,19,19,1.6701460644689397,2.1420139546550496,2.426631393319056,2.6270135159604475,2.8041941108731856,3.1346832428543077,5.033539720194987
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,4,True,19,19,1.6865925984969625,2.1056694242570506,2.4156878688719643,2.592473704746264,2.7588742487194855,3.0995917179798163,4.936081054984566
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,5,True,19,19,1.6616747605646343,2.092968621853353,2.430643503412678,2.5810201564598323,2.727263014491397,3.1051311222885345,4.869675591547037
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,6,True,19,19,1.6471247751036429,2.0873971743645328,2.4463727034581413,2.578002230652331,2.7197383253320804,3.1073371765,4.821830104760552
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,7,True,19,19,1.6368387668088116,2.089656823699669,2.45665271177915,2.574880023089151,2.720219729674911,3.1065913895670016,4.791282732949026
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,8,True,19,19,1.6285922495796055,2.0925300776840188,2.4655068236022086,2.570794748963144,2.7206768886462953,3.102803019568757,4.763759533662304
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,9,True,19,19,1.6209595912771173,2.09336078367639,2.4620554816880764,2.561920011518237,2.7143655098619446,3.0935522525460644,4.734283660574145
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,10,True,19,19,1.6132955141407088,2.091807505452364,2.4547097773482007,2.552814301540967,2.7062780680879444,3.0848643926315886,4.704381274162352
task,all,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,euclidean,20,True,19,19,1.5120125056676499,1.9926476784985743,2.3088690821654163,2.40497213666348,2.5298525348118197,2.8948183774839737,4.305444564584223
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,euclidean,1,False,796,796,0.6473412535906258,0.9948189390034221,1.0884692665980094,1.2231263712630724,1.4011137884813718,1.596604437124909,2.243499159811041
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,euclidean,2,False,796,796,0.640517957280742,0.9822778646391279,1.0731520813376372,1.2137464431605098,1.3764795832543908,1.5628152993234259,2.161835692164949
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,euclidean,3,False,796,796,0.6395611314079223,0.981044779835214,1.076157254713508,1.2176468098231683,1.386172616969222,1.5819613546763316,2.147655343479856
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,euclidean,4,False,796,796,0.6348280868783165,0.985377416946509,1.0802257799750552,1.2240919903573566,1.3944861868554819,1.5787777484982488,2.165751963796946
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,euclidean,5,False,796,796,0.6293414390257196,0.9836953706246988,1.0781748067158778,1.2162169655080861,1.3857193293835577,1.5699381739041747,2.196418732708039
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,euclidean,6,False,796,796,0.6343811141810047,0.9837049693557474,1.0765418073948056,1.216027337017872,1.3875529494447634,1.5683844957214936,2.2173302517255737
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,euclidean,7,False,796,796,0.6383630582608932,0.9817210296397945,1.0772622971018757,1.2154095322575071,1.3847005296109036,1.5678517632985156,2.2455320263810767
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,euclidean,8,False,796,796,0.6409051421071852,0.9834058981060683,1.0789981384406477,1.2169762255603698,1.3816529291710649,1.5755033729357044,2.269296777459505
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,euclidean,9,False,796,796,0.6412639212431036,0.982794940042089,1.0806459150849383,1.2149192192915919,1.381812442885421,1.581219410601529,2.2884593969063456
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,euclidean,10,False,796,796,0.6413889621991642,0.9827216684081073,1.0811993290952278,1.2148062448007582,1.3878640562549613,1.582215737478219,2.302200388621628
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,euclidean,20,False,796,796,0.6454857281043678,0.9841702518936177,1.0909799894705754,1.232866025234613,1.401294002558397,1.5842666601141597,2.407795034334975
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,euclidean,1,True,4,4,2.134077747741682,2.253954252658636,2.4337690100340676,2.793602716273689,3.12266515958807,3.247091643698068,3.330042633104733
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,euclidean,2,True,4,4,2.059690805071916,2.1791087352613605,2.3582356305455265,2.7261066972166788,3.0709320291736093,3.208576601972176,3.3003396505045535
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,euclidean,3,True,4,4,2.0927252895477317,2.196040863084149,2.3510142233887747,2.709516822921777,3.0667887474004845,3.2195468926073794,3.3213856560786423
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,euclidean,4,True,4,4,2.0954594777881494,2.1901191481433955,2.3321086536762645,2.687612368589031,3.050175846623385,3.2048729257751116,3.3080043118762625
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,euclidean,5,True,4,4,2.078547796369437,2.1671594532623963,2.3000769386018356,2.6505704492091904,3.0131495800822514,3.1678211818999613,3.270935583111768
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,euclidean,6,True,4,4,2.0729581588511,2.1565109982035358,2.2818402572321896,2.6280977878439544,2.9904366287036956,3.144712246178707,3.247562657828714
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,euclidean,7,True,4,4,2.067310952283833,2.1471644194767423,2.266944620266106,2.6088615172891982,2.9712507397482044,3.1278811263222135,3.232301384038219
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,euclidean,8,True,4,4,2.065745574503878,2.1444880240815487,2.262601698448055,2.5983248909369814,2.956368251356759,3.114658227998797,3.2201848790934893
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,euclidean,9,True,4,4,2.072357600366415,2.1464148865240515,2.2575008157605057,2.584464367827417,2.9379095736771426,3.0966624797226636,3.2024977504196777
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,euclidean,10,True,4,4,2.076206674270357,2.146592795632045,2.2521719776745774,2.5723126125055495,2.922604541738755,3.082456053705307,3.189023728349675
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,euclidean,20,True,4,4,2.091798677788412,2.136235526298503,2.20289079906364,2.4861157808536714,2.8237540829498737,2.988353332266118,3.0980861651436142
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,euclidean,1,False,797,797,0.3170994918392945,0.5077319313381468,0.6128185570826256,0.786208391145766,0.9629873123556529,1.1591920793011805,1.869626957574045
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,euclidean,2,False,797,797,0.31493463560433954,0.516067873439373,0.6079710742850465,0.780976455360447,0.953860297437659,1.1340177244372358,1.7994830342961663
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,euclidean,3,False,797,797,0.3194148674472832,0.5280830946775632,0.613749766295522,0.7891413420275235,0.9563341357913501,1.1291822257536792,1.7735907977375525
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,euclidean,4,False,797,797,0.31937670691029557,0.5318217539817945,0.6219821743540086,0.7885360201865713,0.955741167619381,1.1254848319063455,1.7503072747661539
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,euclidean,5,False,797,797,0.31792290328481826,0.5317789680648816,0.6207432838253285,0.7882091289141823,0.9511034476804017,1.118524219672862,1.7206185739471298
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,euclidean,6,False,797,797,0.31712178270666785,0.5318982522976275,0.6236279193876254,0.7880502108981141,0.9512530899324365,1.1165637438908589,1.7015599589672834
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,euclidean,7,False,797,797,0.3176010140519838,0.5335250522342045,0.626121495216141,0.790741360281847,0.9526494528831513,1.1159926504053543,1.6864012447030334
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,euclidean,8,False,797,797,0.3211991179064558,0.5352168841909137,0.6304256206664158,0.7915481974062714,0.9517757421135563,1.1152455751907038,1.6752162078311084
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,euclidean,9,False,797,797,0.3234000366363002,0.5372139117858563,0.630956947680226,0.7912072490611138,0.9494660187944479,1.1111332478832034,1.6628206762003153
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,euclidean,10,False,797,797,0.3259981258292421,0.5382491281221817,0.6319361166543969,0.7937156245546723,0.950067085332646,1.1089836726441549,1.6538573037355315
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,euclidean,20,False,797,797,0.3549532817599126,0.5539054239674814,0.6417277477103124,0.7896289423912985,0.9434842007538952,1.100663635969955,1.59429321236497
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,euclidean,1,True,3,3,4.425644325771817,4.525279057899266,4.674731156090441,4.923817986409065,5.210594291571876,5.382660074669563,5.4973705967346875
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,euclidean,2,True,3,3,4.283379081622716,4.376171641962826,4.5153604824729925,4.74734188332327,5.029677401076923,5.199078711729115,5.312012918830576
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,euclidean,3,True,3,3,4.227625546464007,4.328194575461913,4.4790481189587705,4.730470691453533,5.022615619820539,5.197902576840742,5.314760548187545
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,euclidean,4,True,3,3,4.200282145969047,4.2985128533316335,4.445858914375513,4.691435682781979,4.987195716920872,5.164651737404208,5.282955751059765
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,euclidean,5,True,3,3,4.14588465496484,4.244803925959784,4.393182832452197,4.640481009939555,4.9281919873768345,5.100818573839203,5.215902964814115
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,euclidean,6,True,3,3,4.114920929117934,4.215854054893021,4.367253743555651,4.619586557993366,4.89670574033525,5.06297724974038,5.173824922677134
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,euclidean,7,True,3,3,4.087224195616997,4.189270847707249,4.342340825842627,4.597457456068257,4.868207805461591,5.0306580150975915,5.138958154854925
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,euclidean,8,True,3,3,4.064795007705857,4.167880562446162,4.322508894556618,4.580222781407379,4.846129517931416,5.00567355984584,5.112036254455455
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,euclidean,9,True,3,3,4.037499444167951,4.141158809027257,4.296647856316216,4.555796268464482,4.816923377887621,4.973599643541504,5.078050487310759
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,euclidean,10,True,3,3,4.013874676984638,4.117849997401986,4.27381297802801,4.5337512790713825,4.791246290114225,4.945743296739931,5.048741301157068
task,all,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,euclidean,20,True,3,3,3.8884686255743377,3.9877212505102926,4.136600187914225,4.3847317502541125,4.623222490539818,4.766316934711241,4.861713230825523
task,all,libero_goal,libero_goal/turn_on_the_stove,euclidean,1,False,800,577,0.193541450841363,0.308354961970835,0.3552691431555407,0.40294652257352637,0.4659088124698986,0.5274098157611576,0.717493284166441
task,all,libero_goal,libero_goal/turn_on_the_stove,euclidean,2,False,800,577,0.2020578043242483,0.3090121630761936,0.3498846974973819,0.3939635437505484,0.45725108379996726,0.5135256555846421,0.6813017671213016
task,all,libero_goal,libero_goal/turn_on_the_stove,euclidean,3,False,800,577,0.20360626010649385,0.30765968513275305,0.3457102751323495,0.3913130849682991,0.44832341280352517,0.5018615175071289,0.6559948599516591
task,all,libero_goal,libero_goal/turn_on_the_stove,euclidean,4,False,800,577,0.21726374242328822,0.3132402217629724,0.34624529966747636,0.3887128809967947,0.44526618040306726,0.4965418845204899,0.647925544362471
task,all,libero_goal,libero_goal/turn_on_the_stove,euclidean,5,False,800,577,0.22396495320302054,0.3158451336449137,0.34905258874418355,0.3902823000177497,0.44614691837367154,0.4941261757744659,0.6431500168650618
task,all,libero_goal,libero_goal/turn_on_the_stove,euclidean,6,False,800,577,0.22973593952643698,0.3175640581220734,0.34936258878983006,0.39156836821132535,0.44728432761403797,0.49503240498997353,0.6387757492335437
task,all,libero_goal,libero_goal/turn_on_the_stove,euclidean,7,False,800,577,0.23494373632795051,0.3191607796860868,0.3509982341561662,0.3922418862251831,0.44697550705286104,0.49360139460607083,0.6408259066680715
task,all,libero_goal,libero_goal/turn_on_the_stove,euclidean,8,False,800,577,0.241176369805282,0.32117727438899835,0.352754622687224,0.39472496578337724,0.44734592823841524,0.49345561777338426,0.642207832130417
task,all,libero_goal,libero_goal/turn_on_the_stove,euclidean,9,False,800,577,0.24540598512009615,0.32265962192697045,0.3526905062897644,0.39465509098425294,0.4482143188260997,0.4934061585480913,0.6425838807949765
task,all,libero_goal,libero_goal/turn_on_the_stove,euclidean,10,False,800,577,0.2489355383940867,0.32400988783244944,0.3539291217507032,0.396343766564264,0.4477161330556209,0.49321332189811634,0.6440842740052583
task,all,libero_goal,libero_goal/turn_on_the_stove,euclidean,20,False,800,577,0.2552907772545404,0.31959051878737965,0.3450501650716679,0.38638256051875536,0.43309057203004225,0.4761212433952647,0.6262115617825041
task,all,libero_goal,libero_goal/turn_on_the_stove,euclidean,1,True,0,0,,,,,,,
task,all,libero_goal,libero_goal/turn_on_the_stove,euclidean,2,True,0,0,,,,,,,
task,all,libero_goal,libero_goal/turn_on_the_stove,euclidean,3,True,0,0,,,,,,,
task,all,libero_goal,libero_goal/turn_on_the_stove,euclidean,4,True,0,0,,,,,,,
task,all,libero_goal,libero_goal/turn_on_the_stove,euclidean,5,True,0,0,,,,,,,
task,all,libero_goal,libero_goal/turn_on_the_stove,euclidean,6,True,0,0,,,,,,,
task,all,libero_goal,libero_goal/turn_on_the_stove,euclidean,7,True,0,0,,,,,,,
task,all,libero_goal,libero_goal/turn_on_the_stove,euclidean,8,True,0,0,,,,,,,
task,all,libero_goal,libero_goal/turn_on_the_stove,euclidean,9,True,0,0,,,,,,,
task,all,libero_goal,libero_goal/turn_on_the_stove,euclidean,10,True,0,0,,,,,,,
task,all,libero_goal,libero_goal/turn_on_the_stove,euclidean,20,True,0,0,,,,,,,
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,euclidean,1,False,790,790,0.3630098044193001,0.45503901674792024,0.48669125070968794,0.530671345124998,0.5777354872392031,0.6328651746654634,0.8867785852290522
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,euclidean,2,False,790,790,0.33610820649637574,0.42741426625164225,0.45523591270460956,0.49505952962936717,0.5393379303669323,0.590801654367799,0.8461725640425757
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,euclidean,3,False,790,790,0.31266501325933366,0.4017021038322074,0.42727199818188444,0.4635651657252351,0.5042577810055339,0.5459465907644274,0.7938775766348846
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,euclidean,4,False,790,790,0.31451896319562545,0.4027006183695351,0.4261901697357985,0.46168533250442445,0.5006983110248984,0.5457124483470771,0.7889250828176102
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,euclidean,5,False,790,790,0.32497178531028775,0.4044974280570669,0.4272453288450507,0.46286875509678294,0.5015443768228398,0.5465752370243926,0.8005206593222305
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,euclidean,6,False,790,790,0.3299868391434668,0.40196949142055105,0.4260185617505895,0.4602986636094316,0.4989424553016275,0.542449718664911,0.8107436115082995
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,euclidean,7,False,790,790,0.3287791155143427,0.3997560145490718,0.4247642223851972,0.45820549552763895,0.49702161557784325,0.5407505838724347,0.8211742019803626
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,euclidean,8,False,790,790,0.32735796934214423,0.3972850147847569,0.4217859660173888,0.45560067414445315,0.4935466915291611,0.5361631038995687,0.8256362062804405
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,euclidean,9,False,790,790,0.32551034481778984,0.3939139884328628,0.4185521256101028,0.45183455799765404,0.48947741981262033,0.5307257873646515,0.8264037902622868
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,euclidean,10,False,790,790,0.3262424105868986,0.3916165541619926,0.4161848515761393,0.4488184274478588,0.4867696784462069,0.5265246361023743,0.8273685245445885
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,euclidean,20,False,790,790,0.3269102729884969,0.38335195400486016,0.40568981514572594,0.43665826373366534,0.4728287336389162,0.5096081158037432,0.8682116564768135
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,euclidean,1,True,10,10,1.3043364435660443,1.3058363877920804,1.6161168789890898,1.8414577705287516,2.084165950424097,2.210067790392863,2.2203386194656853
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,euclidean,2,True,10,10,1.242702694019181,1.2535792677402602,1.5160754829975862,1.7061609372478452,1.9541168500209531,2.107036445165816,2.2335787018126725
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,euclidean,3,True,10,10,1.1680306019564166,1.2091547750037206,1.420401413850789,1.599121587820897,1.8603331508444196,1.9725818525533405,2.127409585807941
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,euclidean,4,True,10,10,1.1848904245783791,1.2268017703125174,1.433152038828577,1.6013920715511323,1.8759314233256363,1.9590717598251202,2.1547103596608626
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,euclidean,5,True,10,10,1.2074654048730133,1.2504293788452607,1.4787217865774687,1.613847304836388,1.8868265458051168,1.9627639954346727,2.1848323215436265
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,euclidean,6,True,10,10,1.2129676931376143,1.2556184695783654,1.499756589940639,1.6218341490266976,1.9001235363836697,1.9778430348273743,2.2061683558388365
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,euclidean,7,True,10,10,1.2132949312028691,1.2549041261065097,1.5173861631556882,1.6430016021724105,1.9150846173325569,2.000062765805665,2.2296980782817646
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,euclidean,8,True,10,10,1.2132487606657134,1.2524601613919766,1.5245907759164012,1.6557354679406011,1.9180617012004448,2.008206274660328,2.2404462312202345
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,euclidean,9,True,10,10,1.210574373439971,1.2466852216879054,1.528045603224994,1.66138725423317,1.917385805077308,2.008702470457655,2.2415014456046727
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,euclidean,10,True,10,10,1.2091601096191864,1.242669747188317,1.5307835053086705,1.6657137086548492,1.9184350784597872,2.0085075198105478,2.241548275624245
task,all,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,euclidean,20,True,10,10,1.2223714773837422,1.2632285544055977,1.5674422105106336,1.7057683750443347,1.946083483186527,2.0350762396704636,2.2614478838744265
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,euclidean,1,False,795,795,0.35219425857095665,0.4241212740489467,0.46296660194265005,0.5253232565988465,0.5910118916526398,0.6961927297923063,1.1357596378124593
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,euclidean,2,False,795,795,0.3324510829399498,0.3995352217755236,0.4344354338189682,0.49038697785942864,0.5541949056242357,0.6482554385111114,1.0864244001881098
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,euclidean,3,False,795,795,0.30827018813491347,0.3744300907085451,0.40764905469348134,0.46038060593092955,0.5197188697023178,0.6132664459666465,1.0324350137255172
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,euclidean,4,False,795,795,0.3069267932482031,0.3754113914589558,0.4076287791121999,0.4615050895239167,0.5193558135295046,0.6165042409768229,1.0411534349010498
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,euclidean,5,False,795,795,0.3083834087052582,0.3778266499311885,0.4104020497340296,0.46268586467578776,0.5207256682062553,0.6186337298089193,1.0782547253902954
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,euclidean,6,False,795,795,0.3068950299897551,0.3761875406053852,0.40972134259939186,0.46012655189470464,0.5182621375208161,0.6116788466523738,1.1082825917890622
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,euclidean,7,False,795,795,0.3054652922937795,0.3751742555797017,0.40790235837791605,0.4587161936688265,0.5157802646813733,0.606829451451349,1.1259655840463176
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,euclidean,8,False,795,795,0.3030497728595339,0.37346794844578557,0.4063579822101228,0.4556181353720982,0.5130843257905189,0.6032184534795393,1.1579986150752017
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,euclidean,9,False,795,795,0.30101363122378927,0.37126261830618545,0.4032754581896821,0.4516923244050117,0.5085084131736548,0.601166548823545,1.1780438546869512
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,euclidean,10,False,795,795,0.30034389064334904,0.36998641833062457,0.40198703117994306,0.44915871956914316,0.5058741120254937,0.6005231097153693,1.1942729671418584
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,euclidean,20,False,795,795,0.3016639824932266,0.36672003642487533,0.39661307587576616,0.4412746996344103,0.499889017189003,0.5929143357252024,1.2933099309332299
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,euclidean,1,True,5,5,1.9032405745576337,2.0266491217030795,2.211761942421248,2.231890265441165,2.5308000989630335,2.646293820101795,2.7232896341943023
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,euclidean,2,True,5,5,1.809693067460444,1.9256390720972991,2.099558079052582,2.166247997134156,2.3714141984055686,2.4394528181522173,2.4848118979833163
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,euclidean,3,True,5,5,1.7002668900362845,1.8149026005267872,1.9868561662625415,2.052185503965249,2.242678827680062,2.316688680886059,2.366028583023391
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,euclidean,4,True,5,5,1.754577171474514,1.8501084498876517,1.9934053675073584,2.0963515699147113,2.2666107123867945,2.329900454727448,2.3720936162878834
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,euclidean,5,True,5,5,1.7993435568046823,1.8846293843194826,2.012558125591683,2.126333309727562,2.2824180014427036,2.341553847733506,2.380977745260707
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,euclidean,6,True,5,5,1.8146564504376936,1.9032302595153063,2.0360909731317256,2.141866139047063,2.301836581349278,2.3609324614428866,2.400329714838626
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,euclidean,7,True,5,5,1.8325686797510163,1.9278016902824466,2.0706512060795923,2.173407296689345,2.3303106151671713,2.3880363476290793,2.4265201692703515
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,euclidean,8,True,5,5,1.8512891065267008,1.9452277725109286,2.0861357714872706,2.188184759675361,2.3418859515873613,2.3972581158925936,2.4341728920960817
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,euclidean,9,True,5,5,1.8601092454101213,1.9517165130782865,2.0891274145805343,2.1899007013024208,2.343123770992518,2.396759800048418,2.432517152752351
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,euclidean,10,True,5,5,1.8662899924534424,1.9561971485831429,2.0910578827776933,2.190744614589949,2.3433143462102395,2.397421763994849,2.4334933758512554
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,euclidean,20,True,5,5,1.9053505617449493,1.9939446474268165,2.1268357759496173,2.2130030949087725,2.3570885245772564,2.409317426032886,2.4441366936699724
