level,cohort,suite,task,method,k,failure,episodes,scorable,p00,p10,p25,p50,p75,p90,p100
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,euclidean,2,False,786,786,0.37896096257999123,0.510244093501578,0.6079720450027191,0.7951127709221208,1.087135881511656,1.2873205049106302,1.679872008961006
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,euclidean,3,False,786,786,0.3953691529824439,0.5129645738732626,0.6105212659490475,0.7945860020363748,1.071772805864229,1.2655222207585952,1.689999478065063
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,euclidean,4,False,786,786,0.3942389127246283,0.5118395046353326,0.6082801499070482,0.7935482749542339,1.0584491857275506,1.2442175299262386,1.6736860750312796
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,euclidean,5,False,786,786,0.3930682194398612,0.5140414462895904,0.604570662691493,0.7993170654862438,1.0511597461674476,1.2495653210253401,1.683321845964447
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,euclidean,6,False,786,786,0.3929190167911407,0.5148377931438142,0.6044423351796653,0.8013013302125316,1.0509194309143526,1.255255565923835,1.6984950084004948
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,euclidean,7,False,786,786,0.3940481325822926,0.5162840687254605,0.6058684145876396,0.80637862878954,1.0499388681488506,1.2612835365568933,1.7212098927628239
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,euclidean,8,False,786,786,0.3802494866219604,0.4970574435791342,0.5841860140069861,0.7795110322711674,1.0115067650057183,1.2154439447485637,1.672113566565526
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,euclidean,9,False,786,786,0.3739035455810188,0.48203413739696255,0.5675246217468569,0.7571820304270408,0.9846058205947383,1.1817629280293378,1.6410161852803458
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,euclidean,10,False,786,786,0.3699158614114028,0.47081209207912944,0.5535661658238464,0.7408438924905678,0.9629151435799504,1.155510500419361,1.639912111749487
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,euclidean,20,False,786,786,0.3414854351853816,0.41253250995767654,0.4849490829258332,0.6596000255903006,0.8511880788755825,1.0195982367001153,1.639121846072795
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,euclidean,1,True,14,14,1.0770582886875484,1.1189190308453965,1.2324890835427396,1.4412773151537617,1.5437008536939643,1.6690509570365144,1.9082565573859327
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,euclidean,2,True,14,14,1.0517859106929393,1.0958024971964957,1.197359023694045,1.4090887554193356,1.509512817605369,1.626233994846639,1.8467066065897726
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,euclidean,3,True,14,14,1.033125884907547,1.0788783286814847,1.1767800673875997,1.3806257751355167,1.492906862781648,1.5983724743112737,1.8102686970764188
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,euclidean,4,True,14,14,1.0185149545694177,1.0586529998509415,1.153217469915669,1.3507813392294254,1.4742970455441506,1.5666109579300096,1.7992407695032737
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,euclidean,5,True,14,14,1.0123506516579135,1.0495940618993003,1.1438072846348133,1.3410733476295476,1.4779583170954396,1.554468449144977,1.790181477184247
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,euclidean,6,True,14,14,1.0080620362511796,1.0424595885938366,1.1494985576036945,1.3461984849249928,1.484344532377666,1.5635514199861271,1.7825452928698426
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,euclidean,7,True,14,14,1.0028870627158535,1.035275860517345,1.1509633524566698,1.3417813453267688,1.5356352653252006,1.5762525623395536,1.773723931940773
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,euclidean,8,True,14,14,0.9643076109318852,0.9903137102386071,1.1104179007867767,1.2942584352806281,1.4976180670259254,1.5745859769751136,1.7016649715164038
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,euclidean,9,True,14,14,0.9363543877788642,0.9558617372877014,1.0890268513175476,1.2821176027424124,1.472181692961313,1.5788982221033339,1.6508994433405644
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,euclidean,10,True,14,14,0.9082787617509896,0.9297616949837857,1.0741524159023914,1.288924222679376,1.45634956411034,1.595124059852527,1.6155838408012393
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,euclidean,20,True,14,14,0.9277306044084265,0.9704222863673971,1.1564974778747765,1.380965821700575,1.4326245007902498,1.602751830214764,1.6560717739426212
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,euclidean,1,False,794,794,0.3876609721958604,0.49490730215314305,0.5516582485364889,0.6242651877148571,0.7293015301443405,0.8681956434540078,2.9198779233271437
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,euclidean,2,False,794,794,0.40959751153410284,0.5077810477506701,0.5603108646018644,0.6341793908781367,0.7353529644894647,0.8694672525209595,3.0824901019749325
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,euclidean,3,False,794,794,0.40123995475400076,0.49985656307225335,0.5536800815561341,0.620594373973941,0.7142696738536489,0.8509265345920259,3.0104825333322376
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,euclidean,4,False,794,794,0.4042474245685436,0.5000731912014206,0.5515463515225084,0.6192035150507802,0.7083495171078213,0.8401840280519337,3.0139277584923843
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,euclidean,5,False,794,794,0.40374714960090424,0.5007415840034177,0.5552325831848104,0.6181726595647526,0.7072398653238878,0.8382211531251211,3.01614194944419
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,euclidean,6,False,794,794,0.40682792959527925,0.5006635112589725,0.5568597523615884,0.6193255955392216,0.704931328451001,0.8373265692143288,3.0009002765264885
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,euclidean,7,False,794,794,0.4090990738749832,0.5043976382033143,0.5585265222590211,0.6183829086853418,0.7041817321183002,0.8365827147049224,2.989754183186198
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,euclidean,8,False,794,794,0.4112563654202903,0.5061703297362374,0.558938063560934,0.6224837893228872,0.7035519394060459,0.8368299019672644,2.9819594405039753
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,euclidean,9,False,794,794,0.41428559212415966,0.506933889406954,0.558956710606243,0.6237755253535997,0.7075480128699018,0.8361797567595367,2.9760687074011396
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,euclidean,10,False,794,794,0.4169663751411806,0.5094736913709844,0.5609558095746745,0.6256421528973137,0.7098668209595431,0.8375998889457297,2.973963047004587
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,euclidean,20,False,794,794,0.4278413112007278,0.522239280343703,0.5736815735887436,0.6395540056900556,0.719819461672977,0.8507172103146745,2.9746889026906147
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,euclidean,1,True,6,6,2.104932341493331,2.3906962747598284,2.71702661467387,2.8594063416548705,3.677854079494259,4.0513038200349385,4.158831150308612
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,euclidean,2,True,6,6,2.105097652165232,2.402517300715798,2.721099250638488,2.823420692076339,3.607210556827008,3.9771877997707388,4.0988466002380735
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,euclidean,3,True,6,6,2.023590494704872,2.313704970932045,2.6172179644552807,2.706497553496404,3.4622377203201435,3.8164314720713812,3.935073180599017
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,euclidean,4,True,6,6,1.9996460598763668,2.279318397953313,2.5707693586451468,2.6515768416235668,3.390496961331033,3.7338515956768052,3.8460567284980076
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,euclidean,5,True,6,6,1.9865053294988282,2.2641272930112946,2.5524344838188977,2.6202291015353145,3.341045612958897,3.6777464872865706,3.786088169750053
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,euclidean,6,True,6,6,1.9770646672834822,2.249872586708263,2.533068755791264,2.592032449318155,3.2936613900964065,3.6257459655696094,3.7332205423008054
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,euclidean,7,True,6,6,1.9729996581365814,2.2472543726806267,2.529524655158812,2.57927404297579,3.2640858092649627,3.600054326892585,3.7163198170953367
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,euclidean,8,True,6,6,1.9682582114594946,2.2429934476746665,2.5239338823714883,2.567554606383119,3.23871929530801,3.5770805211896706,3.700055226951928
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,euclidean,9,True,6,6,1.966336347598938,2.2400713239803443,2.518677453364437,2.5576058615643777,3.218207689336894,3.558464024825723,3.686624734121008
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,euclidean,10,True,6,6,1.969705204127838,2.240962964773378,2.51567485756122,2.549533828510487,3.201826989631042,3.5435049445276454,3.675584037224852
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,euclidean,20,True,6,6,1.9628541812405973,2.2154349080114484,2.4733333499649546,2.492485096460946,3.0884851953434937,3.4477816800348995,3.609477665414797
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,euclidean,1,False,779,779,0.22318686823441627,0.3125008039538465,0.3568294322494481,0.4143021298564904,0.514998815653398,0.73201849301416,1.5788438214138891
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,euclidean,2,False,779,779,0.22871801763910268,0.3258338164855519,0.36842931240441373,0.4229688293738461,0.5316782586183622,0.7574279859092228,1.7641423241283407
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,euclidean,3,False,779,779,0.23919299406044142,0.3319342046526562,0.3758456543064804,0.429589799273172,0.5380860552293618,0.7747230719046113,1.82963241000365
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,euclidean,4,False,779,779,0.24905027001586824,0.33901700265797613,0.3827677106379711,0.4358390315355026,0.5471453654148395,0.7913350002559394,1.863420172559904
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,euclidean,5,False,779,779,0.2522097965001578,0.3386569066183575,0.38163312201950367,0.4353611068379981,0.5429493848343889,0.7911106326773707,1.8517923294962069
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,euclidean,6,False,779,779,0.2546604124657171,0.3382949179701661,0.38257983498393305,0.43579209029323657,0.542686410485341,0.8003840944532862,1.8549621363321123
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,euclidean,7,False,779,779,0.25614768092015633,0.34049166184083274,0.3825788110878783,0.43626402780042145,0.5424573233094676,0.801204849245169,1.854968897961934
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,euclidean,8,False,779,779,0.2591847222639018,0.34117498626066617,0.3827979957368874,0.4379557662875491,0.5438601638149617,0.8026281542800657,1.8561878062796482
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,euclidean,9,False,779,779,0.26049061894527314,0.34183491060702126,0.3824270716742474,0.43715043485889726,0.5432264557592072,0.8032244488798373,1.8509746032402805
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,euclidean,10,False,779,779,0.25987065295543044,0.34169237806209507,0.3830685795674882,0.43545735600569635,0.5423381008457315,0.8111607686701179,1.8456482243293848
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,euclidean,20,False,779,779,0.2560586765499521,0.3424857787607461,0.3829442447288698,0.4364060267404754,0.5394934484015032,0.8195282816541108,1.8069358788094867
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,euclidean,1,True,21,21,0.9533381276758728,1.399275818831129,1.605722623198068,1.9046841945952762,2.306740655890366,2.7802552424860174,3.5955802603444718
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,euclidean,2,True,21,21,1.01652029440402,1.4988437660698508,1.698088037767327,1.9454109923167242,2.493922606367669,2.893326412836829,3.7835943055606496
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,euclidean,3,True,21,21,1.0318056584146285,1.5155882916827972,1.7274968513520412,1.9717001913525862,2.5550991078820866,2.9295253863200337,3.842537255083506
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,euclidean,4,True,21,21,1.0397680953762212,1.5262938438088305,1.7439486965110746,1.9942688575063179,2.590041547465349,2.9564000443627965,3.8722078927861165
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,euclidean,5,True,21,21,1.0332500347400215,1.5080055416724567,1.7340491017090232,1.9896704786965822,2.567789516832528,2.9223840531450294,3.827588410449984
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,euclidean,6,True,21,21,1.028102555761789,1.494437250770703,1.737775530271749,1.9959760224450256,2.5556928366854073,2.896697330615709,3.793707581266719
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,euclidean,7,True,21,21,1.0219175018694688,1.480741474215575,1.7363045998545128,1.9945830061150345,2.540113364322687,2.8716995987906055,3.760085239189133
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,euclidean,8,True,21,21,1.0189288156940592,1.4739743200989321,1.7362766786061887,1.9946316940341058,2.532934090164966,2.854471677264728,3.7389020447084866
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,euclidean,9,True,21,21,1.0128298669673519,1.4621366361803179,1.7304012021804844,1.9856071125397987,2.516924332350287,2.8298399729436374,3.7087610905254165
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,euclidean,10,True,21,21,1.0070069549648433,1.4516034902774642,1.7237903841478945,1.976595032305567,2.5049436038523476,2.8073805395611444,3.682070445848676
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,euclidean,20,True,21,21,0.9636228738562171,1.402447113789337,1.6663676271827095,1.9009295273898237,2.4037488609331152,2.669214569846346,3.5089912685012883
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,euclidean,1,False,798,798,0.39818186081265583,0.5392299262909548,0.5903758425532273,0.6527364509112346,0.7422852486755165,0.8739838853210593,1.5493276943632572
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,euclidean,2,False,798,798,0.4078043155550657,0.5445155438264337,0.5933705279108065,0.6578377632431271,0.7442864262862416,0.8820666861658328,1.6484144603177822
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,euclidean,3,False,798,798,0.4001549475666175,0.5357764021144292,0.5788300005272508,0.641034595601018,0.7217333291367114,0.8535391054659864,1.6283975513379505
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,euclidean,4,False,798,798,0.397655696257197,0.5306111769374124,0.575714114198176,0.6363191410844876,0.7119020561436709,0.8492667286788148,1.6245823057774709
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,euclidean,5,False,798,798,0.3956351392152437,0.529655931596676,0.5752909655104501,0.6336199064961242,0.7083838860160734,0.8436596102556484,1.625031040001348
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,euclidean,6,False,798,798,0.39790887381317286,0.530706800751436,0.5738797612158014,0.6305588377375511,0.7053711401419596,0.8368577647706498,1.620763010525206
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,euclidean,7,False,798,798,0.4065872285395626,0.5320867992766727,0.5758899973238746,0.6311606804474235,0.7035532139028582,0.8378652872503509,1.6235914840430221
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,euclidean,8,False,798,798,0.416353720059085,0.5329206611958691,0.5771014822169704,0.632244620635394,0.7023673965632973,0.8406376607664895,1.6306316925347164
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,euclidean,9,False,798,798,0.42356761331879084,0.534024450921067,0.5793081584823161,0.6322788619408778,0.7031239235054496,0.8401497291721655,1.6357535437594124
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,euclidean,10,False,798,798,0.429819787236681,0.5356118019964003,0.5805923482355626,0.6343330766066178,0.7061531879522491,0.8397642733452055,1.6426701231866845
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,euclidean,20,False,798,798,0.46118179613117494,0.5433500862897647,0.5867955880013286,0.6415156959602057,0.7201088093577364,0.8492174274140298,1.679140533759375
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,euclidean,1,True,2,2,2.966954529654328,3.0004996504173236,3.0508173315618174,3.1346801334693066,3.218542935376796,3.2688606165212897,3.3024057372842854
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,euclidean,2,True,2,2,2.912925933593904,2.943782893880641,2.9900683343107475,3.067210735027591,3.144353135744434,3.1906385761745404,3.2214955364612776
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,euclidean,3,True,2,2,2.7818556513093693,2.8109260521141586,2.854531653321342,2.927207655333315,2.999883657345288,3.0434892585524715,3.072559659357261
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,euclidean,4,True,2,2,2.7494750408475,2.77776181585722,2.8201919783718,2.8909089158961,2.9616258534204003,3.0040560159349803,3.0323427909447003
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,euclidean,5,True,2,2,2.7235368632045205,2.7514138509213275,2.793229332496538,2.862921801788555,2.9326142710805723,2.974429752655783,3.00230674037259
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,euclidean,6,True,2,2,2.701912694300177,2.728666407964354,2.7687969784606192,2.8356812626210615,2.9025655467815037,2.942696117277769,2.969449830941946
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,euclidean,7,True,2,2,2.6942997910147155,2.7206853851068207,2.760263776244978,2.8262277614752414,2.892191746705504,2.9317701378436616,2.9581557319357668
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,euclidean,8,True,2,2,2.6922605400001274,2.7177016089745756,2.755863212436248,2.8194658848723684,2.8830685573084893,2.9212301607701616,2.94667122974461
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,euclidean,9,True,2,2,2.6928311648993155,2.7180126952366908,2.7557849907427534,2.8187388165861913,2.8816926424296296,2.9194649379356923,2.9446464682730675
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,euclidean,10,True,2,2,2.6951498877477786,2.720587696694221,2.7587444101138847,2.822338932479991,2.885933454846097,2.9240901682657605,2.949527977212203
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,euclidean,20,True,2,2,2.6852283875012004,2.708175602250848,2.742596424375319,2.799964461249438,2.857332498123556,2.8917533202480277,2.914700534997675
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,euclidean,1,False,800,800,0.40596740253921954,0.5343781135999492,0.580150423401045,0.6535266710256916,0.7276569344278413,0.8164770783303261,1.4391684067883699
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,euclidean,2,False,800,800,0.4080969433618915,0.540942334501997,0.584947393293807,0.6558187646756775,0.7300969067395671,0.8156059300383111,1.5858953818056223
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,euclidean,3,False,800,800,0.3967801418525025,0.5315789983665918,0.5711095527476947,0.6402460249537285,0.7109564976704406,0.7941865426498071,1.5964032544669131
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,euclidean,4,False,800,800,0.39194751748270396,0.5299594835465972,0.5690284376125574,0.6342683761068434,0.7054748755193496,0.7854367882580852,1.6008826259885707
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,euclidean,5,False,800,800,0.38952187835867813,0.5304789295907788,0.5706899454391604,0.6327005289388541,0.7036076028171525,0.7803048024426368,1.6057745283658864
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,euclidean,6,False,800,800,0.3859863054921632,0.5302426283787244,0.5703334063140455,0.6306566502780778,0.7015197674412046,0.7821018720900299,1.6063934363240988
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,euclidean,7,False,800,800,0.3860455683827385,0.5306440490241423,0.5708934546303931,0.6288482605958323,0.7023683091064061,0.7832554555059348,1.609744809012819
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,euclidean,8,False,800,800,0.38827989709573796,0.5319978925140552,0.570461441868982,0.6283133417152962,0.7048628604133894,0.7852484184675402,1.6123705679514277
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,euclidean,9,False,800,800,0.39087617195384183,0.5337540294252356,0.5720411531433883,0.6292370219029949,0.7055418363990281,0.7855757371834682,1.6249021148053844
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,euclidean,10,False,800,800,0.3936760408237617,0.5324958773028501,0.5751150183443017,0.6305593805040279,0.7075462574626628,0.7887333492337748,1.6358987503866251
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,euclidean,20,False,800,800,0.41422885844067436,0.537913207431205,0.5825402223473878,0.6399654965678571,0.7153913350538745,0.7952881785573875,1.6898562494960903
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,euclidean,1,True,0,0,,,,,,,
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,euclidean,2,True,0,0,,,,,,,
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,euclidean,3,True,0,0,,,,,,,
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,euclidean,4,True,0,0,,,,,,,
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,euclidean,5,True,0,0,,,,,,,
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,euclidean,6,True,0,0,,,,,,,
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,euclidean,7,True,0,0,,,,,,,
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,euclidean,8,True,0,0,,,,,,,
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,euclidean,9,True,0,0,,,,,,,
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,euclidean,10,True,0,0,,,,,,,
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,euclidean,20,True,0,0,,,,,,,
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,euclidean,1,False,788,788,0.22253376766887295,0.32191257408309387,0.36990039607474445,0.4270830894836932,0.4957284858542037,0.5797535765662699,0.8660937616025232
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,euclidean,2,False,788,788,0.2176013695703574,0.3252154750146858,0.36984420567156934,0.4252799821375153,0.49279447857838976,0.5720361758976891,0.8557248396296834
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,euclidean,3,False,788,788,0.22248683527268837,0.330288869583699,0.37219421904629363,0.42738848767702475,0.4907623098395405,0.5688396010902422,0.8493245510892482
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,euclidean,4,False,788,788,0.23123512663545234,0.33232983242990877,0.3762471605064604,0.4289743025471282,0.4897131261203172,0.5674175623874596,0.8423541676235815
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,euclidean,5,False,788,788,0.23726518631383953,0.33391379725234377,0.37987200279445227,0.43015627910051046,0.49043654308628387,0.5659466981639261,0.8425335556318277
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,euclidean,6,False,788,788,0.2411917664376239,0.334301995736724,0.3828304719433384,0.43218430286907994,0.49130688895406827,0.5675805976707369,0.844710273487999
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,euclidean,7,False,788,788,0.24694175557754935,0.33548351075209054,0.3831181941292678,0.4306289273007934,0.4914313462678811,0.5659903181760835,0.8429997086026911
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,euclidean,8,False,788,788,0.25144541609110665,0.3397992366280322,0.38348461349836216,0.4320748441004031,0.4935006669702847,0.5647158044268575,0.8424040147579636
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,euclidean,9,False,788,788,0.25526781473825233,0.3416754679997694,0.38581320364681565,0.4326095019258064,0.4943509359995388,0.5663615025407467,0.8418989576212791
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,euclidean,10,False,788,788,0.25570331685291536,0.3414243594863445,0.38597469609805835,0.43294466800029063,0.49409356053813996,0.5653114642606842,0.8395565437845025
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,euclidean,20,False,788,788,0.21925566577427563,0.291742857179374,0.32489071262906577,0.3641725515624228,0.41249847694239905,0.46781503647669703,0.7607651841387291
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,euclidean,1,True,12,12,1.4980020061745876,1.945921386651765,2.155276528638331,2.7105363181787863,3.4150961491264833,4.269052252415528,4.567234914989296
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,euclidean,2,True,12,12,1.4557658209820765,1.878148819311956,2.0992946695679864,2.629408807910189,3.326758306501099,4.1593614040436915,4.44609760559869
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,euclidean,3,True,12,12,1.4304823820221741,1.8351718035670501,2.0708368125277508,2.587451208440194,3.2614464312932476,4.0767248520514,4.35365324881021
