rule_id,family,signal,aggregation,save_pct,coverage_pct,mean_stop,median_stop,q25_stop,q75_stop,modal_stop,modal_fraction,stop_entropy_bits,scene_save_sd_pp,scene_save_min_pct,scene_save_max_pct,seed_save_sd_pp,seed_save_min_pct,seed_save_max_pct,stop_histogram,direction,threshold,threshold_2,consecutive,calibration
expert_mass__absolute_layer_mean__le_0.12877__k1,level,expert_mass,absolute_layer_mean,5.87890625,19.3359375,9.412109375,10.0,10.0,10.0,10,0.806640625,0.9526960853319131,4.817492780932415,0.0,15.0,7.268328420101897,0.0,27.5,"{""10"": 413, ""5"": 1, ""6"": 16, ""7"": 68, ""8"": 14}",le,0.12877032104879618,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.129876__k1,level,expert_mass,absolute_layer_mean,10.15625,31.0546875,8.984375,10.0,7.0,10.0,10,0.689453125,1.4029320190169436,6.955319176267182,0.0,21.875,10.364452469860625,0.0,33.125,"{""10"": 353, ""5"": 5, ""6"": 56, ""7"": 77, ""8"": 19, ""9"": 2}",le,0.12987570390105246,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.130908__k1,level,expert_mass,absolute_layer_mean,14.1796875,41.40625,8.58203125,10.0,7.0,10.0,10,0.5859375,1.7110599004894538,8.56377941513522,0.0,28.75,12.192944997614143,0.0,36.25,"{""10"": 300, ""5"": 14, ""6"": 93, ""7"": 79, ""8"": 21, ""9"": 5}",le,0.13090843483805656,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.131834__k1,level,expert_mass,absolute_layer_mean,18.0859375,50.5859375,8.19140625,9.0,6.0,10.0,10,0.494140625,1.8722929463829114,9.484950945239188,0.9375,32.1875,12.912091501131556,0.0,43.75,"{""10"": 253, ""4"": 1, ""5"": 20, ""6"": 138, ""7"": 72, ""8"": 24, ""9"": 4}",le,0.1318341251462698,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.132775__k1,level,expert_mass,absolute_layer_mean,21.7578125,58.59375,7.82421875,7.0,6.0,10.0,10,0.4140625,2.055267547440788,10.169987704139261,1.5625,35.9375,13.569876216360404,1.25,48.125,"{""10"": 212, ""4"": 2, ""5"": 45, ""6"": 153, ""7"": 69, ""8"": 27, ""9"": 4}",le,0.13277527317404747,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.133549__k1,level,expert_mass,absolute_layer_mean,25.3515625,65.625,7.46484375,7.0,6.0,10.0,10,0.34375,2.1677660631516162,10.04498852331817,5.625,40.625,14.138628571084741,2.5,50.0,"{""10"": 176, ""4"": 5, ""5"": 73, ""6"": 159, ""7"": 72, ""8"": 24, ""9"": 3}",le,0.13354927096515895,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.134367__k1,level,expert_mass,absolute_layer_mean,28.80859375,72.0703125,7.119140625,6.0,6.0,10.0,6,0.283203125,2.2636225553157283,9.764824185915277,7.8125,42.5,14.273041417431358,3.125,51.875,"{""10"": 143, ""4"": 9, ""5"": 112, ""6"": 145, ""7"": 78, ""8"": 22, ""9"": 3}",le,0.13436732366681098,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.135262__k1,level,expert_mass,absolute_layer_mean,32.12890625,78.3203125,6.787109375,6.0,5.0,8.0,6,0.318359375,2.259033290986995,9.162446408811128,10.3125,44.0625,13.925425135699124,6.25,52.5,"{""10"": 111, ""4"": 12, ""5"": 138, ""6"": 163, ""7"": 57, ""8"": 29, ""9"": 2}",le,0.13526225090026855,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.136063__k1,level,expert_mass,absolute_layer_mean,35.6640625,84.5703125,6.43359375,6.0,5.0,7.0,5,0.31640625,2.2999283223083395,8.63122157286231,13.75,47.5,13.007225962752155,13.125,55.0,"{""10"": 79, ""4"": 26, ""5"": 162, ""6"": 155, ""7"": 62, ""8"": 26, ""9"": 2}",le,0.13606269313022495,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.136844__k1,level,expert_mass,absolute_layer_mean,38.80859375,88.28125,6.119140625,6.0,5.0,7.0,5,0.3515625,2.272656902327273,8.52759962969275,16.25,49.375,12.321339798443631,15.625,56.875,"{""10"": 60, ""4"": 49, ""5"": 180, ""6"": 148, ""7"": 51, ""8"": 24}",le,0.13684362918138504,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.137717__k1,level,expert_mass,absolute_layer_mean,41.6796875,91.015625,5.83203125,5.0,5.0,6.0,5,0.337890625,2.2626417289606504,8.14291519488529,20.3125,51.5625,11.725453811680115,17.5,60.0,"{""10"": 46, ""3"": 1, ""4"": 85, ""5"": 173, ""6"": 150, ""7"": 38, ""8"": 19}",le,0.13771736389026046,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.138583__k1,level,expert_mass,absolute_layer_mean,44.74609375,93.5546875,5.525390625,5.0,5.0,6.0,5,0.365234375,2.2220092987454936,7.525362998343398,24.375,53.75,10.959642068628927,23.75,60.625,"{""10"": 33, ""3"": 5, ""4"": 115, ""5"": 187, ""6"": 127, ""7"": 34, ""8"": 10, ""9"": 1}",le,0.13858302012085916,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.139568__k1,level,expert_mass,absolute_layer_mean,47.8515625,95.703125,5.21484375,5.0,4.0,6.0,5,0.3671875,2.0755407965893005,6.629010983630495,28.75,55.3125,9.870916753705998,28.125,62.5,"{""10"": 22, ""3"": 7, ""4"": 157, ""5"": 188, ""6"": 114, ""7"": 17, ""8"": 5, ""9"": 2}",le,0.1395678397268057,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.140614__k1,level,expert_mass,absolute_layer_mean,50.9375,97.8515625,4.90625,5.0,4.0,5.0,4,0.37890625,2.0589460119982093,5.67791947206457,33.125,57.5,8.9581819270151,32.5,66.25,"{""10"": 11, ""3"": 24, ""4"": 194, ""5"": 173, ""6"": 89, ""7"": 14, ""8"": 6, ""9"": 1}",le,0.14061414804309608,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.141729__k1,level,expert_mass,absolute_layer_mean,53.8671875,99.0234375,4.61328125,4.0,4.0,5.0,4,0.416015625,2.0098731836091885,5.078575701153203,37.5,60.0,8.410601655936617,37.5,68.125,"{""10"": 5, ""3"": 55, ""4"": 213, ""5"": 162, ""6"": 62, ""7"": 7, ""8"": 8}",le,0.14172869035974145,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.142978__k1,level,expert_mass,absolute_layer_mean,56.81640625,99.4140625,4.318359375,4.0,4.0,5.0,4,0.42578125,1.9305585300391475,4.6327779167132475,41.25,62.8125,7.769191483269732,41.875,69.375,"{""10"": 3, ""3"": 101, ""4"": 218, ""5"": 145, ""6"": 36, ""7"": 7, ""8"": 2}",le,0.14297834038734436,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.144264__k1,level,expert_mass,absolute_layer_mean,59.98046875,99.8046875,4.001953125,4.0,3.0,5.0,4,0.390625,1.8357523718275133,4.604033915589506,44.0625,64.6875,7.364472715274559,45.0,69.375,"{""10"": 1, ""3"": 177, ""4"": 200, ""5"": 107, ""6"": 19, ""7"": 6, ""8"": 1, ""9"": 1}",le,0.14426448438316583,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.145928__k1,level,expert_mass,absolute_layer_mean,63.1640625,100.0,3.68359375,4.0,3.0,4.0,3,0.482421875,1.5380232123388122,3.5611205525569827,50.9375,66.875,5.994662135691531,52.5,70.0,"{""3"": 247, ""4"": 197, ""5"": 56, ""6"": 9, ""7"": 1, ""8"": 2}",le,0.14592785071581602,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.148235__k1,level,expert_mass,absolute_layer_mean,66.50390625,100.0,3.349609375,3.0,3.0,4.0,3,0.703125,1.0789327060947822,3.160383180974411,55.3125,70.0,3.8712790066670393,58.75,70.0,"{""3"": 360, ""4"": 134, ""5"": 11, ""6"": 5, ""7"": 2}",le,0.14823529301211238,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.12877__k2,level,expert_mass,absolute_layer_mean,2.7734375,12.3046875,9.72265625,10.0,10.0,10.0,10,0.876953125,0.662824466969677,2.8488857299554415,0.0,9.375,4.169087024888513,0.0,18.125,"{""10"": 449, ""6"": 1, ""7"": 15, ""8"": 46, ""9"": 1}",le,0.12877032104879618,,2,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.129876__k2,level,expert_mass,absolute_layer_mean,5.9375,23.4375,9.40625,10.0,10.0,10.0,10,0.765625,1.0681351521957776,4.586143787949741,0.0,14.375,6.906886282906357,0.0,23.125,"{""10"": 392, ""6"": 5, ""7"": 54, ""8"": 61}",le,0.12987570390105246,,2,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.130908__k2,level,expert_mass,absolute_layer_mean,9.04296875,34.5703125,9.095703125,10.0,8.0,10.0,10,0.654296875,1.45055136797083,5.731914439316801,0.0,19.375,8.688377281188556,0.0,28.125,"{""10"": 335, ""6"": 14, ""7"": 88, ""8"": 68, ""9"": 7}",le,0.13090843483805656,,2,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.131834__k2,level,expert_mass,absolute_layer_mean,12.01171875,43.9453125,8.798828125,10.0,7.0,10.0,10,0.560546875,1.6574116228494837,6.6539101943160786,0.0,22.5,9.964211318621683,0.0,33.125,"{""10"": 287, ""5"": 1, ""6"": 20, ""7"": 134, ""8"": 58, ""9"": 12}",le,0.1318341251462698,,2,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.132775__k2,level,expert_mass,absolute_layer_mean,14.5703125,50.1953125,8.54296875,9.0,7.0,10.0,10,0.498046875,1.8114805398962173,7.831909483155672,0.625,25.3125,10.571369126789763,0.0,37.5,"{""10"": 255, ""5"": 2, ""6"": 45, ""7"": 147, ""8"": 52, ""9"": 11}",le,0.13277527317404747,,2,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.133549__k2,level,expert_mass,absolute_layer_mean,17.578125,58.203125,8.2421875,8.0,7.0,10.0,10,0.41796875,1.9794152631239577,8.142634109081348,1.25,30.625,11.324352820222222,0.0,40.0,"{""10"": 214, ""5"": 5, ""6"": 73, ""7"": 155, ""8"": 53, ""9"": 12}",le,0.13354927096515895,,2,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.134367__k2,level,expert_mass,absolute_layer_mean,20.703125,65.8203125,7.9296875,7.0,7.0,10.0,10,0.341796875,2.100620739735823,7.709081115192977,4.0625,32.8125,12.146113624195808,1.25,40.625,"{""10"": 175, ""5"": 9, ""6"": 112, ""7"": 144, ""8"": 63, ""9"": 9}",le,0.13436732366681098,,2,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.135262__k2,level,expert_mass,absolute_layer_mean,23.37890625,72.65625,7.662109375,7.0,6.0,10.0,7,0.310546875,2.1477028170481067,7.461832202571694,6.5625,34.0625,12.19937259749291,2.5,42.5,"{""10"": 140, ""5"": 12, ""6"": 137, ""7"": 159, ""8"": 48, ""9"": 16}",le,0.13526225090026855,,2,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.136063__k2,level,expert_mass,absolute_layer_mean,26.25,78.125,7.375,7.0,6.0,8.0,6,0.31640625,2.183196929333924,7.092614171181878,8.75,36.875,12.201514378346648,4.375,45.0,"{""10"": 112, ""5"": 26, ""6"": 162, ""7"": 153, ""8"": 48, ""9"": 11}",le,0.13606269313022495,,2,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.136844__k2,level,expert_mass,absolute_layer_mean,29.23828125,83.7890625,7.076171875,7.0,6.0,8.0,6,0.3515625,2.2252400570242874,7.420615641510039,10.0,39.375,11.490203001455129,8.125,46.875,"{""10"": 83, ""5"": 49, ""6"": 180, ""7"": 146, ""8"": 40, ""9"": 14}",le,0.13684362918138504,,2,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.137717__k2,level,expert_mass,absolute_layer_mean,32.28515625,88.4765625,6.771484375,6.0,6.0,7.0,6,0.337890625,2.217763756852516,7.184713072121317,12.5,41.5625,10.831641040573489,11.875,50.0,"{""10"": 59, ""4"": 1, ""5"": 85, ""6"": 173, ""7"": 150, ""8"": 36, ""9"": 8}",le,0.13771736389026046,,2,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.138583__k2,level,expert_mass,absolute_layer_mean,35.0390625,91.2109375,6.49609375,6.0,6.0,7.0,6,0.365234375,2.1844789631413724,6.877551905645188,15.625,43.75,10.392607306210206,15.0,50.625,"{""10"": 45, ""4"": 5, ""5"": 115, ""6"": 187, ""7"": 125, ""8"": 31, ""9"": 4}",le,0.13858302012085916,,2,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.139568__k2,level,expert_mass,absolute_layer_mean,37.96875,93.75,6.203125,6.0,5.0,7.0,6,0.3671875,2.0459882788003245,6.2019638396841685,20.9375,45.3125,9.615407151415898,20.0,52.5,"{""10"": 32, ""4"": 7, ""5"": 157, ""6"": 188, ""7"": 112, ""8"": 13, ""9"": 3}",le,0.1395678397268057,,2,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.140614__k2,level,expert_mass,absolute_layer_mean,40.7421875,95.5078125,5.92578125,6.0,5.0,6.0,5,0.37890625,2.057420691086712,5.890930653542252,23.75,47.5,9.210056149521769,23.75,56.25,"{""10"": 23, ""3"": 1, ""4"": 23, ""5"": 194, ""6"": 173, ""7"": 86, ""8"": 9, ""9"": 3}",le,0.14061414804309608,,2,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.141729__k2,level,expert_mass,absolute_layer_mean,43.828125,97.4609375,5.6171875,5.0,5.0,6.0,5,0.416015625,2.030073963915683,5.254160367925117,27.5,50.625,8.652850754050656,26.875,59.375,"{""10"": 13, ""3"": 3, ""4"": 52, ""5"": 213, ""6"": 162, ""7"": 62, ""8"": 5, ""9"": 2}",le,0.14172869035974145,,2,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.142978__k2,level,expert_mass,absolute_layer_mean,47.0703125,99.4140625,5.29296875,5.0,5.0,6.0,5,0.42578125,2.0224545584590228,4.615164531448879,32.1875,53.75,8.004572515277987,31.875,63.125,"{""10"": 3, ""3"": 10, ""4"": 91, ""5"": 218, ""6"": 145, ""7"": 36, ""8"": 7, ""9"": 2}",le,0.14297834038734436,,2,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.144264__k2,level,expert_mass,absolute_layer_mean,50.64453125,99.4140625,4.935546875,5.0,4.0,6.0,5,0.390625,2.0704710380398295,4.921836247367281,34.0625,56.5625,8.321664906226605,35.0,66.875,"{""10"": 3, ""3"": 34, ""4"": 143, ""5"": 200, ""6"": 107, ""7"": 19, ""8"": 6}",le,0.14426448438316583,,2,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.145928__k2,level,expert_mass,absolute_layer_mean,54.5703125,100.0,4.54296875,5.0,4.0,5.0,5,0.384765625,1.958043059071061,4.287454161107003,40.9375,60.9375,7.6903537322638,42.5,68.75,"{""3"": 72, ""4"": 175, ""5"": 197, ""6"": 56, ""7"": 9, ""8"": 1, ""9"": 2}",le,0.14592785071581602,,2,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.148235__k2,level,expert_mass,absolute_layer_mean,59.90234375,100.0,4.009765625,4.0,3.0,5.0,4,0.36328125,1.781494048936404,4.315610786431155,45.625,65.9375,7.01927691525886,48.75,70.0,"{""3"": 174, ""4"": 186, ""5"": 134, ""6"": 11, ""7"": 5, ""8"": 2}",le,0.14823529301211238,,2,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.12877__k3,level,expert_mass,absolute_layer_mean,0.52734375,3.3203125,9.947265625,10.0,10.0,10.0,10,0.966796875,0.2521759103346658,0.7388390749756929,0.0,2.1875,1.2989382589584224,0.0,6.875,"{""10"": 495, ""7"": 1, ""8"": 8, ""9"": 8}",le,0.12877032104879618,,3,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.129876__k3,level,expert_mass,absolute_layer_mean,2.3046875,13.0859375,9.76953125,10.0,10.0,10.0,10,0.869140625,0.7217435204159073,2.2612430685009848,0.0,7.5,3.356421303240067,0.0,15.0,"{""10"": 445, ""7"": 5, ""8"": 41, ""9"": 21}",le,0.12987570390105246,,3,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.130908__k3,level,expert_mass,absolute_layer_mean,3.90625,20.3125,9.609375,10.0,10.0,10.0,10,0.796875,0.9849463334995698,3.0338262248355625,0.0,10.9375,4.982880849719367,0.0,20.0,"{""10"": 408, ""7"": 14, ""8"": 68, ""9"": 22}",le,0.13090843483805656,,3,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.131834__k3,level,expert_mass,absolute_layer_mean,5.95703125,29.6875,9.404296875,10.0,8.0,10.0,10,0.703125,1.2232540801904361,3.7637585331551806,0.0,12.1875,6.506427814498017,0.0,23.125,"{""10"": 360, ""6"": 1, ""7"": 20, ""8"": 110, ""9"": 21}",le,0.1318341251462698,,3,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.132775__k3,level,expert_mass,absolute_layer_mean,8.28125,38.671875,9.171875,10.0,8.0,10.0,10,0.61328125,1.4632992459787904,4.96201390881263,0.0,15.9375,7.598635259867393,0.0,26.875,"{""10"": 314, ""6"": 2, ""7"": 45, ""8"": 130, ""9"": 21}",le,0.13277527317404747,,3,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.133549__k3,level,expert_mass,absolute_layer_mean,10.56640625,47.4609375,8.943359375,10.0,8.0,10.0,10,0.525390625,1.6919403476882517,5.785702202463063,0.0,20.3125,8.375582091186912,0.0,29.375,"{""10"": 269, ""6"": 5, ""7"": 73, ""8"": 137, ""9"": 28}",le,0.13354927096515895,,3,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.134367__k3,level,expert_mass,absolute_layer_mean,12.83203125,55.078125,8.716796875,9.0,8.0,10.0,10,0.44921875,1.8623700960723175,6.148063987622318,0.0,22.8125,9.178918684560477,0.0,30.0,"{""10"": 230, ""6"": 9, ""7"": 110, ""8"": 128, ""9"": 35}",le,0.13436732366681098,,3,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.135262__k3,level,expert_mass,absolute_layer_mean,15.078125,62.5,8.4921875,8.0,7.0,10.0,10,0.375,1.9095655574561174,5.847905440999795,3.125,24.0625,9.698519438392388,0.625,32.5,"{""10"": 192, ""6"": 12, ""7"": 136, ""8"": 144, ""9"": 28}",le,0.13526225090026855,,3,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.136063__k3,level,expert_mass,absolute_layer_mean,17.48046875,68.9453125,8.251953125,8.0,7.0,10.0,7,0.31640625,1.99177431612138,5.681647003369572,4.6875,26.875,10.126741236030643,1.25,35.0,"{""10"": 159, ""6"": 26, ""7"": 162, ""8"": 140, ""9"": 25}",le,0.13606269313022495,,3,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.136844__k3,level,expert_mass,absolute_layer_mean,20.0390625,75.1953125,7.99609375,8.0,7.0,9.0,7,0.3515625,2.054334488178879,5.824243638863655,5.9375,29.375,10.323074006011666,3.125,36.875,"{""10"": 127, ""6"": 49, ""7"": 180, ""8"": 134, ""9"": 22}",le,0.13684362918138504,,3,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.137717__k3,level,expert_mass,absolute_layer_mean,22.578125,81.0546875,7.7421875,7.0,7.0,8.0,7,0.337890625,2.122043033295307,6.1510725373202195,6.875,31.5625,9.998474004660661,5.0,40.0,"{""10"": 97, ""5"": 1, ""6"": 85, ""7"": 173, ""8"": 136, ""9"": 20}",le,0.13771736389026046,,3,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.138583__k3,level,expert_mass,absolute_layer_mean,25.390625,86.328125,7.4609375,7.0,7.0,8.0,7,0.365234375,2.1178840129847245,5.942124021814506,8.75,33.75,9.67205169467032,8.125,40.625,"{""10"": 70, ""5"": 5, ""6"": 115, ""7"": 187, ""8"": 119, ""9"": 16}",le,0.13858302012085916,,3,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.139568__k3,level,expert_mass,absolute_layer_mean,28.18359375,90.8203125,7.181640625,7.0,6.0,8.0,7,0.365234375,2.025845729636427,5.443265116805899,13.4375,35.0,9.172765841266795,10.0,42.5,"{""10"": 47, ""5"": 7, ""6"": 157, ""7"": 187, ""8"": 105, ""9"": 9}",le,0.1395678397268057,,3,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.140614__k3,level,expert_mass,absolute_layer_mean,30.87890625,92.96875,6.912109375,7.0,6.0,7.0,6,0.37890625,2.0250407839590214,5.398226920187399,15.9375,37.5,8.886847526539484,14.375,46.25,"{""10"": 36, ""4"": 1, ""5"": 23, ""6"": 194, ""7"": 172, ""8"": 82, ""9"": 4}",le,0.14061414804309608,,3,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.141729__k3,level,expert_mass,absolute_layer_mean,33.96484375,96.484375,6.603515625,6.0,6.0,7.0,6,0.416015625,2.0244710296217576,4.8509507338727875,19.375,40.625,8.470147161905508,17.5,49.375,"{""10"": 18, ""4"": 3, ""5"": 52, ""6"": 213, ""7"": 162, ""8"": 59, ""9"": 5}",le,0.14172869035974145,,3,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.142978__k3,level,expert_mass,absolute_layer_mean,36.97265625,98.046875,6.302734375,6.0,6.0,7.0,6,0.42578125,2.0248564034714263,4.469840816931956,23.125,43.75,8.153659453005499,21.875,53.125,"{""10"": 10, ""4"": 10, ""5"": 91, ""6"": 218, ""7"": 145, ""8"": 33, ""9"": 5}",le,0.14297834038734436,,3,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.144264__k3,level,expert_mass,absolute_layer_mean,40.6640625,99.21875,5.93359375,6.0,5.0,7.0,6,0.390625,2.0751719369297317,4.746857255974078,25.0,46.5625,8.298827895166507,25.0,56.875,"{""10"": 4, ""4"": 34, ""5"": 143, ""6"": 200, ""7"": 107, ""8"": 18, ""9"": 6}",le,0.14426448438316583,,3,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.145928__k3,level,expert_mass,absolute_layer_mean,44.58984375,99.609375,5.541015625,6.0,5.0,6.0,6,0.384765625,1.9728917985613226,4.317024842551978,30.9375,51.25,7.719144370934899,32.5,58.75,"{""10"": 2, ""3"": 1, ""4"": 71, ""5"": 175, ""6"": 197, ""7"": 56, ""8"": 9, ""9"": 1}",le,0.14592785071581602,,3,pooled_q05_to_q95
expert_mass__absolute_layer_mean__le_0.148235__k3,level,expert_mass,absolute_layer_mean,50.0390625,100.0,4.99609375,5.0,4.0,6.0,5,0.36328125,1.8641933985069292,4.449525683552546,35.625,56.5625,7.229729035973184,38.75,63.125,"{""3"": 7, ""4"": 167, ""5"": 186, ""6"": 134, ""7"": 11, ""8"": 5, ""9"": 2}",le,0.14823529301211238,,3,pooled_q05_to_q95
expert_mass__absolute_layer_mean__ge_0.12877__k1,level,expert_mass,absolute_layer_mean,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.12877032104879618,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__ge_0.129876__k1,level,expert_mass,absolute_layer_mean,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.12987570390105246,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__ge_0.130908__k1,level,expert_mass,absolute_layer_mean,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.13090843483805656,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__ge_0.131834__k1,level,expert_mass,absolute_layer_mean,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.1318341251462698,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__ge_0.132775__k1,level,expert_mass,absolute_layer_mean,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.13277527317404747,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__ge_0.133549__k1,level,expert_mass,absolute_layer_mean,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.13354927096515895,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__ge_0.134367__k1,level,expert_mass,absolute_layer_mean,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.13436732366681098,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__ge_0.135262__k1,level,expert_mass,absolute_layer_mean,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.13526225090026855,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__ge_0.136063__k1,level,expert_mass,absolute_layer_mean,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.13606269313022495,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__ge_0.136844__k1,level,expert_mass,absolute_layer_mean,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.13684362918138504,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__ge_0.137717__k1,level,expert_mass,absolute_layer_mean,69.86328125,99.8046875,3.013671875,3.0,3.0,3.0,3,0.998046875,0.020393135236084953,0.5295094418642953,67.8125,70.0,0.7612177839806671,65.625,70.0,"{""10"": 1, ""3"": 511}",ge,0.13771736389026046,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__ge_0.138583__k1,level,expert_mass,absolute_layer_mean,69.31640625,99.0234375,3.068359375,3.0,3.0,3.0,3,0.990234375,0.07923534661107334,1.2752276049144864,65.625,70.0,2.21720553089039,61.25,70.0,"{""10"": 5, ""3"": 507}",ge,0.13858302012085916,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__ge_0.139568__k1,level,expert_mass,absolute_layer_mean,69.04296875,98.6328125,3.095703125,3.0,3.0,3.0,3,0.986328125,0.10425396257387197,1.8894907173358744,63.4375,70.0,3.4124956179859685,52.5,70.0,"{""10"": 7, ""3"": 505}",ge,0.1395678397268057,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__ge_0.140614__k1,level,expert_mass,absolute_layer_mean,66.73828125,95.5078125,3.326171875,3.0,3.0,3.0,3,0.953125,0.28468409039062537,3.2886240614842914,59.0625,70.0,8.379042831054656,26.875,70.0,"{""10"": 23, ""3"": 488, ""9"": 1}",ge,0.14061414804309608,,1,pooled_q05_to_q95
expert_mass__absolute_layer_mean__ge_0.141729__k1,level,expert_mass,absolute_layer_mean,62.48046875,89.2578125,3.751953125,3.0,3.0,3.0,3,0.892578125,0.49209024120040207,6.233835297362967,48.125,70.0,13.495047897248213,13.125,70.0,"{""10"": 55, ""3"": 457}",ge,0.14172869035974145,,1,pooled_q05_to_q95
