rule_id,family,signal,aggregation,save_pct,coverage_pct,mean_stop,median_stop,q25_stop,q75_stop,modal_stop,modal_fraction,stop_entropy_bits,scene_save_sd_pp,scene_save_min_pct,scene_save_max_pct,seed_save_sd_pp,seed_save_min_pct,seed_save_max_pct,stop_histogram,direction,threshold,threshold_2,consecutive,calibration
cancellation__layer_5_norm__le_1.425__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.425,,2,fixed
cancellation__layer_5_norm__le_1.45__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.45,,2,fixed
cancellation__layer_5_norm__le_1.475__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.475,,2,fixed
cancellation__layer_5_norm__le_1.5__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.5,,2,fixed
cancellation__layer_5_norm__le_1.525__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.525,,2,fixed
cancellation__layer_5_norm__le_1.55__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.55,,2,fixed
cancellation__layer_5_norm__le_1.575__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.575,,2,fixed
cancellation__layer_5_norm__le_1.6__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.6,,2,fixed
cancellation__layer_5_norm__le_1.625__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.625,,2,fixed
cancellation__layer_5_norm__le_1.65__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.65,,2,fixed
cancellation__layer_5_norm__le_1.675__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.675,,2,fixed
cancellation__layer_5_norm__le_1.7__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.7,,2,fixed
cancellation__layer_5_norm__le_1.725__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.725,,2,fixed
cancellation__layer_5_norm__le_1.75__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.75,,2,fixed
cancellation__layer_5_norm__le_1.775__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.775,,2,fixed
cancellation__layer_5_norm__le_1.8__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.8,,2,fixed
cancellation__layer_5_norm__le_1.825__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.825,,2,fixed
cancellation__layer_5_norm__le_1.85__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.85,,2,fixed
cancellation__layer_5_norm__le_1.875__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.875,,2,fixed
cancellation__layer_5_norm__le_1.9__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.9,,2,fixed
cancellation__layer_5_norm__le_1.925__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.925,,2,fixed
cancellation__layer_5_norm__le_1.95__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.95,,2,fixed
cancellation__layer_5_norm__le_1.975__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.975,,2,fixed
cancellation__layer_5_norm__le_2__k2,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,2.0,,2,fixed
cancellation__layer_5_norm__le_0.5__k3,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",le,0.5,,3,fixed
cancellation__layer_5_norm__le_0.525__k3,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",le,0.525,,3,fixed
cancellation__layer_5_norm__le_0.55__k3,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",le,0.55,,3,fixed
cancellation__layer_5_norm__le_0.575__k3,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",le,0.575,,3,fixed
cancellation__layer_5_norm__le_0.6__k3,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",le,0.6,,3,fixed
cancellation__layer_5_norm__le_0.625__k3,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",le,0.625,,3,fixed
cancellation__layer_5_norm__le_0.65__k3,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",le,0.65,,3,fixed
cancellation__layer_5_norm__le_0.675__k3,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",le,0.675,,3,fixed
cancellation__layer_5_norm__le_0.7__k3,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",le,0.7,,3,fixed
cancellation__layer_5_norm__le_0.725__k3,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",le,0.725,,3,fixed
cancellation__layer_5_norm__le_0.75__k3,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",le,0.75,,3,fixed
cancellation__layer_5_norm__le_0.775__k3,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",le,0.775,,3,fixed
cancellation__layer_5_norm__le_0.8__k3,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",le,0.8,,3,fixed
cancellation__layer_5_norm__le_0.825__k3,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",le,0.825,,3,fixed
cancellation__layer_5_norm__le_0.85__k3,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",le,0.85,,3,fixed
cancellation__layer_5_norm__le_0.875__k3,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",le,0.875,,3,fixed
cancellation__layer_5_norm__le_0.9__k3,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",le,0.9,,3,fixed
cancellation__layer_5_norm__le_0.925__k3,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",le,0.925,,3,fixed
cancellation__layer_5_norm__le_0.95__k3,level,cancellation,layer_5_norm,0.0390625,0.390625,9.99609375,10.0,10.0,10.0,10,0.99609375,0.03687450625387198,0.10334966058846057,0.0,0.3125,0.15128841196122722,0.0,0.625,"{""10"": 510, ""9"": 2}",le,0.95,,3,fixed
cancellation__layer_5_norm__le_0.975__k3,level,cancellation,layer_5_norm,3.73046875,31.25,9.626953125,10.0,9.0,10.0,10,0.6875,1.1299212782809605,2.375998839098714,0.3125,8.4375,3.1772367513333717,0.0,10.0,"{""10"": 352, ""7"": 2, ""8"": 27, ""9"": 131}",le,0.975,,3,fixed
cancellation__layer_5_norm__le_1__k3,level,cancellation,layer_5_norm,35.80078125,96.6796875,6.419921875,7.0,5.0,8.0,3,0.220703125,2.6105106972530416,5.9528673972316435,24.375,44.375,13.263990968818488,11.25,66.875,"{""10"": 17, ""3"": 113, ""5"": 28, ""6"": 85, ""7"": 92, ""8"": 109, ""9"": 68}",le,1.0,,3,fixed
cancellation__layer_5_norm__le_1.025__k3,level,cancellation,layer_5_norm,69.94140625,100.0,3.005859375,3.0,3.0,3.0,3,0.998046875,0.020393135236084953,0.22693261794184083,69.0625,70.0,0.3262361931345716,68.125,70.0,"{""3"": 511, ""6"": 1}",le,1.025,,3,fixed
cancellation__layer_5_norm__le_1.05__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.05,,3,fixed
cancellation__layer_5_norm__le_1.075__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.075,,3,fixed
cancellation__layer_5_norm__le_1.1__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.1,,3,fixed
cancellation__layer_5_norm__le_1.125__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.125,,3,fixed
cancellation__layer_5_norm__le_1.15__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.15,,3,fixed
cancellation__layer_5_norm__le_1.175__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.175,,3,fixed
cancellation__layer_5_norm__le_1.2__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.2,,3,fixed
cancellation__layer_5_norm__le_1.225__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.225,,3,fixed
cancellation__layer_5_norm__le_1.25__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.25,,3,fixed
cancellation__layer_5_norm__le_1.275__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.275,,3,fixed
cancellation__layer_5_norm__le_1.3__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.3,,3,fixed
cancellation__layer_5_norm__le_1.325__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.325,,3,fixed
cancellation__layer_5_norm__le_1.35__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.35,,3,fixed
cancellation__layer_5_norm__le_1.375__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.375,,3,fixed
cancellation__layer_5_norm__le_1.4__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.4,,3,fixed
cancellation__layer_5_norm__le_1.425__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.425,,3,fixed
cancellation__layer_5_norm__le_1.45__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.45,,3,fixed
cancellation__layer_5_norm__le_1.475__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.475,,3,fixed
cancellation__layer_5_norm__le_1.5__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.5,,3,fixed
cancellation__layer_5_norm__le_1.525__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.525,,3,fixed
cancellation__layer_5_norm__le_1.55__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.55,,3,fixed
cancellation__layer_5_norm__le_1.575__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.575,,3,fixed
cancellation__layer_5_norm__le_1.6__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.6,,3,fixed
cancellation__layer_5_norm__le_1.625__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.625,,3,fixed
cancellation__layer_5_norm__le_1.65__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.65,,3,fixed
cancellation__layer_5_norm__le_1.675__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.675,,3,fixed
cancellation__layer_5_norm__le_1.7__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.7,,3,fixed
cancellation__layer_5_norm__le_1.725__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.725,,3,fixed
cancellation__layer_5_norm__le_1.75__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.75,,3,fixed
cancellation__layer_5_norm__le_1.775__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.775,,3,fixed
cancellation__layer_5_norm__le_1.8__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.8,,3,fixed
cancellation__layer_5_norm__le_1.825__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.825,,3,fixed
cancellation__layer_5_norm__le_1.85__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.85,,3,fixed
cancellation__layer_5_norm__le_1.875__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.875,,3,fixed
cancellation__layer_5_norm__le_1.9__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.9,,3,fixed
cancellation__layer_5_norm__le_1.925__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.925,,3,fixed
cancellation__layer_5_norm__le_1.95__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.95,,3,fixed
cancellation__layer_5_norm__le_1.975__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,1.975,,3,fixed
cancellation__layer_5_norm__le_2__k3,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",le,2.0,,3,fixed
cancellation__layer_5_norm__ge_0.5__k1,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.5,,1,fixed
cancellation__layer_5_norm__ge_0.525__k1,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.525,,1,fixed
cancellation__layer_5_norm__ge_0.55__k1,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.55,,1,fixed
cancellation__layer_5_norm__ge_0.575__k1,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.575,,1,fixed
cancellation__layer_5_norm__ge_0.6__k1,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.6,,1,fixed
cancellation__layer_5_norm__ge_0.625__k1,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.625,,1,fixed
cancellation__layer_5_norm__ge_0.65__k1,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.65,,1,fixed
cancellation__layer_5_norm__ge_0.675__k1,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.675,,1,fixed
cancellation__layer_5_norm__ge_0.7__k1,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.7,,1,fixed
cancellation__layer_5_norm__ge_0.725__k1,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.725,,1,fixed
cancellation__layer_5_norm__ge_0.75__k1,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.75,,1,fixed
cancellation__layer_5_norm__ge_0.775__k1,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.775,,1,fixed
cancellation__layer_5_norm__ge_0.8__k1,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.8,,1,fixed
cancellation__layer_5_norm__ge_0.825__k1,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.825,,1,fixed
cancellation__layer_5_norm__ge_0.85__k1,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.85,,1,fixed
cancellation__layer_5_norm__ge_0.875__k1,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.875,,1,fixed
cancellation__layer_5_norm__ge_0.9__k1,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.9,,1,fixed
cancellation__layer_5_norm__ge_0.925__k1,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.925,,1,fixed
cancellation__layer_5_norm__ge_0.95__k1,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.95,,1,fixed
cancellation__layer_5_norm__ge_0.975__k1,level,cancellation,layer_5_norm,70.0,100.0,3.0,3.0,3.0,3.0,3,1.0,-0.0,0.0,70.0,70.0,0.0,70.0,70.0,"{""3"": 512}",ge,0.975,,1,fixed
cancellation__layer_5_norm__ge_1__k1,level,cancellation,layer_5_norm,51.97265625,75.78125,4.802734375,3.0,3.0,5.0,3,0.685546875,1.2343317774693139,6.388808908745114,40.9375,64.6875,17.48821406621002,4.375,70.0,"{""10"": 124, ""3"": 351, ""4"": 22, ""5"": 12, ""6"": 3}",ge,1.0,,1,fixed
cancellation__layer_5_norm__ge_1.025__k1,level,cancellation,layer_5_norm,0.25390625,0.390625,9.974609375,10.0,10.0,10.0,10,0.99609375,0.04078075625387198,0.6740403877631795,0.0,2.1875,0.9864731483729993,0.0,4.375,"{""10"": 510, ""3"": 1, ""4"": 1}",ge,1.025,,1,fixed
cancellation__layer_5_norm__ge_1.05__k1,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.05,,1,fixed
cancellation__layer_5_norm__ge_1.075__k1,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.075,,1,fixed
cancellation__layer_5_norm__ge_1.1__k1,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.1,,1,fixed
cancellation__layer_5_norm__ge_1.125__k1,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.125,,1,fixed
cancellation__layer_5_norm__ge_1.15__k1,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.15,,1,fixed
cancellation__layer_5_norm__ge_1.175__k1,level,cancellation,layer_5_norm,0.0,0.0,10.0,10.0,10.0,10.0,10,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""10"": 512}",ge,1.175,,1,fixed
