timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.free [MiB], power.draw [W]
2026/08/29 09:45:12.257, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 09:45:17.258, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.20 W
2026/08/29 09:45:22.258, 29 %, 2 %, 22681 MiB, 17764 MiB, 50.77 W
2026/08/29 09:45:27.259, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 09:45:32.259, 28 %, 2 %, 22681 MiB, 17764 MiB, 49.57 W
2026/08/29 09:45:37.260, 26 %, 5 %, 22681 MiB, 17764 MiB, 60.70 W
2026/08/29 09:45:42.260, 32 %, 7 %, 22681 MiB, 17764 MiB, 64.24 W
2026/08/29 09:45:47.260, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 09:45:52.261, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 09:45:57.261, 29 %, 5 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 09:46:02.262, 41 %, 13 %, 22681 MiB, 17764 MiB, 217.26 W
2026/08/29 09:46:07.262, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 09:46:12.263, 24 %, 2 %, 22681 MiB, 17764 MiB, 61.99 W
2026/08/29 09:46:17.263, 42 %, 14 %, 22681 MiB, 17764 MiB, 56.38 W
2026/08/29 09:46:22.264, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 09:46:27.264, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.40 W
2026/08/29 09:46:32.265, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.49 W
2026/08/29 09:46:37.265, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.40 W
2026/08/29 09:46:42.266, 27 %, 2 %, 22681 MiB, 17764 MiB, 54.51 W
2026/08/29 09:46:47.266, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 09:46:52.267, 43 %, 15 %, 22681 MiB, 17764 MiB, 64.06 W
2026/08/29 09:46:57.267, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 09:47:02.267, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 09:47:07.268, 27 %, 3 %, 22681 MiB, 17764 MiB, 71.52 W
2026/08/29 09:47:12.268, 22 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 09:47:17.269, 40 %, 14 %, 22681 MiB, 17764 MiB, 48.88 W
2026/08/29 09:47:22.269, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.19 W
2026/08/29 09:47:27.270, 39 %, 14 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 09:47:32.270, 40 %, 12 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 09:47:37.271, 25 %, 2 %, 22681 MiB, 17764 MiB, 246.44 W
2026/08/29 09:47:42.271, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 09:47:47.272, 42 %, 14 %, 22681 MiB, 17764 MiB, 62.40 W
2026/08/29 09:47:52.272, 25 %, 2 %, 22681 MiB, 17764 MiB, 60.70 W
2026/08/29 09:47:57.273, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 09:48:02.273, 23 %, 3 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 09:48:07.274, 41 %, 14 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 09:48:12.274, 37 %, 10 %, 22681 MiB, 17764 MiB, 60.03 W
2026/08/29 09:48:17.275, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 09:48:22.275, 26 %, 3 %, 22681 MiB, 17764 MiB, 62.49 W
2026/08/29 09:48:27.275, 26 %, 3 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 09:48:32.276, 42 %, 14 %, 22681 MiB, 17764 MiB, 61.78 W
2026/08/29 09:48:37.276, 43 %, 15 %, 22681 MiB, 17764 MiB, 62.30 W
2026/08/29 09:48:42.277, 26 %, 2 %, 22681 MiB, 17764 MiB, 74.49 W
2026/08/29 09:48:47.277, 26 %, 2 %, 22681 MiB, 17764 MiB, 54.71 W
2026/08/29 09:48:52.278, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 09:48:57.278, 28 %, 5 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 09:49:02.279, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 09:49:07.351, 26 %, 2 %, 22681 MiB, 17764 MiB, 206.58 W
2026/08/29 09:49:12.351, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.40 W
2026/08/29 09:49:17.352, 42 %, 15 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 09:49:22.352, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.07 W
2026/08/29 09:49:27.353, 26 %, 2 %, 22681 MiB, 17764 MiB, 55.49 W
2026/08/29 09:49:32.353, 23 %, 2 %, 22681 MiB, 17764 MiB, 61.80 W
2026/08/29 09:49:37.354, 41 %, 14 %, 22681 MiB, 17764 MiB, 61.80 W
2026/08/29 09:49:42.354, 25 %, 2 %, 22681 MiB, 17764 MiB, 57.45 W
2026/08/29 09:49:47.355, 26 %, 3 %, 22681 MiB, 17764 MiB, 61.60 W
2026/08/29 09:49:52.355, 43 %, 15 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 09:49:57.356, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 09:50:02.356, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.20 W
2026/08/29 09:50:07.357, 26 %, 4 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 09:50:12.357, 43 %, 15 %, 22681 MiB, 17764 MiB, 60.88 W
2026/08/29 09:50:17.358, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 09:50:22.358, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.99 W
2026/08/29 09:50:27.359, 24 %, 3 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 09:50:32.359, 26 %, 2 %, 22681 MiB, 17764 MiB, 64.93 W
2026/08/29 09:50:37.360, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 09:50:42.360, 30 %, 8 %, 22681 MiB, 17764 MiB, 49.57 W
2026/08/29 09:50:47.361, 25 %, 2 %, 22681 MiB, 17764 MiB, 74.00 W
2026/08/29 09:50:52.361, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.59 W
2026/08/29 09:50:57.362, 42 %, 14 %, 22681 MiB, 17764 MiB, 61.60 W
2026/08/29 09:51:02.362, 26 %, 2 %, 22681 MiB, 17764 MiB, 52.23 W
2026/08/29 09:51:07.362, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 09:51:12.363, 42 %, 14 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 09:51:17.363, 25 %, 2 %, 22681 MiB, 17764 MiB, 60.51 W
2026/08/29 09:51:22.364, 28 %, 2 %, 22681 MiB, 17764 MiB, 51.56 W
2026/08/29 09:51:27.364, 27 %, 4 %, 22681 MiB, 17764 MiB, 62.07 W
2026/08/29 09:51:32.365, 27 %, 3 %, 22681 MiB, 17764 MiB, 64.15 W
2026/08/29 09:51:37.365, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.60 W
2026/08/29 09:51:42.366, 27 %, 3 %, 22681 MiB, 17764 MiB, 62.10 W
2026/08/29 09:51:47.366, 34 %, 6 %, 22681 MiB, 17764 MiB, 165.01 W
2026/08/29 09:51:52.367, 24 %, 2 %, 22681 MiB, 17764 MiB, 61.49 W
2026/08/29 09:51:57.367, 27 %, 3 %, 22681 MiB, 17764 MiB, 61.60 W
2026/08/29 09:52:02.368, 37 %, 10 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 09:52:07.368, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 09:52:12.369, 43 %, 15 %, 22681 MiB, 17764 MiB, 62.17 W
2026/08/29 09:52:17.373, 25 %, 2 %, 22681 MiB, 17764 MiB, 102.35 W
2026/08/29 09:52:22.373, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 09:52:27.374, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 09:52:32.374, 43 %, 14 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 09:52:37.375, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 09:52:42.375, 26 %, 2 %, 22681 MiB, 17764 MiB, 116.60 W
2026/08/29 09:52:47.376, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 09:52:52.376, 43 %, 15 %, 22681 MiB, 17764 MiB, 62.07 W
2026/08/29 09:52:57.377, 26 %, 2 %, 22681 MiB, 17764 MiB, 202.01 W
2026/08/29 09:53:02.377, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 09:53:07.378, 25 %, 4 %, 22681 MiB, 17764 MiB, 62.17 W
2026/08/29 09:53:12.378, 32 %, 7 %, 22681 MiB, 17764 MiB, 105.71 W
2026/08/29 09:53:17.379, 30 %, 6 %, 22681 MiB, 17764 MiB, 43.85 W
2026/08/29 09:53:22.379, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.51 W
2026/08/29 09:53:27.379, 36 %, 9 %, 22681 MiB, 17764 MiB, 58.63 W
2026/08/29 09:53:32.380, 27 %, 2 %, 22681 MiB, 17764 MiB, 55.09 W
2026/08/29 09:53:37.380, 21 %, 1 %, 22681 MiB, 17764 MiB, 61.99 W
2026/08/29 09:53:42.381, 26 %, 3 %, 22681 MiB, 17764 MiB, 59.52 W
2026/08/29 09:53:47.381, 26 %, 2 %, 22681 MiB, 17764 MiB, 60.02 W
2026/08/29 09:53:52.382, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.20 W
2026/08/29 09:53:57.382, 27 %, 2 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 09:54:02.383, 24 %, 2 %, 22681 MiB, 17764 MiB, 59.42 W
2026/08/29 09:54:07.451, 26 %, 2 %, 22681 MiB, 17764 MiB, 65.74 W
2026/08/29 09:54:12.451, 26 %, 2 %, 22681 MiB, 17764 MiB, 237.14 W
2026/08/29 09:54:17.452, 26 %, 2 %, 22681 MiB, 17764 MiB, 101.51 W
2026/08/29 09:54:22.452, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 09:54:27.453, 24 %, 2 %, 22681 MiB, 17764 MiB, 61.99 W
2026/08/29 09:54:32.453, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 09:54:37.454, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 09:54:42.454, 22 %, 2 %, 22681 MiB, 17764 MiB, 60.99 W
2026/08/29 09:54:47.455, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 09:54:52.455, 29 %, 2 %, 22681 MiB, 17764 MiB, 46.71 W
2026/08/29 09:54:57.456, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.99 W
2026/08/29 09:55:02.456, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 09:55:07.457, 32 %, 7 %, 22681 MiB, 17764 MiB, 62.07 W
2026/08/29 09:55:12.457, 43 %, 14 %, 22681 MiB, 17764 MiB, 57.75 W
2026/08/29 09:55:17.458, 29 %, 2 %, 22681 MiB, 17764 MiB, 72.25 W
2026/08/29 09:55:22.458, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.78 W
2026/08/29 09:55:27.459, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.80 W
2026/08/29 09:55:32.459, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 09:55:37.460, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.69 W
2026/08/29 09:55:42.460, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 09:55:47.461, 27 %, 2 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 09:55:52.461, 43 %, 15 %, 22681 MiB, 17764 MiB, 59.42 W
2026/08/29 09:55:57.462, 25 %, 2 %, 22681 MiB, 17764 MiB, 103.38 W
2026/08/29 09:56:02.462, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.10 W
2026/08/29 09:56:07.462, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 09:56:12.463, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.59 W
2026/08/29 09:56:17.463, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.27 W
2026/08/29 09:56:22.464, 26 %, 2 %, 22681 MiB, 17764 MiB, 101.66 W
2026/08/29 09:56:27.464, 26 %, 2 %, 22681 MiB, 17764 MiB, 76.73 W
2026/08/29 09:56:32.465, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 09:56:37.465, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.59 W
2026/08/29 09:56:42.466, 27 %, 2 %, 22681 MiB, 17764 MiB, 56.18 W
2026/08/29 09:56:47.466, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 09:56:52.467, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 09:56:57.467, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 09:57:02.468, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.27 W
2026/08/29 09:57:07.468, 21 %, 1 %, 22681 MiB, 17764 MiB, 239.86 W
2026/08/29 09:57:12.469, 26 %, 2 %, 22681 MiB, 17764 MiB, 77.53 W
2026/08/29 09:57:17.469, 25 %, 2 %, 22681 MiB, 17764 MiB, 60.99 W
2026/08/29 09:57:22.470, 26 %, 2 %, 22681 MiB, 17764 MiB, 63.06 W
2026/08/29 09:57:27.470, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.59 W
2026/08/29 09:57:32.471, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 09:57:37.471, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 09:57:42.472, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 09:57:47.472, 37 %, 10 %, 22681 MiB, 17764 MiB, 64.93 W
2026/08/29 09:57:52.472, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 09:57:57.473, 25 %, 2 %, 22681 MiB, 17764 MiB, 63.06 W
2026/08/29 09:58:02.473, 28 %, 2 %, 22681 MiB, 17764 MiB, 50.96 W
2026/08/29 09:58:07.474, 38 %, 14 %, 22681 MiB, 17764 MiB, 65.13 W
2026/08/29 09:58:12.474, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 09:58:17.475, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 09:58:22.475, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 09:58:27.476, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 09:58:32.476, 25 %, 3 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 09:58:37.477, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.58 W
2026/08/29 09:58:42.477, 43 %, 15 %, 22681 MiB, 17764 MiB, 82.56 W
2026/08/29 09:58:47.478, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 09:58:52.478, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.78 W
2026/08/29 09:58:57.479, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.49 W
2026/08/29 09:59:02.479, 22 %, 2 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 09:59:07.551, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 09:59:12.552, 27 %, 2 %, 22681 MiB, 17764 MiB, 73.50 W
2026/08/29 09:59:17.552, 26 %, 2 %, 22681 MiB, 17764 MiB, 67.08 W
2026/08/29 09:59:22.553, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 09:59:27.553, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 09:59:32.554, 44 %, 15 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 09:59:37.554, 25 %, 2 %, 22681 MiB, 17764 MiB, 89.15 W
2026/08/29 09:59:42.555, 28 %, 2 %, 22681 MiB, 17764 MiB, 51.94 W
2026/08/29 09:59:47.555, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.49 W
2026/08/29 09:59:52.555, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.10 W
2026/08/29 09:59:57.556, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 10:00:02.556, 27 %, 2 %, 22681 MiB, 17764 MiB, 53.90 W
2026/08/29 10:00:07.557, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.17 W
2026/08/29 10:00:12.557, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 10:00:17.558, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.69 W
2026/08/29 10:00:22.558, 25 %, 2 %, 22681 MiB, 17764 MiB, 63.16 W
2026/08/29 10:00:27.558, 23 %, 2 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 10:00:32.559, 26 %, 2 %, 22681 MiB, 17764 MiB, 184.88 W
2026/08/29 10:00:37.559, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.21 W
2026/08/29 10:00:42.560, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 10:00:47.560, 29 %, 2 %, 22681 MiB, 17764 MiB, 50.57 W
2026/08/29 10:00:52.561, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 10:00:57.561, 22 %, 2 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 10:01:02.562, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 10:01:07.562, 27 %, 3 %, 22681 MiB, 17764 MiB, 58.83 W
2026/08/29 10:01:12.562, 27 %, 3 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 10:01:17.563, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 10:01:22.563, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.67 W
2026/08/29 10:01:27.564, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 10:01:32.564, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.17 W
2026/08/29 10:01:37.565, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 10:01:42.565, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 10:01:47.565, 46 %, 15 %, 22681 MiB, 17764 MiB, 61.78 W
2026/08/29 10:01:52.566, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.78 W
2026/08/29 10:01:57.566, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 10:02:02.567, 30 %, 5 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 10:02:07.567, 40 %, 15 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 10:02:12.568, 26 %, 2 %, 22681 MiB, 17764 MiB, 223.76 W
2026/08/29 10:02:17.568, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 10:02:22.569, 19 %, 1 %, 22681 MiB, 17764 MiB, 60.22 W
2026/08/29 10:02:27.569, 35 %, 14 %, 22681 MiB, 17764 MiB, 67.11 W
2026/08/29 10:02:32.569, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 10:02:37.570, 22 %, 2 %, 22681 MiB, 17764 MiB, 54.51 W
2026/08/29 10:02:42.570, 22 %, 3 %, 22681 MiB, 17764 MiB, 61.90 W
2026/08/29 10:02:47.571, 42 %, 14 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 10:02:52.571, 28 %, 4 %, 22681 MiB, 17764 MiB, 56.58 W
2026/08/29 10:02:57.572, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 10:03:02.572, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 10:03:07.572, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 10:03:12.573, 22 %, 2 %, 22681 MiB, 17764 MiB, 62.39 W
2026/08/29 10:03:17.573, 26 %, 3 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 10:03:22.574, 25 %, 2 %, 22681 MiB, 17764 MiB, 63.75 W
2026/08/29 10:03:27.574, 26 %, 2 %, 22681 MiB, 17764 MiB, 101.45 W
2026/08/29 10:03:32.575, 27 %, 2 %, 22681 MiB, 17764 MiB, 53.51 W
2026/08/29 10:03:37.575, 22 %, 4 %, 22681 MiB, 17764 MiB, 60.14 W
2026/08/29 10:03:42.575, 25 %, 2 %, 22681 MiB, 17764 MiB, 245.16 W
2026/08/29 10:03:47.576, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 10:03:52.576, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 10:03:57.577, 28 %, 3 %, 22681 MiB, 17764 MiB, 248.91 W
2026/08/29 10:04:02.577, 25 %, 2 %, 22681 MiB, 17764 MiB, 90.29 W
2026/08/29 10:04:07.652, 22 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 10:04:12.652, 43 %, 15 %, 22681 MiB, 17764 MiB, 57.86 W
2026/08/29 10:04:17.653, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.80 W
2026/08/29 10:04:22.653, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.78 W
2026/08/29 10:04:27.653, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 10:04:32.654, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 10:04:37.654, 31 %, 6 %, 22681 MiB, 17764 MiB, 55.49 W
2026/08/29 10:04:42.655, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.07 W
2026/08/29 10:04:47.655, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 10:04:52.656, 26 %, 2 %, 22681 MiB, 17764 MiB, 83.51 W
2026/08/29 10:04:57.656, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.69 W
2026/08/29 10:05:02.657, 32 %, 7 %, 22681 MiB, 17764 MiB, 61.38 W
2026/08/29 10:05:07.657, 36 %, 9 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 10:05:12.657, 26 %, 2 %, 22681 MiB, 17764 MiB, 57.57 W
2026/08/29 10:05:17.658, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 10:05:22.658, 26 %, 3 %, 22681 MiB, 17764 MiB, 56.08 W
2026/08/29 10:05:27.659, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.27 W
2026/08/29 10:05:32.659, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.59 W
2026/08/29 10:05:37.660, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.07 W
2026/08/29 10:05:42.660, 27 %, 2 %, 22681 MiB, 17764 MiB, 57.07 W
2026/08/29 10:05:47.660, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 10:05:52.661, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 10:05:57.661, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 10:06:02.662, 41 %, 13 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 10:06:07.662, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 10:06:12.663, 26 %, 2 %, 22681 MiB, 17764 MiB, 63.75 W
2026/08/29 10:06:17.663, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.70 W
2026/08/29 10:06:22.663, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.20 W
2026/08/29 10:06:27.664, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.49 W
2026/08/29 10:06:32.664, 27 %, 2 %, 22681 MiB, 17764 MiB, 62.07 W
2026/08/29 10:06:37.665, 37 %, 10 %, 22681 MiB, 17764 MiB, 70.63 W
2026/08/29 10:06:42.665, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 10:06:47.666, 26 %, 3 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 10:06:52.666, 29 %, 2 %, 22681 MiB, 17764 MiB, 65.53 W
2026/08/29 10:06:57.667, 29 %, 2 %, 22681 MiB, 17764 MiB, 49.07 W
2026/08/29 10:07:02.667, 27 %, 2 %, 22681 MiB, 17764 MiB, 52.53 W
2026/08/29 10:07:07.667, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 10:07:12.668, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.59 W
2026/08/29 10:07:17.668, 26 %, 3 %, 22681 MiB, 17764 MiB, 62.08 W
2026/08/29 10:07:22.669, 41 %, 14 %, 22681 MiB, 17764 MiB, 62.19 W
2026/08/29 10:07:27.669, 43 %, 15 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 10:07:32.670, 27 %, 3 %, 22681 MiB, 17764 MiB, 152.12 W
2026/08/29 10:07:37.670, 27 %, 2 %, 22681 MiB, 17764 MiB, 53.42 W
2026/08/29 10:07:42.670, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 10:07:47.671, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 10:07:52.671, 22 %, 3 %, 22681 MiB, 17764 MiB, 62.00 W
2026/08/29 10:07:57.672, 42 %, 14 %, 22681 MiB, 17764 MiB, 240.77 W
2026/08/29 10:08:02.672, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 10:08:07.673, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 10:08:12.673, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.49 W
2026/08/29 10:08:17.673, 24 %, 2 %, 22681 MiB, 17764 MiB, 61.99 W
2026/08/29 10:08:22.674, 35 %, 9 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 10:08:27.674, 42 %, 15 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 10:08:32.675, 30 %, 5 %, 22681 MiB, 17764 MiB, 64.74 W
2026/08/29 10:08:37.675, 26 %, 2 %, 22681 MiB, 17764 MiB, 206.05 W
2026/08/29 10:08:42.676, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.80 W
2026/08/29 10:08:47.676, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.20 W
2026/08/29 10:08:52.676, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.07 W
2026/08/29 10:08:57.677, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.49 W
2026/08/29 10:09:02.677, 48 %, 14 %, 22681 MiB, 17764 MiB, 55.79 W
2026/08/29 10:09:07.851, 43 %, 14 %, 22681 MiB, 17764 MiB, 63.25 W
2026/08/29 10:09:12.852, 47 %, 14 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 10:09:17.852, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.38 W
