task,head,quantile,threshold,reference_episodes,calibration_statistic,outcomes_used
libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,lock,0.975,-0.0482115,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,lock,0.98,-0.047757395,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,lock,0.99,-0.04712949,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,lock,0.995,-0.046575785,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,lock,1.0,-0.044661462,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,lock,0.5,-0.054960124,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,lock,0.6,-0.05432588,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,lock,0.7,-0.05350423,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,lock,0.75,-0.053248793,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,lock,0.8,-0.052845813,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,lock,0.85,-0.05248399,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,lock,0.9,-0.051919073,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,lock,0.925,-0.051581338,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,lock,0.95,-0.05120732,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,lock,0.96,-0.05113945,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,lock,0.975,-0.050433114,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,lock,0.98,-0.050307363,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,lock,0.99,-0.049233407,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,lock,0.995,-0.03123495,400,trajectory_max_persistent_score,False
libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,lock,1.0,-0.024054036,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,lock,0.5,-0.08321916,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,lock,0.6,-0.08247707,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,lock,0.7,-0.081728205,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,lock,0.75,-0.081242844,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,lock,0.8,-0.080843285,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,lock,0.85,-0.080473684,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,lock,0.9,-0.07990767,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,lock,0.925,-0.07965459,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,lock,0.95,-0.07916014,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,lock,0.96,-0.078985676,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,lock,0.975,-0.078783624,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,lock,0.98,-0.07866534,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,lock,0.99,-0.078490786,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,lock,0.995,-0.07742353,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,lock,1.0,-0.07685143,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,lock,0.5,-0.06968442,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,lock,0.6,-0.06907768,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,lock,0.7,-0.06866017,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,lock,0.75,-0.06836158,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,lock,0.8,-0.06804602,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,lock,0.85,-0.067496225,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,lock,0.9,-0.066821605,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,lock,0.925,-0.06633143,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,lock,0.95,-0.065862395,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,lock,0.96,-0.06577304,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,lock,0.975,-0.064475834,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,lock,0.98,-0.06410832,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,lock,0.99,-0.034845322,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,lock,0.995,-0.032900706,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,lock,1.0,-0.03171368,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.5,-0.06243573,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.6,-0.061106294,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.7,-0.060168073,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.75,-0.05951958,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.8,-0.058791116,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.85,-0.05830902,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.9,-0.057541385,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.925,-0.05696933,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.95,-0.056309953,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.96,-0.055637874,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.975,-0.05269614,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.98,-0.03847465,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.99,-0.035058156,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.995,-0.03171663,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,lock,1.0,-0.03147316,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,lock,0.5,-0.07298114,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,lock,0.6,-0.07237017,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,lock,0.7,-0.07177825,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,lock,0.75,-0.07153482,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,lock,0.8,-0.071074136,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,lock,0.85,-0.070559174,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,lock,0.9,-0.0700414,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,lock,0.925,-0.06974904,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,lock,0.95,-0.06921241,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,lock,0.96,-0.06889155,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,lock,0.975,-0.06797603,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,lock,0.98,-0.06782331,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,lock,0.99,-0.06718402,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,lock,0.995,-0.038092315,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,lock,1.0,-0.03398323,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,lock,0.5,-0.078612596,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,lock,0.6,-0.07801891,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,lock,0.7,-0.07732013,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,lock,0.75,-0.077014744,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,lock,0.8,-0.07678618,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,lock,0.85,-0.07630785,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,lock,0.9,-0.07571888,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,lock,0.925,-0.074833736,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,lock,0.95,-0.073982745,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,lock,0.96,-0.07287074,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,lock,0.975,-0.058011085,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,lock,0.98,-0.055437326,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,lock,0.99,-0.0511626,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,lock,0.995,-0.043871626,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,lock,1.0,-0.038078606,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,lock,0.5,-0.07628839,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,lock,0.6,-0.075518385,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,lock,0.7,-0.07467465,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,lock,0.75,-0.074268654,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,lock,0.8,-0.07384333,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,lock,0.85,-0.073375985,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,lock,0.9,-0.07278104,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,lock,0.925,-0.07241055,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,lock,0.95,-0.07173693,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,lock,0.96,-0.07099014,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,lock,0.975,-0.0694153,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,lock,0.98,-0.04352179,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,lock,0.99,-0.03672731,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,lock,0.995,-0.032261506,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,lock,1.0,-0.028481573,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,lock,0.5,-0.07873307,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,lock,0.6,-0.0783363,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,lock,0.7,-0.077767424,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,lock,0.75,-0.077363156,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,lock,0.8,-0.0770151,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,lock,0.85,-0.07673697,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,lock,0.9,-0.07619538,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,lock,0.925,-0.07576987,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,lock,0.95,-0.07524134,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,lock,0.96,-0.07476057,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,lock,0.975,-0.0728862,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,lock,0.98,-0.062368438,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,lock,0.99,-0.03192623,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,lock,0.995,-0.028860718,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,lock,1.0,-0.028663069,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,lock,0.5,-0.0763131,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,lock,0.6,-0.07549563,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,lock,0.7,-0.074175775,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,lock,0.75,-0.073631905,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,lock,0.8,-0.07293999,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,lock,0.85,-0.07248823,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,lock,0.9,-0.0717181,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,lock,0.925,-0.070598945,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,lock,0.95,-0.0546214,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,lock,0.96,-0.050388604,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,lock,0.975,-0.041365027,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,lock,0.98,-0.037159815,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,lock,0.99,-0.035299808,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,lock,0.995,-0.034606755,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,lock,1.0,-0.03418988,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,lock,0.5,-0.055300534,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,lock,0.6,-0.054579325,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,lock,0.7,-0.05374553,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,lock,0.75,-0.05332072,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,lock,0.8,-0.052818075,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,lock,0.85,-0.052099675,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,lock,0.9,-0.05133237,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,lock,0.925,-0.05071518,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,lock,0.95,-0.046535507,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,lock,0.96,-0.042024404,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,lock,0.975,-0.035193145,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,lock,0.98,-0.033661425,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,lock,0.99,-0.03079094,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,lock,0.995,-0.028877601,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,lock,1.0,-0.027993962,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.5,-0.064137325,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.6,-0.06364851,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.7,-0.06299786,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.75,-0.06264621,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.8,-0.062316373,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.85,-0.061921157,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.9,-0.061169676,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.925,-0.06070149,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.95,-0.059994765,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.96,-0.05948545,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.975,-0.058738306,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.98,-0.05797305,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.99,-0.055121534,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,lock,0.995,-0.040575385,400,trajectory_max_persistent_score,False
libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,lock,1.0,-0.04002376,400,trajectory_max_persistent_score,False
libero_goal/open_the_middle_drawer_of_the_cabinet,instability,0.5,0.021040782,400,trajectory_max_persistent_score,False
libero_goal/open_the_middle_drawer_of_the_cabinet,instability,0.6,0.021312322,400,trajectory_max_persistent_score,False
libero_goal/open_the_middle_drawer_of_the_cabinet,instability,0.7,0.021711372,400,trajectory_max_persistent_score,False
libero_goal/open_the_middle_drawer_of_the_cabinet,instability,0.75,0.021977814,400,trajectory_max_persistent_score,False
libero_goal/open_the_middle_drawer_of_the_cabinet,instability,0.8,0.022211898,400,trajectory_max_persistent_score,False
libero_goal/open_the_middle_drawer_of_the_cabinet,instability,0.85,0.022487342,400,trajectory_max_persistent_score,False
libero_goal/open_the_middle_drawer_of_the_cabinet,instability,0.9,0.022871897,400,trajectory_max_persistent_score,False
libero_goal/open_the_middle_drawer_of_the_cabinet,instability,0.925,0.02304993,400,trajectory_max_persistent_score,False
libero_goal/open_the_middle_drawer_of_the_cabinet,instability,0.95,0.023405295,400,trajectory_max_persistent_score,False
libero_goal/open_the_middle_drawer_of_the_cabinet,instability,0.96,0.023485776,400,trajectory_max_persistent_score,False
libero_goal/open_the_middle_drawer_of_the_cabinet,instability,0.975,0.023968717,400,trajectory_max_persistent_score,False
libero_goal/open_the_middle_drawer_of_the_cabinet,instability,0.98,0.02417884,400,trajectory_max_persistent_score,False
libero_goal/open_the_middle_drawer_of_the_cabinet,instability,0.99,0.024622494,400,trajectory_max_persistent_score,False
libero_goal/open_the_middle_drawer_of_the_cabinet,instability,0.995,0.026581189,400,trajectory_max_persistent_score,False
libero_goal/open_the_middle_drawer_of_the_cabinet,instability,1.0,0.026848182,400,trajectory_max_persistent_score,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,instability,0.5,0.033184726,400,trajectory_max_persistent_score,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,instability,0.6,0.033656318,400,trajectory_max_persistent_score,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,instability,0.7,0.03424566,400,trajectory_max_persistent_score,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,instability,0.75,0.034437843,400,trajectory_max_persistent_score,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,instability,0.8,0.03466014,400,trajectory_max_persistent_score,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,instability,0.85,0.03491513,400,trajectory_max_persistent_score,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,instability,0.9,0.035268508,400,trajectory_max_persistent_score,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,instability,0.925,0.035600256,400,trajectory_max_persistent_score,False
