cohort,group,detector,episodes,risk_n,timely_n,late_n,persistent_n,alarms,tp,fp,fn,tn,risk_recall,timely_fpr,precision,late_recall,persistent_recall,detected_risk_lead_median,early2_risk_recall,early4_risk_recall,early8_risk_recall,early12_risk_recall
development_main,all,v4_dual_regime_or,14800,487,14313,30,457,439,372,67,115,14246,0.7638603696098563,0.0046810591769719835,0.8473804100227791,0.6666666666666666,0.7702407002188184,9.0,0.6960985626283368,0.6180698151950719,0.406570841889117,0.3593429158110883
development_main,all,persistent_max_reference_lock,14800,487,14313,30,457,45,36,9,451,14304,0.07392197125256673,0.0006287989939216097,0.8,0.06666666666666667,0.07439824945295405,7.0,0.0513347022587269,0.045174537987679675,0.03696098562628337,0.018480492813141684
development_main,all,persistent_max_reference_instability,14800,487,14313,30,457,56,30,26,457,14287,0.061601642710472276,0.0018165304268846503,0.5357142857142857,0.03333333333333333,0.06345733041575492,13.0,0.057494866529774126,0.053388090349075976,0.04722792607802875,0.03285420944558522
development_main,all,persistent_max_reference_dual,14800,487,14313,30,457,99,64,35,423,14278,0.13141683778234087,0.00244532942080626,0.6464646464646465,0.1,0.13347921225382933,10.0,0.10472279260780287,0.09650924024640657,0.08213552361396304,0.0513347022587269
external_8b,all,v4_dual_regime_or,15600,564,15036,41,523,491,410,81,154,14955,0.7269503546099291,0.00538707102952913,0.835030549898167,0.6585365853658537,0.7323135755258127,12.0,0.6453900709219859,0.5851063829787234,0.40602836879432624,0.3723404255319149
external_8b,all,persistent_max_reference_lock,15600,564,15036,41,523,39,22,17,542,15019,0.03900709219858156,0.0011306198457036445,0.5641025641025641,0.024390243902439025,0.040152963671128104,5.5,0.030141843971631204,0.026595744680851064,0.012411347517730497,0.008865248226950355
external_8b,all,persistent_max_reference_instability,15600,564,15036,41,523,41,16,25,548,15011,0.028368794326241134,0.0016626762436818302,0.3902439024390244,0.024390243902439025,0.028680688336520075,8.5,0.028368794326241134,0.02304964539007092,0.01950354609929078,0.0035460992907801418
external_8b,all,persistent_max_reference_dual,15600,564,15036,41,523,79,37,42,527,14994,0.06560283687943262,0.002793296089385475,0.46835443037974683,0.04878048780487805,0.06692160611854685,7.0,0.05673758865248227,0.047872340425531915,0.031914893617021274,0.012411347517730497
